route,policy,slice,n,rmse,rmse_base
soft_all_r1_l0_p4,fixed045,shared2025_near,1431,0.0505329265,0.0513532772
soft_all_r1_l0_p4,fixed045,shared2025_far,10,0.0968683406,0.0973607376
soft_all_r1_l0_p4,fixed045,source_s2,4693,0.0653751355,0.0665003066
soft_all_r1_l0_p4,fixed045,source_landsat,4065,0.0701738690,0.0710960435
soft_all_r1_l0_p4,fixed045,source_modis,1818,0.0634874623,0.0651471604
soft_all_r1_l0_p4,distance_50_40_30,all,10576,0.0669090974,0.0680787938
soft_all_r1_l0_p4,distance_50_40_30,near,6890,0.0647329089,0.0662006592
soft_all_r1_l0_p4,distance_50_40_30,mid,1711,0.0718148147,0.0729940242
soft_all_r1_l0_p4,distance_50_40_30,far,1975,0.0699046791,0.0700986011
soft_all_r1_l0_p4,distance_50_40_30,history,7552,0.0673458427,0.0684564515
soft_all_r1_l0_p4,distance_50_40_30,2025,3024,0.0658057323,0.0671263704
soft_all_r1_l0_p4,distance_50_40_30,new,9068,0.0692352244,0.0704712639
soft_all_r1_l0_p4,distance_50_40_30,shared,1508,0.0507197525,0.0513951813
soft_all_r1_l0_p4,distance_50_40_30,new2025,1516,0.0779680639,0.0797533421
soft_all_r1_l0_p4,distance_50_40_30,shared2025,1508,0.0507197525,0.0513951813
soft_all_r1_l0_p4,distance_50_40_30,new2025_near,1408,0.0769279439,0.0789108893
soft_all_r1_l0_p4,distance_50_40_30,new2025_far,18,0.0917950776,0.0931731510
soft_all_r1_l0_p4,distance_50_40_30,shared2025_near,1431,0.0506182858,0.0513532772
soft_all_r1_l0_p4,distance_50_40_30,shared2025_far,10,0.0969307292,0.0973607376
soft_all_r1_l0_p4,distance_50_40_30,source_s2,4693,0.0653048326,0.0665003066
soft_all_r1_l0_p4,distance_50_40_30,source_landsat,4065,0.0700977449,0.0710960435
soft_all_r1_l0_p4,distance_50_40_30,source_modis,1818,0.0636202629,0.0651471604
soft_all_r1_l0_p4,distance_50_45_25,all,10576,0.0669002057,0.0680787938
soft_all_r1_l0_p4,distance_50_45_25,near,6890,0.0647329089,0.0662006592
soft_all_r1_l0_p4,distance_50_45_25,mid,1711,0.0717868899,0.0729940242
soft_all_r1_l0_p4,distance_50_45_25,far,1975,0.0698839531,0.0700986011
soft_all_r1_l0_p4,distance_50_45_25,history,7552,0.0673292466,0.0684564515
soft_all_r1_l0_p4,distance_50_45_25,2025,3024,0.0658165257,0.0671263704
soft_all_r1_l0_p4,distance_50_45_25,new,9068,0.0692244194,0.0704712639
soft_all_r1_l0_p4,distance_50_45_25,shared,1508,0.0507261785,0.0513951813
soft_all_r1_l0_p4,distance_50_45_25,new2025,1516,0.0779820771,0.0797533421
soft_all_r1_l0_p4,distance_50_45_25,shared2025,1508,0.0507261785,0.0513951813
soft_all_r1_l0_p4,distance_50_45_25,new2025_near,1408,0.0769279439,0.0789108893
soft_all_r1_l0_p4,distance_50_45_25,new2025_far,18,0.0919831149,0.0931731510
soft_all_r1_l0_p4,distance_50_45_25,shared2025_near,1431,0.0506182858,0.0513532772
soft_all_r1_l0_p4,distance_50_45_25,shared2025_far,10,0.0969741923,0.0973607376
soft_all_r1_l0_p4,distance_50_45_25,source_s2,4693,0.0653034572,0.0665003066
soft_all_r1_l0_p4,distance_50_45_25,source_landsat,4065,0.0701082579,0.0710960435
soft_all_r1_l0_p4,distance_50_45_25,source_modis,1818,0.0635435622,0.0651471604
soft_all_r1_l0_p4,distance_45_40_30,all,10576,0.0669164084,0.0680787938
soft_all_r1_l0_p4,distance_45_40_30,near,6890,0.0647445080,0.0662006592
soft_all_r1_l0_p4,distance_45_40_30,mid,1711,0.0718148147,0.0729940242
soft_all_r1_l0_p4,distance_45_40_30,far,1975,0.0699046791,0.0700986011
soft_all_r1_l0_p4,distance_45_40_30,history,7552,0.0673475559,0.0684564515
soft_all_r1_l0_p4,distance_45_40_30,2025,3024,0.0658273495,0.0671263704
soft_all_r1_l0_p4,distance_45_40_30,new,9068,0.0692533028,0.0704712639
soft_all_r1_l0_p4,distance_45_40_30,shared,1508,0.0506389175,0.0513951813
soft_all_r1_l0_p4,distance_45_40_30,new2025,1516,0.0780566790,0.0797533421
soft_all_r1_l0_p4,distance_45_40_30,shared2025,1508,0.0506389175,0.0513951813
soft_all_r1_l0_p4,distance_45_40_30,new2025_near,1408,0.0770246404,0.0789108893
soft_all_r1_l0_p4,distance_45_40_30,new2025_far,18,0.0917950776,0.0931731510
soft_all_r1_l0_p4,distance_45_40_30,shared2025_near,1431,0.0505329265,0.0513532772
soft_all_r1_l0_p4,distance_45_40_30,shared2025_far,10,0.0969307292,0.0973607376
soft_all_r1_l0_p4,distance_45_40_30,source_s2,4693,0.0653316206,0.0665003066
soft_all_r1_l0_p4,distance_45_40_30,source_landsat,4065,0.0701221170,0.0710960435
soft_all_r1_l0_p4,distance_45_40_30,source_modis,1818,0.0635338858,0.0651471604
soft_all_r1_l0_p4,cohort_year,all,10576,0.0669168131,0.0680787938
soft_all_r1_l0_p4,cohort_year,near,6890,0.0647014030,0.0662006592
soft_all_r1_l0_p4,cohort_year,mid,1711,0.0718612014,0.0729940242
soft_all_r1_l0_p4,cohort_year,far,1975,0.0700046144,0.0700986011
soft_all_r1_l0_p4,cohort_year,history,7552,0.0673956483,0.0684564515
soft_all_r1_l0_p4,cohort_year,2025,3024,0.0657057547,0.0671263704
soft_all_r1_l0_p4,cohort_year,new,9068,0.0692618784,0.0704712639
soft_all_r1_l0_p4,cohort_year,shared,1508,0.0505720969,0.0513951813
soft_all_r1_l0_p4,cohort_year,new2025,1516,0.0778952460,0.0797533421
soft_all_r1_l0_p4,cohort_year,shared2025,1508,0.0505720969,0.0513951813
soft_all_r1_l0_p4,cohort_year,new2025_near,1408,0.0768037242,0.0789108893
soft_all_r1_l0_p4,cohort_year,new2025_far,18,0.0910251237,0.0931731510
soft_all_r1_l0_p4,cohort_year,shared2025_near,1431,0.0504684154,0.0513532772
soft_all_r1_l0_p4,cohort_year,shared2025_far,10,0.0968985927,0.0973607376
soft_all_r1_l0_p4,cohort_year,source_s2,4693,0.0653558690,0.0665003066
soft_all_r1_l0_p4,cohort_year,source_landsat,4065,0.0700906356,0.0710960435
soft_all_r1_l0_p4,cohort_year,source_modis,1818,0.0635496589,0.0651471604
soft_all_r1_l0_p4,cohort_year_dist,all,10576,0.0668809976,0.0680787938
soft_all_r1_l0_p4,cohort_year_dist,near,6890,0.0646784394,0.0662006592
soft_all_r1_l0_p4,cohort_year_dist,mid,1711,0.0718612014,0.0729940242
soft_all_r1_l0_p4,cohort_year_dist,far,1975,0.0698952768,0.0700986011
soft_all_r1_l0_p4,cohort_year_dist,history,7552,0.0673458427,0.0684564515
soft_all_r1_l0_p4,cohort_year_dist,2025,3024,0.0657057547,0.0671263704
soft_all_r1_l0_p4,cohort_year_dist,new,9068,0.0692215202,0.0704712639
soft_all_r1_l0_p4,cohort_year_dist,shared,1508,0.0505720969,0.0513951813
soft_all_r1_l0_p4,cohort_year_dist,new2025,1516,0.0778952460,0.0797533421
soft_all_r1_l0_p4,cohort_year_dist,shared2025,1508,0.0505720969,0.0513951813
soft_all_r1_l0_p4,cohort_year_dist,new2025_near,1408,0.0768037242,0.0789108893
soft_all_r1_l0_p4,cohort_year_dist,new2025_far,18,0.0910251237,0.0931731510
soft_all_r1_l0_p4,cohort_year_dist,shared2025_near,1431,0.0504684154,0.0513532772
soft_all_r1_l0_p4,cohort_year_dist,shared2025_far,10,0.0968985927,0.0973607376
soft_all_r1_l0_p4,cohort_year_dist,source_s2,4693,0.0652806370,0.0665003066
soft_all_r1_l0_p4,cohort_year_dist,source_landsat,4065,0.0700545867,0.0710960435
soft_all_r1_l0_p4,cohort_year_dist,source_modis,1818,0.0636187753,0.0651471604
soft_all_r1_l0_p4,new2025_0.45,all,10576,0.0669466232,0.0680787938
soft_all_r1_l0_p4,new2025_0.45,near,6890,0.0647573978,0.0662006592
soft_all_r1_l0_p4,new2025_0.45,mid,1711,0.0718257639,0.0729940242
soft_all_r1_l0_p4,new2025_0.45,far,1975,0.0700081214,0.0700986011
soft_all_r1_l0_p4,new2025_0.45,history,7552,0.0673956483,0.0684564515
soft_all_r1_l0_p4,new2025_0.45,2025,3024,0.0658118706,0.0671263704
soft_all_r1_l0_p4,new2025_0.45,new,9068,0.0692931847,0.0704712639
soft_all_r1_l0_p4,new2025_0.45,shared,1508,0.0505909066,0.0513951813
soft_all_r1_l0_p4,new2025_0.45,new2025,1516,0.0780616111,0.0797533421
soft_all_r1_l0_p4,new2025_0.45,shared2025,1508,0.0505909066,0.0513951813
soft_all_r1_l0_p4,new2025_0.45,new2025_near,1408,0.0770246404,0.0789108893
soft_all_r1_l0_p4,new2025_0.45,new2025_far,18,0.0913328398,0.0931731510
soft_all_r1_l0_p4,new2025_0.45,shared2025_near,1431,0.0504829347,0.0513532772
soft_all_r1_l0_p4,new2025_0.45,shared2025_far,10,0.0968777940,0.0973607376
soft_all_r1_l0_p4,new2025_0.45,source_s2,4693,0.0653820584,0.0665003066
soft_all_r1_l0_p4,new2025_0.45,source_landsat,4065,0.0701562660,0.0710960435
soft_all_r1_l0_p4,new2025_0.45,source_modis,1818,0.0635008170,0.0651471604
soft_all_r1_l0_p4,new2025_0.50,all,10576,0.0669336131,0.0680787938
soft_all_r1_l0_p4,new2025_0.50,near,6890,0.0647339047,0.0662006592
soft_all_r1_l0_p4,new2025_0.50,mid,1711,0.0718376956,0.0729940242
soft_all_r1_l0_p4,new2025_0.50,far,1975,0.0700066974,0.0700986011
soft_all_r1_l0_p4,new2025_0.50,history,7552,0.0673956483,0.0684564515
soft_all_r1_l0_p4,new2025_0.50,2025,3024,0.0657655732,0.0671263704
soft_all_r1_l0_p4,new2025_0.50,new,9068,0.0692785247,0.0704712639
soft_all_r1_l0_p4,new2025_0.50,shared,1508,0.0505909066,0.0513951813
soft_all_r1_l0_p4,new2025_0.50,new2025,1516,0.0779837412,0.0797533421
soft_all_r1_l0_p4,new2025_0.50,shared2025,1508,0.0505909066,0.0513951813
soft_all_r1_l0_p4,new2025_0.50,new2025_near,1408,0.0769279439,0.0789108893
soft_all_r1_l0_p4,new2025_0.50,new2025_far,18,0.0912130053,0.0931731510
soft_all_r1_l0_p4,new2025_0.50,shared2025_near,1431,0.0504829347,0.0513532772
soft_all_r1_l0_p4,new2025_0.50,shared2025_far,10,0.0968777940,0.0973607376
soft_all_r1_l0_p4,new2025_0.50,source_s2,4693,0.0653688672,0.0665003066
soft_all_r1_l0_p4,new2025_0.50,source_landsat,4065,0.0701326103,0.0710960435
soft_all_r1_l0_p4,new2025_0.50,source_modis,1818,0.0635145158,0.0651471604
soft_all_r1_l0_p4,new2025_0.55,all,10576,0.0669243516,0.0680787938
soft_all_r1_l0_p4,new2025_0.55,near,6890,0.0647160224,0.0662006592
soft_all_r1_l0_p4,new2025_0.55,mid,1711,0.0718506094,0.0729940242
soft_all_r1_l0_p4,new2025_0.55,far,1975,0.0700054799,0.0700986011
soft_all_r1_l0_p4,new2025_0.55,history,7552,0.0673956483,0.0684564515
soft_all_r1_l0_p4,new2025_0.55,2025,3024,0.0657326014,0.0671263704
soft_all_r1_l0_p4,new2025_0.55,new,9068,0.0692680887,0.0704712639
soft_all_r1_l0_p4,new2025_0.55,shared,1508,0.0505909066,0.0513951813
soft_all_r1_l0_p4,new2025_0.55,new2025,1516,0.0779282702,0.0797533421
soft_all_r1_l0_p4,new2025_0.55,shared2025,1508,0.0505909066,0.0513951813
soft_all_r1_l0_p4,new2025_0.55,new2025_near,1408,0.0768542830,0.0789108893
soft_all_r1_l0_p4,new2025_0.55,new2025_far,18,0.0911104139,0.0931731510
soft_all_r1_l0_p4,new2025_0.55,shared2025_near,1431,0.0504829347,0.0513532772
soft_all_r1_l0_p4,new2025_0.55,shared2025_far,10,0.0968777940,0.0973607376
soft_all_r1_l0_p4,new2025_0.55,source_s2,4693,0.0653600711,0.0665003066
soft_all_r1_l0_p4,new2025_0.55,source_landsat,4065,0.0701114367,0.0710960435
soft_all_r1_l0_p4,new2025_0.55,source_modis,1818,0.0635333757,0.0651471604
soft_all_r1_l0_p4,new2025_0.60,all,10576,0.0669188404,0.0680787938
soft_all_r1_l0_p4,new2025_0.60,near,6890,0.0647037555,0.0662006592
soft_all_r1_l0_p4,new2025_0.60,mid,1711,0.0718645047,0.0729940242
soft_all_r1_l0_p4,new2025_0.60,far,1975,0.0700044687,0.0700986011
soft_all_r1_l0_p4,new2025_0.60,history,7552,0.0673956483,0.0684564515
soft_all_r1_l0_p4,new2025_0.60,2025,3024,0.0657129752,0.0671263704
soft_all_r1_l0_p4,new2025_0.60,new,9068,0.0692618784,0.0704712639
soft_all_r1_l0_p4,new2025_0.60,shared,1508,0.0505909066,0.0513951813
soft_all_r1_l0_p4,new2025_0.60,new2025,1516,0.0778952460,0.0797533421
soft_all_r1_l0_p4,new2025_0.60,shared2025,1508,0.0505909066,0.0513951813
soft_all_r1_l0_p4,new2025_0.60,new2025_near,1408,0.0768037242,0.0789108893
soft_all_r1_l0_p4,new2025_0.60,new2025_far,18,0.0910251237,0.0931731510
soft_all_r1_l0_p4,new2025_0.60,shared2025_near,1431,0.0504829347,0.0513532772
soft_all_r1_l0_p4,new2025_0.60,shared2025_far,10,0.0968777940,0.0973607376
soft_all_r1_l0_p4,new2025_0.60,source_s2,4693,0.0653556717,0.0665003066
soft_all_r1_l0_p4,new2025_0.60,source_landsat,4065,0.0700927476,0.0710960435
soft_all_r1_l0_p4,new2025_0.60,source_modis,1818,0.0635573922,0.0651471604
soft_all_r1_l0_p4,new2025_0.65,all,10576,0.0669170804,0.0680787938
soft_all_r1_l0_p4,new2025_0.65,near,6890,0.0646971072,0.0662006592
soft_all_r1_l0_p4,new2025_0.65,mid,1711,0.0718793808,0.0729940242
soft_all_r1_l0_p4,new2025_0.65,far,1975,0.0700036638,0.0700986011
soft_all_r1_l0_p4,new2025_0.65,history,7552,0.0673956483,0.0684564515
soft_all_r1_l0_p4,new2025_0.65,2025,3024,0.0657067065,0.0671263704
soft_all_r1_l0_p4,new2025_0.65,new,9068,0.0692598951,0.0704712639
soft_all_r1_l0_p4,new2025_0.65,shared,1508,0.0505909066,0.0513951813
soft_all_r1_l0_p4,new2025_0.65,new2025,1516,0.0778846972,0.0797533421
soft_all_r1_l0_p4,new2025_0.65,shared2025,1508,0.0505909066,0.0513951813
soft_all_r1_l0_p4,new2025_0.65,new2025_near,1408,0.0767763131,0.0789108893
soft_all_r1_l0_p4,new2025_0.65,new2025_far,18,0.0909571836,0.0931731510
soft_all_r1_l0_p4,new2025_0.65,shared2025_near,1431,0.0504829347,0.0513532772
soft_all_r1_l0_p4,new2025_0.65,shared2025_far,10,0.0968777940,0.0973607376
soft_all_r1_l0_p4,new2025_0.65,source_s2,4693,0.0653556699,0.0665003066
soft_all_r1_l0_p4,new2025_0.65,source_landsat,4065,0.0700765450,0.0710960435
soft_all_r1_l0_p4,new2025_0.65,source_modis,1818,0.0635865593,0.0651471604
soft_all_r1_l0_p4,new2025_0.70,all,10576,0.0669190718,0.0680787938
soft_all_r1_l0_p4,new2025_0.70,near,6890,0.0646960793,0.0662006592
soft_all_r1_l0_p4,new2025_0.70,mid,1711,0.0718952373,0.0729940242
soft_all_r1_l0_p4,new2025_0.70,far,1975,0.0700030654,0.0700986011
soft_all_r1_l0_p4,new2025_0.70,history,7552,0.0673956483,0.0684564515
soft_all_r1_l0_p4,new2025_0.70,2025,3024,0.0657137993,0.0671263704
soft_all_r1_l0_p4,new2025_0.70,new,9068,0.0692621392,0.0704712639
soft_all_r1_l0_p4,new2025_0.70,shared,1508,0.0505909066,0.0513951813
soft_all_r1_l0_p4,new2025_0.70,new2025,1516,0.0778966329,0.0797533421
soft_all_r1_l0_p4,new2025_0.70,shared2025,1508,0.0505909066,0.0513951813
soft_all_r1_l0_p4,new2025_0.70,new2025_near,1408,0.0767720743,0.0789108893
soft_all_r1_l0_p4,new2025_0.70,new2025_far,18,0.0909066324,0.0931731510
soft_all_r1_l0_p4,new2025_0.70,shared2025_near,1431,0.0504829347,0.0513532772
soft_all_r1_l0_p4,new2025_0.70,shared2025_far,10,0.0968777940,0.0973607376
soft_all_r1_l0_p4,new2025_0.70,source_s2,4693,0.0653600659,0.0665003066
soft_all_r1_l0_p4,new2025_0.70,source_landsat,4065,0.0700628305,0.0710960435
soft_all_r1_l0_p4,new2025_0.70,source_modis,1818,0.0636208700,0.0651471604
soft_all_r1_l0_p4,dist_new2025_0.50,all,10576,0.0669117163,0.0680787938
soft_all_r1_l0_p4,dist_new2025_0.50,near,6890,0.0647329089,0.0662006592
soft_all_r1_l0_p4,dist_new2025_0.50,mid,1711,0.0718376956,0.0729940242
soft_all_r1_l0_p4,dist_new2025_0.50,far,1975,0.0698977347,0.0700986011
soft_all_r1_l0_p4,dist_new2025_0.50,history,7552,0.0673458427,0.0684564515
soft_all_r1_l0_p4,dist_new2025_0.50,2025,3024,0.0658150445,0.0671263704
soft_all_r1_l0_p4,dist_new2025_0.50,new,9068,0.0692381762,0.0704712639
soft_all_r1_l0_p4,dist_new2025_0.50,shared,1508,0.0507197525,0.0513951813
soft_all_r1_l0_p4,dist_new2025_0.50,new2025,1516,0.0779837412,0.0797533421
soft_all_r1_l0_p4,dist_new2025_0.50,shared2025,1508,0.0507197525,0.0513951813
soft_all_r1_l0_p4,dist_new2025_0.50,new2025_near,1408,0.0769279439,0.0789108893
soft_all_r1_l0_p4,dist_new2025_0.50,new2025_far,18,0.0912130053,0.0931731510
soft_all_r1_l0_p4,dist_new2025_0.50,shared2025_near,1431,0.0506182858,0.0513532772
soft_all_r1_l0_p4,dist_new2025_0.50,shared2025_far,10,0.0969307292,0.0973607376
soft_all_r1_l0_p4,dist_new2025_0.50,source_s2,4693,0.0653072083,0.0665003066
soft_all_r1_l0_p4,dist_new2025_0.50,source_landsat,4065,0.0701044118,0.0710960435
soft_all_r1_l0_p4,dist_new2025_0.50,source_modis,1818,0.0636135649,0.0651471604
soft_all_r1_l0_p4,dist_new2025_0.55,all,10576,0.0669024518,0.0680787938
soft_all_r1_l0_p4,dist_new2025_0.55,near,6890,0.0647150263,0.0662006592
soft_all_r1_l0_p4,dist_new2025_0.55,mid,1711,0.0718506094,0.0729940242
soft_all_r1_l0_p4,dist_new2025_0.55,far,1975,0.0698965152,0.0700986011
soft_all_r1_l0_p4,dist_new2025_0.55,history,7552,0.0673458427,0.0684564515
soft_all_r1_l0_p4,dist_new2025_0.55,2025,3024,0.0657820975,0.0671263704
soft_all_r1_l0_p4,dist_new2025_0.55,new,9068,0.0692277340,0.0704712639
soft_all_r1_l0_p4,dist_new2025_0.55,shared,1508,0.0507197525,0.0513951813
soft_all_r1_l0_p4,dist_new2025_0.55,new2025,1516,0.0779282702,0.0797533421
soft_all_r1_l0_p4,dist_new2025_0.55,shared2025,1508,0.0507197525,0.0513951813
soft_all_r1_l0_p4,dist_new2025_0.55,new2025_near,1408,0.0768542830,0.0789108893
soft_all_r1_l0_p4,dist_new2025_0.55,new2025_far,18,0.0911104139,0.0931731510
soft_all_r1_l0_p4,dist_new2025_0.55,shared2025_near,1431,0.0506182858,0.0513532772
soft_all_r1_l0_p4,dist_new2025_0.55,shared2025_far,10,0.0969307292,0.0973607376
soft_all_r1_l0_p4,dist_new2025_0.55,source_s2,4693,0.0652984038,0.0665003066
soft_all_r1_l0_p4,dist_new2025_0.55,source_landsat,4065,0.0700832297,0.0710960435
soft_all_r1_l0_p4,dist_new2025_0.55,source_modis,1818,0.0636323955,0.0651471604
soft_all_r1_l0_p4,dist_new2025_0.60,all,10576,0.0668969388,0.0680787938
soft_all_r1_l0_p4,dist_new2025_0.60,near,6890,0.0647027592,0.0662006592
soft_all_r1_l0_p4,dist_new2025_0.60,mid,1711,0.0718645047,0.0729940242
soft_all_r1_l0_p4,dist_new2025_0.60,far,1975,0.0698955024,0.0700986011
soft_all_r1_l0_p4,dist_new2025_0.60,history,7552,0.0673458427,0.0684564515
soft_all_r1_l0_p4,dist_new2025_0.60,2025,3024,0.0657624860,0.0671263704
soft_all_r1_l0_p4,dist_new2025_0.60,new,9068,0.0692215202,0.0704712639
soft_all_r1_l0_p4,dist_new2025_0.60,shared,1508,0.0507197525,0.0513951813
soft_all_r1_l0_p4,dist_new2025_0.60,new2025,1516,0.0778952460,0.0797533421
soft_all_r1_l0_p4,dist_new2025_0.60,shared2025,1508,0.0507197525,0.0513951813
soft_all_r1_l0_p4,dist_new2025_0.60,new2025_near,1408,0.0768037242,0.0789108893
soft_all_r1_l0_p4,dist_new2025_0.60,new2025_far,18,0.0910251237,0.0931731510
soft_all_r1_l0_p4,dist_new2025_0.60,shared2025_near,1431,0.0506182858,0.0513532772
soft_all_r1_l0_p4,dist_new2025_0.60,shared2025_far,10,0.0969307292,0.0973607376
soft_all_r1_l0_p4,dist_new2025_0.60,source_s2,4693,0.0652940003,0.0665003066
soft_all_r1_l0_p4,dist_new2025_0.60,source_landsat,4065,0.0700645331,0.0710960435
soft_all_r1_l0_p4,dist_new2025_0.60,source_modis,1818,0.0636563746,0.0651471604
soft_all_r1_l0_p4,dist_new2025_0.65,all,10576,0.0668951782,0.0680787938
soft_all_r1_l0_p4,dist_new2025_0.65,near,6890,0.0646961108,0.0662006592
soft_all_r1_l0_p4,dist_new2025_0.65,mid,1711,0.0718793808,0.0729940242
soft_all_r1_l0_p4,dist_new2025_0.65,far,1975,0.0698946963,0.0700986011
soft_all_r1_l0_p4,dist_new2025_0.65,history,7552,0.0673458427,0.0684564515
soft_all_r1_l0_p4,dist_new2025_0.65,2025,3024,0.0657562221,0.0671263704
soft_all_r1_l0_p4,dist_new2025_0.65,new,9068,0.0692195357,0.0704712639
soft_all_r1_l0_p4,dist_new2025_0.65,shared,1508,0.0507197525,0.0513951813
soft_all_r1_l0_p4,dist_new2025_0.65,new2025,1516,0.0778846972,0.0797533421
soft_all_r1_l0_p4,dist_new2025_0.65,shared2025,1508,0.0507197525,0.0513951813
soft_all_r1_l0_p4,dist_new2025_0.65,new2025_near,1408,0.0767763131,0.0789108893
soft_all_r1_l0_p4,dist_new2025_0.65,new2025_far,18,0.0909571836,0.0931731510
soft_all_r1_l0_p4,dist_new2025_0.65,shared2025_near,1431,0.0506182858,0.0513532772
soft_all_r1_l0_p4,dist_new2025_0.65,shared2025_far,10,0.0969307292,0.0973607376
soft_all_r1_l0_p4,dist_new2025_0.65,source_s2,4693,0.0652939985,0.0665003066
soft_all_r1_l0_p4,dist_new2025_0.65,source_landsat,4065,0.0700483239,0.0710960435
soft_all_r1_l0_p4,dist_new2025_0.65,source_modis,1818,0.0636854964,0.0651471604
soft_all_r1_l0_p4,dist_new2025_0.70,all,10576,0.0668971703,0.0680787938
soft_all_r1_l0_p4,dist_new2025_0.70,near,6890,0.0646950829,0.0662006592
soft_all_r1_l0_p4,dist_new2025_0.70,mid,1711,0.0718952373,0.0729940242
soft_all_r1_l0_p4,dist_new2025_0.70,far,1975,0.0698940969,0.0700986011
soft_all_r1_l0_p4,dist_new2025_0.70,history,7552,0.0673458427,0.0684564515
soft_all_r1_l0_p4,dist_new2025_0.70,2025,3024,0.0657633096,0.0671263704
soft_all_r1_l0_p4,dist_new2025_0.70,new,9068,0.0692217811,0.0704712639
soft_all_r1_l0_p4,dist_new2025_0.70,shared,1508,0.0507197525,0.0513951813
soft_all_r1_l0_p4,dist_new2025_0.70,new2025,1516,0.0778966329,0.0797533421
soft_all_r1_l0_p4,dist_new2025_0.70,shared2025,1508,0.0507197525,0.0513951813
soft_all_r1_l0_p4,dist_new2025_0.70,new2025_near,1408,0.0767720743,0.0789108893
soft_all_r1_l0_p4,dist_new2025_0.70,new2025_far,18,0.0909066324,0.0931731510
soft_all_r1_l0_p4,dist_new2025_0.70,shared2025_near,1431,0.0506182858,0.0513532772
soft_all_r1_l0_p4,dist_new2025_0.70,shared2025_far,10,0.0969307292,0.0973607376
soft_all_r1_l0_p4,dist_new2025_0.70,source_s2,4693,0.0652983986,0.0665003066
soft_all_r1_l0_p4,dist_new2025_0.70,source_landsat,4065,0.0700346039,0.0710960435
soft_all_r1_l0_p4,dist_new2025_0.70,source_modis,1818,0.0637197538,0.0651471604
soft_all_r2_l0_p4,fixed040,all,10576,0.0669261744,0.0680787938
soft_all_r2_l0_p4,fixed040,near,6890,0.0647292656,0.0662006592
soft_all_r2_l0_p4,fixed040,mid,1711,0.0718082489,0.0729940242
soft_all_r2_l0_p4,fixed040,far,1975,0.0700097516,0.0700986011
soft_all_r2_l0_p4,fixed040,history,7552,0.0673843105,0.0684564515
soft_all_r2_l0_p4,fixed040,2025,3024,0.0657681109,0.0671263704
soft_all_r2_l0_p4,fixed040,new,9068,0.0692990950,0.0704712639
soft_all_r2_l0_p4,fixed040,shared,1508,0.0503519141,0.0513951813
soft_all_r2_l0_p4,fixed040,new2025,1516,0.0781417109,0.0797533421
soft_all_r2_l0_p4,fixed040,shared2025,1508,0.0503519141,0.0513951813
soft_all_r2_l0_p4,fixed040,new2025_near,1408,0.0771332440,0.0789108893
soft_all_r2_l0_p4,fixed040,new2025_far,18,0.0914698496,0.0931731510
soft_all_r2_l0_p4,fixed040,shared2025_near,1431,0.0502252825,0.0513532772
soft_all_r2_l0_p4,fixed040,shared2025_far,10,0.0968777940,0.0973607376
soft_all_r2_l0_p4,fixed040,source_s2,4693,0.0653651318,0.0665003066
soft_all_r2_l0_p4,fixed040,source_landsat,4065,0.0700228778,0.0710960435
soft_all_r2_l0_p4,fixed040,source_modis,1818,0.0637491190,0.0651471604
soft_all_r2_l0_p4,fixed045,all,10576,0.0669064237,0.0680787938
soft_all_r2_l0_p4,fixed045,near,6890,0.0646797055,0.0662006592
soft_all_r2_l0_p4,fixed045,mid,1711,0.0717794350,0.0729940242
soft_all_r2_l0_p4,fixed045,far,1975,0.0700940028,0.0700986011
soft_all_r2_l0_p4,fixed045,history,7552,0.0673786881,0.0684564515
soft_all_r2_l0_p4,fixed045,2025,3024,0.0657121916,0.0671263704
soft_all_r2_l0_p4,fixed045,new,9068,0.0692743342,0.0704712639
soft_all_r2_l0_p4,fixed045,shared,1508,0.0503727087,0.0513951813
soft_all_r2_l0_p4,fixed045,new2025,1516,0.0780344650,0.0797533421
soft_all_r2_l0_p4,fixed045,shared2025,1508,0.0503727087,0.0513951813
soft_all_r2_l0_p4,fixed045,new2025_near,1408,0.0770076034,0.0789108893
soft_all_r2_l0_p4,fixed045,new2025_far,18,0.0913328398,0.0931731510
soft_all_r2_l0_p4,fixed045,shared2025_near,1431,0.0502401099,0.0513532772
soft_all_r2_l0_p4,fixed045,shared2025_far,10,0.0968683406,0.0973607376
soft_all_r2_l0_p4,fixed045,source_s2,4693,0.0653368713,0.0665003066
soft_all_r2_l0_p4,fixed045,source_landsat,4065,0.0699965342,0.0710960435
soft_all_r2_l0_p4,fixed045,source_modis,1818,0.0637679838,0.0651471604
soft_all_r2_l0_p4,distance_50_40_30,all,10576,0.0668623120,0.0680787938
soft_all_r2_l0_p4,distance_50_40_30,near,6890,0.0646604742,0.0662006592
soft_all_r2_l0_p4,distance_50_40_30,mid,1711,0.0718082489,0.0729940242
soft_all_r2_l0_p4,distance_50_40_30,far,1975,0.0699046791,0.0700986011
soft_all_r2_l0_p4,distance_50_40_30,history,7552,0.0673341009,0.0684564515
soft_all_r2_l0_p4,distance_50_40_30,2025,3024,0.0656692875,0.0671263704
soft_all_r2_l0_p4,distance_50_40_30,new,9068,0.0692196768,0.0704712639
soft_all_r2_l0_p4,distance_50_40_30,shared,1508,0.0504137366,0.0513951813
soft_all_r2_l0_p4,distance_50_40_30,new2025,1516,0.0779360034,0.0797533421
