route,policy,slice,n,rmse,rmse_base
soft_all_r2_l0_p4,distance_50_40_30,shared2025,1508,0.0504137366,0.0513951813
soft_all_r2_l0_p4,distance_50_40_30,new2025_near,1408,0.0769038771,0.0789108893
soft_all_r2_l0_p4,distance_50_40_30,new2025_far,18,0.0917950776,0.0931731510
soft_all_r2_l0_p4,distance_50_40_30,shared2025_near,1431,0.0502898806,0.0513532772
soft_all_r2_l0_p4,distance_50_40_30,shared2025_far,10,0.0969307291,0.0973607376
soft_all_r2_l0_p4,distance_50_40_30,source_s2,4693,0.0652624776,0.0665003066
soft_all_r2_l0_p4,distance_50_40_30,source_landsat,4065,0.0699039992,0.0710960435
soft_all_r2_l0_p4,distance_50_40_30,source_modis,1818,0.0639222599,0.0651471604
soft_all_r2_l0_p4,distance_50_45_25,all,10576,0.0668532600,0.0680787938
soft_all_r2_l0_p4,distance_50_45_25,near,6890,0.0646604742,0.0662006592
soft_all_r2_l0_p4,distance_50_45_25,mid,1711,0.0717794350,0.0729940242
soft_all_r2_l0_p4,distance_50_45_25,far,1975,0.0698839531,0.0700986011
soft_all_r2_l0_p4,distance_50_45_25,history,7552,0.0673175019,0.0684564515
soft_all_r2_l0_p4,distance_50_45_25,2025,3024,0.0656795551,0.0671263704
soft_all_r2_l0_p4,distance_50_45_25,new,9068,0.0692085791,0.0704712639
soft_all_r2_l0_p4,distance_50_45_25,shared,1508,0.0504211644,0.0513951813
soft_all_r2_l0_p4,distance_50_45_25,new2025,1516,0.0779484814,0.0797533421
soft_all_r2_l0_p4,distance_50_45_25,shared2025,1508,0.0504211644,0.0513951813
soft_all_r2_l0_p4,distance_50_45_25,new2025_near,1408,0.0769038771,0.0789108893
soft_all_r2_l0_p4,distance_50_45_25,new2025_far,18,0.0919831149,0.0931731510
soft_all_r2_l0_p4,distance_50_45_25,shared2025_near,1431,0.0502898806,0.0513532772
soft_all_r2_l0_p4,distance_50_45_25,shared2025_far,10,0.0969741922,0.0973607376
soft_all_r2_l0_p4,distance_50_45_25,source_s2,4693,0.0652613088,0.0665003066
soft_all_r2_l0_p4,distance_50_45_25,source_landsat,4065,0.0699139980,0.0710960435
soft_all_r2_l0_p4,distance_50_45_25,source_modis,1818,0.0638457664,0.0651471604
soft_all_r2_l0_p4,distance_45_40_30,all,10576,0.0668744288,0.0680787938
soft_all_r2_l0_p4,distance_45_40_30,near,6890,0.0646797055,0.0662006592
soft_all_r2_l0_p4,distance_45_40_30,mid,1711,0.0718082489,0.0729940242
soft_all_r2_l0_p4,distance_45_40_30,far,1975,0.0699046791,0.0700986011
soft_all_r2_l0_p4,distance_45_40_30,history,7552,0.0673358901,0.0684564515
soft_all_r2_l0_p4,distance_45_40_30,2025,3024,0.0657078450,0.0671263704
soft_all_r2_l0_p4,distance_45_40_30,new,9068,0.0692390294,0.0704712639
soft_all_r2_l0_p4,distance_45_40_30,shared,1508,0.0503666245,0.0513951813
soft_all_r2_l0_p4,distance_45_40_30,new2025,1516,0.0780310706,0.0797533421
soft_all_r2_l0_p4,distance_45_40_30,shared2025,1508,0.0503666245,0.0513951813
soft_all_r2_l0_p4,distance_45_40_30,new2025_near,1408,0.0770076034,0.0789108893
soft_all_r2_l0_p4,distance_45_40_30,new2025_far,18,0.0917950776,0.0931731510
soft_all_r2_l0_p4,distance_45_40_30,shared2025_near,1431,0.0502401099,0.0513532772
soft_all_r2_l0_p4,distance_45_40_30,shared2025_far,10,0.0969307291,0.0973607376
soft_all_r2_l0_p4,distance_45_40_30,source_s2,4693,0.0652931234,0.0665003066
soft_all_r2_l0_p4,distance_45_40_30,source_landsat,4065,0.0699451941,0.0710960435
soft_all_r2_l0_p4,distance_45_40_30,source_modis,1818,0.0638143589,0.0651471604
soft_all_r2_l0_p4,cohort_year,all,10576,0.0668773175,0.0680787938
soft_all_r2_l0_p4,cohort_year,near,6890,0.0646423912,0.0662006592
soft_all_r2_l0_p4,cohort_year,mid,1711,0.0718477948,0.0729940242
soft_all_r2_l0_p4,cohort_year,far,1975,0.0700046144,0.0700986011
soft_all_r2_l0_p4,cohort_year,history,7552,0.0673843105,0.0684564515
soft_all_r2_l0_p4,cohort_year,2025,3024,0.0655940654,0.0671263704
soft_all_r2_l0_p4,cohort_year,new,9068,0.0692424781,0.0704712639
soft_all_r2_l0_p4,cohort_year,shared,1508,0.0503650153,0.0513951813
soft_all_r2_l0_p4,cohort_year,new2025,1516,0.0778409216,0.0797533421
soft_all_r2_l0_p4,cohort_year,shared2025,1508,0.0503650153,0.0513951813
soft_all_r2_l0_p4,cohort_year,new2025_near,1408,0.0767625039,0.0789108893
soft_all_r2_l0_p4,cohort_year,new2025_far,18,0.0910251237,0.0931731510
soft_all_r2_l0_p4,cohort_year,shared2025_near,1431,0.0502454293,0.0513532772
soft_all_r2_l0_p4,cohort_year,shared2025_far,10,0.0968985926,0.0973607376
soft_all_r2_l0_p4,cohort_year,source_s2,4693,0.0653146846,0.0665003066
soft_all_r2_l0_p4,cohort_year,source_landsat,4065,0.0699367441,0.0710960435
soft_all_r2_l0_p4,cohort_year,source_modis,1818,0.0637957175,0.0651471604
soft_all_r2_l0_p4,cohort_year_dist,all,10576,0.0668411962,0.0680787938
soft_all_r2_l0_p4,cohort_year_dist,near,6890,0.0646189547,0.0662006592
soft_all_r2_l0_p4,cohort_year_dist,mid,1711,0.0718477948,0.0729940242
soft_all_r2_l0_p4,cohort_year_dist,far,1975,0.0698952768,0.0700986011
soft_all_r2_l0_p4,cohort_year_dist,history,7552,0.0673341009,0.0684564515
soft_all_r2_l0_p4,cohort_year_dist,2025,3024,0.0655940654,0.0671263704
soft_all_r2_l0_p4,cohort_year_dist,new,9068,0.0692017878,0.0704712639
soft_all_r2_l0_p4,cohort_year_dist,shared,1508,0.0503650153,0.0513951813
soft_all_r2_l0_p4,cohort_year_dist,new2025,1516,0.0778409216,0.0797533421
soft_all_r2_l0_p4,cohort_year_dist,shared2025,1508,0.0503650153,0.0513951813
soft_all_r2_l0_p4,cohort_year_dist,new2025_near,1408,0.0767625039,0.0789108893
soft_all_r2_l0_p4,cohort_year_dist,new2025_far,18,0.0910251237,0.0931731510
soft_all_r2_l0_p4,cohort_year_dist,shared2025_near,1431,0.0502454293,0.0513532772
soft_all_r2_l0_p4,cohort_year_dist,shared2025_far,10,0.0968985926,0.0973607376
soft_all_r2_l0_p4,cohort_year_dist,source_s2,4693,0.0652411801,0.0665003066
soft_all_r2_l0_p4,cohort_year_dist,source_landsat,4065,0.0698775593,0.0710960435
soft_all_r2_l0_p4,cohort_year_dist,source_modis,1818,0.0639145516,0.0651471604
soft_all_r2_l0_p4,new2025_0.45,all,10576,0.0669082351,0.0680787938
soft_all_r2_l0_p4,new2025_0.45,near,6890,0.0646986880,0.0662006592
soft_all_r2_l0_p4,new2025_0.45,mid,1711,0.0718177172,0.0729940242
soft_all_r2_l0_p4,new2025_0.45,far,1975,0.0700081214,0.0700986011
soft_all_r2_l0_p4,new2025_0.45,history,7552,0.0673843105,0.0684564515
soft_all_r2_l0_p4,new2025_0.45,2025,3024,0.0657042436,0.0671263704
soft_all_r2_l0_p4,new2025_0.45,new,9068,0.0692788886,0.0704712639
soft_all_r2_l0_p4,new2025_0.45,shared,1508,0.0503519141,0.0513951813
soft_all_r2_l0_p4,new2025_0.45,new2025,1516,0.0780344650,0.0797533421
soft_all_r2_l0_p4,new2025_0.45,shared2025,1508,0.0503519141,0.0513951813
soft_all_r2_l0_p4,new2025_0.45,new2025_near,1408,0.0770076034,0.0789108893
soft_all_r2_l0_p4,new2025_0.45,new2025_far,18,0.0913328398,0.0931731510
soft_all_r2_l0_p4,new2025_0.45,shared2025_near,1431,0.0502252825,0.0513532772
soft_all_r2_l0_p4,new2025_0.45,shared2025_far,10,0.0968777940,0.0973607376
soft_all_r2_l0_p4,new2025_0.45,source_s2,4693,0.0653450888,0.0665003066
soft_all_r2_l0_p4,new2025_0.45,source_landsat,4065,0.0699973481,0.0710960435
soft_all_r2_l0_p4,new2025_0.45,source_modis,1818,0.0637553054,0.0651471604
soft_all_r2_l0_p4,new2025_0.50,all,10576,0.0668938767,0.0680787938
soft_all_r2_l0_p4,new2025_0.50,near,6890,0.0646734705,0.0662006592
soft_all_r2_l0_p4,new2025_0.50,mid,1711,0.0718281065,0.0729940242
soft_all_r2_l0_p4,new2025_0.50,far,1975,0.0700066974,0.0700986011
soft_all_r2_l0_p4,new2025_0.50,history,7552,0.0673843105,0.0684564515
soft_all_r2_l0_p4,new2025_0.50,2025,3024,0.0656530924,0.0671263704
soft_all_r2_l0_p4,new2025_0.50,new,9068,0.0692627152,0.0704712639
soft_all_r2_l0_p4,new2025_0.50,shared,1508,0.0503519141,0.0513951813
soft_all_r2_l0_p4,new2025_0.50,new2025,1516,0.0779485407,0.0797533421
soft_all_r2_l0_p4,new2025_0.50,shared2025,1508,0.0503519141,0.0513951813
soft_all_r2_l0_p4,new2025_0.50,new2025_near,1408,0.0769038771,0.0789108893
soft_all_r2_l0_p4,new2025_0.50,new2025_far,18,0.0912130053,0.0931731510
soft_all_r2_l0_p4,new2025_0.50,shared2025_near,1431,0.0502252825,0.0513532772
soft_all_r2_l0_p4,new2025_0.50,shared2025_far,10,0.0968777940,0.0973607376
soft_all_r2_l0_p4,new2025_0.50,source_s2,4693,0.0653296233,0.0665003066
soft_all_r2_l0_p4,new2025_0.50,source_landsat,4065,0.0699737638,0.0710960435
soft_all_r2_l0_p4,new2025_0.50,source_modis,1818,0.0637664549,0.0651471604
soft_all_r2_l0_p4,new2025_0.55,all,10576,0.0668831013,0.0680787938
soft_all_r2_l0_p4,new2025_0.55,near,6890,0.0646536193,0.0662006592
soft_all_r2_l0_p4,new2025_0.55,mid,1711,0.0718394165,0.0729940242
soft_all_r2_l0_p4,new2025_0.55,far,1975,0.0700054799,0.0700986011
soft_all_r2_l0_p4,new2025_0.55,history,7552,0.0673843105,0.0684564515
soft_all_r2_l0_p4,new2025_0.55,2025,3024,0.0656146868,0.0671263704
soft_all_r2_l0_p4,new2025_0.55,new,9068,0.0692505776,0.0704712639
soft_all_r2_l0_p4,new2025_0.55,shared,1508,0.0503519141,0.0513951813
soft_all_r2_l0_p4,new2025_0.55,new2025,1516,0.0778840085,0.0797533421
soft_all_r2_l0_p4,new2025_0.55,shared2025,1508,0.0503519141,0.0513951813
soft_all_r2_l0_p4,new2025_0.55,new2025_near,1408,0.0768221538,0.0789108893
soft_all_r2_l0_p4,new2025_0.55,new2025_far,18,0.0911104139,0.0931731510
soft_all_r2_l0_p4,new2025_0.55,shared2025_near,1431,0.0502252825,0.0513532772
soft_all_r2_l0_p4,new2025_0.55,shared2025_far,10,0.0968777940,0.0973607376
soft_all_r2_l0_p4,new2025_0.55,source_s2,4693,0.0653187385,0.0665003066
soft_all_r2_l0_p4,new2025_0.55,source_landsat,4065,0.0699521269,0.0710960435
soft_all_r2_l0_p4,new2025_0.55,source_modis,1818,0.0637825650,0.0651471604
soft_all_r2_l0_p4,new2025_0.60,all,10576,0.0668759109,0.0680787938
soft_all_r2_l0_p4,new2025_0.60,near,6890,0.0646391393,0.0662006592
soft_all_r2_l0_p4,new2025_0.60,mid,1711,0.0718516467,0.0729940242
soft_all_r2_l0_p4,new2025_0.60,far,1975,0.0700044687,0.0700986011
soft_all_r2_l0_p4,new2025_0.60,history,7552,0.0673843105,0.0684564515
soft_all_r2_l0_p4,new2025_0.60,2025,3024,0.0655890494,0.0671263704
soft_all_r2_l0_p4,new2025_0.60,new,9068,0.0692424781,0.0704712639
soft_all_r2_l0_p4,new2025_0.60,shared,1508,0.0503519141,0.0513951813
soft_all_r2_l0_p4,new2025_0.60,new2025,1516,0.0778409216,0.0797533421
soft_all_r2_l0_p4,new2025_0.60,shared2025,1508,0.0503519141,0.0513951813
soft_all_r2_l0_p4,new2025_0.60,new2025_near,1408,0.0767625039,0.0789108893
soft_all_r2_l0_p4,new2025_0.60,new2025_far,18,0.0910251237,0.0931731510
soft_all_r2_l0_p4,new2025_0.60,shared2025_near,1431,0.0502252825,0.0513532772
soft_all_r2_l0_p4,new2025_0.60,shared2025_far,10,0.0968777940,0.0973607376
soft_all_r2_l0_p4,new2025_0.60,source_s2,4693,0.0653124367,0.0665003066
soft_all_r2_l0_p4,new2025_0.60,source_landsat,4065,0.0699324390,0.0710960435
soft_all_r2_l0_p4,new2025_0.60,source_modis,1818,0.0638036319,0.0651471604
soft_all_r2_l0_p4,new2025_0.65,all,10576,0.0668723064,0.0680787938
soft_all_r2_l0_p4,new2025_0.65,near,6890,0.0646300342,0.0662006592
soft_all_r2_l0_p4,new2025_0.65,mid,1711,0.0718647966,0.0729940242
soft_all_r2_l0_p4,new2025_0.65,far,1975,0.0700036638,0.0700986011
soft_all_r2_l0_p4,new2025_0.65,history,7552,0.0673843105,0.0684564515
soft_all_r2_l0_p4,new2025_0.65,2025,3024,0.0655761951,0.0671263704
soft_all_r2_l0_p4,new2025_0.65,new,9068,0.0692384178,0.0704712639
soft_all_r2_l0_p4,new2025_0.65,shared,1508,0.0503519141,0.0513951813
soft_all_r2_l0_p4,new2025_0.65,new2025,1516,0.0778193157,0.0797533421
soft_all_r2_l0_p4,new2025_0.65,shared2025,1508,0.0503519141,0.0513951813
soft_all_r2_l0_p4,new2025_0.65,new2025_near,1408,0.0767249787,0.0789108893
soft_all_r2_l0_p4,new2025_0.65,new2025_far,18,0.0909571836,0.0931731510
soft_all_r2_l0_p4,new2025_0.65,shared2025_near,1431,0.0502252825,0.0513532772
soft_all_r2_l0_p4,new2025_0.65,shared2025_far,10,0.0968777940,0.0973607376
soft_all_r2_l0_p4,new2025_0.65,source_s2,4693,0.0653107193,0.0665003066
soft_all_r2_l0_p4,new2025_0.65,source_landsat,4065,0.0699147020,0.0710960435
soft_all_r2_l0_p4,new2025_0.65,source_modis,1818,0.0638296507,0.0651471604
soft_all_r2_l0_p4,new2025_0.70,all,10576,0.0668722885,0.0680787938
soft_all_r2_l0_p4,new2025_0.70,near,6890,0.0646263063,0.0662006592
soft_all_r2_l0_p4,new2025_0.70,mid,1711,0.0718788657,0.0729940242
soft_all_r2_l0_p4,new2025_0.70,far,1975,0.0700030654,0.0700986011
soft_all_r2_l0_p4,new2025_0.70,history,7552,0.0673843105,0.0684564515
soft_all_r2_l0_p4,new2025_0.70,2025,3024,0.0655761314,0.0671263704
soft_all_r2_l0_p4,new2025_0.70,new,9068,0.0692383977,0.0704712639
soft_all_r2_l0_p4,new2025_0.70,shared,1508,0.0503519141,0.0513951813
soft_all_r2_l0_p4,new2025_0.70,new2025,1516,0.0778192087,0.0797533421
soft_all_r2_l0_p4,new2025_0.70,shared2025,1508,0.0503519141,0.0513951813
soft_all_r2_l0_p4,new2025_0.70,new2025_near,1408,0.0767096108,0.0789108893
soft_all_r2_l0_p4,new2025_0.70,new2025_far,18,0.0909066324,0.0931731510
soft_all_r2_l0_p4,new2025_0.70,shared2025_near,1431,0.0502252825,0.0513532772
soft_all_r2_l0_p4,new2025_0.70,shared2025_far,10,0.0968777940,0.0973607376
soft_all_r2_l0_p4,new2025_0.70,source_s2,4693,0.0653135867,0.0665003066
soft_all_r2_l0_p4,new2025_0.70,source_landsat,4065,0.0698989172,0.0710960435
soft_all_r2_l0_p4,new2025_0.70,source_modis,1818,0.0638606154,0.0651471604
soft_all_r2_l0_p4,dist_new2025_0.50,all,10576,0.0668644069,0.0680787938
soft_all_r2_l0_p4,dist_new2025_0.50,near,6890,0.0646604742,0.0662006592
soft_all_r2_l0_p4,dist_new2025_0.50,mid,1711,0.0718281065,0.0729940242
soft_all_r2_l0_p4,dist_new2025_0.50,far,1975,0.0698977347,0.0700986011
soft_all_r2_l0_p4,dist_new2025_0.50,history,7552,0.0673341009,0.0684564515
soft_all_r2_l0_p4,dist_new2025_0.50,2025,3024,0.0656767469,0.0671263704
soft_all_r2_l0_p4,dist_new2025_0.50,new,9068,0.0692220369,0.0704712639
soft_all_r2_l0_p4,dist_new2025_0.50,shared,1508,0.0504137366,0.0513951813
soft_all_r2_l0_p4,dist_new2025_0.50,new2025,1516,0.0779485407,0.0797533421
soft_all_r2_l0_p4,dist_new2025_0.50,shared2025,1508,0.0504137366,0.0513951813
soft_all_r2_l0_p4,dist_new2025_0.50,new2025_near,1408,0.0769038771,0.0789108893
soft_all_r2_l0_p4,dist_new2025_0.50,new2025_far,18,0.0912130053,0.0931731510
soft_all_r2_l0_p4,dist_new2025_0.50,shared2025_near,1431,0.0502898806,0.0513532772
soft_all_r2_l0_p4,dist_new2025_0.50,shared2025_far,10,0.0969307291,0.0973607376
soft_all_r2_l0_p4,dist_new2025_0.50,source_s2,4693,0.0652648601,0.0665003066
soft_all_r2_l0_p4,dist_new2025_0.50,source_landsat,4065,0.0699094955,0.0710960435
soft_all_r2_l0_p4,dist_new2025_0.50,source_modis,1818,0.0639152877,0.0651471604
soft_all_r2_l0_p4,dist_new2025_0.55,all,10576,0.0668536268,0.0680787938
soft_all_r2_l0_p4,dist_new2025_0.55,near,6890,0.0646406190,0.0662006592
soft_all_r2_l0_p4,dist_new2025_0.55,mid,1711,0.0718394165,0.0729940242
soft_all_r2_l0_p4,dist_new2025_0.55,far,1975,0.0698965152,0.0700986011
soft_all_r2_l0_p4,dist_new2025_0.55,history,7552,0.0673341009,0.0684564515
soft_all_r2_l0_p4,dist_new2025_0.55,2025,3024,0.0656383552,0.0671263704
soft_all_r2_l0_p4,dist_new2025_0.55,new,9068,0.0692098922,0.0704712639
soft_all_r2_l0_p4,dist_new2025_0.55,shared,1508,0.0504137366,0.0513951813
soft_all_r2_l0_p4,dist_new2025_0.55,new2025,1516,0.0778840085,0.0797533421
soft_all_r2_l0_p4,dist_new2025_0.55,shared2025,1508,0.0504137366,0.0513951813
soft_all_r2_l0_p4,dist_new2025_0.55,new2025_near,1408,0.0768221538,0.0789108893
soft_all_r2_l0_p4,dist_new2025_0.55,new2025_far,18,0.0911104139,0.0931731510
soft_all_r2_l0_p4,dist_new2025_0.55,shared2025_near,1431,0.0502898806,0.0513532772
soft_all_r2_l0_p4,dist_new2025_0.55,shared2025_far,10,0.0969307291,0.0973607376
soft_all_r2_l0_p4,dist_new2025_0.55,source_s2,4693,0.0652539646,0.0665003066
soft_all_r2_l0_p4,dist_new2025_0.55,source_landsat,4065,0.0698878386,0.0710960435
soft_all_r2_l0_p4,dist_new2025_0.55,source_modis,1818,0.0639313603,0.0651471604
soft_all_r2_l0_p4,dist_new2025_0.60,all,10576,0.0668464332,0.0680787938
soft_all_r2_l0_p4,dist_new2025_0.60,near,6890,0.0646261361,0.0662006592
soft_all_r2_l0_p4,dist_new2025_0.60,mid,1711,0.0718516467,0.0729940242
soft_all_r2_l0_p4,dist_new2025_0.60,far,1975,0.0698955024,0.0700986011
soft_all_r2_l0_p4,dist_new2025_0.60,history,7552,0.0673341009,0.0684564515
soft_all_r2_l0_p4,dist_new2025_0.60,2025,3024,0.0656127271,0.0671263704
soft_all_r2_l0_p4,dist_new2025_0.60,new,9068,0.0692017878,0.0704712639
soft_all_r2_l0_p4,dist_new2025_0.60,shared,1508,0.0504137366,0.0513951813
soft_all_r2_l0_p4,dist_new2025_0.60,new2025,1516,0.0778409216,0.0797533421
soft_all_r2_l0_p4,dist_new2025_0.60,shared2025,1508,0.0504137366,0.0513951813
soft_all_r2_l0_p4,dist_new2025_0.60,new2025_near,1408,0.0767625039,0.0789108893
soft_all_r2_l0_p4,dist_new2025_0.60,new2025_far,18,0.0910251237,0.0931731510
soft_all_r2_l0_p4,dist_new2025_0.60,shared2025_near,1431,0.0502898806,0.0513532772
soft_all_r2_l0_p4,dist_new2025_0.60,shared2025_far,10,0.0969307291,0.0973607376
soft_all_r2_l0_p4,dist_new2025_0.60,source_s2,4693,0.0652476566,0.0665003066
soft_all_r2_l0_p4,dist_new2025_0.60,source_landsat,4065,0.0698681326,0.0710960435
soft_all_r2_l0_p4,dist_new2025_0.60,source_modis,1818,0.0639523782,0.0651471604
soft_all_r2_l0_p4,dist_new2025_0.65,all,10576,0.0668428271,0.0680787938
soft_all_r2_l0_p4,dist_new2025_0.65,near,6890,0.0646170292,0.0662006592
soft_all_r2_l0_p4,dist_new2025_0.65,mid,1711,0.0718647966,0.0729940242
soft_all_r2_l0_p4,dist_new2025_0.65,far,1975,0.0698946963,0.0700986011
soft_all_r2_l0_p4,dist_new2025_0.65,history,7552,0.0673341009,0.0684564515
soft_all_r2_l0_p4,dist_new2025_0.65,2025,3024,0.0655998774,0.0671263704
soft_all_r2_l0_p4,dist_new2025_0.65,new,9068,0.0691977253,0.0704712639
soft_all_r2_l0_p4,dist_new2025_0.65,shared,1508,0.0504137366,0.0513951813
soft_all_r2_l0_p4,dist_new2025_0.65,new2025,1516,0.0778193157,0.0797533421
soft_all_r2_l0_p4,dist_new2025_0.65,shared2025,1508,0.0504137366,0.0513951813
soft_all_r2_l0_p4,dist_new2025_0.65,new2025_near,1408,0.0767249787,0.0789108893
soft_all_r2_l0_p4,dist_new2025_0.65,new2025_far,18,0.0909571836,0.0931731510
soft_all_r2_l0_p4,dist_new2025_0.65,shared2025_near,1431,0.0502898806,0.0513532772
soft_all_r2_l0_p4,dist_new2025_0.65,shared2025_far,10,0.0969307291,0.0973607376
soft_all_r2_l0_p4,dist_new2025_0.65,source_s2,4693,0.0652459375,0.0665003066
soft_all_r2_l0_p4,dist_new2025_0.65,source_landsat,4065,0.0698503792,0.0710960435
soft_all_r2_l0_p4,dist_new2025_0.65,source_modis,1818,0.0639783365,0.0651471604
soft_all_r2_l0_p4,dist_new2025_0.70,all,10576,0.0668428092,0.0680787938
soft_all_r2_l0_p4,dist_new2025_0.70,near,6890,0.0646133005,0.0662006592
soft_all_r2_l0_p4,dist_new2025_0.70,mid,1711,0.0718788657,0.0729940242
soft_all_r2_l0_p4,dist_new2025_0.70,far,1975,0.0698940969,0.0700986011
soft_all_r2_l0_p4,dist_new2025_0.70,history,7552,0.0673341009,0.0684564515
soft_all_r2_l0_p4,dist_new2025_0.70,2025,3024,0.0655998137,0.0671263704
soft_all_r2_l0_p4,dist_new2025_0.70,new,9068,0.0691977051,0.0704712639
soft_all_r2_l0_p4,dist_new2025_0.70,shared,1508,0.0504137366,0.0513951813
soft_all_r2_l0_p4,dist_new2025_0.70,new2025,1516,0.0778192087,0.0797533421
soft_all_r2_l0_p4,dist_new2025_0.70,shared2025,1508,0.0504137366,0.0513951813
soft_all_r2_l0_p4,dist_new2025_0.70,new2025_near,1408,0.0767096108,0.0789108893
soft_all_r2_l0_p4,dist_new2025_0.70,new2025_far,18,0.0909066324,0.0931731510
soft_all_r2_l0_p4,dist_new2025_0.70,shared2025_near,1431,0.0502898806,0.0513532772
soft_all_r2_l0_p4,dist_new2025_0.70,shared2025_far,10,0.0969307291,0.0973607376
soft_all_r2_l0_p4,dist_new2025_0.70,source_s2,4693,0.0652488076,0.0665003066
soft_all_r2_l0_p4,dist_new2025_0.70,source_landsat,4065,0.0698345799,0.0710960435
soft_all_r2_l0_p4,dist_new2025_0.70,source_modis,1818,0.0640092293,0.0651471604
soft_all_r32_l0_p4,fixed040,all,10576,0.0678607550,0.0680787938
soft_all_r32_l0_p4,fixed040,near,6890,0.0661344938,0.0662006592
soft_all_r32_l0_p4,fixed040,mid,1711,0.0719808016,0.0729940242
soft_all_r32_l0_p4,fixed040,far,1975,0.0700920531,0.0700986011
soft_all_r32_l0_p4,fixed040,history,7552,0.0680613542,0.0684564515
soft_all_r32_l0_p4,fixed040,2025,3024,0.0673571786,0.0671263704
soft_all_r32_l0_p4,fixed040,new,9068,0.0701898671,0.0704712639
soft_all_r32_l0_p4,fixed040,shared,1508,0.0516875745,0.0513951813
soft_all_r32_l0_p4,fixed040,new2025,1516,0.0799532986,0.0797533421
soft_all_r32_l0_p4,fixed040,shared2025,1508,0.0516875745,0.0513951813
soft_all_r32_l0_p4,fixed040,new2025_near,1408,0.0791202219,0.0789108893
soft_all_r32_l0_p4,fixed040,new2025_far,18,0.0916488380,0.0931731510
soft_all_r32_l0_p4,fixed040,shared2025_near,1431,0.0516518299,0.0513532772
soft_all_r32_l0_p4,fixed040,shared2025_far,10,0.0968780152,0.0973607376
soft_all_r32_l0_p4,fixed040,source_s2,4693,0.0663833689,0.0665003066
soft_all_r32_l0_p4,fixed040,source_landsat,4065,0.0711795937,0.0710960435
soft_all_r32_l0_p4,fixed040,source_modis,1818,0.0639160245,0.0651471604
soft_all_r32_l0_p4,fixed045,all,10576,0.0679366318,0.0680787938
soft_all_r32_l0_p4,fixed045,near,6890,0.0662241543,0.0662006592
soft_all_r32_l0_p4,fixed045,mid,1711,0.0719748574,0.0729940242
soft_all_r32_l0_p4,fixed045,far,1975,0.0701955365,0.0700986011
soft_all_r32_l0_p4,fixed045,history,7552,0.0681230655,0.0684564515
soft_all_r32_l0_p4,fixed045,2025,3024,0.0674687910,0.0671263704
soft_all_r32_l0_p4,fixed045,new,9068,0.0702582494,0.0704712639
soft_all_r32_l0_p4,fixed045,shared,1508,0.0518277610,0.0513951813
soft_all_r32_l0_p4,fixed045,new2025,1516,0.0800506849,0.0797533421
soft_all_r32_l0_p4,fixed045,shared2025,1508,0.0518277610,0.0513951813
soft_all_r32_l0_p4,fixed045,new2025_near,1408,0.0792190574,0.0789108893
soft_all_r32_l0_p4,fixed045,new2025_far,18,0.0915266493,0.0931731510
soft_all_r32_l0_p4,fixed045,shared2025_near,1431,0.0517950581,0.0513532772
soft_all_r32_l0_p4,fixed045,shared2025_far,10,0.0968689986,0.0973607376
soft_all_r32_l0_p4,fixed045,source_s2,4693,0.0664631175,0.0665003066
soft_all_r32_l0_p4,fixed045,source_landsat,4065,0.0712749400,0.0710960435
soft_all_r32_l0_p4,fixed045,source_modis,1818,0.0639334136,0.0651471604
soft_all_r32_l0_p4,distance_50_40_30,all,10576,0.0679619062,0.0680787938
soft_all_r32_l0_p4,distance_50_40_30,near,6890,0.0663354080,0.0662006592
soft_all_r32_l0_p4,distance_50_40_30,mid,1711,0.0719808016,0.0729940242
soft_all_r32_l0_p4,distance_50_40_30,far,1975,0.0699543837,0.0700986011
soft_all_r32_l0_p4,distance_50_40_30,history,7552,0.0681106288,0.0684564515
soft_all_r32_l0_p4,distance_50_40_30,2025,3024,0.0675890639,0.0671263704
soft_all_r32_l0_p4,distance_50_40_30,new,9068,0.0702678341,0.0704712639
soft_all_r32_l0_p4,distance_50_40_30,shared,1508,0.0519817888,0.0513951813
soft_all_r32_l0_p4,distance_50_40_30,new2025,1516,0.0801536577,0.0797533421
soft_all_r32_l0_p4,distance_50_40_30,shared2025,1508,0.0519817888,0.0513951813
soft_all_r32_l0_p4,distance_50_40_30,new2025_near,1408,0.0793338979,0.0789108893
soft_all_r32_l0_p4,distance_50_40_30,new2025_far,18,0.0919392699,0.0931731510
soft_all_r32_l0_p4,distance_50_40_30,shared2025_near,1431,0.0519613595,0.0513532772
soft_all_r32_l0_p4,distance_50_40_30,shared2025_far,10,0.0969303496,0.0973607376
soft_all_r32_l0_p4,distance_50_40_30,source_s2,4693,0.0664445746,0.0665003066
soft_all_r32_l0_p4,distance_50_40_30,source_landsat,4065,0.0713057818,0.0710960435
soft_all_r32_l0_p4,distance_50_40_30,source_modis,1818,0.0640624062,0.0651471604
soft_all_r32_l0_p4,distance_50_45_25,all,10576,0.0679543439,0.0680787938
soft_all_r32_l0_p4,distance_50_45_25,near,6890,0.0663354080,0.0662006592
soft_all_r32_l0_p4,distance_50_45_25,mid,1711,0.0719748574,0.0729940242
soft_all_r32_l0_p4,distance_50_45_25,far,1975,0.0699203343,0.0700986011
soft_all_r32_l0_p4,distance_50_45_25,history,7552,0.0680968238,0.0684564515
soft_all_r32_l0_p4,distance_50_45_25,2025,3024,0.0675972098,0.0671263704
