p,truth,date_mean,date_med,doy_mean,base,shock,n,year
0.3263369579697294,0.3801486586350469,0.39309056894408095,0.3439248363748861,0.34167307862680096,0.2204541412149156,0.1326710249236953,23,2019
0.25038689328882946,0.2258932122279706,0.2630232091183976,0.22467030710009028,0.2782013627080448,0.2204541412149156,0.0026036650980119647,14,2019
0.26704074368120045,0.3405341706539076,0.2930126523133586,0.3293775597339684,0.3237597360581433,0.2314695592831842,0.054036452207567615,29,2019
0.6580813628506019,0.7729414204308778,0.7198517044957838,0.8447678093171223,0.6093628040863003,0.6358574210762789,0.11352739860021299,13,2019
0.6930739993998708,0.7532304608734582,0.7494596946489879,0.8128728904270436,0.5443206308678556,0.5920380877737355,0.21492450292552945,11,2019
0.48129825361283685,0.4604503486015336,0.35526422293941234,0.2612940923732265,0.4089050318137307,0.3254625726360275,0.03542099340259336,21,2019
0.23458624610516576,0.2271962348417911,0.2840669435651917,0.25046938560920473,0.21958551093721465,0.1931098192087914,0.0450907434594007,24,2019
0.3142397302754372,0.4111288959323824,0.40658889776450474,0.4080464375658726,0.3241565442074587,0.1931098192087914,0.16761269765871376,34,2019
0.6211342362007564,0.6363705094371298,0.6023664014533525,0.6471216479602648,0.44752756673627625,0.4759975138615633,0.20056181678017926,19,2019
0.8004335451090712,0.8708714183509214,0.7096815381922957,0.781754874819426,0.6517645880915038,0.692497370774459,0.10335723229672489,30,2019
0.617371651477127,0.6882963324492058,0.5805386902677194,0.5957745548487944,0.5702214196684985,0.6400090151294904,0.046003498544261,26,2019
0.36061144866263295,0.3132262602770251,0.34125729627007495,0.2716599838683786,0.37448608575739434,0.6400090151294904,-0.19327789545338347,30,2019
0.27441184821228193,0.3595298739971387,0.2963817947672661,0.2335725605684228,0.3598924304987985,0.3543726345913075,-0.02346143476955287,21,2019
0.24993125219776435,0.2371452129240989,0.39309056894408095,0.3439248363748861,0.34167307862680096,0.2717045215489296,0.1326710249236953,23,2019
0.18055095209561614,0.1750671595679622,0.2325983140926422,0.24089125399065692,0.2659902263618001,0.2294691723335381,-0.002743329510326048,20,2019
0.18114117485247272,0.1445492781495866,0.19784346621065166,0.18653658078890675,0.2469589893176821,0.2294691723335381,-0.03749817739231659,26,2019
0.15722386736676502,-0.0016985511856338,0.13261172813006106,0.12235387720377619,0.20909979729363545,0.2294691723335381,-0.10272991547290719,20,2019
0.5814542219639882,0.5615888368221427,0.5231813287046583,0.48026602810694113,0.5531521376327997,0.4356174159336827,0.12137674403148502,30,2019
0.7414350995337851,0.6688567412051654,0.6262715954965083,0.6365083425093636,0.5565005198799758,0.5496587074186114,0.09173640377304992,15,2019
0.3092691307530658,0.2835871966232852,0.3900654654845061,0.3338892738183102,0.4233137369813494,0.3742949876890609,0.07022223594768712,30,2019
0.30458184757034695,0.3060854596434746,0.367318122385015,0.32013343768489577,0.39594654563246573,0.2984049392246787,0.10689857836462935,20,2019
0.29335959142842166,0.2519327888437636,0.2473061405955977,0.1881196418049466,0.34196555384094085,0.2984049392246787,-0.01311340342478795,13,2019
0.31196449889790984,0.3390069640758912,0.2630232091183976,0.22467030710009028,0.2782013627080448,0.2984049392246787,0.0026036650980119647,14,2019
0.28298215375348174,0.2952267363954875,0.2840669435651917,0.25046938560920473,0.21958551093721465,0.21892939636779551,0.0450907434594007,24,2019
0.2261281189137618,0.1937684349743581,0.6023664014533525,0.6471216479602648,0.44752756673627625,0.482994686890978,0.20056181678017926,19,2019
0.3726482010114684,0.3641881846789064,0.7198517044957838,0.8447678093171223,0.6093628040863003,0.6217585043338822,0.11352739860021299,13,2019
0.6517290217851525,0.6313025393435276,0.23855608221182772,0.1949113354494518,0.34358616293628474,0.3537659770457807,-0.08128714732499126,17,2019
0.6668710144095356,0.7259257374894944,0.367318122385015,0.32013343768489577,0.39594654563246573,0.28127752539348044,0.10689857836462935,20,2019
0.7163899467444682,0.7313721514390751,0.35735740229460367,0.3400983200841057,0.3378401074711714,0.28127752539348044,0.09693785827421803,19,2019
0.4117494426639138,0.491215135260709,0.4080024574274096,0.37720682819822204,0.28607308100746726,0.28127752539348044,0.14758291340702395,16,2019
0.30779549570360665,0.2976519096953107,0.2928806186792842,0.26395358090967946,0.2658649682899078,0.25870237079151337,0.057538975076315974,14,2019
0.2464605816374962,0.2066549060317666,0.19784346621065166,0.18653658078890675,0.2469589893176821,0.25870237079151337,-0.03749817739231659,26,2019
0.3066541357701099,0.3026640997244398,0.31564275829899796,0.301912486679315,0.2804005174527914,0.3364205932492329,-0.0861618263741753,19,2019
0.7439728312116887,0.7053973053808318,0.5766411893000075,0.582631137440989,0.5662748342411772,0.7639454412038656,-0.02968311659556333,22,2019
0.8135098021583596,0.8513893283327654,0.7096815381922957,0.781754874819426,0.6517645880915038,0.7639454412038656,0.10335723229672489,30,2019
0.8213448207976317,0.8488924524552622,0.6345939132079823,0.732254265248059,0.6055470224902303,0.7639454412038656,0.02826960731241146,22,2019
0.18193801012063693,0.1554515849333774,0.2162910016881739,0.151228147684345,0.33165045098152207,0.289721998659305,-0.1035522278486451,23,2019
0.13609994837647604,0.1414208655955029,0.2325983140926422,0.24089125399065692,0.2659902263618001,0.1821583463664205,-0.002743329510326048,20,2019
0.17056706507972452,0.0566362368828417,0.13261172813006106,0.12235387720377619,0.20909979729363545,0.1821583463664205,-0.10272991547290719,20,2019
0.2559728284479478,0.0410535978879227,0.2930126523133586,0.3293775597339684,0.3237597360581433,0.20052140393926005,0.054036452207567615,29,2019
0.2573784165690183,0.1943091391890072,0.34125729627007495,0.2716599838683786,0.37448608575739434,0.7597638726164335,-0.19327789545338347,30,2019
0.17870014394935588,0.1874288847491599,0.35526422293941234,0.2612940923732265,0.4089050318137307,0.3045966713799732,0.03542099340259336,21,2019
0.21171178511135325,0.253412988156075,0.2963817947672661,0.2335725605684228,0.3598924304987985,0.3045966713799732,-0.02346143476955287,21,2019
0.16356509696811938,0.1513333151735208,0.39309056894408095,0.3439248363748861,0.34167307862680096,0.2045074266192936,0.1326710249236953,23,2019
0.18600131507055523,0.2142344542389068,0.4080024574274096,0.37720682819822204,0.28607308100746726,0.2045074266192936,0.14758291340702395,16,2019
0.1936651225537468,0.1940353323960467,0.2928806186792842,0.26395358090967946,0.2658649682899078,0.1785973976114787,0.057538975076315974,14,2019
0.14238215604062016,0.1037876427743138,0.13261172813006106,0.12235387720377619,0.20909979729363545,0.1785973976114787,-0.10272991547290719,20,2019
0.4173101888507809,0.48753518334857,0.2992330646741066,0.27255173971635244,0.27586587162200193,0.1855877513797244,0.06025686456831561,20,2019
0.49409058642650017,0.6619881601202784,0.5362128988463325,0.558147272402075,0.44280019364775075,0.3839823529411765,0.13440831417315924,33,2019
0.7460521223481407,0.8179629580905844,0.7035987355209375,0.7887731088082901,0.6482331945117623,0.7565591054313102,0.0972744296253667,35,2019
0.26819816933811036,0.2481466453674122,0.3900654654845061,0.3338892738183102,0.4233137369813494,0.22866144596058366,0.07022223594768712,30,2019
0.15596564591028192,0.134941405808648,0.2630232091183976,0.22467030710009028,0.2782013627080448,0.1967084435745409,0.0026036650980119647,14,2019
0.12966861404811617,0.099913468019304,0.13261172813006106,0.12235387720377619,0.20909979729363545,0.2047286744264048,-0.10272991547290719,20,2019
0.20341676327420563,0.2655730877654577,0.2930126523133586,0.3293775597339684,0.3237597360581433,0.219962306080488,0.054036452207567615,29,2019
0.6346751320536886,0.7150158561266042,0.34125729627007495,0.2716599838683786,0.37448608575739434,0.6270666992575811,-0.19327789545338347,30,2019
0.5875805567019958,0.693716494691359,0.35526422293941234,0.2612940923732265,0.4089050318137307,0.4713892843111745,0.03542099340259336,21,2019
0.5916047551743522,0.4653957489878543,0.3900654654845061,0.3338892738183102,0.4233137369813494,0.4713892843111745,0.07022223594768712,30,2019
0.5332074554311652,0.5177432698773123,0.367318122385015,0.32013343768489577,0.39594654563246573,0.4872861501734161,0.10689857836462935,20,2019
0.4664699486666434,0.483208073957492,0.2630232091183976,0.22467030710009028,0.2782013627080448,0.4872861501734161,0.0026036650980119647,14,2019
0.38888244889494267,0.3724090090132311,0.2928806186792842,0.26395358090967946,0.2658649682899078,0.36533633380601793,0.057538975076315974,14,2019
0.30541404578952186,0.399048987854251,0.40658889776450474,0.4080464375658726,0.3241565442074587,0.2914256992753963,0.16761269765871376,34,2019
0.4246826994449874,0.4435054307812122,0.5274900309220578,0.5101913892802329,0.4880981380342419,0.40424086432743933,0.12568544624888456,27,2019
0.7671672945525322,0.8508944013371633,0.6009764776535677,0.6256538913474071,0.5808626463544316,0.773762627604075,0.06644128593010923,33,2019
0.23854230431878104,0.218487996791315,0.6023664014533525,0.6471216479602648,0.44752756673627625,0.4430653015250155,0.20056181678017926,19,2019
0.20572693329051922,0.1325213769935487,0.5471137467632129,0.5849827853215299,0.5988829264708003,0.45236959689169504,-0.059210559132357954,8,2019
0.1774875622013047,0.2431681398737251,0.6009764776535677,0.6256538913474071,0.5808626463544316,0.2863776104905294,0.06644128593010923,33,2019
0.14576321184368407,0.1333440996216938,0.3282867084919773,0.2863398282184978,0.4682619407024439,0.2863776104905294,-0.20624848323148115,15,2019
0.843441100950296,0.9313619551436286,0.5471137467632129,0.5849827853215299,0.5988829264708003,0.5559621933948844,-0.059210559132357954,8,2019
0.37427453619973305,0.3115341448382127,0.6009764776535677,0.6256538913474071,0.5808626463544316,0.2825049922958397,0.06644128593010923,33,2019
0.18734352422977577,0.1959110160330841,0.2325983140926422,0.24089125399065692,0.2659902263618001,0.16296167002467,-0.002743329510326048,20,2019
0.21983114958243055,0.1280556776581671,0.2492806697397008,0.2449589466509354,0.24479621757362005,0.1778572485922625,0.010304469633909824,19,2019
0.41817881804850715,0.4994837522441652,0.5362128988463325,0.558147272402075,0.44280019364775075,0.3773401256732496,0.13440831417315924,33,2019
0.25069156348519966,0.2976645468858035,0.2944748147365831,0.2381622987319341,0.4143783879141047,0.3167072806325018,-0.025368414800235883,20,2019
0.29451420655061705,0.3164480599110276,0.36960876147506844,0.25394816213263766,0.3731634580862555,0.3167072806325018,0.04976553193824945,10,2019
0.380547877537299,0.3919871982312063,0.3804667418370528,0.3487386263472152,0.31786965801575573,0.271524889117698,0.12004719781666717,30,2019
0.35356741406142583,0.3592600460964179,0.2936713254305454,0.31147801533767616,0.2842815413595115,0.271524889117698,0.033251781410159775,12,2019
0.23356522189535575,0.2260469527232014,0.21089361471026744,0.2023667079122117,0.2566477580604299,0.2645563675288941,-0.024448028892700813,4,2019
0.31841736320730807,0.2622974361728017,0.2930126523133586,0.3293775597339684,0.3237597360581433,0.2947699446485037,0.054036452207567615,29,2019
0.44277614799371634,0.4594056593253415,0.5362128988463325,0.558147272402075,0.44280019364775075,0.3401015582990802,0.13440831417315924,33,2019
0.4813882277779432,0.4544767433420699,0.5388523084885702,0.5793776376714669,0.48901317073373746,0.3401015582990802,0.13704772381539698,25,2019
0.1864356375529486,0.1839786242789686,0.2870850738317245,0.2816037866430157,0.5419646794167787,0.3351768610984628,-0.24745011789173393,5,2019
0.19237233979682686,0.1702178572326434,0.2593567216471459,0.1999320058434074,0.3756033338437994,0.22511902836478545,-0.06048650788967308,15,2019
0.2647556710493126,0.2843982753351929,0.24719561048605954,0.2686738800349363,0.2585709507233184,0.23172326356296447,0.011853966883091288,5,2019
0.4076222281783555,0.4691117368274325,0.40658889776450474,0.4080464375658726,0.3241565442074587,0.26016826834301,0.16761269765871376,34,2019
0.20346656921860207,0.17646706531248,0.27853520494270306,0.171867062260747,0.3510091912926797,0.1820528444734574,-0.04130802459411592,8,2019
0.22496645853471536,0.2263075840207138,0.21089361471026744,0.2023667079122117,0.2566477580604299,0.172511294476775,-0.024448028892700813,4,2019
0.2934888686408187,0.2176700269140267,0.2930126523133586,0.3293775597339684,0.3237597360581433,0.1823924686456665,0.054036452207567615,29,2019
0.2602736238648792,0.2269912383875581,0.2492806697397008,0.2449589466509354,0.24479621757362005,0.1823924686456665,0.010304469633909824,19,2019
0.4999921101032366,0.4809626986715942,0.5231813287046583,0.48026602810694113,0.5531521376327997,0.4347703003972362,0.12137674403148502,30,2019
0.6160682182316651,0.6339954904359074,0.5471137467632129,0.5849827853215299,0.5988829264708003,0.5472377353988577,-0.059210559132357954,8,2019
0.3463098103061548,0.3746414300807173,0.3282867084919773,0.2863398282184978,0.4682619407024439,0.47472505080851934,-0.20624848323148115,15,2019
0.31355043408464106,0.324708557399058,0.34125729627007495,0.2716599838683786,0.37448608575739434,0.47472505080851934,-0.19327789545338347,30,2019
0.3617057679581693,0.4024308224820612,0.36960876147506844,0.25394816213263766,0.3731634580862555,0.3505690643787305,0.04976553193824945,10,2019
0.37263495558442755,0.3208496293314831,0.2930126523133586,0.3293775597339684,0.3237597360581433,0.3326848684019905,0.054036452207567615,29,2019
0.2071580685415345,0.2043836838205105,0.7176068039790763,0.8130900215798585,0.619477885913672,0.3859087106139598,0.18307161225561785,27,2019
0.1855705968727933,0.192033646627857,0.5805386902677194,0.5957745548487944,0.5702214196684985,0.3859087106139598,0.046003498544261,26,2019
0.1732491163307536,0.1499308213435482,0.40359419240656635,0.3454604464107307,0.42097588001539665,0.3859087106139598,-0.13094099931689207,26,2019
0.16844343032208972,0.1741093322638246,0.20596086735849112,0.1610557106581921,0.3557261113590666,0.21437734927877536,-0.11388236217832787,21,2019
0.37459576154897234,0.3881465970854308,0.2840669435651917,0.25046938560920473,0.21958551093721465,0.2042273742302813,0.0450907434594007,24,2019
0.40324638452141454,0.4185854166022403,0.3022350264095631,0.3068582499453818,0.26607618152489954,0.2042273742302813,0.06325882630377214,20,2019
0.2163300653795357,0.1869583037617741,0.5204729673216031,0.5013750875442909,0.47139694635398216,0.3545567242948135,0.11866838264842983,36,2019
0.1660514414910171,0.1472725525453537,0.34125729627007495,0.2716599838683786,0.37448608575739434,0.3166130302356225,-0.19327789545338347,30,2019
0.22122141250614852,0.1895989558521099,0.29379243674395283,0.3028541334024431,0.3220716589879644,0.1826962110276148,0.033372892723567193,11,2019
0.2419005395816199,0.327380345768881,0.41785074938354627,0.3888115722827999,0.3596112290714659,0.1826962110276148,0.15743120536316063,33,2019
0.20549876953848853,0.2207956626239985,0.3434079397579158,0.31918930301968385,0.27521884391493534,0.1826962110276148,0.08298839573753014,18,2019
0.163407841769388,0.1539181274358113,0.2936713254305454,0.31147801533767616,0.2842815413595115,0.1826962110276148,0.033251781410159775,12,2019
0.2646005401990651,0.296829517743403,0.2930126523133586,0.3293775597339684,0.3237597360581433,0.20420713006410984,0.054036452207567615,29,2019
0.2898145306765117,0.2280834337326083,0.3022350264095631,0.3068582499453818,0.26607618152489954,0.20420713006410984,0.06325882630377214,20,2019
0.4272353733306906,0.4942191256090959,0.5362128988463325,0.558147272402075,0.44280019364775075,0.3343728239828553,0.13440831417315924,33,2019
0.7368989869575965,0.7954027612344341,0.7035987355209375,0.7887731088082901,0.6482331945117623,0.6934399671375087,0.0972744296253667,35,2019
0.2457773160180788,0.2595341508403641,0.1992640594502013,0.2010368564832858,0.2711105533820919,0.22731282341045284,-0.03607758415276696,11,2019
0.7728190819335368,0.8470981132075472,0.7096815381922957,0.781754874819426,0.6517645880915038,0.5944416866921781,0.10335723229672489,30,2019
0.712945995837557,0.7382628434728762,0.34125729627007495,0.2716599838683786,0.37448608575739434,0.6811773584905662,-0.19327789545338347,30,2019
0.6207549631696498,0.5769232710834571,0.3804667418370528,0.3487386263472152,0.31786965801575573,0.4910739694400338,0.12004719781666717,30,2019
0.5484936896390715,0.5376066926289417,0.41785074938354627,0.3888115722827999,0.3596112290714659,0.4910739694400338,0.15743120536316063,33,2019
0.3726878831182513,0.4763262770194513,0.37967971570054104,0.3688179692087533,0.27163659556192915,0.4200771518445255,0.1443380720975728,8,2019
0.37448270157935887,0.5301981132075472,0.2930126523133586,0.3293775597339684,0.3237597360581433,0.38866763710986646,0.054036452207567615,29,2019
0.3475224611772819,0.3297646235449814,0.2992330646741066,0.27255173971635244,0.27586587162200193,0.38866763710986646,0.06025686456831561,20,2019
0.35237429613837634,0.2301302945709165,0.2888849122587606,0.2639179653757141,0.22452000621095117,0.3082255771245289,0.07320781109208335,29,2019
0.5591525313409597,0.4577568739805033,0.6262715954965083,0.6365083425093636,0.5565005198799758,0.5724990531112061,0.09173640377304992,15,2019
0.21458551616427404,0.1621346700882218,0.35526422293941234,0.2612940923732265,0.4089050318137307,0.3558594555882756,0.03542099340259336,21,2019
0.17107332524642246,0.2119545594761346,0.4080024574274096,0.37720682819822204,0.28607308100746726,0.3002751525001127,0.14758291340702395,16,2019
0.2094112631032435,0.2035666603167425,0.28903394801289656,0.26250808500120615,0.31754358906087343,0.23436728398963547,0.05369230440992831,32,2019
0.19183887819053835,0.1615054370489272,0.2992330646741066,0.27255173971635244,0.27586587162200193,0.2172552091397115,0.06025686456831561,20,2019
0.3585659615028731,0.220253495469372,0.3983339841821189,0.3233731936267604,0.36750722682980574,0.4047968407267965,-0.003470600491054354,11,2019
0.44686616597009093,0.4467386725454351,0.5231813287046583,0.48026602810694113,0.5531521376327997,0.4047968407267965,0.12137674403148502,30,2019
0.5232485904009654,0.5256924905903824,0.41853803073897167,0.36781734705712743,0.4738924820109435,0.581500399092709,-0.11599716098448676,32,2019
0.45376652359966696,0.28730901776666,0.4468308357807095,0.4077563405473083,0.40059935490113274,0.49357894437451577,0.1269876062438905,37,2019
0.3281371653717639,0.3813300656149076,0.3804667418370528,0.3487386263472152,0.31786965801575573,0.3406718847075286,0.12004719781666717,30,2019
0.2592668327596291,0.2748751422471496,0.2945359929544086,0.2781830910763847,0.32560153193458036,0.2493910707189889,0.05919434935144033,36,2019
0.21457976154996372,0.2938784998493814,0.37967971570054104,0.3688179692087533,0.27163659556192915,0.2493910707189889,0.1443380720975728,8,2019
0.23540978489330178,0.2233232163879178,0.28903394801289656,0.26250808500120615,0.31754358906087343,0.2493910707189889,0.05369230440992831,32,2019
0.14700302838746818,0.1597912061469655,0.19784346621065166,0.18653658078890675,0.2469589893176821,0.2493910707189889,-0.03749817739231659,26,2019
0.270808623569841,0.2064834522985892,0.2888849122587606,0.2639179653757141,0.22452000621095117,0.2006966186398109,0.07320781109208335,29,2019
0.6126437893143051,0.5561,0.7035987355209375,0.7887731088082901,0.6482331945117623,0.4981419497688358,0.0972744296253667,35,2019
0.5251728344972931,0.5200067499861573,0.35526422293941234,0.2612940923732265,0.4089050318137307,0.5628830429518212,0.03542099340259336,21,2019
0.3893007074890995,0.4570320432497256,0.28903394801289656,0.26250808500120615,0.31754358906087343,0.42782856028617955,0.05369230440992831,32,2019
0.7304150461009257,0.7776959123588659,0.5231813287046583,0.48026602810694113,0.5531521376327997,0.540794763001805,0.12137674403148502,30,2019
0.5792030284241418,0.5954827574982638,0.6009764776535677,0.6256538913474071,0.5808626463544316,0.6451842261743842,0.06644128593010923,33,2019
0.43738216552615244,0.4474637280373378,0.471111113023444,0.478392192271494,0.5270646727404398,0.6451842261743842,-0.06342407870001443,23,2019
0.346297446928869,0.3732150781606411,0.3804667418370528,0.3487386263472152,0.31786965801575573,0.3610366136361649,0.12004719781666717,30,2019
0.2860257261334639,0.2457823946036853,0.40658889776450474,0.4080464375658726,0.3241565442074587,0.2436758106597092,0.16761269765871376,34,2019
0.5660191834156636,0.6972426606700086,0.35526422293941234,0.2612940923732265,0.4089050318137307,0.6219372968090654,0.03542099340259336,21,2019
0.6844925254826161,0.6667263000977222,0.5521459218426409,0.5727425083070842,0.32380085289616534,0.511716501091592,0.29172637782225525,6,2019
0.3846671387586711,0.3458386119119396,0.2945359929544086,0.2781830910763847,0.32560153193458036,0.38670795602080954,0.05919434935144033,36,2019
0.3805981591372446,0.3540702850541848,0.2928806186792842,0.26395358090967946,0.2658649682899078,0.38670795602080954,0.057538975076315974,14,2019
0.7841624102998483,0.811099947612554,0.5231813287046583,0.48026602810694113,0.5531521376327997,0.6181059462231752,0.12137674403148502,30,2019
0.6885802386050961,0.8516336988333684,0.5766411893000075,0.582631137440989,0.5662748342411772,0.7735505130082196,-0.02968311659556333,22,2019
0.7878734419041407,0.8309650704676489,0.7096815381922957,0.781754874819426,0.6517645880915038,0.7735505130082196,0.10335723229672489,30,2019
0.7946705840455912,0.8114483037573337,0.6041594249494391,0.634367167192126,0.6381878595003716,0.7053703635670414,0.06962423322598066,31,2019
0.3892233794802654,0.3502363298729335,0.40359419240656635,0.3454604464107307,0.42097588001539665,0.7053703635670414,-0.13094099931689207,26,2019
0.3930283544369441,0.3606900527804859,0.3893147062267476,0.3309485178784535,0.3911662712459613,0.7053703635670414,-0.14522048549671085,19,2019
0.34173538751846677,0.4412765762834908,0.23855608221182772,0.1949113354494518,0.34358616293628474,0.3266159673286355,-0.08128714732499126,17,2019
0.2876403912303837,0.2238692059260044,0.20596086735849112,0.1610557106581921,0.3557261113590666,0.3266159673286355,-0.11388236217832787,21,2019
0.2507345611211169,0.1915363390182561,0.2784209034693483,0.1871772763391867,0.30648091332423116,0.3266159673286355,-0.041422326067470705,19,2019
0.22942535919006318,0.203229612247812,0.20575092636132544,0.19372936477798647,0.3002880407320234,0.2501513278468584,-0.0546686176590602,20,2019
0.19444143333354752,0.204425060326036,0.24848172050388964,0.2168606905521561,0.25535083506786693,0.20524157056422776,0.013140076900921394,26,2019
0.2772644504236585,0.2907843850096092,0.28903394801289656,0.26250808500120615,0.31754358906087343,0.20524157056422776,0.05369230440992831,32,2019
0.7697533106745043,0.7999098063896801,0.5231813287046583,0.48026602810694113,0.5531521376327997,0.5861330400167608,0.12137674403148502,30,2019
0.8060044998329357,0.7948552718940686,0.6041594249494391,0.634367167192126,0.6381878595003716,0.6752206501696307,0.06962423322598066,31,2019
0.3519137191540037,0.3716334799916196,0.41853803073897167,0.36781734705712743,0.4738924820109435,0.6752206501696307,-0.11599716098448676,32,2019
0.2544606308571989,0.2277882362234743,0.34125729627007495,0.2716599838683786,0.37448608575739434,0.6752206501696307,-0.19327789545338347,30,2019
0.28403944471649856,0.3131371344580426,0.3893147062267476,0.3309485178784535,0.3911662712459613,0.6752206501696307,-0.14522048549671085,19,2019
0.16730882458005075,0.1476809072997009,0.2630232091183976,0.22467030710009028,0.2782013627080448,0.26009283851300313,0.0026036650980119647,14,2019
0.15506205849760069,0.1545388391259776,0.2325983140926422,0.24089125399065692,0.2659902263618001,0.1881410653448157,-0.002743329510326048,20,2019
0.15721103582083576,0.1651999563622362,0.24848172050388964,0.2168606905521561,0.25535083506786693,0.1881410653448157,0.013140076900921394,26,2019
0.34990115316731896,0.3844633544492024,0.2840669435651917,0.25046938560920473,0.21958551093721465,0.1888522614212343,0.0450907434594007,24,2019
0.7155871616286053,0.7024577295515864,0.6041594249494391,0.634367167192126,0.6381878595003716,0.6813856830597396,0.06962423322598066,31,2019
0.5789234418152541,0.5312539642405634,0.41853803073897167,0.36781734705712743,0.4738924820109435,0.6813856830597396,-0.11599716098448676,32,2019
0.5671053175057804,0.5930023504998508,0.35735740229460367,0.3400983200841057,0.3378401074711714,0.3296996363781403,0.09693785827421803,19,2019
0.3249780812446096,0.2997219252302691,0.28903394801289656,0.26250808500120615,0.31754358906087343,0.2424090301607368,0.05369230440992831,32,2019
0.2883528407524616,0.143000203026625,0.2930126523133586,0.3293775597339684,0.3237597360581433,0.2366221638768803,0.054036452207567615,29,2019
0.19758029145023484,0.1590057716596336,0.5231813287046583,0.48026602810694113,0.5531521376327997,0.2728129053989031,0.12137674403148502,30,2019
