radius,method,policy,pred,seed,n,rmse
1,median,dist503,route_plus_direct_0.01,1,2644,0.06305449089880477
1,median,dist503,route_plus_direct_0.01,2,2644,0.06519582200531165
1,median,dist503,route_plus_direct_0.01,70404,2644,0.06831215074098652
1,median,dist503,route_plus_direct_0.01,-1,10576,0.06680193192213321
1,median,dist503,route_plus_direct_0.015,0,2644,0.07041946395788766
1,median,dist503,route_plus_direct_0.015,1,2644,0.06310034732746603
1,median,dist503,route_plus_direct_0.015,2,2644,0.06522128511825108
1,median,dist503,route_plus_direct_0.015,70404,2644,0.06831080285777878
1,median,dist503,route_plus_direct_0.015,-1,10576,0.06682203333578231
1,median,dist503,route_plus_direct_0.02,0,2644,0.07044352435253788
1,median,dist503,route_plus_direct_0.02,1,2644,0.06315903133141268
1,median,dist503,route_plus_direct_0.02,2,2644,0.06525974439851379
1,median,dist503,route_plus_direct_0.02,70404,2644,0.06832228398162442
1,median,dist503,route_plus_direct_0.02,-1,10576,0.06685454750679651
1,median,dist503,route_plus_direct_0.03,0,2644,0.07052495234820447
1,median,dist503,route_plus_direct_0.03,1,2644,0.06331473159606524
1,median,dist503,route_plus_direct_0.03,2,2644,0.06537555196548127
1,median,dist503,route_plus_direct_0.03,70404,2644,0.06838370018343297
1,median,dist503,route_plus_direct_0.03,-1,10576,0.06695673488598307
1,median,dist503,route_plus_direct_0.05,0,2644,0.0708203913717875
1,median,dist503,route_plus_direct_0.05,1,2644,0.06377798977887363
1,median,dist503,route_plus_direct_0.05,2,2644,0.06576160337094947
1,median,dist503,route_plus_direct_0.05,70404,2644,0.06865971608969726
1,median,dist503,route_plus_direct_0.05,-1,10576,0.06730881239801213
1,median,dist503,route_plus_direct_0.08,0,2644,0.07159029021347892
1,median,dist503,route_plus_direct_0.08,1,2644,0.06484349590395592
1,median,dist503,route_plus_direct_0.08,2,2644,0.06671917588868322
1,median,dist503,route_plus_direct_0.08,70404,2644,0.06945128834599817
1,median,dist503,route_plus_direct_0.08,-1,10576,0.06819966733438022
1,median,dist503,route_plus_direct_0.1,0,2644,0.07231597205488428
1,median,dist503,route_plus_direct_0.1,1,2644,0.06579157640339434
1,median,dist503,route_plus_direct_0.1,2,2644,0.06760154844824895
1,median,dist503,route_plus_direct_0.1,70404,2644,0.0702240823557963
1,median,dist503,route_plus_direct_0.1,-1,10576,0.06902811462585569
1,median,dist503,bucket_0_0,0,2644,0.07041401800425519
1,median,dist503,bucket_0_0,1,2644,0.06300136497280864
1,median,dist503,bucket_0_0,2,2644,0.06518393742907928
1,median,dist503,bucket_0_0,70404,2644,0.06835332326930599
1,median,dist503,bucket_0_0,-1,10576,0.06679900527076917
1,median,dist503,bucket_0_0.005,0,2644,0.07041073709232443
1,median,dist503,bucket_0_0.005,1,2644,0.06300919831316135
1,median,dist503,bucket_0_0.005,2,2644,0.06519721449170059
1,median,dist503,bucket_0_0.005,70404,2644,0.06833245452753027
1,median,dist503,bucket_0_0.005,-1,10576,0.0667978893551015
1,median,dist503,bucket_0_0.01,0,2644,0.07041049138766708
1,median,dist503,bucket_0_0.01,1,2644,0.06302096415844957
1,median,dist503,bucket_0_0.01,2,2644,0.06521430240752632
1,median,dist503,bucket_0_0.01,70404,2644,0.06831536865842651
1,median,dist503,bucket_0_0.01,-1,10576,0.06680040054960437
1,median,dist503,bucket_0_0.02,0,2644,0.07041910533478618
1,median,dist503,bucket_0_0.02,1,2644,0.06305628382275863
1,median,dist503,bucket_0_0.02,2,2644,0.06525989815699706
1,median,dist503,bucket_0_0.02,70404,2644,0.06829255626669097
1,median,dist503,bucket_0_0.02,-1,10576,0.06681630204259432
1,median,dist503,bucket_0_0.03,0,2644,0.07043985539167787
1,median,dist503,bucket_0_0.03,1,2644,0.06310729757059916
1,median,dist503,bucket_0_0.03,2,2644,0.06532069278293158
1,median,dist503,bucket_0_0.03,70404,2644,0.06828490127008703
1,median,dist503,bucket_0_0.03,-1,10576,0.06684669939752505
1,median,dist503,bucket_0_0.05,0,2644,0.07051771471586031
1,median,dist503,bucket_0_0.05,1,2644,0.06325624375566685
1,median,dist503,bucket_0_0.05,2,2644,0.06548769876595624
1,median,dist503,bucket_0_0.05,70404,2644,0.068315073754554
1,median,dist503,bucket_0_0.05,-1,10576,0.06695089329981822
1,median,dist503,bucket_0.005_0,0,2644,0.07040798848059693
1,median,dist503,bucket_0.005_0,1,2644,0.06301365823433781
1,median,dist503,bucket_0.005_0,2,2644,0.06517009040700264
1,median,dist503,bucket_0.005_0,70404,2644,0.06834719748476767
1,median,dist503,bucket_0.005_0,-1,10576,0.06679537044892507
1,median,dist503,bucket_0.005_0.005,0,2644,0.07040470728768587
1,median,dist503,bucket_0.005_0.005,1,2644,0.06302149004668316
1,median,dist503,bucket_0.005_0.005,2,2644,0.06518337029009459
1,median,dist503,bucket_0.005_0.005,70404,2644,0.06832632687200868
1,median,dist503,bucket_0.005_0.005,-1,10576,0.0667942544725313
1,median,dist503,bucket_0.005_0.01,0,2644,0.07040446156198508
1,median,dist503,bucket_0.005_0.01,1,2644,0.06303325359758512
1,median,dist503,bucket_0.005_0.01,2,2644,0.06520046183424676
1,median,dist503,bucket_0.005_0.01,70404,2644,0.06830923947022326
1,median,dist503,bucket_0.005_0.01,-1,10576,0.06679676580368597
1,median,dist503,bucket_0.005_0.02,0,2644,0.0704130762467598
1,median,dist503,bucket_0.005_0.02,1,2644,0.06306856637956171
1,median,dist503,bucket_0.005_0.02,2,2644,0.06524606725589216
1,median,dist503,bucket_0.005_0.02,70404,2644,0.06828642503091471
1,median,dist503,bucket_0.005_0.02,-1,10576,0.0668126681617497
1,median,dist503,bucket_0.005_0.03,0,2644,0.07043382807984233
1,median,dist503,bucket_0.005_0.03,1,2644,0.06311957020054114
1,median,dist503,bucket_0.005_0.03,2,2644,0.0653068747571104
1,median,dist503,bucket_0.005_0.03,70404,2644,0.06827876934691425
1,median,dist503,bucket_0.005_0.03,-1,10576,0.0668430671692133
1,median,dist503,bucket_0.005_0.05,0,2644,0.07051169405940946
1,median,dist503,bucket_0.005_0.05,1,2644,0.06326848749348471
1,median,dist503,bucket_0.005_0.05,2,2644,0.06547391598613451
1,median,dist503,bucket_0.005_0.05,70404,2644,0.06830894453988978
1,median,dist503,bucket_0.005_0.05,-1,10576,0.06694726672455369
1,median,dist503,bucket_0.01_0,0,2644,0.07041004970778758
1,median,dist503,bucket_0.01_0,1,2644,0.06303490213749766
1,median,dist503,bucket_0.01_0,2,2644,0.06516544841559911
1,median,dist503,bucket_0.01_0,70404,2644,0.06835010713876599
1,median,dist503,bucket_0.01_0,-1,10576,0.06680053667528414
1,median,dist503,bucket_0.01_0.005,0,2644,0.07040676861093666
1,median,dist503,bucket_0.01_0.005,1,2644,0.0630427313107083
1,median,dist503,bucket_0.01_0.005,2,2644,0.06517872924447667
1,median,dist503,bucket_0.01_0.005,70404,2644,0.06832923741473729
1,median,dist503,bucket_0.01_0.005,-1,10576,0.0667994207851993
1,median,dist503,bucket_0.01_0.01,0,2644,0.0704065228924301
1,median,dist503,bucket_0.01_0.01,1,2644,0.06305449089880477
1,median,dist503,bucket_0.01_0.01,2,2644,0.06519582200531165
1,median,dist503,bucket_0.01_0.01,70404,2644,0.06831215074098652
1,median,dist503,bucket_0.01_0.01,-1,10576,0.06680193192213321
1,median,dist503,bucket_0.01_0.02,0,2644,0.0704151373250188
1,median,dist503,bucket_0.01_0.02,1,2644,0.06308979179378513
1,median,dist503,bucket_0.01_0.02,2,2644,0.06524143067031574
1,median,dist503,bucket_0.01_0.02,70404,2644,0.06828933727428971
1,median,dist503,bucket_0.01_0.02,-1,10576,0.06681783305068288
1,median,dist503,bucket_0.01_0.03,0,2644,0.07043588855086612
1,median,dist503,bucket_0.01_0.03,1,2644,0.06314077846931425
1,median,dist503,bucket_0.01_0.03,2,2644,0.06530224248898436
1,median,dist503,bucket_0.01_0.03,70404,2644,0.06828168191680749
1,median,dist503,bucket_0.01_0.03,-1,10576,0.06684822970943068
1,median,dist503,bucket_0.01_0.05,0,2644,0.070513752255124
1,median,dist503,bucket_0.01_0.05,1,2644,0.06328964586030805
1,median,dist503,bucket_0.01_0.05,2,2644,0.0654692955369814
1,median,dist503,bucket_0.01_0.05,70404,2644,0.0683118558232222
