width,radius,source_profile,agg,mode,n,rmse_pooled,base_rmse_pooled,delta_pooled,wins,coverage
32,2,False,median,loo,10576.0000000000,0.0659442628,0.0666343245,-0.0006900617,4.0000000000,0.9712556732
12,32,True,exp,loo,10576.0000000000,0.0659449617,0.0666343245,-0.0006893628,4.0000000000,0.9948940998
32,32,False,inv2,fixed020,10576.0000000000,0.0659454471,0.0666343245,-0.0006888774,4.0000000000,0.9948940998
12,16,False,mean,fixed020,10576.0000000000,0.0659465528,0.0666343245,-0.0006877717,4.0000000000,0.9932866868
16,2,True,inv1,fixed020,10576.0000000000,0.0659469109,0.0666343245,-0.0006874135,4.0000000000,0.9712556732
16,2,True,median,fixed020,10576.0000000000,0.0659487200,0.0666343245,-0.0006856045,4.0000000000,0.9712556732
32,4,False,inv2,fixed020,10576.0000000000,0.0659488759,0.0666343245,-0.0006854485,4.0000000000,0.9895990923
20,32,False,inv2,fixed020,10576.0000000000,0.0659508080,0.0666343245,-0.0006835165,4.0000000000,0.9948940998
12,32,True,inv2,loo,10576.0000000000,0.0659523794,0.0666343245,-0.0006819450,4.0000000000,0.9948940998
32,8,False,mean,fixed020,10576.0000000000,0.0659528261,0.0666343245,-0.0006814983,4.0000000000,0.9922465961
16,2,True,exp,fixed020,10576.0000000000,0.0659539292,0.0666343245,-0.0006803952,4.0000000000,0.9712556732
12,4,False,median,loo,10576.0000000000,0.0659539523,0.0666343245,-0.0006803722,4.0000000000,0.9895990923
16,2,True,inv2,fixed020,10576.0000000000,0.0659541015,0.0666343245,-0.0006802230,4.0000000000,0.9712556732
12,4,False,median,fixed020,10576.0000000000,0.0659543603,0.0666343245,-0.0006799642,4.0000000000,0.9895990923
16,8,True,mean,fixed020,10576.0000000000,0.0659551761,0.0666343245,-0.0006791483,4.0000000000,0.9922465961
20,32,False,inv2,loo,10576.0000000000,0.0659570356,0.0666343245,-0.0006772888,4.0000000000,0.9948940998
32,4,True,inv1,loo,10576.0000000000,0.0659604448,0.0666343245,-0.0006738797,4.0000000000,0.9895990923
32,4,False,median,fixed020,10576.0000000000,0.0659624803,0.0666343245,-0.0006718442,4.0000000000,0.9895990923
16,16,False,median,fixed020,10576.0000000000,0.0659627954,0.0666343245,-0.0006715290,4.0000000000,0.9932866868
16,2,True,mean,fixed020,10576.0000000000,0.0659631763,0.0666343245,-0.0006711481,4.0000000000,0.9712556732
32,4,True,inv1,fixed020,10576.0000000000,0.0659645789,0.0666343245,-0.0006697456,4.0000000000,0.9895990923
24,8,True,exp,loo,10576.0000000000,0.0659646754,0.0666343245,-0.0006696490,4.0000000000,0.9922465961
16,32,True,exp,fixed020,10576.0000000000,0.0659647582,0.0666343245,-0.0006695663,4.0000000000,0.9948940998
24,8,True,inv1,loo,10576.0000000000,0.0659665670,0.0666343245,-0.0006677575,4.0000000000,0.9922465961
12,8,True,mean,loo,10576.0000000000,0.0659667512,0.0666343245,-0.0006675733,4.0000000000,0.9922465961
32,4,True,exp,loo,10576.0000000000,0.0659668533,0.0666343245,-0.0006674712,4.0000000000,0.9895990923
24,8,False,median,loo,10576.0000000000,0.0659674964,0.0666343245,-0.0006668281,4.0000000000,0.9922465961
32,4,True,exp,fixed020,10576.0000000000,0.0659679313,0.0666343245,-0.0006663932,4.0000000000,0.9895990923
8,32,False,mean,loo,10576.0000000000,0.0659684300,0.0666343245,-0.0006658944,4.0000000000,0.9948940998
8,2,False,inv2,fixed020,10576.0000000000,0.0659687256,0.0666343245,-0.0006655989,4.0000000000,0.9712556732
24,8,True,inv1,fixed020,10576.0000000000,0.0659707148,0.0666343245,-0.0006636097,4.0000000000,0.9922465961
16,32,True,inv1,fixed020,10576.0000000000,0.0659711882,0.0666343245,-0.0006631363,4.0000000000,0.9948940998
24,8,True,exp,fixed020,10576.0000000000,0.0659719395,0.0666343245,-0.0006623849,4.0000000000,0.9922465961
24,8,False,median,fixed020,10576.0000000000,0.0659727833,0.0666343245,-0.0006615412,4.0000000000,0.9922465961
32,8,True,inv1,loo,10576.0000000000,0.0659752452,0.0666343245,-0.0006590793,4.0000000000,0.9922465961
32,8,True,inv1,fixed020,10576.0000000000,0.0659770507,0.0666343245,-0.0006572737,4.0000000000,0.9922465961
24,16,True,exp,loo,10576.0000000000,0.0659777564,0.0666343245,-0.0006565681,4.0000000000,0.9932866868
24,16,True,inv1,loo,10576.0000000000,0.0659778472,0.0666343245,-0.0006564772,4.0000000000,0.9932866868
16,4,True,median,fixed020,10576.0000000000,0.0659781270,0.0666343245,-0.0006561975,4.0000000000,0.9895990923
8,2,False,inv2,loo,10576.0000000000,0.0659784720,0.0666343245,-0.0006558524,4.0000000000,0.9712556732
8,2,False,inv1,fixed020,10576.0000000000,0.0659798242,0.0666343245,-0.0006545003,4.0000000000,0.9712556732
8,16,False,mean,fixed020,10576.0000000000,0.0659805988,0.0666343245,-0.0006537256,4.0000000000,0.9932866868
8,4,False,median,loo,10576.0000000000,0.0659839349,0.0666343245,-0.0006503896,4.0000000000,0.9895990923
24,32,False,mean,fixed020,10576.0000000000,0.0659845908,0.0666343245,-0.0006497336,4.0000000000,0.9948940998
16,16,True,median,loo,10576.0000000000,0.0659848112,0.0666343245,-0.0006495133,4.0000000000,0.9932866868
24,4,True,mean,fixed020,10576.0000000000,0.0659851078,0.0666343245,-0.0006492167,4.0000000000,0.9895990923
24,4,True,exp,fixed020,10576.0000000000,0.0659859417,0.0666343245,-0.0006483827,4.0000000000,0.9895990923
24,4,True,inv1,fixed020,10576.0000000000,0.0659868054,0.0666343245,-0.0006475190,4.0000000000,0.9895990923
24,4,True,mean,loo,10576.0000000000,0.0659869167,0.0666343245,-0.0006474077,4.0000000000,0.9895990923
24,4,True,exp,loo,10576.0000000000,0.0659870584,0.0666343245,-0.0006472661,4.0000000000,0.9895990923
24,16,True,inv1,fixed020,10576.0000000000,0.0659871720,0.0666343245,-0.0006471524,4.0000000000,0.9932866868
24,16,True,exp,fixed020,10576.0000000000,0.0659874393,0.0666343245,-0.0006468852,4.0000000000,0.9932866868
8,2,False,inv1,loo,10576.0000000000,0.0659879529,0.0666343245,-0.0006463715,4.0000000000,0.9712556732
24,4,True,inv1,loo,10576.0000000000,0.0659891882,0.0666343245,-0.0006451363,4.0000000000,0.9895990923
24,32,False,mean,loo,10576.0000000000,0.0659913697,0.0666343245,-0.0006429547,4.0000000000,0.9948940998
32,8,True,exp,loo,10576.0000000000,0.0659917306,0.0666343245,-0.0006425939,4.0000000000,0.9922465961
32,8,True,exp,fixed020,10576.0000000000,0.0659919738,0.0666343245,-0.0006423507,4.0000000000,0.9922465961
32,8,True,inv2,loo,10576.0000000000,0.0659922334,0.0666343245,-0.0006420910,4.0000000000,0.9922465961
12,32,False,mean,loo,10576.0000000000,0.0659926632,0.0666343245,-0.0006416613,4.0000000000,0.9948940998
8,8,True,exp,loo,10576.0000000000,0.0659939877,0.0666343245,-0.0006403368,4.0000000000,0.9922465961
32,4,True,mean,loo,10576.0000000000,0.0659941113,0.0666343245,-0.0006402132,4.0000000000,0.9895990923
24,2,False,inv2,loo,10576.0000000000,0.0659943253,0.0666343245,-0.0006399991,4.0000000000,0.9712556732
20,4,True,exp,loo,10576.0000000000,0.0659955752,0.0666343245,-0.0006387492,4.0000000000,0.9895990923
32,4,True,mean,fixed020,10576.0000000000,0.0659957570,0.0666343245,-0.0006385675,4.0000000000,0.9895990923
20,8,True,exp,loo,10576.0000000000,0.0659966312,0.0666343245,-0.0006376932,4.0000000000,0.9922465961
32,4,True,inv2,loo,10576.0000000000,0.0659972764,0.0666343245,-0.0006370481,4.0000000000,0.9895990923
32,16,True,inv2,loo,10576.0000000000,0.0659976985,0.0666343245,-0.0006366259,4.0000000000,0.9932866868
20,8,True,inv1,loo,10576.0000000000,0.0659995945,0.0666343245,-0.0006347299,4.0000000000,0.9922465961
16,32,False,median,loo,10576.0000000000,0.0660005285,0.0666343245,-0.0006337960,4.0000000000,0.9948940998
8,16,True,exp,loo,10576.0000000000,0.0660008707,0.0666343245,-0.0006334538,4.0000000000,0.9932866868
12,32,False,mean,fixed020,10576.0000000000,0.0660012412,0.0666343245,-0.0006330832,4.0000000000,0.9948940998
20,16,True,exp,loo,10576.0000000000,0.0660021966,0.0666343245,-0.0006321279,4.0000000000,0.9932866868
20,16,False,mean,fixed020,10576.0000000000,0.0660022067,0.0666343245,-0.0006321178,4.0000000000,0.9932866868
8,2,False,exp,fixed020,10576.0000000000,0.0660022188,0.0666343245,-0.0006321057,4.0000000000,0.9712556732
12,8,False,median,loo,10576.0000000000,0.0660023842,0.0666343245,-0.0006319402,4.0000000000,0.9922465961
24,2,False,inv1,loo,10576.0000000000,0.0660025474,0.0666343245,-0.0006317771,4.0000000000,0.9712556732
8,8,True,inv1,loo,10576.0000000000,0.0660028136,0.0666343245,-0.0006315109,4.0000000000,0.9922465961
20,4,True,inv1,loo,10576.0000000000,0.0660029689,0.0666343245,-0.0006313555,4.0000000000,0.9895990923
8,16,True,inv1,loo,10576.0000000000,0.0660034685,0.0666343245,-0.0006308559,4.0000000000,0.9932866868
20,16,True,inv1,loo,10576.0000000000,0.0660045151,0.0666343245,-0.0006298094,4.0000000000,0.9932866868
24,16,False,median,fixed020,10576.0000000000,0.0660047223,0.0666343245,-0.0006296021,4.0000000000,0.9932866868
12,2,False,inv2,fixed020,10576.0000000000,0.0660049309,0.0666343245,-0.0006293936,4.0000000000,0.9712556732
16,32,True,mean,loo,10576.0000000000,0.0660051003,0.0666343245,-0.0006292242,4.0000000000,0.9948940998
12,2,False,inv1,fixed020,10576.0000000000,0.0660066473,0.0666343245,-0.0006276772,4.0000000000,0.9712556732
32,16,True,inv1,loo,10576.0000000000,0.0660083521,0.0666343245,-0.0006259723,4.0000000000,0.9932866868
8,4,True,exp,loo,10576.0000000000,0.0660083721,0.0666343245,-0.0006259524,4.0000000000,0.9895990923
8,32,True,inv1,loo,10576.0000000000,0.0660084176,0.0666343245,-0.0006259068,4.0000000000,0.9948940998
24,16,False,median,loo,10576.0000000000,0.0660084229,0.0666343245,-0.0006259015,4.0000000000,0.9932866868
12,8,False,median,fixed020,10576.0000000000,0.0660088250,0.0666343245,-0.0006254995,4.0000000000,0.9922465961
32,16,True,inv1,fixed020,10576.0000000000,0.0660088440,0.0666343245,-0.0006254805,4.0000000000,0.9932866868
8,4,True,mean,loo,10576.0000000000,0.0660090215,0.0666343245,-0.0006253030,4.0000000000,0.9895990923
20,4,True,mean,loo,10576.0000000000,0.0660107741,0.0666343245,-0.0006235504,4.0000000000,0.9895990923
20,16,False,mean,loo,10576.0000000000,0.0660107992,0.0666343245,-0.0006235253,4.0000000000,0.9932866868
8,32,True,exp,loo,10576.0000000000,0.0660115591,0.0666343245,-0.0006227653,4.0000000000,0.9948940998
8,2,False,exp,loo,10576.0000000000,0.0660118020,0.0666343245,-0.0006225224,4.0000000000,0.9712556732
24,8,True,inv2,fixed020,10576.0000000000,0.0660119588,0.0666343245,-0.0006223657,4.0000000000,0.9922465961
32,16,True,exp,fixed020,10576.0000000000,0.0660126591,0.0666343245,-0.0006216654,4.0000000000,0.9932866868
8,4,False,median,fixed020,10576.0000000000,0.0660127346,0.0666343245,-0.0006215898,4.0000000000,0.9895990923
32,16,True,exp,loo,10576.0000000000,0.0660129985,0.0666343245,-0.0006213259,4.0000000000,0.9932866868
8,4,True,inv1,loo,10576.0000000000,0.0660143984,0.0666343245,-0.0006199261,4.0000000000,0.9895990923
32,2,True,exp,loo,10576.0000000000,0.0660146425,0.0666343245,-0.0006196820,4.0000000000,0.9712556732
32,8,True,inv2,fixed020,10576.0000000000,0.0660150968,0.0666343245,-0.0006192277,4.0000000000,0.9922465961
24,16,True,inv2,fixed020,10576.0000000000,0.0660158434,0.0666343245,-0.0006184810,4.0000000000,0.9932866868
32,2,True,inv1,loo,10576.0000000000,0.0660159106,0.0666343245,-0.0006184139,4.0000000000,0.9712556732
24,8,True,inv2,loo,10576.0000000000,0.0660162368,0.0666343245,-0.0006180877,4.0000000000,0.9922465961
12,16,True,mean,loo,10576.0000000000,0.0660164986,0.0666343245,-0.0006178259,4.0000000000,0.9932866868
12,2,False,inv2,loo,10576.0000000000,0.0660171834,0.0666343245,-0.0006171411,4.0000000000,0.9712556732
20,4,True,inv1,fixed020,10576.0000000000,0.0660179624,0.0666343245,-0.0006163621,4.0000000000,0.9895990923
24,8,True,mean,loo,10576.0000000000,0.0660183481,0.0666343245,-0.0006159764,4.0000000000,0.9922465961
20,4,True,exp,fixed020,10576.0000000000,0.0660185316,0.0666343245,-0.0006157929,4.0000000000,0.9895990923
24,8,True,mean,fixed020,10576.0000000000,0.0660186178,0.0666343245,-0.0006157067,4.0000000000,0.9922465961
32,16,True,inv2,fixed020,10576.0000000000,0.0660187903,0.0666343245,-0.0006155342,4.0000000000,0.9932866868
12,2,False,inv1,loo,10576.0000000000,0.0660194060,0.0666343245,-0.0006149185,4.0000000000,0.9712556732
24,16,True,inv2,loo,10576.0000000000,0.0660198733,0.0666343245,-0.0006144512,4.0000000000,0.9932866868
8,16,True,mean,loo,10576.0000000000,0.0660203682,0.0666343245,-0.0006139562,4.0000000000,0.9932866868
8,2,False,mean,fixed020,10576.0000000000,0.0660210634,0.0666343245,-0.0006132611,4.0000000000,0.9712556732
32,2,True,mean,loo,10576.0000000000,0.0660214614,0.0666343245,-0.0006128631,4.0000000000,0.9712556732
20,8,True,inv1,fixed020,10576.0000000000,0.0660233643,0.0666343245,-0.0006109601,4.0000000000,0.9922465961
24,2,False,exp,loo,10576.0000000000,0.0660242084,0.0666343245,-0.0006101161,4.0000000000,0.9712556732
24,32,True,exp,loo,10576.0000000000,0.0660246778,0.0666343245,-0.0006096467,4.0000000000,0.9948940998
8,4,True,median,loo,10576.0000000000,0.0660251658,0.0666343245,-0.0006091586,4.0000000000,0.9895990923
24,32,True,exp,fixed020,10576.0000000000,0.0660254461,0.0666343245,-0.0006088783,4.0000000000,0.9948940998
32,4,True,inv2,fixed020,10576.0000000000,0.0660262697,0.0666343245,-0.0006080548,4.0000000000,0.9895990923
32,32,True,inv2,loo,10576.0000000000,0.0660273501,0.0666343245,-0.0006069744,4.0000000000,0.9948940998
12,2,False,exp,fixed020,10576.0000000000,0.0660276600,0.0666343245,-0.0006066645,4.0000000000,0.9712556732
20,8,True,exp,fixed020,10576.0000000000,0.0660279314,0.0666343245,-0.0006063931,4.0000000000,0.9922465961
8,8,False,median,loo,10576.0000000000,0.0660290681,0.0666343245,-0.0006052564,4.0000000000,0.9922465961
24,32,True,inv1,loo,10576.0000000000,0.0660294417,0.0666343245,-0.0006048828,4.0000000000,0.9948940998
8,8,True,mean,loo,10576.0000000000,0.0660296327,0.0666343245,-0.0006046918,4.0000000000,0.9922465961
20,8,False,median,loo,10576.0000000000,0.0660311142,0.0666343245,-0.0006032103,4.0000000000,0.9922465961
24,32,True,inv1,fixed020,10576.0000000000,0.0660315114,0.0666343245,-0.0006028131,4.0000000000,0.9948940998
20,8,False,median,fixed020,10576.0000000000,0.0660315643,0.0666343245,-0.0006027602,4.0000000000,0.9922465961
20,4,True,mean,fixed020,10576.0000000000,0.0660319328,0.0666343245,-0.0006023916,4.0000000000,0.9895990923
8,2,False,mean,loo,10576.0000000000,0.0660323081,0.0666343245,-0.0006020164,4.0000000000,0.9712556732
16,32,False,median,fixed020,10576.0000000000,0.0660324401,0.0666343245,-0.0006018844,4.0000000000,0.9948940998
8,32,False,mean,fixed020,10576.0000000000,0.0660338789,0.0666343245,-0.0006004456,4.0000000000,0.9948940998
16,16,True,mean,fixed020,10576.0000000000,0.0660341567,0.0666343245,-0.0006001678,4.0000000000,0.9932866868
32,2,False,exp,fixed020,10576.0000000000,0.0660341848,0.0666343245,-0.0006001397,4.0000000000,0.9712556732
24,4,True,inv2,fixed020,10576.0000000000,0.0660355002,0.0666343245,-0.0005988243,4.0000000000,0.9895990923
20,16,True,inv1,fixed020,10576.0000000000,0.0660362293,0.0666343245,-0.0005980952,4.0000000000,0.9932866868
32,32,True,inv1,loo,10576.0000000000,0.0660368904,0.0666343245,-0.0005974341,4.0000000000,0.9948940998
32,32,True,inv1,fixed020,10576.0000000000,0.0660375078,0.0666343245,-0.0005968166,4.0000000000,0.9948940998
12,2,False,exp,loo,10576.0000000000,0.0660379487,0.0666343245,-0.0005963758,4.0000000000,0.9712556732
20,16,True,exp,fixed020,10576.0000000000,0.0660386931,0.0666343245,-0.0005956314,4.0000000000,0.9932866868
24,4,True,inv2,loo,10576.0000000000,0.0660387788,0.0666343245,-0.0005955457,4.0000000000,0.9895990923
12,4,True,inv1,fixed020,10576.0000000000,0.0660390463,0.0666343245,-0.0005952782,4.0000000000,0.9895990923
32,2,True,inv2,loo,10576.0000000000,0.0660396227,0.0666343245,-0.0005947018,4.0000000000,0.9712556732
12,8,True,inv2,fixed020,10576.0000000000,0.0660401011,0.0666343245,-0.0005942233,4.0000000000,0.9922465961
32,2,False,inv1,fixed020,10576.0000000000,0.0660427314,0.0666343245,-0.0005915931,4.0000000000,0.9712556732
24,2,False,mean,loo,10576.0000000000,0.0660430713,0.0666343245,-0.0005912532,4.0000000000,0.9712556732
12,4,True,inv2,fixed020,10576.0000000000,0.0660436946,0.0666343245,-0.0005906299,4.0000000000,0.9895990923
32,8,False,median,loo,10576.0000000000,0.0660449316,0.0666343245,-0.0005893929,4.0000000000,0.9922465961
12,16,True,inv2,fixed020,10576.0000000000,0.0660459241,0.0666343245,-0.0005884003,4.0000000000,0.9932866868
32,2,False,mean,fixed020,10576.0000000000,0.0660463136,0.0666343245,-0.0005880108,4.0000000000,0.9712556732
20,2,True,median,loo,10576.0000000000,0.0660470697,0.0666343245,-0.0005872547,4.0000000000,0.9712556732
12,4,True,median,loo,10576.0000000000,0.0660471829,0.0666343245,-0.0005871416,4.0000000000,0.9895990923
12,2,False,mean,fixed020,10576.0000000000,0.0660478767,0.0666343245,-0.0005864478,4.0000000000,0.9712556732
20,2,True,median,fixed020,10576.0000000000,0.0660485029,0.0666343245,-0.0005858215,4.0000000000,0.9712556732
8,8,True,inv2,loo,10576.0000000000,0.0660491361,0.0666343245,-0.0005851883,4.0000000000,0.9922465961
20,2,False,inv1,loo,10576.0000000000,0.0660504610,0.0666343245,-0.0005838635,4.0000000000,0.9712556732
60,4,False,mean,loo,10576.0000000000,0.0660505077,0.0666343245,-0.0005838168,4.0000000000,0.9895990923
32,32,True,exp,loo,10576.0000000000,0.0660513615,0.0666343245,-0.0005829629,4.0000000000,0.9948940998
12,4,True,exp,fixed020,10576.0000000000,0.0660514007,0.0666343245,-0.0005829238,4.0000000000,0.9895990923
32,2,True,exp,fixed020,10576.0000000000,0.0660514966,0.0666343245,-0.0005828278,4.0000000000,0.9712556732
12,8,True,inv1,fixed020,10576.0000000000,0.0660525674,0.0666343245,-0.0005817571,4.0000000000,0.9922465961
32,32,True,exp,fixed020,10576.0000000000,0.0660526315,0.0666343245,-0.0005816930,4.0000000000,0.9948940998
8,16,True,inv2,loo,10576.0000000000,0.0660528670,0.0666343245,-0.0005814574,4.0000000000,0.9932866868
32,32,True,inv2,fixed020,10576.0000000000,0.0660530840,0.0666343245,-0.0005812404,4.0000000000,0.9948940998
24,32,True,inv2,fixed020,10576.0000000000,0.0660531480,0.0666343245,-0.0005811765,4.0000000000,0.9948940998
20,2,False,inv2,loo,10576.0000000000,0.0660534478,0.0666343245,-0.0005808767,4.0000000000,0.9712556732
20,8,True,inv2,fixed020,10576.0000000000,0.0660544360,0.0666343245,-0.0005798884,4.0000000000,0.9922465961
60,4,False,exp,loo,10576.0000000000,0.0660553124,0.0666343245,-0.0005790121,4.0000000000,0.9895990923
20,16,True,inv2,fixed020,10576.0000000000,0.0660553751,0.0666343245,-0.0005789494,4.0000000000,0.9932866868
12,2,False,mean,loo,10576.0000000000,0.0660554689,0.0666343245,-0.0005788556,4.0000000000,0.9712556732
20,16,True,inv2,loo,10576.0000000000,0.0660555532,0.0666343245,-0.0005787713,4.0000000000,0.9932866868
20,8,True,inv2,loo,10576.0000000000,0.0660556442,0.0666343245,-0.0005786803,4.0000000000,0.9922465961
8,32,True,mean,loo,10576.0000000000,0.0660562786,0.0666343245,-0.0005780459,4.0000000000,0.9948940998
8,2,False,median,fixed020,10576.0000000000,0.0660567872,0.0666343245,-0.0005775372,4.0000000000,0.9712556732
24,32,True,inv2,loo,10576.0000000000,0.0660577480,0.0666343245,-0.0005765765,4.0000000000,0.9948940998
20,4,True,inv2,fixed020,10576.0000000000,0.0660578225,0.0666343245,-0.0005765019,4.0000000000,0.9895990923
12,4,True,mean,fixed020,10576.0000000000,0.0660578511,0.0666343245,-0.0005764734,4.0000000000,0.9895990923
45,4,False,inv1,loo,10576.0000000000,0.0660578651,0.0666343245,-0.0005764593,4.0000000000,0.9895990923
16,8,True,median,fixed020,10576.0000000000,0.0660580724,0.0666343245,-0.0005762521,4.0000000000,0.9922465961
32,2,True,mean,fixed020,10576.0000000000,0.0660582239,0.0666343245,-0.0005761005,4.0000000000,0.9712556732
45,4,False,mean,loo,10576.0000000000,0.0660585839,0.0666343245,-0.0005757405,4.0000000000,0.9895990923
32,2,True,inv1,fixed020,10576.0000000000,0.0660596229,0.0666343245,-0.0005747015,4.0000000000,0.9712556732
45,4,False,exp,loo,10576.0000000000,0.0660596297,0.0666343245,-0.0005746948,4.0000000000,0.9895990923
60,4,False,inv1,loo,10576.0000000000,0.0660597065,0.0666343245,-0.0005746180,4.0000000000,0.9895990923
20,4,True,inv2,loo,10576.0000000000,0.0660607996,0.0666343245,-0.0005735249,4.0000000000,0.9895990923
32,16,False,mean,loo,10576.0000000000,0.0660620073,0.0666343245,-0.0005723172,4.0000000000,0.9932866868
20,8,True,mean,loo,10576.0000000000,0.0660622638,0.0666343245,-0.0005720606,4.0000000000,0.9922465961
8,8,False,median,fixed020,10576.0000000000,0.0660629241,0.0666343245,-0.0005714004,4.0000000000,0.9922465961
8,32,True,inv2,loo,10576.0000000000,0.0660645389,0.0666343245,-0.0005697856,4.0000000000,0.9948940998
20,2,False,exp,loo,10576.0000000000,0.0660647892,0.0666343245,-0.0005695353,4.0000000000,0.9712556732
8,4,True,inv2,loo,10576.0000000000,0.0660654376,0.0666343245,-0.0005688869,4.0000000000,0.9895990923
12,8,True,exp,fixed020,10576.0000000000,0.0660658406,0.0666343245,-0.0005684839,4.0000000000,0.9922465961
8,2,False,median,loo,10576.0000000000,0.0660675290,0.0666343245,-0.0005667954,4.0000000000,0.9712556732
24,2,False,median,loo,10576.0000000000,0.0660686489,0.0666343245,-0.0005656756,4.0000000000,0.9712556732
12,32,True,inv2,fixed020,10576.0000000000,0.0660695487,0.0666343245,-0.0005647758,4.0000000000,0.9948940998
20,2,True,exp,fixed020,10576.0000000000,0.0660736618,0.0666343245,-0.0005606626,4.0000000000,0.9712556732
20,2,True,exp,loo,10576.0000000000,0.0660740631,0.0666343245,-0.0005602614,4.0000000000,0.9712556732
24,16,True,mean,loo,10576.0000000000,0.0660742616,0.0666343245,-0.0005600629,4.0000000000,0.9932866868
24,16,True,mean,fixed020,10576.0000000000,0.0660746979,0.0666343245,-0.0005596265,4.0000000000,0.9932866868
20,4,True,median,loo,10576.0000000000,0.0660749383,0.0666343245,-0.0005593861,4.0000000000,0.9895990923
12,2,True,inv2,loo,10576.0000000000,0.0660768287,0.0666343245,-0.0005574958,4.0000000000,0.9712556732
20,2,True,inv1,fixed020,10576.0000000000,0.0660776115,0.0666343245,-0.0005567130,4.0000000000,0.9712556732
12,16,True,inv1,fixed020,10576.0000000000,0.0660779885,0.0666343245,-0.0005563360,4.0000000000,0.9932866868
20,2,True,inv1,loo,10576.0000000000,0.0660784851,0.0666343245,-0.0005558394,4.0000000000,0.9712556732
20,2,True,mean,fixed020,10576.0000000000,0.0660789275,0.0666343245,-0.0005553969,4.0000000000,0.9712556732
20,2,True,mean,loo,10576.0000000000,0.0660798197,0.0666343245,-0.0005545047,4.0000000000,0.9712556732
20,2,False,mean,loo,10576.0000000000,0.0660799860,0.0666343245,-0.0005543385,4.0000000000,0.9712556732
32,2,True,median,loo,10576.0000000000,0.0660806899,0.0666343245,-0.0005536346,4.0000000000,0.9712556732
20,8,True,mean,fixed020,10576.0000000000,0.0660820422,0.0666343245,-0.0005522823,4.0000000000,0.9922465961
12,16,True,exp,fixed020,10576.0000000000,0.0660837487,0.0666343245,-0.0005505758,4.0000000000,0.9932866868
12,16,False,median,loo,10576.0000000000,0.0660839994,0.0666343245,-0.0005503251,4.0000000000,0.9932866868
45,8,False,inv1,loo,10576.0000000000,0.0660862334,0.0666343245,-0.0005480911,4.0000000000,0.9922465961
20,32,True,exp,loo,10576.0000000000,0.0660869838,0.0666343245,-0.0005473406,4.0000000000,0.9948940998
32,2,False,median,fixed020,10576.0000000000,0.0660870431,0.0666343245,-0.0005472814,4.0000000000,0.9712556732
20,2,False,median,loo,10576.0000000000,0.0660877428,0.0666343245,-0.0005465816,4.0000000000,0.9712556732
24,32,False,median,fixed020,10576.0000000000,0.0660877971,0.0666343245,-0.0005465273,4.0000000000,0.9948940998
12,16,False,median,fixed020,10576.0000000000,0.0660884383,0.0666343245,-0.0005458862,4.0000000000,0.9932866868
32,8,False,median,fixed020,10576.0000000000,0.0660885275,0.0666343245,-0.0005457970,4.0000000000,0.9922465961
60,8,False,inv1,loo,10576.0000000000,0.0660888721,0.0666343245,-0.0005454523,4.0000000000,0.9922465961
12,2,True,inv1,loo,10576.0000000000,0.0660890710,0.0666343245,-0.0005452535,4.0000000000,0.9712556732
24,4,True,median,fixed020,10576.0000000000,0.0660891297,0.0666343245,-0.0005451948,4.0000000000,0.9895990923
60,8,False,exp,loo,10576.0000000000,0.0660892634,0.0666343245,-0.0005450611,4.0000000000,0.9922465961
20,32,False,mean,fixed020,10576.0000000000,0.0660895619,0.0666343245,-0.0005447625,4.0000000000,0.9948940998
32,8,True,mean,loo,10576.0000000000,0.0660906124,0.0666343245,-0.0005437121,4.0000000000,0.9922465961
8,16,False,median,loo,10576.0000000000,0.0660907363,0.0666343245,-0.0005435881,4.0000000000,0.9932866868
24,4,True,median,loo,10576.0000000000,0.0660926789,0.0666343245,-0.0005416456,4.0000000000,0.9895990923
45,8,False,exp,loo,10576.0000000000,0.0660941877,0.0666343245,-0.0005401367,4.0000000000,0.9922465961
45,4,False,inv2,loo,10576.0000000000,0.0660945774,0.0666343245,-0.0005397470,4.0000000000,0.9895990923
20,32,True,inv1,loo,10576.0000000000,0.0660947622,0.0666343245,-0.0005395622,4.0000000000,0.9948940998
24,32,False,median,loo,10576.0000000000,0.0660948815,0.0666343245,-0.0005394430,4.0000000000,0.9948940998
20,16,False,median,fixed020,10576.0000000000,0.0660952963,0.0666343245,-0.0005390282,4.0000000000,0.9932866868
20,32,True,exp,fixed020,10576.0000000000,0.0660959854,0.0666343245,-0.0005383391,4.0000000000,0.9948940998
32,8,True,mean,fixed020,10576.0000000000,0.0660963249,0.0666343245,-0.0005379996,4.0000000000,0.9922465961
20,32,False,mean,loo,10576.0000000000,0.0660964669,0.0666343245,-0.0005378576,4.0000000000,0.9948940998
45,8,False,inv2,loo,10576.0000000000,0.0660967342,0.0666343245,-0.0005375902,4.0000000000,0.9922465961
20,4,True,median,fixed020,10576.0000000000,0.0660973873,0.0666343245,-0.0005369372,4.0000000000,0.9895990923
20,16,False,median,loo,10576.0000000000,0.0661001643,0.0666343245,-0.0005341602,4.0000000000,0.9932866868
45,16,False,inv2,loo,10576.0000000000,0.0661008021,0.0666343245,-0.0005335223,4.0000000000,0.9932866868
32,32,False,mean,loo,10576.0000000000,0.0661009713,0.0666343245,-0.0005333532,4.0000000000,0.9948940998
20,32,True,inv1,fixed020,10576.0000000000,0.0661027632,0.0666343245,-0.0005315612,4.0000000000,0.9948940998
