width,radius,source_profile,agg,mode,n,rmse_pooled,base_rmse_pooled,delta_pooled,wins,coverage
24,2,False,inv1,fixed020,10576.0000000000,0.0661054965,0.0666343245,-0.0005288279,4.0000000000,0.9712556732
12,32,True,exp,fixed020,10576.0000000000,0.0661058011,0.0666343245,-0.0005285234,4.0000000000,0.9948940998
60,4,False,inv2,loo,10576.0000000000,0.0661064694,0.0666343245,-0.0005278551,4.0000000000,0.9895990923
20,2,True,inv2,fixed020,10576.0000000000,0.0661069058,0.0666343245,-0.0005274186,4.0000000000,0.9712556732
32,2,True,inv2,fixed020,10576.0000000000,0.0661075850,0.0666343245,-0.0005267395,4.0000000000,0.9712556732
20,2,True,inv2,loo,10576.0000000000,0.0661078035,0.0666343245,-0.0005265210,4.0000000000,0.9712556732
32,16,False,mean,fixed020,10576.0000000000,0.0661089229,0.0666343245,-0.0005254015,4.0000000000,0.9932866868
20,2,False,inv1,fixed020,10576.0000000000,0.0661091876,0.0666343245,-0.0005251369,4.0000000000,0.9712556732
12,32,True,inv1,fixed020,10576.0000000000,0.0661096823,0.0666343245,-0.0005246421,4.0000000000,0.9948940998
20,16,True,mean,loo,10576.0000000000,0.0661107485,0.0666343245,-0.0005235759,4.0000000000,0.9932866868
32,2,False,inv2,fixed020,10576.0000000000,0.0661111634,0.0666343245,-0.0005231611,4.0000000000,0.9712556732
12,8,True,mean,fixed020,10576.0000000000,0.0661116447,0.0666343245,-0.0005226798,4.0000000000,0.9922465961
45,4,True,exp,loo,10576.0000000000,0.0661118498,0.0666343245,-0.0005224747,4.0000000000,0.9895990923
60,8,False,inv2,loo,10576.0000000000,0.0661118541,0.0666343245,-0.0005224704,4.0000000000,0.9922465961
20,32,True,inv2,fixed020,10576.0000000000,0.0661125022,0.0666343245,-0.0005218223,4.0000000000,0.9948940998
45,4,True,mean,loo,10576.0000000000,0.0661130653,0.0666343245,-0.0005212591,4.0000000000,0.9895990923
45,4,True,inv1,loo,10576.0000000000,0.0661154142,0.0666343245,-0.0005189103,4.0000000000,0.9895990923
60,16,False,inv2,loo,10576.0000000000,0.0661159768,0.0666343245,-0.0005183477,4.0000000000,0.9932866868
12,2,True,exp,loo,10576.0000000000,0.0661167379,0.0666343245,-0.0005175865,4.0000000000,0.9712556732
24,2,False,inv2,fixed020,10576.0000000000,0.0661171738,0.0666343245,-0.0005171507,4.0000000000,0.9712556732
12,2,False,median,loo,10576.0000000000,0.0661185609,0.0666343245,-0.0005157635,4.0000000000,0.9712556732
60,16,False,exp,loo,10576.0000000000,0.0661193455,0.0666343245,-0.0005149789,4.0000000000,0.9932866868
12,2,False,median,fixed020,10576.0000000000,0.0661203531,0.0666343245,-0.0005139713,4.0000000000,0.9712556732
16,32,True,mean,fixed020,10576.0000000000,0.0661223361,0.0666343245,-0.0005119884,4.0000000000,0.9948940998
45,16,False,exp,loo,10576.0000000000,0.0661225395,0.0666343245,-0.0005117850,4.0000000000,0.9932866868
16,32,True,median,loo,10576.0000000000,0.0661244681,0.0666343245,-0.0005098563,4.0000000000,0.9948940998
12,2,True,inv2,fixed020,10576.0000000000,0.0661245356,0.0666343245,-0.0005097889,4.0000000000,0.9712556732
20,2,False,exp,fixed020,10576.0000000000,0.0661246315,0.0666343245,-0.0005096930,4.0000000000,0.9712556732
20,32,True,inv2,loo,10576.0000000000,0.0661246817,0.0666343245,-0.0005096428,4.0000000000,0.9948940998
45,32,False,inv2,loo,10576.0000000000,0.0661257620,0.0666343245,-0.0005085625,4.0000000000,0.9948940998
12,32,True,mean,loo,10576.0000000000,0.0661260697,0.0666343245,-0.0005082548,4.0000000000,0.9948940998
24,2,False,exp,fixed020,10576.0000000000,0.0661274452,0.0666343245,-0.0005068793,4.0000000000,0.9712556732
20,2,False,inv2,fixed020,10576.0000000000,0.0661290411,0.0666343245,-0.0005052834,3.0000000000,0.9712556732
45,16,False,inv1,loo,10576.0000000000,0.0661296428,0.0666343245,-0.0005046816,4.0000000000,0.9932866868
45,4,False,median,loo,10576.0000000000,0.0661308165,0.0666343245,-0.0005035080,4.0000000000,0.9895990923
20,16,True,mean,fixed020,10576.0000000000,0.0661315943,0.0666343245,-0.0005027301,4.0000000000,0.9932866868
32,2,True,median,fixed020,10576.0000000000,0.0661327263,0.0666343245,-0.0005015981,4.0000000000,0.9712556732
32,4,True,median,loo,10576.0000000000,0.0661330078,0.0666343245,-0.0005013167,4.0000000000,0.9895990923
60,4,False,median,loo,10576.0000000000,0.0661352767,0.0666343245,-0.0004990478,4.0000000000,0.9895990923
60,16,False,inv1,loo,10576.0000000000,0.0661354809,0.0666343245,-0.0004988435,4.0000000000,0.9932866868
8,16,False,median,fixed020,10576.0000000000,0.0661380598,0.0666343245,-0.0004962647,4.0000000000,0.9932866868
12,8,True,median,loo,10576.0000000000,0.0661387401,0.0666343245,-0.0004955844,4.0000000000,0.9922465961
32,32,False,mean,fixed020,10576.0000000000,0.0661396415,0.0666343245,-0.0004946829,4.0000000000,0.9948940998
12,2,True,mean,loo,10576.0000000000,0.0661400603,0.0666343245,-0.0004942642,4.0000000000,0.9712556732
12,2,True,inv1,fixed020,10576.0000000000,0.0661400608,0.0666343245,-0.0004942637,4.0000000000,0.9712556732
8,8,True,median,loo,10576.0000000000,0.0661423712,0.0666343245,-0.0004919532,4.0000000000,0.9922465961
32,4,True,median,fixed020,10576.0000000000,0.0661425358,0.0666343245,-0.0004917887,4.0000000000,0.9895990923
45,8,True,inv1,loo,10576.0000000000,0.0661444033,0.0666343245,-0.0004899212,4.0000000000,0.9922465961
20,2,False,mean,fixed020,10576.0000000000,0.0661458956,0.0666343245,-0.0004884289,4.0000000000,0.9712556732
45,8,True,exp,loo,10576.0000000000,0.0661468247,0.0666343245,-0.0004874998,4.0000000000,0.9922465961
20,8,True,median,loo,10576.0000000000,0.0661503260,0.0666343245,-0.0004839985,4.0000000000,0.9922465961
45,32,False,exp,loo,10576.0000000000,0.0661506962,0.0666343245,-0.0004836283,4.0000000000,0.9948940998
24,2,False,mean,fixed020,10576.0000000000,0.0661527264,0.0666343245,-0.0004815981,4.0000000000,0.9712556732
45,4,True,inv2,loo,10576.0000000000,0.0661544914,0.0666343245,-0.0004798331,4.0000000000,0.9895990923
24,8,True,median,fixed020,10576.0000000000,0.0661552864,0.0666343245,-0.0004790381,4.0000000000,0.9922465961
12,32,False,median,loo,10576.0000000000,0.0661555107,0.0666343245,-0.0004788137,4.0000000000,0.9948940998
12,32,False,median,fixed020,10576.0000000000,0.0661559472,0.0666343245,-0.0004783772,4.0000000000,0.9948940998
12,16,True,median,loo,10576.0000000000,0.0661561021,0.0666343245,-0.0004782224,4.0000000000,0.9932866868
45,8,False,mean,loo,10576.0000000000,0.0661567450,0.0666343245,-0.0004775795,4.0000000000,0.9922465961
60,32,False,inv2,loo,10576.0000000000,0.0661569474,0.0666343245,-0.0004773771,4.0000000000,0.9948940998
12,16,True,mean,fixed020,10576.0000000000,0.0661569704,0.0666343245,-0.0004773540,4.0000000000,0.9932866868
32,16,False,median,loo,10576.0000000000,0.0661575924,0.0666343245,-0.0004767320,4.0000000000,0.9932866868
60,8,False,mean,loo,10576.0000000000,0.0661576032,0.0666343245,-0.0004767212,4.0000000000,0.9922465961
45,8,True,inv2,loo,10576.0000000000,0.0661579324,0.0666343245,-0.0004763920,4.0000000000,0.9922465961
16,16,True,median,fixed020,10576.0000000000,0.0661582952,0.0666343245,-0.0004760292,4.0000000000,0.9932866868
8,2,True,inv2,loo,10576.0000000000,0.0661591722,0.0666343245,-0.0004751523,4.0000000000,0.9712556732
12,2,True,exp,fixed020,10576.0000000000,0.0661600904,0.0666343245,-0.0004742341,4.0000000000,0.9712556732
20,32,False,median,fixed020,10576.0000000000,0.0661601639,0.0666343245,-0.0004741606,4.0000000000,0.9948940998
24,8,True,median,loo,10576.0000000000,0.0661613856,0.0666343245,-0.0004729388,4.0000000000,0.9922465961
8,2,True,median,loo,10576.0000000000,0.0661625866,0.0666343245,-0.0004717379,4.0000000000,0.9712556732
8,2,True,inv1,loo,10576.0000000000,0.0661645089,0.0666343245,-0.0004698156,4.0000000000,0.9712556732
20,2,False,median,fixed020,10576.0000000000,0.0661645886,0.0666343245,-0.0004697358,4.0000000000,0.9712556732
20,32,False,median,loo,10576.0000000000,0.0661648216,0.0666343245,-0.0004695029,4.0000000000,0.9948940998
24,2,True,inv2,loo,10576.0000000000,0.0661651580,0.0666343245,-0.0004691664,4.0000000000,0.9712556732
24,2,True,inv1,loo,10576.0000000000,0.0661660845,0.0666343245,-0.0004682399,4.0000000000,0.9712556732
60,32,False,exp,loo,10576.0000000000,0.0661665727,0.0666343245,-0.0004677517,4.0000000000,0.9948940998
45,32,False,inv1,loo,10576.0000000000,0.0661675188,0.0666343245,-0.0004668056,4.0000000000,0.9948940998
12,4,True,median,fixed020,10576.0000000000,0.0661677151,0.0666343245,-0.0004666094,4.0000000000,0.9895990923
45,16,True,inv2,loo,10576.0000000000,0.0661683236,0.0666343245,-0.0004660008,4.0000000000,0.9932866868
20,8,True,median,fixed020,10576.0000000000,0.0661684719,0.0666343245,-0.0004658525,4.0000000000,0.9922465961
12,2,True,median,loo,10576.0000000000,0.0661693572,0.0666343245,-0.0004649673,4.0000000000,0.9712556732
8,32,False,median,loo,10576.0000000000,0.0661723197,0.0666343245,-0.0004620047,4.0000000000,0.9948940998
24,2,True,inv1,fixed020,10576.0000000000,0.0661739888,0.0666343245,-0.0004603357,4.0000000000,0.9712556732
12,2,True,mean,fixed020,10576.0000000000,0.0661754301,0.0666343245,-0.0004588944,4.0000000000,0.9712556732
24,2,True,exp,loo,10576.0000000000,0.0661783879,0.0666343245,-0.0004559366,4.0000000000,0.9712556732
45,16,True,exp,loo,10576.0000000000,0.0661805832,0.0666343245,-0.0004537413,4.0000000000,0.9932866868
24,32,True,mean,fixed020,10576.0000000000,0.0661809358,0.0666343245,-0.0004533887,4.0000000000,0.9948940998
24,2,True,inv2,fixed020,10576.0000000000,0.0661817710,0.0666343245,-0.0004525535,4.0000000000,0.9712556732
60,32,False,inv1,loo,10576.0000000000,0.0661828397,0.0666343245,-0.0004514848,4.0000000000,0.9948940998
45,4,True,median,loo,10576.0000000000,0.0661831973,0.0666343245,-0.0004511271,4.0000000000,0.9895990923
20,16,True,median,loo,10576.0000000000,0.0661836890,0.0666343245,-0.0004506355,4.0000000000,0.9932866868
8,16,True,median,loo,10576.0000000000,0.0661851230,0.0666343245,-0.0004492015,4.0000000000,0.9932866868
24,2,False,median,fixed020,10576.0000000000,0.0661851991,0.0666343245,-0.0004491254,4.0000000000,0.9712556732
8,2,True,exp,loo,10576.0000000000,0.0661855217,0.0666343245,-0.0004488028,4.0000000000,0.9712556732
24,2,True,exp,fixed020,10576.0000000000,0.0661857012,0.0666343245,-0.0004486232,4.0000000000,0.9712556732
24,2,True,mean,loo,10576.0000000000,0.0661905084,0.0666343245,-0.0004438161,4.0000000000,0.9712556732
12,2,True,median,fixed020,10576.0000000000,0.0661932025,0.0666343245,-0.0004411220,4.0000000000,0.9712556732
45,16,True,inv1,loo,10576.0000000000,0.0661938974,0.0666343245,-0.0004404271,4.0000000000,0.9932866868
32,16,True,mean,loo,10576.0000000000,0.0661949429,0.0666343245,-0.0004393815,4.0000000000,0.9932866868
8,4,True,inv1,fixed020,10576.0000000000,0.0661953213,0.0666343245,-0.0004390032,4.0000000000,0.9895990923
8,8,True,inv2,fixed020,10576.0000000000,0.0661970734,0.0666343245,-0.0004372511,4.0000000000,0.9922465961
24,32,True,mean,loo,10576.0000000000,0.0661985378,0.0666343245,-0.0004357867,4.0000000000,0.9948940998
8,4,True,exp,fixed020,10576.0000000000,0.0661998643,0.0666343245,-0.0004344601,4.0000000000,0.9895990923
24,2,True,mean,fixed020,10576.0000000000,0.0662000212,0.0666343245,-0.0004343033,4.0000000000,0.9712556732
8,4,True,inv2,fixed020,10576.0000000000,0.0662001873,0.0666343245,-0.0004341372,4.0000000000,0.9895990923
60,4,True,inv1,loo,10576.0000000000,0.0662003968,0.0666343245,-0.0004339277,4.0000000000,0.9895990923
8,8,True,inv1,fixed020,10576.0000000000,0.0662014096,0.0666343245,-0.0004329148,4.0000000000,0.9922465961
8,4,True,mean,fixed020,10576.0000000000,0.0662017858,0.0666343245,-0.0004325386,4.0000000000,0.9895990923
24,2,True,median,loo,10576.0000000000,0.0662018705,0.0666343245,-0.0004324540,4.0000000000,0.9712556732
32,32,False,median,loo,10576.0000000000,0.0662021146,0.0666343245,-0.0004322099,4.0000000000,0.9948940998
60,4,True,exp,loo,10576.0000000000,0.0662029081,0.0666343245,-0.0004314163,4.0000000000,0.9895990923
24,16,True,median,fixed020,10576.0000000000,0.0662031286,0.0666343245,-0.0004311959,4.0000000000,0.9932866868
8,16,True,inv2,fixed020,10576.0000000000,0.0662037901,0.0666343245,-0.0004305343,4.0000000000,0.9932866868
8,8,True,exp,fixed020,10576.0000000000,0.0662044810,0.0666343245,-0.0004298435,4.0000000000,0.9922465961
8,2,True,mean,loo,10576.0000000000,0.0662047100,0.0666343245,-0.0004296145,4.0000000000,0.9712556732
32,16,False,median,fixed020,10576.0000000000,0.0662054432,0.0666343245,-0.0004288812,4.0000000000,0.9932866868
32,16,True,mean,fixed020,10576.0000000000,0.0662054975,0.0666343245,-0.0004288269,4.0000000000,0.9932866868
24,16,True,median,loo,10576.0000000000,0.0662060215,0.0666343245,-0.0004283030,4.0000000000,0.9932866868
24,2,True,median,fixed020,10576.0000000000,0.0662075984,0.0666343245,-0.0004267261,4.0000000000,0.9712556732
60,2,False,inv2,loo,10576.0000000000,0.0662077288,0.0666343245,-0.0004265957,4.0000000000,0.9712556732
60,2,False,inv1,loo,10576.0000000000,0.0662081651,0.0666343245,-0.0004261594,4.0000000000,0.9712556732
45,2,False,inv2,loo,10576.0000000000,0.0662083872,0.0666343245,-0.0004259373,4.0000000000,0.9712556732
8,32,True,inv2,fixed020,10576.0000000000,0.0662095064,0.0666343245,-0.0004248181,4.0000000000,0.9948940998
60,4,True,mean,loo,10576.0000000000,0.0662102950,0.0666343245,-0.0004240294,4.0000000000,0.9895990923
45,32,True,inv2,loo,10576.0000000000,0.0662112012,0.0666343245,-0.0004231233,4.0000000000,0.9948940998
45,2,False,inv1,loo,10576.0000000000,0.0662119636,0.0666343245,-0.0004223609,4.0000000000,0.9712556732
60,8,True,inv1,loo,10576.0000000000,0.0662126692,0.0666343245,-0.0004216552,4.0000000000,0.9922465961
20,16,True,median,fixed020,10576.0000000000,0.0662126758,0.0666343245,-0.0004216486,4.0000000000,0.9932866868
45,8,True,mean,loo,10576.0000000000,0.0662131480,0.0666343245,-0.0004211765,4.0000000000,0.9922465961
8,32,False,median,fixed020,10576.0000000000,0.0662132300,0.0666343245,-0.0004210945,4.0000000000,0.9948940998
12,32,True,mean,fixed020,10576.0000000000,0.0662176604,0.0666343245,-0.0004166641,4.0000000000,0.9948940998
60,8,True,exp,loo,10576.0000000000,0.0662179258,0.0666343245,-0.0004163986,4.0000000000,0.9922465961
8,16,True,inv1,fixed020,10576.0000000000,0.0662199732,0.0666343245,-0.0004143513,4.0000000000,0.9932866868
8,16,True,exp,fixed020,10576.0000000000,0.0662201231,0.0666343245,-0.0004142014,4.0000000000,0.9932866868
60,2,False,exp,loo,10576.0000000000,0.0662213912,0.0666343245,-0.0004129333,4.0000000000,0.9712556732
8,8,True,mean,fixed020,10576.0000000000,0.0662233400,0.0666343245,-0.0004109844,4.0000000000,0.9922465961
8,32,True,exp,fixed020,10576.0000000000,0.0662247865,0.0666343245,-0.0004095379,4.0000000000,0.9948940998
45,2,False,exp,loo,10576.0000000000,0.0662256524,0.0666343245,-0.0004086721,4.0000000000,0.9712556732
60,8,True,inv2,loo,10576.0000000000,0.0662263956,0.0666343245,-0.0004079288,4.0000000000,0.9922465961
8,32,True,inv1,fixed020,10576.0000000000,0.0662275545,0.0666343245,-0.0004067699,4.0000000000,0.9948940998
60,4,True,inv2,loo,10576.0000000000,0.0662278731,0.0666343245,-0.0004064514,4.0000000000,0.9895990923
45,32,True,exp,loo,10576.0000000000,0.0662295042,0.0666343245,-0.0004048203,4.0000000000,0.9948940998
60,16,True,inv2,loo,10576.0000000000,0.0662308034,0.0666343245,-0.0004035211,4.0000000000,0.9932866868
60,2,False,mean,loo,10576.0000000000,0.0662345151,0.0666343245,-0.0003998094,4.0000000000,0.9712556732
12,8,True,median,fixed020,10576.0000000000,0.0662379770,0.0666343245,-0.0003963474,4.0000000000,0.9922465961
45,2,False,mean,loo,10576.0000000000,0.0662381105,0.0666343245,-0.0003962140,4.0000000000,0.9712556732
60,16,True,exp,loo,10576.0000000000,0.0662384124,0.0666343245,-0.0003959121,4.0000000000,0.9932866868
32,32,False,median,fixed020,10576.0000000000,0.0662390917,0.0666343245,-0.0003952328,4.0000000000,0.9948940998
8,2,True,inv2,fixed020,10576.0000000000,0.0662416347,0.0666343245,-0.0003926897,4.0000000000,0.9712556732
60,16,True,inv1,loo,10576.0000000000,0.0662455320,0.0666343245,-0.0003887925,4.0000000000,0.9932866868
32,8,True,median,loo,10576.0000000000,0.0662456143,0.0666343245,-0.0003887101,4.0000000000,0.9922465961
20,32,True,mean,fixed020,10576.0000000000,0.0662456246,0.0666343245,-0.0003886999,4.0000000000,0.9948940998
8,4,True,median,fixed020,10576.0000000000,0.0662460797,0.0666343245,-0.0003882447,4.0000000000,0.9895990923
12,32,True,median,loo,10576.0000000000,0.0662485938,0.0666343245,-0.0003857307,4.0000000000,0.9948940998
8,16,True,mean,fixed020,10576.0000000000,0.0662489343,0.0666343245,-0.0003853902,4.0000000000,0.9932866868
60,4,True,median,loo,10576.0000000000,0.0662510062,0.0666343245,-0.0003833183,4.0000000000,0.9895990923
20,32,True,mean,loo,10576.0000000000,0.0662510892,0.0666343245,-0.0003832352,4.0000000000,0.9948940998
16,32,True,median,fixed020,10576.0000000000,0.0662512197,0.0666343245,-0.0003831047,4.0000000000,0.9948940998
8,2,True,inv1,fixed020,10576.0000000000,0.0662516619,0.0666343245,-0.0003826626,4.0000000000,0.9712556732
32,32,True,mean,loo,10576.0000000000,0.0662522478,0.0666343245,-0.0003820766,4.0000000000,0.9948940998
45,8,False,median,loo,10576.0000000000,0.0662524180,0.0666343245,-0.0003819064,4.0000000000,0.9922465961
60,8,False,median,loo,10576.0000000000,0.0662553840,0.0666343245,-0.0003789405,4.0000000000,0.9922465961
45,2,True,inv1,loo,10576.0000000000,0.0662566152,0.0666343245,-0.0003777093,4.0000000000,0.9712556732
45,32,True,inv1,loo,10576.0000000000,0.0662566933,0.0666343245,-0.0003776312,4.0000000000,0.9948940998
45,2,True,inv2,loo,10576.0000000000,0.0662567724,0.0666343245,-0.0003775521,4.0000000000,0.9712556732
60,2,False,median,loo,10576.0000000000,0.0662568001,0.0666343245,-0.0003775243,4.0000000000,0.9712556732
8,2,True,median,fixed020,10576.0000000000,0.0662581935,0.0666343245,-0.0003761310,4.0000000000,0.9712556732
32,8,True,median,fixed020,10576.0000000000,0.0662583135,0.0666343245,-0.0003760109,4.0000000000,0.9922465961
24,32,True,median,fixed020,10576.0000000000,0.0662596899,0.0666343245,-0.0003746346,4.0000000000,0.9948940998
32,32,True,mean,fixed020,10576.0000000000,0.0662643420,0.0666343245,-0.0003699825,4.0000000000,0.9948940998
8,2,True,exp,fixed020,10576.0000000000,0.0662651021,0.0666343245,-0.0003692224,4.0000000000,0.9712556732
45,2,True,exp,loo,10576.0000000000,0.0662651825,0.0666343245,-0.0003691420,4.0000000000,0.9712556732
8,32,True,median,loo,10576.0000000000,0.0662675482,0.0666343245,-0.0003667763,4.0000000000,0.9948940998
24,32,True,median,loo,10576.0000000000,0.0662729005,0.0666343245,-0.0003614240,4.0000000000,0.9948940998
12,16,True,median,fixed020,10576.0000000000,0.0662734667,0.0666343245,-0.0003608578,4.0000000000,0.9932866868
45,2,True,mean,loo,10576.0000000000,0.0662738652,0.0666343245,-0.0003604593,4.0000000000,0.9712556732
60,32,True,inv2,loo,10576.0000000000,0.0662743217,0.0666343245,-0.0003600027,4.0000000000,0.9948940998
8,2,True,mean,fixed020,10576.0000000000,0.0662755503,0.0666343245,-0.0003587741,4.0000000000,0.9712556732
60,8,True,mean,loo,10576.0000000000,0.0662755848,0.0666343245,-0.0003587397,4.0000000000,0.9922465961
8,32,True,mean,fixed020,10576.0000000000,0.0662767465,0.0666343245,-0.0003575779,4.0000000000,0.9948940998
45,2,False,median,loo,10576.0000000000,0.0662768226,0.0666343245,-0.0003575019,4.0000000000,0.9712556732
45,8,True,median,loo,10576.0000000000,0.0662790559,0.0666343245,-0.0003552686,4.0000000000,0.9922465961
45,4,True,mean,fixed020,10576.0000000000,0.0662830870,0.0666343245,-0.0003512374,4.0000000000,0.9895990923
60,32,True,exp,loo,10576.0000000000,0.0662871972,0.0666343245,-0.0003471272,4.0000000000,0.9948940998
45,4,True,exp,fixed020,10576.0000000000,0.0662928004,0.0666343245,-0.0003415240,4.0000000000,0.9895990923
45,16,False,mean,loo,10576.0000000000,0.0662938835,0.0666343245,-0.0003404410,4.0000000000,0.9932866868
60,2,True,inv1,loo,10576.0000000000,0.0662942876,0.0666343245,-0.0003400368,4.0000000000,0.9712556732
60,2,True,inv2,loo,10576.0000000000,0.0662955294,0.0666343245,-0.0003387951,4.0000000000,0.9712556732
60,32,True,inv1,loo,10576.0000000000,0.0662990839,0.0666343245,-0.0003352406,4.0000000000,0.9948940998
32,16,True,median,loo,10576.0000000000,0.0663011961,0.0666343245,-0.0003331283,4.0000000000,0.9932866868
60,16,False,mean,loo,10576.0000000000,0.0663024798,0.0666343245,-0.0003318447,4.0000000000,0.9932866868
60,2,True,exp,loo,10576.0000000000,0.0663037850,0.0666343245,-0.0003305394,4.0000000000,0.9712556732
20,32,True,median,loo,10576.0000000000,0.0663066215,0.0666343245,-0.0003277029,4.0000000000,0.9948940998
20,32,True,median,fixed020,10576.0000000000,0.0663108794,0.0666343245,-0.0003234451,4.0000000000,0.9948940998
8,8,True,median,fixed020,10576.0000000000,0.0663119500,0.0666343245,-0.0003223745,4.0000000000,0.9922465961
32,16,True,median,fixed020,10576.0000000000,0.0663122545,0.0666343245,-0.0003220699,4.0000000000,0.9932866868
60,2,True,mean,loo,10576.0000000000,0.0663138195,0.0666343245,-0.0003205049,4.0000000000,0.9712556732
45,8,True,exp,fixed020,10576.0000000000,0.0663188108,0.0666343245,-0.0003155136,4.0000000000,0.9922465961
45,2,True,median,loo,10576.0000000000,0.0663212891,0.0666343245,-0.0003130353,4.0000000000,0.9712556732
60,16,False,median,loo,10576.0000000000,0.0663230134,0.0666343245,-0.0003113111,4.0000000000,0.9932866868
60,2,True,median,loo,10576.0000000000,0.0663248226,0.0666343245,-0.0003095018,4.0000000000,0.9712556732
45,4,True,inv1,fixed020,10576.0000000000,0.0663255075,0.0666343245,-0.0003088170,4.0000000000,0.9895990923
12,32,True,median,fixed020,10576.0000000000,0.0663256215,0.0666343245,-0.0003087030,4.0000000000,0.9948940998
45,16,True,mean,loo,10576.0000000000,0.0663358574,0.0666343245,-0.0002984671,4.0000000000,0.9932866868
45,8,True,inv1,fixed020,10576.0000000000,0.0663383049,0.0666343245,-0.0002960196,4.0000000000,0.9922465961
45,16,False,median,loo,10576.0000000000,0.0663389865,0.0666343245,-0.0002953379,4.0000000000,0.9932866868
60,8,True,median,loo,10576.0000000000,0.0663437446,0.0666343245,-0.0002905799,4.0000000000,0.9922465961
45,16,True,exp,fixed020,10576.0000000000,0.0663531765,0.0666343245,-0.0002811480,3.0000000000,0.9932866868
45,32,False,mean,loo,10576.0000000000,0.0663532384,0.0666343245,-0.0002810861,3.0000000000,0.9948940998
60,32,False,mean,loo,10576.0000000000,0.0663565736,0.0666343245,-0.0002777508,3.0000000000,0.9948940998
8,16,True,median,fixed020,10576.0000000000,0.0663658123,0.0666343245,-0.0002685121,4.0000000000,0.9932866868
60,16,True,mean,loo,10576.0000000000,0.0663668826,0.0666343245,-0.0002674418,4.0000000000,0.9932866868
45,16,True,median,loo,10576.0000000000,0.0663674171,0.0666343245,-0.0002669074,4.0000000000,0.9932866868
32,32,True,median,loo,10576.0000000000,0.0663689764,0.0666343245,-0.0002653481,4.0000000000,0.9948940998
60,32,False,median,loo,10576.0000000000,0.0663704270,0.0666343245,-0.0002638975,4.0000000000,0.9948940998
45,4,True,median,fixed020,10576.0000000000,0.0663763221,0.0666343245,-0.0002580024,4.0000000000,0.9895990923
45,4,False,mean,fixed020,10576.0000000000,0.0663784918,0.0666343245,-0.0002558326,3.0000000000,0.9895990923
45,32,False,median,loo,10576.0000000000,0.0663788260,0.0666343245,-0.0002554984,3.0000000000,0.9948940998
32,32,True,median,fixed020,10576.0000000000,0.0663812189,0.0666343245,-0.0002531055,4.0000000000,0.9948940998
45,16,True,inv1,fixed020,10576.0000000000,0.0663859582,0.0666343245,-0.0002483663,3.0000000000,0.9932866868
60,16,True,median,loo,10576.0000000000,0.0663941034,0.0666343245,-0.0002402210,4.0000000000,0.9932866868
45,4,False,exp,fixed020,10576.0000000000,0.0664012805,0.0666343245,-0.0002330439,3.0000000000,0.9895990923
8,32,True,median,fixed020,10576.0000000000,0.0664131754,0.0666343245,-0.0002211490,4.0000000000,0.9948940998
45,8,False,exp,fixed020,10576.0000000000,0.0664134217,0.0666343245,-0.0002209028,3.0000000000,0.9922465961
45,8,True,mean,fixed020,10576.0000000000,0.0664153806,0.0666343245,-0.0002189439,3.0000000000,0.9922465961
45,32,True,exp,fixed020,10576.0000000000,0.0664246687,0.0666343245,-0.0002096558,3.0000000000,0.9948940998
60,32,True,median,loo,10576.0000000000,0.0664251473,0.0666343245,-0.0002091772,4.0000000000,0.9948940998
45,32,True,mean,loo,10576.0000000000,0.0664260768,0.0666343245,-0.0002082476,3.0000000000,0.9948940998
60,32,True,mean,loo,10576.0000000000,0.0664307454,0.0666343245,-0.0002035790,3.0000000000,0.9948940998
45,16,False,exp,fixed020,10576.0000000000,0.0664349287,0.0666343245,-0.0001993958,3.0000000000,0.9932866868
45,8,False,inv1,fixed020,10576.0000000000,0.0664398738,0.0666343245,-0.0001944507,3.0000000000,0.9922465961
45,4,False,inv1,fixed020,10576.0000000000,0.0664437200,0.0666343245,-0.0001906044,2.0000000000,0.9895990923
45,32,True,median,loo,10576.0000000000,0.0664439039,0.0666343245,-0.0001904205,3.0000000000,0.9948940998
60,4,False,mean,fixed020,10576.0000000000,0.0664640416,0.0666343245,-0.0001702829,3.0000000000,0.9895990923
45,32,True,inv1,fixed020,10576.0000000000,0.0664668876,0.0666343245,-0.0001674369,3.0000000000,0.9948940998
45,16,False,inv1,fixed020,10576.0000000000,0.0664690431,0.0666343245,-0.0001652814,3.0000000000,0.9932866868
45,8,True,inv2,fixed020,10576.0000000000,0.0664694078,0.0666343245,-0.0001649167,2.0000000000,0.9922465961
45,16,True,inv2,fixed020,10576.0000000000,0.0664756711,0.0666343245,-0.0001586533,2.0000000000,0.9932866868
45,32,False,exp,fixed020,10576.0000000000,0.0664797393,0.0666343245,-0.0001545852,3.0000000000,0.9948940998
45,4,True,inv2,fixed020,10576.0000000000,0.0664863890,0.0666343245,-0.0001479355,2.0000000000,0.9895990923
60,4,False,exp,fixed020,10576.0000000000,0.0664976790,0.0666343245,-0.0001366454,2.0000000000,0.9895990923
45,8,False,mean,fixed020,10576.0000000000,0.0665011505,0.0666343245,-0.0001331740,3.0000000000,0.9922465961
60,8,False,exp,fixed020,10576.0000000000,0.0665049827,0.0666343245,-0.0001293418,2.0000000000,0.9922465961
45,32,False,inv1,fixed020,10576.0000000000,0.0665067905,0.0666343245,-0.0001275339,3.0000000000,0.9948940998
45,8,True,median,fixed020,10576.0000000000,0.0665149439,0.0666343245,-0.0001193806,3.0000000000,0.9922465961
