family,dataset,partition,method,n,rmse,mae,eligible_for_core_meta,note
overnight_corrections,exact_hidden_doy,exact2024,safe_loo_date_w20,152,0.059180730,0.042355480,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,exact_hidden_doy,exact2024,safe_loo_crop_doy_w10,152,0.059195031,0.042433153,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,exact_hidden_doy,exact2024,safe_loo_crop_doy_w20,152,0.059176500,0.042313722,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,exact_hidden_doy,exact2024,safe_loo_doy_w10,152,0.059289087,0.042519196,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,exact_hidden_doy,exact2024,safe_loo_doy_w20,152,0.059360155,0.042484337,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,exact_hidden_doy,exact2024,safe_pca_rank1_b0.5,152,0.057521896,0.039236131,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,exact_hidden_doy,exact2024,safe_pca_rank1_b1.0,152,0.058664233,0.038909344,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,exact_hidden_doy,exact2024,safe_pca_rank2_b0.5,152,0.058225299,0.039757628,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,exact_hidden_doy,exact2024,safe_pca_rank2_b1.0,152,0.060285070,0.039755582,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random0,safe_loo_date_w10,2644,0.081143013,0.051369348,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random0,safe_loo_date_w20,2644,0.081113004,0.051341560,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random0,safe_loo_crop_doy_w10,2644,0.081190916,0.051401969,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random0,safe_loo_crop_doy_w20,2644,0.081217164,0.051414407,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random0,safe_loo_doy_w10,2644,0.081199457,0.051406975,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random0,safe_loo_doy_w20,2644,0.081234450,0.051424290,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random0,safe_pca_rank1_b0.5,2644,0.080227641,0.050697563,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random0,safe_pca_rank1_b1.0,2644,0.081297523,0.052110297,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random0,safe_pca_rank2_b0.5,2644,0.079890248,0.050260534,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random0,safe_pca_rank2_b1.0,2644,0.080529572,0.051015186,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random1,safe_loo_date_w10,2644,0.075927177,0.051375251,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random1,safe_loo_date_w20,2644,0.075909729,0.051346104,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random1,safe_loo_crop_doy_w10,2644,0.075870576,0.051346891,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random1,safe_loo_crop_doy_w20,2644,0.075809741,0.051304265,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random1,safe_loo_doy_w10,2644,0.075851906,0.051321815,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random1,safe_loo_doy_w20,2644,0.075770870,0.051253383,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random1,safe_pca_rank1_b0.5,2644,0.074093797,0.049895042,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random1,safe_pca_rank1_b1.0,2644,0.074758761,0.050764717,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random1,safe_pca_rank2_b0.5,2644,0.074013811,0.049522612,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random1,safe_pca_rank2_b1.0,2644,0.074282701,0.049528850,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random2,safe_loo_date_w10,2644,0.078516831,0.050057459,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random2,safe_loo_date_w20,2644,0.078522537,0.050061571,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random2,safe_loo_crop_doy_w10,2644,0.078457708,0.050031895,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random2,safe_loo_crop_doy_w20,2644,0.078414285,0.050025096,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random2,safe_loo_doy_w10,2644,0.078436248,0.050000375,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random2,safe_loo_doy_w20,2644,0.078375664,0.049966702,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random2,safe_pca_rank1_b0.5,2644,0.076974309,0.048741559,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random2,safe_pca_rank1_b1.0,2644,0.077712303,0.049535481,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random2,safe_pca_rank2_b0.5,2644,0.076818071,0.048332493,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,random_private_like,random2,safe_pca_rank2_b1.0,2644,0.077235064,0.048432592,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_0,safe_loo_date_w10,925,0.067406079,0.043661629,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_0,safe_loo_date_w20,925,0.067327194,0.043561263,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_0,safe_loo_crop_doy_w10,925,0.067477306,0.043774984,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_0,safe_loo_crop_doy_w20,925,0.067465326,0.043795073,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_0,safe_loo_doy_w10,925,0.067486786,0.043758817,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_0,safe_loo_doy_w20,925,0.067482110,0.043752351,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_0,safe_pca_rank1_b0.5,925,0.066311550,0.042929286,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_0,safe_pca_rank1_b1.0,925,0.067409967,0.043839810,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_0,safe_pca_rank2_b0.5,925,0.065640024,0.042069112,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_0,safe_pca_rank2_b1.0,925,0.065775860,0.041735556,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_1,safe_loo_date_w10,925,0.085289796,0.046033181,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_1,safe_loo_date_w20,925,0.085175176,0.045873510,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_1,safe_loo_crop_doy_w10,925,0.085450908,0.046193511,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_1,safe_loo_crop_doy_w20,925,0.085497394,0.046204198,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_1,safe_loo_doy_w10,925,0.085455144,0.046177085,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_1,safe_loo_doy_w20,925,0.085507452,0.046166805,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_1,safe_pca_rank1_b0.5,925,0.084646739,0.045558028,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_1,safe_pca_rank1_b1.0,925,0.085606836,0.046709590,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_1,safe_pca_rank2_b0.5,925,0.084462801,0.044774244,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_1,safe_pca_rank2_b1.0,925,0.085082669,0.045029925,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_2,safe_loo_date_w10,925,0.068707965,0.044694275,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_2,safe_loo_date_w20,925,0.068673953,0.044649803,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_2,safe_loo_crop_doy_w10,925,0.068752867,0.044739786,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_2,safe_loo_crop_doy_w20,925,0.068758238,0.044744302,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_2,safe_loo_doy_w10,925,0.068734779,0.044712213,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_2,safe_loo_doy_w20,925,0.068719869,0.044683987,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_2,safe_pca_rank1_b0.5,925,0.067702821,0.044212720,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_2,safe_pca_rank1_b1.0,925,0.069065690,0.046042818,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_2,safe_pca_rank2_b0.5,925,0.066605531,0.043129505,False,crossfit/PCA correction; incompatible second-level fit
overnight_corrections,date25,date25_2,safe_pca_rank2_b1.0,925,0.066759493,0.043124523,False,crossfit/PCA correction; incompatible second-level fit
exact_local,exact_hidden_doy,exact2019,base_k6,249,0.066028223,0.047499750,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2019,base_k8,249,0.065044986,0.047158964,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2019,base_k12,249,0.067042184,0.048912741,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2019,lag_k12_d2,249,0.065379675,0.046269660,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2019,lag_k16_d3,249,0.064507315,0.045785213,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2019,lag_k24_d2,249,0.065903659,0.047672000,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2019,hgb,249,0.057749371,0.039727019,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2020,base_k6,222,0.065024844,0.047290835,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2020,base_k8,222,0.064274265,0.046779972,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2020,base_k12,222,0.063904739,0.046694206,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2020,lag_k12_d2,222,0.062682619,0.045492930,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2020,lag_k16_d3,222,0.062191370,0.045612551,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2020,lag_k24_d2,222,0.062131702,0.044639992,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2020,hgb,222,0.055966933,0.037613409,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2021,base_k6,130,0.089244737,0.065424136,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2021,base_k8,130,0.090260333,0.067155785,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2021,base_k12,130,0.093379101,0.070368200,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2021,lag_k12_d2,130,0.085386193,0.063776646,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2021,lag_k16_d3,130,0.085997409,0.063277292,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2021,lag_k24_d2,130,0.090738178,0.066610405,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2021,hgb,130,0.077495517,0.057193278,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2022,base_k6,192,0.072366364,0.052532773,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2022,base_k8,192,0.072240605,0.053035210,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2022,base_k12,192,0.072190758,0.054299856,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2022,lag_k12_d2,192,0.067867717,0.048238232,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2022,lag_k16_d3,192,0.067257140,0.048312874,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2022,lag_k24_d2,192,0.070075987,0.050006555,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2022,hgb,192,0.067843195,0.048510951,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2023,base_k6,169,0.075400610,0.051900449,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2023,base_k8,169,0.076162219,0.052413688,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2023,base_k12,169,0.076218630,0.053328611,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2023,lag_k12_d2,169,0.073331759,0.050737881,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2023,lag_k16_d3,169,0.071646233,0.049747518,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2023,lag_k24_d2,169,0.072127955,0.049630601,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2023,hgb,169,0.072534562,0.046282499,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2024,base_k6,152,0.058346048,0.041476640,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2024,base_k8,152,0.059231819,0.042563748,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2024,base_k12,152,0.060458708,0.043816876,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2024,lag_k12_d2,152,0.058663512,0.042006290,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2024,lag_k16_d3,152,0.057292335,0.041122600,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2024,lag_k24_d2,152,0.057113147,0.041322997,False,exact-only; no common random protocol
exact_local,exact_hidden_doy,exact2024,hgb,152,0.051247265,0.035366091,False,exact-only; no common random protocol
smooth,exact,exact2019,gauss_5_1,249,0.068675452,0.048348699,False,exact-only smoother
smooth,exact,exact2019,gauss_8_0,249,0.067476134,0.048244280,False,exact-only smoother
smooth,exact,exact2019,tricube_8_1,249,0.075966251,0.052600866,False,exact-only smoother
smooth,exact,exact2019,median_8_0,249,0.068485451,0.047909198,False,exact-only smoother
smooth,exact,exact2020,gauss_5_1,222,0.066330976,0.046580278,False,exact-only smoother
smooth,exact,exact2020,gauss_8_0,222,0.062486478,0.043797473,False,exact-only smoother
smooth,exact,exact2020,tricube_8_1,222,0.068079944,0.048066946,False,exact-only smoother
smooth,exact,exact2020,median_8_0,222,0.064882938,0.044647804,False,exact-only smoother
smooth,exact,exact2021,gauss_5_1,130,0.101883073,0.072990989,False,exact-only smoother
smooth,exact,exact2021,gauss_8_0,130,0.101281725,0.072496347,False,exact-only smoother
smooth,exact,exact2021,tricube_8_1,130,0.107479109,0.076135787,False,exact-only smoother
smooth,exact,exact2021,median_8_0,130,0.106047244,0.071957046,False,exact-only smoother
smooth,exact,exact2022,gauss_5_1,192,0.078265911,0.056185828,False,exact-only smoother
smooth,exact,exact2022,gauss_8_0,192,0.076710475,0.057028076,False,exact-only smoother
smooth,exact,exact2022,tricube_8_1,192,0.083630949,0.059236368,False,exact-only smoother
smooth,exact,exact2022,median_8_0,192,0.083481538,0.058578931,False,exact-only smoother
smooth,exact,exact2023,gauss_5_1,169,0.090292322,0.062522945,False,exact-only smoother
smooth,exact,exact2023,gauss_8_0,169,0.088604335,0.062617846,False,exact-only smoother
smooth,exact,exact2023,tricube_8_1,169,0.098033867,0.065617902,False,exact-only smoother
smooth,exact,exact2023,median_8_0,169,0.090297184,0.061820873,False,exact-only smoother
smooth,exact,exact2024,gauss_5_1,152,0.060919280,0.041546948,False,exact-only smoother
smooth,exact,exact2024,gauss_8_0,152,0.061705565,0.042877234,False,exact-only smoother
smooth,exact,exact2024,tricube_8_1,152,0.067819702,0.045817615,False,exact-only smoother
smooth,exact,exact2024,median_8_0,152,0.062476869,0.042039364,False,exact-only smoother
seed_ensemble,all,seed0,base_k6,2644,0.081025929,0.050881765,False,partial seed/mode coverage
seed_ensemble,all,seed0,lag_k16_d3,2644,0.079458995,0.049940579,False,partial seed/mode coverage
seed_ensemble,all,seed0,hgb_seed42,2644,0.073805933,0.043621903,False,partial seed/mode coverage
seed_ensemble,all,seed0,hgb_seed7,2644,0.073232468,0.043367304,False,partial seed/mode coverage
seed_ensemble,all,seed0,hgb_seed123,2644,0.073799112,0.043712732,False,partial seed/mode coverage
seed_ensemble,all,seed0,hgb_seed_mean,2644,0.073405671,0.043364315,False,partial seed/mode coverage
seed_ensemble,all,seed0,blend_hgb80_lag20,2644,0.073126999,0.043329571,False,partial seed/mode coverage
seed_ensemble,2025,seed0,base_k6,756,0.059889226,0.039704853,False,partial seed/mode coverage
seed_ensemble,2025,seed0,lag_k16_d3,756,0.058283109,0.038683172,False,partial seed/mode coverage
seed_ensemble,2025,seed0,hgb_seed42,756,0.054515102,0.035009016,False,partial seed/mode coverage
seed_ensemble,2025,seed0,hgb_seed7,756,0.055252906,0.035556385,False,partial seed/mode coverage
seed_ensemble,2025,seed0,hgb_seed123,756,0.055140626,0.035552241,False,partial seed/mode coverage
seed_ensemble,2025,seed0,hgb_seed_mean,756,0.054687231,0.035189143,False,partial seed/mode coverage
seed_ensemble,2025,seed0,blend_hgb80_lag20,756,0.053924914,0.034761833,False,partial seed/mode coverage
seed_ensemble,2025,seed1,base_k6,756,0.063699509,0.041846158,False,partial seed/mode coverage
seed_ensemble,2025,seed1,lag_k16_d3,756,0.062366212,0.040637961,False,partial seed/mode coverage
seed_ensemble,2025,seed1,hgb_seed42,756,0.057984739,0.036653209,False,partial seed/mode coverage
seed_ensemble,2025,seed1,hgb_seed7,756,0.058717712,0.036983442,False,partial seed/mode coverage
seed_ensemble,2025,seed1,hgb_seed123,756,0.058204305,0.036974668,False,partial seed/mode coverage
seed_ensemble,2025,seed1,hgb_seed_mean,756,0.058068009,0.036681959,False,partial seed/mode coverage
seed_ensemble,2025,seed1,blend_hgb80_lag20,756,0.057499943,0.036191679,False,partial seed/mode coverage
aoi_pair,exact_hidden_doy,exact2019,n16_c60_r125_k2,219,0.073760338,0.053038969,False,"observable peer map; fixed config, not used in core fit"
aoi_pair,exact_hidden_doy,exact2020,n16_c60_r125_k2,209,0.074115754,0.051602522,False,"observable peer map; fixed config, not used in core fit"
aoi_pair,exact_hidden_doy,exact2021,n16_c60_r125_k2,115,0.099794580,0.068620771,False,"observable peer map; fixed config, not used in core fit"
aoi_pair,exact_hidden_doy,exact2022,n16_c60_r125_k2,156,0.076340671,0.055663878,False,"observable peer map; fixed config, not used in core fit"
aoi_pair,exact_hidden_doy,exact2023,n16_c60_r125_k2,162,0.081842234,0.057681399,False,"observable peer map; fixed config, not used in core fit"
aoi_pair,exact_hidden_doy,exact2024,n16_c60_r125_k2,141,0.065279219,0.042449884,False,"observable peer map; fixed config, not used in core fit"
aoi_pair,random_private_like,random0,n16_c60_r125_k2,1839,0.089291184,0.055183977,False,"observable peer map; fixed config, not used in core fit"
aoi_pair,random_private_like,random1,n16_c60_r125_k2,1830,0.088315951,0.057283903,False,"observable peer map; fixed config, not used in core fit"
aoi_pair,random_private_like,random2,n16_c60_r125_k2,1769,0.090084177,0.055842944,False,"observable peer map; fixed config, not used in core fit"
source,exact_doy,2019,prod,249,0.065044986,0.047158964,False,partial protocol; oracle excluded
source,exact_doy,2019,soft,249,0.065044986,0.047158964,False,partial protocol; oracle excluded
source,exact_doy,2019,hard,249,0.065521770,0.046374230,False,partial protocol; oracle excluded
source,exact_doy,2019,uniform,249,0.077923892,0.061256494,False,partial protocol; oracle excluded
source,exact_doy,2019,oracle_true,249,0.059959463,0.042656317,False,partial protocol; oracle excluded
source,exact_doy,2019,lag,249,0.064507315,0.045785213,False,partial protocol; oracle excluded
source,private_random,0,prod,2476,0.071484384,0.049754181,False,partial protocol; oracle excluded
source,private_random,0,soft,2476,0.071484384,0.049754181,False,partial protocol; oracle excluded
source,private_random,0,hard,2476,0.072550077,0.050044006,False,partial protocol; oracle excluded
source,private_random,0,uniform,2476,0.082294229,0.062734724,False,partial protocol; oracle excluded
source,private_random,0,oracle_true,2476,0.068483133,0.046666954,False,partial protocol; oracle excluded
source,private_random,0,lag,2476,0.069711020,0.047797992,False,partial protocol; oracle excluded
