group,seed,split,model,cap,n,rmse,baseline_rmse,delta_rmse,improved,train_n
group_aoi,1,1,hgb8,0.08,411,0.06254048493806269,0.062043598123565157,0.0004968868144975339,0,2233
group_aoi,1,2,hgb8,0.02,267,0.11162202119711034,0.11095451980436578,0.00066750139274456,0,2377
group_aoi,1,2,hgb8,0.04,267,0.11160366449888458,0.11095451980436578,0.000649144694518794,0,2377
group_aoi,1,2,hgb8,0.06,267,0.11160344454235498,0.11095451980436578,0.0006489247379891927,0,2377
group_aoi,1,2,hgb8,0.08,267,0.11160344454235498,0.11095451980436578,0.0006489247379891927,0,2377
group_aoi,1,3,hgb8,0.02,504,0.06000490874035301,0.05956912744491832,0.00043578129543469374,0,2140
group_aoi,1,3,hgb8,0.04,504,0.060007528655188165,0.05956912744491832,0.00043840121026984813,0,2140
group_aoi,1,3,hgb8,0.06,504,0.060007528655188165,0.05956912744491832,0.00043840121026984813,0,2140
group_aoi,1,3,hgb8,0.08,504,0.060007528655188165,0.05956912744491832,0.00043840121026984813,0,2140
group_aoi,1,1,hgb16,0.02,411,0.062272355099420224,0.062043598123565157,0.000228756975855067,0,2233
group_aoi,1,1,hgb16,0.04,411,0.06240147575135021,0.062043598123565157,0.0003578776277850526,0,2233
group_aoi,1,1,hgb16,0.06,411,0.06239764287829005,0.062043598123565157,0.0003540447547248915,0,2233
group_aoi,1,1,hgb16,0.08,411,0.06239764287829005,0.062043598123565157,0.0003540447547248915,0,2233
group_aoi,1,2,hgb16,0.02,267,0.11198499515971438,0.11095451980436578,0.0010304753553486007,0,2377
group_aoi,1,2,hgb16,0.04,267,0.11195666140999762,0.11095451980436578,0.0010021416056318344,0,2377
group_aoi,1,2,hgb16,0.06,267,0.11195613631677355,0.11095451980436578,0.0010016165124077658,0,2377
group_aoi,1,2,hgb16,0.08,267,0.11195613631677355,0.11095451980436578,0.0010016165124077658,0,2377
group_aoi,1,3,hgb16,0.02,504,0.05958846605313384,0.05956912744491832,1.9338608215520303e-05,0,2140
group_aoi,1,3,hgb16,0.04,504,0.05952604309412436,0.05956912744491832,-4.308435079395517e-05,1,2140
group_aoi,1,3,hgb16,0.06,504,0.05952604309412436,0.05956912744491832,-4.308435079395517e-05,1,2140
group_aoi,1,3,hgb16,0.08,504,0.05952604309412436,0.05956912744491832,-4.308435079395517e-05,1,2140
group_aoi,2,1,ridge30,0.02,542,0.05984823859144896,0.059317013075172995,0.0005312255162759627,0,2102
