radius,method,pred,seed,n,rmse
2,mean,local_plus_direct_-0.02,1,2644,0.06185306961070674
2,mean,local_plus_direct_-0.02,2,2644,0.06427994302182019
2,mean,local_plus_direct_-0.02,70404,2644,0.06727483364379344
2,mean,local_plus_direct_-0.02,-1,10576,0.06585029723389335
2,mean,local_plus_direct_-0.01,0,2644,0.06963007162885079
2,mean,local_plus_direct_-0.01,1,2644,0.06176081370118678
2,mean,local_plus_direct_-0.01,2,2644,0.06420250993141345
2,mean,local_plus_direct_-0.01,70404,2644,0.06717921899210073
2,mean,local_plus_direct_-0.01,-1,10576,0.06576046443333841
2,mean,local_plus_direct_0,0,2644,0.0695830375584099
2,mean,local_plus_direct_0,1,2644,0.06172298114261614
2,mean,local_plus_direct_0,2,2644,0.06417969981502238
2,mean,local_plus_direct_0,70404,2644,0.06713525181000239
2,mean,local_plus_direct_0,-1,10576,0.065722335284372
2,mean,local_plus_direct_0.005,0,2644,0.06957712279017808
2,mean,local_plus_direct_0.005,1,2644,0.06172451051593079
2,mean,local_plus_direct_0.005,2,2644,0.0641888020169101
2,mean,local_plus_direct_0.005,70404,2644,0.06713267238778037
2,mean,local_plus_direct_0.005,-1,10576,0.06572269246706555
2,mean,local_plus_direct_0.01,0,2644,0.0695829488356272
2,mean,local_plus_direct_0.01,1,2644,0.06173967198296467
2,mean,local_plus_direct_0.01,2,2644,0.06421157088444315
2,mean,local_plus_direct_0.01,70404,2644,0.0671430335583036
2,mean,local_plus_direct_0.01,-1,10576,0.06573599975676368
2,mean,local_plus_direct_0.015,0,2644,0.06960051274639482
2,mean,local_plus_direct_0.015,1,2644,0.061768455505461804
2,mean,local_plus_direct_0.015,2,2644,0.06424799188762041
2,mean,local_plus_direct_0.015,70404,2644,0.06716632933287134
2,mean,local_plus_direct_0.015,-1,10576,0.06576224929192803
2,mean,local_plus_direct_0.02,0,2644,0.06962980563995698
2,mean,local_plus_direct_0.02,1,2644,0.06181084205323267
2,mean,local_plus_direct_0.02,2,2644,0.06429804182708597
2,mean,local_plus_direct_0.02,70404,2644,0.06720254626013655
2,mean,local_plus_direct_0.02,-1,10576,0.06580142558378078
2,mean,local_plus_direct_0.03,0,2644,0.06972351332402218
2,mean,local_plus_direct_0.03,1,2644,0.06193630354992587
2,mean,local_plus_direct_0.03,2,2644,0.06443889283961877
2,mean,local_plus_direct_0.03,70404,2644,0.06731365270801577
2,mean,local_plus_direct_0.03,-1,10576,0.06591845864203154
2,mean,local_plus_direct_0.05,0,2644,0.0700506352561463
2,mean,local_plus_direct_0.05,1,2644,0.06234864803366758
2,mean,local_plus_direct_0.05,2,2644,0.06488218173225417
2,mean,local_plus_direct_0.05,70404,2644,0.06768951263556454
2,mean,local_plus_direct_0.05,-1,10576,0.06630613289619844
2,mean,local_plus_direct_0.08,0,2644,0.07088506100747378
2,mean,local_plus_direct_0.08,1,2644,0.06336181229985574
2,mean,local_plus_direct_0.08,2,2644,0.06594194607464902
2,mean,local_plus_direct_0.08,70404,2644,0.0686302495651298
2,mean,local_plus_direct_0.08,-1,10576,0.06726414821329292
2,mean,local_plus_direct_0.1,0,2644,0.0716642810853513
2,mean,local_plus_direct_0.1,1,2644,0.0642906797712743
2,mean,local_plus_direct_0.1,2,2644,0.06690194803245086
2,mean,local_plus_direct_0.1,70404,2644,0.0695007692149478
2,mean,local_plus_direct_0.1,-1,10576,0.06814559461355328
2,mean,bucket_0_0,0,2644,0.0695830375584099
2,mean,bucket_0_0,1,2644,0.06172298114261614
2,mean,bucket_0_0,2,2644,0.06417969981502238
2,mean,bucket_0_0,70404,2644,0.06713525181000239
2,mean,bucket_0_0,-1,10576,0.065722335284372
2,mean,bucket_0_0.005,0,2644,0.0695830375584099
2,mean,bucket_0_0.005,1,2644,0.06172298114261614
2,mean,bucket_0_0.005,2,2644,0.06417969981502238
2,mean,bucket_0_0.005,70404,2644,0.06713525181000239
2,mean,bucket_0_0.005,-1,10576,0.065722335284372
2,mean,bucket_0_0.01,0,2644,0.0695830375584099
2,mean,bucket_0_0.01,1,2644,0.06172298114261614
2,mean,bucket_0_0.01,2,2644,0.06417969981502238
2,mean,bucket_0_0.01,70404,2644,0.06713525181000239
2,mean,bucket_0_0.01,-1,10576,0.065722335284372
2,mean,bucket_0_0.02,0,2644,0.0695830375584099
2,mean,bucket_0_0.02,1,2644,0.06172298114261614
2,mean,bucket_0_0.02,2,2644,0.06417969981502238
2,mean,bucket_0_0.02,70404,2644,0.06713525181000239
2,mean,bucket_0_0.02,-1,10576,0.065722335284372
2,mean,bucket_0_0.03,0,2644,0.0695830375584099
2,mean,bucket_0_0.03,1,2644,0.06172298114261614
2,mean,bucket_0_0.03,2,2644,0.06417969981502238
2,mean,bucket_0_0.03,70404,2644,0.06713525181000239
2,mean,bucket_0_0.03,-1,10576,0.065722335284372
2,mean,bucket_0_0.05,0,2644,0.0695830375584099
2,mean,bucket_0_0.05,1,2644,0.06172298114261614
2,mean,bucket_0_0.05,2,2644,0.06417969981502238
2,mean,bucket_0_0.05,70404,2644,0.06713525181000239
2,mean,bucket_0_0.05,-1,10576,0.065722335284372
2,mean,bucket_0.005_0,0,2644,0.06957712279017808
2,mean,bucket_0.005_0,1,2644,0.06172451051593079
2,mean,bucket_0.005_0,2,2644,0.0641888020169101
2,mean,bucket_0.005_0,70404,2644,0.06713267238778037
2,mean,bucket_0.005_0,-1,10576,0.06572269246706555
2,mean,bucket_0.005_0.005,0,2644,0.06957712279017808
2,mean,bucket_0.005_0.005,1,2644,0.06172451051593079
2,mean,bucket_0.005_0.005,2,2644,0.0641888020169101
2,mean,bucket_0.005_0.005,70404,2644,0.06713267238778037
2,mean,bucket_0.005_0.005,-1,10576,0.06572269246706555
2,mean,bucket_0.005_0.01,0,2644,0.06957712279017808
2,mean,bucket_0.005_0.01,1,2644,0.06172451051593079
2,mean,bucket_0.005_0.01,2,2644,0.0641888020169101
2,mean,bucket_0.005_0.01,70404,2644,0.06713267238778037
2,mean,bucket_0.005_0.01,-1,10576,0.06572269246706555
2,mean,bucket_0.005_0.02,0,2644,0.06957712279017808
2,mean,bucket_0.005_0.02,1,2644,0.06172451051593079
2,mean,bucket_0.005_0.02,2,2644,0.0641888020169101
2,mean,bucket_0.005_0.02,70404,2644,0.06713267238778037
2,mean,bucket_0.005_0.02,-1,10576,0.06572269246706555
2,mean,bucket_0.005_0.03,0,2644,0.06957712279017808
2,mean,bucket_0.005_0.03,1,2644,0.06172451051593079
2,mean,bucket_0.005_0.03,2,2644,0.0641888020169101
2,mean,bucket_0.005_0.03,70404,2644,0.06713267238778037
2,mean,bucket_0.005_0.03,-1,10576,0.06572269246706555
2,mean,bucket_0.005_0.05,0,2644,0.06957712279017808
2,mean,bucket_0.005_0.05,1,2644,0.06172451051593079
2,mean,bucket_0.005_0.05,2,2644,0.0641888020169101
2,mean,bucket_0.005_0.05,70404,2644,0.06713267238778037
2,mean,bucket_0.005_0.05,-1,10576,0.06572269246706555
2,mean,bucket_0.01_0,0,2644,0.0695829488356272
2,mean,bucket_0.01_0,1,2644,0.06173967198296467
2,mean,bucket_0.01_0,2,2644,0.06421157088444315
2,mean,bucket_0.01_0,70404,2644,0.0671430335583036
2,mean,bucket_0.01_0,-1,10576,0.06573599975676368
2,mean,bucket_0.01_0.005,0,2644,0.0695829488356272
2,mean,bucket_0.01_0.005,1,2644,0.06173967198296467
2,mean,bucket_0.01_0.005,2,2644,0.06421157088444315
2,mean,bucket_0.01_0.005,70404,2644,0.0671430335583036
2,mean,bucket_0.01_0.005,-1,10576,0.06573599975676368
2,mean,bucket_0.01_0.01,0,2644,0.0695829488356272
2,mean,bucket_0.01_0.01,1,2644,0.06173967198296467
2,mean,bucket_0.01_0.01,2,2644,0.06421157088444315
2,mean,bucket_0.01_0.01,70404,2644,0.0671430335583036
2,mean,bucket_0.01_0.01,-1,10576,0.06573599975676368
2,mean,bucket_0.01_0.02,0,2644,0.0695829488356272
2,mean,bucket_0.01_0.02,1,2644,0.06173967198296467
2,mean,bucket_0.01_0.02,2,2644,0.06421157088444315
2,mean,bucket_0.01_0.02,70404,2644,0.0671430335583036
2,mean,bucket_0.01_0.02,-1,10576,0.06573599975676368
2,mean,bucket_0.01_0.03,0,2644,0.0695829488356272
2,mean,bucket_0.01_0.03,1,2644,0.06173967198296467
2,mean,bucket_0.01_0.03,2,2644,0.06421157088444315
2,mean,bucket_0.01_0.03,70404,2644,0.0671430335583036
2,mean,bucket_0.01_0.03,-1,10576,0.06573599975676368
2,mean,bucket_0.01_0.05,0,2644,0.0695829488356272
2,mean,bucket_0.01_0.05,1,2644,0.06173967198296467
2,mean,bucket_0.01_0.05,2,2644,0.06421157088444315
2,mean,bucket_0.01_0.05,70404,2644,0.0671430335583036
2,mean,bucket_0.01_0.05,-1,10576,0.06573599975676368
2,mean,bucket_0.02_0,0,2644,0.06962980563995698
2,mean,bucket_0.02_0,1,2644,0.06181084205323267
2,mean,bucket_0.02_0,2,2644,0.06429804182708597
2,mean,bucket_0.02_0,70404,2644,0.06720254626013655
2,mean,bucket_0.02_0,-1,10576,0.06580142558378078
2,mean,bucket_0.02_0.005,0,2644,0.06962980563995698
2,mean,bucket_0.02_0.005,1,2644,0.06181084205323267
2,mean,bucket_0.02_0.005,2,2644,0.06429804182708597
2,mean,bucket_0.02_0.005,70404,2644,0.06720254626013655
2,mean,bucket_0.02_0.005,-1,10576,0.06580142558378078
2,mean,bucket_0.02_0.01,0,2644,0.06962980563995698
2,mean,bucket_0.02_0.01,1,2644,0.06181084205323267
2,mean,bucket_0.02_0.01,2,2644,0.06429804182708597
2,mean,bucket_0.02_0.01,70404,2644,0.06720254626013655
2,mean,bucket_0.02_0.01,-1,10576,0.06580142558378078
2,mean,bucket_0.02_0.02,0,2644,0.06962980563995698
2,mean,bucket_0.02_0.02,1,2644,0.06181084205323267
2,mean,bucket_0.02_0.02,2,2644,0.06429804182708597
2,mean,bucket_0.02_0.02,70404,2644,0.06720254626013655
2,mean,bucket_0.02_0.02,-1,10576,0.06580142558378078
2,mean,bucket_0.02_0.03,0,2644,0.06962980563995698
2,mean,bucket_0.02_0.03,1,2644,0.06181084205323267
2,mean,bucket_0.02_0.03,2,2644,0.06429804182708597
2,mean,bucket_0.02_0.03,70404,2644,0.06720254626013655
2,mean,bucket_0.02_0.03,-1,10576,0.06580142558378078
2,mean,bucket_0.02_0.05,0,2644,0.06962980563995698
2,mean,bucket_0.02_0.05,1,2644,0.06181084205323267
2,mean,bucket_0.02_0.05,2,2644,0.06429804182708597
2,mean,bucket_0.02_0.05,70404,2644,0.06720254626013655
2,mean,bucket_0.02_0.05,-1,10576,0.06580142558378078
2,mean,bucket_0.03_0,0,2644,0.06972351332402218
2,mean,bucket_0.03_0,1,2644,0.06193630354992587
2,mean,bucket_0.03_0,2,2644,0.06443889283961877
2,mean,bucket_0.03_0,70404,2644,0.06731365270801577
2,mean,bucket_0.03_0,-1,10576,0.06591845864203154
2,mean,bucket_0.03_0.005,0,2644,0.06972351332402218
2,mean,bucket_0.03_0.005,1,2644,0.06193630354992587
2,mean,bucket_0.03_0.005,2,2644,0.06443889283961877
2,mean,bucket_0.03_0.005,70404,2644,0.06731365270801577
2,mean,bucket_0.03_0.005,-1,10576,0.06591845864203154
2,mean,bucket_0.03_0.01,0,2644,0.06972351332402218
2,mean,bucket_0.03_0.01,1,2644,0.06193630354992587
2,mean,bucket_0.03_0.01,2,2644,0.06443889283961877
2,mean,bucket_0.03_0.01,70404,2644,0.06731365270801577
2,mean,bucket_0.03_0.01,-1,10576,0.06591845864203154
2,mean,bucket_0.03_0.02,0,2644,0.06972351332402218
2,mean,bucket_0.03_0.02,1,2644,0.06193630354992587
2,mean,bucket_0.03_0.02,2,2644,0.06443889283961877
2,mean,bucket_0.03_0.02,70404,2644,0.06731365270801577
2,mean,bucket_0.03_0.02,-1,10576,0.06591845864203154
2,mean,bucket_0.03_0.03,0,2644,0.06972351332402218
2,mean,bucket_0.03_0.03,1,2644,0.06193630354992587
2,mean,bucket_0.03_0.03,2,2644,0.06443889283961877
2,mean,bucket_0.03_0.03,70404,2644,0.06731365270801577
2,mean,bucket_0.03_0.03,-1,10576,0.06591845864203154
2,mean,bucket_0.03_0.05,0,2644,0.06972351332402218
2,mean,bucket_0.03_0.05,1,2644,0.06193630354992587
2,mean,bucket_0.03_0.05,2,2644,0.06443889283961877
2,mean,bucket_0.03_0.05,70404,2644,0.06731365270801577
2,mean,bucket_0.03_0.05,-1,10576,0.06591845864203154
2,median,local_plus_direct_-0.1,0,2644,0.07223593978422563
2,median,local_plus_direct_-0.1,1,2644,0.06461021763114741
2,median,local_plus_direct_-0.1,2,2644,0.06703327974684581
2,median,local_plus_direct_-0.1,70404,2644,0.06996566101475965
2,median,local_plus_direct_-0.1,-1,10576,0.06852219628285723
2,median,local_plus_direct_-0.05,0,2644,0.07031467813888889
2,median,local_plus_direct_-0.05,1,2644,0.062476982944321156
2,median,local_plus_direct_-0.05,2,2644,0.06491282927542347
2,median,local_plus_direct_-0.05,70404,2644,0.06789404485876066
2,median,local_plus_direct_-0.05,-1,10576,0.0664657883640603
2,median,local_plus_direct_-0.03,0,2644,0.06987581384677852
2,median,local_plus_direct_-0.03,1,2644,0.062004995119817385
2,median,local_plus_direct_-0.03,2,2644,0.06444844103402775
2,median,local_plus_direct_-0.03,70404,2644,0.06742878938803565
2,median,local_plus_direct_-0.03,-1,10576,0.0660066132493761
2,median,local_plus_direct_-0.02,0,2644,0.06972917891073688
2,median,local_plus_direct_-0.02,1,2644,0.06185377935478097
2,median,local_plus_direct_-0.02,2,2644,0.06430142490239057
2,median,local_plus_direct_-0.02,70404,2644,0.06727666593996669
2,median,local_plus_direct_-0.02,-1,10576,0.06585755734255395
2,median,local_plus_direct_-0.01,0,2644,0.0696315180786261
2,median,local_plus_direct_-0.01,1,2644,0.06175968761452991
2,median,local_plus_direct_-0.01,2,2644,0.0642117643688007
2,median,local_plus_direct_-0.01,70404,2644,0.06717874102534219
2,median,local_plus_direct_-0.01,-1,10576,0.06576271978348129
2,median,local_plus_direct_0,0,2644,0.0695830375584099
2,median,local_plus_direct_0,1,2644,0.06172298114261614
2,median,local_plus_direct_0,2,2644,0.06417969981502238
2,median,local_plus_direct_0,70404,2644,0.06713525181000239
2,median,local_plus_direct_0,-1,10576,0.065722335284372
2,median,local_plus_direct_0.005,0,2644,0.0695772761154662
2,median,local_plus_direct_0.005,1,2644,0.061726185626465306
2,median,local_plus_direct_0.005,2,2644,0.06418529906166719
2,median,local_plus_direct_0.005,70404,2644,0.0671339588215049
2,median,local_plus_direct_0.005,-1,10576,0.06572259958782033
2,median,local_plus_direct_0.01,0,2644,0.06958384014502723
2,median,local_plus_direct_0.01,1,2644,0.06174376228520754
2,median,local_plus_direct_0.01,2,2644,0.06420531753253597
2,median,local_plus_direct_0.01,70404,2644,0.06714630406452153
2,median,local_plus_direct_0.01,-1,10576,0.06573650420322005
2,median,local_plus_direct_0.015,0,2644,0.06960272615995532
2,median,local_plus_direct_0.015,1,2644,0.061775698851165094
2,median,local_plus_direct_0.015,2,2644,0.06423974174761864
2,median,local_plus_direct_0.015,70404,2644,0.06717228001955436
2,median,local_plus_direct_0.015,-1,10576,0.06576404047858093
2,median,local_plus_direct_0.02,0,2644,0.06963392413439656
2,median,local_plus_direct_0.02,1,2644,0.06182197306982141
2,median,local_plus_direct_0.02,2,2644,0.06428854856563919
2,median,local_plus_direct_0.02,70404,2644,0.06721187088266659
2,median,local_plus_direct_0.02,-1,10576,0.06580519130134303
2,median,local_plus_direct_0.03,0,2644,0.06973318334145989
2,median,local_plus_direct_0.03,1,2644,0.061957396011067735
2,median,local_plus_direct_0.03,2,2644,0.06442916963623475
2,median,local_plus_direct_0.03,70404,2644,0.06733179300792179
2,median,local_plus_direct_0.03,-1,10576,0.06592822618022244
2,median,local_plus_direct_0.05,0,2644,0.0700782880694791
2,median,local_plus_direct_0.05,1,2644,0.062398231002685364
2,median,local_plus_direct_0.05,2,2644,0.064880936992596
2,median,local_plus_direct_0.05,70404,2644,0.06773341749948346
2,median,local_plus_direct_0.05,-1,10576,0.06633599611487327
2,median,local_plus_direct_0.08,0,2644,0.07095630708482538
2,median,local_plus_direct_0.08,1,2644,0.0634744645373287
2,median,local_plus_direct_0.08,2,2644,0.06597504231477519
2,median,local_plus_direct_0.08,70404,2644,0.06873226332358956
2,median,local_plus_direct_0.08,-1,10576,0.06734358802706511
2,median,local_plus_direct_0.1,0,2644,0.07177503737691111
2,median,local_plus_direct_0.1,1,2644,0.0644578303328867
2,median,local_plus_direct_0.1,2,2644,0.06697149956968833
2,median,local_plus_direct_0.1,70404,2644,0.06965359114205177
2,median,local_plus_direct_0.1,-1,10576,0.06827018455240375
2,median,bucket_0_0,0,2644,0.0695830375584099
2,median,bucket_0_0,1,2644,0.06172298114261614
2,median,bucket_0_0,2,2644,0.06417969981502238
2,median,bucket_0_0,70404,2644,0.06713525181000239
2,median,bucket_0_0,-1,10576,0.065722335284372
2,median,bucket_0_0.005,0,2644,0.0695830375584099
2,median,bucket_0_0.005,1,2644,0.06172298114261614
2,median,bucket_0_0.005,2,2644,0.06417969981502238
2,median,bucket_0_0.005,70404,2644,0.06713525181000239
2,median,bucket_0_0.005,-1,10576,0.065722335284372
2,median,bucket_0_0.01,0,2644,0.0695830375584099
2,median,bucket_0_0.01,1,2644,0.06172298114261614
2,median,bucket_0_0.01,2,2644,0.06417969981502238
2,median,bucket_0_0.01,70404,2644,0.06713525181000239
2,median,bucket_0_0.01,-1,10576,0.065722335284372
2,median,bucket_0_0.02,0,2644,0.0695830375584099
2,median,bucket_0_0.02,1,2644,0.06172298114261614
2,median,bucket_0_0.02,2,2644,0.06417969981502238
2,median,bucket_0_0.02,70404,2644,0.06713525181000239
2,median,bucket_0_0.02,-1,10576,0.065722335284372
2,median,bucket_0_0.03,0,2644,0.0695830375584099
2,median,bucket_0_0.03,1,2644,0.06172298114261614
2,median,bucket_0_0.03,2,2644,0.06417969981502238
2,median,bucket_0_0.03,70404,2644,0.06713525181000239
2,median,bucket_0_0.03,-1,10576,0.065722335284372
2,median,bucket_0_0.05,0,2644,0.0695830375584099
2,median,bucket_0_0.05,1,2644,0.06172298114261614
2,median,bucket_0_0.05,2,2644,0.06417969981502238
2,median,bucket_0_0.05,70404,2644,0.06713525181000239
2,median,bucket_0_0.05,-1,10576,0.065722335284372
2,median,bucket_0.005_0,0,2644,0.0695772761154662
2,median,bucket_0.005_0,1,2644,0.061726185626465306
2,median,bucket_0.005_0,2,2644,0.06418529906166719
2,median,bucket_0.005_0,70404,2644,0.0671339588215049
2,median,bucket_0.005_0,-1,10576,0.06572259958782033
2,median,bucket_0.005_0.005,0,2644,0.0695772761154662
2,median,bucket_0.005_0.005,1,2644,0.061726185626465306
2,median,bucket_0.005_0.005,2,2644,0.06418529906166719
2,median,bucket_0.005_0.005,70404,2644,0.0671339588215049
2,median,bucket_0.005_0.005,-1,10576,0.06572259958782033
2,median,bucket_0.005_0.01,0,2644,0.0695772761154662
2,median,bucket_0.005_0.01,1,2644,0.061726185626465306
2,median,bucket_0.005_0.01,2,2644,0.06418529906166719
2,median,bucket_0.005_0.01,70404,2644,0.0671339588215049
2,median,bucket_0.005_0.01,-1,10576,0.06572259958782033
2,median,bucket_0.005_0.02,0,2644,0.0695772761154662
2,median,bucket_0.005_0.02,1,2644,0.061726185626465306
2,median,bucket_0.005_0.02,2,2644,0.06418529906166719
2,median,bucket_0.005_0.02,70404,2644,0.0671339588215049
2,median,bucket_0.005_0.02,-1,10576,0.06572259958782033
2,median,bucket_0.005_0.03,0,2644,0.0695772761154662
2,median,bucket_0.005_0.03,1,2644,0.061726185626465306
2,median,bucket_0.005_0.03,2,2644,0.06418529906166719
2,median,bucket_0.005_0.03,70404,2644,0.0671339588215049
2,median,bucket_0.005_0.03,-1,10576,0.06572259958782033
2,median,bucket_0.005_0.05,0,2644,0.0695772761154662
2,median,bucket_0.005_0.05,1,2644,0.061726185626465306
2,median,bucket_0.005_0.05,2,2644,0.06418529906166719
2,median,bucket_0.005_0.05,70404,2644,0.0671339588215049
2,median,bucket_0.005_0.05,-1,10576,0.06572259958782033
2,median,bucket_0.01_0,0,2644,0.06958384014502723
2,median,bucket_0.01_0,1,2644,0.06174376228520754
2,median,bucket_0.01_0,2,2644,0.06420531753253597
2,median,bucket_0.01_0,70404,2644,0.06714630406452153
2,median,bucket_0.01_0,-1,10576,0.06573650420322005
2,median,bucket_0.01_0.005,0,2644,0.06958384014502723
2,median,bucket_0.01_0.005,1,2644,0.06174376228520754
2,median,bucket_0.01_0.005,2,2644,0.06420531753253597
2,median,bucket_0.01_0.005,70404,2644,0.06714630406452153
2,median,bucket_0.01_0.005,-1,10576,0.06573650420322005
2,median,bucket_0.01_0.01,0,2644,0.06958384014502723
2,median,bucket_0.01_0.01,1,2644,0.06174376228520754
2,median,bucket_0.01_0.01,2,2644,0.06420531753253597
2,median,bucket_0.01_0.01,70404,2644,0.06714630406452153
2,median,bucket_0.01_0.01,-1,10576,0.06573650420322005
2,median,bucket_0.01_0.02,0,2644,0.06958384014502723
2,median,bucket_0.01_0.02,1,2644,0.06174376228520754
2,median,bucket_0.01_0.02,2,2644,0.06420531753253597
2,median,bucket_0.01_0.02,70404,2644,0.06714630406452153
2,median,bucket_0.01_0.02,-1,10576,0.06573650420322005
2,median,bucket_0.01_0.03,0,2644,0.06958384014502723
2,median,bucket_0.01_0.03,1,2644,0.06174376228520754
2,median,bucket_0.01_0.03,2,2644,0.06420531753253597
2,median,bucket_0.01_0.03,70404,2644,0.06714630406452153
2,median,bucket_0.01_0.03,-1,10576,0.06573650420322005
2,median,bucket_0.01_0.05,0,2644,0.06958384014502723
2,median,bucket_0.01_0.05,1,2644,0.06174376228520754
2,median,bucket_0.01_0.05,2,2644,0.06420531753253597
2,median,bucket_0.01_0.05,70404,2644,0.06714630406452153
2,median,bucket_0.01_0.05,-1,10576,0.06573650420322005
2,median,bucket_0.02_0,0,2644,0.06963392413439656
2,median,bucket_0.02_0,1,2644,0.06182197306982141
2,median,bucket_0.02_0,2,2644,0.06428854856563919
2,median,bucket_0.02_0,70404,2644,0.06721187088266659
2,median,bucket_0.02_0,-1,10576,0.06580519130134303
2,median,bucket_0.02_0.005,0,2644,0.06963392413439656
2,median,bucket_0.02_0.005,1,2644,0.06182197306982141
2,median,bucket_0.02_0.005,2,2644,0.06428854856563919
2,median,bucket_0.02_0.005,70404,2644,0.06721187088266659
2,median,bucket_0.02_0.005,-1,10576,0.06580519130134303
2,median,bucket_0.02_0.01,0,2644,0.06963392413439656
2,median,bucket_0.02_0.01,1,2644,0.06182197306982141
2,median,bucket_0.02_0.01,2,2644,0.06428854856563919
2,median,bucket_0.02_0.01,70404,2644,0.06721187088266659
2,median,bucket_0.02_0.01,-1,10576,0.06580519130134303
2,median,bucket_0.02_0.02,0,2644,0.06963392413439656
2,median,bucket_0.02_0.02,1,2644,0.06182197306982141
2,median,bucket_0.02_0.02,2,2644,0.06428854856563919
2,median,bucket_0.02_0.02,70404,2644,0.06721187088266659
2,median,bucket_0.02_0.02,-1,10576,0.06580519130134303
2,median,bucket_0.02_0.03,0,2644,0.06963392413439656
2,median,bucket_0.02_0.03,1,2644,0.06182197306982141
2,median,bucket_0.02_0.03,2,2644,0.06428854856563919
2,median,bucket_0.02_0.03,70404,2644,0.06721187088266659
2,median,bucket_0.02_0.03,-1,10576,0.06580519130134303
2,median,bucket_0.02_0.05,0,2644,0.06963392413439656
2,median,bucket_0.02_0.05,1,2644,0.06182197306982141
2,median,bucket_0.02_0.05,2,2644,0.06428854856563919
2,median,bucket_0.02_0.05,70404,2644,0.06721187088266659
2,median,bucket_0.02_0.05,-1,10576,0.06580519130134303
2,median,bucket_0.03_0,0,2644,0.06973318334145989
2,median,bucket_0.03_0,1,2644,0.061957396011067735
2,median,bucket_0.03_0,2,2644,0.06442916963623475
2,median,bucket_0.03_0,70404,2644,0.06733179300792179
2,median,bucket_0.03_0,-1,10576,0.06592822618022244
2,median,bucket_0.03_0.005,0,2644,0.06973318334145989
2,median,bucket_0.03_0.005,1,2644,0.061957396011067735
2,median,bucket_0.03_0.005,2,2644,0.06442916963623475
2,median,bucket_0.03_0.005,70404,2644,0.06733179300792179
2,median,bucket_0.03_0.005,-1,10576,0.06592822618022244
2,median,bucket_0.03_0.01,0,2644,0.06973318334145989
2,median,bucket_0.03_0.01,1,2644,0.061957396011067735
2,median,bucket_0.03_0.01,2,2644,0.06442916963623475
2,median,bucket_0.03_0.01,70404,2644,0.06733179300792179
2,median,bucket_0.03_0.01,-1,10576,0.06592822618022244
2,median,bucket_0.03_0.02,0,2644,0.06973318334145989
2,median,bucket_0.03_0.02,1,2644,0.061957396011067735
2,median,bucket_0.03_0.02,2,2644,0.06442916963623475
2,median,bucket_0.03_0.02,70404,2644,0.06733179300792179
2,median,bucket_0.03_0.02,-1,10576,0.06592822618022244
2,median,bucket_0.03_0.03,0,2644,0.06973318334145989
2,median,bucket_0.03_0.03,1,2644,0.061957396011067735
2,median,bucket_0.03_0.03,2,2644,0.06442916963623475
2,median,bucket_0.03_0.03,70404,2644,0.06733179300792179
2,median,bucket_0.03_0.03,-1,10576,0.06592822618022244
2,median,bucket_0.03_0.05,0,2644,0.06973318334145989
2,median,bucket_0.03_0.05,1,2644,0.061957396011067735
2,median,bucket_0.03_0.05,2,2644,0.06442916963623475
2,median,bucket_0.03_0.05,70404,2644,0.06733179300792179
2,median,bucket_0.03_0.05,-1,10576,0.06592822618022244
4,mean,local_plus_direct_-0.1,0,2644,0.0718704054068764
4,mean,local_plus_direct_-0.1,1,2644,0.06400527242682569
4,mean,local_plus_direct_-0.1,2,2644,0.06660202185461538
4,mean,local_plus_direct_-0.1,70404,2644,0.06941032162333598
4,mean,local_plus_direct_-0.1,-1,10576,0.06803611565697763
4,mean,local_plus_direct_-0.05,0,2644,0.07025218501764904
4,mean,local_plus_direct_-0.05,1,2644,0.06228925848379167
4,mean,local_plus_direct_-0.05,2,2644,0.06482865766611026
4,mean,local_plus_direct_-0.05,70404,2644,0.06771463134607941
4,mean,local_plus_direct_-0.05,-1,10576,0.06633880345495342
4,mean,local_plus_direct_-0.03,0,2644,0.06986824394122786
4,mean,local_plus_direct_-0.03,1,2644,0.06192157823708906
4,mean,local_plus_direct_-0.03,2,2644,0.06443092458862926
4,mean,local_plus_direct_-0.03,70404,2644,0.06734606544427861
4,mean,local_plus_direct_-0.03,-1,10576,0.06595962768423869
4,mean,local_plus_direct_-0.02,0,2644,0.06973419128842853
4,mean,local_plus_direct_-0.02,1,2644,0.06180806409447047
4,mean,local_plus_direct_-0.02,2,2644,0.06430085416273226
4,mean,local_plus_direct_-0.02,70404,2644,0.06722995372805529
4,mean,local_plus_direct_-0.02,-1,10576,0.06583608574727604
4,mean,local_plus_direct_-0.01,0,2644,0.06963906927479138
4,mean,local_plus_direct_-0.01,1,2644,0.061741814332153415
4,mean,local_plus_direct_-0.01,2,2644,0.06421705215691453
4,mean,local_plus_direct_-0.01,70404,2644,0.06715963455230316
4,mean,local_plus_direct_-0.01,-1,10576,0.06575693481946998
4,mean,local_plus_direct_0,0,2644,0.0695830375584099
4,mean,local_plus_direct_0,1,2644,0.06172298114261614
4,mean,local_plus_direct_0,2,2644,0.06417969981502238
4,mean,local_plus_direct_0,70404,2644,0.06713525181000239
4,mean,local_plus_direct_0,-1,10576,0.065722335284372
4,mean,local_plus_direct_0.005,0,2644,0.0695697126514007
4,mean,local_plus_direct_0.005,1,2644,0.06173136359261967
4,mean,local_plus_direct_0.005,2,2644,0.06417847155211769
4,mean,local_plus_direct_0.005,70404,2644,0.06714030592416775
