radius,method,pred,seed,n,rmse
4,mean,local_plus_direct_0.005,-1,10576,0.06572176781660602
4,mean,local_plus_direct_0.01,0,2644,0.06956619059456112
4,mean,local_plus_direct_0.01,1,2644,0.06175160790961721
4,mean,local_plus_direct_0.01,2,2644,0.06418887822609513
4,mean,local_plus_direct_0.01,70404,2644,0.06715685553580517
4,mean,local_plus_direct_0.01,-1,10576,0.0657323574935575
4,mean,local_plus_direct_0.015,0,2644,0.06957247287667805
4,mean,local_plus_direct_0.015,1,2644,0.061783702433476854
4,mean,local_plus_direct_0.015,2,2644,0.06421091417992629
4,mean,local_plus_direct_0.015,70404,2644,0.06718489214987951
4,mean,local_plus_direct_0.015,-1,10576,0.0657540989246627
4,mean,local_plus_direct_0.02,0,2644,0.06958855684241744
4,mean,local_plus_direct_0.02,1,2644,0.06182762870998821
4,mean,local_plus_direct_0.02,2,2644,0.06424456744704678
4,mean,local_plus_direct_0.02,70404,2644,0.06722440139408191
4,mean,local_plus_direct_0.02,-1,10576,0.06578698105355135
4,mean,local_plus_direct_0.03,0,2644,0.06965009852519775
4,mean,local_plus_direct_0.03,1,2644,0.06195086907027959
4,mean,local_plus_direct_0.03,2,2644,0.06434664671874829
4,mean,local_plus_direct_0.03,70404,2644,0.06733775113262497
4,mean,local_plus_direct_0.03,-1,10576,0.06588609503279014
4,mean,local_plus_direct_0.05,0,2644,0.06989022837029538
4,mean,local_plus_direct_0.05,1,2644,0.062337780955417255
4,mean,local_plus_direct_0.05,2,2644,0.06468899717720678
4,mean,local_plus_direct_0.05,70404,2644,0.06770084903179506
4,mean,local_plus_direct_0.05,-1,10576,0.06621690545381179
4,mean,local_plus_direct_0.08,0,2644,0.0705395655230753
4,mean,local_plus_direct_0.08,1,2644,0.06326200617007319
4,mean,local_plus_direct_0.08,2,2644,0.06554186078932647
4,mean,local_plus_direct_0.08,70404,2644,0.06858039780942297
4,mean,local_plus_direct_0.08,-1,10576,0.06703901514840588
4,mean,local_plus_direct_0.1,0,2644,0.07116111450184623
4,mean,local_plus_direct_0.1,1,2644,0.06409968270125926
4,mean,local_plus_direct_0.1,2,2644,0.06632987499708232
4,mean,local_plus_direct_0.1,70404,2644,0.06938342792364667
4,mean,local_plus_direct_0.1,-1,10576,0.06779820411911996
4,mean,bucket_0_0,0,2644,0.0695830375584099
4,mean,bucket_0_0,1,2644,0.06172298114261614
4,mean,bucket_0_0,2,2644,0.06417969981502238
4,mean,bucket_0_0,70404,2644,0.06713525181000239
4,mean,bucket_0_0,-1,10576,0.065722335284372
4,mean,bucket_0_0.005,0,2644,0.06957965137875141
4,mean,bucket_0_0.005,1,2644,0.06172533153002898
4,mean,bucket_0_0.005,2,2644,0.06417654160549464
4,mean,bucket_0_0.005,70404,2644,0.06714281641683291
4,mean,bucket_0_0.005,-1,10576,0.0657231517946813
4,mean,bucket_0_0.01,0,2644,0.06957641689330922
4,mean,bucket_0_0.01,1,2644,0.06172795756321052
4,mean,bucket_0_0.01,2,2644,0.06417363273682268
4,mean,bucket_0_0.01,70404,2644,0.06715074430583072
4,mean,bucket_0_0.01,-1,10576,0.0657242271390557
4,mean,bucket_0_0.02,0,2644,0.0695704030887128
4,mean,bucket_0_0.02,1,2644,0.06173403642248285
4,mean,bucket_0_0.02,2,2644,0.06416856315477601
4,mean,bucket_0_0.02,70404,2644,0.06716768940988971
4,mean,bucket_0_0.02,-1,10576,0.0657271542761253
4,mean,bucket_0_0.03,0,2644,0.06956499630200758
4,mean,bucket_0_0.03,1,2644,0.061741217394804496
4,mean,bucket_0_0.03,2,2644,0.06416449130531632
4,mean,bucket_0_0.03,70404,2644,0.06718608602308584
4,mean,bucket_0_0.03,-1,10576,0.0657311165572713
4,mean,bucket_0_0.05,0,2644,0.06955600433260112
4,mean,bucket_0_0.05,1,2644,0.06175888408182335
4,mean,bucket_0_0.05,2,2644,0.06415934151746001
4,mean,bucket_0_0.05,70404,2644,0.06722722891643562
4,mean,bucket_0_0.05,-1,10576,0.06574214575423787
4,mean,bucket_0.005_0,0,2644,0.0695730993147852
4,mean,bucket_0.005_0,1,2644,0.06172901343488301
4,mean,bucket_0.005_0,2,2644,0.06418162966667781
4,mean,bucket_0.005_0,70404,2644,0.06713274103445156
4,mean,bucket_0.005_0,-1,10576,0.06572095128910234
4,mean,bucket_0.005_0.005,0,2644,0.0695697126514007
4,mean,bucket_0.005_0.005,1,2644,0.06173136359261967
4,mean,bucket_0.005_0.005,2,2644,0.06417847155211769
4,mean,bucket_0.005_0.005,70404,2644,0.06714030592416775
4,mean,bucket_0.005_0.005,-1,10576,0.06572176781660602
4,mean,bucket_0.005_0.01,0,2644,0.06956647770385854
4,mean,bucket_0.005_0.01,1,2644,0.06173398936921005
4,mean,bucket_0.005_0.01,2,2644,0.06417556277092391
4,mean,bucket_0.005_0.01,70404,2644,0.06714823410956809
4,mean,bucket_0.005_0.01,-1,10576,0.0657228431836248
4,mean,bucket_0.005_0.02,0,2644,0.06956046303997597
4,mean,bucket_0.005_0.02,1,2644,0.061740067634597384
4,mean,bucket_0.005_0.02,2,2644,0.06417049334135333
4,mean,bucket_0.005_0.02,70404,2644,0.06716517984692454
4,mean,bucket_0.005_0.02,-1,10576,0.0657257703823297
4,mean,bucket_0.005_0.03,0,2644,0.06955505548059185
4,mean,bucket_0.005_0.03,1,2644,0.06174724790551178
4,mean,bucket_0.005_0.03,2,2644,0.06416642161437872
4,mean,bucket_0.005_0.03,70404,2644,0.06718357714730439
4,mean,bucket_0.005_0.03,-1,10576,0.06572973274689878
4,mean,bucket_0.005_0.05,0,2644,0.06954606222588527
4,mean,bucket_0.005_0.05,1,2644,0.06176491286761694
4,mean,bucket_0.005_0.05,2,2644,0.06416127198145517
4,mean,bucket_0.005_0.05,70404,2644,0.06722472157613704
4,mean,bucket_0.005_0.05,-1,10576,0.06574076217602445
4,mean,bucket_0.01_0,0,2644,0.06957281223281349
4,mean,bucket_0.01_0,1,2644,0.061746633395103626
4,mean,bucket_0.01_0,2,2644,0.06419494386344032
4,mean,bucket_0.01_0,70404,2644,0.06714136445010914
4,mean,bucket_0.01_0,-1,10576,0.06573046587288174
4,mean,bucket_0.01_0.005,0,2644,0.06956942555545376
4,mean,bucket_0.01_0.005,1,2644,0.06174898288222705
4,mean,bucket_0.01_0.005,2,2644,0.06419178640391351
4,mean,bucket_0.01_0.005,70404,2644,0.06714892836832526
4,mean,bucket_0.01_0.005,-1,10576,0.06573128228219331
4,mean,bucket_0.01_0.01,0,2644,0.06956619059456112
4,mean,bucket_0.01_0.01,1,2644,0.06175160790961721
4,mean,bucket_0.01_0.01,2,2644,0.06418887822609513
4,mean,bucket_0.01_0.01,70404,2644,0.06715685553580517
4,mean,bucket_0.01_0.01,-1,10576,0.0657323574935575
4,mean,bucket_0.01_0.02,0,2644,0.06956017590585306
4,mean,bucket_0.01_0.02,1,2644,0.06175768444096669
4,mean,bucket_0.01_0.02,2,2644,0.06418380984821911
4,mean,bucket_0.01_0.02,70404,2644,0.06717379909825973
4,mean,bucket_0.01_0.02,-1,10576,0.06573528426858924
4,mean,bucket_0.01_0.03,0,2644,0.0695547683241456
4,mean,bucket_0.01_0.03,1,2644,0.061764862663897246
4,mean,bucket_0.01_0.03,2,2644,0.0641797389660778
4,mean,bucket_0.01_0.03,70404,2644,0.06719219403867864
4,mean,bucket_0.01_0.03,-1,10576,0.06573924605971873
4,mean,bucket_0.01_0.05,0,2644,0.06954577503230562
4,mean,bucket_0.01_0.05,1,2644,0.06178252258956147
4,mean,bucket_0.01_0.05,2,2644,0.0641745904017933
4,mean,bucket_0.01_0.05,70404,2644,0.06723333319427786
4,mean,bucket_0.01_0.05,-1,10576,0.06575027389301216
4,mean,bucket_0.02_0,0,2644,0.06960118801672473
4,mean,bucket_0.02_0,1,2644,0.06181659016816978
4,mean,bucket_0.02_0,2,2644,0.06425569093439155
4,mean,bucket_0.02_0,70404,2644,0.06719199117247278
4,mean,bucket_0.02_0,-1,10576,0.06578216644451716
4,mean,bucket_0.02_0.005,0,2644,0.06959780272015031
4,mean,bucket_0.02_0.005,1,2644,0.06181893699651999
4,mean,bucket_0.02_0.005,2,2644,0.06425253646006086
4,mean,bucket_0.02_0.005,70404,2644,0.06719954939219279
4,mean,bucket_0.02_0.005,-1,10576,0.06578298221219124
4,mean,bucket_0.02_0.01,0,2644,0.06959456907831203
4,mean,bucket_0.02_0.01,1,2644,0.06182155905356348
4,mean,bucket_0.02_0.01,2,2644,0.06424963103201656
4,mean,bucket_0.02_0.01,70404,2644,0.06720747058888832
4,mean,bucket_0.02_0.01,-1,10576,0.0657840565785429
4,mean,bucket_0.02_0.02,0,2644,0.06958855684241744
4,mean,bucket_0.02_0.02,1,2644,0.06182762870998821
4,mean,bucket_0.02_0.02,2,2644,0.06424456744704678
4,mean,bucket_0.02_0.02,70404,2644,0.06722440139408191
4,mean,bucket_0.02_0.02,-1,10576,0.06578698105355135
4,mean,bucket_0.02_0.03,0,2644,0.06958315146630475
4,mean,bucket_0.02_0.03,1,2644,0.061834798813291424
4,mean,bucket_0.02_0.03,2,2644,0.06424050041507832
4,mean,bucket_0.02_0.03,70404,2644,0.06724278249173456
4,mean,bucket_0.02_0.03,-1,10576,0.06579093973160996
4,mean,bucket_0.02_0.05,0,2644,0.06957416184332518
4,mean,bucket_0.02_0.05,1,2644,0.06185243877099602
4,mean,bucket_0.02_0.05,2,2644,0.06423535672091917
4,mean,bucket_0.02_0.05,70404,2644,0.06728389071621875
4,mean,bucket_0.02_0.05,-1,10576,0.06580195890149627
4,mean,bucket_0.03_0,0,2644,0.06966811774353107
4,mean,bucket_0.03_0,1,2644,0.061932694550634264
4,mean,bucket_0.03_0,2,2644,0.0643618121856724
4,mean,bucket_0.03_0,70404,2644,0.06728703150006154
4,mean,bucket_0.03_0,-1,10576,0.06587733441811135
4,mean,bucket_0.03_0.005,0,2644,0.06966473569934797
4,mean,bucket_0.03_0.005,1,2644,0.06193503697958374
4,mean,bucket_0.03_0.005,2,2644,0.064358662912767
4,mean,bucket_0.03_0.005,70404,2644,0.06729457904528693
4,mean,bucket_0.03_0.005,-1,10576,0.06587814900732251
4,mean,bucket_0.03_0.01,0,2644,0.0696615051644952
4,mean,bucket_0.03_0.01,1,2644,0.0619376541216725
4,mean,bucket_0.03_0.01,2,2644,0.0643557622759453
4,mean,bucket_0.03_0.01,70404,2644,0.06730248905742565
4,mean,bucket_0.03_0.01,-1,10576,0.06587922182168254
4,mean,bucket_0.03_0.02,0,2644,0.06965549870611369
4,mean,bucket_0.03_0.02,1,2644,0.06194371240233229
4,mean,bucket_0.03_0.02,2,2644,0.0643507070421597
4,mean,bucket_0.03_0.02,70404,2644,0.06731939596551097
4,mean,bucket_0.03_0.02,-1,10576,0.06588214207235406
4,mean,bucket_0.03_0.03,0,2644,0.06965009852519775
4,mean,bucket_0.03_0.03,1,2644,0.06195086907027959
4,mean,bucket_0.03_0.03,2,2644,0.06434664671874829
4,mean,bucket_0.03_0.03,70404,2644,0.06733775113262497
4,mean,bucket_0.03_0.03,-1,10576,0.06588609503279014
4,mean,bucket_0.03_0.05,0,2644,0.06964111754407916
4,mean,bucket_0.03_0.05,1,2644,0.06196847598741241
4,mean,bucket_0.03_0.05,2,2644,0.06434151151031077
4,mean,bucket_0.03_0.05,70404,2644,0.0673788014161775
4,mean,bucket_0.03_0.05,-1,10576,0.06589709829101524
4,median,local_plus_direct_-0.1,0,2644,0.07201476432546335
4,median,local_plus_direct_-0.1,1,2644,0.06413090045212493
4,median,local_plus_direct_-0.1,2,2644,0.06691587157618396
4,median,local_plus_direct_-0.1,70404,2644,0.06965080688354175
4,median,local_plus_direct_-0.1,-1,10576,0.0682419728649113
4,median,local_plus_direct_-0.05,0,2644,0.07027680960622186
4,median,local_plus_direct_-0.05,1,2644,0.06227380481029564
4,median,local_plus_direct_-0.05,2,2644,0.06491819719549613
4,median,local_plus_direct_-0.05,70404,2644,0.06776538255356894
4,median,local_plus_direct_-0.05,-1,10576,0.06637653224921596
4,median,local_plus_direct_-0.03,0,2644,0.06987120846398516
4,median,local_plus_direct_-0.03,1,2644,0.06189291710885437
4,median,local_plus_direct_-0.03,2,2644,0.06446762112608263
4,median,local_plus_direct_-0.03,70404,2644,0.06735915025468305
4,median,local_plus_direct_-0.03,-1,10576,0.06596599172518801
4,median,local_plus_direct_-0.02,0,2644,0.06973219917443345
4,median,local_plus_direct_-0.02,1,2644,0.06178246608350712
4,median,local_plus_direct_-0.02,2,2644,0.06431956531182988
4,median,local_plus_direct_-0.02,70404,2644,0.06723283510030753
4,median,local_plus_direct_-0.02,-1,10576,0.06583485648687643
4,median,local_plus_direct_-0.01,0,2644,0.06963608295691247
4,median,local_plus_direct_-0.01,1,2644,0.061725771384318215
4,median,local_plus_direct_-0.01,2,2644,0.06422351371161629
4,median,local_plus_direct_-0.01,70404,2644,0.0671581448508789
4,median,local_plus_direct_-0.01,-1,10576,0.06575357601653485
4,median,local_plus_direct_0,0,2644,0.0695830375584099
4,median,local_plus_direct_0,1,2644,0.06172298114261614
4,median,local_plus_direct_0,2,2644,0.06417969981502238
4,median,local_plus_direct_0,70404,2644,0.06713525181000239
4,median,local_plus_direct_0,-1,10576,0.065722335284372
4,median,local_plus_direct_0.005,0,2644,0.06957270032771014
4,median,local_plus_direct_0.005,1,2644,0.06174180799219861
4,median,local_plus_direct_0.005,2,2644,0.06417742042206351
4,median,local_plus_direct_0.005,70404,2644,0.06714325048231352
4,median,local_plus_direct_0.005,-1,10576,0.06572550658305318
4,median,local_plus_direct_0.01,0,2644,0.06957316149581046
4,median,local_plus_direct_0.01,1,2644,0.06177410266274693
4,median,local_plus_direct_0.01,2,2644,0.06418823059209068
4,median,local_plus_direct_0.01,70404,2644,0.06716420894321273
4,median,local_plus_direct_0.01,-1,10576,0.0657412056282448
4,median,local_plus_direct_0.015,0,2644,0.06958442084801292
4,median,local_plus_direct_0.015,1,2644,0.061819844047506144
4,median,local_plus_direct_0.015,2,2644,0.06421212371418437
4,median,local_plus_direct_0.015,70404,2644,0.06719811506659214
4,median,local_plus_direct_0.015,-1,10576,0.06576942344889461
4,median,local_plus_direct_0.02,0,2644,0.06960647314426378
4,median,local_plus_direct_0.02,1,2644,0.06187900232677211
4,median,local_plus_direct_0.02,2,2644,0.06424908519237633
4,median,local_plus_direct_0.02,70404,2644,0.06724494926711563
4,median,local_plus_direct_0.02,-1,10576,0.06581014394174725
4,median,local_plus_direct_0.03,0,2644,0.06968291056663793
4,median,local_plus_direct_0.03,1,2644,0.062037407333309466
4,median,local_plus_direct_0.03,2,2644,0.06436211519898846
4,median,local_plus_direct_0.03,70404,2644,0.06737728662168495
4,median,local_plus_direct_0.03,-1,10576,0.06592899316511963
4,median,local_plus_direct_0.05,0,2644,0.06996451760092257
4,median,local_plus_direct_0.05,1,2644,0.0625129690507754
4,median,local_plus_direct_0.05,2,2644,0.06474348223952378
4,median,local_plus_direct_0.05,70404,2644,0.06779542601393604
4,median,local_plus_direct_0.05,-1,10576,0.06631523826313152
4,median,local_plus_direct_0.08,0,2644,0.07070432736560087
4,median,local_plus_direct_0.08,1,2644,0.06361330021896928
4,median,local_plus_direct_0.08,2,2644,0.0656961212461821
4,median,local_plus_direct_0.08,70404,2644,0.06879844605246538
4,median,local_plus_direct_0.08,-1,10576,0.06725875481860674
4,median,local_plus_direct_0.1,0,2644,0.07140401802597188
4,median,local_plus_direct_0.1,1,2644,0.06459459312345858
4,median,local_plus_direct_0.1,2,2644,0.06657646881273264
4,median,local_plus_direct_0.1,70404,2644,0.06970925570602145
4,median,local_plus_direct_0.1,-1,10576,0.06812268671613504
4,median,bucket_0_0,0,2644,0.0695830375584099
4,median,bucket_0_0,1,2644,0.06172298114261614
4,median,bucket_0_0,2,2644,0.06417969981502238
4,median,bucket_0_0,70404,2644,0.06713525181000239
4,median,bucket_0_0,-1,10576,0.065722335284372
4,median,bucket_0_0.005,0,2644,0.06957965137875141
4,median,bucket_0_0.005,1,2644,0.06172536947081915
4,median,bucket_0_0.005,2,2644,0.06417654131619682
4,median,bucket_0_0.005,70404,2644,0.06714281641683291
4,median,bucket_0_0.005,-1,10576,0.06572316063229111
4,median,bucket_0_0.01,0,2644,0.06957641689330922
4,median,bucket_0_0.01,1,2644,0.06172804036512229
4,median,bucket_0_0.01,2,2644,0.06417363224284252
4,median,bucket_0_0.01,70404,2644,0.06715074430583072
4,median,bucket_0_0.01,-1,10576,0.06572424646029877
4,median,bucket_0_0.02,0,2644,0.0695704030887128
4,median,bucket_0_0.02,1,2644,0.06173422970144826
4,median,bucket_0_0.02,2,2644,0.06416856250533103
4,median,bucket_0_0.02,70404,2644,0.06716768940988971
4,median,bucket_0_0.02,-1,10576,0.06572719950184464
4,median,bucket_0_0.03,0,2644,0.06956499630200758
4,median,bucket_0_0.03,1,2644,0.061741548811726284
4,median,bucket_0_0.03,2,2644,0.06416449083900941
4,median,bucket_0_0.03,70404,2644,0.06718608602308584
4,median,bucket_0_0.03,-1,10576,0.06573119426858894
4,median,bucket_0_0.05,0,2644,0.06955600433260112
4,median,bucket_0_0.05,1,2644,0.06175957468546683
4,median,bucket_0_0.05,2,2644,0.06415934243342988
4,median,bucket_0_0.05,70404,2644,0.06722722891643562
4,median,bucket_0_0.05,-1,10576,0.06574230816855978
4,median,bucket_0.005_0,0,2644,0.06957608684566745
4,median,bucket_0.005_0,1,2644,0.06173942029990349
4,median,bucket_0.005_0,2,2644,0.0641805788776259
4,median,bucket_0.005_0,70404,2644,0.06713568592439192
4,median,bucket_0.005_0,-1,10576,0.06572468126459373
4,median,bucket_0.005_0.005,0,2644,0.06957270032771014
4,median,bucket_0.005_0.005,1,2644,0.06174180799219861
4,median,bucket_0.005_0.005,2,2644,0.06417742042206351
4,median,bucket_0.005_0.005,70404,2644,0.06714325048231352
4,median,bucket_0.005_0.005,-1,10576,0.06572550658305318
4,median,bucket_0.005_0.01,0,2644,0.06956946551909352
4,median,bucket_0.005_0.01,1,2644,0.06174447817541706
4,median,bucket_0.005_0.01,2,2644,0.06417451138855965
4,median,bucket_0.005_0.01,70404,2644,0.06715117832006541
4,median,bucket_0.005_0.01,-1,10576,0.06572659237230485
4,median,bucket_0.005_0.02,0,2644,0.06956345111354637
4,median,bucket_0.005_0.02,1,2644,0.06175066586416347
4,median,bucket_0.005_0.02,2,2644,0.0641694417205055
4,median,bucket_0.005_0.02,70404,2644,0.06716812331463175
4,median,bucket_0.005_0.02,-1,10576,0.06572954530845555
4,median,bucket_0.005_0.03,0,2644,0.06955804378646013
4,median,bucket_0.005_0.03,1,2644,0.06175798302654618
4,median,bucket_0.005_0.03,2,2644,0.06416537010997518
4,median,bucket_0.005_0.03,70404,2644,0.06718651980901869
4,median,bucket_0.005_0.03,-1,10576,0.06573353993264022
4,median,bucket_0.005_0.05,0,2644,0.06954905091816567
4,median,bucket_0.005_0.05,1,2644,0.061776004104879934
4,median,bucket_0.005_0.05,2,2644,0.06416022177495095
4,median,bucket_0.005_0.05,70404,2644,0.06722766243689426
4,median,bucket_0.005_0.05,-1,10576,0.06574465343608489
4,median,bucket_0.01_0,0,2644,0.06957978247066916
4,median,bucket_0.01_0,1,2644,0.06176904721299478
4,median,bucket_0.01_0,2,2644,0.06419429678445114
4,median,bucket_0.01_0,70404,2644,0.06714871955393423
4,median,bucket_0.01_0,-1,10576,0.06573929494535578
4,median,bucket_0.01_0.005,0,2644,0.0695763961325904
4,median,bucket_0.01_0.005,1,2644,0.061771433760101156
4,median,bucket_0.01_0.005,2,2644,0.06419113900386353
4,median,bucket_0.01_0.005,70404,2644,0.0671562826437334
4,median,bucket_0.01_0.005,-1,10576,0.06574012008035132
4,median,bucket_0.01_0.01,0,2644,0.06957316149581046
4,median,bucket_0.01_0.01,1,2644,0.06177410266274693
4,median,bucket_0.01_0.01,2,2644,0.06418823059209068
4,median,bucket_0.01_0.01,70404,2644,0.06716420894321273
4,median,bucket_0.01_0.01,-1,10576,0.0657412056282448
4,median,bucket_0.01_0.02,0,2644,0.06956714740979782
4,median,bucket_0.01_0.02,1,2644,0.06178028738441258
4,median,bucket_0.01_0.02,2,2644,0.06418316200768223
4,median,bucket_0.01_0.02,70404,2644,0.06718115065108583
4,median,bucket_0.01_0.02,-1,10576,0.06574415790803283
4,median,bucket_0.01_0.03,0,2644,0.06956174037004025
4,median,bucket_0.01_0.03,1,2644,0.061787601038883276
4,median,bucket_0.01_0.03,2,2644,0.06417909126758599
4,median,bucket_0.01_0.03,70404,2644,0.06719954357911943
4,median,bucket_0.01_0.03,-1,10576,0.06574815164440785
4,median,bucket_0.01_0.05,0,2644,0.06955274797969799
4,median,bucket_0.01_0.05,1,2644,0.06180561348129461
4,median,bucket_0.01_0.05,2,2644,0.06417394403333744
4,median,bucket_0.01_0.05,70404,2644,0.06724067823812695
4,median,bucket_0.01_0.05,-1,10576,0.06575926267843149
4,median,bucket_0.02_0,0,2644,0.06961910106796997
4,median,bucket_0.02_0,1,2644,0.06186778008994051
4,median,bucket_0.02_0,2,2644,0.06426020854621498
4,median,bucket_0.02_0,70404,2644,0.06721254895379265
4,median,bucket_0.02_0,-1,10576,0.06580528585539021
4,median,bucket_0.02_0.005,0,2644,0.06961571664247748
4,median,bucket_0.02_0.005,1,2644,0.06187016282857695
4,median,bucket_0.02_0.005,2,2644,0.06425705400472524
4,median,bucket_0.02_0.005,70404,2644,0.06722010486199849
4,median,bucket_0.02_0.005,-1,10576,0.06580611016293356
4,median,bucket_0.02_0.01,0,2644,0.06961248383277743
4,median,bucket_0.02_0.01,1,2644,0.061872827472515414
4,median,bucket_0.02_0.01,2,2644,0.06425414857654137
4,median,bucket_0.02_0.01,70404,2644,0.06722802363672907
4,median,bucket_0.02_0.01,-1,10576,0.06580719462226227
4,median,bucket_0.02_0.02,0,2644,0.06960647314426378
4,median,bucket_0.02_0.02,1,2644,0.06187900232677211
4,median,bucket_0.02_0.02,2,2644,0.06424908519237633
4,median,bucket_0.02_0.02,70404,2644,0.06724494926711563
4,median,bucket_0.02_0.02,-1,10576,0.06581014394174725
4,median,bucket_0.02_0.03,0,2644,0.06960106915957157
4,median,bucket_0.02_0.03,1,2644,0.06188630431522204
4,median,bucket_0.02_0.03,2,2644,0.0642450186293535
4,median,bucket_0.02_0.03,70404,2644,0.06726332474963631
4,median,bucket_0.02_0.03,-1,10576,0.06581413367395476
4,median,bucket_0.02_0.05,0,2644,0.06959208185112699
4,median,bucket_0.02_0.05,1,2644,0.06190428803770581
4,median,bucket_0.02_0.05,2,2644,0.06423987667754953
4,median,bucket_0.02_0.05,70404,2644,0.06730442042731208
4,median,bucket_0.02_0.05,-1,10576,0.0658252335704788
4,median,bucket_0.03_0,0,2644,0.06970092130233871
4,median,bucket_0.03_0,1,2644,0.062018928240497095
4,median,bucket_0.03_0,2,2644,0.06437727748674159
4,median,bucket_0.03_0,70404,2644,0.0673265967726843
4,median,bucket_0.03_0,-1,10576,0.06592016076302319
4,median,bucket_0.03_0.005,0,2644,0.06969754084993467
4,median,bucket_0.03_0.005,1,2644,0.062021305172314085
4,median,bucket_0.03_0.005,2,2644,0.06437412868201059
4,median,bucket_0.03_0.005,70404,2644,0.0673341398830023
4,median,bucket_0.03_0.005,-1,10576,0.0659209836341157
4,median,bucket_0.03_0.01,0,2644,0.06969431183569642
4,median,bucket_0.03_0.01,1,2644,0.06202396332294759
4,median,bucket_0.03_0.01,2,2644,0.06437122853805212
4,median,bucket_0.03_0.01,70404,2644,0.06734204524831608
4,median,bucket_0.03_0.01,-1,10576,0.0659220662037038
4,median,bucket_0.03_0.02,0,2644,0.06968830820493284
4,median,bucket_0.03_0.02,1,2644,0.06203012313222792
4,median,bucket_0.03_0.02,2,2644,0.06436617436401759
4,median,bucket_0.03_0.02,70404,2644,0.06735894222790767
4,median,bucket_0.03_0.02,-1,10576,0.06592501038412278
4,median,bucket_0.03_0.03,0,2644,0.06968291056663793
4,median,bucket_0.03_0.03,1,2644,0.062037407333309466
4,median,bucket_0.03_0.03,2,2644,0.06436211519898846
4,median,bucket_0.03_0.03,70404,2644,0.06737728662168495
4,median,bucket_0.03_0.03,-1,10576,0.06592899316511963
4,median,bucket_0.03_0.05,0,2644,0.0696739338149968
4,median,bucket_0.03_0.05,1,2644,0.06205534726595232
4,median,bucket_0.03_0.05,2,2644,0.06435698260288976
4,median,bucket_0.03_0.05,70404,2644,0.06741831283250888
4,median,bucket_0.03_0.05,-1,10576,0.06594007372699316
8,mean,local_plus_direct_-0.1,0,2644,0.07157007321215562
8,mean,local_plus_direct_-0.1,1,2644,0.06387920603251683
8,mean,local_plus_direct_-0.1,2,2644,0.06633233244519719
8,mean,local_plus_direct_-0.1,70404,2644,0.06930564235811891
8,mean,local_plus_direct_-0.1,-1,10576,0.06783450216009125
8,mean,local_plus_direct_-0.05,0,2644,0.07011295752649606
8,mean,local_plus_direct_-0.05,1,2644,0.06222821085704115
8,mean,local_plus_direct_-0.05,2,2644,0.06470145339589793
8,mean,local_plus_direct_-0.05,70404,2644,0.06768035750783671
8,mean,local_plus_direct_-0.05,-1,10576,0.06624780355511939
8,mean,local_plus_direct_-0.03,0,2644,0.0697877154655639
8,mean,local_plus_direct_-0.03,1,2644,0.06188563021371727
8,mean,local_plus_direct_-0.03,2,2644,0.06435686182465294
8,mean,local_plus_direct_-0.03,70404,2644,0.06733006006273659
8,mean,local_plus_direct_-0.03,-1,10576,0.06590769892209226
8,mean,local_plus_direct_-0.02,0,2644,0.06968155918498864
8,mean,local_plus_direct_-0.02,1,2644,0.06178435450728307
8,mean,local_plus_direct_-0.02,2,2644,0.06425229041270386
8,mean,local_plus_direct_-0.02,70404,2644,0.06722082442734904
8,mean,local_plus_direct_-0.02,-1,10576,0.06580239777603783
8,mean,local_plus_direct_-0.01,0,2644,0.06961329604155085
8,mean,local_plus_direct_-0.01,1,2644,0.06173009681894152
8,mean,local_plus_direct_-0.01,2,2644,0.06419319453614021
8,mean,local_plus_direct_-0.01,70404,2644,0.06715584550783887
8,mean,local_plus_direct_-0.01,-1,10576,0.06574056899980399
8,mean,local_plus_direct_0,0,2644,0.0695830375584099
8,mean,local_plus_direct_0,1,2644,0.06172298114261614
8,mean,local_plus_direct_0,2,2644,0.06417969981502238
8,mean,local_plus_direct_0,70404,2644,0.06713525181000239
8,mean,local_plus_direct_0,-1,10576,0.065722335284372
8,mean,local_plus_direct_0.005,0,2644,0.06958217799075193
8,mean,local_plus_direct_0.005,1,2644,0.061737110871280414
8,mean,local_plus_direct_0.005,2,2644,0.06419006567168674
8,mean,local_plus_direct_0.005,70404,2644,0.06714161562067585
8,mean,local_plus_direct_0.005,-1,10576,0.06572958130050634
8,mean,local_plus_direct_0.01,0,2644,0.06959083330949933
8,mean,local_plus_direct_0.01,1,2644,0.06176302377190734
8,mean,local_plus_direct_0.01,2,2644,0.06421183499989205
8,mean,local_plus_direct_0.01,70404,2644,0.06715908416477703
8,mean,local_plus_direct_0.01,-1,10576,0.06574773290020097
8,mean,local_plus_direct_0.015,0,2644,0.06960899996535361
8,mean,local_plus_direct_0.015,1,2644,0.06180070502252387
8,mean,local_plus_direct_0.015,2,2644,0.06424499620748766
8,mean,local_plus_direct_0.015,70404,2644,0.06718764878073569
8,mean,local_plus_direct_0.015,-1,10576,0.065776781055022
8,mean,local_plus_direct_0.02,0,2644,0.06963667051442736
8,mean,local_plus_direct_0.02,1,2644,0.06185013311407035
8,mean,local_plus_direct_0.02,2,2644,0.06428953166632714
8,mean,local_plus_direct_0.02,70404,2644,0.06722729532452017
8,mean,local_plus_direct_0.02,-1,10576,0.06581671133741238
8,mean,local_plus_direct_0.03,0,2644,0.06972047414302537
8,mean,local_plus_direct_0.03,1,2644,0.06198411073387149
