lag_weight,method,alpha,cap,baseline_rmse_exact,baseline_rmse_random,baseline_rmse_random2025,delta_rmse_exact,delta_rmse_random,delta_rmse_random2025,folds_exact,folds_random,folds_random2025,rmse_exact,rmse_random,rmse_random2025,wins_exact,wins_random,wins_random2025,worst_delta,mean_delta
0.400000000,source_year,0.100000000,0.040000000,0.061853690,0.071666238,0.061472745,0.000259790,0.000064092,0.000097188,6,3,3,0.062113479,0.071730330,0.061569933,1,1,0,0.000259790,0.000140357
0.325000000,source_year_doy,10.000000000,0.020000000,0.061798059,0.071355396,0.061489887,0.000260698,0.000090123,0.000108889,6,3,3,0.062058757,0.071445519,0.061598776,2,0,1,0.000260698,0.000153237
0.325000000,source_year_doy,10.000000000,0.040000000,0.061798059,0.071355396,0.061489887,0.000261406,0.000090123,0.000108889,6,3,3,0.062059465,0.071445519,0.061598776,2,0,1,0.000261406,0.000153473
0.300000000,source_year_doy,10.000000000,0.020000000,0.061801158,0.071268305,0.061513373,0.000263049,0.000093196,0.000104956,6,3,3,0.062064207,0.071361501,0.061618329,2,0,1,0.000263049,0.000153734
0.300000000,source_year_doy,10.000000000,0.040000000,0.061801158,0.071268305,0.061513373,0.000264041,0.000093196,0.000104956,6,3,3,0.062065199,0.071361501,0.061618329,2,0,1,0.000264041,0.000154065
0.400000000,source_year_doy,1.000000000,0.020000000,0.061853690,0.071666238,0.061472745,0.000268262,0.000085550,0.000113037,6,3,3,0.062121952,0.071751788,0.061585782,2,1,1,0.000268262,0.000155616
0.350000000,source_year,0.100000000,0.040000000,0.061807288,0.071430462,0.061470550,0.000269879,0.000072070,0.000090392,6,3,3,0.062077167,0.071502532,0.061560942,1,1,0,0.000269879,0.000144114
0.325000000,source_year,0.100000000,0.040000000,0.061798059,0.071355396,0.061489887,0.000269885,0.000077452,0.000093681,6,3,3,0.062067944,0.071432849,0.061583568,1,1,0,0.000269885,0.000147006
0.350000000,source_year_doy,1.000000000,0.020000000,0.061807288,0.071430462,0.061470550,0.000273903,0.000093423,0.000103955,6,3,3,0.062081191,0.071523886,0.061574505,2,0,1,0.000273903,0.000157094
0.300000000,source_year,0.100000000,0.040000000,0.061801158,0.071268305,0.061513373,0.000274972,0.000081294,0.000090554,6,3,3,0.062076130,0.071349599,0.061603927,1,1,0,0.000274972,0.000148940
0.325000000,source_year_doy,1.000000000,0.020000000,0.061798059,0.071355396,0.061489887,0.000280778,0.000099841,0.000107456,6,3,3,0.062078837,0.071455237,0.061597343,2,0,1,0.000280778,0.000162692
0.300000000,source_year_doy,1.000000000,0.020000000,0.061801158,0.071268305,0.061513373,0.000283337,0.000103640,0.000103051,6,3,3,0.062084495,0.071371945,0.061616425,2,0,1,0.000283337,0.000163343
0.400000000,source_year_doy,1.000000000,0.040000000,0.061853690,0.071666238,0.061472745,0.000287807,0.000091643,0.000113037,6,3,3,0.062141496,0.071757881,0.061585782,2,1,1,0.000287807,0.000164162
0.350000000,source_year_doy,1.000000000,0.040000000,0.061807288,0.071430462,0.061470550,0.000294176,0.000098954,0.000103955,6,3,3,0.062101463,0.071529416,0.061574505,2,0,1,0.000294176,0.000165695
0.325000000,source_year_doy,1.000000000,0.040000000,0.061798059,0.071355396,0.061489887,0.000300387,0.000105251,0.000107456,6,3,3,0.062098446,0.071460647,0.061597343,2,0,1,0.000300387,0.000171031
0.300000000,source_year_doy,1.000000000,0.040000000,0.061801158,0.071268305,0.061513373,0.000303556,0.000108805,0.000103051,6,3,3,0.062104714,0.071377110,0.061616425,2,0,1,0.000303556,0.000171804
0.300000000,source_year,0.010000000,0.010000000,0.061801158,0.071268305,0.061513373,0.000303620,0.000063237,0.000090688,6,3,3,0.062104778,0.071331542,0.061604062,1,1,0,0.000303620,0.000152515
0.350000000,source_year,0.010000000,0.010000000,0.061807288,0.071430462,0.061470550,0.000303748,0.000051640,0.000090523,6,3,3,0.062111036,0.071482102,0.061561073,1,1,0,0.000303748,0.000148637
0.325000000,source_year,0.010000000,0.010000000,0.061798059,0.071355396,0.061489887,0.000307909,0.000058379,0.000093814,6,3,3,0.062105968,0.071413775,0.061583701,1,1,0,0.000307909,0.000153367
0.400000000,source_year,0.010000000,0.010000000,0.061853690,0.071666238,0.061472745,0.000313380,0.000041672,0.000097316,6,3,3,0.062167069,0.071707910,0.061570062,1,1,0,0.000313380,0.000150789
0.350000000,source_year_doy,0.100000000,0.020000000,0.061807288,0.071430462,0.061470550,0.000346997,0.000092411,0.000109691,6,3,3,0.062154285,0.071522873,0.061580241,1,1,1,0.000346997,0.000183033
0.400000000,source_year_doy,0.100000000,0.020000000,0.061853690,0.071666238,0.061472745,0.000349367,0.000084547,0.000119664,6,3,3,0.062203057,0.071750785,0.061592409,1,1,1,0.000349367,0.000184526
0.300000000,source_year_doy,0.100000000,0.020000000,0.061801158,0.071268305,0.061513373,0.000353012,0.000102973,0.000108021,6,3,3,0.062154170,0.071371279,0.061621394,1,0,1,0.000353012,0.000188002
0.325000000,source_year_doy,0.100000000,0.020000000,0.061798059,0.071355396,0.061489887,0.000354153,0.000099017,0.000112859,6,3,3,0.062152212,0.071454413,0.061602746,1,0,1,0.000354153,0.000188676
0.300000000,source_year,0.010000000,0.020000000,0.061801158,0.071268305,0.061513373,0.000382690,0.000081157,0.000090688,6,3,3,0.062183848,0.071349462,0.061604062,1,1,0,0.000382690,0.000184845
0.325000000,source_year,0.010000000,0.020000000,0.061798059,0.071355396,0.061489887,0.000384975,0.000077109,0.000093814,6,3,3,0.062183034,0.071432505,0.061583701,1,1,0,0.000384975,0.000185299
0.350000000,source_year,0.010000000,0.020000000,0.061807288,0.071430462,0.061470550,0.000387949,0.000071582,0.000090523,6,3,3,0.062195236,0.071502044,0.061561073,1,1,0,0.000387949,0.000183351
0.400000000,source_year,0.010000000,0.020000000,0.061853690,0.071666238,0.061472745,0.000392722,0.000063159,0.000097316,6,3,3,0.062246412,0.071729397,0.061570062,0,1,0,0.000392722,0.000184399
0.400000000,source_year_doy,0.100000000,0.040000000,0.061853690,0.071666238,0.061472745,0.000409272,0.000092378,0.000119664,6,3,3,0.062262961,0.071758616,0.061592409,2,1,1,0.000409272,0.000207105
0.350000000,source_year_doy,0.100000000,0.040000000,0.061807288,0.071430462,0.061470550,0.000410441,0.000099873,0.000109691,6,3,3,0.062217729,0.071530336,0.061580241,2,1,1,0.000410441,0.000206668
0.325000000,source_year_doy,0.100000000,0.040000000,0.061798059,0.071355396,0.061489887,0.000415184,0.000106377,0.000112859,6,3,3,0.062213243,0.071461773,0.061602746,2,0,1,0.000415184,0.000211473
0.300000000,source_year_doy,0.100000000,0.040000000,0.061801158,0.071268305,0.061513373,0.000415764,0.000110041,0.000108021,6,3,3,0.062216922,0.071378346,0.061621394,2,0,1,0.000415764,0.000211275
0.350000000,source_year_doy,0.010000000,0.010000000,0.061807288,0.071430462,0.061470550,0.000421115,0.000068202,0.000110898,6,3,3,0.062228402,0.071498665,0.061581448,0,0,1,0.000421115,0.000200072
0.400000000,source_year_doy,0.010000000,0.010000000,0.061853690,0.071666238,0.061472745,0.000423897,0.000059075,0.000121227,6,3,3,0.062277587,0.071725313,0.061593972,0,1,1,0.000423897,0.000201400
0.300000000,source_year_doy,0.010000000,0.010000000,0.061801158,0.071268305,0.061513373,0.000438267,0.000079750,0.000109023,6,3,3,0.062239424,0.071348056,0.061622396,0,0,1,0.000438267,0.000209013
0.325000000,source_year_doy,0.010000000,0.010000000,0.061798059,0.071355396,0.061489887,0.000439936,0.000075648,0.000114040,6,3,3,0.062237995,0.071431044,0.061603927,0,0,1,0.000439936,0.000209874
0.300000000,source_year,0.010000000,0.040000000,0.061801158,0.071268305,0.061513373,0.000455674,0.000081693,0.000090688,6,3,3,0.062256832,0.071349998,0.061604062,0,1,0,0.000455674,0.000209352
0.325000000,source_year,0.010000000,0.040000000,0.061798059,0.071355396,0.061489887,0.000456908,0.000077850,0.000093814,6,3,3,0.062254967,0.071433246,0.061583701,0,1,0,0.000456908,0.000209524
0.350000000,source_year,0.010000000,0.040000000,0.061807288,0.071430462,0.061470550,0.000461262,0.000072465,0.000090523,6,3,3,0.062268550,0.071502927,0.061561073,0,1,0,0.000461262,0.000208083
0.400000000,source_year,0.010000000,0.040000000,0.061853690,0.071666238,0.061472745,0.000464069,0.000064486,0.000097316,6,3,3,0.062317759,0.071730724,0.061570062,0,1,0,0.000464069,0.000208624
0.350000000,source_year_doy,0.010000000,0.020000000,0.061807288,0.071430462,0.061470550,0.000675080,0.000092220,0.000110750,6,3,3,0.062482368,0.071522682,0.061581300,0,1,1,0.000675080,0.000292683
0.400000000,source_year_doy,0.010000000,0.020000000,0.061853690,0.071666238,0.061472745,0.000675094,0.000084507,0.000120872,6,3,3,0.062528784,0.071750745,0.061593617,0,1,1,0.000675094,0.000293491
0.300000000,source_year_doy,0.010000000,0.020000000,0.061801158,0.071268305,0.061513373,0.000681109,0.000102796,0.000108950,6,3,3,0.062482267,0.071371101,0.061622323,0,0,1,0.000681109,0.000297618
0.325000000,source_year_doy,0.010000000,0.020000000,0.061798059,0.071355396,0.061489887,0.000685466,0.000098835,0.000113860,6,3,3,0.062483525,0.071454231,0.061603747,0,0,1,0.000685466,0.000299387
0.350000000,source_year_doy,0.010000000,0.040000000,0.061807288,0.071430462,0.061470550,0.000751094,0.000099888,0.000110750,6,3,3,0.062558382,0.071530350,0.061581300,0,1,1,0.000751094,0.000320577
0.300000000,source_year_doy,0.010000000,0.040000000,0.061801158,0.071268305,0.061513373,0.000751332,0.000110088,0.000108950,6,3,3,0.062552490,0.071378393,0.061622323,0,0,1,0.000751332,0.000323456
0.325000000,source_year_doy,0.010000000,0.040000000,0.061798059,0.071355396,0.061489887,0.000758113,0.000106413,0.000113860,6,3,3,0.062556172,0.071461809,0.061603747,0,0,1,0.000758113,0.000326128
0.400000000,source_year_doy,0.010000000,0.040000000,0.061853690,0.071666238,0.061472745,0.000764178,0.000092376,0.000120872,6,3,3,0.062617868,0.071758614,0.061593617,0,1,1,0.000764178,0.000325809
