dataset,partition,method,n,rmse,mae,rmse_2025,mae_2025,n_2025,rmse_shared,mae_shared,n_shared,rmse_new,mae_new,n_new,rmse_S2,mae_S2,n_S2,rmse_L8,mae_L8,n_L8,rmse_MOD,mae_MOD,n_MOD
random_private_like,random0,shock_shock_date_filled_a0.35,2644,0.07369249537618489,0.04343731710913742,0.05306027906604836,0.034083578526790594,756.0,0.04874400507409569,0.0329782489686481,377,0.07706206587587326,0.045176650452306566,2267.0,0.065831382967023,0.03944753236686327,1156,0.08337348416380241,0.044449442241443655,1035,0.06895941829563403,0.051306283224219026,453
random_private_like,random0,shock_shock_date_filled_a0.60,2644,0.07367956218034702,0.0433818942710251,0.053022617541220805,0.03395480100219153,756.0,0.048571001528167845,0.03281591900179108,377,0.07706580840764138,0.04513900617067276,2267.0,0.06589192747267551,0.03945878987735105,1156,0.08330898644650891,0.044297443797449966,1035,0.06890927344194846,0.05130135325388931,453
random_private_like,random0,shock_shock_date_filled_a1.00,2644,0.07377696214459835,0.04343387873527934,0.053133240719530725,0.03395290550889687,756.0,0.04847817053864352,0.032698052756537,377,0.07718411580775958,0.04521923665057967,2267.0,0.06610401978646142,0.03963558845668009,1156,0.08328260031990448,0.04413371674469287,1035,0.06907183170240418,0.051527678343044746,453
random_private_like,random0,joint_robust_shock,2644,0.07338165599505636,0.04328026358148606,0.05259595846168621,0.03376178682612931,756.0,0.048077329011302045,0.03249351007328823,377,0.07678526751670543,0.045074090697758924,2267.0,0.06597297646340938,0.0396351055719496,1156,0.08249689409605136,0.043725508465993004,1035,0.06908800230600004,0.051564974847621715,453
random_private_like,random1,hgb,2644,0.06708433336689526,0.04371069895538836,0.056740271698867244,0.03644072686432617,756.0,0.05225933622849322,0.034260999248440845,377,0.06924258568405091,0.04528217526307218,2267.0,0.07354372353015745,0.04284273997155459,1181,0.056716972168147486,0.040489489197825544,1002,0.07044813169484518,0.052935670185292084,461
random_private_like,random1,lagblend20,2644,0.06654105909924508,0.04336477478155467,0.05527804371885533,0.035660101648402893,756.0,0.051578965091464216,0.03388257025476911,377,0.06871402119079358,0.04494165661066722,2267.0,0.07345667110013736,0.042705916671204956,1181,0.05634261960196914,0.040374097686870954,1002,0.06834731609618501,0.05155299577330325,461
random_private_like,random1,interp_blend0.05,2644,0.067390955359791,0.043896083591607744,0.05686358225007544,0.03656587781384867,756.0,0.05222143061492114,0.03422563703737594,377,0.06959370940341773,0.04550426989550955,2267.0,0.0737766396575444,0.04296620673347908,1181,0.056848608076881815,0.04063537595672617,1002,0.07126730202978775,0.05336552745191422,461
random_private_like,random1,robust_blend0.05,2644,0.06703258516040955,0.0437747474904014,0.05648413390341633,0.03639077577874264,756.0,0.05233343986017029,0.03420910132883909,377,0.06917479497699522,0.045365505586082475,2267.0,0.07346361130298121,0.04290389580344009,1181,0.056537735350780015,0.040506300657473855,1002,0.07069247764639695,0.05310980078518385,461
random_private_like,random1,interp_blend0.10,2644,0.0678499472758828,0.044215150561849374,0.0571394441266428,0.03682446560274349,756.0,0.05234206546952693,0.03431487741057708,377,0.07009696214090977,0.04586155681594275,2267.0,0.0741020623048161,0.0431618592975758,1181,0.057121616770152164,0.0409145257790503,1002,0.07241640470666275,0.0540875215281656,461
random_private_like,random1,robust_blend0.10,2644,0.06709125197299426,0.04395466185272927,0.05634215187347506,0.03647081383491701,756.0,0.05252865990185696,0.03431580039528609,377,0.06921650874727785,0.04555759558429348,2267.0,0.07345125006774193,0.04303431424362155,1181,0.05646654319592474,0.040622940519233625,1002,0.0711666654138737,0.053554044287694245,461
random_private_like,random1,interp_blend0.15,2644,0.06845824440040027,0.044663427352203244,0.05756566423514276,0.037210779076039514,756.0,0.05262015041297738,0.03454132657749327,377,0.07074909759695515,0.046346723334587746,2267.0,0.07451877955712448,0.04348576918613102,1181,0.05753398576836187,0.04129000090110748,1002,0.07388004639546988,0.05501264123100856,461
random_private_like,random1,robust_blend0.15,2644,0.06726004488051934,0.044214357597733574,0.056315189045276846,0.03661673231683841,756.0,0.05284365405139382,0.034477785580613686,377,0.06936752944549152,0.04583354050485938,2267.0,0.0735066740044439,0.0432127990856199,1181,0.056503804098747244,0.04079546050391186,1002,0.07186614550903642,0.054211267556118825,461
random_private_like,random1,interp_blend0.20,2644,0.06921191015598338,0.045244553834507976,0.058138935813321135,0.037727264951418406,756.0,0.0530532096208456,0.03494346884892835,377,0.07154604473152514,0.04695761472536088,2267.0,0.07502527018097672,0.04392100246793618,1181,0.058082746906053986,0.04176272430858652,1002,0.07563997020674876,0.056203138105429006,461
random_private_like,random1,robust_blend0.20,2644,0.06753813819883232,0.044578310978467255,0.05640341036882153,0.036873724706674806,756.0,0.05327629787112994,0.03477058208653264,377,0.06962714581782561,0.046209327207959686,2267.0,0.07362973003970878,0.04346474814024193,1181,0.05664930405567175,0.04105917128478951,1002,0.07278442284152271,0.05508003697631803,461
random_private_like,random1,interp_blend0.30,2644,0.0711359773221698,0.046757765741054544,0.05970860724947867,0.03905804260861849,756.0,0.054368114951818286,0.03614205861854251,377,0.07355469338007539,0.048523148001834,2267.0,0.07630010389498404,0.045024659068998024,1181,0.05957343442401322,0.04297270447788093,1002,0.07996716529932942,0.05942464288942483,461
random_private_like,random1,robust_blend0.30,2644,0.06841637116555543,0.045608947763870575,0.056922564093346464,0.03761735159797892,756.0,0.054482562663185456,0.035647516979227176,377,0.07046686261596592,0.047265524475741144,2267.0,0.07407720498439134,0.04420415503375297,1181,0.057261107048384566,0.0417933974923566,1002,0.07524342553355895,0.05750101194245172,461
random_private_like,random1,interp_blend0.40,2644,0.07357806488187286,0.04865586777346691,0.06180503087615766,0.04075558060708314,756.0,0.056244452478786504,0.03762390222997634,377,0.07607859952653355,0.05049047342406061,2267.0,0.07790930434676759,0.04644932484190021,1181,0.06155521834251396,0.044413314854277706,1002,0.08523005907563637,0.06352997889539279,461
random_private_like,random1,robust_blend0.40,2644,0.06970964988865756,0.04693921100019278,0.05788729465881169,0.03866824602322899,756.0,0.056117887251469566,0.03684589420642234,377,0.0717205895107115,0.04861772023321063,2267.0,0.07478884672363507,0.04519100451166478,1181,0.05828844389534737,0.04276234435795019,1002,0.07846462195844836,0.060496374207304845,461
random_private_like,random1,shock_shock_date_a0.35,2644,0.06688491041567471,0.04351860957516315,0.05668850680874224,0.036351791496558795,756.0,0.05220999984356617,0.034271254317556114,377,0.06902342589779531,0.04505643618836026,2267.0,0.07339331558723557,0.04274967013120871,1181,0.056411660443246435,0.04017308764398897,1002,0.07029509732596538,0.05276010731561162,461
random_private_like,random1,shock_shock_date_a0.60,2644,0.06678246846627063,0.04343168674314306,0.05669845230412677,0.036343359488581736,756.0,0.05222733184438174,0.03433529420758663,377,0.0689054569602069,0.044944408395505106,2267.0,0.07331336509782378,0.042722139871728425,1181,0.0562314162209646,0.039988988388475526,1002,0.0702641002645991,0.05273224771172776,461
random_private_like,random1,shock_shock_date_a1.00,2644,0.0666883190293168,0.04338952675647557,0.05679562565546695,0.036417933406848374,756.0,0.05234605238280089,0.034534018679906686,377,0.06878402029292556,0.044862189546447544,2267.0,0.07323328787721897,0.04277294607724319,1181,0.05600944395666202,0.03977409235003935,1002,0.07035046190414057,0.052827372868021215,461
random_private_like,random1,shock_shock_crop_a0.35,2644,0.06682439374650065,0.043486295526398704,0.05657327533665918,0.03620864518950356,756.0,0.05205471184536082,0.03412073840925768,377,0.06897455042569534,0.04504377899934187,2267.0,0.07331194079707117,0.0426804071094779,1181,0.05639523686735276,0.040191489731032044,1002,0.07021112770304738,0.05271221662692118,461
random_private_like,random1,shock_shock_crop_a0.60,2644,0.06668232900991825,0.043378402737484625,0.056512841249540424,0.03610287572604299,756.0,0.05197506107068331,0.03409182330775798,377,0.06882402083735353,0.04492275229417053,2267.0,0.07317780776971566,0.04260763388835036,1181,0.05620575909134218,0.04002769221014054,1002,0.0701251238009003,0.05263586468808409,461
random_private_like,random1,shock_shock_crop_a1.00,2644,0.06653124722511926,0.04331225155258558,0.05651857027992867,0.03605411129654783,756.0,0.05196358520769472,0.03419338234200629,377,0.0686547237942753,0.04482871105518302,2267.0,0.07301806312609196,0.04259476491561023,1181,0.05597344369086077,0.03984400185303809,1002,0.070132557189924,0.052688689550881636,461
random_private_like,random1,shock_shock_near_a0.35,2644,0.0670566026474024,0.04369417337511982,0.056778314024289886,0.03650852524955963,756.0,0.05225513602826707,0.03433760403524808,377,0.06921177823462613,0.045250162189028796,2267.0,0.07352096426302394,0.04285240045180006,1181,0.05673883695575178,0.04050689675318631,1002,0.07031918306013536,0.052778305690994017,461
random_private_like,random1,shock_shock_near_a0.60,2644,0.06705216597242974,0.04370255764220236,0.05681627859058663,0.0365758145764899,756.0,0.05226246668838594,0.034413838919367376,377,0.06920584430813694,0.04524726296135048,2267.0,0.07351251504198802,0.042879982242368525,1181,0.056773229795130026,0.040540386188339425,1002,0.07025718536479764,0.05268294233629004,461
random_private_like,random1,shock_shock_near_a1.00,2644,0.06707171635952439,0.04373811586989738,0.05689567660620544,0.03669145845563456,756.0,0.052292091839263186,0.034536205390345444,377,0.06922421558338049,0.04526838505860098,2267.0,0.07351253509420985,0.04292971288048472,1181,0.056860721375395835,0.04062748578852155,1002,0.07021035767505723,0.05257016635153493,461
random_private_like,random1,shock_shock_date_filled_a0.35,2644,0.06688179851826591,0.043509584861358384,0.056690855397178976,0.03635228405286121,756.0,0.05220994612763079,0.034271959935496206,377,0.06901991569205963,0.04504579332939987,2267.0,0.07338370631684456,0.04274505157153426,1181,0.056417111409938964,0.04015496906997512,1002,0.07029430791435595,0.05275956064931571,461
random_private_like,random1,shock_shock_date_filled_a0.60,2644,0.06677843083896819,0.043418025476602506,0.05670334541270305,0.03634509109023461,756.0,0.05222818111410593,0.03433714669684932,377,0.06890078589727922,0.0449281672057454,2267.0,0.0732975122485323,0.04271508261970538,1181,0.05624309096140135,0.03996107085296612,1002,0.07026415144862126,0.05273265464553776,461
random_private_like,random1,shock_shock_date_filled_a1.00,2644,0.0666850658148368,0.043371880233347766,0.05680607642319836,0.03642262241612009,756.0,0.05234996900853879,0.03453943452230316,377,0.06877984594172026,0.04484070777329652,2267.0,0.0732085415375455,0.042763569999997676,1181,0.05603513551098203,0.03973714696956736,1002,0.07035428920378983,0.05283048569081942,461
random_private_like,random1,joint_robust_shock,2644,0.06637917192743072,0.043308064079984776,0.056114767154663396,0.03614723446328294,756.0,0.05239585217449592,0.03439759502996241,377,0.06842803128357774,0.044789866828929825,2267.0,0.07293365043662846,0.04287953552716119,1181,0.05538176770687527,0.03944956879554791,1002,0.07055082141557477,0.05279245561120035,461
random_private_like,random2,hgb,2644,0.06840733265091457,0.04107291079828163,0.07747509680779392,0.03843913305804587,756.0,0.05092214757724868,0.03326782137769139,377,0.07089813715998901,0.04237088993880326,2267.0,0.06322368706079398,0.03767632486631308,1186,0.07439345439365252,0.04206372919276138,1025,0.06726767470201031,0.04803079084671806,433
random_private_like,random2,lagblend20,2644,0.06821208638790288,0.04083501769879138,0.07669501752008467,0.03763721595132013,756.0,0.05099987746669966,0.03307569790194944,377,0.07066907387834263,0.04212538539328164,2267.0,0.06371057388429031,0.03788820294271891,1186,0.07417430319499733,0.04156156915605092,1025,0.06534411869562408,0.04718653515147249,433
random_private_like,random2,interp_blend0.05,2644,0.06858896607784425,0.04113624281004309,0.0777079305610292,0.03852085100195916,756.0,0.05138654856341097,0.03339140253104707,377,0.07104692641436622,0.042424202574128454,2267.0,0.06348953150865234,0.037761656462868894,1186,0.07423100827901703,0.04185999715626826,1025,0.0681305198940228,0.04866606083052305,433
random_private_like,random2,robust_blend0.05,2644,0.06850510924571228,0.04110769921553796,0.07744468352551107,0.03840474967735525,756.0,0.05105790735018722,0.033166079888752226,377,0.07099194691884342,0.04242838315298756,2267.0,0.06335887932390386,0.037741051774534976,1186,0.07427627640274659,0.041850819550880755,1025,0.06783103197101624,0.0485699290568848,433
random_private_like,random2,interp_blend0.10,2644,0.06890473458045744,0.041333324129338454,0.07804985621055534,0.03870327042716016,756.0,0.052011503929187825,0.033619504309833265,377,0.07132710491589994,0.0426161252197458,2267.0,0.06387971762606529,0.03795858488955471,1186,0.07416204199653352,0.0417756824778322,1025,0.06924579333389771,0.04952968309279676,433
random_private_like,random2,robust_blend0.10,2644,0.06870409501284605,0.041262215674104444,0.07749162055849602,0.038460278769689056,756.0,0.05130777528581569,0.03320270449004321,377,0.07118599605896585,0.042602504918211666,2267.0,0.0635748788322004,0.03789260383374345,1186,0.07423508915692449,0.04176100483549421,1025,0.06860865425031627,0.04931094720353542,433
random_private_like,random2,interp_blend0.15,2644,0.06935280600191847,0.04166101570894655,0.07849944823123868,0.039029186790361464,756.0,0.052791311946450724,0.034045510571049174,377,0.0717371332088403,0.04292746715887479,2267.0,0.06439198509095864,0.03828492316078833,1186,0.0741868162516008,0.0417927288464425,1025,0.07060153341145353,0.050596442489968065,433
random_private_like,random2,robust_blend0.15,2644,0.0690034143844672,0.041513617290222904,0.07761576757736226,0.038596702884034814,756.0,0.05167009598672587,0.03330470357310014,377,0.07147946820936955,0.04287875203718156,2267.0,0.06387086576526935,0.03810425453022267,1186,0.07427001908077316,0.041770914928370276,1025,0.06959335944739786,0.050242887854331945,433
random_private_like,random2,interp_blend0.20,2644,0.06993063724746845,0.042135461680701994,0.07905486971995723,0.03951920503602237,756.0,0.053719229344941735,0.03463642081126316,377,0.0722748013414473,0.043382545230670415,2267.0,0.06502344862504121,0.03875502529256117,1186,0.07430523728162793,0.04191682246725919,1025,0.07218419229895826,0.051912142396900327,433
random_private_like,random2,robust_blend0.20,2644,0.0694017692015695,0.04188173228761023,0.07781675504600631,0.03882391646264322,756.0,0.05214252531737815,0.033532402233771935,377,0.07187114545552616,0.04327021814129221,2267.0,0.06424573460090013,0.03839947803401903,1186,0.07438095893858089,0.041894290175178595,1025,0.0707765047290333,0.051390004135188974,433
random_private_like,random2,interp_blend0.30,2644,0.07146228302478232,0.04350955988887567,0.08047401904484565,0.04080109988420581,756.0,0.05598876936667461,0.036020163443564235,377,0.07372122416605846,0.044755039580045675,2267.0,0.0666297699747179,0.04004297158079209,1186,0.07482088946123767,0.04254173708034557,1025,0.07597152907538329,0.05529568485915392,433
random_private_like,random2,robust_blend0.30,2644,0.07048845189627954,0.0429971774664788,0.07844666310750077,0.03959019100779589,756.0,0.053405341857908545,0.03432298888324355,377,0.07294239093492554,0.04443968699267186,2267.0,0.0652263918456495,0.0392776971021132,1186,0.07482928456212477,0.04250072222347939,1025,0.07369829448958624,0.054360157457730485,433
random_private_like,random2,interp_blend0.40,2644,0.07346804785370638,0.04539358312360772,0.08228587970521233,0.04245306802730122,756.0,0.05875505614257055,0.037792259953613364,377,0.07563776732871946,0.04665767612541093,2267.0,0.06866622496800864,0.04168056270141606,1186,0.07570138776779951,0.04363670709413048,1025,0.08048805334356987,0.05972254421121391,433
random_private_like,random2,robust_blend0.40,2644,0.07194651846206845,0.04446456615639543,0.07937408907960229,0.040631142868432786,756.0,0.055066782929818335,0.035404765827387365,377,0.07438305299965461,0.045971202558705106,2267.0,0.06650314695492018,0.040465324817003503,1186,0.0755746835157534,0.04341146785318508,1025,0.0772885658107598,0.05791150839498533,433
random_private_like,random2,shock_shock_date_a0.35,2644,0.06819223186345355,0.04086871877301832,0.07738960655890995,0.03830490631144016,756.0,0.05062883394229284,0.033126176859551715,377,0.07069109066519877,0.042156296321045186,2267.0,0.06306461935587086,0.03761891451830264,1186,0.0742186593635293,0.041785084026010826,1025,0.06679848298148183,0.0476008052898208,433
random_private_like,random2,shock_shock_date_a0.60,2644,0.06807487046302536,0.04076643313942209,0.07735972013645302,0.0382586164644709,756.0,0.050464668646717344,0.0331095293067695,377,0.07057859569829311,0.04203976915393908,2267.0,0.06298356615746654,0.03761548592884727,1186,0.0741200769354273,0.04161132984687898,1025,0.06653558458744895,0.04739692798145077,433
random_private_like,random2,shock_shock_date_a1.00,2644,0.06795040993732443,0.04067267389415312,0.07736602367398854,0.038249956420383265,756.0,0.050281615857633,0.033156072779517744,377,0.07046034243036892,0.04192267769663109,2267.0,0.06291061583915467,0.03766706611250814,1186,0.07400812167084997,0.041405092676757765,1025,0.06624212567715758,0.04717133804394805,433
random_private_like,random2,shock_shock_crop_a0.35,2644,0.06817453975820188,0.040851588479699656,0.0773105194793534,0.038156236289597044,756.0,0.05055775413537993,0.0330136275920368,377,0.07067964731908022,0.04215503411474549,2267.0,0.06297811004555068,0.03756301388242688,1186,0.07420326931546804,0.04174402516608226,1025,0.06695206178528948,0.04774651196428017,433
random_private_like,random2,shock_shock_crop_a0.60,2644,0.06806681753377102,0.04077143040546119,0.077250919652083,0.03804444967214767,756.0,0.05037768309305412,0.032970156661256994,377,0.07057987147887672,0.04206877500253441,2267.0,0.0628608208658855,0.03754611005608144,1186,0.07410494208681297,0.041580782894742985,1025,0.06684242123877657,0.04768977597786433,433
