protocol,partition,method,n,rmse,mae,rmse_2025,mae_2025,n_2025,rmse_hidden_doy,mae_hidden_doy,n_hidden_doy,rmse_non_hidden_doy,mae_non_hidden_doy,n_non_hidden_doy,rmse_canon,mae_canon,n_canon,rmse_noncanon,mae_noncanon,n_noncanon,rmse_shared,mae_shared,n_shared,rmse_private_only,mae_private_only,n_private_only,dataset
crossfit,random2,hgb_peer_0.20,2644,0.07818287737211019,0.05316450784249238,0.08652328000289222,0.04963573204641179,756,0.07818287737211019,0.05316450784249238,2644,,,0,0.07412078087120577,0.055976023195949264,592,0.07931613094791978,0.05235338840328846,2052,0.06111826550934446,0.04365229541358967,377,0.08067140235186737,0.05474637995792968,2267,random_private_like
crossfit,random2,hgb_peer_0.30,2644,0.0890876612137428,0.06274708720543508,0.09637802368731263,0.058819186335876426,756,0.0890876612137428,0.06274708720543508,2644,,,0,0.08176636461228243,0.06267768116280473,592,0.09109054298588698,0.06276711078108672,2052,0.07198831934898503,0.051899624757841455,377,0.09162231059036571,0.06455101016209269,2267,random_private_like
crossfit,random2,blend_lag_0.05,2644,0.06826959374565934,0.04091418541545866,0.07721574929856226,0.03815536022032639,756,0.06826959374565934,0.04091418541545866,2644,,,0,0.06892222557093254,0.04920232819849766,592,0.06808014728482857,0.03852306430066379,2052,0.05085535415370618,0.03312148466175099,377,0.07075111259492495,0.04221010433215376,2267,random_private_like
crossfit,random2,blend_lag_0.10,2644,0.06819102908952544,0.04082613168085015,0.07699905773685622,0.037923377349293234,756,0.06819102908952544,0.04082613168085015,2644,,,0,0.0686527337118247,0.04910127926805935,592,0.06805724558486233,0.03843875966738629,2052,0.05084605610528729,0.033050537460278376,377,0.07066380486962047,0.04211920579693111,2267,random_private_like
crossfit,random2,blend_lag_0.15,2644,0.06817184326895005,0.04079827067243811,0.07682538306609961,0.037758357594886716,756,0.06817184326895005,0.04079827067243811,2644,,,0,0.06847635899170919,0.04910524600655381,592,0.068083737632203,0.03840171638501291,2052,0.05089428494407326,0.033042603965483607,377,0.07063643541723184,0.04208803086146407,2267,random_private_like
crossfit,random2,blend_lag_0.20,2644,0.06821208638790288,0.04083501769879138,0.07669501752008467,0.03763721595132013,756,0.06821208638790288,0.04083501769879138,2644,,,0,0.06839382180880567,0.04923044183007638,592,0.06815956583225224,0.03841294601959025,2052,0.05099987746669966,0.03307569790194944,377,0.07066907387834263,0.04212538539328164,2267,random_private_like
crossfit,random2,blend_lag_0.25,2644,0.06831165341581047,0.0409263561568534,0.07660818219892161,0.03755729585397331,756,0.06831165341581047,0.0409263561568534,2644,,,0,0.06840546183358759,0.04943162966564403,592,0.06828456582573901,0.038472593039307564,2052,0.05116247850145253,0.0331280906274777,377,0.07076163721792658,0.04222320049058725,2267,random_private_like
crossfit,random2,blend_lag_0.30,2644,0.06847028555307437,0.041072545272262256,0.07656502521062844,0.03752771692016912,756,0.06847028555307437,0.041072545272262256,2644,,,0,0.0685112310640866,0.04969804659935534,592,0.06845846826124816,0.03858409654631728,2052,0.051381546827126194,0.03320355262992109,377,0.07091389077796517,0.04238115145936531,2267,random_private_like
crossfit,random2,blend_lag_fit_global,2644,0.06823186022653432,0.040851452350837716,0.07666871917997904,0.03761084814913659,756,0.06823186022653432,0.040851452350837716,2644,,,0,0.06838783795864158,0.049271377075263724,592,0.06818679448610686,0.038422312274395125,2052,0.05103596432099724,0.03308793613215519,377,0.07068700278813457,0.04214251790639278,2267,random_private_like
crossfit,random2,blend_lag_fit_canon,2644,0.06822919171136609,0.040852735705021626,0.07666839673877095,0.03761068901068418,756,0.06822919171136609,0.040852735705021626,2644,,,0,0.06838732118077871,0.04928110322385552,592,0.06818350335121405,0.0384211598906212,2052,0.051030930614054705,0.03308786543558947,377,0.07068460297351127,0.042144026437962036,2267,random_private_like
crossfit,random2,blend_lag_fit_hidden_doy,2644,0.06823186022653432,0.040851452350837716,0.07666871917997904,0.03761084814913659,756,0.06823186022653432,0.040851452350837716,2644,,,0,0.06838783795864158,0.049271377075263724,592,0.06818679448610686,0.038422312274395125,2052,0.05103596432099724,0.03308793613215519,377,0.07068700278813457,0.04214251790639278,2267,random_private_like
crossfit,random2,blend_lag_fit_span,2644,0.06822810512778398,0.040875005229327376,0.0766473244055749,0.037759460716376515,756,0.06822810512778398,0.040875005229327376,2644,,,0,0.06880290312082366,0.049449621874614776,592,0.06806137422023953,0.03840123668448813,2052,0.050718667415207135,0.03310656444506483,377,0.07072074611324022,0.0421668897355766,2267,random_private_like
crossfit,random2,hgb_groupbias_canon,2644,0.0684132010847061,0.041048217754290225,0.07749253269638592,0.03844656485510786,756,0.0684132010847061,0.041048217754290225,2644,,,0,0.06935154454309661,0.0494379571543918,592,0.06814008825019645,0.03862778611449483,2052,0.051016207051549294,0.03327511883919171,377,0.07089349603546957,0.04234087690338248,2267,random_private_like
crossfit,random2,hgb_groupbias_hidden_doy,2644,0.06839323593165682,0.041050245900791836,0.07750568740528448,0.03845991648928903,756,0.06839323593165682,0.041050245900791836,2644,,,0,0.0692597886485316,0.04941853958746556,592,0.06814118811821018,0.038636001328418136,2052,0.05101019372358242,0.03330670767521263,377,0.07087174488686118,0.042337989134600115,2267,random_private_like
crossfit,random2,hgb_groupbias_span,2644,0.06839085821174863,0.04104231492018254,0.0774830155429093,0.038399677031662686,756,0.06839085821174863,0.04104231492018254,2644,,,0,0.06942521200410487,0.04949915129730081,592,0.06808952771921783,0.038602525867914496,2052,0.05094072101918597,0.03324185036787015,377,0.07087737838637301,0.042339524949393734,2267,random_private_like
crossfit,random2,hgb_groupbias_year,2644,0.06832453417445912,0.041025933520182155,0.07749553552662294,0.03845118889672184,756,0.06832453417445912,0.041025933520182155,2644,,,0,0.06926807095938546,0.049451364925166635,592,0.06804989319445359,0.038595204771765576,2052,0.05098249043406323,0.033291699466698264,377,0.0707977354861058,0.04231212947878975,2267,random_private_like
crossfit,exact2019,hgb_raw,249,0.057749371318698485,0.03972701940527716,,,0,0.057749371318698485,0.03972701940527716,249,,,0,0.05615897704088948,0.044118538542639835,83,0.05852836475092907,0.037531259836595825,166,0.057749371318698485,0.03972701940527716,249,,,0,exact_hidden_doy
crossfit,exact2019,hgb_clip_01,249,0.057749371318698485,0.03972701940527716,,,0,0.057749371318698485,0.03972701940527716,249,,,0,0.05615897704088948,0.044118538542639835,83,0.05852836475092907,0.037531259836595825,166,0.057749371318698485,0.03972701940527716,249,,,0,exact_hidden_doy
crossfit,exact2019,hgb_clip_02_11,249,0.057749371318698485,0.03972701940527716,,,0,0.057749371318698485,0.03972701940527716,249,,,0,0.05615897704088948,0.044118538542639835,83,0.05852836475092907,0.037531259836595825,166,0.057749371318698485,0.03972701940527716,249,,,0,exact_hidden_doy
crossfit,exact2019,hgb_clip_calib_q01_q99,249,0.057924767576418255,0.040000042869918165,,,0,0.057924767576418255,0.040000042869918165,249,,,0,0.05618887006397207,0.04413714194867479,83,0.05877349307842902,0.037931493330539856,166,0.057924767576418255,0.040000042869918165,249,,,0,exact_hidden_doy
crossfit,exact2019,hgb_affine,249,0.057778865163538154,0.03975731014120713,,,0,0.057778865163538154,0.03975731014120713,249,,,0,0.05619557916038477,0.044127059591887216,83,0.05855445611389409,0.03757243541586709,166,0.057778865163538154,0.03975731014120713,249,,,0,exact_hidden_doy
crossfit,exact2019,hgb_affine_winsor,249,0.05785192727275891,0.039844022978109274,,,0,0.05785192727275891,0.039844022978109274,249,,,0,0.05629563373330784,0.044232588315086696,83,0.05861458048166433,0.037649740309620566,166,0.05785192727275891,0.039844022978109274,249,,,0,exact_hidden_doy
crossfit,exact2019,hgb_bias_median,249,0.057771360723010666,0.03975095108911282,,,0,0.057771360723010666,0.03975095108911282,249,,,0,0.05618064215314686,0.04408363993294475,83,0.05855051582447722,0.03758460666719687,166,0.057771360723010666,0.03975095108911282,249,,,0,exact_hidden_doy
crossfit,exact2019,hgb_shrink_0.90,249,0.06326484970890343,0.0462703390312672,,,0,0.06326484970890343,0.0462703390312672,249,,,0,0.06259657602080483,0.04999507648217344,83,0.06359635326236097,0.04440797030581408,166,0.06326484970890343,0.0462703390312672,249,,,0,exact_hidden_doy
crossfit,exact2019,hgb_shrink_0.95,249,0.059707013514345424,0.04218908549437019,,,0,0.059707013514345424,0.04218908549437019,249,,,0,0.058590022371627075,0.0464777060983286,83,0.060257745008002586,0.040044775192391,166,0.059707013514345424,0.04218908549437019,249,,,0,exact_hidden_doy
crossfit,exact2019,hgb_shrink_0.98,249,0.058327144429064656,0.04042285946538724,,,0,0.058327144429064656,0.04042285946538724,249,,,0,0.05692648802899713,0.04493449242547786,83,0.05901500780492769,0.03816704298534193,166,0.058327144429064656,0.04042285946538724,249,,,0,exact_hidden_doy
crossfit,exact2019,hgb_peer_0.05,249,0.0587770496450775,0.04061148109799008,,,0,0.0587770496450775,0.04061148109799008,249,,,0,0.05708860077535787,0.044917027995774544,83,0.059603340327751456,0.038458707649097854,166,0.0587770496450775,0.04061148109799008,249,,,0,exact_hidden_doy
crossfit,exact2019,hgb_peer_0.10,249,0.060949745536594914,0.043011403668021975,,,0,0.060949745536594914,0.043011403668021975,249,,,0,0.058931709119977624,0.04668547014365862,83,0.0619341105656865,0.04117437043020365,166,0.060949745536594914,0.043011403668021975,249,,,0,exact_hidden_doy
crossfit,exact2019,hgb_peer_0.20,249,0.0682368377720534,0.04953710046121854,,,0,0.0682368377720534,0.04953710046121854,249,,,0,0.06501002567098288,0.051335329379093,83,0.06979432158007823,0.04863798600228131,166,0.0682368377720534,0.04953710046121854,249,,,0,exact_hidden_doy
crossfit,exact2019,hgb_peer_0.30,249,0.07848040221715546,0.057091589553417345,,,0,0.07848040221715546,0.057091589553417345,249,,,0,0.07357922258423057,0.05632633458703305,83,0.08081960962662389,0.05747421703660951,166,0.07848040221715546,0.057091589553417345,249,,,0,exact_hidden_doy
crossfit,exact2019,blend_lag_0.05,249,0.05751394029916283,0.03961534955260236,,,0,0.05751394029916283,0.03961534955260236,249,,,0,0.05591383027765013,0.04383729743892668,83,0.05829752812036345,0.037504375609440206,166,0.05751394029916283,0.03961534955260236,249,,,0,exact_hidden_doy
crossfit,exact2019,blend_lag_0.10,249,0.0573404019084583,0.03953799497938504,,,0,0.0573404019084583,0.03953799497938504,249,,,0,0.055746340526233805,0.04357168934255034,83,0.05812104004146763,0.037521147797802384,166,0.0573404019084583,0.03953799497938504,249,,,0,exact_hidden_doy
crossfit,exact2019,blend_lag_0.15,249,0.05722931918665905,0.039477806255953096,,,0,0.05722931918665905,0.039477806255953096,249,,,0,0.055657208872939457,0.04334479502896163,83,0.057999396652807934,0.03754431186944882,166,0.05722931918665905,0.039477806255953096,249,,,0,exact_hidden_doy
crossfit,exact2019,blend_lag_0.20,249,0.05718105612325281,0.039427367948714015,,,0,0.05718105612325281,0.039427367948714015,249,,,0,0.05564681184664079,0.04311790071537291,83,0.057932943432110896,0.03758210156538458,166,0.05718105612325281,0.039427367948714015,249,,,0,exact_hidden_doy
crossfit,exact2019,blend_lag_0.25,249,0.057195771744332505,0.039393733125674985,,,0,0.057195771744332505,0.039393733125674985,249,,,0,0.055715193525421,0.0428910064017842,83,0.057921870337180235,0.03764509648762038,166,0.057195771744332505,0.039393733125674985,249,,,0,exact_hidden_doy
crossfit,exact2019,blend_lag_0.30,249,0.05727341750538458,0.03939488464296606,,,0,0.05727341750538458,0.03939488464296606,249,,,0,0.055862064607075046,0.04270828007140004,83,0.057966209105276376,0.03773818692874908,166,0.05727341750538458,0.03939488464296606,249,,,0,exact_hidden_doy
crossfit,exact2019,blend_lag_fit_global,249,0.05731259324199468,0.03941170834382856,,,0,0.05731259324199468,0.03941170834382856,249,,,0,0.0559273021536189,0.04267969424766712,83,0.057992831049125455,0.037777715391909286,166,0.05731259324199468,0.03941170834382856,249,,,0,exact_hidden_doy
crossfit,exact2019,blend_lag_fit_canon,249,0.05731474613343458,0.0394203965447337,,,0,0.05731474613343458,0.0394203965447337,249,,,0,0.05591549659244759,0.04268270945295068,83,0.05800171382743852,0.037789240090625204,166,0.05731474613343458,0.0394203965447337,249,,,0,exact_hidden_doy
crossfit,exact2019,blend_lag_fit_hidden_doy,249,0.05731259324199468,0.03941170834382856,,,0,0.05731259324199468,0.03941170834382856,249,,,0,0.0559273021536189,0.04267969424766712,83,0.057992831049125455,0.037777715391909286,166,0.05731259324199468,0.03941170834382856,249,,,0,exact_hidden_doy
crossfit,exact2019,blend_lag_fit_span,249,0.057191905509496224,0.039293506127975275,,,0,0.057191905509496224,0.039293506127975275,249,,,0,0.05560746827444975,0.04226649530690967,83,0.057967886107428035,0.03780701153850807,166,0.057191905509496224,0.039293506127975275,249,,,0,exact_hidden_doy
crossfit,exact2019,hgb_groupbias_canon,249,0.057776637278000774,0.03977997766344019,,,0,0.057776637278000774,0.03977997766344019,249,,,0,0.05616851558013023,0.04409985034287086,83,0.05856414134513403,0.03762004132372486,166,0.057776637278000774,0.03977997766344019,249,,,0,exact_hidden_doy
crossfit,exact2019,hgb_groupbias_hidden_doy,249,0.057771360723010666,0.03975095108911282,,,0,0.057771360723010666,0.03975095108911282,249,,,0,0.05618064215314686,0.04408363993294475,83,0.05855051582447722,0.03758460666719687,166,0.057771360723010666,0.03975095108911282,249,,,0,exact_hidden_doy
crossfit,exact2019,hgb_groupbias_span,249,0.057893932488589796,0.0397107117553847,,,0,0.057893932488589796,0.0397107117553847,249,,,0,0.056507854101405096,0.04424984254126336,83,0.058574673203674356,0.03744114636244538,166,0.057893932488589796,0.0397107117553847,249,,,0,exact_hidden_doy
crossfit,exact2019,hgb_groupbias_year,249,0.057749371318698485,0.03972701940527716,,,0,0.057749371318698485,0.03972701940527716,249,,,0,0.05615897704088948,0.044118538542639835,83,0.05852836475092907,0.037531259836595825,166,0.057749371318698485,0.03972701940527716,249,,,0,exact_hidden_doy
crossfit,exact2020,hgb_raw,222,0.05596693316851813,0.03761340888680115,,,0,0.05596693316851813,0.03761340888680115,222,,,0,0.06442594530266692,0.04735843089376338,83,0.050241271657172015,0.031794438911420815,139,0.05596693316851813,0.03761340888680115,222,,,0,exact_hidden_doy
crossfit,exact2020,hgb_clip_01,222,0.05596693316851813,0.03761340888680115,,,0,0.05596693316851813,0.03761340888680115,222,,,0,0.06442594530266692,0.04735843089376338,83,0.050241271657172015,0.031794438911420815,139,0.05596693316851813,0.03761340888680115,222,,,0,exact_hidden_doy
crossfit,exact2020,hgb_clip_02_11,222,0.05596693316851813,0.03761340888680115,,,0,0.05596693316851813,0.03761340888680115,222,,,0,0.06442594530266692,0.04735843089376338,83,0.050241271657172015,0.031794438911420815,139,0.05596693316851813,0.03761340888680115,222,,,0,exact_hidden_doy
crossfit,exact2020,hgb_clip_calib_q01_q99,222,0.05620004156070006,0.038185241095605234,,,0,0.05620004156070006,0.038185241095605234,222,,,0,0.06442594530266692,0.04735843089376338,83,0.0506551619817632,0.03270772488519426,139,0.05620004156070006,0.038185241095605234,222,,,0,exact_hidden_doy
crossfit,exact2020,hgb_affine,222,0.05624380875800813,0.03772705104930606,,,0,0.05624380875800813,0.03772705104930606,222,,,0,0.06491308882233417,0.04776094924123568,83,0.050360527673003995,0.0317355866613193,139,0.05624380875800813,0.03772705104930606,222,,,0,exact_hidden_doy
crossfit,exact2020,hgb_affine_winsor,222,0.05620341753917113,0.03772811527415025,,,0,0.05620341753917113,0.03772811527415025,222,,,0,0.06486109182942987,0.047662894250606734,83,0.0503285019724488,0.031795837180294946,139,0.05620341753917113,0.03772811527415025,222,,,0,exact_hidden_doy
crossfit,exact2020,hgb_bias_median,222,0.055982245587490966,0.037620670650292024,,,0,0.055982245587490966,0.037620670650292024,222,,,0,0.06445532175108648,0.04737906786320206,83,0.050246019105496226,0.0317937140411443,139,0.055982245587490966,0.037620670650292024,222,,,0,exact_hidden_doy
crossfit,exact2020,hgb_shrink_0.90,222,0.06025432366564881,0.04356659237217661,,,0,0.06025432366564881,0.04356659237217661,222,,,0,0.06836188447431364,0.04970330397419027,83,0.054844562558660694,0.039902225012700826,139,0.06025432366564881,0.04356659237217661,222,,,0,exact_hidden_doy
crossfit,exact2020,hgb_shrink_0.95,222,0.057305813429835345,0.039570400386054354,,,0,0.057305813429835345,0.039570400386054354,222,,,0,0.06581910701444547,0.04788111346839635,83,0.05155631381796223,0.034607888257749436,139,0.057305813429835345,0.039570400386054354,222,,,0,exact_hidden_doy
crossfit,exact2020,hgb_shrink_0.98,222,0.05629888836697923,0.0381160582438853,,,0,0.05629888836697923,0.0381160582438853,222,,,0,0.06483914402949284,0.04743861019664727,83,0.050515463896887575,0.03254935455986197,139,0.05629888836697923,0.0381160582438853,222,,,0,exact_hidden_doy
crossfit,exact2020,hgb_peer_0.05,222,0.05648334847871793,0.038368737307620096,,,0,0.05648334847871793,0.038368737307620096,222,,,0,0.06436895584107354,0.04702961713551742,83,0.051198777243291915,0.0331971328060699,139,0.05648334847871793,0.038368737307620096,222,,,0,exact_hidden_doy
crossfit,exact2020,hgb_peer_0.10,222,0.05799242235297429,0.03991370931396019,,,0,0.05799242235297429,0.03991370931396019,222,,,0,0.06528316492448671,0.048025386581226556,83,0.05316432165641134,0.03507004590976517,139,0.05799242235297429,0.03991370931396019,222,,,0,exact_hidden_doy
crossfit,exact2020,hgb_peer_0.20,222,0.06366058344153273,0.04462334584692192,,,0,0.06366058344153273,0.04462334584692192,222,,,0,0.06983235074958093,0.052267240474525835,83,0.059671671558970726,0.04005900588943182,139,0.06366058344153273,0.04462334584692192,222,,,0,exact_hidden_doy
crossfit,exact2020,hgb_peer_0.30,222,0.07211757143402137,0.05144608877185702,,,0,0.07211757143402137,0.05144608877185702,222,,,0,0.07742544280859182,0.05891459075490704,83,0.06875300172425694,0.04698647967406456,139,0.07211757143402137,0.05144608877185702,222,,,0,exact_hidden_doy
crossfit,exact2020,blend_lag_0.05,222,0.055711139425873524,0.03752454215762998,,,0,0.055711139425873524,0.03752454215762998,222,,,0,0.06415770445567322,0.04707921324577874,83,0.04999156605529577,0.031819234961109485,139,0.055711139425873524,0.03752454215762998,222,,,0,exact_hidden_doy
crossfit,exact2020,blend_lag_0.10,222,0.05551614538446456,0.03750158658099698,,,0,0.05551614538446456,0.03750158658099698,222,,,0,0.06397538947944174,0.04692900586464923,83,0.04978419791565712,0.031872264274931256,139,0.05551614538446456,0.03750158658099698,222,,,0,exact_hidden_doy
crossfit,exact2020,blend_lag_0.15,222,0.05538259324868273,0.03753178662963888,,,0,0.05538259324868273,0.03753178662963888,222,,,0,0.06387973608443051,0.04690160771989499,83,0.04961969804485628,0.031936857489414,139,0.05538259324868273,0.03753178662963888,222,,,0,exact_hidden_doy
crossfit,exact2020,blend_lag_0.20,222,0.05531092808775867,0.037629656313872696,,,0,0.05531092808775867,0.037629656313872696,222,,,0,0.06387113362491849,0.04705520546792881,83,0.049498493841057284,0.03200145070389675,139,0.05531092808775867,0.037629656313872696,222,,,0,exact_hidden_doy
crossfit,exact2020,blend_lag_0.25,222,0.05530139050050668,0.037747160883290644,,,0,0.05530139050050668,0.037747160883290644,222,,,0,0.06394961723101532,0.047246294403242704,83,0.049420903851677314,0.03207501640734805,139,0.05530139050050668,0.037747160883290644,222,,,0,exact_hidden_doy
crossfit,exact2020,blend_lag_0.30,222,0.05535401260098488,0.03792470264393058,,,0,0.05535401260098488,0.03792470264393058,222,,,0,0.06411486709492596,0.04757893299389612,83,0.0493871336383613,0.03215994639179288,139,0.05535401260098488,0.03792470264393058,222,,,0,exact_hidden_doy
crossfit,exact2020,blend_lag_fit_global,222,0.055365569880089116,0.037953894862812865,,,0,0.055365569880089116,0.037953894862812865,222,,,0,0.0641430689867459,0.0476299615945011,83,0.049385957651485485,0.0321760996201501,139,0.055365569880089116,0.037953894862812865,222,,,0,exact_hidden_doy
crossfit,exact2020,blend_lag_fit_canon,222,0.05539982788350581,0.03797200329424296,,,0,0.05539982788350581,0.03797200329424296,222,,,0,0.06421448016333618,0.047748724675194226,83,0.04939190151150279,0.03213410491568933,139,0.05539982788350581,0.03797200329424296,222,,,0,exact_hidden_doy
crossfit,exact2020,blend_lag_fit_hidden_doy,222,0.055365569880089116,0.037953894862812865,,,0,0.055365569880089116,0.037953894862812865,222,,,0,0.0641430689867459,0.0476299615945011,83,0.049385957651485485,0.0321760996201501,139,0.055365569880089116,0.037953894862812865,222,,,0,exact_hidden_doy
crossfit,exact2020,blend_lag_fit_span,222,0.05581433697902384,0.03847995063254184,,,0,0.05581433697902384,0.03847995063254184,222,,,0,0.0650526013352479,0.04859873529469512,83,0.04948224949482872,0.03243779864003303,139,0.05581433697902384,0.03847995063254184,222,,,0,exact_hidden_doy
crossfit,exact2020,hgb_groupbias_canon,222,0.05630603114243623,0.037832752120647815,,,0,0.05630603114243623,0.037832752120647815,222,,,0,0.06524324147449563,0.04793767945702661,83,0.05021661448142265,0.03179887464640724,139,0.05630603114243623,0.037832752120647815,222,,,0,exact_hidden_doy
crossfit,exact2020,hgb_groupbias_hidden_doy,222,0.055982245587490966,0.037620670650292024,,,0,0.055982245587490966,0.037620670650292024,222,,,0,0.06445532175108648,0.04737906786320206,83,0.050246019105496226,0.0317937140411443,139,0.055982245587490966,0.037620670650292024,222,,,0,exact_hidden_doy
crossfit,exact2020,hgb_groupbias_span,222,0.05589784486624804,0.03754849748113383,,,0,0.05589784486624804,0.03754849748113383,222,,,0,0.06434727968599374,0.046898043937541864,83,0.05017858911865322,0.03196567477694773,139,0.05589784486624804,0.03754849748113383,222,,,0,exact_hidden_doy
crossfit,exact2020,hgb_groupbias_year,222,0.05596693316851813,0.03761340888680115,,,0,0.05596693316851813,0.03761340888680115,222,,,0,0.06442594530266692,0.04735843089376338,83,0.050241271657172015,0.031794438911420815,139,0.05596693316851813,0.03761340888680115,222,,,0,exact_hidden_doy
crossfit,exact2021,hgb_raw,130,0.07749551713412782,0.05719327837556267,,,0,0.07749551713412782,0.05719327837556267,130,,,0,0.0839637670710144,0.06482716671459915,81,0.06541533306870116,0.044573993570216644,49,0.07749551713412782,0.05719327837556267,130,,,0,exact_hidden_doy
crossfit,exact2021,hgb_clip_01,130,0.07749551713412782,0.05719327837556267,,,0,0.07749551713412782,0.05719327837556267,130,,,0,0.0839637670710144,0.06482716671459915,81,0.06541533306870116,0.044573993570216644,49,0.07749551713412782,0.05719327837556267,130,,,0,exact_hidden_doy
crossfit,exact2021,hgb_clip_02_11,130,0.07749551713412782,0.05719327837556267,,,0,0.07749551713412782,0.05719327837556267,130,,,0,0.0839637670710144,0.06482716671459915,81,0.06541533306870116,0.044573993570216644,49,0.07749551713412782,0.05719327837556267,130,,,0,exact_hidden_doy
crossfit,exact2021,hgb_clip_calib_q01_q99,130,0.07757601307888622,0.057295729215782,,,0,0.07757601307888622,0.057295729215782,130,,,0,0.08408298300070557,0.06499159398902522,81,0.06541533306870116,0.044573993570216644,49,0.07757601307888622,0.057295729215782,130,,,0,exact_hidden_doy
crossfit,exact2021,hgb_affine,130,0.0775346663983074,0.05712867876072935,,,0,0.0775346663983074,0.05712867876072935,130,,,0,0.0838804817159568,0.06464838477393882,81,0.06571435278096087,0.04469814433073002,49,0.0775346663983074,0.05712867876072935,130,,,0,exact_hidden_doy
crossfit,exact2021,hgb_affine_winsor,130,0.07758343661509762,0.0571706929472333,,,0,0.07758343661509762,0.0571706929472333,130,,,0,0.08393655952863309,0.06474312160364681,81,0.06574869048829392,0.04465300476010074,49,0.07758343661509762,0.0571706929472333,130,,,0,exact_hidden_doy
crossfit,exact2021,hgb_bias_median,130,0.07753685747555547,0.05718438478524982,,,0,0.07753685747555547,0.05718438478524982,130,,,0,0.0839512320895028,0.0647914825559365,81,0.06557170803192978,0.044609386429624906,49,0.07753685747555547,0.05718438478524982,130,,,0,exact_hidden_doy
crossfit,exact2021,hgb_shrink_0.90,130,0.08077484817698916,0.06086101046626894,,,0,0.08077484817698916,0.06086101046626894,130,,,0,0.08802915411850233,0.06977581868328599,81,0.06708435183297864,0.046124286678955025,49,0.08077484817698916,0.06086101046626894,130,,,0,exact_hidden_doy
crossfit,exact2021,hgb_shrink_0.95,130,0.07854917323998463,0.058366345098067735,,,0,0.07854917323998463,0.058366345098067735,130,,,0,0.08539652860964028,0.0669619093033034,81,0.06568299024742441,0.04415735120778023,49,0.07854917323998463,0.058366345098067735,130,,,0,exact_hidden_doy
crossfit,exact2021,hgb_shrink_0.98,130,0.07777210185755448,0.05745839363287232,,,0,0.07777210185755448,0.05745839363287232,130,,,0,0.08438783036003317,0.0654196633919246,81,0.06538413940668139,0.04429792729647979,49,0.07777210185755448,0.05745839363287232,130,,,0,exact_hidden_doy
crossfit,exact2021,hgb_peer_0.05,130,0.07643178958801772,0.056993620986321915,,,0,0.07643178958801772,0.056993620986321915,130,,,0,0.08336839264777535,0.06511587300363365,81,0.0633202097932739,0.04356704112096985,49,0.07643178958801772,0.056993620986321915,130,,,0,exact_hidden_doy
crossfit,exact2021,hgb_peer_0.10,130,0.07594557006139128,0.057162111067658075,,,0,0.07594557006139128,0.057162111067658075,130,,,0,0.0832462601569314,0.06582143111415985,81,0.062020359283012534,0.04284772486833882,49,0.07594557006139128,0.057162111067658075,130,,,0,exact_hidden_doy
crossfit,exact2021,hgb_peer_0.20,130,0.0767365331660204,0.05916240529267176,,,0,0.0767365331660204,0.05916240529267176,130,,,0,0.08442197807188956,0.06793048464174492,81,0.06197624907105398,0.04466823330746919,49,0.0767365331660204,0.05916240529267176,130,,,0,exact_hidden_doy
crossfit,exact2021,hgb_peer_0.30,130,0.07979882772983617,0.062077484361600974,,,0,0.07979882772983617,0.062077484361600974,130,,,0,0.08741456306085872,0.07076877952696256,81,0.06528979438211756,0.04771024133314612,49,0.07979882772983617,0.062077484361600974,130,,,0,exact_hidden_doy
crossfit,exact2021,blend_lag_0.05,130,0.07733042805560908,0.056995036843976346,,,0,0.07733042805560908,0.056995036843976346,130,,,0,0.08365518612848306,0.0643821726218328,81,0.06555041056905347,0.044783649129560586,49,0.07733042805560908,0.056995036843976346,130,,,0,exact_hidden_doy
crossfit,exact2021,blend_lag_0.10,130,0.077229795740224,0.05681326788235908,,,0,0.077229795740224,0.05681326788235908,130,,,0,0.08341779706652444,0.06394871365445137,81,0.06573548373129709,0.045017939157063674,49,0.077229795740224,0.05681326788235908,130,,,0,exact_hidden_doy
crossfit,exact2021,blend_lag_0.15,130,0.07719387227186407,0.056769867916832646,,,0,0.07719387227186407,0.056769867916832646,130,,,0,0.08325220888647754,0.06372919847396222,81,0.06597013178202349,0.04526566842443477,49,0.07719387227186407,0.056769867916832646,130,,,0,exact_hidden_doy
crossfit,exact2021,blend_lag_0.20,130,0.07722274795685638,0.056872823530196855,,,0,0.07722274795685638,0.056872823530196855,130,,,0,0.08315885050509449,0.06374457496329757,81,0.06625382799220918,0.045513397691805894,49,0.07722274795685638,0.056872823530196855,130,,,0,exact_hidden_doy
crossfit,exact2021,blend_lag_0.25,130,0.0773163501927414,0.05705852569924167,,,0,0.0773163501927414,0.05705852569924167,130,,,0,0.08313796525044828,0.06389275456668819,81,0.06658594544075129,0.045761126959176994,49,0.0773163501927414,0.05705852569924167,130,,,0,exact_hidden_doy
crossfit,exact2021,blend_lag_0.30,130,0.0774744443780027,0.05729779694205693,,,0,0.0774744443780027,0.05729779694205693,130,,,0,0.08318960770700848,0.06412690922674746,81,0.06696576369451744,0.0460088562265481,49,0.0774744443780027,0.05729779694205693,130,,,0,exact_hidden_doy
crossfit,exact2021,blend_lag_fit_global,130,0.07756021635838938,0.057398544502292724,,,0,0.07756021635838938,0.057398544502292724,130,,,0,0.08323302484910851,0.06422550239841843,81,0.06713976900720552,0.046113165122982885,49,0.07756021635838938,0.057398544502292724,130,,,0,exact_hidden_doy
