prod,p_s2,p_ls,p_md,post_s2,post_ls,post_md,bracket,left,right,dl,dr,local_sd,slope,peer,aoi_med,sin1,cos1,sin2,cos2,year,aoi_num,crop,fold
0.3102726142414971,0.19794816445878688,0.2757093142403704,0.3231892467138672,0.007633587786259542,0.25190839694656486,0.7404580152671756,0.2174135666439727,0.2081113095302215,0.2267158237577239,1.0,1.0,0.05240867828831127,0.009302257113751197,,0.3906640095465394,0.0966127018812031,-0.9953220513156602,-0.19232150523909483,0.9813319716704275,2019.0,2.0,озимая пшеница,2019
0.2503901754270878,0.2260565101846329,0.25988995394452524,0.317244430994528,0.30120481927710846,0.6867469879518072,0.012048192771084338,0.34625532737719367,0.3572580429594273,0.2472308871370907,1.0,9.0,0.061013043703203526,-0.01100271558223366,,0.3906640095465394,-0.45370308603134424,-0.8911529104063088,0.8086376511543126,0.5883070194512693,2019.0,2.0,озимая пшеница,2019
0.29166832486042915,0.2259989428349555,0.26831895061728617,0.3229964274664104,0.18518518518518517,0.24444444444444444,0.5703703703703704,0.22939738479104652,0.2288862115909359,0.2295251780910742,4.0,1.0,0.06195575486592506,0.0001277933000276621,,0.3906640095465394,-0.666088855860977,-0.7458723993404063,0.993634586189866,0.11265127219562909,2019.0,2.0,озимая пшеница,2019
0.6698336110002484,0.6675889174938227,0.6727605839734935,0.7570013743470541,0.7721518987341772,0.21518987341772153,0.012658227848101266,0.7187458529915642,,0.7187458529915642,,5.0,0.07458023320391272,0.0,,0.2987303148071808,0.9999855506507186,0.005375731557583884,0.01075130776352193,-0.9999422030204416,2019.0,3.0,озимая пшеница,2019
0.8057713520956881,0.8054457914314499,0.8259443666783282,0.8145732366302435,0.9780219780219781,0.010989010989010992,0.010989010989010992,0.8848494107152525,0.9151218080020032,0.8697132120718771,4.0,2.0,0.16887203657106495,-0.007568099321687671,,0.2987303148071808,0.8271893372462497,-0.5619233046832195,-0.9296339319682695,-0.3684843993077793,2019.0,3.0,озимая пшеница,2019
0.8381998879859911,0.8430047018895511,0.837335661278622,0.7811680900349423,0.2525252525252526,0.7373737373737375,0.010101010101010104,0.8601817905573297,0.8569561521972759,0.8617946097373566,2.0,1.0,0.0652880867782991,0.0016128191800268699,,0.2987303148071808,0.4575313760742512,-0.8891934772070711,-0.8136678304455991,0.5813300798152042,2019.0,3.0,озимая пшеница,2019
0.20005010366075882,0.19834902305591107,0.24734193448074218,0.29735012425283536,0.9770114942528736,0.011494252873563218,0.011494252873563218,0.23997235939978592,0.23499801448585,0.2648440839694656,1.0,5.0,0.05959597032596973,0.004974344913935937,,0.2987303148071808,-0.09233133369539122,-0.9957283388645872,0.18387385105132759,0.9829498496360606,2019.0,3.0,озимая пшеница,2019
0.32934529499661747,0.2999741150307764,0.33465970832748254,0.3657337680463196,0.16455696202531644,0.8227848101265823,0.012658227848101266,0.282579476311059,0.2398637362011367,0.3680109565309036,1.0,2.0,0.09083854097968493,0.042715740109922296,,0.2987303148071808,-0.5856957398073508,-0.8105309990194823,0.9494491062150135,0.31392100074304014,2019.0,3.0,озимая пшеница,2019
0.37538096167033236,0.3746948321051593,0.398357594530568,0.4162143783711924,0.9789473684210527,0.010526315789473684,0.010526315789473684,0.42980796184526077,0.4401174427480916,0.4194984809424299,1.0,1.0,0.0684923257004782,-0.010309480902830848,,0.2987303148071808,-0.6788204829862355,-0.734304263829602,0.9969215500633253,0.07840550375666766,2019.0,3.0,озимая пшеница,2019
0.3868669388068138,0.36214870075973815,0.39053544751916075,0.4002260846267145,0.13432835820895522,0.8507462686567164,0.014925373134328358,0.371821261269636,0.3699265605519276,0.3794000641404697,1.0,4.0,0.048521224848551335,0.0018947007177084196,,0.2987303148071808,-0.7731383255706026,-0.6342374393978054,0.9807065438204117,-0.1954857409322303,2019.0,3.0,озимая пшеница,2019
0.3842860370302235,0.3618606815087218,0.38989418164177714,0.4009876811447692,0.20481927710843373,0.7831325301204819,0.012048192771084338,0.3737159619873444,0.3699265605519276,0.3794000641404697,2.0,3.0,0.05175185640221761,0.0018947007177084196,,0.2987303148071808,-0.7839338166829201,-0.620844401650647,0.973401842704431,-0.22910445787810024,2019.0,3.0,озимая пшеница,2019
0.5329845521166802,0.5122668675284131,0.5330905889744058,0.6266425900238873,0.6260162601626016,0.23577235772357724,0.13821138211382114,0.5125077630048834,0.5101913892802329,0.5159823235918592,2.0,3.0,0.15353514109737051,0.0011581868623252722,,0.481644442440621,0.9312100364121947,-0.3644830148102912,-0.6788204829862355,-0.734304263829602,2019.0,4.0,озимая пшеница,2019
0.7661500842360343,0.7503122435693271,0.7710864906766072,0.770181111145592,0.2032520325203252,0.008130081300813009,0.7886178861788617,0.7700288008156092,0.7660023992381418,0.7760684031818104,4.0,6.0,0.017759274480849376,0.0010066003943668522,,0.481644442440621,0.6029878670694714,-0.7977503570459932,-0.9620675724981452,0.27281126433401914,2019.0,4.0,озимая пшеница,2019
0.4662270418423945,0.4541713558537492,0.49887893431712305,0.5159341451804564,0.7349397590361446,0.25301204819277107,0.012048192771084338,0.5167399233189716,0.5266044254582695,0.5002990864201418,3.0,5.0,0.0970195812198788,-0.0032881673797659633,,0.481644442440621,0.02795029824021032,-0.999609314096404,-0.05587875690537313,0.9984375616565666,2019.0,4.0,озимая пшеница,2019
0.5056534415598213,0.44353807386421434,0.48965288045885036,0.5095952945381974,0.008130081300813009,0.17073170731707318,0.8211382113821138,0.449478537175521,0.3886528844439376,0.5305794074842989,6.0,8.0,0.05839365371108125,0.010137608788597235,,0.481644442440621,-0.17752914918703497,-0.984115542601034,0.34941838995939767,0.9369668023778549,2019.0,4.0,озимая пшеница,2019
0.3771817853877779,0.3111538817138893,0.33892146309250243,0.38692022311211866,0.007633587786259542,0.19083969465648856,0.8015267175572519,0.36070730755728286,0.4052183381591988,0.316196276955367,1.0,1.0,0.11715108594299242,-0.044511030601915885,,0.481644442440621,-0.9578523554276669,-0.28726097055059635,0.5503071945286527,-0.8349622695966589,2019.0,4.0,озимая пшеница,2019
0.3118051276889994,0.31043472541157774,0.3395431265884564,0.3950697132606926,0.9759036144578314,0.012048192771084338,0.012048192771084338,0.2185108776627752,0.0744373069175619,0.3625844484079885,5.0,5.0,0.12373232040817167,0.02881471414904266,,0.481644442440621,-0.9906923101615609,-0.13612033862266704,0.2697067454601279,-0.962942506826501,2019.0,4.0,озимая пшеница,2019
0.46452140713310686,0.4585685714125169,0.4784261278230946,0.5912641343593013,0.7721518987341772,0.21518987341772153,0.012658227848101266,0.4959303541009126,,0.4959303541009126,,5.0,0.07983505348110097,0.0,,0.2569797672336617,0.9999855506507186,0.005375731557583884,0.01075130776352193,-0.9999422030204416,2019.0,7.0,озимая пшеница,2019
0.3222761965677307,0.21422466269260593,0.29727928992034997,0.3318942321681296,0.007633587786259542,0.25190839694656486,0.7404580152671756,0.20563498614932751,0.2088424783408041,0.2024274939578509,1.0,1.0,0.033312749889390515,-0.0032074921914766047,,0.2569797672336617,0.0966127018812031,-0.9953220513156602,-0.19232150523909483,0.9813319716704275,2019.0,7.0,озимая пшеница,2019
0.2477435043604999,0.15394537104063366,0.2214250471595457,0.2628893448252717,0.08609271523178808,0.1390728476821192,0.7748344370860927,0.1420243394915524,0.1234130816945069,0.1482280920905676,6.0,2.0,0.041544206806072084,0.0031018762995075853,,0.2569797672336617,-0.4383067230125192,-0.898825465016444,0.7879224882631226,0.6157744331240536,2019.0,7.0,озимая пшеница,2019
0.29973163370024836,0.23573809218419642,0.2786281789595891,0.32955309531509325,0.18518518518518517,0.24444444444444444,0.5703703703703704,0.268910351181568,0.2319248690755715,0.3058958332875645,2.0,2.0,0.03008380116942876,0.018492741052998245,,0.2569797672336617,-0.666088855860977,-0.7458723993404063,0.993634586189866,0.11265127219562909,2019.0,7.0,озимая пшеница,2019
0.24272524836973383,0.24130886125268958,0.2836884896843358,0.3334860089402464,0.9789473684210527,0.010526315789473684,0.010526315789473684,0.2874030922345662,0.2319248690755715,0.3058958332875645,3.0,1.0,0.03008380116942876,0.018492741052998245,,0.2569797672336617,-0.6788204829862355,-0.734304263829602,0.9969215500633253,0.07840550375666766,2019.0,7.0,озимая пшеница,2019
0.8325111120233862,0.8228013959353563,0.8346618153738783,0.8103388899838164,0.1566265060240964,0.8313253012048193,0.012048192771084338,0.8658137065531605,0.8772885376211211,0.8428640444172388,1.0,2.0,0.11526597863211181,-0.011474831067960767,,0.257207541322314,0.6819721490904629,-0.7313781428679254,-0.9975590477788613,0.06982797572987089,2019.0,8.0,озимая пшеница,2019
0.1471299411173085,0.14544975783510367,0.19835356441988883,0.2521633630597784,0.9789473684210527,0.010526315789473684,0.010526315789473684,0.1590303693470582,0.1981167759633602,0.1199439627307562,3.0,3.0,0.06236481746326658,-0.013028802205433997,,0.257207541322314,-0.2614143985111562,-0.965226663665613,0.5046482954181526,0.8633250245021008,2019.0,8.0,озимая пшеница,2019
0.3137303550019479,0.25398355297003666,0.2960240540820452,0.34071708202992923,0.18518518518518517,0.24444444444444444,0.5703703703703704,0.2562927306435427,0.2436992041286746,0.2625894939009767,2.0,1.0,0.03241583109075553,0.006296763257434029,,0.257207541322314,-0.666088855860977,-0.7458723993404063,0.993634586189866,0.11265127219562909,2019.0,8.0,озимая пшеница,2019
0.3075520895075605,0.2590977901501677,0.281589158207601,0.3371225490857239,0.2773109243697479,0.14285714285714285,0.5798319327731093,0.2832809158472174,0.2661483996863268,0.3175459481689986,5.0,10.0,0.06779647525069729,0.0034265032321781205,,0.257207541322314,-0.9998699583618592,-0.016126573270657762,0.0322489522893041,-0.9994798672690922,2019.0,8.0,озимая пшеница,2019
0.33989069754946616,0.2827488761924673,0.3041977769461149,0.35410398336195537,0.09352517985611511,0.1510791366906475,0.7553956834532374,0.2944882468386844,0.3438453589983165,0.2286787639591749,3.0,4.0,0.10506753156206355,-0.016452370719877367,,0.257207541322314,-0.9666180104000972,0.2562218218071163,-0.4953372552325659,-0.8687007560596848,2019.0,8.0,озимая пшеница,2019
0.385847131209892,0.199024547145027,0.237589870042463,0.4215650588543928,0.007407407407407408,0.18518518518518517,0.8074074074074075,0.18775232003065517,0.1834137720759807,0.2484919913960983,1.0,14.0,0.10318401006867901,0.004338547954674506,,0.3011479066985647,0.9952176027737294,-0.09768276782171598,-0.19443122004766195,-0.9809161537413774,2019.0,11.0,озимая пшеница,2019
0.29289060877830486,0.2584961829415882,0.2908402479406975,0.4521748001734691,0.6260162601626016,0.23577235772357724,0.13821138211382114,0.2690999356568995,0.2484919913960983,0.2897078799177007,2.0,2.0,0.10356776026120261,0.010303972130400602,,0.3011479066985647,0.9312100364121947,-0.3644830148102912,-0.6788204829862355,-0.734304263829602,2019.0,11.0,озимая пшеница,2019
0.2883953627362894,0.2856811853056823,0.3166127162110978,0.4691696714182225,0.9746835443037976,0.012658227848101267,0.012658227848101267,0.2761726482226653,0.2595368118530036,0.3427159937013123,2.0,8.0,0.08854835438337884,0.00831791818483087,,0.3011479066985647,0.8964562582905575,-0.44313223418263453,-0.7944973291665992,-0.6072676460566135,2019.0,11.0,озимая пшеница,2019
0.32816487042606945,0.23827969367296736,0.2933089569726847,0.33630209180502174,0.008130081300813009,0.17073170731707318,0.8211382113821138,0.28920823556228553,0.2093050564833483,0.3211695071938604,5.0,2.0,0.035439382212134565,0.01598063581578744,,0.3011479066985647,-0.17752914918703497,-0.984115542601034,0.34941838995939767,0.9369668023778549,2019.0,11.0,озимая пшеница,2019
0.34959006405381027,0.34066684454281926,0.37178615236552753,0.393887089086394,0.7185185185185186,0.2740740740740741,0.007407407407407408,0.3689278796091365,0.347940760363303,0.3731253034583032,5.0,1.0,0.06970281216214974,0.004197423849166697,,0.3011479066985647,-0.5716666713027052,-0.8204859638785327,0.9380889596420647,0.3463944338433696,2019.0,11.0,озимая пшеница,2019
0.3263369579697294,0.32541378349980793,0.3544313184128296,0.38409782322932495,0.9789473684210527,0.010526315789473684,0.010526315789473684,0.3823080146413856,0.3831144936204148,0.3815015356623564,1.0,1.0,0.09859870716235096,-0.0008064789790291904,,0.3011479066985647,-0.6788204829862355,-0.734304263829602,0.9969215500633253,0.07840550375666766,2019.0,11.0,озимая пшеница,2019
0.25038689328882946,0.24822166906546875,0.28751863379475445,0.3366729335144638,0.9661016949152543,0.016949152542372885,0.016949152542372885,0.26887441552472713,0.3815015356623564,0.2125608554559125,4.0,2.0,0.10317015270902877,-0.028156780034407317,,0.3011479066985647,-0.7393922635959241,-0.673274892250183,0.9956284932063294,-0.09340183893100905,2019.0,11.0,озимая пшеница,2019
0.26704074368120045,0.20514072750097526,0.23241367036891172,0.30517640716317634,0.2773109243697479,0.14285714285714285,0.5798319327731093,0.23115964006698733,0.2087897978079002,0.2401075769706222,5.0,2.0,0.02666236190937316,0.004473968451817432,,0.3011479066985647,-0.9998699583618592,-0.016126573270657762,0.0322489522893041,-0.9994798672690922,2019.0,11.0,озимая пшеница,2019
0.6580813628506019,0.6202053065919558,0.6577087037347512,0.7157083522493375,0.01818181818181818,0.9636363636363636,0.01818181818181818,0.6578372353486994,0.742021526677232,0.6157450896844331,2.0,1.0,0.09027847916767212,-0.0420921456642663,,0.30309969855324304,0.5751899607119775,-0.8180198708443174,-0.9410336347451197,0.3383130181923076,2019.0,15.0,озимая пшеница,2019
0.6930739993998708,0.6930456501797035,0.7126169610135534,0.6748067526937147,0.9574468085106383,0.02127659574468085,0.02127659574468085,0.7430069669441008,0.7455889723116705,0.7391339588927462,2.0,3.0,0.050800471249494106,-0.0012910026837848587,,0.30309969855324304,0.4110537546870351,-0.9116111071930239,-0.7494423368521954,0.6620696215153815,2019.0,15.0,озимая пшеница,2019
0.48129825361283685,0.4802007845680752,0.5215082449560792,0.5343731310743349,0.9770114942528736,0.011494252873563218,0.011494252873563218,0.4949082087462187,0.6272702963781929,0.450787512868894,3.0,1.0,0.05988452865766364,-0.044120695877324714,,0.30309969855324304,-0.05802556932878035,-0.9983150972033183,0.11585560376947847,0.9932660666081418,2019.0,15.0,озимая пшеница,2019
