route,policy,slice,n,rmse,rmse_base
soft_all_r2_l0_p4,peer050_purity80_040_fallback025,seed1,2644,0.0631437935,0.0644679552
soft_all_r2_l0_p4,peer050_purity80_040_fallback025,seed2,2644,0.0653678618,0.0668046092
soft_all_r2_l0_p4,peer050_purity80_040_fallback025,seed70404,2644,0.0683887109,0.0694751110
soft_all_r2_l0_p4,peer050_purity80_040_fallback025,new2025,1516,0.0779765064,0.0797533421
soft_all_r2_l0_p4,peer050_purity80_040_fallback025,shared2025,1508,0.0504232784,0.0513951813
soft_all_r2_l0_p4,peer050_purity80_040_fallback025,near,6890,0.0646654487,0.0662006592
soft_all_r2_l0_p4,peer050_purity80_040_fallback025,mid,1711,0.0717782439,0.0729940242
soft_all_r2_l0_p4,peer050_purity80_040_fallback025,far,1975,0.0700805443,0.0700986011
soft_all_r2_l0_p4,peer055_purity80_040_fallback025,all,10576,0.0669230567,0.0680787938
soft_all_r2_l0_p4,peer055_purity80_040_fallback025,seed0,2644,0.0704932927,0.0713661302
soft_all_r2_l0_p4,peer055_purity80_040_fallback025,seed1,2644,0.0631638674,0.0644679552
soft_all_r2_l0_p4,peer055_purity80_040_fallback025,seed2,2644,0.0653670481,0.0668046092
soft_all_r2_l0_p4,peer055_purity80_040_fallback025,seed70404,2644,0.0684321024,0.0694751110
soft_all_r2_l0_p4,peer055_purity80_040_fallback025,new2025,1516,0.0779208916,0.0797533421
soft_all_r2_l0_p4,peer055_purity80_040_fallback025,shared2025,1508,0.0505116520,0.0513951813
soft_all_r2_l0_p4,peer055_purity80_040_fallback025,near,6890,0.0646787907,0.0662006592
soft_all_r2_l0_p4,peer055_purity80_040_fallback025,mid,1711,0.0718034207,0.0729940242
soft_all_r2_l0_p4,peer055_purity80_040_fallback025,far,1975,0.0701606618,0.0700986011
soft_all_r2_l0_p4,distance504030,all,10576,0.0668623120,0.0680787938
soft_all_r2_l0_p4,distance504030,seed0,2644,0.0703838221,0.0713661302
soft_all_r2_l0_p4,distance504030,seed1,2644,0.0630996969,0.0644679552
soft_all_r2_l0_p4,distance504030,seed2,2644,0.0653669324,0.0668046092
soft_all_r2_l0_p4,distance504030,seed70404,2644,0.0683665492,0.0694751110
soft_all_r2_l0_p4,distance504030,new2025,1516,0.0779360034,0.0797533421
soft_all_r2_l0_p4,distance504030,shared2025,1508,0.0504137366,0.0513951813
soft_all_r2_l0_p4,distance504030,near,6890,0.0646604742,0.0662006592
soft_all_r2_l0_p4,distance504030,mid,1711,0.0718082489,0.0729940242
soft_all_r2_l0_p4,distance504030,far,1975,0.0699046791,0.0700986011
soft_all_r2_l0_p4,distance504025,all,10576,0.0668582659,0.0680787938
soft_all_r2_l0_p4,distance504025,seed0,2644,0.0703855487,0.0713661302
soft_all_r2_l0_p4,distance504025,seed1,2644,0.0630945132,0.0644679552
soft_all_r2_l0_p4,distance504025,seed2,2644,0.0653519178,0.0668046092
soft_all_r2_l0_p4,distance504025,seed70404,2644,0.0683680822,0.0694751110
soft_all_r2_l0_p4,distance504025,new2025,1516,0.0779386357,0.0797533421
soft_all_r2_l0_p4,distance504025,shared2025,1508,0.0504142909,0.0513951813
soft_all_r2_l0_p4,distance504025,near,6890,0.0646604742,0.0662006592
soft_all_r2_l0_p4,distance504025,mid,1711,0.0718082489,0.0729940242
soft_all_r2_l0_p4,distance504025,far,1975,0.0698839531,0.0700986011
soft_all_r2_l0_p4,cohort_year_dist,all,10576,0.0668411962,0.0680787938
soft_all_r2_l0_p4,cohort_year_dist,seed0,2644,0.0703647156,0.0713661302
soft_all_r2_l0_p4,cohort_year_dist,seed1,2644,0.0631254322,0.0644679552
soft_all_r2_l0_p4,cohort_year_dist,seed2,2644,0.0653505904,0.0668046092
soft_all_r2_l0_p4,cohort_year_dist,seed70404,2644,0.0682954537,0.0694751110
soft_all_r2_l0_p4,cohort_year_dist,new2025,1516,0.0778409216,0.0797533421
soft_all_r2_l0_p4,cohort_year_dist,shared2025,1508,0.0503650153,0.0513951813
soft_all_r2_l0_p4,cohort_year_dist,near,6890,0.0646189547,0.0662006592
soft_all_r2_l0_p4,cohort_year_dist,mid,1711,0.0718477948,0.0729940242
soft_all_r2_l0_p4,cohort_year_dist,far,1975,0.0698952768,0.0700986011
soft_all_r2_l0_p4,cohort_year_dist_src,all,10576,0.0668493738,0.0680787938
soft_all_r2_l0_p4,cohort_year_dist_src,seed0,2644,0.0703676162,0.0713661302
soft_all_r2_l0_p4,cohort_year_dist_src,seed1,2644,0.0631143834,0.0644679552
soft_all_r2_l0_p4,cohort_year_dist_src,seed2,2644,0.0653771115,0.0668046092
soft_all_r2_l0_p4,cohort_year_dist_src,seed70404,2644,0.0683093085,0.0694751110
soft_all_r2_l0_p4,cohort_year_dist_src,new2025,1516,0.0778409216,0.0797533421
soft_all_r2_l0_p4,cohort_year_dist_src,shared2025,1508,0.0503858984,0.0513951813
soft_all_r2_l0_p4,cohort_year_dist_src,near,6890,0.0646207618,0.0662006592
soft_all_r2_l0_p4,cohort_year_dist_src,mid,1711,0.0718724166,0.0729940242
soft_all_r2_l0_p4,cohort_year_dist_src,far,1975,0.0699093967,0.0700986011
soft_all_r2_l0_p4,confidence_src,all,10576,0.0669030807,0.0680787938
soft_all_r2_l0_p4,confidence_src,seed0,2644,0.0704512367,0.0713661302
soft_all_r2_l0_p4,confidence_src,seed1,2644,0.0631477001,0.0644679552
soft_all_r2_l0_p4,confidence_src,seed2,2644,0.0653871471,0.0668046092
soft_all_r2_l0_p4,confidence_src,seed70404,2644,0.0683929898,0.0694751110
soft_all_r2_l0_p4,confidence_src,new2025,1516,0.0779211091,0.0797533421
soft_all_r2_l0_p4,confidence_src,shared2025,1508,0.0504705523,0.0513951813
soft_all_r2_l0_p4,confidence_src,near,6890,0.0646555268,0.0662006592
soft_all_r2_l0_p4,confidence_src,mid,1711,0.0718251691,0.0729940242
soft_all_r2_l0_p4,confidence_src,far,1975,0.0701141463,0.0700986011
