base,peer_config,peer_weight,exact_rmse,exact_baseline_rmse,exact_delta_rmse,exact_coverage,exact_improved_runs,exact_runs,random_rmse,random_baseline_rmse,random_delta_rmse,random_coverage,random_improved_runs,random_runs,random2025_rmse,random2025_baseline_rmse,random2025_delta_rmse,random2025_coverage,random2025_improved_runs,random2025_runs,worst_delta,mean_delta,all_three_improve
hgb_lag30,n12_c80_r100_k2,0.15,0.06221736526830073,0.0625196365651102,-0.0003022712968094657,0.6606822262118492,4.0,6.0,0.06891703599922326,0.0695855664035088,-0.0006685304042855361,0.5639183055975794,3.0,3.0,0.06201872562840464,0.06225159263760085,-0.00023286700919621095,0.8130511463844797,2.0,3.0,-0.00023286700919621095,-0.00040122290343040423,True
hgb_lag30,n16_c80_r080_k1,0.08,0.062286810696441854,0.0625196365651102,-0.0002328258686683446,0.4919210053859964,5.0,6.0,0.06929374627571036,0.0695855664035088,-0.0002918201277984367,0.41427130610186585,3.0,3.0,0.06201071847647427,0.06225159263760085,-0.0002408741611265794,0.6860670194003528,3.0,3.0,-0.0002328258686683446,-0.00025517338586445354,True
hgb,n12_c40_r100_k2,0.1,0.06317303359729443,0.06340553155480409,-0.00023249795750966695,0.8150807899461401,5.0,6.0,0.06910710820878457,0.06982641959795943,-0.0007193113891748593,0.7063792233988906,3.0,3.0,0.06298281319663543,0.06339685499406654,-0.00041404179743111114,0.9021164021164021,3.0,3.0,-0.00023249795750966695,-0.00045528371470521245,True
hgb,n16_c40_r125_k1,0.05,0.06317327050921621,0.06340553155480409,-0.0002322610455878782,0.9201077199281867,5.0,6.0,0.06942444707189015,0.06982641959795943,-0.0004019725260692858,0.7381492687846697,3.0,3.0,0.06306177162309215,0.06339685499406654,-0.00033508337097439,0.9545855379188712,3.0,3.0,-0.0002322610455878782,-0.00032310564754385135,True
hgb_lag20,n12_c40_r080_k2,0.08,0.062374089289895164,0.06260634739886303,-0.00023225810896786853,0.5951526032315978,5.0,6.0,0.06910017093481435,0.06944909527214516,-0.00034892433733080264,0.5360564800806858,3.0,3.0,0.06214404502684272,0.062438112899989955,-0.0002940678731472371,0.7614638447971781,3.0,3.0,-0.00023225810896786853,-0.0002917501064819694,True
hgb,n16_c60_r100_k3,0.05,0.06317330114067322,0.06340553155480409,-0.00023223041413086842,0.7989228007181328,6.0,6.0,0.06949710151194058,0.06982641959795943,-0.0003293180860188538,0.6145990922844176,3.0,3.0,0.06308740337153554,0.06339685499406654,-0.0003094516225310012,0.8844797178130511,3.0,3.0,-0.00023223041413086842,-0.0002903333742269078,True
hgb,n16_c40_r100_k2,0.1,0.06317360318895701,0.06340553155480409,-0.0002319283658470811,0.8150807899461401,5.0,6.0,0.06918353203681714,0.06982641959795943,-0.0006428875611422941,0.6560766515380736,3.0,3.0,0.06295428834679066,0.06339685499406654,-0.00044256664727587713,0.8994708994708994,3.0,3.0,-0.0002319283658470811,-0.0004391275247550841,True
hgb_lag30,n16_c40_r060_k3,0.15,0.06228827488114598,0.0625196365651102,-0.00023136168396421797,0.32854578096947934,5.0,6.0,0.0691598899325726,0.0695855664035088,-0.00042567647093619265,0.3084972264246092,3.0,3.0,0.06179488996206242,0.06225159263760085,-0.0004567026755384271,0.5405643738977073,3.0,3.0,-0.00023136168396421797,-0.00037124694347961257,True
hgb_lag30,n8_c80_r125_k1,0.08,0.062262931886212486,0.0625196365651102,-0.0002567046788977123,0.7154398563734291,4.0,6.0,0.06912671214868552,0.0695855664035088,-0.0004588542548232821,0.649016641452345,3.0,3.0,0.06202049330828428,0.06225159263760085,-0.00023109932931656557,0.8505291005291006,3.0,3.0,-0.00023109932931656557,-0.00031555275434585334,True
hgb_lag20,n8_c80_r080_k2,0.08,0.06237561441375624,0.06260634739886303,-0.00023073298510679213,0.4964093357271095,5.0,6.0,0.06913202000968817,0.06944909527214516,-0.0003170752624569867,0.46848209783156836,3.0,3.0,0.062198438471493596,0.062438112899989955,-0.00023967442849635867,0.7014991181657848,3.0,3.0,-0.00023073298510679213,-0.0002624942253533792,True
hgb_lag20,n12_c80_r100_k2,0.15,0.06230792314900403,0.06260634739886303,-0.00029842424985900007,0.6606822262118492,4.0,6.0,0.0687948294635991,0.06944909527214516,-0.0006542658085460507,0.5639183055975794,3.0,3.0,0.06220769091513255,0.062438112899989955,-0.00023042198485740545,0.8130511463844797,2.0,3.0,-0.00023042198485740545,-0.0003943706810874854,True
hgb_lag20,n16_c40_r080_k2,0.08,0.06237635428313525,0.06260634739886303,-0.0002299931157277793,0.5915619389587073,5.0,6.0,0.06909608253380692,0.06944909527214516,-0.00035301273833823754,0.4981089258698941,3.0,3.0,0.06211531970221682,0.062438112899989955,-0.000322793197773133,0.7574955908289241,3.0,3.0,-0.0002299931157277793,-0.0003019330172797166,True
hgb_lag20,n16_c60_r100_k2,0.08,0.06237651550383805,0.06260634739886303,-0.00022983189502498447,0.7989228007181328,5.0,6.0,0.06899834263924494,0.06944909527214516,-0.00045075263290021705,0.6145990922844176,3.0,3.0,0.06208024489764124,0.062438112899989955,-0.00035786800234871574,0.8844797178130511,3.0,3.0,-0.00022983189502498447,-0.0003461508434246391,True
hgb,n12_c60_r100_k3,0.05,0.06317578411913058,0.06340553155480409,-0.00022974743567351352,0.7989228007181328,6.0,6.0,0.06945264033727382,0.06982641959795943,-0.0003737792606856166,0.6651538073625819,3.0,3.0,0.0630995396641937,0.06339685499406654,-0.0002973153298728437,0.8884479717813051,3.0,3.0,-0.00022974743567351352,-0.00030028067541065795,True
hgb_lag20,n12_c40_r080_k3,0.15,0.06226321387324457,0.06260634739886303,-0.0003431335256184609,0.5951526032315978,4.0,6.0,0.06898403836859894,0.06944909527214516,-0.00046505690354621543,0.5360564800806858,3.0,3.0,0.06220869502479941,0.062438112899989955,-0.00022941787519054763,0.7614638447971781,3.0,3.0,-0.00022941787519054763,-0.00034586943478507465,True
hgb_lag20,n12_c80_r080_k3,0.1,0.062295368562828454,0.06260634739886303,-0.0003109788360345783,0.4919210053859964,5.0,6.0,0.06909812715380254,0.06944909527214516,-0.00035096811834262054,0.4494452849218356,3.0,3.0,0.06220871101376845,0.062438112899989955,-0.00022940188622150304,0.6988536155202821,3.0,3.0,-0.00022940188622150304,-0.0002971162801995673,True
hgb_lag30,n16_c40_r100_k3,0.1,0.06229041978764888,0.0625196365651102,-0.0002292167774613149,0.8150807899461401,4.0,6.0,0.06900811184242361,0.0695855664035088,-0.0005774545610851833,0.6560766515380736,3.0,3.0,0.06194601904492002,0.06225159263760085,-0.00030557359268083145,0.8994708994708994,3.0,3.0,-0.0002292167774613149,-0.0003707483104091099,True
hgb_lag20,n8_c60_r125_k2,0.05,0.062353107799461384,0.06260634739886303,-0.0002532395994016487,0.8994614003590664,6.0,6.0,0.06907506867038986,0.06944909527214516,-0.0003740266017552979,0.7769793242561776,3.0,3.0,0.06220890527667739,0.062438112899989955,-0.0002292076233125634,0.9404761904761905,3.0,3.0,-0.0002292076233125634,-0.00028549127482317,True
hgb,n8_c80_r080_k1,0.15,0.06310986007563273,0.06340553155480409,-0.0002956714791713666,0.4964093357271095,5.0,6.0,0.06940990491410268,0.06982641959795943,-0.0004165146838567557,0.46848209783156836,3.0,3.0,0.06316814853622825,0.06339685499406654,-0.00022870645783829024,0.7014991181657848,3.0,3.0,-0.00022870645783829024,-0.00031363087362213754,True
hgb_lag30,n12_c60_r125_k2,0.05,0.06227960433880373,0.0625196365651102,-0.00024003222630646776,0.8994614003590664,6.0,6.0,0.06921604265260389,0.0695855664035088,-0.0003695237509049043,0.7489914271306102,3.0,3.0,0.06202294122502473,0.06225159263760085,-0.0002286514125761155,0.9382716049382716,3.0,3.0,-0.0002286514125761155,-0.00027940246326249585,True
hgb_lag20,n16_c60_r100_k2,0.15,0.06237784812115181,0.06260634739886303,-0.00022849927771122214,0.7989228007181328,4.0,6.0,0.06883863163940213,0.06944909527214516,-0.0006104636327430302,0.6145990922844176,3.0,3.0,0.06212881940015842,0.062438112899989955,-0.0003092934998315325,0.8844797178130511,3.0,3.0,-0.00022849927771122214,-0.00038275213676192826,True
hgb_lag20,n8_c40_r080_k2,0.08,0.062378057564073865,0.06260634739886303,-0.00022828983478916792,0.599640933572711,5.0,6.0,0.06909547423273565,0.06944909527214516,-0.00035362103940950185,0.5576147251638931,3.0,3.0,0.06217821256170804,0.062438112899989955,-0.0002599003382819168,0.7641093474426808,3.0,3.0,-0.00022828983478916792,-0.00028060373749352885,True
hgb,n8_c80_r100_k2,0.05,0.06317751311148144,0.06340553155480409,-0.00022801844332265286,0.6606822262118492,6.0,6.0,0.06948559453036139,0.06982641959795943,-0.0003408250675980412,0.5881240544629349,3.0,3.0,0.06312278995082347,0.06339685499406654,-0.0002740650432430658,0.8161375661375662,3.0,3.0,-0.00022801844332265286,-0.00028096951805458664,True
hgb_lag30,n8_c60_r100_k3,0.15,0.0621695290476786,0.0625196365651102,-0.00035010751743159985,0.7989228007181328,4.0,6.0,0.06889730894387623,0.0695855664035088,-0.0006882574596325658,0.6913767019667171,3.0,3.0,0.062023658061548706,0.06225159263760085,-0.00022793457605214257,0.8884479717813051,2.0,3.0,-0.00022793457605214257,-0.0004220998510387694,True
hgb_lag20,n16_c80_r080_k1,0.08,0.06237878644779662,0.06260634739886303,-0.00022756095106641477,0.4919210053859964,5.0,6.0,0.06916285251643156,0.06944909527214516,-0.0002862427557135949,0.41427130610186585,3.0,3.0,0.062191863539373816,0.062438112899989955,-0.0002462493606161381,0.6860670194003528,3.0,3.0,-0.00022756095106641477,-0.0002533510224653826,True
hgb_lag30,n12_c40_r125_k2,0.08,0.06226398241732871,0.0625196365651102,-0.0002556541477814894,0.9201077199281867,6.0,6.0,0.06905720746401069,0.0695855664035088,-0.0005283589394981109,0.8009329299041856,3.0,3.0,0.06202494338581674,0.06225159263760085,-0.00022664925178410983,0.9572310405643739,3.0,3.0,-0.00022664925178410983,-0.00033688744635457,True
hgb_lag30,n16_c60_r125_k1,0.05,0.062293339680759736,0.0625196365651102,-0.00022629688435046175,0.8994614003590664,6.0,6.0,0.06923770602837792,0.0695855664035088,-0.0003478603751308762,0.6855774079677257,3.0,3.0,0.06194625155198032,0.06225159263760085,-0.0003053410856205252,0.9338624338624338,3.0,3.0,-0.00022629688435046175,-0.0002931661150339544,True
hgb_lag30,n8_c40_r100_k3,0.08,0.06229384940195683,0.0625196365651102,-0.00022578716315337088,0.8150807899461401,5.0,6.0,0.06903605884895885,0.0695855664035088,-0.0005495075545499523,0.7329803328290468,3.0,3.0,0.062002306861843666,0.06225159263760085,-0.0002492857757571826,0.9034391534391535,3.0,3.0,-0.00022578716315337088,-0.0003415268311535019,True
hgb_lag30,n16_c80_r080_k3,0.1,0.06219701751272343,0.0625196365651102,-0.00032261905238676475,0.4919210053859964,5.0,6.0,0.069243879092891,0.0695855664035088,-0.00034168731061780255,0.41427130610186585,3.0,3.0,0.06202674430352306,0.06225159263760085,-0.00022484833407778598,0.6860670194003528,3.0,3.0,-0.00022484833407778598,-0.0002963848990274511,True
hgb_lag20,n16_c60_r125_k1,0.05,0.062381599991443014,0.06260634739886303,-0.0002247474074200187,0.8994614003590664,6.0,6.0,0.06910262921436255,0.06944909527214516,-0.00034646605778260176,0.6855774079677257,3.0,3.0,0.062126605557518345,0.062438112899989955,-0.00031150734247160916,0.9338624338624338,3.0,3.0,-0.0002247474074200187,-0.0002942402692247432,True
hgb,n16_c60_r100_k1,0.1,0.06318103232780117,0.06340553155480409,-0.00022449922700291947,0.7989228007181328,4.0,6.0,0.06926391768099444,0.06982641959795943,-0.000562501916964997,0.6145990922844176,3.0,3.0,0.06288921597840198,0.06339685499406654,-0.0005076390156645572,0.8844797178130511,3.0,3.0,-0.00022449922700291947,-0.0004315467198774912,True
hgb_lag20,n8_c80_r080_k1,0.1,0.06237054652529527,0.06260634739886303,-0.00023580087356776108,0.4964093357271095,5.0,6.0,0.06911881307955046,0.06944909527214516,-0.0003302821925946914,0.46848209783156836,3.0,3.0,0.06221361525737499,0.062438112899989955,-0.0002244976426149653,0.7014991181657848,3.0,3.0,-0.0002244976426149653,-0.00026352690292580594,True
hgb_lag20,n8_c40_r080_k3,0.1,0.06232110081729246,0.06260634739886303,-0.00028524658157057237,0.599640933572711,4.0,6.0,0.06905789317798827,0.06944909527214516,-0.0003912020941568839,0.5576147251638931,3.0,3.0,0.062213683245315954,0.062438112899989955,-0.00022442965467400072,0.7641093474426808,3.0,3.0,-0.00022442965467400072,-0.00030029277680048566,True
hgb_lag30,n12_c40_r100_k3,0.1,0.0622954707197465,0.0625196365651102,-0.00022416584536370104,0.8150807899461401,4.0,6.0,0.06895444144371247,0.0695855664035088,-0.0006311249597963225,0.7063792233988906,3.0,3.0,0.06196417898409455,0.06225159263760085,-0.00028741365350629794,0.9021164021164021,3.0,3.0,-0.00022416584536370104,-0.0003809014862221072,True
hgb_lag30,n16_c40_r125_k1,0.08,0.06229588807321039,0.0625196365651102,-0.0002237484918998084,0.9201077199281867,5.0,6.0,0.06908637166828252,0.0695855664035088,-0.0004991947352262771,0.7381492687846697,3.0,3.0,0.061945615013094736,0.06225159263760085,-0.00030597762450611243,0.9545855379188712,3.0,3.0,-0.0002237484918998084,-0.00034297361721073266,True
hgb_lag20,n16_c60_r125_k3,0.05,0.06238304221091234,0.06260634739886303,-0.00022330518795068977,0.8994614003590664,6.0,6.0,0.06913641291858619,0.06944909527214516,-0.00031268235355896845,0.6855774079677257,3.0,3.0,0.062174099409150925,0.062438112899989955,-0.0002640134908390296,0.9338624338624338,3.0,3.0,-0.00022330518795068977,-0.00026666701078289595,True
hgb_lag20,n12_c40_r080_k1,0.08,0.06238316875500353,0.06260634739886303,-0.00022317864385950487,0.5951526032315978,5.0,6.0,0.0691205559463622,0.06944909527214516,-0.00032853932578295886,0.5360564800806858,3.0,3.0,0.062150208908545154,0.062438112899989955,-0.00028790399144480033,0.7614638447971781,3.0,3.0,-0.00022317864385950487,-0.000279873987029088,True
hgb,n8_c40_r100_k2,0.15,0.06318244394945625,0.06340553155480409,-0.00022308760534783811,0.8150807899461401,5.0,6.0,0.06895029258368185,0.06982641959795943,-0.0008761270142775834,0.7329803328290468,3.0,3.0,0.0630955419544537,0.06339685499406654,-0.0003013130396128383,0.9034391534391535,3.0,3.0,-0.00022308760534783811,-0.00046684255307941996,True
hgb_lag20,n12_c40_r125_k2,0.1,0.062339705813754476,0.06260634739886303,-0.00026664158510855684,0.9201077199281867,5.0,6.0,0.06885119223948367,0.06944909527214516,-0.0005979030326614815,0.8009329299041856,3.0,3.0,0.062215423164872954,0.062438112899989955,-0.00022268973511700013,0.9572310405643739,3.0,3.0,-0.00022268973511700013,-0.00036241145096234617,True
hgb_lag30,n12_c40_r060_k2,0.15,0.06229699472253556,0.0625196365651102,-0.00022264184257463765,0.3303411131059246,5.0,6.0,0.06915486472760572,0.0695855664035088,-0.0004307016759030752,0.33232476046394355,3.0,3.0,0.061822247768448337,0.06225159263760085,-0.000429344869152512,0.5445326278659612,3.0,3.0,-0.00022264184257463765,-0.00036089612921007497,True
hgb_lag30,n8_c40_r060_k2,0.15,0.06229699472253556,0.0625196365651102,-0.00022264184257463765,0.3303411131059246,5.0,6.0,0.06918523783098002,0.0695855664035088,-0.00040032857252877974,0.34581442259203227,3.0,3.0,0.06189012081470843,0.06225159263760085,-0.00036147182289241603,0.5476190476190477,2.0,3.0,-0.00022264184257463765,-0.0003281474126652778,True
hgb,n16_c80_r100_k1,0.1,0.06318301062314596,0.06340553155480409,-0.00022252093165812947,0.6552962298025135,4.0,6.0,0.06934453067376489,0.06982641959795943,-0.0004818889241945401,0.5187846696923852,3.0,3.0,0.06299390725784583,0.06339685499406654,-0.0004029477362207101,0.7993827160493827,3.0,3.0,-0.00022252093165812947,-0.00036911919735779325,True
hgb_lag30,n16_c60_r125_k3,0.05,0.06229747231646591,0.0625196365651102,-0.00022216424864428957,0.8994614003590664,6.0,6.0,0.0692738268040371,0.0695855664035088,-0.0003117395994716998,0.6855774079677257,3.0,3.0,0.061996026402274314,0.06225159263760085,-0.0002555662353265348,0.9338624338624338,3.0,3.0,-0.00022216424864428957,-0.0002631566944808414,True
hgb_lag20,n8_c40_r125_k2,0.08,0.062331621387411294,0.06260634739886303,-0.0002747260114517383,0.9201077199281867,6.0,6.0,0.06889582604896732,0.06944909527214516,-0.0005532692231778324,0.8286686838124054,3.0,3.0,0.06221629600103582,0.062438112899989955,-0.00022181689895413303,0.9585537918871252,3.0,3.0,-0.00022181689895413303,-0.0003499373778612346,True
hgb,n16_c80_r100_k2,0.05,0.06318378209702617,0.06340553155480409,-0.00022174945777792,0.6552962298025135,6.0,6.0,0.06953547879186096,0.06982641959795943,-0.0002909408060984692,0.5187846696923852,3.0,3.0,0.06311180690114435,0.06339685499406654,-0.0002850480929221938,0.7993827160493827,3.0,3.0,-0.00022174945777792,-0.00026591278559952764,True
hgb_lag20,n12_c60_r125_k3,0.05,0.062384727354465416,0.06260634739886303,-0.0002216200443976163,0.8994614003590664,6.0,6.0,0.06910177317204162,0.06944909527214516,-0.0003473221001035337,0.7489914271306102,3.0,3.0,0.06221035529959756,0.062438112899989955,-0.00022775760039239756,0.9382716049382716,3.0,3.0,-0.0002216200443976163,-0.0002655665816311825,True
hgb,n8_c60_r100_k2,0.05,0.06318397447289141,0.06340553155480409,-0.0002215570819126822,0.7989228007181328,6.0,6.0,0.06943591283918091,0.06982641959795943,-0.0003905067587785249,0.6913767019667171,3.0,3.0,0.06309415499492935,0.06339685499406654,-0.00030269999913719314,0.8884479717813051,3.0,3.0,-0.0002215570819126822,-0.0003049212799428001,True
hgb_lag30,n8_c60_r125_k2,0.05,0.062266423775603076,0.0625196365651102,-0.00025321278950712206,0.8994614003590664,6.0,6.0,0.06920965825207469,0.0695855664035088,-0.0003759081514341095,0.7769793242561776,3.0,3.0,0.062030053836934454,0.06225159263760085,-0.00022153880066639459,0.9404761904761905,3.0,3.0,-0.00022153880066639459,-0.00028355324720254205,True
hgb_lag30,n12_c80_r080_k3,0.1,0.06220071971689726,0.0625196365651102,-0.0003189168482129398,0.4919210053859964,5.0,6.0,0.06922816732493141,0.0695855664035088,-0.00035739907857738895,0.4494452849218356,3.0,3.0,0.06203011409399749,0.06225159263760085,-0.0002214785436033609,0.6988536155202821,3.0,3.0,-0.0002214785436033609,-0.00029926482346456323,True
hgb_lag20,n12_c40_r080_k1,0.15,0.062354487326246814,0.06260634739886303,-0.0002518600726162182,0.5951526032315978,4.0,6.0,0.06902959867501973,0.06944909527214516,-0.00041949659712542386,0.5360564800806858,3.0,3.0,0.06221717749387998,0.062438112899989955,-0.00022093540610997747,0.7614638447971781,3.0,3.0,-0.00022093540610997747,-0.00029743069195053984,True
hgb_lag20,n16_c80_r080_k3,0.08,0.06233703589736656,0.06260634739886303,-0.0002693115014964706,0.4919210053859964,5.0,6.0,0.06916198478050035,0.06944909527214516,-0.0002871104916448014,0.41427130610186585,3.0,3.0,0.06221759861876908,0.062438112899989955,-0.00022051428122087796,0.6860670194003528,3.0,3.0,-0.00022051428122087796,-0.00025897875812071663,True
hgb,n16_c60_r100_k1,0.08,0.0631852545664957,0.06340553155480409,-0.0002202769883083988,0.7989228007181328,4.0,6.0,0.06933430371778647,0.06982641959795943,-0.0004921158801729636,0.6145990922844176,3.0,3.0,0.06292018072788429,0.06339685499406654,-0.00047667426618225317,0.8844797178130511,3.0,3.0,-0.0002202769883083988,-0.0003963557115545385,True
hgb_lag30,n12_c60_r125_k3,0.05,0.062298930485023794,0.0625196365651102,-0.00022070608008640386,0.8994614003590664,6.0,6.0,0.06923708428420716,0.0695855664035088,-0.0003484821193016352,0.7489914271306102,3.0,3.0,0.062031883907481274,0.06225159263760085,-0.00021970873011957492,0.9382716049382716,3.0,3.0,-0.00021970873011957492,-0.0002629656431692047,True
hgb_lag30,n12_c80_r080_k1,0.08,0.062299967421284644,0.0625196365651102,-0.00021966914382555436,0.4919210053859964,5.0,6.0,0.06928844949578458,0.0695855664035088,-0.0002971169077242153,0.4494452849218356,3.0,3.0,0.062013797211730955,0.06225159263760085,-0.00023779542586989388,0.6988536155202821,3.0,3.0,-0.00021966914382555436,-0.0002515271591398878,True
hgb_lag30,n12_c40_r080_k3,0.15,0.06215033348738308,0.0625196365651102,-0.0003693030777271178,0.5951526032315978,4.0,6.0,0.06911639230248715,0.0695855664035088,-0.00046917410102165213,0.5360564800806858,3.0,3.0,0.06203209790128362,0.06225159263760085,-0.00021949473631723004,0.7614638447971781,3.0,3.0,-0.00021949473631723004,-0.000352657305022,True
hgb_lag20,n16_c40_r100_k3,0.1,0.062386861918712046,0.06260634739886303,-0.00021948548015098684,0.8150807899461401,4.0,6.0,0.06887662511563708,0.06944909527214516,-0.0005724701565080759,0.6560766515380736,3.0,3.0,0.06213081190526731,0.062438112899989955,-0.00030730099472264794,0.8994708994708994,3.0,3.0,-0.00021948548015098684,-0.00036641887712723686,True
hgb,n12_c40_r100_k2,0.08,0.06318613294817459,0.06340553155480409,-0.00021939860662950617,0.8150807899461401,5.0,6.0,0.06920935250486678,0.06982641959795943,-0.0006170670930926575,0.7063792233988906,3.0,3.0,0.06301035215262187,0.06339685499406654,-0.00038650284144467473,0.9021164021164021,3.0,3.0,-0.00021939860662950617,-0.00040765618038894613,True
hgb_lag20,n12_c80_r080_k2,0.15,0.0622852672380842,0.06260634739886303,-0.0003210801607788291,0.4919210053859964,4.0,6.0,0.06900327746947524,0.06944909527214516,-0.0004458178026699178,0.4494452849218356,3.0,3.0,0.062218868459173605,0.062438112899989955,-0.00021924444081634908,0.6988536155202821,3.0,3.0,-0.00021924444081634908,-0.000328714134755032,True
hgb_lag20,n8_c40_r080_k1,0.08,0.062387136451662425,0.06260634739886303,-0.00021921094720060708,0.599640933572711,5.0,6.0,0.06911787828643155,0.06944909527214516,-0.00033121698571360325,0.5576147251638931,3.0,3.0,0.062185730098941294,0.062438112899989955,-0.00025238280104866034,0.7641093474426808,3.0,3.0,-0.00021921094720060708,-0.0002676035779876236,True
hgb,n12_c40_r125_k1,0.05,0.06318644530619005,0.06340553155480409,-0.00021908624861403936,0.9201077199281867,5.0,6.0,0.06937774778669528,0.06982641959795943,-0.0004486718112641508,0.8009329299041856,3.0,3.0,0.063103727714974,0.06339685499406654,-0.0002931272790925449,0.9572310405643739,3.0,3.0,-0.00021908624861403936,-0.000320295112990245,True
hgb,n16_c40_r100_k2,0.08,0.06318652188283333,0.06340553155480409,-0.00021900967197076293,0.8150807899461401,5.0,6.0,0.06927386032842335,0.06982641959795943,-0.000552559269536082,0.6560766515380736,3.0,3.0,0.06298766299036654,0.06339685499406654,-0.0004091920037000013,0.8994708994708994,3.0,3.0,-0.00021900967197076293,-0.0003935869817356154,True
hgb_lag30,n8_c80_r100_k3,0.05,0.062301100144081904,0.0625196365651102,-0.0002185364210282939,0.6606822262118492,5.0,6.0,0.06926994606954445,0.0695855664035088,-0.00031562033396434486,0.5881240544629349,3.0,3.0,0.06202108023069025,0.06225159263760085,-0.00023051240691059766,0.8161375661375662,3.0,3.0,-0.0002185364210282939,-0.0002548897206344121,True
hgb_lag20,n12_c80_r080_k3,0.08,0.06234015939391508,0.06260634739886303,-0.0002661880049479523,0.4919210053859964,5.0,6.0,0.0691479217301725,0.06944909527214516,-0.0003011735419726491,0.4494452849218356,3.0,3.0,0.06221958944748623,0.062438112899989955,-0.00021852345250372718,0.6988536155202821,3.0,3.0,-0.00021852345250372718,-0.0002619616664747762,True
hgb_lag20,n16_c80_r125_k1,0.05,0.06238783320238458,0.06260634739886303,-0.00021851419647845455,0.7100538599640933,6.0,6.0,0.06916605036935698,0.06944909527214516,-0.00028304490278817374,0.5680786686838124,3.0,3.0,0.06218404504760284,0.062438112899989955,-0.00025406785238711593,0.8337742504409171,3.0,3.0,-0.00021851419647845455,-0.00025187565055124805,True
hgb_lag30,n8_c40_r080_k3,0.1,0.06221299520278837,0.0625196365651102,-0.00030664136232182865,0.599640933572711,4.0,6.0,0.0691904751749893,0.0695855664035088,-0.0003950912285194952,0.5576147251638931,3.0,3.0,0.06203308935853352,0.06225159263760085,-0.00021850327906732664,0.7641093474426808,3.0,3.0,-0.00021850327906732664,-0.00030674528996955014,True
hgb_lag30,n8_c80_r100_k2,0.15,0.0621770693081066,0.0625196365651102,-0.0003425672570036009,0.6606822262118492,4.0,6.0,0.06894304804872531,0.0695855664035088,-0.000642518354783489,0.5881240544629349,3.0,3.0,0.062033126875462634,0.06225159263760085,-0.00021846576213821467,0.8161375661375662,2.0,3.0,-0.00021846576213821467,-0.00040118379130843485,True
hgb_lag20,n8_c40_r080_k3,0.08,0.06235813339099198,0.06260634739886303,-0.0002482140078710546,0.599640933572711,4.0,6.0,0.06910871340837137,0.06944909527214516,-0.0003403818637737893,0.5576147251638931,3.0,3.0,0.06221979670991476,0.062438112899989955,-0.00021831619007519482,0.7641093474426808,3.0,3.0,-0.00021831619007519482,-0.0002689706872400129,True
hgb_lag30,n8_c80_r080_k1,0.08,0.062301351013128135,0.0625196365651102,-0.00021828555198206284,0.4964093357271095,5.0,6.0,0.06928824281221575,0.0695855664035088,-0.0002973235912930444,0.46848209783156836,3.0,3.0,0.06202996368822916,0.06225159263760085,-0.00022162894937168692,0.7014991181657848,3.0,3.0,-0.00021828555198206284,-0.0002457460308822647,True
hgb_lag30,n8_c80_r080_k1,0.1,0.062274265858298115,0.0625196365651102,-0.0002453707068120828,0.4964093357271095,4.0,6.0,0.06924706966156283,0.0695855664035088,-0.00033849674194597057,0.46848209783156836,3.0,3.0,0.06203334397998657,0.06225159263760085,-0.00021824865761427975,0.7014991181657848,3.0,3.0,-0.00021824865761427975,-0.00026737203545744437,True
hgb_lag20,n16_c40_r125_k1,0.08,0.06238811042816076,0.06260634739886303,-0.00021823697070227216,0.9201077199281867,5.0,6.0,0.06894962288569943,0.06944909527214516,-0.0004994723864457234,0.7381492687846697,3.0,3.0,0.06212172550890008,0.062438112899989955,-0.00031638739108987707,0.9545855379188712,3.0,3.0,-0.00021823697070227216,-0.0003446989160792909,True
hgb_lag20,n8_c80_r125_k2,0.05,0.062348115201355206,0.06260634739886303,-0.00025823219750782667,0.7154398563734291,6.0,6.0,0.06912840691630066,0.06944909527214516,-0.0003206883558444923,0.649016641452345,3.0,3.0,0.06221996464379043,0.062438112899989955,-0.00021814825619952127,0.8505291005291006,3.0,3.0,-0.00021814825619952127,-0.00026568960318394674,True
hgb,n12_c80_r100_k2,0.05,0.0631875211839009,0.06340553155480409,-0.00021801037090318776,0.6606822262118492,6.0,6.0,0.06948554608718815,0.06982641959795943,-0.0003408735107712779,0.5639183055975794,3.0,3.0,0.06311888891149957,0.06339685499406654,-0.00027796608256697164,0.8130511463844797,3.0,3.0,-0.00021801037090318776,-0.0002789499880804791,True
hgb_lag30,n16_c80_r125_k1,0.05,0.06230203599592954,0.0625196365651102,-0.0002176005691806593,0.7100538599640933,6.0,6.0,0.06929967988137678,0.0695855664035088,-0.00028588652213201726,0.5680786686838124,3.0,3.0,0.06200141116124618,0.06225159263760085,-0.00025018147635466614,0.8337742504409171,3.0,3.0,-0.0002176005691806593,-0.00025122285588911425,True
hgb_lag20,n12_c80_r125_k2,0.05,0.062360155397538454,0.06260634739886303,-0.0002461920013245786,0.7154398563734291,6.0,6.0,0.06912574827381991,0.06944909527214516,-0.00032334699832524405,0.6219112455874937,3.0,3.0,0.062220551143623355,0.062438112899989955,-0.00021756175636659936,0.8470017636684304,3.0,3.0,-0.00021756175636659936,-0.0002623669186721407,True
