base,peer_config,peer_weight,exact_rmse,exact_baseline_rmse,exact_delta_rmse,exact_coverage,exact_improved_runs,exact_runs,random_rmse,random_baseline_rmse,random_delta_rmse,random_coverage,random_improved_runs,random_runs,random2025_rmse,random2025_baseline_rmse,random2025_delta_rmse,random2025_coverage,random2025_improved_runs,random2025_runs,worst_delta,mean_delta,all_three_improve
hgb,n16_c80_r125_k2,0.08,0.06297098820429878,0.06340553155480409,-0.0004345433505053148,0.7100538599640933,6.0,6.0,0.06938899136425436,0.06982641959795943,-0.0004374282337050728,0.5680786686838124,3.0,3.0,0.06298099299201944,0.06339685499406654,-0.00041586200204710155,0.8337742504409171,3.0,3.0,-0.00041586200204710155,-0.0004292778620858297,True
hgb,n16_c80_r100_k3,0.1,0.06298776293891123,0.06340553155480409,-0.0004177686158928634,0.6552962298025135,5.0,6.0,0.06934178982621915,0.06982641959795943,-0.0004846297717402831,0.5187846696923852,3.0,3.0,0.06298329467254733,0.06339685499406654,-0.0004135603215192074,0.7993827160493827,3.0,3.0,-0.0004135603215192074,-0.00043865290305078464,True
hgb,n16_c80_r125_k3,0.08,0.06294221767208454,0.06340553155480409,-0.0004633138827195571,0.7100538599640933,6.0,6.0,0.06940103321594025,0.06982641959795943,-0.00042538638201918,0.5680786686838124,3.0,3.0,0.0629870280397471,0.06339685499406654,-0.00040982695431944494,0.8337742504409171,3.0,3.0,-0.00040982695431944494,-0.00043284240635272736,True
hgb,n12_c60_r100_k3,0.15,0.06298268301996778,0.06340553155480409,-0.00042284853483631757,0.7989228007181328,5.0,6.0,0.06906072427623057,0.06982641959795943,-0.0007656953217288626,0.6651538073625819,3.0,3.0,0.06298953894539838,0.06339685499406654,-0.0004073160486681576,0.8884479717813051,3.0,3.0,-0.0004073160486681576,-0.0005319533017444459,True
hgb,n16_c60_r125_k2,0.08,0.06299877811285975,0.06340553155480409,-0.00040675344194433805,0.8994614003590664,6.0,6.0,0.06931187792769447,0.06982641959795943,-0.0005145416702649619,0.6855774079677257,3.0,3.0,0.06293164183589199,0.06339685499406654,-0.0004652131581745489,0.9338624338624338,3.0,3.0,-0.00040675344194433805,-0.0004621694234612829,True
hgb,n12_c60_r080_k3,0.15,0.06296696673427861,0.06340553155480409,-0.0004385648205254833,0.5807899461400359,5.0,6.0,0.06932812599462379,0.06982641959795943,-0.0004982936033356422,0.5102118003025718,3.0,3.0,0.06299295202941875,0.06339685499406654,-0.00040390296464778985,0.7469135802469136,3.0,3.0,-0.00040390296464778985,-0.0004469204628363051,True
hgb,n12_c80_r100_k3,0.1,0.06299913366585351,0.06340553155480409,-0.0004063978889505826,0.6606822262118492,5.0,6.0,0.06925506429433882,0.06982641959795943,-0.0005713553036206104,0.5639183055975794,3.0,3.0,0.0629944419806098,0.06339685499406654,-0.00040241301345673997,0.8130511463844797,3.0,3.0,-0.00040241301345673997,-0.000460055402009311,True
hgb,n8_c60_r125_k2,0.1,0.06292060066845637,0.06340553155480409,-0.00048493088634772585,0.8994614003590664,6.0,6.0,0.06915278018498269,0.06982641959795943,-0.0006736394129767398,0.7769793242561776,3.0,3.0,0.06299541320430838,0.06339685499406654,-0.000401441789758164,0.9404761904761905,3.0,3.0,-0.000401441789758164,-0.0005200040296942099,True
hgb,n16_c80_r100_k3,0.15,0.06289691476367833,0.06340553155480409,-0.0005086167911257655,0.6552962298025135,5.0,6.0,0.06923832964680561,0.06982641959795943,-0.0005880899511538223,0.5187846696923852,3.0,3.0,0.0630006786089969,0.06339685499406654,-0.0003961763850696409,0.7993827160493827,3.0,3.0,-0.0003961763850696409,-0.0004976277091164096,True
hgb,n8_c60_r125_k3,0.1,0.06293910631532527,0.06340553155480409,-0.0004664252394788182,0.8994614003590664,6.0,6.0,0.06917470837523011,0.06982641959795943,-0.0006517112227293204,0.7769793242561776,3.0,3.0,0.0630037036208036,0.06339685499406654,-0.0003931513732629427,0.9404761904761905,3.0,3.0,-0.0003931513732629427,-0.0005037626118236938,True
hgb,n12_c60_r125_k2,0.08,0.06299457250748347,0.06340553155480409,-0.00041095904732062205,0.8994614003590664,6.0,6.0,0.06924896726809708,0.06982641959795943,-0.0005774523298623518,0.7489914271306102,3.0,3.0,0.06300374075082396,0.06339685499406654,-0.0003931142432425788,0.9382716049382716,3.0,3.0,-0.0003931142432425788,-0.0004605085401418509,True
hgb,n8_c80_r100_k3,0.1,0.06298157252016992,0.06340553155480409,-0.00042395903463417206,0.6606822262118492,5.0,6.0,0.06926342392186075,0.06982641959795943,-0.0005629956760986876,0.5881240544629349,3.0,3.0,0.06300541517749227,0.06339685499406654,-0.00039143981657427385,0.8161375661375662,3.0,3.0,-0.00039143981657427385,-0.0004594648424357112,True
hgb,n8_c60_r100_k3,0.1,0.06301706804551738,0.06340553155480409,-0.0003884635092867156,0.7989228007181328,6.0,6.0,0.06919024626093082,0.06982641959795943,-0.0006361733370286171,0.6913767019667171,3.0,3.0,0.06297942194082495,0.06339685499406654,-0.0004174330532415865,0.8884479717813051,3.0,3.0,-0.0003884635092867156,-0.00048068996651897306,True
hgb,n12_c60_r080_k2,0.15,0.06301715904620064,0.06340553155480409,-0.00038837250860344896,0.5807899461400359,5.0,6.0,0.06931278784347591,0.06982641959795943,-0.0005136317544835178,0.5102118003025718,3.0,3.0,0.0629541222665324,0.06339685499406654,-0.0004427327275341453,0.7469135802469136,3.0,3.0,-0.00038837250860344896,-0.0004482456635403707,True
hgb,n16_c60_r125_k3,0.08,0.06301787371578431,0.06340553155480409,-0.0003876578390197838,0.8994614003590664,6.0,6.0,0.06932831375083318,0.06982641959795943,-0.0004981058471262567,0.6855774079677257,3.0,3.0,0.06294850834361647,0.06339685499406654,-0.00044834665045007105,0.9338624338624338,3.0,3.0,-0.0003876578390197838,-0.00044470344553203717,True
hgb,n16_c80_r125_k1,0.1,0.0630136113383978,0.06340553155480409,-0.0003919202164062857,0.7100538599640933,5.0,6.0,0.06934366691865715,0.06982641959795943,-0.00048275267930228405,0.5680786686838124,3.0,3.0,0.06301076157067179,0.06339685499406654,-0.00038609342339475383,0.8337742504409171,3.0,3.0,-0.00038609342339475383,-0.00042025543970110785,True
hgb,n8_c60_r080_k3,0.15,0.06298324325026379,0.06340553155480409,-0.00042228830454030253,0.585278276481149,5.0,6.0,0.06932277369937227,0.06982641959795943,-0.00050364589858716,0.5316439737771054,3.0,3.0,0.06301101198518652,0.06339685499406654,-0.00038584300888001855,0.7469135802469136,3.0,3.0,-0.00038584300888001855,-0.00043725907066916037,True
hgb,n12_c60_r125_k3,0.08,0.06302095093951349,0.06340553155480409,-0.0003845806152906056,0.8994614003590664,6.0,6.0,0.06927566239446528,0.06982641959795943,-0.000550757203494151,0.7489914271306102,3.0,3.0,0.06300888652894586,0.06339685499406654,-0.0003879684651206805,0.9382716049382716,3.0,3.0,-0.0003845806152906056,-0.0004411020946351457,True
hgb,n16_c60_r080_k2,0.15,0.06302098221358503,0.06340553155480409,-0.0003845493412190648,0.5771992818671454,5.0,6.0,0.06932369637179894,0.06982641959795943,-0.0005027232261604897,0.4716338880484115,3.0,3.0,0.06291566403788205,0.06339685499406654,-0.00048119095618448515,0.7407407407407407,3.0,3.0,-0.0003845493412190648,-0.00045615450785467987,True
hgb,n8_c60_r100_k3,0.15,0.06295675205721439,0.06340553155480409,-0.0004487794975897019,0.7989228007181328,5.0,6.0,0.06906079949501662,0.06982641959795943,-0.0007656201029428156,0.6913767019667171,3.0,3.0,0.06301333977311795,0.06339685499406654,-0.0003835152209485937,0.8884479717813051,3.0,3.0,-0.0003835152209485937,-0.0005326382738270371,True
hgb,n8_c60_r125_k2,0.08,0.06297886088191978,0.06340553155480409,-0.0004266706728843078,0.8994614003590664,6.0,6.0,0.06923756661725358,0.06982641959795943,-0.0005888529807058507,0.7769793242561776,3.0,3.0,0.06301574911744097,0.06339685499406654,-0.0003811058766255704,0.9404761904761905,3.0,3.0,-0.0003811058766255704,-0.0004655431767385763,True
hgb,n16_c60_r125_k1,0.1,0.06302597443207628,0.06340553155480409,-0.0003795571227278166,0.8994614003590664,5.0,6.0,0.06922922558917848,0.06982641959795943,-0.0005971940087809574,0.6855774079677257,3.0,3.0,0.06289380634850304,0.06339685499406654,-0.0005030486455634975,0.9338624338624338,3.0,3.0,-0.0003795571227278166,-0.0004932665923574239,True
hgb,n16_c40_r080_k3,0.15,0.06302856024594276,0.06340553155480409,-0.0003769713088613291,0.5915619389587073,4.0,6.0,0.06927621255582264,0.06982641959795943,-0.0005502070421367911,0.4981089258698941,3.0,3.0,0.06300917355168166,0.06339685499406654,-0.00038768144238487956,0.7574955908289241,3.0,3.0,-0.0003769713088613291,-0.00043828659779433327,True
hgb,n12_c80_r100_k3,0.15,0.06291440622871791,0.06340553155480409,-0.0004911253260861809,0.6606822262118492,5.0,6.0,0.0691211001472242,0.06982641959795943,-0.0007053194507352367,0.5639183055975794,3.0,3.0,0.06302068843112951,0.06339685499406654,-0.00037616656293702755,0.8130511463844797,3.0,3.0,-0.00037616656293702755,-0.0005242037799194817,True
hgb,n8_c60_r100_k2,0.15,0.06302936532142642,0.06340553155480409,-0.0003761662333776755,0.7989228007181328,6.0,6.0,0.06904482276722904,0.06982641959795943,-0.0007815968307303967,0.6913767019667171,3.0,3.0,0.06300763388598674,0.06339685499406654,-0.00038922110807980415,0.8884479717813051,3.0,3.0,-0.0003761662333776755,-0.0005156613907292921,True
hgb,n16_c80_r100_k2,0.15,0.06299655750373495,0.06340553155480409,-0.0004089740510691414,0.6552962298025135,5.0,6.0,0.06923884367758822,0.06982641959795943,-0.0005875759203712166,0.5187846696923852,3.0,3.0,0.06302105967569169,0.06339685499406654,-0.00037579531837485247,0.7993827160493827,3.0,3.0,-0.00037579531837485247,-0.0004574484299384035,True
