h,w,outer_rmse,released_rmse,kernel_outer,kernel_released
0.05,1.0,0.08408381281750876,0.08737747493493148,0.08408381281750876,0.08737747493493148
0.1,1.0,0.08770738375304633,0.09240519059434725,0.08770738375304633,0.09240519059434725
0.2,1.0,0.1129502344087918,0.11671219821043068,0.1129502344087918,0.11671219821043068
