group,label,weight_archive,n,rmse,mae
year,2024,0.2400000000,519,0.0521402838,0.0332168981
year,2024,0.2600000000,519,0.0521919165,0.0332461716
year,2024,0.2800000000,519,0.0522457005,0.0332755533
year,2024,0.3000000000,519,0.0523016290,0.0333056622
year,2024,0.3200000000,519,0.0523596951,0.0333359207
year,2024,0.3400000000,519,0.0524198918,0.0333668190
year,2024,0.3600000000,519,0.0524822117,0.0334007950
year,2024,0.3800000000,519,0.0525466473,0.0334369005
year,2024,0.4000000000,519,0.0526131908,0.0334733865
year,2024,0.4200000000,519,0.0526818342,0.0335103269
year,2024,0.4400000000,519,0.0527525693,0.0335485847
year,2024,0.4600000000,519,0.0528253877,0.0335875578
year,2024,0.4800000000,519,0.0529002809,0.0336282043
year,2024,0.5000000000,519,0.0529772399,0.0336702169
year,2025,0.0000000000,2268,0.0638897597,0.0353153075
year,2025,0.0200000000,2268,0.0638978704,0.0353205092
year,2025,0.0400000000,2268,0.0639072649,0.0353262655
year,2025,0.0600000000,2268,0.0639179426,0.0353328664
year,2025,0.0800000000,2268,0.0639299031,0.0353408818
year,2025,0.1000000000,2268,0.0639431454,0.0353498802
year,2025,0.1200000000,2268,0.0639576689,0.0353603811
year,2025,0.1400000000,2268,0.0639734727,0.0353721230
year,2025,0.1600000000,2268,0.0639905558,0.0353842083
year,2025,0.1800000000,2268,0.0640089171,0.0353974486
year,2025,0.2000000000,2268,0.0640285557,0.0354120089
year,2025,0.2200000000,2268,0.0640494703,0.0354283689
year,2025,0.2400000000,2268,0.0640716596,0.0354461064
year,2025,0.2600000000,2268,0.0640951224,0.0354647823
year,2025,0.2800000000,2268,0.0641198572,0.0354848789
year,2025,0.3000000000,2268,0.0641458626,0.0355063203
year,2025,0.3200000000,2268,0.0641731371,0.0355291463
year,2025,0.3400000000,2268,0.0642016789,0.0355541646
year,2025,0.3600000000,2268,0.0642314865,0.0355804148
year,2025,0.3800000000,2268,0.0642625580,0.0356074595
year,2025,0.4000000000,2268,0.0642948916,0.0356358015
year,2025,0.4200000000,2268,0.0643284855,0.0356655673
year,2025,0.4400000000,2268,0.0643633376,0.0356962871
year,2025,0.4600000000,2268,0.0643994460,0.0357273592
year,2025,0.4800000000,2268,0.0644368084,0.0357587736
year,2025,0.5000000000,2268,0.0644754227,0.0357925718
cohort,new,0.0000000000,6801,0.0708606625,0.0430849258
cohort,new,0.0200000000,6801,0.0708665514,0.0430841310
cohort,new,0.0400000000,6801,0.0708743676,0.0430843071
cohort,new,0.0600000000,6801,0.0708841104,0.0430863095
cohort,new,0.0800000000,6801,0.0708957790,0.0430895311
cohort,new,0.1000000000,6801,0.0709093724,0.0430940243
cohort,new,0.1200000000,6801,0.0709248896,0.0430998237
cohort,new,0.1400000000,6801,0.0709423293,0.0431077591
cohort,new,0.1600000000,6801,0.0709616901,0.0431180016
cohort,new,0.1800000000,6801,0.0709829703,0.0431308121
cohort,new,0.2000000000,6801,0.0710061684,0.0431457102
cohort,new,0.2200000000,6801,0.0710312823,0.0431623233
cohort,new,0.2400000000,6801,0.0710583101,0.0431802645
cohort,new,0.2600000000,6801,0.0710872496,0.0431986921
cohort,new,0.2800000000,6801,0.0711180984,0.0432192073
cohort,new,0.3000000000,6801,0.0711508541,0.0432418854
cohort,new,0.3200000000,6801,0.0711855141,0.0432664343
cohort,new,0.3400000000,6801,0.0712220754,0.0432934889
cohort,new,0.3600000000,6801,0.0712605353,0.0433226999
cohort,new,0.3800000000,6801,0.0713008907,0.0433537050
cohort,new,0.4000000000,6801,0.0713431383,0.0433867952
cohort,new,0.4200000000,6801,0.0713872748,0.0434218295
cohort,new,0.4400000000,6801,0.0714332966,0.0434583673
cohort,new,0.4600000000,6801,0.0714812002,0.0434962877
cohort,new,0.4800000000,6801,0.0715309818,0.0435355000
cohort,new,0.5000000000,6801,0.0715826374,0.0435766069
cohort,shared,0.0000000000,1131,0.0520798358,0.0329560903
cohort,shared,0.0200000000,1131,0.0520774230,0.0329502558
cohort,shared,0.0400000000,1131,0.0520764892,0.0329452164
cohort,shared,0.0600000000,1131,0.0520770344,0.0329411958
cohort,shared,0.0800000000,1131,0.0520790585,0.0329383691
cohort,shared,0.1000000000,1131,0.0520825615,0.0329364238
cohort,shared,0.1200000000,1131,0.0520875430,0.0329369092
cohort,shared,0.1400000000,1131,0.0520940025,0.0329387395
cohort,shared,0.1600000000,1131,0.0521019396,0.0329412350
cohort,shared,0.1800000000,1131,0.0521113536,0.0329455745
cohort,shared,0.2000000000,1131,0.0521222436,0.0329518495
cohort,shared,0.2200000000,1131,0.0521346087,0.0329610653
cohort,shared,0.2400000000,1131,0.0521484479,0.0329712843
cohort,shared,0.2600000000,1131,0.0521637600,0.0329825988
cohort,shared,0.2800000000,1131,0.0521805438,0.0329950115
cohort,shared,0.3000000000,1131,0.0521987977,0.0330081490
cohort,shared,0.3200000000,1131,0.0522185203,0.0330223404
cohort,shared,0.3400000000,1131,0.0522397099,0.0330380195
cohort,shared,0.3600000000,1131,0.0522623646,0.0330546471
cohort,shared,0.3800000000,1131,0.0522864827,0.0330716950
cohort,shared,0.4000000000,1131,0.0523120621,0.0330902182
cohort,shared,0.4200000000,1131,0.0523391005,0.0331110193
cohort,shared,0.4400000000,1131,0.0523675959,0.0331329366
cohort,shared,0.4600000000,1131,0.0523975457,0.0331553461
cohort,shared,0.4800000000,1131,0.0524289476,0.0331782472
cohort,shared,0.5000000000,1131,0.0524617988,0.0332039726
true_source,landsat,0.0000000000,3040,0.0704362395,0.0402566677
true_source,landsat,0.0200000000,3040,0.0704341583,0.0402567853
true_source,landsat,0.0400000000,3040,0.0704339457,0.0402576602
true_source,landsat,0.0600000000,3040,0.0704356019,0.0402593987
true_source,landsat,0.0800000000,3040,0.0704391266,0.0402623680
true_source,landsat,0.1000000000,3040,0.0704445195,0.0402661491
true_source,landsat,0.1200000000,3040,0.0704517803,0.0402719484
true_source,landsat,0.1400000000,3040,0.0704609084,0.0402809097
true_source,landsat,0.1600000000,3040,0.0704719030,0.0402926901
true_source,landsat,0.1800000000,3040,0.0704847633,0.0403073448
true_source,landsat,0.2000000000,3040,0.0704994883,0.0403240324
true_source,landsat,0.2200000000,3040,0.0705160767,0.0403437748
true_source,landsat,0.2400000000,3040,0.0705345273,0.0403648481
true_source,landsat,0.2600000000,3040,0.0705548386,0.0403864618
true_source,landsat,0.2800000000,3040,0.0705770090,0.0404088033
true_source,landsat,0.3000000000,3040,0.0706010367,0.0404321293
true_source,landsat,0.3200000000,3040,0.0706269199,0.0404562863
true_source,landsat,0.3400000000,3040,0.0706546565,0.0404816009
true_source,landsat,0.3600000000,3040,0.0706842443,0.0405089103
true_source,landsat,0.3800000000,3040,0.0707156811,0.0405379161
true_source,landsat,0.4000000000,3040,0.0707489643,0.0405688774
true_source,landsat,0.4200000000,3040,0.0707840913,0.0406010846
true_source,landsat,0.4400000000,3040,0.0708210594,0.0406344834
true_source,landsat,0.4600000000,3040,0.0708598657,0.0406692206
true_source,landsat,0.4800000000,3040,0.0709005072,0.0407054404
true_source,landsat,0.5000000000,3040,0.0709429808,0.0407429196
true_source,modis,0.0000000000,1385,0.0661988842,0.0493074435
true_source,modis,0.0200000000,1385,0.0662369836,0.0493236457
true_source,modis,0.0400000000,1385,0.0662774729,0.0493402466
true_source,modis,0.0600000000,1385,0.0663203476,0.0493595064
true_source,modis,0.0800000000,1385,0.0663656032,0.0493804653
true_source,modis,0.1000000000,1385,0.0664132348,0.0494038266
true_source,modis,0.1200000000,1385,0.0664632372,0.0494281535
true_source,modis,0.1400000000,1385,0.0665156051,0.0494540657
true_source,modis,0.1600000000,1385,0.0665703330,0.0494827728
true_source,modis,0.1800000000,1385,0.0666274150,0.0495153443
true_source,modis,0.2000000000,1385,0.0666868450,0.0495504748
true_source,modis,0.2200000000,1385,0.0667486169,0.0495864077
true_source,modis,0.2400000000,1385,0.0668127240,0.0496240674
true_source,modis,0.2600000000,1385,0.0668791598,0.0496628157
true_source,modis,0.2800000000,1385,0.0669479172,0.0497033995
true_source,modis,0.3000000000,1385,0.0670189891,0.0497496469
true_source,modis,0.3200000000,1385,0.0670923682,0.0497982459
true_source,modis,0.3400000000,1385,0.0671680469,0.0498494272
true_source,modis,0.3600000000,1385,0.0672460174,0.0499025965
true_source,modis,0.3800000000,1385,0.0673262718,0.0499566648
true_source,modis,0.4000000000,1385,0.0674088018,0.0500120537
true_source,modis,0.4200000000,1385,0.0674935993,0.0500699485
true_source,modis,0.4400000000,1385,0.0675806556,0.0501303972
true_source,modis,0.4600000000,1385,0.0676699620,0.0501924553
true_source,modis,0.4800000000,1385,0.0677615096,0.0502564446
true_source,modis,0.5000000000,1385,0.0678552893,0.0503222129
true_source,s2,0.0000000000,3507,0.0676825520,0.0398126146
true_source,s2,0.0200000000,3507,0.0676810669,0.0398026911
true_source,s2,0.0400000000,3507,0.0676812450,0.0397940928
true_source,s2,0.0600000000,3507,0.0676830863,0.0397875664
true_source,s2,0.0800000000,3507,0.0676865908,0.0397820510
true_source,s2,0.1000000000,3507,0.0676917581,0.0397776338
true_source,s2,0.1200000000,3507,0.0676985879,0.0397744024
true_source,s2,0.1400000000,3507,0.0677070797,0.0397723802
true_source,s2,0.1600000000,3507,0.0677172329,0.0397714991
true_source,s2,0.1800000000,3507,0.0677290466,0.0397721750
true_source,s2,0.2000000000,3507,0.0677425201,0.0397747508
true_source,s2,0.2200000000,3507,0.0677576523,0.0397786358
true_source,s2,0.2400000000,3507,0.0677744422,0.0397835843
true_source,s2,0.2600000000,3507,0.0677928885,0.0397889309
true_source,s2,0.2800000000,3507,0.0678129898,0.0397973244
true_source,s2,0.3000000000,3507,0.0678347447,0.0398070560
true_source,s2,0.3200000000,3507,0.0678581515,0.0398191064
true_source,s2,0.3400000000,3507,0.0678832087,0.0398344723
true_source,s2,0.3600000000,3507,0.0679099143,0.0398518119
true_source,s2,0.3800000000,3507,0.0679382664,0.0398709407
true_source,s2,0.4000000000,3507,0.0679682630,0.0398923722
true_source,s2,0.4200000000,3507,0.0679999019,0.0399162387
true_source,s2,0.4400000000,3507,0.0680331807,0.0399413395
true_source,s2,0.4600000000,3507,0.0680680971,0.0399674844
true_source,s2,0.4800000000,3507,0.0681046486,0.0399942453
true_source,s2,0.5000000000,3507,0.0681428324,0.0400237970
distance_bin,0-2,0.0000000000,4960,0.0686701009,0.0383185353
distance_bin,0-2,0.0200000000,4960,0.0686744508,0.0383154257
distance_bin,0-2,0.0400000000,4960,0.0686804048,0.0383135466
distance_bin,0-2,0.0600000000,4960,0.0686879625,0.0383131330
distance_bin,0-2,0.0800000000,4960,0.0686971233,0.0383138734
distance_bin,0-2,0.1000000000,4960,0.0687078866,0.0383156781
distance_bin,0-2,0.1200000000,4960,0.0687202517,0.0383188775
distance_bin,0-2,0.1400000000,4960,0.0687342177,0.0383241402
distance_bin,0-2,0.1600000000,4960,0.0687497837,0.0383315207
distance_bin,0-2,0.1800000000,4960,0.0687669484,0.0383411632
distance_bin,0-2,0.2000000000,4960,0.0687857108,0.0383529285
distance_bin,0-2,0.2200000000,4960,0.0688060695,0.0383672007
distance_bin,0-2,0.2400000000,4960,0.0688280232,0.0383829467
distance_bin,0-2,0.2600000000,4960,0.0688515702,0.0383993062
distance_bin,0-2,0.2800000000,4960,0.0688767090,0.0384175857
distance_bin,0-2,0.3000000000,4960,0.0689034378,0.0384371427
distance_bin,0-2,0.3200000000,4960,0.0689317547,0.0384581960
distance_bin,0-2,0.3400000000,4960,0.0689616579,0.0384813009
distance_bin,0-2,0.3600000000,4960,0.0689931452,0.0385061513
distance_bin,0-2,0.3800000000,4960,0.0690262144,0.0385328384
distance_bin,0-2,0.4000000000,4960,0.0690608634,0.0385621550
distance_bin,0-2,0.4200000000,4960,0.0690970897,0.0385929668
distance_bin,0-2,0.4400000000,4960,0.0691348909,0.0386249275
distance_bin,0-2,0.4600000000,4960,0.0691742643,0.0386581505
distance_bin,0-2,0.4800000000,4960,0.0692152073,0.0386926509
distance_bin,0-2,0.5000000000,4960,0.0692577171,0.0387294800
distance_bin,11-20,0.0000000000,201,0.0743740126,0.0577628160
distance_bin,11-20,0.0200000000,201,0.0742999797,0.0577313710
distance_bin,11-20,0.0400000000,201,0.0742296994,0.0576999260
distance_bin,11-20,0.0600000000,201,0.0741631826,0.0576785311
distance_bin,11-20,0.0800000000,201,0.0741004392,0.0576596671
distance_bin,11-20,0.1000000000,201,0.0740414790,0.0576408031
distance_bin,11-20,0.1200000000,201,0.0739863110,0.0576219390
distance_bin,11-20,0.1400000000,201,0.0739349435,0.0576030750
distance_bin,11-20,0.1600000000,201,0.0738873847,0.0575842110
distance_bin,11-20,0.1800000000,201,0.0738436418,0.0575688984
distance_bin,11-20,0.2000000000,201,0.0738037216,0.0575588569
distance_bin,11-20,0.2200000000,201,0.0737676304,0.0575503498
distance_bin,11-20,0.2400000000,201,0.0737353737,0.0575418426
distance_bin,11-20,0.2600000000,201,0.0737069566,0.0575349516
distance_bin,11-20,0.2800000000,201,0.0736823835,0.0575289276
distance_bin,11-20,0.3000000000,201,0.0736616583,0.0575265220
distance_bin,11-20,0.3200000000,201,0.0736447842,0.0575245464
distance_bin,11-20,0.3400000000,201,0.0736317638,0.0575225708
distance_bin,11-20,0.3600000000,201,0.0736225993,0.0575205952
distance_bin,11-20,0.3800000000,201,0.0736172921,0.0575188244
distance_bin,11-20,0.4000000000,201,0.0736158429,0.0575213900
distance_bin,11-20,0.4200000000,201,0.0736182520,0.0575244275
distance_bin,11-20,0.4400000000,201,0.0736245191,0.0575291169
distance_bin,11-20,0.4600000000,201,0.0736346431,0.0575372610
distance_bin,11-20,0.4800000000,201,0.0736486225,0.0575464485
distance_bin,11-20,0.5000000000,201,0.0736664551,0.0575556359
distance_bin,21+,0.0000000000,18,0.0869976888,0.0643202921
distance_bin,21+,0.0200000000,18,0.0870190232,0.0641402181
distance_bin,21+,0.0400000000,18,0.0870444934,0.0639601442
distance_bin,21+,0.0600000000,18,0.0870740956,0.0637800703
distance_bin,21+,0.0800000000,18,0.0871078258,0.0635999963
distance_bin,21+,0.1000000000,18,0.0871456790,0.0634199224
distance_bin,21+,0.1200000000,18,0.0871876499,0.0632398485
distance_bin,21+,0.1400000000,18,0.0872337326,0.0630597745
distance_bin,21+,0.1600000000,18,0.0872839206,0.0628797006
distance_bin,21+,0.1800000000,18,0.0873382067,0.0626996266
distance_bin,21+,0.2000000000,18,0.0873965834,0.0625195527
distance_bin,21+,0.2200000000,18,0.0874590425,0.0623394788
distance_bin,21+,0.2400000000,18,0.0875255752,0.0621594048
distance_bin,21+,0.2600000000,18,0.0875961722,0.0619793309
distance_bin,21+,0.2800000000,18,0.0876708237,0.0618033891
distance_bin,21+,0.3000000000,18,0.0877495194,0.0617533938
distance_bin,21+,0.3200000000,18,0.0878322484,0.0617422844
distance_bin,21+,0.3400000000,18,0.0879189993,0.0617311750
distance_bin,21+,0.3600000000,18,0.0880097603,0.0617624156
distance_bin,21+,0.3800000000,18,0.0881045188,0.0617974533
distance_bin,21+,0.4000000000,18,0.0882032622,0.0618324911
distance_bin,21+,0.4200000000,18,0.0883059768,0.0618675288
distance_bin,21+,0.4400000000,18,0.0884126491,0.0619025665
distance_bin,21+,0.4600000000,18,0.0885232645,0.0619376043
distance_bin,21+,0.4800000000,18,0.0886378084,0.0619726420
distance_bin,21+,0.5000000000,18,0.0887562656,0.0620076797
distance_bin,3-5,0.0000000000,1848,0.0681033881,0.0454073760
distance_bin,3-5,0.0200000000,1848,0.0681273199,0.0454245650
distance_bin,3-5,0.0400000000,1848,0.0681535137,0.0454424751
distance_bin,3-5,0.0600000000,1848,0.0681819669,0.0454619765
distance_bin,3-5,0.0800000000,1848,0.0682126767,0.0454831580
distance_bin,3-5,0.1000000000,1848,0.0682456399,0.0455056995
distance_bin,3-5,0.1200000000,1848,0.0682808534,0.0455296231
distance_bin,3-5,0.1400000000,1848,0.0683183136,0.0455546527
distance_bin,3-5,0.1600000000,1848,0.0683580170,0.0455817133
distance_bin,3-5,0.1800000000,1848,0.0683999594,0.0456124272
distance_bin,3-5,0.2000000000,1848,0.0684441369,0.0456449096
distance_bin,3-5,0.2200000000,1848,0.0684905452,0.0456777694
distance_bin,3-5,0.2400000000,1848,0.0685391796,0.0457117433
distance_bin,3-5,0.2600000000,1848,0.0685900355,0.0457462262
distance_bin,3-5,0.2800000000,1848,0.0686431079,0.0457822620
distance_bin,3-5,0.3000000000,1848,0.0686983916,0.0458208099
distance_bin,3-5,0.3200000000,1848,0.0687558815,0.0458617064
distance_bin,3-5,0.3400000000,1848,0.0688155718,0.0459058372
distance_bin,3-5,0.3600000000,1848,0.0688774569,0.0459513106
distance_bin,3-5,0.3800000000,1848,0.0689415309,0.0459975584
distance_bin,3-5,0.4000000000,1848,0.0690077877,0.0460447465
distance_bin,3-5,0.4200000000,1848,0.0690762210,0.0460960579
distance_bin,3-5,0.4400000000,1848,0.0691468243,0.0461498169
distance_bin,3-5,0.4600000000,1848,0.0692195911,0.0462050288
distance_bin,3-5,0.4800000000,1848,0.0692945144,0.0462611180
distance_bin,3-5,0.5000000000,1848,0.0693715873,0.0463194711
distance_bin,6-10,0.0000000000,905,0.0665530093,0.0481249292
distance_bin,6-10,0.0200000000,905,0.0665409657,0.0481041739
distance_bin,6-10,0.0400000000,905,0.0665309170,0.0480834911
distance_bin,6-10,0.0600000000,905,0.0665228641,0.0480642930
distance_bin,6-10,0.0800000000,905,0.0665168076,0.0480454310
distance_bin,6-10,0.1000000000,905,0.0665127483,0.0480286174
distance_bin,6-10,0.1200000000,905,0.0665106863,0.0480141901
distance_bin,6-10,0.1400000000,905,0.0665106219,0.0480039301
distance_bin,6-10,0.1600000000,905,0.0665125552,0.0479960836
distance_bin,6-10,0.1800000000,905,0.0665164859,0.0479891943
distance_bin,6-10,0.2000000000,905,0.0665224137,0.0479839962
distance_bin,6-10,0.2200000000,905,0.0665303380,0.0479805102
distance_bin,6-10,0.2400000000,905,0.0665402582,0.0479779059
distance_bin,6-10,0.2600000000,905,0.0665521733,0.0479755648
distance_bin,6-10,0.2800000000,905,0.0665660822,0.0479763164
distance_bin,6-10,0.3000000000,905,0.0665819838,0.0479787875
distance_bin,6-10,0.3200000000,905,0.0665998766,0.0479827696
distance_bin,6-10,0.3400000000,905,0.0666197590,0.0479895915
distance_bin,6-10,0.3600000000,905,0.0666416292,0.0480006540
distance_bin,6-10,0.3800000000,905,0.0666654852,0.0480139564
distance_bin,6-10,0.4000000000,905,0.0666913250,0.0480274770
distance_bin,6-10,0.4200000000,905,0.0667191462,0.0480417339
distance_bin,6-10,0.4400000000,905,0.0667489463,0.0480570233
distance_bin,6-10,0.4600000000,905,0.0667807227,0.0480726660
distance_bin,6-10,0.4800000000,905,0.0668144726,0.0480896074
distance_bin,6-10,0.5000000000,905,0.0668501929,0.0481069307
grid_kind,daily_grid,0.0000000000,5208,0.0574903775,0.0375053747
grid_kind,daily_grid,0.0200000000,5208,0.0574889120,0.0375019869
grid_kind,daily_grid,0.0400000000,5208,0.0574895448,0.0374996725
grid_kind,daily_grid,0.0600000000,5208,0.0574922758,0.0374990825
grid_kind,daily_grid,0.0800000000,5208,0.0574971049,0.0374997048
grid_kind,daily_grid,0.1000000000,5208,0.0575040314,0.0375018235
grid_kind,daily_grid,0.1200000000,5208,0.0575130546,0.0375057599
grid_kind,daily_grid,0.1400000000,5208,0.0575241736,0.0375118042
grid_kind,daily_grid,0.1600000000,5208,0.0575373870,0.0375192813
grid_kind,daily_grid,0.1800000000,5208,0.0575526935,0.0375292509
grid_kind,daily_grid,0.2000000000,5208,0.0575700913,0.0375413812
grid_kind,daily_grid,0.2200000000,5208,0.0575895786,0.0375553328
grid_kind,daily_grid,0.2400000000,5208,0.0576111533,0.0375704941
grid_kind,daily_grid,0.2600000000,5208,0.0576348131,0.0375861528
grid_kind,daily_grid,0.2800000000,5208,0.0576605552,0.0376033474
grid_kind,daily_grid,0.3000000000,5208,0.0576883771,0.0376232023
grid_kind,daily_grid,0.3200000000,5208,0.0577182756,0.0376445353
grid_kind,daily_grid,0.3400000000,5208,0.0577502475,0.0376677693
grid_kind,daily_grid,0.3600000000,5208,0.0577842895,0.0376930439
grid_kind,daily_grid,0.3800000000,5208,0.0578203977,0.0377201924
grid_kind,daily_grid,0.4000000000,5208,0.0578585685,0.0377497956
grid_kind,daily_grid,0.4200000000,5208,0.0578987976,0.0377811883
grid_kind,daily_grid,0.4400000000,5208,0.0579410808,0.0378141017
grid_kind,daily_grid,0.4600000000,5208,0.0579854137,0.0378484463
grid_kind,daily_grid,0.4800000000,5208,0.0580317914,0.0378839873
grid_kind,daily_grid,0.5000000000,5208,0.0580802092,0.0379223284
grid_kind,sparse_grid,0.0000000000,2724,0.0856945439,0.0495469630
grid_kind,sparse_grid,0.0200000000,2724,0.0857079721,0.0495490332
grid_kind,sparse_grid,0.0400000000,2724,0.0857230599,0.0495518053
grid_kind,sparse_grid,0.0600000000,2724,0.0857398066,0.0495562635
grid_kind,sparse_grid,0.0800000000,2724,0.0857582111,0.0495619434
grid_kind,sparse_grid,0.1000000000,2724,0.0857782724,0.0495683033
grid_kind,sparse_grid,0.1200000000,2724,0.0857999893,0.0495754579
grid_kind,sparse_grid,0.1400000000,2724,0.0858233606,0.0495844743
grid_kind,sparse_grid,0.1600000000,2724,0.0858483849,0.0495967873
grid_kind,sparse_grid,0.1800000000,2724,0.0858750607,0.0496115121
grid_kind,sparse_grid,0.2000000000,2724,0.0859033866,0.0496281218
grid_kind,sparse_grid,0.2200000000,2724,0.0859333608,0.0496467520
grid_kind,sparse_grid,0.2400000000,2724,0.0859649817,0.0496668019
grid_kind,sparse_grid,0.2600000000,2724,0.0859982475,0.0496875700
grid_kind,sparse_grid,0.2800000000,2724,0.0860331562,0.0497110698
grid_kind,sparse_grid,0.3000000000,2724,0.0860697059,0.0497351842
grid_kind,sparse_grid,0.3200000000,2724,0.0861078944,0.0497615811
grid_kind,sparse_grid,0.3400000000,2724,0.0861477196,0.0497912171
grid_kind,sparse_grid,0.3600000000,2724,0.0861891792,0.0498227295
grid_kind,sparse_grid,0.3800000000,2724,0.0862322708,0.0498553130
grid_kind,sparse_grid,0.4000000000,2724,0.0862769921,0.0498890218
grid_kind,sparse_grid,0.4200000000,2724,0.0863233404,0.0499251089
grid_kind,sparse_grid,0.4400000000,2724,0.0863713132,0.0499625056
grid_kind,sparse_grid,0.4600000000,2724,0.0864209077,0.0500008225
grid_kind,sparse_grid,0.4800000000,2724,0.0864721212,0.0500402816
grid_kind,sparse_grid,0.5000000000,2724,0.0865249507,0.0500802902
route,history,0.0000000000,5664,0.0702589018,0.0441735171
route,history,0.0200000000,5664,0.0702627230,0.0441693149
route,history,0.0400000000,5664,0.0702686297,0.0441662150
route,history,0.0600000000,5664,0.0702766213,0.0441651735
route,history,0.0800000000,5664,0.0702866970,0.0441652677
route,history,0.1000000000,5664,0.0702988560,0.0441666714
route,history,0.1200000000,5664,0.0703130972,0.0441695270
route,history,0.1400000000,5664,0.0703294193,0.0441747191
route,history,0.1600000000,5664,0.0703478209,0.0441826768
route,history,0.1800000000,5664,0.0703683003,0.0441936236
route,history,0.2000000000,5664,0.0703908558,0.0442069352
route,history,0.2200000000,5664,0.0704154854,0.0442221725
route,history,0.2400000000,5664,0.0704421868,0.0442386533
route,history,0.2600000000,5664,0.0704709577,0.0442555611
route,history,0.2800000000,5664,0.0705017956,0.0442746260
route,history,0.3000000000,5664,0.0705346977,0.0442958942
route,history,0.3200000000,5664,0.0705696613,0.0443190648
route,history,0.3400000000,5664,0.0706066831,0.0443446632
route,history,0.3600000000,5664,0.0706457601,0.0443725471
route,history,0.3800000000,5664,0.0706868887,0.0444023510
route,history,0.4000000000,5664,0.0707300654,0.0444344339
route,history,0.4200000000,5664,0.0707752864,0.0444687356
route,history,0.4400000000,5664,0.0708225479,0.0445046836
route,history,0.4600000000,5664,0.0708718457,0.0445422489
route,history,0.4800000000,5664,0.0709231757,0.0445813267
route,history,0.5000000000,5664,0.0709765333,0.0446222888
route,2025,0.0000000000,2268,0.0638897597,0.0353153075
route,2025,0.0200000000,2268,0.0638978704,0.0353205092
route,2025,0.0400000000,2268,0.0639072649,0.0353262655
route,2025,0.0600000000,2268,0.0639179426,0.0353328664
route,2025,0.0800000000,2268,0.0639299031,0.0353408818
route,2025,0.1000000000,2268,0.0639431454,0.0353498802
route,2025,0.1200000000,2268,0.0639576689,0.0353603811
route,2025,0.1400000000,2268,0.0639734727,0.0353721230
route,2025,0.1600000000,2268,0.0639905558,0.0353842083
route,2025,0.1800000000,2268,0.0640089171,0.0353974486
route,2025,0.2000000000,2268,0.0640285557,0.0354120089
route,2025,0.2200000000,2268,0.0640494703,0.0354283689
route,2025,0.2400000000,2268,0.0640716596,0.0354461064
route,2025,0.2600000000,2268,0.0640951224,0.0354647823
route,2025,0.2800000000,2268,0.0641198572,0.0354848789
route,2025,0.3000000000,2268,0.0641458626,0.0355063203
route,2025,0.3200000000,2268,0.0641731371,0.0355291463
route,2025,0.3400000000,2268,0.0642016789,0.0355541646
route,2025,0.3600000000,2268,0.0642314865,0.0355804148
route,2025,0.3800000000,2268,0.0642625580,0.0356074595
route,2025,0.4000000000,2268,0.0642948916,0.0356358015
route,2025,0.4200000000,2268,0.0643284855,0.0356655673
route,2025,0.4400000000,2268,0.0643633376,0.0356962871
route,2025,0.4600000000,2268,0.0643994460,0.0357273592
route,2025,0.4800000000,2268,0.0644368084,0.0357587736
route,2025,0.5000000000,2268,0.0644754227,0.0357925718
route,new_2025,0.0000000000,1137,0.0737852702,0.0376620749
route,new_2025,0.0200000000,1137,0.0738009722,0.0376782546
route,new_2025,0.0400000000,1137,0.0738178517,0.0376947497
route,new_2025,0.0600000000,1137,0.0738359081,0.0377119160
route,new_2025,0.0800000000,1137,0.0738551404,0.0377307163
route,new_2025,0.1000000000,1137,0.0738755478,0.0377506007
route,new_2025,0.1200000000,1137,0.0738971293,0.0377710643
route,new_2025,0.1400000000,1137,0.0739198838,0.0377926653
route,new_2025,0.1600000000,1137,0.0739438102,0.0378142900
route,new_2025,0.1800000000,1137,0.0739689075,0.0378363841
route,new_2025,0.2000000000,1137,0.0739951744,0.0378591859
route,new_2025,0.2200000000,1137,0.0740226097,0.0378826524
route,new_2025,0.2400000000,1137,0.0740512121,0.0379078687
route,new_2025,0.2600000000,1137,0.0740809803,0.0379338672
route,new_2025,0.2800000000,1137,0.0741119127,0.0379616072
route,new_2025,0.3000000000,1137,0.0741440080,0.0379913087
route,new_2025,0.3200000000,1137,0.0741772647,0.0380227238
route,new_2025,0.3400000000,1137,0.0742116812,0.0380570319
route,new_2025,0.3600000000,1137,0.0742472559,0.0380928540
route,new_2025,0.3800000000,1137,0.0742839871,0.0381298427
route,new_2025,0.4000000000,1137,0.0743218731,0.0381679515
route,new_2025,0.4200000000,1137,0.0743609122,0.0382066348
route,new_2025,0.4400000000,1137,0.0744011025,0.0382461107
route,new_2025,0.4600000000,1137,0.0744424422,0.0382857997
route,new_2025,0.4800000000,1137,0.0744849293,0.0383256824
route,new_2025,0.5000000000,1137,0.0745285619,0.0383675108
route,shared_2025,0.0000000000,1131,0.0520798358,0.0329560903
route,shared_2025,0.0200000000,1131,0.0520774230,0.0329502558
route,shared_2025,0.0400000000,1131,0.0520764892,0.0329452164
route,shared_2025,0.0600000000,1131,0.0520770344,0.0329411958
route,shared_2025,0.0800000000,1131,0.0520790585,0.0329383691
route,shared_2025,0.1000000000,1131,0.0520825615,0.0329364238
route,shared_2025,0.1200000000,1131,0.0520875430,0.0329369092
route,shared_2025,0.1400000000,1131,0.0520940025,0.0329387395
route,shared_2025,0.1600000000,1131,0.0521019396,0.0329412350
