method,n,rmse,mae
pooled,1114.0,0.06532397489928686,0.04488469606620449
mix,1114.0,0.06592235365370083,0.04562596172510114
soft,1114.0,0.07017578285280338,0.049438634469514214
mode,1114.0,0.07498965180922142,0.05162012877968408
