seed,radius,crop,method,pred,n,rmse,coverage
0,16,0,median,mix,2644,0.18853351749659597,0.9992435703479576
0,16,0,median,blend0.01,2644,0.07141587026209464,0.9992435703479576
0,16,0,median,blend0.02,2644,0.07150809491451092,0.9992435703479576
0,16,0,median,blend0.03,2644,0.07164264008208544,0.9992435703479576
0,16,0,median,blend0.05,2644,0.07203766887568477,0.9992435703479576
0,16,0,median,blend0.08,2644,0.07293939933497123,0.9992435703479576
0,16,0,median,blend0.1,2644,0.07374079671823214,0.9992435703479576
0,16,0,median,blend0.15,2644,0.07640656143087864,0.9992435703479576
0,16,0,median,blend0.2,2644,0.07993871605296013,0.9992435703479576
0,16,0,median,blend0.3,2644,0.0891661606752729,0.9992435703479576
0,16,0,median,blend0.4,2644,0.10059285639029258,0.9992435703479576
0,16,0,median,hard,2644,0.19091485258233393,0.9992435703479576
0,16,0,median,blend0.01,2644,0.071420284219996,0.9992435703479576
0,16,0,median,blend0.02,2644,0.07151809738190577,0.9992435703479576
0,16,0,median,blend0.03,2644,0.07165939089950724,0.9992435703479576
0,16,0,median,blend0.05,2644,0.07207131741340131,0.9992435703479576
0,16,0,median,blend0.08,2644,0.07300650996561596,0.9992435703479576
0,16,0,median,blend0.1,2644,0.07383525544042747,0.9992435703479576
0,16,0,median,blend0.15,2644,0.0765848222277099,0.9992435703479576
0,16,0,median,blend0.2,2644,0.08021873186976657,0.9992435703479576
0,16,0,median,blend0.3,2644,0.08968458356607963,0.9992435703479576
0,16,0,median,blend0.4,2644,0.10137299298055681,0.9992435703479576
0,16,0,mean,mix,2644,0.17776440965243562,0.9992435703479576
0,16,0,mean,blend0.01,2644,0.07140110916283145,0.9992435703479576
0,16,0,mean,blend0.02,2644,0.0714733352308152,0.9992435703479576
0,16,0,mean,blend0.03,2644,0.07158269565266374,0.9992435703479576
0,16,0,mean,blend0.05,2644,0.07191208436922895,0.9992435703479576
0,16,0,mean,blend0.08,2644,0.07267865425694815,0.9992435703479576
0,16,0,mean,blend0.1,2644,0.07336693009483902,0.9992435703479576
0,16,0,mean,blend0.15,2644,0.07567826767667063,0.9992435703479576
0,16,0,mean,blend0.2,2644,0.07877073809054698,0.9992435703479576
0,16,0,mean,blend0.3,2644,0.08694534364913278,0.9992435703479576
0,16,0,mean,blend0.4,2644,0.0971941214289719,0.9992435703479576
0,16,0,mean,hard,2644,0.17936495705800826,0.9992435703479576
0,16,0,mean,blend0.01,2644,0.0714051658609874,0.9992435703479576
0,16,0,mean,blend0.02,2644,0.07148216544948571,0.9992435703479576
0,16,0,mean,blend0.03,2644,0.07159700647399807,0.9992435703479576
0,16,0,mean,blend0.05,2644,0.07193942821812312,0.9992435703479576
0,16,0,mean,blend0.08,2644,0.07273049239590781,0.9992435703479576
0,16,0,mean,blend0.1,2644,0.07343817433895937,0.9992435703479576
0,16,0,mean,blend0.15,2644,0.07580749892040259,0.9992435703479576
0,16,0,mean,blend0.2,2644,0.07896908040070388,0.9992435703479576
0,16,0,mean,blend0.3,2644,0.08730392411673407,0.9992435703479576
0,16,0,mean,blend0.4,2644,0.09772790783999354,0.9992435703479576
0,32,1,median,mix,2644,0.1841229732880921,0.9977307110438729
0,32,1,median,blend0.01,2644,0.0714138902800441,0.9977307110438729
0,32,1,median,blend0.02,2644,0.0715012705143267,0.9977307110438729
0,32,1,median,blend0.03,2644,0.07162812589757166,0.9977307110438729
0,32,1,median,blend0.05,2644,0.07199936257410466,0.9977307110438729
0,32,1,median,blend0.08,2644,0.07284506644115414,0.9977307110438729
0,32,1,median,blend0.1,2644,0.07359627190505094,0.9977307110438729
0,32,1,median,blend0.15,2644,0.07609621291913653,0.9977307110438729
0,32,1,median,blend0.2,2644,0.07941394939186999,0.9977307110438729
0,32,1,median,blend0.3,2644,0.08811138915019455,0.9977307110438729
0,32,1,median,blend0.4,2644,0.09893197591380552,0.9977307110438729
0,32,1,median,hard,2644,0.18648189392659315,0.9977307110438729
0,32,1,median,blend0.01,2644,0.07141804405301017,0.9977307110438729
0,32,1,median,blend0.02,2644,0.07151071593236843,0.9977307110438729
0,32,1,median,blend0.03,2644,0.07164398767033217,0.9977307110438729
0,32,1,median,blend0.05,2644,0.07203136066765783,0.9977307110438729
0,32,1,median,blend0.08,2644,0.07290917871029767,0.9977307110438729
0,32,1,median,blend0.1,2644,0.07368673071852115,0.9977307110438729
0,32,1,median,blend0.15,2644,0.07626779550995993,0.9977307110438729
0,32,1,median,blend0.2,2644,0.07968465324973092,0.9977307110438729
0,32,1,median,blend0.3,2644,0.08861632793982238,0.9977307110438729
0,32,1,median,blend0.4,2644,0.09969635462748236,0.9977307110438729
0,32,1,mean,mix,2644,0.17368323251437867,0.9977307110438729
0,32,1,mean,blend0.01,2644,0.0714007545997846,0.9977307110438729
0,32,1,mean,blend0.02,2644,0.0714700268214754,0.9977307110438729
0,32,1,mean,blend0.03,2644,0.071573846258472,0.9977307110438729
0,32,1,mean,blend0.05,2644,0.07188447823240426,0.9977307110438729
0,32,1,mean,blend0.08,2644,0.07260423891863746,0.9977307110438729
0,32,1,mean,blend0.1,2644,0.073249408398433,0.9977307110438729
0,32,1,mean,blend0.15,2644,0.07541496800255507,0.9977307110438729
0,32,1,mean,blend0.2,2644,0.07831476817984546,0.9977307110438729
0,32,1,mean,blend0.3,2644,0.08600177784166825,0.9977307110438729
0,32,1,mean,blend0.4,2644,0.09568063786009477,0.9977307110438729
0,32,1,mean,hard,2644,0.1753660215409308,0.9977307110438729
0,32,1,mean,blend0.01,2644,0.07140429594096583,0.9977307110438729
0,32,1,mean,blend0.02,2644,0.07147785917801815,0.9977307110438729
0,32,1,mean,blend0.03,2644,0.071586710781002,0.9977307110438729
0,32,1,mean,blend0.05,2644,0.07190958613252692,0.9977307110438729
0,32,1,mean,blend0.08,2644,0.07265294356138677,0.9977307110438729
0,32,1,mean,blend0.1,2644,0.07331712599842706,0.9977307110438729
0,32,1,mean,blend0.15,2644,0.0755404639888709,0.9977307110438729
0,32,1,mean,blend0.2,2644,0.07851032277799733,0.9977307110438729
0,32,1,mean,blend0.3,2644,0.0863628044531233,0.9977307110438729
0,32,1,mean,blend0.4,2644,0.09622572730605107,0.9977307110438729
0,32,0,median,mix,2644,0.1895882647904154,1.0
0,32,0,median,blend0.01,2644,0.071440815469072,1.0
0,32,0,median,blend0.02,2644,0.07155747805943949,1.0
0,32,0,median,blend0.03,2644,0.07171591310806574,1.0
0,32,0,median,blend0.05,2644,0.07215692740397481,1.0
0,32,0,median,blend0.08,2644,0.07312266718833191,1.0
0,32,0,median,blend0.1,2644,0.07396312723071845,1.0
0,32,0,median,blend0.15,2644,0.07671304055370896,1.0
0,32,0,median,blend0.2,2644,0.08030978381321384,1.0
0,32,0,median,blend0.3,2644,0.08961292372215757,1.0
0,32,0,median,blend0.4,2644,0.10105933086791986,1.0
0,32,0,median,hard,2644,0.19176181000460446,1.0
0,32,0,median,blend0.01,2644,0.07144561837735029,1.0
0,32,0,median,blend0.02,2644,0.07156814091398667,1.0
0,32,0,median,blend0.03,2644,0.07173347729329009,1.0
0,32,0,median,blend0.05,2644,0.07219133876313487,1.0
0,32,0,median,blend0.08,2644,0.07318958293505347,1.0
0,32,0,median,blend0.1,2644,0.07405618339772961,1.0
0,32,0,median,blend0.15,2644,0.07688505225317549,1.0
0,32,0,median,blend0.2,2644,0.08057647469342268,1.0
0,32,0,median,blend0.3,2644,0.09009924784727673,1.0
0,32,0,median,blend0.4,2644,0.10178524876087794,1.0
0,32,0,mean,mix,2644,0.17910421759717823,1.0
0,32,0,mean,blend0.01,2644,0.07142258690636986,1.0
0,32,0,mean,blend0.02,2644,0.07151598423077367,1.0
0,32,0,mean,blend0.03,2644,0.0716461777012219,1.0
0,32,0,mean,blend0.05,2644,0.0720160984252419,1.0
0,32,0,mean,blend0.08,2644,0.07284023031056656,1.0
0,32,0,mean,blend0.1,2644,0.07356446010744808,1.0
0,32,0,mean,blend0.15,2644,0.07595629410666839,1.0
0,32,0,mean,blend0.2,2644,0.07911513700265767,1.0
0,32,0,mean,blend0.3,2644,0.08738163351097904,1.0
0,32,0,mean,blend0.4,2644,0.09767683813061108,1.0
0,32,0,mean,hard,2644,0.1804631068003707,1.0
0,32,0,mean,blend0.01,2644,0.07142611509827922,1.0
0,32,0,mean,blend0.02,2644,0.07152365009926066,1.0
0,32,0,mean,blend0.03,2644,0.07165858186823577,1.0
0,32,0,mean,blend0.05,2644,0.07203973693820681,1.0
0,32,0,mean,blend0.08,2644,0.07288490865698936,1.0
0,32,0,mean,blend0.1,2644,0.07362576665991662,1.0
0,32,0,mean,blend0.15,2644,0.07606716764349443,1.0
0,32,0,mean,blend0.2,2644,0.0792849615580094,1.0
0,32,0,mean,blend0.3,2644,0.08768796598099282,1.0
0,32,0,mean,blend0.4,2644,0.09813244245481034,1.0
1,1,1,median,mix,2644,0.20726025031115214,0.8275340393343419
1,1,1,median,blend0.01,2644,0.0645039968062187,0.8275340393343419
1,1,1,median,blend0.02,2644,0.06459035075183922,0.8275340393343419
1,1,1,median,blend0.03,2644,0.06472681570943964,0.8275340393343419
1,1,1,median,blend0.05,2644,0.065148703450396,0.8275340393343419
1,1,1,median,blend0.08,2644,0.06614596594360414,0.8275340393343419
1,1,1,median,blend0.1,2644,0.06704532984249008,0.8275340393343419
1,1,1,median,blend0.15,2644,0.07005915593510159,0.8275340393343419
1,1,1,median,blend0.2,2644,0.07405390463182482,0.8275340393343419
1,1,1,median,blend0.3,2644,0.08439686525973737,0.8275340393343419
1,1,1,median,blend0.4,2644,0.09701353759677496,0.8275340393343419
1,1,1,median,hard,2644,0.20792949720639997,0.8275340393343419
1,1,1,median,blend0.01,2644,0.06450967437763075,0.8275340393343419
1,1,1,median,blend0.02,2644,0.06460193522049354,0.8275340393343419
1,1,1,median,blend0.03,2644,0.06474452170532738,0.8275340393343419
1,1,1,median,blend0.05,2644,0.0651792339335984,0.8275340393343419
1,1,1,median,blend0.08,2644,0.06619694127641752,0.8275340393343419
1,1,1,median,blend0.1,2644,0.06711054750641882,0.8275340393343419
1,1,1,median,blend0.15,2644,0.07016121723857548,0.8275340393343419
1,1,1,median,blend0.2,2644,0.07419329477474763,0.8275340393343419
1,1,1,median,blend0.3,2644,0.08460836520014327,0.8275340393343419
1,1,1,median,blend0.4,2644,0.09729140251602893,0.8275340393343419
1,1,1,mean,mix,2644,0.20726025031115214,0.8275340393343419
1,1,1,mean,blend0.01,2644,0.0645039968062187,0.8275340393343419
1,1,1,mean,blend0.02,2644,0.06459035075183922,0.8275340393343419
1,1,1,mean,blend0.03,2644,0.06472681570943964,0.8275340393343419
1,1,1,mean,blend0.05,2644,0.065148703450396,0.8275340393343419
1,1,1,mean,blend0.08,2644,0.06614596594360414,0.8275340393343419
1,1,1,mean,blend0.1,2644,0.06704532984249008,0.8275340393343419
1,1,1,mean,blend0.15,2644,0.07005915593510159,0.8275340393343419
1,1,1,mean,blend0.2,2644,0.07405390463182482,0.8275340393343419
1,1,1,mean,blend0.3,2644,0.08439686525973737,0.8275340393343419
1,1,1,mean,blend0.4,2644,0.09701353759677496,0.8275340393343419
1,1,1,mean,hard,2644,0.20792949720639997,0.8275340393343419
1,1,1,mean,blend0.01,2644,0.06450967437763075,0.8275340393343419
1,1,1,mean,blend0.02,2644,0.06460193522049354,0.8275340393343419
1,1,1,mean,blend0.03,2644,0.06474452170532738,0.8275340393343419
1,1,1,mean,blend0.05,2644,0.0651792339335984,0.8275340393343419
1,1,1,mean,blend0.08,2644,0.06619694127641752,0.8275340393343419
1,1,1,mean,blend0.1,2644,0.06711054750641882,0.8275340393343419
1,1,1,mean,blend0.15,2644,0.07016121723857548,0.8275340393343419
1,1,1,mean,blend0.2,2644,0.07419329477474763,0.8275340393343419
1,1,1,mean,blend0.3,2644,0.08460836520014327,0.8275340393343419
1,1,1,mean,blend0.4,2644,0.09729140251602893,0.8275340393343419
1,1,0,median,mix,2644,0.20820045710924592,0.8396369137670197
1,1,0,median,blend0.01,2644,0.06450064257265135,0.8396369137670197
1,1,0,median,blend0.02,2644,0.06458496398840846,0.8396369137670197
1,1,0,median,blend0.03,2644,0.06472071767505522,0.8396369137670197
1,1,0,median,blend0.05,2644,0.06514511392290186,0.8396369137670197
1,1,0,median,blend0.08,2644,0.06615569166512844,0.8396369137670197
1,1,0,median,blend0.1,2644,0.06706996742399784,0.8396369137670197
1,1,0,median,blend0.15,2644,0.07013986911708449,0.8396369137670197
1,1,0,median,blend0.2,2644,0.0742128560058477,0.8396369137670197
1,1,0,median,blend0.3,2644,0.08475623665514284,0.8396369137670197
1,1,0,median,blend0.4,2644,0.09760428011337319,0.8396369137670197
1,1,0,median,hard,2644,0.20920738334280486,0.8396369137670197
1,1,0,median,blend0.01,2644,0.06450585146363488,0.8396369137670197
1,1,0,median,blend0.02,2644,0.06459581450963757,0.8396369137670197
1,1,0,median,blend0.03,2644,0.06473762731535547,0.8396369137670197
1,1,0,median,blend0.05,2644,0.06517532465871338,0.8396369137670197
1,1,0,median,blend0.08,2644,0.06620851507823035,0.8396369137670197
1,1,0,median,blend0.1,2644,0.06713938943902335,0.8396369137670197
1,1,0,median,blend0.15,2644,0.07025483088518092,0.8396369137670197
1,1,0,median,blend0.2,2644,0.07437710595169915,0.8396369137670197
1,1,0,median,blend0.3,2644,0.08502285621874418,0.8396369137670197
1,1,0,median,blend0.4,2644,0.09797190507371863,0.8396369137670197
1,1,0,mean,mix,2644,0.20820045710924592,0.8396369137670197
1,1,0,mean,blend0.01,2644,0.06450064257265135,0.8396369137670197
1,1,0,mean,blend0.02,2644,0.06458496398840846,0.8396369137670197
1,1,0,mean,blend0.03,2644,0.06472071767505522,0.8396369137670197
1,1,0,mean,blend0.05,2644,0.06514511392290186,0.8396369137670197
1,1,0,mean,blend0.08,2644,0.06615569166512844,0.8396369137670197
1,1,0,mean,blend0.1,2644,0.06706996742399784,0.8396369137670197
1,1,0,mean,blend0.15,2644,0.07013986911708449,0.8396369137670197
1,1,0,mean,blend0.2,2644,0.0742128560058477,0.8396369137670197
1,1,0,mean,blend0.3,2644,0.08475623665514284,0.8396369137670197
1,1,0,mean,blend0.4,2644,0.09760428011337319,0.8396369137670197
1,1,0,mean,hard,2644,0.20920738334280486,0.8396369137670197
1,1,0,mean,blend0.01,2644,0.06450585146363488,0.8396369137670197
1,1,0,mean,blend0.02,2644,0.06459581450963757,0.8396369137670197
1,1,0,mean,blend0.03,2644,0.06473762731535547,0.8396369137670197
1,1,0,mean,blend0.05,2644,0.06517532465871338,0.8396369137670197
1,1,0,mean,blend0.08,2644,0.06620851507823035,0.8396369137670197
1,1,0,mean,blend0.1,2644,0.06713938943902335,0.8396369137670197
1,1,0,mean,blend0.15,2644,0.07025483088518092,0.8396369137670197
1,1,0,mean,blend0.2,2644,0.07437710595169915,0.8396369137670197
1,1,0,mean,blend0.3,2644,0.08502285621874418,0.8396369137670197
1,1,0,mean,blend0.4,2644,0.09797190507371863,0.8396369137670197
1,2,1,median,mix,2644,0.20082158819134358,0.9670953101361573
1,2,1,median,blend0.01,2644,0.0644528038092327,0.9670953101361573
1,2,1,median,blend0.02,2644,0.06449288279475103,0.9670953101361573
1,2,1,median,blend0.03,2644,0.06458808938182863,0.9670953101361573
1,2,1,median,blend0.05,2644,0.06494277517295415,0.9670953101361573
1,2,1,median,blend0.08,2644,0.06587782845355533,0.9670953101361573
1,2,1,median,blend0.1,2644,0.06676110023090695,0.9670953101361573
1,2,1,median,blend0.15,2644,0.06981803938600635,0.9670953101361573
1,2,1,median,blend0.2,2644,0.07396016769964121,0.9670953101361573
1,2,1,median,blend0.3,2644,0.08482513164994479,0.9670953101361573
1,2,1,median,blend0.4,2644,0.09814598394155229,0.9670953101361573
1,2,1,median,hard,2644,0.20200049112131677,0.9670953101361573
1,2,1,median,blend0.01,2644,0.06445875821216475,0.9670953101361573
1,2,1,median,blend0.02,2644,0.06450538262242458,0.9670953101361573
1,2,1,median,blend0.03,2644,0.06460770762153818,0.9670953101361573
1,2,1,median,blend0.05,2644,0.06497826357560471,0.9670953101361573
1,2,1,median,blend0.08,2644,0.06594082700299793,0.9670953101361573
1,2,1,median,blend0.1,2644,0.0668445788180819,0.9670953101361573
1,2,1,median,blend0.15,2644,0.06995846048388246,0.9670953101361573
1,2,1,median,blend0.2,2644,0.07416292985734381,0.9670953101361573
1,2,1,median,blend0.3,2644,0.08515835012523744,0.9670953101361573
1,2,1,median,blend0.4,2644,0.09860837190851723,0.9670953101361573
1,2,1,mean,mix,2644,0.19596885950974263,0.9670953101361573
1,2,1,mean,blend0.01,2644,0.06445080897001386,0.9670953101361573
1,2,1,mean,blend0.02,2644,0.06448601901569176,0.9670953101361573
1,2,1,mean,blend0.03,2644,0.06457349973391364,0.9670953101361573
1,2,1,mean,blend0.05,2644,0.0649043014756715,0.9670953101361573
1,2,1,mean,blend0.08,2644,0.06578330473390152,0.9670953101361573
1,2,1,mean,blend0.1,2644,0.06661665063464921,0.9670953101361573
1,2,1,mean,blend0.15,2644,0.06951076627601721,0.9670953101361573
1,2,1,mean,blend0.2,2644,0.07344708169522735,0.9670953101361573
1,2,1,mean,blend0.3,2644,0.08382245675459771,0.9670953101361573
1,2,1,mean,blend0.4,2644,0.0966072951814298,0.9670953101361573
1,2,1,mean,hard,2644,0.19691093267130425,0.9670953101361573
1,2,1,mean,blend0.01,2644,0.06445569397442996,0.9670953101361573
1,2,1,mean,blend0.02,2644,0.06449624528951624,0.9670953101361573
1,2,1,mean,blend0.03,2644,0.06458950971510122,0.9670953101361573
1,2,1,mean,blend0.05,2644,0.06493314097620316,0.9670953101361573
1,2,1,mean,blend0.08,2644,0.0658342568900887,0.9670953101361573
1,2,1,mean,blend0.1,2644,0.06668400702405965,0.9670953101361573
1,2,1,mean,blend0.15,2644,0.06962362559020477,0.9670953101361573
1,2,1,mean,blend0.2,2644,0.07360971498148876,0.9670953101361573
1,2,1,mean,blend0.3,2644,0.08408934114196903,0.9670953101361573
1,2,1,mean,blend0.4,2644,0.09697751417152402,0.9670953101361573
1,2,0,median,mix,2644,0.20163347197304135,0.9773071104387292
1,2,0,median,blend0.01,2644,0.06444451054571369,0.9773071104387292
1,2,0,median,blend0.02,2644,0.0644775263435363,0.9773071104387292
1,2,0,median,blend0.03,2644,0.06456691602354389,0.9773071104387292
1,2,0,median,blend0.05,2644,0.0649137386084539,0.9773071104387292
1,2,0,median,blend0.08,2644,0.06584637054855914,0.9773071104387292
1,2,0,median,blend0.1,2644,0.0667340925225242,0.9773071104387292
1,2,0,median,blend0.15,2644,0.06982158825973059,0.9773071104387292
1,2,0,median,blend0.2,2644,0.07401782695436462,0.9773071104387292
1,2,0,median,blend0.3,2644,0.08503949705755125,0.9773071104387292
1,2,0,median,blend0.4,2644,0.09855288510779285,0.9773071104387292
1,2,0,median,hard,2644,0.20386955671094711,0.9773071104387292
1,2,0,median,blend0.01,2644,0.06445128048993924,0.9773071104387292
1,2,0,median,blend0.02,2644,0.06449230986814791,0.9773071104387292
1,2,0,median,blend0.03,2644,0.06459093341240763,0.9773071104387292
1,2,0,median,blend0.05,2644,0.06495976052804737,0.9773071104387292
1,2,0,median,blend0.08,2644,0.06593363700098505,0.9773071104387292
1,2,0,median,blend0.1,2644,0.06685378084415038,0.9773071104387292
1,2,0,median,blend0.15,2644,0.0700363464849945,0.9773071104387292
1,2,0,median,blend0.2,2644,0.07434215449720842,0.9773071104387292
1,2,0,median,blend0.3,2644,0.08560432827529388,0.9773071104387292
1,2,0,median,blend0.4,2644,0.09936530212146545,0.9773071104387292
1,2,0,mean,mix,2644,0.19608268488766026,0.9773071104387292
1,2,0,mean,blend0.01,2644,0.06444177251831247,0.9773071104387292
1,2,0,mean,blend0.02,2644,0.06446872790380544,0.9773071104387292
1,2,0,mean,blend0.03,2644,0.06454875482746229,0.9773071104387292
1,2,0,mean,blend0.05,2644,0.06486710733709032,0.9773071104387292
1,2,0,mean,blend0.08,2644,0.06573368018831714,0.9773071104387292
1,2,0,mean,blend0.1,2644,0.06656287986321917,0.9773071104387292
1,2,0,mean,blend0.15,2644,0.06946037242405328,0.9773071104387292
1,2,0,mean,blend0.2,2644,0.07341744138207278,0.9773071104387292
1,2,0,mean,blend0.3,2644,0.08387269176133051,0.9773071104387292
1,2,0,mean,blend0.4,2644,0.09676848737212204,0.9773071104387292
1,2,0,mean,hard,2644,0.19807205342365047,0.9773071104387292
1,2,0,mean,blend0.01,2644,0.06444701884289154,0.9773071104387292
1,2,0,mean,blend0.02,2644,0.06448031029006457,0.9773071104387292
1,2,0,mean,blend0.03,2644,0.06456774570308214,0.9773071104387292
1,2,0,mean,blend0.05,2644,0.06490403765137659,0.9773071104387292
1,2,0,mean,blend0.08,2644,0.06580485184369488,0.9773071104387292
1,2,0,mean,blend0.1,2644,0.06666131390486515,0.9773071104387292
1,2,0,mean,blend0.15,2644,0.0696398395840477,0.9773071104387292
1,2,0,mean,blend0.2,2644,0.07369167904694596,0.9773071104387292
1,2,0,mean,blend0.3,2644,0.08435825757317597,0.9773071104387292
1,2,0,mean,blend0.4,2644,0.09747454514690279,0.9773071104387292
1,4,1,median,mix,2644,0.1944118929147714,0.9863842662632375
1,4,1,median,blend0.01,2644,0.06448969137356243,0.9863842662632375
1,4,1,median,blend0.02,2644,0.06456302262918989,0.9863842662632375
1,4,1,median,blend0.03,2644,0.06468777354150308,0.9863842662632375
1,4,1,median,blend0.05,2644,0.0650902298872452,0.9863842662632375
1,4,1,median,blend0.08,2644,0.06606842799058776,0.9863842662632375
1,4,1,median,blend0.1,2644,0.06696172585858717,0.9863842662632375
1,4,1,median,blend0.15,2644,0.06998229320789216,0.9863842662632375
1,4,1,median,blend0.2,2644,0.07401137699569471,0.9863842662632375
1,4,1,median,blend0.3,2644,0.08448402711514008,0.9863842662632375
1,4,1,median,blend0.4,2644,0.09728038583568226,0.9863842662632375
1,4,1,median,hard,2644,0.19561604327439736,0.9863842662632375
1,4,1,median,blend0.01,2644,0.06449386472347675,0.9863842662632375
1,4,1,median,blend0.02,2644,0.0645720000528423,0.9863842662632375
1,4,1,median,blend0.03,2644,0.06470217202412425,0.9863842662632375
1,4,1,median,blend0.05,2644,0.06511725287627253,0.9863842662632375
1,4,1,median,blend0.08,2644,0.06611852602054243,0.9863842662632375
1,4,1,median,blend0.1,2644,0.06702967805570695,0.9863842662632375
1,4,1,median,blend0.15,2644,0.07010193012588756,0.9863842662632375
1,4,1,median,blend0.2,2644,0.07419006148751814,0.9863842662632375
1,4,1,median,blend0.3,2644,0.08479197900088738,0.9863842662632375
1,4,1,median,blend0.4,2644,0.09772165153305243,0.9863842662632375
1,4,1,mean,mix,2644,0.18305784553208776,0.9863842662632375
1,4,1,mean,blend0.01,2644,0.06446891468589641,0.9863842662632375
1,4,1,mean,blend0.02,2644,0.06451531075881103,0.9863842662632375
1,4,1,mean,blend0.03,2644,0.06460704557292984,0.9863842662632375
1,4,1,mean,blend0.05,2644,0.06492566772748888,0.9863842662632375
1,4,1,mean,blend0.08,2644,0.06573587469462584,0.9863842662632375
1,4,1,mean,blend0.1,2644,0.06649123064244067,0.9863842662632375
1,4,1,mean,blend0.15,2644,0.06908937342699507,0.9863842662632375
1,4,1,mean,blend0.2,2644,0.07260933572500088,0.9863842662632375
1,4,1,mean,blend0.3,2644,0.08190978512556278,0.9863842662632375
1,4,1,mean,blend0.4,2644,0.09344718051935101,0.9863842662632375
1,4,1,mean,hard,2644,0.18413820064906167,0.9863842662632375
1,4,1,mean,blend0.01,2644,0.06447293738520941,0.9863842662632375
1,4,1,mean,blend0.02,2644,0.06452388149272054,0.9863842662632375
1,4,1,mean,blend0.03,2644,0.0646206788613788,0.9863842662632375
1,4,1,mean,blend0.05,2644,0.06495091624581562,0.9863842662632375
1,4,1,mean,blend0.08,2644,0.0657820248376328,0.9863842662632375
1,4,1,mean,blend0.1,2644,0.06655341038968188,0.9863842662632375
1,4,1,mean,blend0.15,2644,0.06919770222381888,0.9863842662632375
1,4,1,mean,blend0.2,2644,0.07277031123231255,0.9863842662632375
1,4,1,mean,blend0.3,2644,0.0821863890198832,0.9863842662632375
1,4,1,mean,blend0.4,2644,0.09384353714740963,0.9863842662632375
1,4,0,median,mix,2644,0.19487278242480413,0.9905446293494705
1,4,0,median,blend0.01,2644,0.06447383062712508,0.9905446293494705
1,4,0,median,blend0.02,2644,0.06453212972666983,0.9905446293494705
1,4,0,median,blend0.03,2644,0.06464271070314519,0.9905446293494705
1,4,0,median,blend0.05,2644,0.06501952516768181,0.9905446293494705
1,4,0,median,blend0.08,2644,0.06596629197550874,0.9905446293494705
1,4,0,median,blend0.1,2644,0.06684342727329888,0.9905446293494705
1,4,0,median,blend0.15,2644,0.06984005013534057,0.9905446293494705
1,4,0,median,blend0.2,2644,0.07386680684061736,0.9905446293494705
1,4,0,median,blend0.3,2644,0.08438543359278168,0.9905446293494705
1,4,0,median,blend0.4,2644,0.09727195134816032,0.9905446293494705
1,4,0,median,hard,2644,0.19778984463820912,0.9905446293494705
1,4,0,median,blend0.01,2644,0.06448245683094812,0.9905446293494705
1,4,0,median,blend0.02,2644,0.06455096677041992,0.9905446293494705
1,4,0,median,blend0.03,2644,0.06467331342369301,0.9905446293494705
1,4,0,median,blend0.05,2644,0.06507816872111402,0.9905446293494705
1,4,0,median,blend0.08,2644,0.06607752683518911,0.9905446293494705
1,4,0,median,blend0.1,2644,0.06699605204171157,0.9905446293494705
1,4,0,median,blend0.15,2644,0.07011437861325413,0.9905446293494705
1,4,0,median,blend0.2,2644,0.07428211993161513,0.9905446293494705
1,4,0,median,blend0.3,2644,0.0851128915626435,0.9905446293494705
1,4,0,median,blend0.4,2644,0.09832387245747645,0.9905446293494705
1,4,0,mean,mix,2644,0.18372562492543912,0.9905446293494705
1,4,0,mean,blend0.01,2644,0.06446296920642348,0.9905446293494705
1,4,0,mean,blend0.02,2644,0.0645040980209862,0.9905446293494705
1,4,0,mean,blend0.03,2644,0.06459125359408195,0.9905446293494705
1,4,0,mean,blend0.05,2644,0.06490280540814061,0.9905446293494705
1,4,0,mean,blend0.08,2644,0.06570763798101993,0.9905446293494705
1,4,0,mean,blend0.1,2644,0.06646283898277203,0.9905446293494705
1,4,0,mean,blend0.15,2644,0.06907185896213933,0.9905446293494705
1,4,0,mean,blend0.2,2644,0.07261688752868938,0.9905446293494705
1,4,0,mean,blend0.3,2644,0.0819989476712369,0.9905446293494705
1,4,0,mean,blend0.4,2644,0.0936437619927652,0.9905446293494705
1,4,0,mean,hard,2644,0.18636825963740267,0.9905446293494705
1,4,0,mean,blend0.01,2644,0.0644715944088908,0.9905446293494705
1,4,0,mean,blend0.02,2644,0.06452267880933348,0.9905446293494705
1,4,0,mean,blend0.03,2644,0.06462109592385908,0.9905446293494705
1,4,0,mean,blend0.05,2644,0.06495896428837095,0.9905446293494705
1,4,0,mean,blend0.08,2644,0.06581216654347388,0.9905446293494705
1,4,0,mean,blend0.1,2644,0.06660499901483481,0.9905446293494705
1,4,0,mean,blend0.15,2644,0.06932383291568496,0.9905446293494705
1,4,0,mean,blend0.2,2644,0.07299569021856586,0.9905446293494705
1,4,0,mean,blend0.3,2644,0.08265925201230036,0.9905446293494705
1,4,0,mean,blend0.4,2644,0.09459793524179369,0.9905446293494705
1,8,1,median,mix,2644,0.19385385758205975,0.9897881996974282
1,8,1,median,blend0.01,2644,0.06449826754273527,0.9897881996974282
1,8,1,median,blend0.02,2644,0.06457976837318172,0.9897881996974282
1,8,1,median,blend0.03,2644,0.06471226432783475,0.9897881996974282
1,8,1,median,blend0.05,2644,0.06512887692556722,0.9897881996974282
1,8,1,median,blend0.08,2644,0.0661248143564686,0.9897881996974282
1,8,1,median,blend0.1,2644,0.06702754337322565,0.9897881996974282
