seed,config,weight,n,peer_n,coverage,rmse,base_rmse,delta_rmse
70404,n16_c40_r125_k3,0.0300000000,2644,1960,0.7413010590,0.0670904201,0.0671352518,-0.0000448317
70404,n12_c80_r125_k1,0.0200000000,2644,1687,0.6380484115,0.0670907187,0.0671352518,-0.0000445331
70404,n16_c60_r060_k1,0.0500000000,2644,840,0.3177004539,0.0670912180,0.0671352518,-0.0000440338
70404,n16_c80_r080_k2,0.0200000000,2644,1168,0.4417549168,0.0670913789,0.0671352518,-0.0000438729
70404,n16_c80_r060_k1,0.1000000000,2644,795,0.3006807867,0.0670914764,0.0671352518,-0.0000437754
70404,n12_c80_r125_k3,0.0200000000,2644,1687,0.6380484115,0.0670915573,0.0671352518,-0.0000436945
70404,n16_c60_r080_k2,0.0300000000,2644,1287,0.4867624811,0.0670915633,0.0671352518,-0.0000436885
70404,n12_c40_r100_k2,0.0200000000,2644,1867,0.7061270802,0.0670917394,0.0671352518,-0.0000435124
70404,n12_c80_r125_k2,0.0200000000,2644,1687,0.6380484115,0.0670919782,0.0671352518,-0.0000432736
70404,n16_c40_r080_k2,0.0800000000,2644,1361,0.5147503782,0.0670921782,0.0671352518,-0.0000430737
70404,n8_c80_r125_k1,0.0200000000,2644,1773,0.6705748865,0.0670926734,0.0671352518,-0.0000425784
70404,n12_c60_r100_k2,0.1200000000,2644,1777,0.6720877458,0.0670928145,0.0671352518,-0.0000424373
70404,n12_c60_r080_k2,0.0500000000,2644,1392,0.5264750378,0.0670928200,0.0671352518,-0.0000424318
70404,n8_c40_r100_k1,0.0300000000,2644,1954,0.7390317700,0.0670928367,0.0671352518,-0.0000424151
70404,n16_c60_r060_k1,0.1200000000,2644,840,0.3177004539,0.0670928456,0.0671352518,-0.0000424062
70404,n8_c80_r080_k1,0.0200000000,2644,1307,0.4943267776,0.0670928635,0.0671352518,-0.0000423883
70404,n16_c80_r080_k3,0.0200000000,2644,1168,0.4417549168,0.0670930617,0.0671352518,-0.0000421901
70404,n16_c80_r125_k3,0.1200000000,2644,1563,0.5911497731,0.0670930655,0.0671352518,-0.0000421863
70404,n16_c60_r080_k1,0.1200000000,2644,1287,0.4867624811,0.0670931517,0.0671352518,-0.0000421001
70404,n16_c40_r060_k1,0.0800000000,2644,868,0.3282904690,0.0670932399,0.0671352518,-0.0000420119
70404,n12_c40_r100_k1,0.0200000000,2644,1867,0.7061270802,0.0670935800,0.0671352518,-0.0000416718
70404,n12_c60_r125_k1,0.0200000000,2644,1980,0.7488653555,0.0670939161,0.0671352518,-0.0000413357
70404,n8_c60_r080_k2,0.0500000000,2644,1450,0.5484114977,0.0670942481,0.0671352518,-0.0000410037
70404,n8_c40_r100_k3,0.0500000000,2644,1954,0.7390317700,0.0670948751,0.0671352518,-0.0000403767
70404,n8_c40_r100_k3,0.0300000000,2644,1954,0.7390317700,0.0670950033,0.0671352518,-0.0000402485
70404,n16_c80_r060_k1,0.0500000000,2644,795,0.3006807867,0.0670950614,0.0671352518,-0.0000401904
70404,n12_c80_r080_k3,0.0200000000,2644,1256,0.4750378215,0.0670951188,0.0671352518,-0.0000401330
70404,n16_c40_r100_k3,0.0200000000,2644,1735,0.6562027231,0.0670951990,0.0671352518,-0.0000400528
70404,n8_c80_r125_k3,0.0200000000,2644,1773,0.6705748865,0.0670956522,0.0671352518,-0.0000395996
70404,n8_c80_r125_k2,0.0200000000,2644,1773,0.6705748865,0.0670956817,0.0671352518,-0.0000395701
70404,n12_c80_r080_k2,0.0200000000,2644,1256,0.4750378215,0.0670957267,0.0671352518,-0.0000395251
70404,n12_c80_r080_k1,0.1000000000,2644,1256,0.4750378215,0.0670957670,0.0671352518,-0.0000394848
70404,n8_c80_r080_k3,0.1500000000,2644,1307,0.4943267776,0.0670957914,0.0671352518,-0.0000394604
70404,n16_c40_r125_k2,0.0200000000,2644,1960,0.7413010590,0.0670958211,0.0671352518,-0.0000394307
70404,n8_c40_r100_k1,0.0500000000,2644,1954,0.7390317700,0.0670959136,0.0671352518,-0.0000393382
70404,n16_c60_r080_k1,0.0200000000,2644,1287,0.4867624811,0.0670960470,0.0671352518,-0.0000392048
70404,n16_c40_r080_k2,0.0300000000,2644,1361,0.5147503782,0.0670964086,0.0671352518,-0.0000388432
70404,n16_c60_r125_k1,0.0100000000,2644,1825,0.6902420575,0.0670964251,0.0671352518,-0.0000388267
70404,n12_c60_r080_k3,0.0500000000,2644,1392,0.5264750378,0.0670964609,0.0671352518,-0.0000387909
70404,n8_c60_r125_k1,0.0300000000,2644,2079,0.7863086233,0.0670966018,0.0671352518,-0.0000386500
70404,n12_c60_r125_k2,0.0300000000,2644,1980,0.7488653555,0.0670969164,0.0671352518,-0.0000383354
70404,n16_c60_r080_k3,0.0300000000,2644,1287,0.4867624811,0.0670970118,0.0671352518,-0.0000382400
70404,n12_c60_r125_k3,0.0300000000,2644,1980,0.7488653555,0.0670970124,0.0671352518,-0.0000382394
70404,n16_c40_r060_k1,0.0500000000,2644,868,0.3282904690,0.0670972147,0.0671352518,-0.0000380371
70404,n8_c40_r100_k2,0.0200000000,2644,1954,0.7390317700,0.0670976387,0.0671352518,-0.0000376131
70404,n16_c40_r080_k3,0.0500000000,2644,1361,0.5147503782,0.0670978561,0.0671352518,-0.0000373957
70404,n16_c60_r100_k1,0.0100000000,2644,1639,0.6198940998,0.0670981742,0.0671352518,-0.0000370776
70404,n12_c40_r100_k3,0.0200000000,2644,1867,0.7061270802,0.0670984418,0.0671352518,-0.0000368100
70404,n16_c40_r060_k1,0.1000000000,2644,868,0.3282904690,0.0670984461,0.0671352518,-0.0000368057
70404,n8_c60_r125_k2,0.0300000000,2644,2079,0.7863086233,0.0670989291,0.0671352518,-0.0000363228
70404,n12_c60_r125_k3,0.0500000000,2644,1980,0.7488653555,0.0670994972,0.0671352518,-0.0000357546
70404,n8_c80_r080_k1,0.1200000000,2644,1307,0.4943267776,0.0670995232,0.0671352518,-0.0000357286
70404,n8_c80_r100_k1,0.1200000000,2644,1604,0.6066565809,0.0670995941,0.0671352518,-0.0000356578
70404,n8_c60_r080_k2,0.0300000000,2644,1450,0.5484114977,0.0671000863,0.0671352518,-0.0000351655
70404,n12_c60_r125_k2,0.0500000000,2644,1980,0.7488653555,0.0671001355,0.0671352518,-0.0000351163
70404,n16_c40_r125_k3,0.0200000000,2644,1960,0.7413010590,0.0671001615,0.0671352518,-0.0000350903
70404,n16_c80_r060_k1,0.1200000000,2644,795,0.3006807867,0.0671002953,0.0671352518,-0.0000349565
70404,n12_c80_r080_k1,0.0200000000,2644,1256,0.4750378215,0.0671004153,0.0671352518,-0.0000348365
70404,n12_c60_r080_k2,0.0300000000,2644,1392,0.5264750378,0.0671005071,0.0671352518,-0.0000347447
70404,n8_c60_r100_k3,0.1000000000,2644,1861,0.7038577912,0.0671006723,0.0671352518,-0.0000345795
70404,n16_c80_r125_k1,0.0100000000,2644,1563,0.5911497731,0.0671006786,0.0671352518,-0.0000345732
70404,n8_c40_r100_k1,0.0200000000,2644,1954,0.7390317700,0.0671007065,0.0671352518,-0.0000345453
70404,n8_c60_r080_k3,0.0500000000,2644,1450,0.5484114977,0.0671013096,0.0671352518,-0.0000339422
70404,n8_c60_r125_k1,0.0200000000,2644,2079,0.7863086233,0.0671016520,0.0671352518,-0.0000335998
70404,n16_c40_r080_k1,0.0200000000,2644,1361,0.5147503782,0.0671016669,0.0671352518,-0.0000335849
70404,n16_c80_r125_k2,0.1200000000,2644,1563,0.5911497731,0.0671016798,0.0671352518,-0.0000335720
70404,n12_c60_r080_k1,0.0500000000,2644,1392,0.5264750378,0.0671017593,0.0671352518,-0.0000334925
70404,n12_c40_r100_k3,0.0800000000,2644,1867,0.7061270802,0.0671019198,0.0671352518,-0.0000333320
70404,n16_c80_r100_k1,0.0100000000,2644,1427,0.5397125567,0.0671020630,0.0671352518,-0.0000331888
70404,n16_c40_r125_k1,0.1000000000,2644,1960,0.7413010590,0.0671023464,0.0671352518,-0.0000329054
70404,n16_c40_r100_k1,0.0100000000,2644,1735,0.6562027231,0.0671024843,0.0671352518,-0.0000327675
70404,n12_c40_r100_k1,0.0800000000,2644,1867,0.7061270802,0.0671026305,0.0671352518,-0.0000326213
70404,n12_c60_r080_k3,0.0300000000,2644,1392,0.5264750378,0.0671029238,0.0671352518,-0.0000323280
70404,n16_c40_r125_k1,0.0100000000,2644,1960,0.7413010590,0.0671029874,0.0671352518,-0.0000322644
70404,n8_c40_r100_k3,0.0200000000,2644,1954,0.7390317700,0.0671030806,0.0671352518,-0.0000321712
70404,n16_c60_r080_k2,0.0200000000,2644,1287,0.4867624811,0.0671033367,0.0671352518,-0.0000319151
70404,n16_c60_r080_k3,0.1000000000,2644,1287,0.4867624811,0.0671033959,0.0671352518,-0.0000318559
70404,n8_c80_r100_k2,0.0100000000,2644,1604,0.6066565809,0.0671034441,0.0671352518,-0.0000318078
70404,n8_c60_r125_k3,0.0300000000,2644,2079,0.7863086233,0.0671036760,0.0671352518,-0.0000315758
70404,n16_c40_r080_k3,0.0300000000,2644,1361,0.5147503782,0.0671039178,0.0671352518,-0.0000313340
70404,n12_c60_r125_k2,0.0200000000,2644,1980,0.7488653555,0.0671039415,0.0671352518,-0.0000313103
70404,n12_c60_r125_k3,0.0200000000,2644,1980,0.7488653555,0.0671041651,0.0671352518,-0.0000310867
70404,n16_c80_r060_k2,0.0800000000,2644,795,0.3006807867,0.0671041973,0.0671352518,-0.0000310545
70404,n12_c80_r125_k1,0.0800000000,2644,1687,0.6380484115,0.0671042081,0.0671352518,-0.0000310437
70404,n16_c60_r060_k1,0.0300000000,2644,840,0.3177004539,0.0671043150,0.0671352518,-0.0000309368
70404,n16_c40_r080_k1,0.1000000000,2644,1361,0.5147503782,0.0671043183,0.0671352518,-0.0000309336
70404,n8_c60_r080_k3,0.0300000000,2644,1450,0.5484114977,0.0671044628,0.0671352518,-0.0000307890
70404,n12_c60_r080_k1,0.0300000000,2644,1392,0.5264750378,0.0671044715,0.0671352518,-0.0000307804
70404,n8_c80_r100_k1,0.0100000000,2644,1604,0.6066565809,0.0671044836,0.0671352518,-0.0000307682
70404,n12_c60_r080_k2,0.0800000000,2644,1392,0.5264750378,0.0671045142,0.0671352518,-0.0000307376
70404,n8_c80_r100_k3,0.0100000000,2644,1604,0.6066565809,0.0671045326,0.0671352518,-0.0000307192
70404,n8_c60_r125_k2,0.0200000000,2644,2079,0.7863086233,0.0671045970,0.0671352518,-0.0000306548
70404,n16_c80_r100_k3,0.1500000000,2644,1427,0.5397125567,0.0671047841,0.0671352518,-0.0000304677
70404,n16_c60_r100_k2,0.0100000000,2644,1639,0.6198940998,0.0671051442,0.0671352518,-0.0000301077
70404,n12_c60_r100_k3,0.1200000000,2644,1777,0.6720877458,0.0671052053,0.0671352518,-0.0000300465
70404,n16_c40_r100_k3,0.1000000000,2644,1735,0.6562027231,0.0671054081,0.0671352518,-0.0000298437
70404,n12_c60_r100_k1,0.0100000000,2644,1777,0.6720877458,0.0671057914,0.0671352518,-0.0000294604
70404,n16_c40_r125_k2,0.0800000000,2644,1960,0.7413010590,0.0671059008,0.0671352518,-0.0000293510
70404,n12_c40_r080_k2,0.0500000000,2644,1459,0.5518154312,0.0671059151,0.0671352518,-0.0000293367
70404,n16_c80_r060_k2,0.0500000000,2644,795,0.3006807867,0.0671060624,0.0671352518,-0.0000291894
70404,n12_c80_r100_k2,0.0100000000,2644,1532,0.5794251135,0.0671061312,0.0671352518,-0.0000291206
70404,n16_c60_r125_k2,0.0100000000,2644,1825,0.6902420575,0.0671062225,0.0671352518,-0.0000290293
70404,n16_c40_r080_k2,0.0200000000,2644,1361,0.5147503782,0.0671063330,0.0671352518,-0.0000289188
70404,n8_c60_r100_k2,0.0100000000,2644,1861,0.7038577912,0.0671067146,0.0671352518,-0.0000285372
70404,n16_c80_r100_k2,0.0100000000,2644,1427,0.5397125567,0.0671067327,0.0671352518,-0.0000285191
70404,n16_c80_r060_k1,0.0300000000,2644,795,0.3006807867,0.0671067472,0.0671352518,-0.0000285046
70404,n12_c60_r100_k2,0.0100000000,2644,1777,0.6720877458,0.0671067699,0.0671352518,-0.0000284819
70404,n8_c60_r080_k1,0.0300000000,2644,1450,0.5484114977,0.0671068055,0.0671352518,-0.0000284463
70404,n12_c80_r100_k1,0.1200000000,2644,1532,0.5794251135,0.0671068540,0.0671352518,-0.0000283978
70404,n12_c80_r100_k3,0.0100000000,2644,1532,0.5794251135,0.0671069129,0.0671352518,-0.0000283389
70404,n8_c60_r125_k2,0.0500000000,2644,2079,0.7863086233,0.0671069202,0.0671352518,-0.0000283316
70404,n8_c80_r080_k2,0.1500000000,2644,1307,0.4943267776,0.0671069262,0.0671352518,-0.0000283256
70404,n12_c80_r100_k1,0.0100000000,2644,1532,0.5794251135,0.0671069371,0.0671352518,-0.0000283147
70404,n16_c60_r080_k3,0.0200000000,2644,1287,0.4867624811,0.0671070289,0.0671352518,-0.0000282229
70404,n16_c60_r125_k3,0.0100000000,2644,1825,0.6902420575,0.0671070448,0.0671352518,-0.0000282071
70404,n12_c40_r080_k2,0.0300000000,2644,1459,0.5518154312,0.0671076126,0.0671352518,-0.0000276392
70404,n16_c40_r060_k1,0.0300000000,2644,868,0.3282904690,0.0671077195,0.0671352518,-0.0000275323
70404,n16_c60_r100_k3,0.0100000000,2644,1639,0.6198940998,0.0671078619,0.0671352518,-0.0000273899
70404,n8_c60_r125_k3,0.0200000000,2644,2079,0.7863086233,0.0671079485,0.0671352518,-0.0000273033
70404,n8_c60_r080_k1,0.0500000000,2644,1450,0.5484114977,0.0671081649,0.0671352518,-0.0000270869
70404,n8_c60_r100_k1,0.0100000000,2644,1861,0.7038577912,0.0671082074,0.0671352518,-0.0000270444
70404,n12_c60_r100_k3,0.0100000000,2644,1777,0.6720877458,0.0671082829,0.0671352518,-0.0000269690
70404,n8_c60_r080_k2,0.0200000000,2644,1450,0.5484114977,0.0671082883,0.0671352518,-0.0000269635
70404,n16_c80_r125_k3,0.0100000000,2644,1563,0.5911497731,0.0671082974,0.0671352518,-0.0000269545
70404,n16_c80_r100_k3,0.0100000000,2644,1427,0.5397125567,0.0671083326,0.0671352518,-0.0000269193
70404,n8_c80_r125_k3,0.0800000000,2644,1773,0.6705748865,0.0671084552,0.0671352518,-0.0000267966
70404,n16_c80_r125_k2,0.0100000000,2644,1563,0.5911497731,0.0671086511,0.0671352518,-0.0000266007
70404,n12_c60_r080_k2,0.0200000000,2644,1392,0.5264750378,0.0671089946,0.0671352518,-0.0000262572
70404,n8_c60_r100_k3,0.0100000000,2644,1861,0.7038577912,0.0671092904,0.0671352518,-0.0000259614
70404,n12_c60_r080_k3,0.0800000000,2644,1392,0.5264750378,0.0671094090,0.0671352518,-0.0000258428
70404,n16_c40_r100_k2,0.0100000000,2644,1735,0.6562027231,0.0671094092,0.0671352518,-0.0000258426
70404,n16_c80_r060_k2,0.1000000000,2644,795,0.3006807867,0.0671094757,0.0671352518,-0.0000257762
70404,n16_c80_r060_k3,0.0500000000,2644,795,0.3006807867,0.0671096608,0.0671352518,-0.0000255910
70404,n16_c80_r060_k3,0.0800000000,2644,795,0.3006807867,0.0671096943,0.0671352518,-0.0000255575
70404,n12_c80_r125_k1,0.0100000000,2644,1687,0.6380484115,0.0671099246,0.0671352518,-0.0000253272
70404,n16_c40_r060_k1,0.1200000000,2644,868,0.3282904690,0.0671099357,0.0671352518,-0.0000253161
70404,n8_c60_r125_k1,0.0500000000,2644,2079,0.7863086233,0.0671100098,0.0671352518,-0.0000252420
70404,n16_c80_r080_k1,0.0100000000,2644,1168,0.4417549168,0.0671102265,0.0671352518,-0.0000250253
70404,n8_c80_r125_k1,0.0100000000,2644,1773,0.6705748865,0.0671106324,0.0671352518,-0.0000246194
70404,n12_c60_r080_k3,0.0200000000,2644,1392,0.5264750378,0.0671106830,0.0671352518,-0.0000245688
70404,n8_c80_r080_k3,0.0100000000,2644,1307,0.4943267776,0.0671107926,0.0671352518,-0.0000244592
70404,n12_c80_r125_k3,0.0100000000,2644,1687,0.6380484115,0.0671109025,0.0671352518,-0.0000243493
70404,n16_c40_r080_k3,0.0800000000,2644,1361,0.5147503782,0.0671110130,0.0671352518,-0.0000242388
70404,n12_c80_r125_k2,0.0100000000,2644,1687,0.6380484115,0.0671110652,0.0671352518,-0.0000241867
70404,n12_c40_r100_k2,0.0100000000,2644,1867,0.7061270802,0.0671110774,0.0671352518,-0.0000241744
70404,n16_c40_r100_k2,0.1200000000,2644,1735,0.6562027231,0.0671111254,0.0671352518,-0.0000241264
70404,n12_c60_r125_k1,0.0100000000,2644,1980,0.7488653555,0.0671111271,0.0671352518,-0.0000241247
70404,n8_c80_r125_k2,0.0800000000,2644,1773,0.6705748865,0.0671111282,0.0671352518,-0.0000241236
70404,n12_c60_r080_k1,0.0200000000,2644,1392,0.5264750378,0.0671111710,0.0671352518,-0.0000240808
70404,n8_c80_r080_k2,0.0100000000,2644,1307,0.4943267776,0.0671112049,0.0671352518,-0.0000240469
70404,n8_c60_r080_k3,0.0200000000,2644,1450,0.5484114977,0.0671112523,0.0671352518,-0.0000239995
70404,n16_c60_r080_k2,0.1200000000,2644,1287,0.4867624811,0.0671112845,0.0671352518,-0.0000239673
70404,n16_c60_r100_k2,0.1500000000,2644,1639,0.6198940998,0.0671113738,0.0671352518,-0.0000238780
70404,n16_c40_r080_k3,0.0200000000,2644,1361,0.5147503782,0.0671113979,0.0671352518,-0.0000238539
70404,n12_c40_r100_k2,0.1000000000,2644,1867,0.7061270802,0.0671114326,0.0671352518,-0.0000238192
70404,n12_c40_r100_k1,0.0100000000,2644,1867,0.7061270802,0.0671116261,0.0671352518,-0.0000236257
70404,n8_c80_r100_k2,0.1500000000,2644,1604,0.6066565809,0.0671116647,0.0671352518,-0.0000235871
70404,n16_c40_r080_k2,0.1000000000,2644,1361,0.5147503782,0.0671116689,0.0671352518,-0.0000235829
70404,n8_c60_r080_k2,0.0800000000,2644,1450,0.5484114977,0.0671119084,0.0671352518,-0.0000233434
70404,n16_c80_r080_k2,0.0100000000,2644,1168,0.4417549168,0.0671120032,0.0671352518,-0.0000232487
70404,n8_c60_r080_k1,0.0200000000,2644,1450,0.5484114977,0.0671122238,0.0671352518,-0.0000230280
70404,n8_c80_r080_k1,0.0100000000,2644,1307,0.4943267776,0.0671122393,0.0671352518,-0.0000230125
70404,n16_c60_r125_k2,0.1200000000,2644,1825,0.6902420575,0.0671123207,0.0671352518,-0.0000229311
70404,n8_c80_r125_k2,0.0100000000,2644,1773,0.6705748865,0.0671126747,0.0671352518,-0.0000225771
70404,n8_c80_r125_k3,0.0100000000,2644,1773,0.6705748865,0.0671127132,0.0671352518,-0.0000225386
70404,n16_c40_r125_k2,0.0100000000,2644,1960,0.7413010590,0.0671128649,0.0671352518,-0.0000223869
70404,n16_c80_r080_k3,0.0100000000,2644,1168,0.4417549168,0.0671128737,0.0671352518,-0.0000223781
70404,n16_c40_r100_k3,0.0100000000,2644,1735,0.6562027231,0.0671130982,0.0671352518,-0.0000221536
70404,n16_c60_r060_k1,0.0200000000,2644,840,0.3177004539,0.0671131223,0.0671352518,-0.0000221295
70404,n12_c80_r080_k3,0.1500000000,2644,1256,0.4750378215,0.0671132826,0.0671352518,-0.0000219692
70404,n16_c60_r125_k3,0.1200000000,2644,1825,0.6902420575,0.0671134203,0.0671352518,-0.0000218315
70404,n12_c40_r080_k2,0.0200000000,2644,1459,0.5518154312,0.0671134808,0.0671352518,-0.0000217710
70404,n12_c40_r125_k1,0.0200000000,2644,2115,0.7999243570,0.0671135203,0.0671352518,-0.0000217315
70404,n8_c40_r080_k2,0.0300000000,2644,1520,0.5748865356,0.0671135785,0.0671352518,-0.0000216733
70404,n8_c40_r100_k2,0.0100000000,2644,1954,0.7390317700,0.0671137333,0.0671352518,-0.0000215185
70404,n12_c80_r080_k3,0.0100000000,2644,1256,0.4750378215,0.0671137574,0.0671352518,-0.0000214944
70404,n16_c80_r060_k2,0.0300000000,2644,795,0.3006807867,0.0671138271,0.0671352518,-0.0000214247
70404,n8_c60_r125_k3,0.0500000000,2644,2079,0.7863086233,0.0671138951,0.0671352518,-0.0000213567
70404,n12_c40_r125_k1,0.0300000000,2644,2115,0.7999243570,0.0671139462,0.0671352518,-0.0000213056
70404,n12_c80_r080_k2,0.0100000000,2644,1256,0.4750378215,0.0671140266,0.0671352518,-0.0000212252
70404,n16_c60_r080_k1,0.0100000000,2644,1287,0.4867624811,0.0671140428,0.0671352518,-0.0000212090
70404,n12_c40_r080_k3,0.0300000000,2644,1459,0.5518154312,0.0671144473,0.0671352518,-0.0000208045
70404,n12_c40_r100_k3,0.0100000000,2644,1867,0.7061270802,0.0671144762,0.0671352518,-0.0000207756
70404,n8_c60_r125_k1,0.0100000000,2644,2079,0.7863086233,0.0671145368,0.0671352518,-0.0000207150
70404,n16_c80_r060_k1,0.0200000000,2644,795,0.3006807867,0.0671147858,0.0671352518,-0.0000204660
70404,n8_c40_r100_k1,0.0100000000,2644,1954,0.7390317700,0.0671148462,0.0671352518,-0.0000204056
70404,n8_c40_r100_k2,0.0800000000,2644,1954,0.7390317700,0.0671150986,0.0671352518,-0.0000201532
70404,n16_c40_r125_k3,0.0100000000,2644,1960,0.7413010590,0.0671151066,0.0671352518,-0.0000201452
70404,n16_c40_r060_k2,0.0500000000,2644,868,0.3282904690,0.0671152099,0.0671352518,-0.0000200419
70404,n16_c40_r060_k1,0.0200000000,2644,868,0.3282904690,0.0671153275,0.0671352518,-0.0000199243
70404,n16_c80_r060_k3,0.0300000000,2644,795,0.3006807867,0.0671160511,0.0671352518,-0.0000192007
70404,n16_c80_r060_k3,0.1000000000,2644,795,0.3006807867,0.0671161293,0.0671352518,-0.0000191225
70404,n16_c60_r060_k1,0.1500000000,2644,840,0.3177004539,0.0671161440,0.0671352518,-0.0000191078
70404,n12_c80_r080_k1,0.0100000000,2644,1256,0.4750378215,0.0671161521,0.0671352518,-0.0000190997
70404,n8_c40_r100_k3,0.0100000000,2644,1954,0.7390317700,0.0671164978,0.0671352518,-0.0000187540
70404,n8_c60_r125_k2,0.0100000000,2644,2079,0.7863086233,0.0671167058,0.0671352518,-0.0000185461
70404,n12_c60_r125_k2,0.0100000000,2644,1980,0.7488653555,0.0671167211,0.0671352518,-0.0000185307
70404,n16_c40_r080_k1,0.0100000000,2644,1361,0.5147503782,0.0671167490,0.0671352518,-0.0000185028
70404,n16_c60_r060_k2,0.0500000000,2644,840,0.3177004539,0.0671167699,0.0671352518,-0.0000184819
70404,n12_c40_r080_k3,0.0500000000,2644,1459,0.5518154312,0.0671169080,0.0671352518,-0.0000183438
70404,n12_c60_r125_k3,0.0100000000,2644,1980,0.7488653555,0.0671169127,0.0671352518,-0.0000183391
70404,n8_c40_r080_k2,0.0200000000,2644,1520,0.5748865356,0.0671170111,0.0671352518,-0.0000182407
70404,n12_c80_r125_k3,0.1000000000,2644,1687,0.6380484115,0.0671172246,0.0671352518,-0.0000180272
70404,n16_c60_r080_k2,0.0100000000,2644,1287,0.4867624811,0.0671179001,0.0671352518,-0.0000173517
70404,n8_c40_r080_k2,0.0500000000,2644,1520,0.5748865356,0.0671180915,0.0671352518,-0.0000171603
70404,n12_c40_r080_k3,0.0200000000,2644,1459,0.5518154312,0.0671181166,0.0671352518,-0.0000171352
70404,n8_c40_r080_k3,0.0300000000,2644,1520,0.5748865356,0.0671181667,0.0671352518,-0.0000170851
70404,n8_c60_r125_k3,0.0100000000,2644,2079,0.7863086233,0.0671184748,0.0671352518,-0.0000167770
70404,n16_c40_r060_k2,0.0300000000,2644,868,0.3282904690,0.0671189960,0.0671352518,-0.0000162558
70404,n16_c40_r080_k2,0.0100000000,2644,1361,0.5147503782,0.0671192813,0.0671352518,-0.0000159705
70404,n16_c80_r060_k2,0.0200000000,2644,795,0.3006807867,0.0671196654,0.0671352518,-0.0000155864
70404,n16_c60_r080_k3,0.0100000000,2644,1287,0.4867624811,0.0671197761,0.0671352518,-0.0000154757
70404,n16_c40_r125_k3,0.0800000000,2644,1960,0.7413010590,0.0671198046,0.0671352518,-0.0000154472
70404,n16_c80_r060_k2,0.1200000000,2644,795,0.3006807867,0.0671199702,0.0671352518,-0.0000152816
70404,n8_c60_r080_k2,0.0100000000,2644,1450,0.5484114977,0.0671200108,0.0671352518,-0.0000152410
70404,n16_c40_r060_k2,0.0800000000,2644,868,0.3282904690,0.0671201098,0.0671352518,-0.0000151420
70404,n8_c40_r080_k3,0.0200000000,2644,1520,0.5748865356,0.0671201232,0.0671352518,-0.0000151287
70404,n16_c60_r060_k2,0.0300000000,2644,840,0.3177004539,0.0671201459,0.0671352518,-0.0000151059
70404,n8_c80_r100_k3,0.1500000000,2644,1604,0.6066565809,0.0671204739,0.0671352518,-0.0000147779
70404,n12_c60_r080_k2,0.0100000000,2644,1392,0.5264750378,0.0671205767,0.0671352518,-0.0000146751
70404,n12_c40_r125_k1,0.0100000000,2644,2115,0.7999243570,0.0671206229,0.0671352518,-0.0000146289
70404,n12_c40_r125_k2,0.0200000000,2644,2115,0.7999243570,0.0671207288,0.0671352518,-0.0000145230
70404,n12_c40_r080_k1,0.0300000000,2644,1459,0.5518154312,0.0671209668,0.0671352518,-0.0000142850
70404,n16_c80_r060_k3,0.0200000000,2644,795,0.3006807867,0.0671211696,0.0671352518,-0.0000140822
70404,n8_c40_r125_k1,0.0200000000,2644,2210,0.8358547655,0.0671213016,0.0671352518,-0.0000139503
70404,n12_c60_r080_k1,0.0100000000,2644,1392,0.5264750378,0.0671214317,0.0671352518,-0.0000138201
70404,n12_c60_r080_k3,0.0100000000,2644,1392,0.5264750378,0.0671214595,0.0671352518,-0.0000137923
70404,n8_c60_r080_k3,0.0100000000,2644,1450,0.5484114977,0.0671215159,0.0671352518,-0.0000137359
70404,n8_c60_r080_k1,0.0100000000,2644,1450,0.5484114977,0.0671217065,0.0671352518,-0.0000135453
70404,n16_c60_r060_k2,0.0800000000,2644,840,0.3177004539,0.0671217500,0.0671352518,-0.0000135018
70404,n16_c40_r080_k3,0.0100000000,2644,1361,0.5147503782,0.0671218431,0.0671352518,-0.0000134087
70404,n12_c40_r080_k1,0.0200000000,2644,1459,0.5518154312,0.0671219327,0.0671352518,-0.0000133191
70404,n8_c40_r080_k1,0.0200000000,2644,1520,0.5748865356,0.0671225849,0.0671352518,-0.0000126669
70404,n8_c60_r080_k3,0.0800000000,2644,1450,0.5484114977,0.0671226436,0.0671352518,-0.0000126082
70404,n12_c40_r080_k2,0.0100000000,2644,1459,0.5518154312,0.0671226944,0.0671352518,-0.0000125574
70404,n8_c40_r080_k1,0.0300000000,2644,1520,0.5748865356,0.0671226999,0.0671352518,-0.0000125519
70404,n16_c40_r060_k2,0.0200000000,2644,868,0.3282904690,0.0671230047,0.0671352518,-0.0000122471
70404,n12_c40_r125_k2,0.0300000000,2644,2115,0.7999243570,0.0671230191,0.0671352518,-0.0000122328
70404,n12_c80_r125_k2,0.1000000000,2644,1687,0.6380484115,0.0671231505,0.0671352518,-0.0000121013
70404,n16_c60_r060_k1,0.0100000000,2644,840,0.3177004539,0.0671234348,0.0671352518,-0.0000118170
70404,n16_c60_r060_k2,0.0200000000,2644,840,0.3177004539,0.0671238425,0.0671352518,-0.0000114093
70404,n12_c80_r100_k2,0.1500000000,2644,1532,0.5794251135,0.0671240489,0.0671352518,-0.0000112029
70404,n8_c40_r125_k1,0.0100000000,2644,2210,0.8358547655,0.0671240577,0.0671352518,-0.0000111942
70404,n8_c40_r080_k2,0.0100000000,2644,1520,0.5748865356,0.0671242360,0.0671352518,-0.0000110158
70404,n16_c80_r060_k1,0.0100000000,2644,795,0.3006807867,0.0671242876,0.0671352518,-0.0000109642
