path,rows,finite,unique_keys,min,max,mean,std,sha256
C:\Users\kmaxc\PycharmProjects\hack\_1\_lezheboka\outputs\model_dani_lag40_peer10_extwide40_v3_30_spectral50_historyonly_submission.csv,3112,True,3112,0.05542776,0.89242949,0.37815069815231356,0.20467778413682136,63ada9677b2dce91cfdabbbacdb3844ae8a31a9381843b518319a083f1b112ac
C:\Users\kmaxc\PycharmProjects\hack\_1\_lezheboka\outputs\model_dani_lag40_peer10_extwide40_v3_30_submission.csv,3112,True,3112,0.05378367,0.90041611,0.3785403032744216,0.20387132549726997,5ec1d9c6ad4531a0c1983ea9582b385fab72f9359305306663223bb626644e32
C:\Users\kmaxc\PycharmProjects\hack\_1\_lezheboka\outputs\model_dani_lag40_peer10_extwide40_v3_cohort_submission.csv,3112,True,3112,0.05402268,0.89941324,0.37857465376285343,0.2040423021598057,987ff55852e1afe582159afb75395fb31776cac8f2340be84b3c3fc855e2c955
C:\Users\kmaxc\PycharmProjects\hack\_1\_lezheboka\outputs\model_dani_lgbm_extended.csv,3112,True,3112,0.08919796,0.90772318,0.38213187727827763,0.2080489271417357,8045e11a91e83653a1338b400dbfe6930ca9511c4242e548b02c56f2d3931a71
C:\Users\kmaxc\PycharmProjects\hack\_1\_lezheboka\outputs\model_dani_peer_joint_strong_submission.csv,3112,True,3112,0.04197941,0.90214253,0.3784843643862468,0.20338745973237476,911849d5c10f968e22274836ea44571a321a0efd96c277cffc6b5601a5be9056
C:\Users\kmaxc\PycharmProjects\hack\_1\_lezheboka\outputs\model_dani_peer_joint_stronger_submission.csv,3112,True,3112,0.04183571,0.90248234,0.3782422604080977,0.2034937303301743,baa6d158b193305da82a09874d4213658975836ea49d47f81f7835ce942f7035
C:\Users\kmaxc\PycharmProjects\hack\_1\_lezheboka\outputs\model_dani_peer_joint_submission.csv,3112,True,3112,0.04212312,0.9012641,0.37888824133997423,0.20325547419694068,426a5ee9e67e441edcbdd71173b59b995ccebc030865450da6f022d75002ab35
C:\Users\kmaxc\PycharmProjects\hack\_1\_lezheboka\outputs\model_dani_peer_lag30_joint_submission.csv,3112,True,3112,0.0459959,0.90884008,0.37817611790488426,0.20282319213625546,858868ce18800b749a9526fd7b79ae9a87ca317e883d04db9d747e1ae3e7b3df
C:\Users\kmaxc\PycharmProjects\hack\_1\_lezheboka\outputs\model_dani_source_expert_route_v2_cohort_year_dist_submission.csv,3112,True,3112,0.032648405,0.898869427,0.3787706848733934,0.20505345449817985,0e8c18dac88df173c08040d9b16b5a21163d85f10593f498231c8d6377a617ee
C:\Users\kmaxc\PycharmProjects\hack\_1\_lezheboka\outputs\model_dani_source_expert_route_v2_distance_adaptive_f25_submission.csv,3112,True,3112,0.032648405,0.899115826,0.3787932239678663,0.20504506870010747,c2174ca681ddf2bb520d5de1d965b076cfafdd849652291a0ace410c44507213
C:\Users\kmaxc\PycharmProjects\hack\_1\_lezheboka\outputs\model_dani_source_expert_route_v2_distance_adaptive_submission.csv,3112,True,3112,0.032648405,0.898869427,0.3787833177622108,0.20507575707904654,2cf4a14a7540696b6056dec45e9aa1a915d9c399e3378e580d4c16853e7dcc14
C:\Users\kmaxc\PycharmProjects\hack\_1\_lezheboka\outputs\model_dani_source_expert_route_v2_piecewise_alpha_submission.csv,3112,True,3112,0.032648405,0.899115826,0.3787932239688303,0.2050450686984468,29633321f468d6e550dbb5bc758a2268a50cd4ce22495fb2c91dbff6bf808394
C:\Users\kmaxc\PycharmProjects\hack\_1\_lezheboka\outputs\model_dani_source_expert_route_v2_submission.csv,3112,True,3112,0.036599054,0.898376629,0.3787130415035347,0.2048857148954678,728153e07d98de92e561fcd155ae12ac2091805b669e2aab79ea740a42f6b440
C:\Users\kmaxc\PycharmProjects\hack\_1\_lezheboka\outputs\model_dani_spatial_dynamic_lag30_diagnostic.csv,3112,False,3112,0.09018618,0.91608074,0.37237775001313483,0.20689099153555893,b46357893542f31dc675c19135c4ea25badc81883da70349c1aade39f1b1b5d4
C:\Users\kmaxc\PycharmProjects\hack\_1\_lezheboka\outputs\model_dani_spatial_dynamic_lag40_submission.csv,3112,True,3112,0.05524914,0.91608074,0.37792380651670954,0.2017755852331795,0d429d9b97eafee3f6b9c52a962444bb2e6980728e0885382385925f0640e00e
C:\Users\kmaxc\PycharmProjects\hack\_1\_lezheboka\outputs\model_dani_spectral50_sourcecorr25_submission.csv,3112,True,3112,0.05145276,0.8922671,0.3777035821497429,0.20511710594171056,4385236c8b7311823f9d2009b383a18f97f4d7e1dd3d76d317440d95f902c51d
C:\Users\kmaxc\PycharmProjects\hack\_1\_lezheboka\outputs\model_dani_spectral50_sourcecorr50_submission.csv,3112,True,3112,0.04747776,0.8942171,0.37725646614717223,0.20560647425337022,ad8995cb42a9463451efb6a9fa79b335c738c00784bae096e6befdb19afb2b93
C:\Users\kmaxc\PycharmProjects\hack\_1\_lezheboka\outputs\model_dani_spectral50_sourcecorr75_submission.csv,3112,True,3112,0.04350276,0.8961671,0.37680935014460154,0.20614553265631516,a766816a3f4eb49c661efa9db968000e0de3516d9264fffcad811096606ec622
C:\Users\kmaxc\PycharmProjects\hack\_1\_lezheboka\outputs\model_dani_tuned_hgb.csv,3112,True,3112,0.0238517138819315,0.891483284855246,0.37983195904915157,0.2062679233217201,97e18187bbc642f85a2f23e5fdd5935bceefb32c232d8c1852c454347fccfc97
C:\Users\kmaxc\PycharmProjects\hack\_1\_lezheboka\outputs\model_dani_tuned_lag.csv,3112,True,3112,0.05830251,0.9512122,0.3800033303052699,0.2004124093448877,8d509647978419022f3c9d3ba0fdaceb847ca279bf40969206daafd107e9f718
C:\Users\kmaxc\PycharmProjects\hack\_1\_lezheboka\outputs\model_dani_tuned_submission.csv,3112,True,3112,0.03309658,0.89709282,0.3798662334415167,0.20457728381138485,0a2dfe461df0eaa73feacb904f931b61a4998b6550ae42434a24757f6439445e
C:\Users\kmaxc\PycharmProjects\hack\_1\_lezheboka\outputs\v3_cohort_h20_s20_new2025_00_submission.csv,3112,True,3112,0.05110125,0.9106784,0.3782095240681234,0.20266087499882032,4fb12e48a3deea0565fa7bd8e8bdc357c342422ff5bfa5ba192a407a82e5c8d0
C:\Users\kmaxc\PycharmProjects\hack\_1\_lezheboka\outputs\v3_cohort_h30_s30_new2025_00_submission.csv,3112,True,3112,0.05164568,0.9085181,0.37829946383676094,0.20289563538771851,382c7dade9895c72108c00c52c4f242cf1ed6b84650e5232872088dbfcad67db
C:\Users\kmaxc\PycharmProjects\hack\_1\_lezheboka\outputs\v3_cohort_h40_s30_new2025_00_submission.csv,3112,True,3112,0.05219011,0.9063578,0.3783742513753213,0.20314319713043708,dd98f9fed0ac0995210792f75a4a68470b00138b65bd45d2ec769cb0470a0956
C:\Users\kmaxc\PycharmProjects\hack\_1\_lezheboka\outputs\v3_cohort_h40_s40_new2025_00_submission.csv,3112,True,3112,0.05219011,0.9063578,0.3783894040199229,0.2031573242165877,f87978452db1f173c8214fc634d0b23c8c2ae3714c680a632b8b19af74116f1d
