route,held_seed,policy,n,rmse,bias,mae
soft_all_r32_l0_p4,0,cal_delta_s400,2644,0.0711230079,-0.0007698574,0.0412261628
soft_all_r32_l0_p4,0,cal_delta_dist_s100,2644,0.0711303880,-0.0007545499,0.0412611970
soft_all_r32_l0_p4,0,cal_delta_dist_s250,2644,0.0711215565,-0.0007603634,0.0412453052
soft_all_r32_l0_p4,0,cal_delta_dist_s500,2644,0.0711156535,-0.0007653223,0.0412353685
soft_all_r32_l0_p4,1,base_a040,2644,0.0643302191,0.0011802601,0.0414886454
soft_all_r32_l0_p4,1,fixed_050_040_030,2644,0.0644436152,0.0012770142,0.0416271725
soft_all_r32_l0_p4,1,fixed_050_040_025,2644,0.0644378230,0.0012581810,0.0416334952
soft_all_r32_l0_p4,1,fixed_055_040_025,2644,0.0645308945,0.0013253912,0.0417228098
soft_all_r32_l0_p4,1,fixed_050_035_025,2644,0.0644291561,0.0012344124,0.0416313644
soft_all_r32_l0_p4,1,fixed_045_040_025,2644,0.0643599360,0.0011909707,0.0415595830
soft_all_r32_l0_p4,1,cal_dist_s20,2644,0.0642239162,0.0008994888,0.0414102059
soft_all_r32_l0_p4,1,cal_dist_s50,2644,0.0642219507,0.0008980888,0.0414092623
soft_all_r32_l0_p4,1,cal_dist_s100,2644,0.0642189717,0.0008959264,0.0414077912
soft_all_r32_l0_p4,1,cal_dist_s200,2644,0.0642139474,0.0008921585,0.0414057410
soft_all_r32_l0_p4,1,cal_dist_s400,2644,0.0642066184,0.0008863481,0.0414023886
soft_all_r32_l0_p4,1,cal_year_dist_s50,2644,0.0642356248,0.0009607284,0.0413837681
soft_all_r32_l0_p4,1,cal_year_dist_s100,2644,0.0642318884,0.0009600699,0.0413841278
soft_all_r32_l0_p4,1,cal_year_dist_s200,2644,0.0642254876,0.0009572286,0.0413830568
soft_all_r32_l0_p4,1,cal_year_dist_s400,2644,0.0642158488,0.0009508072,0.0413808449
soft_all_r32_l0_p4,1,cal_cohort_dist_s50,2644,0.0642354854,0.0009139345,0.0414091393
soft_all_r32_l0_p4,1,cal_cohort_dist_s100,2644,0.0642313095,0.0009119210,0.0414073032
soft_all_r32_l0_p4,1,cal_cohort_dist_s200,2644,0.0642243485,0.0009089693,0.0414043117
soft_all_r32_l0_p4,1,cal_cohort_dist_s400,2644,0.0642143912,0.0009047561,0.0414001631
soft_all_r32_l0_p4,1,cal_delta_s50,2644,0.0642057244,0.0008956955,0.0414239451
soft_all_r32_l0_p4,1,cal_delta_s100,2644,0.0642053525,0.0008953128,0.0414235408
soft_all_r32_l0_p4,1,cal_delta_s200,2644,0.0642046704,0.0008946102,0.0414227865
soft_all_r32_l0_p4,1,cal_delta_s400,2644,0.0642035104,0.0008934134,0.0414214738
soft_all_r32_l0_p4,1,cal_delta_dist_s100,2644,0.0642677443,0.0009199984,0.0414832237
soft_all_r32_l0_p4,1,cal_delta_dist_s250,2644,0.0642484136,0.0009038192,0.0414667076
soft_all_r32_l0_p4,1,cal_delta_dist_s500,2644,0.0642334363,0.0008918363,0.0414535317
soft_all_r32_l0_p4,2,base_a040,2644,0.0665397261,-0.0014931543,0.0389027019
soft_all_r32_l0_p4,2,fixed_050_040_030,2644,0.0665926977,-0.0014658747,0.0389397425
soft_all_r32_l0_p4,2,fixed_050_040_025,2644,0.0665676533,-0.0014710389,0.0389168458
soft_all_r32_l0_p4,2,fixed_055_040_025,2644,0.0666448713,-0.0014522349,0.0389831366
soft_all_r32_l0_p4,2,fixed_050_035_025,2644,0.0665927207,-0.0014809155,0.0389417179
soft_all_r32_l0_p4,2,fixed_045_040_025,2644,0.0665037590,-0.0014898429,0.0388637060
soft_all_r32_l0_p4,2,cal_dist_s20,2644,0.0664086570,-0.0015834737,0.0388342161
soft_all_r32_l0_p4,2,cal_dist_s50,2644,0.0664097975,-0.0015839070,0.0388353192
soft_all_r32_l0_p4,2,cal_dist_s100,2644,0.0664116114,-0.0015845816,0.0388370420
soft_all_r32_l0_p4,2,cal_dist_s200,2644,0.0664149423,-0.0015857742,0.0388401077
soft_all_r32_l0_p4,2,cal_dist_s400,2644,0.0664206112,-0.0015876678,0.0388453053
soft_all_r32_l0_p4,2,cal_year_dist_s50,2644,0.0663713640,-0.0015194188,0.0388454157
soft_all_r32_l0_p4,2,cal_year_dist_s100,2644,0.0663748543,-0.0015208819,0.0388474287
soft_all_r32_l0_p4,2,cal_year_dist_s200,2644,0.0663805946,-0.0015239680,0.0388510384
soft_all_r32_l0_p4,2,cal_year_dist_s400,2644,0.0663895909,-0.0015296971,0.0388560524
soft_all_r32_l0_p4,2,cal_cohort_dist_s50,2644,0.0663949957,-0.0015736504,0.0388278189
soft_all_r32_l0_p4,2,cal_cohort_dist_s100,2644,0.0663975227,-0.0015743775,0.0388300011
soft_all_r32_l0_p4,2,cal_cohort_dist_s200,2644,0.0664022542,-0.0015761685,0.0388336027
soft_all_r32_l0_p4,2,cal_cohort_dist_s400,2644,0.0664102100,-0.0015793627,0.0388392544
soft_all_r32_l0_p4,2,cal_delta_s50,2644,0.0664763898,-0.0015770577,0.0389012669
soft_all_r32_l0_p4,2,cal_delta_s100,2644,0.0664762159,-0.0015773858,0.0389007321
soft_all_r32_l0_p4,2,cal_delta_s200,2644,0.0664758996,-0.0015779992,0.0388997808
soft_all_r32_l0_p4,2,cal_delta_s400,2644,0.0664753709,-0.0015790787,0.0388981966
soft_all_r32_l0_p4,2,cal_delta_dist_s100,2644,0.0664209345,-0.0015496481,0.0388841854
soft_all_r32_l0_p4,2,cal_delta_dist_s250,2644,0.0664280346,-0.0015586001,0.0388794463
soft_all_r32_l0_p4,2,cal_delta_dist_s500,2644,0.0664353661,-0.0015669038,0.0388773804
soft_all_r32_l0_p4,70404,base_a040,2644,0.0691484263,-0.0015846632,0.0410705166
soft_all_r32_l0_p4,70404,fixed_050_040_030,2644,0.0692257139,-0.0015781091,0.0410754335
soft_all_r32_l0_p4,70404,fixed_050_040_025,2644,0.0692186136,-0.0015787863,0.0410751554
soft_all_r32_l0_p4,70404,fixed_055_040_025,2644,0.0692919644,-0.0015748321,0.0411048736
soft_all_r32_l0_p4,70404,fixed_050_035_025,2644,0.0692279090,-0.0015905772,0.0410759952
soft_all_r32_l0_p4,70404,fixed_045_040_025,2644,0.0691588403,-0.0015827405,0.0410593672
soft_all_r32_l0_p4,70404,cal_dist_s20,2644,0.0690579335,-0.0015979285,0.0411659907
soft_all_r32_l0_p4,70404,cal_dist_s50,2644,0.0690582789,-0.0015987991,0.0411655941
soft_all_r32_l0_p4,70404,cal_dist_s100,2644,0.0690588756,-0.0016001649,0.0411649574
soft_all_r32_l0_p4,70404,cal_dist_s200,2644,0.0690601147,-0.0016026155,0.0411637475
soft_all_r32_l0_p4,70404,cal_dist_s400,2644,0.0690626128,-0.0016066280,0.0411615744
soft_all_r32_l0_p4,70404,cal_year_dist_s50,2644,0.0690540788,-0.0014973944,0.0411884175
soft_all_r32_l0_p4,70404,cal_year_dist_s100,2644,0.0690545749,-0.0015031549,0.0411853871
soft_all_r32_l0_p4,70404,cal_year_dist_s200,2644,0.0690555154,-0.0015121166,0.0411808072
soft_all_r32_l0_p4,70404,cal_year_dist_s400,2644,0.0690573845,-0.0015253823,0.0411739231
soft_all_r32_l0_p4,70404,cal_cohort_dist_s50,2644,0.0690637494,-0.0015817176,0.0411753302
soft_all_r32_l0_p4,70404,cal_cohort_dist_s100,2644,0.0690636965,-0.0015846867,0.0411732264
soft_all_r32_l0_p4,70404,cal_cohort_dist_s200,2644,0.0690637362,-0.0015889749,0.0411692382
soft_all_r32_l0_p4,70404,cal_cohort_dist_s400,2644,0.0690644809,-0.0015951370,0.0411627309
soft_all_r32_l0_p4,70404,cal_delta_s50,2644,0.0691052719,-0.0016325657,0.0411509196
soft_all_r32_l0_p4,70404,cal_delta_s100,2644,0.0691050729,-0.0016325684,0.0411504845
soft_all_r32_l0_p4,70404,cal_delta_s200,2644,0.0691047063,-0.0016325724,0.0411496703
soft_all_r32_l0_p4,70404,cal_delta_s400,2644,0.0691040779,-0.0016325757,0.0411482391
soft_all_r32_l0_p4,70404,cal_delta_dist_s100,2644,0.0690544108,-0.0015909702,0.0411805628
soft_all_r32_l0_p4,70404,cal_delta_dist_s250,2644,0.0690610369,-0.0015995400,0.0411708822
soft_all_r32_l0_p4,70404,cal_delta_dist_s500,2644,0.0690691455,-0.0016061183,0.0411617271
post_mode,0,base_a040,2644,0.0712402203,-0.0007422364,0.0413948939
post_mode,0,fixed_050_040_030,2644,0.0713643762,-0.0008017260,0.0415075081
post_mode,0,fixed_050_040_025,2644,0.0713602527,-0.0008224459,0.0415054090
post_mode,0,fixed_055_040_025,2644,0.0714540331,-0.0008314708,0.0415954249
post_mode,0,fixed_050_035_025,2644,0.0713603520,-0.0008518268,0.0414958480
post_mode,0,fixed_045_040_025,2644,0.0712805227,-0.0008134210,0.0414293285
post_mode,0,cal_dist_s20,2644,0.0711082685,-0.0007548088,0.0413412693
post_mode,0,cal_dist_s50,2644,0.0711070713,-0.0007575350,0.0413390756
post_mode,0,cal_dist_s100,2644,0.0711053024,-0.0007618145,0.0413356284
post_mode,0,cal_dist_s200,2644,0.0711024645,-0.0007695051,0.0413293930
post_mode,0,cal_dist_s400,2644,0.0710987608,-0.0007821427,0.0413192245
post_mode,0,cal_year_dist_s50,2644,0.0710597857,-0.0006710835,0.0413117209
post_mode,0,cal_year_dist_s100,2644,0.0710585548,-0.0006767095,0.0413075776
post_mode,0,cal_year_dist_s200,2644,0.0710570245,-0.0006881940,0.0413011643
post_mode,0,cal_year_dist_s400,2644,0.0710561442,-0.0007087189,0.0412920222
post_mode,0,cal_cohort_dist_s50,2644,0.0710831065,-0.0006959851,0.0413085338
post_mode,0,cal_cohort_dist_s100,2644,0.0710826156,-0.0007045355,0.0413074357
post_mode,0,cal_cohort_dist_s200,2644,0.0710816182,-0.0007190475,0.0413043217
post_mode,0,cal_cohort_dist_s400,2644,0.0710807492,-0.0007418084,0.0412981995
post_mode,0,cal_delta_s50,2644,0.0711304572,-0.0009096201,0.0413080710
post_mode,0,cal_delta_s100,2644,0.0711298770,-0.0009089349,0.0413074231
post_mode,0,cal_delta_s200,2644,0.0711288246,-0.0009076581,0.0413062478
post_mode,0,cal_delta_s400,2644,0.0711270726,-0.0009054247,0.0413043159
post_mode,0,cal_delta_dist_s100,2644,0.0711010949,-0.0007759953,0.0413427006
post_mode,0,cal_delta_dist_s250,2644,0.0710960183,-0.0007998799,0.0413232441
post_mode,0,cal_delta_dist_s500,2644,0.0710938999,-0.0008213324,0.0413096402
post_mode,1,base_a040,2644,0.0644218191,0.0011324607,0.0415527391
post_mode,1,fixed_050_040_030,2644,0.0645519917,0.0012411161,0.0417033241
post_mode,1,fixed_050_040_025,2644,0.0645417231,0.0012294457,0.0417024925
post_mode,1,fixed_055_040_025,2644,0.0646489900,0.0012954437,0.0418037763
post_mode,1,fixed_050_035_025,2644,0.0645327466,0.0012032769,0.0417034266
post_mode,1,fixed_045_040_025,2644,0.0644506732,0.0011634477,0.0416144022
post_mode,1,cal_dist_s20,2644,0.0642763806,0.0008308846,0.0414121604
post_mode,1,cal_dist_s50,2644,0.0642734552,0.0008284919,0.0414114808
post_mode,1,cal_dist_s100,2644,0.0642690305,0.0008247798,0.0414104088
post_mode,1,cal_dist_s200,2644,0.0642615943,0.0008182573,0.0414084656
post_mode,1,cal_dist_s400,2644,0.0642508169,0.0008080254,0.0414064490
post_mode,1,cal_year_dist_s50,2644,0.0642569531,0.0009284578,0.0413923980
post_mode,1,cal_year_dist_s100,2644,0.0642499730,0.0009224564,0.0413878871
post_mode,1,cal_year_dist_s200,2644,0.0642402911,0.0009126010,0.0413821492
post_mode,1,cal_year_dist_s400,2644,0.0642284226,0.0008975856,0.0413766448
post_mode,1,cal_cohort_dist_s50,2644,0.0642683336,0.0008639920,0.0413875901
post_mode,1,cal_cohort_dist_s100,2644,0.0642637104,0.0008589082,0.0413871521
post_mode,1,cal_cohort_dist_s200,2644,0.0642555217,0.0008514002,0.0413861323
post_mode,1,cal_cohort_dist_s400,2644,0.0642437269,0.0008405843,0.0413853073
post_mode,1,cal_delta_s50,2644,0.0642432328,0.0007830897,0.0414341828
post_mode,1,cal_delta_s100,2644,0.0642429749,0.0007832267,0.0414341140
post_mode,1,cal_delta_s200,2644,0.0642425132,0.0007834866,0.0414340386
post_mode,1,cal_delta_s400,2644,0.0642417644,0.0007839550,0.0414339698
post_mode,1,cal_delta_dist_s100,2644,0.0643581646,0.0008152811,0.0415045401
post_mode,1,cal_delta_dist_s250,2644,0.0643305207,0.0007885333,0.0414892410
post_mode,1,cal_delta_dist_s500,2644,0.0643047267,0.0007725779,0.0414725764
post_mode,2,base_a040,2644,0.0666571388,-0.0018447331,0.0389771668
post_mode,2,fixed_050_040_030,2644,0.0668003684,-0.0018598898,0.0390893588
post_mode,2,fixed_050_040_025,2644,0.0667791764,-0.0018588313,0.0390764423
post_mode,2,fixed_055_040_025,2644,0.0669006303,-0.0018674681,0.0391759200
post_mode,2,fixed_050_035_025,2644,0.0668146643,-0.0018584241,0.0391049066
post_mode,2,fixed_045_040_025,2644,0.0666729484,-0.0018501945,0.0389932744
post_mode,2,cal_dist_s20,2644,0.0663773508,-0.0018042565,0.0388295997
post_mode,2,cal_dist_s50,2644,0.0663798037,-0.0018042766,0.0388314824
post_mode,2,cal_dist_s100,2644,0.0663837088,-0.0018043111,0.0388344845
post_mode,2,cal_dist_s200,2644,0.0663908957,-0.0018043831,0.0388399937
post_mode,2,cal_dist_s400,2644,0.0664031865,-0.0018045342,0.0388494058
post_mode,2,cal_year_dist_s50,2644,0.0663974338,-0.0016516773,0.0388857635
post_mode,2,cal_year_dist_s100,2644,0.0663971260,-0.0016573057,0.0388860970
post_mode,2,cal_year_dist_s200,2644,0.0663999898,-0.0016659369,0.0388878035
post_mode,2,cal_year_dist_s400,2644,0.0664086305,-0.0016789182,0.0388920343
post_mode,2,cal_cohort_dist_s50,2644,0.0663514109,-0.0017703416,0.0388278362
post_mode,2,cal_cohort_dist_s100,2644,0.0663565027,-0.0017718989,0.0388299689
post_mode,2,cal_cohort_dist_s200,2644,0.0663661913,-0.0017748887,0.0388352224
post_mode,2,cal_cohort_dist_s400,2644,0.0663827975,-0.0017799918,0.0388453976
post_mode,2,cal_delta_s50,2644,0.0665400936,-0.0018181664,0.0389537499
post_mode,2,cal_delta_s100,2644,0.0665395910,-0.0018179864,0.0389529261
post_mode,2,cal_delta_s200,2644,0.0665386730,-0.0018176505,0.0389514363
post_mode,2,cal_delta_s400,2644,0.0665371243,-0.0018170611,0.0389489747
post_mode,2,cal_delta_dist_s100,2644,0.0664045436,-0.0017853879,0.0388931885
post_mode,2,cal_delta_dist_s250,2644,0.0664243501,-0.0017894513,0.0388973607
post_mode,2,cal_delta_dist_s500,2644,0.0664445592,-0.0017937839,0.0389045471
post_mode,70404,base_a040,2644,0.0692887233,-0.0018372469,0.0411236620
post_mode,70404,fixed_050_040_030,2644,0.0694374821,-0.0018427881,0.0411693371
post_mode,70404,fixed_050_040_025,2644,0.0694350622,-0.0018334387,0.0411706462
post_mode,70404,fixed_055_040_025,2644,0.0695427619,-0.0018455587,0.0412231055
post_mode,70404,fixed_050_035_025,2644,0.0694425142,-0.0018397575,0.0411788643
post_mode,70404,fixed_045_040_025,2644,0.0693427168,-0.0018213186,0.0411377644
post_mode,70404,cal_dist_s20,2644,0.0691218046,-0.0017267406,0.0411976276
post_mode,70404,cal_dist_s50,2644,0.0691213434,-0.0017277870,0.0411971205
post_mode,70404,cal_dist_s100,2644,0.0691207373,-0.0017294392,0.0411962997
post_mode,70404,cal_dist_s200,2644,0.0691200127,-0.0017324391,0.0411956937
post_mode,70404,cal_dist_s400,2644,0.0691198502,-0.0017374622,0.0411957893
post_mode,70404,cal_year_dist_s50,2644,0.0691277855,-0.0015918241,0.0412393545
post_mode,70404,cal_year_dist_s100,2644,0.0691255612,-0.0015948856,0.0412365525
post_mode,70404,cal_year_dist_s200,2644,0.0691229480,-0.0016022647,0.0412333150
post_mode,70404,cal_year_dist_s400,2644,0.0691208573,-0.0016170104,0.0412282292
post_mode,70404,cal_cohort_dist_s50,2644,0.0691439226,-0.0016965485,0.0412214987
post_mode,70404,cal_cohort_dist_s100,2644,0.0691416964,-0.0017021722,0.0412179116
post_mode,70404,cal_cohort_dist_s200,2644,0.0691383365,-0.0017096998,0.0412123822
post_mode,70404,cal_cohort_dist_s400,2644,0.0691344027,-0.0017199483,0.0412054985
post_mode,70404,cal_delta_s50,2644,0.0691573299,-0.0017878605,0.0411998945
post_mode,70404,cal_delta_s100,2644,0.0691575321,-0.0017877874,0.0411997297
post_mode,70404,cal_delta_s200,2644,0.0691579127,-0.0017876515,0.0411994216
post_mode,70404,cal_delta_s400,2644,0.0691585904,-0.0017874147,0.0411988806
post_mode,70404,cal_delta_dist_s100,2644,0.0691151004,-0.0017465912,0.0411985926
post_mode,70404,cal_delta_dist_s250,2644,0.0691150708,-0.0017524853,0.0411940338
post_mode,70404,cal_delta_dist_s500,2644,0.0691201744,-0.0017578972,0.0411912480
