candidate,rows,mean,std,min,max,mean_abs_delta_vs_w20,max_abs_delta_vs_w20
hgb_lag_w30_hidden_doy,3112,0.379883370425987,0.20385990315843325,0.03771900571735205,0.9038577391514253,0.002632068669374999,0.03370558293204268
