mode,mask_seed,method,weight,cohort,n,rmse,mae,bias
2025,0,blend_hgb80_lag20,,shared_2025,377,0.05381250610997123,0.03485502418400061,-0.003016472286549847
2025,0,hgb_seed_mean,,private_only_2025,379,0.05456118648353795,0.0352218370480668,-0.0021297422647309364
2025,0,lag_k16_d3,,private_only_2025,379,0.05950668859338358,0.038954934513999395,-0.0009691772973395546
2025,0,base_k6,,private_only_2025,379,0.06185036786665728,0.04048910871932328,-0.0006165144452161076
2025,0,blend_hgb80_lag20,,private_only_2025,379,0.05403649577713272,0.03466913259950033,-0.0018976292712526396
2025,0,hgb_seed_mean,,shared_all,377,0.05481365297091722,0.03515627531091077,-0.002866386966398204
2025,0,lag_k16_d3,,shared_all,377,0.05702658139299678,0.038409966946898216,-0.003616813567156527
2025,0,base_k6,,shared_all,377,0.057850705881026074,0.038916436449284005,-0.0058117407452680315
2025,0,blend_hgb80_lag20,,shared_all,377,0.05381250610997123,0.03485502418400061,-0.003016472286549847
2025,0,hgb_seed_mean,,private_only_all,379,0.05456118648353795,0.0352218370480668,-0.0021297422647309364
2025,0,lag_k16_d3,,private_only_all,379,0.05950668859338358,0.038954934513999395,-0.0009691772973395546
2025,0,base_k6,,private_only_all,379,0.06185036786665728,0.04048910871932328,-0.0006165144452161076
2025,0,blend_hgb80_lag20,,private_only_all,379,0.05403649577713272,0.03466913259950033,-0.0018976292712526396
2025,0,hgb_seed_mean,,canonical_modis_doy,130,0.0599940174630587,0.0424002228626384,0.002584446287332452
2025,0,lag_k16_d3,,canonical_modis_doy,130,0.06831460432818641,0.05025184318585769,0.004692599891541389
2025,0,base_k6,,canonical_modis_doy,130,0.06891783788574081,0.05120849379381608,0.002907397097888092
2025,0,blend_hgb80_lag20,,canonical_modis_doy,130,0.059437743364345375,0.042525438081469843,0.0030060770081742657
2025,0,hgb_seed_mean,,noncanonical_doy,626,0.05351923972149751,0.033691634283207164,-0.0035523613770261447
2025,0,lag_k16_d3,,noncanonical_doy,626,0.05597490650847182,0.036280731798122835,-0.0037394487163100363
2025,0,base_k6,,noncanonical_doy,626,0.057837811089791004,0.03731591781598642,-0.004477071658831317
2025,0,blend_hgb80_lag20,,noncanonical_doy,626,0.05270782247082507,0.03314958214375044,-0.003589778844882903
2025,0,hgb_seed_mean,,wide_gap_gt35d,3,0.07162903324964244,0.05452229365592414,0.024941031390129553
2025,0,lag_k16_d3,,wide_gap_gt35d,3,0.05611443744850589,0.05393703052800516,0.021028713947747135
2025,0,base_k6,,wide_gap_gt35d,3,0.10039453803905304,0.0869299721773575,0.044594225681117934
2025,0,blend_hgb80_lag20,,wide_gap_gt35d,3,0.0669382714518399,0.04938071592558976,0.02415856790165315
2025,1,base_k6,,all,756,0.06369950899464656,0.04184615750510271,0.0005033978330615617
2025,1,lag_k16_d3,,all,756,0.06236621161607016,0.04063796136568224,0.0007726372557609938
2025,1,hgb_seed42,,all,756,0.05798473871523201,0.0366532090780341,0.00036075650038240316
2025,1,hgb_seed7,,all,756,0.05871771249472537,0.036983441729523864,0.00037107463338925884
2025,1,hgb_seed123,,all,756,0.058204304766699945,0.03697466798759959,-0.000296908880724469
2025,1,hgb_seed_mean,,all,756,0.05806800866473325,0.0366819592520824,0.00014497408434906362
2025,1,hgb_seed_mean+lag_k16_d3,0.0,all,756,0.05806800866473325,0.0366819592520824,0.00014497408434906362
2025,1,hgb_seed_mean+lag_k16_d3,0.05,all,756,0.05785802249757173,0.03648070550732469,0.00017635724291964678
2025,1,hgb_seed_mean+lag_k16_d3,0.1,all,756,0.05769310867406854,0.036320173674309064,0.00020774040149026482
2025,1,hgb_seed_mean+lag_k16_d3,0.15,all,756,0.0575736545108319,0.036217974171303215,0.0002391235600608515
2025,1,hgb_seed_mean+lag_k16_d3,0.2,all,756,0.05749994333122227,0.03619167938151187,0.00027050671863146955
2025,1,hgb_seed_mean+lag_k16_d3,0.25,all,756,0.057472151139149955,0.03621572806055315,0.00030188987720204696
2025,1,hgb_seed_mean+lag_k16_d3,0.3,all,756,0.05749034452962693,0.03628609429398635,0.00033327303577264193
2025,1,hgb_seed_mean+lag_k16_d3,0.35,all,756,0.057554479893536535,0.036383051367375796,0.0003646561943432187
2025,1,hgb_seed_mean+lag_k16_d3,0.4,all,756,0.0576644039386707,0.036517212509034044,0.0003960393529138366
2025,1,hgb_seed_mean+lag_k16_d3,0.45,all,756,0.05781985551257672,0.03668692323915932,0.00042742251148445185
2025,1,hgb_seed_mean+lag_k16_d3,0.5,all,756,0.058020468676965205,0.03688869404605593,0.0004588056700550288
2025,1,hgb_seed_mean+lag_k16_d3,0.55,all,756,0.05826577695011489,0.0371094364185634,0.000490188828625625
2025,1,hgb_seed_mean+lag_k16_d3,0.6,all,756,0.05855521860443152,0.037357603673475556,0.000521571987196222
2025,1,hgb_seed_mean+lag_k16_d3,0.65,all,756,0.05888814288234409,0.03764602106362313,0.0005529551457668171
2025,1,hgb_seed_mean+lag_k16_d3,0.7,all,756,0.05926381697592865,0.037965296351618306,0.0005843383043374158
2025,1,hgb_seed_mean+lag_k16_d3,0.75,all,756,0.05968143360449504,0.03832038589616073,0.0006157214629080097
2025,1,hgb_seed_mean+lag_k16_d3,0.8,all,756,0.06014011901988155,0.038707122825950555,0.0006471046214786073
2025,1,hgb_seed_mean+lag_k16_d3,0.85,all,756,0.06063894127101554,0.039122074036408015,0.0006784877800492055
2025,1,hgb_seed_mean+lag_k16_d3,0.9,all,756,0.06117691856672915,0.039581294662076605,0.0007098709386198022
2025,1,hgb_seed_mean+lag_k16_d3,0.95,all,756,0.06175302758794207,0.04007900909601577,0.0007412540971903994
2025,1,hgb_seed_mean+lag_k16_d3,1.0,all,756,0.06236621161607016,0.04063796136568224,0.0007726372557609938
2025,1,hgb_seed_mean+base_k6,0.0,all,756,0.05806800866473325,0.0366819592520824,0.00014497408434906362
2025,1,hgb_seed_mean+base_k6,0.05,all,756,0.05789512853177814,0.036558544128157934,0.00016289527178467382
2025,1,hgb_seed_mean+base_k6,0.1,all,756,0.05777125234118065,0.03648885380486705,0.0001808164592203213
2025,1,hgb_seed_mean+base_k6,0.15,all,756,0.05769669573172553,0.036478571434387055,0.000198737646655938
2025,1,hgb_seed_mean+base_k6,0.2,all,756,0.0576716499814592,0.03653020028618822,0.0002166588340915844
2025,1,hgb_seed_mean+base_k6,0.25,all,756,0.057696179567994416,0.036628329182712284,0.00023458002152718858
2025,1,hgb_seed_mean+base_k6,0.3,all,756,0.057770221341399176,0.03675451768299276,0.00025250120896281355
2025,1,hgb_seed_mean+base_k6,0.35,all,756,0.0578935853343005,0.03693251395042605,0.00027042239639841727
2025,1,hgb_seed_mean+base_k6,0.4,all,756,0.05806595718507789,0.03715148448673826,0.000288343583834063
2025,1,hgb_seed_mean+base_k6,0.45,all,756,0.05828690210255087,0.03738814816281934,0.0003062647712697084
2025,1,hgb_seed_mean+base_k6,0.5,all,756,0.05855587025686736,0.037659412711943244,0.00032418595870531446
2025,1,hgb_seed_mean+base_k6,0.55,all,756,0.05887220344355647,0.03794616406810527,0.0003421071461409363
2025,1,hgb_seed_mean+base_k6,0.6,all,756,0.059235142837623045,0.03826372066154192,0.00036002833357656294
2025,1,hgb_seed_mean+base_k6,0.65,all,756,0.05964383763324918,0.03860751235502843,0.0003779495210121883
2025,1,hgb_seed_mean+base_k6,0.7,all,756,0.06009735435260742,0.03897745545098518,0.00039587070844781256
2025,1,hgb_seed_mean+base_k6,0.75,all,756,0.06059468660433865,0.03936362609057494,0.0004137918958834376
2025,1,hgb_seed_mean+base_k6,0.8,all,756,0.061134765077710554,0.03977643177897885,0.0004317130833190603
2025,1,hgb_seed_mean+base_k6,0.85,all,756,0.06171646757121945,0.04022952017217694,0.00044963427075468736
2025,1,hgb_seed_mean+base_k6,0.9,all,756,0.062338628872999687,0.040739772270353726,0.00046755545819031244
2025,1,hgb_seed_mean+base_k6,0.95,all,756,0.06300005033327737,0.04128323747605525,0.00048547664562593687
2025,1,hgb_seed_mean+base_k6,1.0,all,756,0.06369950899464656,0.04184615750510271,0.0005033978330615617
2025,1,hgb_seed42+lag_k16_d3,0.0,all,756,0.05798473871523201,0.0366532090780341,0.00036075650038240316
2025,1,hgb_seed42+lag_k16_d3,0.05,all,756,0.057775426962682154,0.036479161769915,0.0003813505381513192
2025,1,hgb_seed42+lag_k16_d3,0.1,all,756,0.057611594832080934,0.036339925914188734,0.0004019445759202722
2025,1,hgb_seed42+lag_k16_d3,0.15,all,756,0.057493631116851816,0.03626973275755695,0.000422538613689192
2025,1,hgb_seed42+lag_k16_d3,0.2,all,756,0.05742181850511657,0.03624255237593532,0.00044313265145814166
2025,1,hgb_seed42+lag_k16_d3,0.25,all,756,0.05739633022587426,0.03625243674784829,0.0004637266892270496
2025,1,hgb_seed42+lag_k16_d3,0.3,all,756,0.05741722797113953,0.03630957783838771,0.00048432072699597974
2025,1,hgb_seed42+lag_k16_d3,0.35,all,756,0.05748446115178561,0.03640265652929243,0.0005049147647648896
2025,1,hgb_seed42+lag_k16_d3,0.4,all,756,0.057597867507934976,0.03653497389356665,0.0005255088025338387
2025,1,hgb_seed42+lag_k16_d3,0.45,all,756,0.05775717505679493,0.03670691813588449,0.0005461028403027878
2025,1,hgb_seed42+lag_k16_d3,0.5,all,756,0.05796200532374653,0.036908688499403715,0.0005666968780716975
2025,1,hgb_seed42+lag_k16_d3,0.55,all,756,0.05821187776809753,0.03712994726322824,0.0005872909158406283
2025,1,hgb_seed42+lag_k16_d3,0.6,all,756,0.058506215284830854,0.03738057781232868,0.0006078849536095562
2025,1,hgb_seed42+lag_k16_d3,0.65,all,756,0.05884435063921739,0.03766922993169407,0.0006284789913784863
2025,1,hgb_seed42+lag_k16_d3,0.7,all,756,0.059225533673209686,0.03797848358759042,0.000649073029147415
2025,1,hgb_seed42+lag_k16_d3,0.75,all,756,0.0596489391115296,0.038332599746036554,0.0006696670669163454
2025,1,hgb_seed42+lag_k16_d3,0.8,all,756,0.06011367479130334,0.03872460657666357,0.000690261104685275
2025,1,hgb_seed42+lag_k16_d3,0.85,all,756,0.060618790141566944,0.03913592513190891,0.0007108551424542054
2025,1,hgb_seed42+lag_k16_d3,0.9,all,756,0.06116328474721767,0.03959030411820984,0.0007314491802231354
2025,1,hgb_seed42+lag_k16_d3,0.95,all,756,0.061746116845031375,0.040085977378854276,0.0007520432179920658
2025,1,hgb_seed42+lag_k16_d3,1.0,all,756,0.06236621161607016,0.04063796136568224,0.0007726372557609938
2025,1,hgb_seed42+base_k6,0.0,all,756,0.05798473871523201,0.0366532090780341,0.00036075650038240316
2025,1,hgb_seed42+base_k6,0.05,all,756,0.057809693698315984,0.0365298076986974,0.00036788856701634585
2025,1,hgb_seed42+base_k6,0.1,all,756,0.057684356961935225,0.03646078114617166,0.0003750206336503276
2025,1,hgb_seed42+base_k6,0.15,all,756,0.057609052949430396,0.0364518557010967,0.000382152700284278
2025,1,hgb_seed42+base_k6,0.2,all,756,0.05758397794828043,0.03649333988023016,0.0003892847669182544
2025,1,hgb_seed42+base_k6,0.25,all,756,0.05760919754661819,0.03658454760267657,0.0003964168335521927
2025,1,hgb_seed42+base_k6,0.3,all,756,0.0576846457784216,0.03672204530260874,0.0004035489001861498
2025,1,hgb_seed42+base_k6,0.35,all,756,0.05781012598324039,0.03690064129816448,0.0004106809668200897
2025,1,hgb_seed42+base_k6,0.4,all,756,0.057985313354449855,0.03710594825782578,0.00041781303345406694
2025,1,hgb_seed42+base_k6,0.45,all,756,0.05820975909956006,0.03733552757543667,0.0004249451000880458
2025,1,hgb_seed42+base_k6,0.5,all,756,0.05848289608974022,0.037611106432896335,0.00043207716672198437
2025,1,hgb_seed42+base_k6,0.55,all,756,0.0588040458357871,0.03790096024847956,0.00043920923335593985
2025,1,hgb_seed42+base_k6,0.6,all,756,0.0591724265960997,0.03820799201583685,0.0004463412999898983
2025,1,hgb_seed42+base_k6,0.65,all,756,0.059587162399997916,0.03856062945796267,0.00045347336662385646
2025,1,hgb_seed42+base_k6,0.7,all,756,0.060047292757426665,0.038941030614817386,0.0004606054332578137
2025,1,hgb_seed42+base_k6,0.75,all,756,0.06055178282353002,0.039333325607285224,0.000467737499891773
2025,1,hgb_seed42+base_k6,0.8,all,756,0.06109953379297788,0.03975474406803271,0.00047486956652573057
2025,1,hgb_seed42+base_k6,0.85,all,756,0.061689393313032415,0.04021767900701551,0.0004820016331596875
2025,1,hgb_seed42+base_k6,0.9,all,756,0.06232016572458895,0.04073090484484803,0.0004891336997936462
2025,1,hgb_seed42+base_k6,0.95,all,756,0.06299062196509822,0.041279409978845716,0.0004962657664276041
2025,1,hgb_seed42+base_k6,1.0,all,756,0.06369950899464656,0.04184615750510271,0.0005033978330615617
2025,1,hgb_seed_mean_clip,-0.2:1.1,all,756,0.05806800866473325,0.0366819592520824,0.00014497408434906362
2025,1,hgb_seed_mean_clip,-0.1:1.0,all,756,0.05806800866473325,0.0366819592520824,0.00014497408434906362
2025,1,hgb_seed_mean_clip,0.0:1.0,all,756,0.05806800866473325,0.0366819592520824,0.00014497408434906362
2025,1,hgb_seed_mean_clip,-0.05:0.95,all,756,0.05806800866473325,0.0366819592520824,0.00014497408434906362
2025,1,lag_k16_d3_clip,-0.2:1.1,all,756,0.06236621161607016,0.04063796136568224,0.0007726372557609938
2025,1,lag_k16_d3_clip,-0.1:1.0,all,756,0.06236621161607016,0.04063796136568224,0.0007726372557609938
2025,1,lag_k16_d3_clip,0.0:1.0,all,756,0.06236621161607016,0.04063796136568224,0.0007726372557609938
2025,1,lag_k16_d3_clip,-0.05:0.95,all,756,0.06236621161607016,0.04063796136568224,0.0007726372557609938
2025,1,base_k6_clip,-0.2:1.1,all,756,0.06369950899464656,0.04184615750510271,0.0005033978330615617
2025,1,base_k6_clip,-0.1:1.0,all,756,0.06369950899464656,0.04184615750510271,0.0005033978330615617
2025,1,base_k6_clip,0.0:1.0,all,756,0.06369950899464656,0.04184615750510271,0.0005033978330615617
2025,1,base_k6_clip,-0.05:0.95,all,756,0.06369950899464656,0.04184615750510271,0.0005033978330615617
2025,1,hgb_seed_mean,,all,756,0.05806800866473325,0.0366819592520824,0.00014497408434906362
2025,1,lag_k16_d3,,all,756,0.06236621161607016,0.04063796136568224,0.0007726372557609938
2025,1,base_k6,,all,756,0.06369950899464656,0.04184615750510271,0.0005033978330615617
2025,1,blend_hgb80_lag20,,all,756,0.05749994333122227,0.03619167938151187,0.00027050671863146955
2025,1,hgb_seed_mean,,year_2025,756,0.05806800866473325,0.0366819592520824,0.00014497408434906362
2025,1,lag_k16_d3,,year_2025,756,0.06236621161607016,0.04063796136568224,0.0007726372557609938
2025,1,base_k6,,year_2025,756,0.06369950899464656,0.04184615750510271,0.0005033978330615617
2025,1,blend_hgb80_lag20,,year_2025,756,0.05749994333122227,0.03619167938151187,0.00027050671863146955
2025,1,hgb_seed_mean,,shared_2025,377,0.0628389340048191,0.03789566582768011,0.00340509558902242
2025,1,lag_k16_d3,,shared_2025,377,0.06755662121167,0.04164795299047271,0.00451351531695927
2025,1,base_k6,,shared_2025,377,0.06839283432615495,0.042654185024040225,0.0033794006356478944
2025,1,blend_hgb80_lag20,,shared_2025,377,0.06275000134545887,0.03770050073264162,0.003626779534609809
2025,1,hgb_seed_mean,,private_only_2025,379,0.05289706639970673,0.03547465746052477,-0.003097943612911769
2025,1,lag_k16_d3,,private_only_2025,379,0.05673403055209249,0.03963329951199886,-0.002948500024111699
2025,1,base_k6,,private_only_2025,379,0.05865958252037442,0.04104239398362661,-0.002357428173732759
2025,1,blend_hgb80_lag20,,private_only_2025,379,0.051751867570102854,0.03469082014833004,-0.003068054895151733
2025,1,hgb_seed_mean,,shared_all,377,0.0628389340048191,0.03789566582768011,0.00340509558902242
2025,1,lag_k16_d3,,shared_all,377,0.06755662121167,0.04164795299047271,0.00451351531695927
2025,1,base_k6,,shared_all,377,0.06839283432615495,0.042654185024040225,0.0033794006356478944
2025,1,blend_hgb80_lag20,,shared_all,377,0.06275000134545887,0.03770050073264162,0.003626779534609809
2025,1,hgb_seed_mean,,private_only_all,379,0.05289706639970673,0.03547465746052477,-0.003097943612911769
2025,1,lag_k16_d3,,private_only_all,379,0.05673403055209249,0.03963329951199886,-0.002948500024111699
2025,1,base_k6,,private_only_all,379,0.05865958252037442,0.04104239398362661,-0.002357428173732759
2025,1,blend_hgb80_lag20,,private_only_all,379,0.051751867570102854,0.03469082014833004,-0.003068054895151733
2025,1,hgb_seed_mean,,canonical_modis_doy,141,0.07296288192741567,0.04792486060657223,0.01156258060347241
2025,1,lag_k16_d3,,canonical_modis_doy,141,0.08270315097048894,0.05844204629418511,0.016951408308244237
2025,1,base_k6,,canonical_modis_doy,141,0.08635496986675244,0.0626526881029983,0.017354165003084333
2025,1,blend_hgb80_lag20,,canonical_modis_doy,141,0.07298696788248238,0.04850798906888386,0.0126403461444268
2025,1,hgb_seed_mean,,noncanonical_doy,615,0.05407803008626362,0.034104318453735946,-0.002472721068815801
2025,1,lag_k16_d3,,noncanonical_doy,615,0.056684580905851295,0.03655604921134257,-0.002936641961149799
2025,1,base_k6,,noncanonical_doy,615,0.057255721531532466,0.03707587975826811,-0.003359948786407074
2025,1,blend_hgb80_lag20,,noncanonical_doy,615,0.05331909355292952,0.0333679400873339,-0.002565505247282582
2025,1,hgb_seed_mean,,wide_gap_gt35d,1,0.013245460184464208,0.013245460184464208,0.013245460184464208
2025,1,lag_k16_d3,,wide_gap_gt35d,1,0.11314247643627912,0.11314247643627912,0.11314247643627912
2025,1,base_k6,,wide_gap_gt35d,1,0.11924617458664521,0.11924617458664521,0.11924617458664521
2025,1,blend_hgb80_lag20,,wide_gap_gt35d,1,0.03322486343482722,0.03322486343482722,0.03322486343482722
