protocol,partition,candidate,n,rmse,mae
exact_hidden_doy,exact2021,factor_peer_w0.200,130,0.0791634656443993,0.059304082101331604
exact_hidden_doy,exact2021,factor_peer_w0.225,130,0.07973787961176257,0.05974532799301016
exact_hidden_doy,exact2021,factor_peer_w0.250,130,0.08038194677478615,0.06018657388468871
exact_hidden_doy,exact2021,factor_peer_w0.275,130,0.08109400754559999,0.06063210722420464
exact_hidden_doy,exact2021,factor_peer_w0.300,130,0.08187228787864527,0.06112313355744788
exact_hidden_doy,exact2021,factor_peer_w0.325,130,0.08271491857783797,0.0616800192114358
exact_hidden_doy,exact2021,factor_peer_w0.350,130,0.0836199543073878,0.062287807728399994
exact_hidden_doy,exact2021,factor_peer_w0.375,130,0.08458539195143297,0.06295619836322859
exact_hidden_doy,exact2021,factor_peer_w0.400,130,0.08560918802886829,0.06368330656943899
exact_hidden_doy,exact2021,factor_peer_w0.425,130,0.08668927493365813,0.0645198731862057
exact_hidden_doy,exact2021,factor_peer_w0.450,130,0.08782357583394833,0.06541244990089602
exact_hidden_doy,exact2021,factor_peer_w0.475,130,0.08901001812254526,0.06638337341680407
exact_hidden_doy,exact2021,factor_peer_w0.500,130,0.0902465453647233,0.06741648690827741
exact_hidden_doy,exact2022,factor_abs_w0.000,192,0.06659808703830404,0.04766860741555279
exact_hidden_doy,exact2022,factor_abs_w0.025,192,0.0681347764424585,0.04953296718371181
exact_hidden_doy,exact2022,factor_abs_w0.050,192,0.07146540188399547,0.05258753542187292
exact_hidden_doy,exact2022,factor_abs_w0.075,192,0.07635556897760032,0.0570973865723939
exact_hidden_doy,exact2022,factor_abs_w0.100,192,0.08252851327401999,0.06316224792855844
exact_hidden_doy,exact2022,factor_abs_w0.125,192,0.08971984972358134,0.07043417714792444
exact_hidden_doy,exact2022,factor_abs_w0.150,192,0.09770496767052766,0.07845748307944532
exact_hidden_doy,exact2022,factor_abs_w0.175,192,0.10630514250237666,0.08703621400501178
exact_hidden_doy,exact2022,factor_abs_w0.200,192,0.11538292455678727,0.09592337187028843
exact_hidden_doy,exact2022,factor_abs_w0.225,192,0.12483416430600575,0.10507698404725395
exact_hidden_doy,exact2022,factor_abs_w0.250,192,0.13458020366515772,0.1145321383236637
exact_hidden_doy,exact2022,factor_abs_w0.275,192,0.14456143054427323,0.12411532279384026
exact_hidden_doy,exact2022,factor_abs_w0.300,192,0.15473233833085134,0.13374003529133768
