dataset,partition,cohort,lag_weight,peer_weight,alpha,beta,n,coverage,rmse,baseline_rmse,delta_rmse
random,random_0,all,0.275000000,0.100000000,0.325000000,-0.100000000,2644,0.695537065,0.072587141,0.073463583,-0.000876442
random,random_0,year2025,0.275000000,0.100000000,0.325000000,-0.100000000,756,0.940476190,0.051574478,0.052460384,-0.000885906
random,random_1,all,0.275000000,0.100000000,0.325000000,-0.100000000,2644,0.692133132,0.065529591,0.066562168,-0.001032576
random,random_1,year2025,0.275000000,0.100000000,0.325000000,-0.100000000,756,0.933862434,0.054667866,0.054950097,-0.000282231
random,random_2,all,0.275000000,0.100000000,0.325000000,-0.100000000,2644,0.669062027,0.067491016,0.068383608,-0.000892592
random,random_2,year2025,0.275000000,0.100000000,0.325000000,-0.100000000,756,0.927248677,0.075626793,0.076581138,-0.000954345
exact,exact_2019,all,0.275000000,0.100000000,0.325000000,-0.125000000,249,0.879518072,0.056126776,0.057226740,-0.001099964
exact,exact_2020,all,0.275000000,0.100000000,0.325000000,-0.125000000,222,0.941441441,0.055211951,0.055319938,-0.000107987
exact,exact_2021,all,0.275000000,0.100000000,0.325000000,-0.125000000,130,0.884615385,0.077062490,0.077387357,-0.000324866
exact,exact_2022,all,0.275000000,0.100000000,0.325000000,-0.125000000,192,0.812500000,0.065895441,0.066272689,-0.000377248
exact,exact_2023,all,0.275000000,0.100000000,0.325000000,-0.125000000,169,0.958579882,0.068771388,0.070414864,-0.001643476
exact,exact_2024,all,0.275000000,0.100000000,0.325000000,-0.125000000,152,0.927631579,0.050708754,0.051296766,-0.000588012
random,random_0,all,0.275000000,0.100000000,0.325000000,-0.125000000,2644,0.695537065,0.072568055,0.073463583,-0.000895528
random,random_0,year2025,0.275000000,0.100000000,0.325000000,-0.125000000,756,0.940476190,0.051560126,0.052460384,-0.000900258
random,random_1,all,0.275000000,0.100000000,0.325000000,-0.125000000,2644,0.692133132,0.065522025,0.066562168,-0.001040143
random,random_1,year2025,0.275000000,0.100000000,0.325000000,-0.125000000,756,0.933862434,0.054678242,0.054950097,-0.000271855
random,random_2,all,0.275000000,0.100000000,0.325000000,-0.125000000,2644,0.669062027,0.067476179,0.068383608,-0.000907429
random,random_2,year2025,0.275000000,0.100000000,0.325000000,-0.125000000,756,0.927248677,0.075614032,0.076581138,-0.000967105
exact,exact_2019,all,0.275000000,0.100000000,0.325000000,-0.150000000,249,0.879518072,0.056168379,0.057226740,-0.001058360
exact,exact_2020,all,0.275000000,0.100000000,0.325000000,-0.150000000,222,0.941441441,0.055197436,0.055319938,-0.000122501
exact,exact_2021,all,0.275000000,0.100000000,0.325000000,-0.150000000,130,0.884615385,0.077056517,0.077387357,-0.000330840
exact,exact_2022,all,0.275000000,0.100000000,0.325000000,-0.150000000,192,0.812500000,0.065933197,0.066272689,-0.000339492
exact,exact_2023,all,0.275000000,0.100000000,0.325000000,-0.150000000,169,0.958579882,0.068711253,0.070414864,-0.001703611
exact,exact_2024,all,0.275000000,0.100000000,0.325000000,-0.150000000,152,0.927631579,0.050676884,0.051296766,-0.000619882
random,random_0,all,0.275000000,0.100000000,0.325000000,-0.150000000,2644,0.695537065,0.072550801,0.073463583,-0.000912782
random,random_0,year2025,0.275000000,0.100000000,0.325000000,-0.150000000,756,0.940476190,0.051548382,0.052460384,-0.000912002
random,random_1,all,0.275000000,0.100000000,0.325000000,-0.150000000,2644,0.692133132,0.065516356,0.066562168,-0.001045812
random,random_1,year2025,0.275000000,0.100000000,0.325000000,-0.150000000,756,0.933862434,0.054691012,0.054950097,-0.000259085
random,random_2,all,0.275000000,0.100000000,0.325000000,-0.150000000,2644,0.669062027,0.067463410,0.068383608,-0.000920199
random,random_2,year2025,0.275000000,0.100000000,0.325000000,-0.150000000,756,0.927248677,0.075603221,0.076581138,-0.000977916
exact,exact_2019,all,0.275000000,0.100000000,0.325000000,-0.175000000,249,0.879518072,0.056214965,0.057226740,-0.001011774
exact,exact_2020,all,0.275000000,0.100000000,0.325000000,-0.175000000,222,0.941441441,0.055184991,0.055319938,-0.000134947
exact,exact_2021,all,0.275000000,0.100000000,0.325000000,-0.175000000,130,0.884615385,0.077052468,0.077387357,-0.000334889
exact,exact_2022,all,0.275000000,0.100000000,0.325000000,-0.175000000,192,0.812500000,0.065973711,0.066272689,-0.000298978
exact,exact_2023,all,0.275000000,0.100000000,0.325000000,-0.175000000,169,0.958579882,0.068652448,0.070414864,-0.001762416
exact,exact_2024,all,0.275000000,0.100000000,0.325000000,-0.175000000,152,0.927631579,0.050646394,0.051296766,-0.000650372
random,random_0,all,0.275000000,0.100000000,0.325000000,-0.175000000,2644,0.695537065,0.072535382,0.073463583,-0.000928201
random,random_0,year2025,0.275000000,0.100000000,0.325000000,-0.175000000,756,0.940476190,0.051539247,0.052460384,-0.000921136
random,random_1,all,0.275000000,0.100000000,0.325000000,-0.175000000,2644,0.692133132,0.065512585,0.066562168,-0.001049583
random,random_1,year2025,0.275000000,0.100000000,0.325000000,-0.175000000,756,0.933862434,0.054706174,0.054950097,-0.000243923
random,random_2,all,0.275000000,0.100000000,0.325000000,-0.175000000,2644,0.669062027,0.067452708,0.068383608,-0.000930900
random,random_2,year2025,0.275000000,0.100000000,0.325000000,-0.175000000,756,0.927248677,0.075594361,0.076581138,-0.000986777
exact,exact_2019,all,0.275000000,0.100000000,0.325000000,-0.200000000,249,0.879518072,0.056266522,0.057226740,-0.000960218
exact,exact_2020,all,0.275000000,0.100000000,0.325000000,-0.200000000,222,0.941441441,0.055174616,0.055319938,-0.000145322
exact,exact_2021,all,0.275000000,0.100000000,0.325000000,-0.200000000,130,0.884615385,0.077050343,0.077387357,-0.000337013
exact,exact_2022,all,0.275000000,0.100000000,0.325000000,-0.200000000,192,0.812500000,0.066016978,0.066272689,-0.000255711
exact,exact_2023,all,0.275000000,0.100000000,0.325000000,-0.200000000,169,0.958579882,0.068594975,0.070414864,-0.001819889
exact,exact_2024,all,0.275000000,0.100000000,0.325000000,-0.200000000,152,0.927631579,0.050617286,0.051296766,-0.000679480
random,random_0,all,0.275000000,0.100000000,0.325000000,-0.200000000,2644,0.695537065,0.072521798,0.073463583,-0.000941785
random,random_0,year2025,0.275000000,0.100000000,0.325000000,-0.200000000,756,0.940476190,0.051532725,0.052460384,-0.000927659
random,random_1,all,0.275000000,0.100000000,0.325000000,-0.200000000,2644,0.692133132,0.065510712,0.066562168,-0.001051455
random,random_1,year2025,0.275000000,0.100000000,0.325000000,-0.200000000,756,0.933862434,0.054723725,0.054950097,-0.000226372
random,random_2,all,0.275000000,0.100000000,0.325000000,-0.200000000,2644,0.669062027,0.067444076,0.068383608,-0.000939533
random,random_2,year2025,0.275000000,0.100000000,0.325000000,-0.200000000,756,0.927248677,0.075587451,0.076581138,-0.000993686
exact,exact_2019,all,0.275000000,0.100000000,0.350000000,-0.100000000,249,0.879518072,0.056083608,0.057226740,-0.001143131
exact,exact_2020,all,0.275000000,0.100000000,0.350000000,-0.100000000,222,0.941441441,0.055270194,0.055319938,-0.000049744
exact,exact_2021,all,0.275000000,0.100000000,0.350000000,-0.100000000,130,0.884615385,0.077080282,0.077387357,-0.000307075
exact,exact_2022,all,0.275000000,0.100000000,0.350000000,-0.100000000,192,0.812500000,0.065865406,0.066272689,-0.000407283
exact,exact_2023,all,0.275000000,0.100000000,0.350000000,-0.100000000,169,0.958579882,0.068785820,0.070414864,-0.001629044
exact,exact_2024,all,0.275000000,0.100000000,0.350000000,-0.100000000,152,0.927631579,0.050744668,0.051296766,-0.000552099
random,random_0,all,0.275000000,0.100000000,0.350000000,-0.100000000,2644,0.695537065,0.072594092,0.073463583,-0.000869491
random,random_0,year2025,0.275000000,0.100000000,0.350000000,-0.100000000,756,0.940476190,0.051556490,0.052460384,-0.000903893
random,random_1,all,0.275000000,0.100000000,0.350000000,-0.100000000,2644,0.692133132,0.065519033,0.066562168,-0.001043135
random,random_1,year2025,0.275000000,0.100000000,0.350000000,-0.100000000,756,0.933862434,0.054693186,0.054950097,-0.000256911
random,random_2,all,0.275000000,0.100000000,0.350000000,-0.100000000,2644,0.669062027,0.067498382,0.068383608,-0.000885226
random,random_2,year2025,0.275000000,0.100000000,0.350000000,-0.100000000,756,0.927248677,0.075617916,0.076581138,-0.000963221
exact,exact_2019,all,0.275000000,0.100000000,0.350000000,-0.125000000,249,0.879518072,0.056120562,0.057226740,-0.001106177
exact,exact_2020,all,0.275000000,0.100000000,0.350000000,-0.125000000,222,0.941441441,0.055253903,0.055319938,-0.000066035
exact,exact_2021,all,0.275000000,0.100000000,0.350000000,-0.125000000,130,0.884615385,0.077072799,0.077387357,-0.000314558
exact,exact_2022,all,0.275000000,0.100000000,0.350000000,-0.125000000,192,0.812500000,0.065900368,0.066272689,-0.000372321
exact,exact_2023,all,0.275000000,0.100000000,0.350000000,-0.125000000,169,0.958579882,0.068724689,0.070414864,-0.001690175
exact,exact_2024,all,0.275000000,0.100000000,0.350000000,-0.125000000,152,0.927631579,0.050711486,0.051296766,-0.000585280
random,random_0,all,0.275000000,0.100000000,0.350000000,-0.125000000,2644,0.695537065,0.072574928,0.073463583,-0.000888655
random,random_0,year2025,0.275000000,0.100000000,0.350000000,-0.125000000,756,0.940476190,0.051542244,0.052460384,-0.000918140
random,random_1,all,0.275000000,0.100000000,0.350000000,-0.125000000,2644,0.692133132,0.065511502,0.066562168,-0.001050666
random,random_1,year2025,0.275000000,0.100000000,0.350000000,-0.125000000,756,0.933862434,0.054703613,0.054950097,-0.000246485
random,random_2,all,0.275000000,0.100000000,0.350000000,-0.125000000,2644,0.669062027,0.067483534,0.068383608,-0.000900074
random,random_2,year2025,0.275000000,0.100000000,0.350000000,-0.125000000,756,0.927248677,0.075605224,0.076581138,-0.000975913
exact,exact_2019,all,0.275000000,0.100000000,0.350000000,-0.150000000,249,0.879518072,0.056162510,0.057226740,-0.001064230
exact,exact_2020,all,0.275000000,0.100000000,0.350000000,-0.150000000,222,0.941441441,0.055239677,0.055319938,-0.000080260
exact,exact_2021,all,0.275000000,0.100000000,0.350000000,-0.150000000,130,0.884615385,0.077067239,0.077387357,-0.000320118
exact,exact_2022,all,0.275000000,0.100000000,0.350000000,-0.150000000,192,0.812500000,0.065938093,0.066272689,-0.000334596
exact,exact_2023,all,0.275000000,0.100000000,0.350000000,-0.150000000,169,0.958579882,0.068664884,0.070414864,-0.001749980
exact,exact_2024,all,0.275000000,0.100000000,0.350000000,-0.150000000,152,0.927631579,0.050679682,0.051296766,-0.000617085
random,random_0,all,0.275000000,0.100000000,0.350000000,-0.150000000,2644,0.695537065,0.072557596,0.073463583,-0.000905987
random,random_0,year2025,0.275000000,0.100000000,0.350000000,-0.150000000,756,0.940476190,0.051530606,0.052460384,-0.000929777
random,random_1,all,0.275000000,0.100000000,0.350000000,-0.150000000,2644,0.692133132,0.065505869,0.066562168,-0.001056299
random,random_1,year2025,0.275000000,0.100000000,0.350000000,-0.150000000,756,0.933862434,0.054716431,0.054950097,-0.000233666
random,random_2,all,0.275000000,0.100000000,0.350000000,-0.150000000,2644,0.669062027,0.067470753,0.068383608,-0.000912855
random,random_2,year2025,0.275000000,0.100000000,0.350000000,-0.150000000,756,0.927248677,0.075594482,0.076581138,-0.000986656
exact,exact_2019,all,0.275000000,0.100000000,0.350000000,-0.175000000,249,0.879518072,0.056209440,0.057226740,-0.001017300
exact,exact_2020,all,0.275000000,0.100000000,0.350000000,-0.175000000,222,0.941441441,0.055227519,0.055319938,-0.000092419
exact,exact_2021,all,0.275000000,0.100000000,0.350000000,-0.175000000,130,0.884615385,0.077063603,0.077387357,-0.000323754
exact,exact_2022,all,0.275000000,0.100000000,0.350000000,-0.175000000,192,0.812500000,0.065978577,0.066272689,-0.000294113
exact,exact_2023,all,0.275000000,0.100000000,0.350000000,-0.175000000,169,0.958579882,0.068606409,0.070414864,-0.001808455
exact,exact_2024,all,0.275000000,0.100000000,0.350000000,-0.175000000,152,0.927631579,0.050649256,0.051296766,-0.000647510
random,random_0,all,0.275000000,0.100000000,0.350000000,-0.175000000,2644,0.695537065,0.072542098,0.073463583,-0.000921485
random,random_0,year2025,0.275000000,0.100000000,0.350000000,-0.175000000,756,0.940476190,0.051521580,0.052460384,-0.000938804
random,random_1,all,0.275000000,0.100000000,0.350000000,-0.175000000,2644,0.692133132,0.065502134,0.066562168,-0.001060034
random,random_1,year2025,0.275000000,0.100000000,0.350000000,-0.175000000,756,0.933862434,0.054731640,0.054950097,-0.000218457
random,random_2,all,0.275000000,0.100000000,0.350000000,-0.175000000,2644,0.669062027,0.067460040,0.068383608,-0.000923568
random,random_2,year2025,0.275000000,0.100000000,0.350000000,-0.175000000,756,0.927248677,0.075585690,0.076581138,-0.000995447
exact,exact_2019,all,0.275000000,0.100000000,0.350000000,-0.200000000,249,0.879518072,0.056261340,0.057226740,-0.000965400
exact,exact_2020,all,0.275000000,0.100000000,0.350000000,-0.200000000,222,0.941441441,0.055217430,0.055319938,-0.000102508
exact,exact_2021,all,0.275000000,0.100000000,0.350000000,-0.200000000,130,0.884615385,0.077061891,0.077387357,-0.000325465
exact,exact_2022,all,0.275000000,0.100000000,0.350000000,-0.200000000,192,0.812500000,0.066021813,0.066272689,-0.000250876
exact,exact_2023,all,0.275000000,0.100000000,0.350000000,-0.200000000,169,0.958579882,0.068549268,0.070414864,-0.001865596
exact,exact_2024,all,0.275000000,0.100000000,0.350000000,-0.200000000,152,0.927631579,0.050620213,0.051296766,-0.000676553
random,random_0,all,0.275000000,0.100000000,0.350000000,-0.200000000,2644,0.695537065,0.072528436,0.073463583,-0.000935147
random,random_0,year2025,0.275000000,0.100000000,0.350000000,-0.200000000,756,0.940476190,0.051515165,0.052460384,-0.000945218
random,random_1,all,0.275000000,0.100000000,0.350000000,-0.200000000,2644,0.692133132,0.065500298,0.066562168,-0.001061870
random,random_1,year2025,0.275000000,0.100000000,0.350000000,-0.200000000,756,0.933862434,0.054749237,0.054950097,-0.000200860
random,random_2,all,0.275000000,0.100000000,0.350000000,-0.200000000,2644,0.669062027,0.067451396,0.068383608,-0.000932212
random,random_2,year2025,0.275000000,0.100000000,0.350000000,-0.200000000,756,0.927248677,0.075578850,0.076581138,-0.001002287
exact,exact_2019,all,0.275000000,0.100000000,0.375000000,-0.100000000,249,0.879518072,0.056082818,0.057226740,-0.001143921
exact,exact_2020,all,0.275000000,0.100000000,0.375000000,-0.100000000,222,0.941441441,0.055315630,0.055319938,-0.000004308
exact,exact_2021,all,0.275000000,0.100000000,0.375000000,-0.100000000,130,0.884615385,0.077091296,0.077387357,-0.000296061
exact,exact_2022,all,0.275000000,0.100000000,0.375000000,-0.100000000,192,0.812500000,0.065873957,0.066272689,-0.000398732
exact,exact_2023,all,0.275000000,0.100000000,0.375000000,-0.100000000,169,0.958579882,0.068741319,0.070414864,-0.001673545
exact,exact_2024,all,0.275000000,0.100000000,0.375000000,-0.100000000,152,0.927631579,0.050749514,0.051296766,-0.000547252
random,random_0,all,0.275000000,0.100000000,0.375000000,-0.100000000,2644,0.695537065,0.072604629,0.073463583,-0.000858954
random,random_0,year2025,0.275000000,0.100000000,0.375000000,-0.100000000,756,0.940476190,0.051542289,0.052460384,-0.000918094
random,random_1,all,0.275000000,0.100000000,0.375000000,-0.100000000,2644,0.692133132,0.065512395,0.066562168,-0.001049773
random,random_1,year2025,0.275000000,0.100000000,0.375000000,-0.100000000,756,0.933862434,0.054722294,0.054950097,-0.000227803
random,random_2,all,0.275000000,0.100000000,0.375000000,-0.100000000,2644,0.669062027,0.067510059,0.068383608,-0.000873549
random,random_2,year2025,0.275000000,0.100000000,0.375000000,-0.100000000,756,0.927248677,0.075611529,0.076581138,-0.000969609
exact,exact_2019,all,0.275000000,0.100000000,0.375000000,-0.125000000,249,0.879518072,0.056120112,0.057226740,-0.001106627
exact,exact_2020,all,0.275000000,0.100000000,0.375000000,-0.125000000,222,0.941441441,0.055299629,0.055319938,-0.000020309
exact,exact_2021,all,0.275000000,0.100000000,0.375000000,-0.125000000,130,0.884615385,0.077084226,0.077387357,-0.000303131
exact,exact_2022,all,0.275000000,0.100000000,0.375000000,-0.125000000,192,0.812500000,0.065908887,0.066272689,-0.000363802
exact,exact_2023,all,0.275000000,0.100000000,0.375000000,-0.125000000,169,0.958579882,0.068680518,0.070414864,-0.001734346
exact,exact_2024,all,0.275000000,0.100000000,0.375000000,-0.125000000,152,0.927631579,0.050716399,0.051296766,-0.000580367
random,random_0,all,0.275000000,0.100000000,0.375000000,-0.125000000,2644,0.695537065,0.072585387,0.073463583,-0.000878195
random,random_0,year2025,0.275000000,0.100000000,0.375000000,-0.125000000,756,0.940476190,0.051528149,0.052460384,-0.000932234
random,random_1,all,0.275000000,0.100000000,0.375000000,-0.125000000,2644,0.692133132,0.065504900,0.066562168,-0.001057268
random,random_1,year2025,0.275000000,0.100000000,0.375000000,-0.125000000,756,0.933862434,0.054732769,0.054950097,-0.000217328
random,random_2,all,0.275000000,0.100000000,0.375000000,-0.125000000,2644,0.669062027,0.067495201,0.068383608,-0.000888407
random,random_2,year2025,0.275000000,0.100000000,0.375000000,-0.125000000,756,0.927248677,0.075598905,0.076581138,-0.000982232
exact,exact_2019,all,0.275000000,0.100000000,0.375000000,-0.150000000,249,0.879518072,0.056162400,0.057226740,-0.001064340
exact,exact_2020,all,0.275000000,0.100000000,0.375000000,-0.150000000,222,0.941441441,0.055285693,0.055319938,-0.000034245
exact,exact_2021,all,0.275000000,0.100000000,0.375000000,-0.150000000,130,0.884615385,0.077079080,0.077387357,-0.000308277
exact,exact_2022,all,0.275000000,0.100000000,0.375000000,-0.150000000,192,0.812500000,0.065946579,0.066272689,-0.000326110
exact,exact_2023,all,0.275000000,0.100000000,0.375000000,-0.150000000,169,0.958579882,0.068621045,0.070414864,-0.001793818
exact,exact_2024,all,0.275000000,0.100000000,0.375000000,-0.150000000,152,0.927631579,0.050684661,0.051296766,-0.000612106
random,random_0,all,0.275000000,0.100000000,0.375000000,-0.150000000,2644,0.695537065,0.072567978,0.073463583,-0.000895605
random,random_0,year2025,0.275000000,0.100000000,0.375000000,-0.150000000,756,0.940476190,0.051516620,0.052460384,-0.000943764
random,random_1,all,0.275000000,0.100000000,0.375000000,-0.150000000,2644,0.692133132,0.065499303,0.066562168,-0.001062865
random,random_1,year2025,0.275000000,0.100000000,0.375000000,-0.150000000,756,0.933862434,0.054745634,0.054950097,-0.000204463
random,random_2,all,0.275000000,0.100000000,0.375000000,-0.150000000,2644,0.669062027,0.067482410,0.068383608,-0.000901198
random,random_2,year2025,0.275000000,0.100000000,0.375000000,-0.150000000,756,0.927248677,0.075588232,0.076581138,-0.000992905
exact,exact_2019,all,0.275000000,0.100000000,0.375000000,-0.175000000,249,0.879518072,0.056209669,0.057226740,-0.001017071
exact,exact_2020,all,0.275000000,0.100000000,0.375000000,-0.175000000,222,0.941441441,0.055273822,0.055319938,-0.000046116
exact,exact_2021,all,0.275000000,0.100000000,0.375000000,-0.175000000,130,0.884615385,0.077075857,0.077387357,-0.000311500
exact,exact_2022,all,0.275000000,0.100000000,0.375000000,-0.175000000,192,0.812500000,0.065987030,0.066272689,-0.000285659
exact,exact_2023,all,0.275000000,0.100000000,0.375000000,-0.175000000,169,0.958579882,0.068562904,0.070414864,-0.001851960
exact,exact_2024,all,0.275000000,0.100000000,0.375000000,-0.175000000,152,0.927631579,0.050654302,0.051296766,-0.000642465
random,random_0,all,0.275000000,0.100000000,0.375000000,-0.175000000,2644,0.695537065,0.072552403,0.073463583,-0.000911180
random,random_0,year2025,0.275000000,0.100000000,0.375000000,-0.175000000,756,0.940476190,0.051507701,0.052460384,-0.000952682
random,random_1,all,0.275000000,0.100000000,0.375000000,-0.175000000,2644,0.692133132,0.065495605,0.066562168,-0.001066563
random,random_1,year2025,0.275000000,0.100000000,0.375000000,-0.175000000,756,0.933862434,0.054760889,0.054950097,-0.000189208
random,random_2,all,0.275000000,0.100000000,0.375000000,-0.175000000,2644,0.669062027,0.067471686,0.068383608,-0.000911922
random,random_2,year2025,0.275000000,0.100000000,0.375000000,-0.175000000,756,0.927248677,0.075579510,0.076581138,-0.001001628
exact,exact_2019,all,0.275000000,0.100000000,0.375000000,-0.200000000,249,0.879518072,0.056261908,0.057226740,-0.000964832
exact,exact_2020,all,0.275000000,0.100000000,0.375000000,-0.200000000,222,0.941441441,0.055264019,0.055319938,-0.000055919
exact,exact_2021,all,0.275000000,0.100000000,0.375000000,-0.200000000,130,0.884615385,0.077074559,0.077387357,-0.000312798
exact,exact_2022,all,0.275000000,0.100000000,0.375000000,-0.200000000,192,0.812500000,0.066030234,0.066272689,-0.000242455
exact,exact_2023,all,0.275000000,0.100000000,0.375000000,-0.200000000,169,0.958579882,0.068506098,0.070414864,-0.001908766
exact,exact_2024,all,0.275000000,0.100000000,0.375000000,-0.200000000,152,0.927631579,0.050625325,0.051296766,-0.000671442
random,random_0,all,0.275000000,0.100000000,0.375000000,-0.200000000,2644,0.695537065,0.072538662,0.073463583,-0.000924921
random,random_0,year2025,0.275000000,0.100000000,0.375000000,-0.200000000,756,0.940476190,0.051501396,0.052460384,-0.000958988
random,random_1,all,0.275000000,0.100000000,0.375000000,-0.200000000,2644,0.692133132,0.065493806,0.066562168,-0.001068362
random,random_1,year2025,0.275000000,0.100000000,0.375000000,-0.200000000,756,0.933862434,0.054778531,0.054950097,-0.000171566
random,random_2,all,0.275000000,0.100000000,0.375000000,-0.200000000,2644,0.669062027,0.067463031,0.068383608,-0.000920578
random,random_2,year2025,0.275000000,0.100000000,0.375000000,-0.200000000,756,0.927248677,0.075572739,0.076581138,-0.001008398
exact,exact_2019,all,0.275000000,0.100000000,0.400000000,-0.100000000,249,0.879518072,0.056087796,0.057226740,-0.001138943
exact,exact_2020,all,0.275000000,0.100000000,0.400000000,-0.100000000,222,0.941441441,0.055364830,0.055319938,0.000044892
exact,exact_2021,all,0.275000000,0.100000000,0.400000000,-0.100000000,130,0.884615385,0.077103429,0.077387357,-0.000283928
exact,exact_2022,all,0.275000000,0.100000000,0.400000000,-0.100000000,192,0.812500000,0.065886101,0.066272689,-0.000386589
exact,exact_2023,all,0.275000000,0.100000000,0.400000000,-0.100000000,169,0.958579882,0.068699349,0.070414864,-0.001715515
exact,exact_2024,all,0.275000000,0.100000000,0.400000000,-0.100000000,152,0.927631579,0.050756538,0.051296766,-0.000540228
random,random_0,all,0.275000000,0.100000000,0.400000000,-0.100000000,2644,0.695537065,0.072618749,0.073463583,-0.000844833
random,random_0,year2025,0.275000000,0.100000000,0.400000000,-0.100000000,756,0.940476190,0.051531878,0.052460384,-0.000928506
random,random_1,all,0.275000000,0.100000000,0.400000000,-0.100000000,2644,0.692133132,0.065509680,0.066562168,-0.001052488
random,random_1,year2025,0.275000000,0.100000000,0.400000000,-0.100000000,756,0.933862434,0.054755183,0.054950097,-0.000194914
random,random_2,all,0.275000000,0.100000000,0.400000000,-0.100000000,2644,0.669062027,0.067526045,0.068383608,-0.000857563
random,random_2,year2025,0.275000000,0.100000000,0.400000000,-0.100000000,756,0.927248677,0.075607630,0.076581138,-0.000973507
exact,exact_2019,all,0.275000000,0.100000000,0.400000000,-0.125000000,249,0.879518072,0.056125427,0.057226740,-0.001101313
exact,exact_2020,all,0.275000000,0.100000000,0.400000000,-0.125000000,222,0.941441441,0.055349120,0.055319938,0.000029183
exact,exact_2021,all,0.275000000,0.100000000,0.400000000,-0.125000000,130,0.884615385,0.077096773,0.077387357,-0.000290584
exact,exact_2022,all,0.275000000,0.100000000,0.400000000,-0.125000000,192,0.812500000,0.065920996,0.066272689,-0.000351693
exact,exact_2023,all,0.275000000,0.100000000,0.400000000,-0.125000000,169,0.958579882,0.068638881,0.070414864,-0.001775983
exact,exact_2024,all,0.275000000,0.100000000,0.400000000,-0.125000000,152,0.927631579,0.050723491,0.051296766,-0.000573275
random,random_0,all,0.275000000,0.100000000,0.400000000,-0.125000000,2644,0.695537065,0.072599432,0.073463583,-0.000864151
random,random_0,year2025,0.275000000,0.100000000,0.400000000,-0.125000000,756,0.940476190,0.051517846,0.052460384,-0.000942538
random,random_1,all,0.275000000,0.100000000,0.400000000,-0.125000000,2644,0.692133132,0.065502221,0.066562168,-0.001059947
random,random_1,year2025,0.275000000,0.100000000,0.400000000,-0.125000000,756,0.933862434,0.054765705,0.054950097,-0.000184392
random,random_2,all,0.275000000,0.100000000,0.400000000,-0.125000000,2644,0.669062027,0.067511178,0.068383608,-0.000872430
random,random_2,year2025,0.275000000,0.100000000,0.400000000,-0.125000000,756,0.927248677,0.075595077,0.076581138,-0.000986061
exact,exact_2019,all,0.275000000,0.100000000,0.400000000,-0.150000000,249,0.879518072,0.056168049,0.057226740,-0.001058690
exact,exact_2020,all,0.275000000,0.100000000,0.400000000,-0.150000000,222,0.941441441,0.055335474,0.055319938,0.000015536
exact,exact_2021,all,0.275000000,0.100000000,0.400000000,-0.150000000,130,0.884615385,0.077092040,0.077387357,-0.000295317
exact,exact_2022,all,0.275000000,0.100000000,0.400000000,-0.150000000,192,0.812500000,0.065958654,0.066272689,-0.000314035
exact,exact_2023,all,0.275000000,0.100000000,0.400000000,-0.150000000,169,0.958579882,0.068579743,0.070414864,-0.001835121
exact,exact_2024,all,0.275000000,0.100000000,0.400000000,-0.150000000,152,0.927631579,0.050691821,0.051296766,-0.000604946
random,random_0,all,0.275000000,0.100000000,0.400000000,-0.150000000,2644,0.695537065,0.072581946,0.073463583,-0.000881636
random,random_0,year2025,0.275000000,0.100000000,0.400000000,-0.150000000,756,0.940476190,0.051506424,0.052460384,-0.000953959
random,random_1,all,0.275000000,0.100000000,0.400000000,-0.150000000,2644,0.692133132,0.065496661,0.066562168,-0.001065507
random,random_1,year2025,0.275000000,0.100000000,0.400000000,-0.150000000,756,0.933862434,0.054778617,0.054950097,-0.000171480
random,random_2,all,0.275000000,0.100000000,0.400000000,-0.150000000,2644,0.669062027,0.067498377,0.068383608,-0.000885231
random,random_2,year2025,0.275000000,0.100000000,0.400000000,-0.150000000,756,0.927248677,0.075584473,0.076581138,-0.000996665
exact,exact_2019,all,0.275000000,0.100000000,0.400000000,-0.175000000,249,0.879518072,0.056215653,0.057226740,-0.001011086
exact,exact_2020,all,0.275000000,0.100000000,0.400000000,-0.175000000,222,0.941441441,0.055323891,0.055319938,0.000003953
exact,exact_2021,all,0.275000000,0.100000000,0.400000000,-0.175000000,130,0.884615385,0.077089230,0.077387357,-0.000298126
exact,exact_2022,all,0.275000000,0.100000000,0.400000000,-0.175000000,192,0.812500000,0.065999070,0.066272689,-0.000273619
exact,exact_2023,all,0.275000000,0.100000000,0.400000000,-0.175000000,169,0.958579882,0.068521938,0.070414864,-0.001892926
exact,exact_2024,all,0.275000000,0.100000000,0.400000000,-0.175000000,152,0.927631579,0.050661529,0.051296766,-0.000635237
random,random_0,all,0.275000000,0.100000000,0.400000000,-0.175000000,2644,0.695537065,0.072566294,0.073463583,-0.000897289
random,random_0,year2025,0.275000000,0.100000000,0.400000000,-0.175000000,756,0.940476190,0.051497615,0.052460384,-0.000962768
random,random_1,all,0.275000000,0.100000000,0.400000000,-0.175000000,2644,0.692133132,0.065493000,0.066562168,-0.001069168
random,random_1,year2025,0.275000000,0.100000000,0.400000000,-0.175000000,756,0.933862434,0.054793917,0.054950097,-0.000156180
random,random_2,all,0.275000000,0.100000000,0.400000000,-0.175000000,2644,0.669062027,0.067487643,0.068383608,-0.000895965
random,random_2,year2025,0.275000000,0.100000000,0.400000000,-0.175000000,756,0.927248677,0.075575820,0.076581138,-0.001005317
exact,exact_2019,all,0.275000000,0.100000000,0.400000000,-0.200000000,249,0.879518072,0.056268225,0.057226740,-0.000958514
exact,exact_2020,all,0.275000000,0.100000000,0.400000000,-0.200000000,222,0.941441441,0.055314373,0.055319938,-0.000005564
