dataset,partition,cohort,lag_weight,peer_weight,alpha,beta,n,coverage,rmse,baseline_rmse,delta_rmse
random,random_0,year2025,0.375000000,0.100000000,0.375000000,-0.100000000,756,0.940476190,0.051589863,0.052578401,-0.000988537
random,random_1,all,0.375000000,0.100000000,0.375000000,-0.100000000,2644,0.692133132,0.065708228,0.066781366,-0.001073137
random,random_1,year2025,0.375000000,0.100000000,0.375000000,-0.100000000,756,0.933862434,0.054464654,0.054706122,-0.000241468
random,random_2,all,0.375000000,0.100000000,0.375000000,-0.100000000,2644,0.669062027,0.067883505,0.068818046,-0.000934541
random,random_2,year2025,0.375000000,0.100000000,0.375000000,-0.100000000,756,0.927248677,0.075594018,0.076582328,-0.000988310
exact,exact_2019,all,0.375000000,0.100000000,0.375000000,-0.125000000,249,0.879518072,0.056253070,0.057507266,-0.001254196
exact,exact_2020,all,0.375000000,0.100000000,0.375000000,-0.125000000,222,0.941441441,0.055377706,0.055549052,-0.000171346
exact,exact_2021,all,0.375000000,0.100000000,0.375000000,-0.125000000,130,0.884615385,0.077461971,0.077831605,-0.000369633
exact,exact_2022,all,0.375000000,0.100000000,0.375000000,-0.125000000,192,0.812500000,0.065620412,0.065962097,-0.000341685
exact,exact_2023,all,0.375000000,0.100000000,0.375000000,-0.125000000,169,0.958579882,0.068255485,0.069988823,-0.001733338
exact,exact_2024,all,0.375000000,0.100000000,0.375000000,-0.125000000,152,0.927631579,0.051039274,0.051635134,-0.000595860
random,random_0,all,0.375000000,0.100000000,0.375000000,-0.125000000,2644,0.695537065,0.072793410,0.073707950,-0.000914540
random,random_0,year2025,0.375000000,0.100000000,0.375000000,-0.125000000,756,0.940476190,0.051572416,0.052578401,-0.001005985
random,random_1,all,0.375000000,0.100000000,0.375000000,-0.125000000,2644,0.692133132,0.065699272,0.066781366,-0.001082094
random,random_1,year2025,0.375000000,0.100000000,0.375000000,-0.125000000,756,0.933862434,0.054472548,0.054706122,-0.000233573
random,random_2,all,0.375000000,0.100000000,0.375000000,-0.125000000,2644,0.669062027,0.067867584,0.068818046,-0.000950462
random,random_2,year2025,0.375000000,0.100000000,0.375000000,-0.125000000,756,0.927248677,0.075579708,0.076582328,-0.001002620
exact,exact_2019,all,0.375000000,0.100000000,0.375000000,-0.150000000,249,0.879518072,0.056292128,0.057507266,-0.001215138
exact,exact_2020,all,0.375000000,0.100000000,0.375000000,-0.150000000,222,0.941441441,0.055359374,0.055549052,-0.000189677
exact,exact_2021,all,0.375000000,0.100000000,0.375000000,-0.150000000,130,0.884615385,0.077455799,0.077831605,-0.000375806
exact,exact_2022,all,0.375000000,0.100000000,0.375000000,-0.150000000,192,0.812500000,0.065656963,0.065962097,-0.000305134
exact,exact_2023,all,0.375000000,0.100000000,0.375000000,-0.150000000,169,0.958579882,0.068194652,0.069988823,-0.001794171
exact,exact_2024,all,0.375000000,0.100000000,0.375000000,-0.150000000,152,0.927631579,0.051006282,0.051635134,-0.000628852
random,random_0,all,0.375000000,0.100000000,0.375000000,-0.150000000,2644,0.695537065,0.072774410,0.073707950,-0.000933540
random,random_0,year2025,0.375000000,0.100000000,0.375000000,-0.150000000,756,0.940476190,0.051557574,0.052578401,-0.001020826
random,random_1,all,0.375000000,0.100000000,0.375000000,-0.150000000,2644,0.692133132,0.065692207,0.066781366,-0.001089158
random,random_1,year2025,0.375000000,0.100000000,0.375000000,-0.150000000,756,0.933862434,0.054482846,0.054706122,-0.000223276
random,random_2,all,0.375000000,0.100000000,0.375000000,-0.150000000,2644,0.669062027,0.067853718,0.068818046,-0.000964327
random,random_2,year2025,0.375000000,0.100000000,0.375000000,-0.150000000,756,0.927248677,0.075567348,0.076582328,-0.001014980
exact,exact_2019,all,0.375000000,0.100000000,0.375000000,-0.175000000,249,0.879518072,0.056336161,0.057507266,-0.001171105
exact,exact_2020,all,0.375000000,0.100000000,0.375000000,-0.175000000,222,0.941441441,0.055343103,0.055549052,-0.000205949
exact,exact_2021,all,0.375000000,0.100000000,0.375000000,-0.175000000,130,0.884615385,0.077451540,0.077831605,-0.000380064
exact,exact_2022,all,0.375000000,0.100000000,0.375000000,-0.175000000,192,0.812500000,0.065696285,0.065962097,-0.000265812
exact,exact_2023,all,0.375000000,0.100000000,0.375000000,-0.175000000,169,0.958579882,0.068135156,0.069988823,-0.001853667
exact,exact_2024,all,0.375000000,0.100000000,0.375000000,-0.175000000,152,0.927631579,0.050974658,0.051635134,-0.000660476
random,random_0,all,0.375000000,0.100000000,0.375000000,-0.175000000,2644,0.695537065,0.072757237,0.073707950,-0.000950713
random,random_0,year2025,0.375000000,0.100000000,0.375000000,-0.175000000,756,0.940476190,0.051545341,0.052578401,-0.001033060
random,random_1,all,0.375000000,0.100000000,0.375000000,-0.175000000,2644,0.692133132,0.065687036,0.066781366,-0.001094330
random,random_1,year2025,0.375000000,0.100000000,0.375000000,-0.175000000,756,0.933862434,0.054495545,0.054706122,-0.000210576
random,random_2,all,0.375000000,0.100000000,0.375000000,-0.175000000,2644,0.669062027,0.067841909,0.068818046,-0.000976137
random,random_2,year2025,0.375000000,0.100000000,0.375000000,-0.175000000,756,0.927248677,0.075556938,0.076582328,-0.001025389
exact,exact_2019,all,0.375000000,0.100000000,0.375000000,-0.200000000,249,0.879518072,0.056385158,0.057507266,-0.001122108
exact,exact_2020,all,0.375000000,0.100000000,0.375000000,-0.200000000,222,0.941441441,0.055328894,0.055549052,-0.000220157
exact,exact_2021,all,0.375000000,0.100000000,0.375000000,-0.200000000,130,0.884615385,0.077449197,0.077831605,-0.000382408
exact,exact_2022,all,0.375000000,0.100000000,0.375000000,-0.200000000,192,0.812500000,0.065738374,0.065962097,-0.000223722
exact,exact_2023,all,0.375000000,0.100000000,0.375000000,-0.200000000,169,0.958579882,0.068077002,0.069988823,-0.001911821
exact,exact_2024,all,0.375000000,0.100000000,0.375000000,-0.200000000,152,0.927631579,0.050944407,0.051635134,-0.000690727
random,random_0,all,0.375000000,0.100000000,0.375000000,-0.200000000,2644,0.695537065,0.072741893,0.073707950,-0.000966057
random,random_0,year2025,0.375000000,0.100000000,0.375000000,-0.200000000,756,0.940476190,0.051535717,0.052578401,-0.001042684
random,random_1,all,0.375000000,0.100000000,0.375000000,-0.200000000,2644,0.692133132,0.065683758,0.066781366,-0.001097608
random,random_1,year2025,0.375000000,0.100000000,0.375000000,-0.200000000,756,0.933862434,0.054510645,0.054706122,-0.000195476
random,random_2,all,0.375000000,0.100000000,0.375000000,-0.200000000,2644,0.669062027,0.067832156,0.068818046,-0.000985890
random,random_2,year2025,0.375000000,0.100000000,0.375000000,-0.200000000,756,0.927248677,0.075548481,0.076582328,-0.001033847
exact,exact_2019,all,0.375000000,0.100000000,0.400000000,-0.100000000,249,0.879518072,0.056217096,0.057507266,-0.001290170
exact,exact_2020,all,0.375000000,0.100000000,0.400000000,-0.100000000,222,0.941441441,0.055443795,0.055549052,-0.000105257
exact,exact_2021,all,0.375000000,0.100000000,0.400000000,-0.100000000,130,0.884615385,0.077481662,0.077831605,-0.000349943
exact,exact_2022,all,0.375000000,0.100000000,0.400000000,-0.100000000,192,0.812500000,0.065597908,0.065962097,-0.000364189
exact,exact_2023,all,0.375000000,0.100000000,0.400000000,-0.100000000,169,0.958579882,0.068276758,0.069988823,-0.001712065
exact,exact_2024,all,0.375000000,0.100000000,0.400000000,-0.100000000,152,0.927631579,0.051080486,0.051635134,-0.000554648
random,random_0,all,0.375000000,0.100000000,0.400000000,-0.100000000,2644,0.695537065,0.072826877,0.073707950,-0.000881072
random,random_0,year2025,0.375000000,0.100000000,0.400000000,-0.100000000,756,0.940476190,0.051577346,0.052578401,-0.001001055
random,random_1,all,0.375000000,0.100000000,0.400000000,-0.100000000,2644,0.692133132,0.065704879,0.066781366,-0.001076487
random,random_1,year2025,0.375000000,0.100000000,0.400000000,-0.100000000,756,0.933862434,0.054497329,0.054706122,-0.000208792
random,random_2,all,0.375000000,0.100000000,0.400000000,-0.100000000,2644,0.669062027,0.067897907,0.068818046,-0.000920139
random,random_2,year2025,0.375000000,0.100000000,0.400000000,-0.100000000,756,0.927248677,0.075589683,0.076582328,-0.000992645
exact,exact_2019,all,0.375000000,0.100000000,0.400000000,-0.125000000,249,0.879518072,0.056251508,0.057507266,-0.001255758
exact,exact_2020,all,0.375000000,0.100000000,0.400000000,-0.125000000,222,0.941441441,0.055423698,0.055549052,-0.000125353
exact,exact_2021,all,0.375000000,0.100000000,0.400000000,-0.125000000,130,0.884615385,0.077473987,0.077831605,-0.000357618
exact,exact_2022,all,0.375000000,0.100000000,0.400000000,-0.125000000,192,0.812500000,0.065631649,0.065962097,-0.000330448
exact,exact_2023,all,0.375000000,0.100000000,0.400000000,-0.125000000,169,0.958579882,0.068214926,0.069988823,-0.001773897
exact,exact_2024,all,0.375000000,0.100000000,0.400000000,-0.125000000,152,0.927631579,0.051046194,0.051635134,-0.000588940
random,random_0,all,0.375000000,0.100000000,0.400000000,-0.125000000,2644,0.695537065,0.072805974,0.073707950,-0.000901975
random,random_0,year2025,0.375000000,0.100000000,0.400000000,-0.125000000,756,0.940476190,0.051560005,0.052578401,-0.001018395
random,random_1,all,0.375000000,0.100000000,0.400000000,-0.125000000,2644,0.692133132,0.065695959,0.066781366,-0.001085407
random,random_1,year2025,0.375000000,0.100000000,0.400000000,-0.125000000,756,0.933862434,0.054505273,0.054706122,-0.000200848
random,random_2,all,0.375000000,0.100000000,0.400000000,-0.125000000,2644,0.669062027,0.067881978,0.068818046,-0.000936068
random,random_2,year2025,0.375000000,0.100000000,0.400000000,-0.125000000,756,0.927248677,0.075575442,0.076582328,-0.001006886
exact,exact_2019,all,0.375000000,0.100000000,0.400000000,-0.150000000,249,0.879518072,0.056290905,0.057507266,-0.001216361
exact,exact_2020,all,0.375000000,0.100000000,0.400000000,-0.150000000,222,0.941441441,0.055405658,0.055549052,-0.000143393
exact,exact_2021,all,0.375000000,0.100000000,0.400000000,-0.150000000,130,0.884615385,0.077468226,0.077831605,-0.000363379
exact,exact_2022,all,0.375000000,0.100000000,0.400000000,-0.150000000,192,0.812500000,0.065668166,0.065962097,-0.000293931
exact,exact_2023,all,0.375000000,0.100000000,0.400000000,-0.150000000,169,0.958579882,0.068154430,0.069988823,-0.001834393
exact,exact_2024,all,0.375000000,0.100000000,0.400000000,-0.150000000,152,0.927631579,0.051013269,0.051635134,-0.000621865
random,random_0,all,0.375000000,0.100000000,0.400000000,-0.150000000,2644,0.695537065,0.072786898,0.073707950,-0.000921052
random,random_0,year2025,0.375000000,0.100000000,0.400000000,-0.150000000,756,0.940476190,0.051545271,0.052578401,-0.001033130
random,random_1,all,0.375000000,0.100000000,0.400000000,-0.150000000,2644,0.692133132,0.065688931,0.066781366,-0.001092435
random,random_1,year2025,0.375000000,0.100000000,0.400000000,-0.150000000,756,0.933862434,0.054515619,0.054706122,-0.000190503
random,random_2,all,0.375000000,0.100000000,0.400000000,-0.150000000,2644,0.669062027,0.067868102,0.068818046,-0.000949944
random,random_2,year2025,0.375000000,0.100000000,0.400000000,-0.150000000,756,0.927248677,0.075563151,0.076582328,-0.001019177
exact,exact_2019,all,0.375000000,0.100000000,0.400000000,-0.175000000,249,0.879518072,0.056335278,0.057507266,-0.001171988
exact,exact_2020,all,0.375000000,0.100000000,0.400000000,-0.175000000,222,0.941441441,0.055389678,0.055549052,-0.000159374
exact,exact_2021,all,0.375000000,0.100000000,0.400000000,-0.175000000,130,0.884615385,0.077464379,0.077831605,-0.000367226
exact,exact_2022,all,0.375000000,0.100000000,0.400000000,-0.175000000,192,0.812500000,0.065707454,0.065962097,-0.000254643
exact,exact_2023,all,0.375000000,0.100000000,0.400000000,-0.175000000,169,0.958579882,0.068095273,0.069988823,-0.001893550
exact,exact_2024,all,0.375000000,0.100000000,0.400000000,-0.175000000,152,0.927631579,0.050981713,0.051635134,-0.000653421
random,random_0,all,0.375000000,0.100000000,0.400000000,-0.175000000,2644,0.695537065,0.072769648,0.073707950,-0.000938302
random,random_0,year2025,0.375000000,0.100000000,0.400000000,-0.175000000,756,0.940476190,0.051533145,0.052578401,-0.001045256
random,random_1,all,0.375000000,0.100000000,0.400000000,-0.175000000,2644,0.692133132,0.065683796,0.066781366,-0.001097570
random,random_1,year2025,0.375000000,0.100000000,0.400000000,-0.175000000,756,0.933862434,0.054528365,0.054706122,-0.000177756
random,random_2,all,0.375000000,0.100000000,0.400000000,-0.175000000,2644,0.669062027,0.067856282,0.068818046,-0.000961764
random,random_2,year2025,0.375000000,0.100000000,0.400000000,-0.175000000,756,0.927248677,0.075552811,0.076582328,-0.001029517
exact,exact_2019,all,0.375000000,0.100000000,0.400000000,-0.200000000,249,0.879518072,0.056384614,0.057507266,-0.001122652
exact,exact_2020,all,0.375000000,0.100000000,0.400000000,-0.200000000,222,0.941441441,0.055375758,0.055549052,-0.000173294
exact,exact_2021,all,0.375000000,0.100000000,0.400000000,-0.200000000,130,0.884615385,0.077462446,0.077831605,-0.000369158
exact,exact_2022,all,0.375000000,0.100000000,0.400000000,-0.200000000,192,0.812500000,0.065749509,0.065962097,-0.000212588
exact,exact_2023,all,0.375000000,0.100000000,0.400000000,-0.200000000,169,0.958579882,0.068037458,0.069988823,-0.001951365
exact,exact_2024,all,0.375000000,0.100000000,0.400000000,-0.200000000,152,0.927631579,0.050951528,0.051635134,-0.000683606
random,random_0,all,0.375000000,0.100000000,0.400000000,-0.200000000,2644,0.695537065,0.072754227,0.073707950,-0.000953722
random,random_0,year2025,0.375000000,0.100000000,0.400000000,-0.200000000,756,0.940476190,0.051523630,0.052578401,-0.001054771
random,random_1,all,0.375000000,0.100000000,0.400000000,-0.200000000,2644,0.692133132,0.065680555,0.066781366,-0.001100811
random,random_1,year2025,0.375000000,0.100000000,0.400000000,-0.200000000,756,0.933862434,0.054543510,0.054706122,-0.000162611
random,random_2,all,0.375000000,0.100000000,0.400000000,-0.200000000,2644,0.669062027,0.067846519,0.068818046,-0.000971527
random,random_2,year2025,0.375000000,0.100000000,0.400000000,-0.200000000,756,0.927248677,0.075544423,0.076582328,-0.001037905
exact,exact_2019,all,0.400000000,0.100000000,0.250000000,-0.100000000,249,0.879518072,0.056389997,0.057616276,-0.001226278
exact,exact_2020,all,0.400000000,0.100000000,0.250000000,-0.100000000,222,0.941441441,0.055283202,0.055644822,-0.000361620
exact,exact_2021,all,0.400000000,0.100000000,0.250000000,-0.100000000,130,0.884615385,0.077557973,0.077982380,-0.000424407
exact,exact_2022,all,0.400000000,0.100000000,0.250000000,-0.100000000,192,0.812500000,0.065532802,0.065906681,-0.000373878
exact,exact_2023,all,0.400000000,0.100000000,0.250000000,-0.100000000,169,0.958579882,0.068478872,0.069911932,-0.001433060
exact,exact_2024,all,0.400000000,0.100000000,0.250000000,-0.100000000,152,0.927631579,0.051175535,0.051745945,-0.000570410
random,random_0,all,0.400000000,0.100000000,0.250000000,-0.100000000,2644,0.695537065,0.072886367,0.073799577,-0.000913210
random,random_0,year2025,0.400000000,0.100000000,0.250000000,-0.100000000,756,0.940476190,0.051751797,0.052641732,-0.000889935
random,random_1,all,0.400000000,0.100000000,0.250000000,-0.100000000,2644,0.692133132,0.065863606,0.066870086,-0.001006480
random,random_1,year2025,0.400000000,0.100000000,0.250000000,-0.100000000,756,0.933862434,0.054323517,0.054679986,-0.000356469
random,random_2,all,0.400000000,0.100000000,0.250000000,-0.100000000,2644,0.669062027,0.068003946,0.068962963,-0.000959017
random,random_2,year2025,0.400000000,0.100000000,0.250000000,-0.100000000,756,0.927248677,0.075672231,0.076609967,-0.000937736
exact,exact_2019,all,0.400000000,0.100000000,0.250000000,-0.125000000,249,0.879518072,0.056421496,0.057616276,-0.001194780
exact,exact_2020,all,0.400000000,0.100000000,0.250000000,-0.125000000,222,0.941441441,0.055260276,0.055644822,-0.000384546
exact,exact_2021,all,0.400000000,0.100000000,0.250000000,-0.125000000,130,0.884615385,0.077547582,0.077982380,-0.000434798
exact,exact_2022,all,0.400000000,0.100000000,0.250000000,-0.125000000,192,0.812500000,0.065566416,0.065906681,-0.000340265
exact,exact_2023,all,0.400000000,0.100000000,0.250000000,-0.125000000,169,0.958579882,0.068414747,0.069911932,-0.001497185
exact,exact_2024,all,0.400000000,0.100000000,0.250000000,-0.125000000,152,0.927631579,0.051140569,0.051745945,-0.000605377
random,random_0,all,0.400000000,0.100000000,0.250000000,-0.125000000,2644,0.695537065,0.072865549,0.073799577,-0.000934028
random,random_0,year2025,0.400000000,0.100000000,0.250000000,-0.125000000,756,0.940476190,0.051733025,0.052641732,-0.000908707
random,random_1,all,0.400000000,0.100000000,0.250000000,-0.125000000,2644,0.692133132,0.065854117,0.066870086,-0.001015969
random,random_1,year2025,0.400000000,0.100000000,0.250000000,-0.125000000,756,0.933862434,0.054330500,0.054679986,-0.000349486
random,random_2,all,0.400000000,0.100000000,0.250000000,-0.125000000,2644,0.669062027,0.067987831,0.068962963,-0.000975132
random,random_2,year2025,0.400000000,0.100000000,0.250000000,-0.125000000,756,0.927248677,0.075657165,0.076609967,-0.000952801
exact,exact_2019,all,0.400000000,0.100000000,0.250000000,-0.150000000,249,0.879518072,0.056457969,0.057616276,-0.001158307
exact,exact_2020,all,0.400000000,0.100000000,0.250000000,-0.150000000,222,0.941441441,0.055239411,0.055644822,-0.000405411
exact,exact_2021,all,0.400000000,0.100000000,0.250000000,-0.150000000,130,0.884615385,0.077539103,0.077982380,-0.000443277
exact,exact_2022,all,0.400000000,0.100000000,0.250000000,-0.150000000,192,0.812500000,0.065602809,0.065906681,-0.000303872
exact,exact_2023,all,0.400000000,0.100000000,0.250000000,-0.150000000,169,0.958579882,0.068351949,0.069911932,-0.001559983
exact,exact_2024,all,0.400000000,0.100000000,0.250000000,-0.150000000,152,0.927631579,0.051106965,0.051745945,-0.000638980
random,random_0,all,0.400000000,0.100000000,0.250000000,-0.150000000,2644,0.695537065,0.072846556,0.073799577,-0.000953021
random,random_0,year2025,0.400000000,0.100000000,0.250000000,-0.150000000,756,0.940476190,0.051716850,0.052641732,-0.000924882
random,random_1,all,0.400000000,0.100000000,0.250000000,-0.150000000,2644,0.692133132,0.065846515,0.066870086,-0.001023571
random,random_1,year2025,0.400000000,0.100000000,0.250000000,-0.150000000,756,0.933862434,0.054339893,0.054679986,-0.000340093
random,random_2,all,0.400000000,0.100000000,0.250000000,-0.150000000,2644,0.669062027,0.067973767,0.068962963,-0.000989196
random,random_2,year2025,0.400000000,0.100000000,0.250000000,-0.150000000,756,0.927248677,0.075644048,0.076609967,-0.000965919
exact,exact_2019,all,0.400000000,0.100000000,0.250000000,-0.175000000,249,0.879518072,0.056499406,0.057616276,-0.001116870
exact,exact_2020,all,0.400000000,0.100000000,0.250000000,-0.175000000,222,0.941441441,0.055220609,0.055644822,-0.000424213
exact,exact_2021,all,0.400000000,0.100000000,0.250000000,-0.175000000,130,0.884615385,0.077532535,0.077982380,-0.000449845
exact,exact_2022,all,0.400000000,0.100000000,0.250000000,-0.175000000,192,0.812500000,0.065641975,0.065906681,-0.000264706
exact,exact_2023,all,0.400000000,0.100000000,0.250000000,-0.175000000,169,0.958579882,0.068290482,0.069911932,-0.001621450
exact,exact_2024,all,0.400000000,0.100000000,0.250000000,-0.175000000,152,0.927631579,0.051074727,0.051745945,-0.000671218
random,random_0,all,0.400000000,0.100000000,0.250000000,-0.175000000,2644,0.695537065,0.072829388,0.073799577,-0.000970189
random,random_0,year2025,0.400000000,0.100000000,0.250000000,-0.175000000,756,0.940476190,0.051703274,0.052641732,-0.000938458
random,random_1,all,0.400000000,0.100000000,0.250000000,-0.175000000,2644,0.692133132,0.065840802,0.066870086,-0.001029284
random,random_1,year2025,0.400000000,0.100000000,0.250000000,-0.175000000,756,0.933862434,0.054351695,0.054679986,-0.000328291
random,random_2,all,0.400000000,0.100000000,0.250000000,-0.175000000,2644,0.669062027,0.067961756,0.068962963,-0.001001207
random,random_2,year2025,0.400000000,0.100000000,0.250000000,-0.175000000,756,0.927248677,0.075632879,0.076609967,-0.000977088
exact,exact_2019,all,0.400000000,0.100000000,0.250000000,-0.200000000,249,0.879518072,0.056545797,0.057616276,-0.001070479
exact,exact_2020,all,0.400000000,0.100000000,0.250000000,-0.200000000,222,0.941441441,0.055203873,0.055644822,-0.000440949
exact,exact_2021,all,0.400000000,0.100000000,0.250000000,-0.200000000,130,0.884615385,0.077527880,0.077982380,-0.000454500
exact,exact_2022,all,0.400000000,0.100000000,0.250000000,-0.200000000,192,0.812500000,0.065683911,0.065906681,-0.000222770
exact,exact_2023,all,0.400000000,0.100000000,0.250000000,-0.200000000,169,0.958579882,0.068230350,0.069911932,-0.001681582
exact,exact_2024,all,0.400000000,0.100000000,0.250000000,-0.200000000,152,0.927631579,0.051043857,0.051745945,-0.000702088
random,random_0,all,0.400000000,0.100000000,0.250000000,-0.200000000,2644,0.695537065,0.072814048,0.073799577,-0.000985529
random,random_0,year2025,0.400000000,0.100000000,0.250000000,-0.200000000,756,0.940476190,0.051692300,0.052641732,-0.000949432
random,random_1,all,0.400000000,0.100000000,0.250000000,-0.200000000,2644,0.692133132,0.065836978,0.066870086,-0.001033108
random,random_1,year2025,0.400000000,0.100000000,0.250000000,-0.200000000,756,0.933862434,0.054365903,0.054679986,-0.000314083
random,random_2,all,0.400000000,0.100000000,0.250000000,-0.200000000,2644,0.669062027,0.067951797,0.068962963,-0.001011166
random,random_2,year2025,0.400000000,0.100000000,0.250000000,-0.200000000,756,0.927248677,0.075623659,0.076609967,-0.000986308
exact,exact_2019,all,0.400000000,0.100000000,0.275000000,-0.100000000,249,0.879518072,0.056357696,0.057616276,-0.001258580
exact,exact_2020,all,0.400000000,0.100000000,0.275000000,-0.100000000,222,0.941441441,0.055309114,0.055644822,-0.000335709
exact,exact_2021,all,0.400000000,0.100000000,0.275000000,-0.100000000,130,0.884615385,0.077563877,0.077982380,-0.000418503
exact,exact_2022,all,0.400000000,0.100000000,0.275000000,-0.100000000,192,0.812500000,0.065525786,0.065906681,-0.000380895
exact,exact_2023,all,0.400000000,0.100000000,0.275000000,-0.100000000,169,0.958579882,0.068425560,0.069911932,-0.001486371
exact,exact_2024,all,0.400000000,0.100000000,0.275000000,-0.100000000,152,0.927631579,0.051171539,0.051745945,-0.000574407
random,random_0,all,0.400000000,0.100000000,0.275000000,-0.100000000,2644,0.695537065,0.072880775,0.073799577,-0.000918803
random,random_0,year2025,0.400000000,0.100000000,0.275000000,-0.100000000,756,0.940476190,0.051719897,0.052641732,-0.000921835
random,random_1,all,0.400000000,0.100000000,0.275000000,-0.100000000,2644,0.692133132,0.065840591,0.066870086,-0.001029495
random,random_1,year2025,0.400000000,0.100000000,0.275000000,-0.100000000,756,0.933862434,0.054337062,0.054679986,-0.000342924
random,random_2,all,0.400000000,0.100000000,0.275000000,-0.100000000,2644,0.669062027,0.067996549,0.068962963,-0.000966414
random,random_2,year2025,0.400000000,0.100000000,0.275000000,-0.100000000,756,0.927248677,0.075655351,0.076609967,-0.000954616
exact,exact_2019,all,0.400000000,0.100000000,0.275000000,-0.125000000,249,0.879518072,0.056389550,0.057616276,-0.001226725
exact,exact_2020,all,0.400000000,0.100000000,0.275000000,-0.125000000,222,0.941441441,0.055286476,0.055644822,-0.000358346
exact,exact_2021,all,0.400000000,0.100000000,0.275000000,-0.125000000,130,0.884615385,0.077553897,0.077982380,-0.000428483
exact,exact_2022,all,0.400000000,0.100000000,0.275000000,-0.125000000,192,0.812500000,0.065559376,0.065906681,-0.000347305
exact,exact_2023,all,0.400000000,0.100000000,0.275000000,-0.125000000,169,0.958579882,0.068361757,0.069911932,-0.001550174
exact,exact_2024,all,0.400000000,0.100000000,0.275000000,-0.125000000,152,0.927631579,0.051136632,0.051745945,-0.000609313
random,random_0,all,0.400000000,0.100000000,0.275000000,-0.125000000,2644,0.695537065,0.072859876,0.073799577,-0.000939702
random,random_0,year2025,0.400000000,0.100000000,0.275000000,-0.125000000,756,0.940476190,0.051701224,0.052641732,-0.000940508
random,random_1,all,0.400000000,0.100000000,0.275000000,-0.125000000,2644,0.692133132,0.065831135,0.066870086,-0.001038951
random,random_1,year2025,0.400000000,0.100000000,0.275000000,-0.125000000,756,0.933862434,0.054344097,0.054679986,-0.000335889
random,random_2,all,0.400000000,0.100000000,0.275000000,-0.125000000,2644,0.669062027,0.067980420,0.068962963,-0.000982543
random,random_2,year2025,0.400000000,0.100000000,0.275000000,-0.125000000,756,0.927248677,0.075640352,0.076609967,-0.000969615
exact,exact_2019,all,0.400000000,0.100000000,0.275000000,-0.150000000,249,0.879518072,0.056426382,0.057616276,-0.001189894
exact,exact_2020,all,0.400000000,0.100000000,0.275000000,-0.150000000,222,0.941441441,0.055265898,0.055644822,-0.000378924
exact,exact_2021,all,0.400000000,0.100000000,0.275000000,-0.150000000,130,0.884615385,0.077545828,0.077982380,-0.000436551
exact,exact_2022,all,0.400000000,0.100000000,0.275000000,-0.150000000,192,0.812500000,0.065595744,0.065906681,-0.000310937
exact,exact_2023,all,0.400000000,0.100000000,0.275000000,-0.150000000,169,0.958579882,0.068299283,0.069911932,-0.001612649
exact,exact_2024,all,0.400000000,0.100000000,0.275000000,-0.150000000,152,0.927631579,0.051103089,0.051745945,-0.000642857
random,random_0,all,0.400000000,0.100000000,0.275000000,-0.150000000,2644,0.695537065,0.072840801,0.073799577,-0.000958776
random,random_0,year2025,0.400000000,0.100000000,0.275000000,-0.150000000,756,0.940476190,0.051685150,0.052641732,-0.000956582
random,random_1,all,0.400000000,0.100000000,0.275000000,-0.150000000,2644,0.692133132,0.065823568,0.066870086,-0.001046518
random,random_1,year2025,0.400000000,0.100000000,0.275000000,-0.150000000,756,0.933862434,0.054353543,0.054679986,-0.000326443
random,random_2,all,0.400000000,0.100000000,0.275000000,-0.150000000,2644,0.669062027,0.067966342,0.068962963,-0.000996621
random,random_2,year2025,0.400000000,0.100000000,0.275000000,-0.150000000,756,0.927248677,0.075627301,0.076609967,-0.000982666
exact,exact_2019,all,0.400000000,0.100000000,0.275000000,-0.175000000,249,0.879518072,0.056468180,0.057616276,-0.001148096
exact,exact_2020,all,0.400000000,0.100000000,0.275000000,-0.175000000,222,0.941441441,0.055247383,0.055644822,-0.000397439
exact,exact_2021,all,0.400000000,0.100000000,0.275000000,-0.175000000,130,0.884615385,0.077539672,0.077982380,-0.000442708
exact,exact_2022,all,0.400000000,0.100000000,0.275000000,-0.175000000,192,0.812500000,0.065634887,0.065906681,-0.000271794
exact,exact_2023,all,0.400000000,0.100000000,0.275000000,-0.175000000,169,0.958579882,0.068238142,0.069911932,-0.001673790
exact,exact_2024,all,0.400000000,0.100000000,0.275000000,-0.175000000,152,0.927631579,0.051070911,0.051745945,-0.000675034
random,random_0,all,0.400000000,0.100000000,0.275000000,-0.175000000,2644,0.695537065,0.072823553,0.073799577,-0.000976025
random,random_0,year2025,0.400000000,0.100000000,0.275000000,-0.175000000,756,0.940476190,0.051671676,0.052641732,-0.000970056
random,random_1,all,0.400000000,0.100000000,0.275000000,-0.175000000,2644,0.692133132,0.065817890,0.066870086,-0.001052196
random,random_1,year2025,0.400000000,0.100000000,0.275000000,-0.175000000,756,0.933862434,0.054365396,0.054679986,-0.000314590
random,random_2,all,0.400000000,0.100000000,0.275000000,-0.175000000,2644,0.669062027,0.067954317,0.068962963,-0.001008646
random,random_2,year2025,0.400000000,0.100000000,0.275000000,-0.175000000,756,0.927248677,0.075616199,0.076609967,-0.000993767
exact,exact_2019,all,0.400000000,0.100000000,0.275000000,-0.200000000,249,0.879518072,0.056514933,0.057616276,-0.001101342
exact,exact_2020,all,0.400000000,0.100000000,0.275000000,-0.200000000,222,0.941441441,0.055230933,0.055644822,-0.000413889
exact,exact_2021,all,0.400000000,0.100000000,0.275000000,-0.200000000,130,0.884615385,0.077535427,0.077982380,-0.000446952
