group,min_n,shrink,clip,stat,prior,exact_rmse_pooled,exact_baseline_rmse_pooled,exact_delta_rmse_pooled,exact_coverage_weighted,exact_improved_runs,exact_runs,random_rmse_pooled,random_baseline_rmse_pooled,random_delta_rmse_pooled,random_coverage_weighted,random_improved_runs,random_runs,random2025_rmse_pooled,random2025_baseline_rmse_pooled,random2025_delta_rmse_pooled,random2025_coverage_weighted,random2025_improved_runs,random2025_runs,worst_delta,mean_delta,all_three_improve
aoi,5,0.1,0.04,median,zero,0.06252208966503778,0.06260634739886303,-8.425773382525481e-05,1.0,6,6,0.06944251755378922,0.06944909527214516,-6.5777183559379004e-06,1.0,2,3,0.062435037207074814,0.062438112899989955,-3.075692915140149e-06,1.0,1,3,-3.075692915140149e-06,-3.1303715032110956e-05,True
aoi_bin32,20,0.1,0.01,mean,zero,0.06260634739886303,0.06260634739886303,0.0,0.0,0,6,0.06944537688170918,0.06944909527214516,-3.718390435974994e-06,0.6767523953605648,1,3,0.062421529283039234,0.062438112899989955,-1.6583616950720248e-05,0.2138447971781305,2,3,0.0,-6.767335795565081e-06,False
aoi_bin32,20,0.1,0.02,mean,zero,0.06260634739886303,0.06260634739886303,0.0,0.0,0,6,0.06944537688170918,0.06944909527214516,-3.718390435974994e-06,0.6767523953605648,1,3,0.062421529283039234,0.062438112899989955,-1.6583616950720248e-05,0.2138447971781305,2,3,0.0,-6.767335795565081e-06,False
aoi_bin32,20,0.1,0.03,mean,zero,0.06260634739886303,0.06260634739886303,0.0,0.0,0,6,0.06944537688170918,0.06944909527214516,-3.718390435974994e-06,0.6767523953605648,1,3,0.062421529283039234,0.062438112899989955,-1.6583616950720248e-05,0.2138447971781305,2,3,0.0,-6.767335795565081e-06,False
aoi_bin32,20,0.1,0.04,mean,zero,0.06260634739886303,0.06260634739886303,0.0,0.0,0,6,0.06944537688170918,0.06944909527214516,-3.718390435974994e-06,0.6767523953605648,1,3,0.062421529283039234,0.062438112899989955,-1.6583616950720248e-05,0.2138447971781305,2,3,0.0,-6.767335795565081e-06,False
aoi_year,30,0.1,0.01,median,zero,0.06260634739886303,0.06260634739886303,0.0,0.0,0,6,0.06944909527214516,0.06944909527214516,0.0,0.0,0,3,0.062438112899989955,0.062438112899989955,0.0,0.0,0,3,0.0,0.0,False
aoi_year,30,0.1,0.01,median,global,0.06260634739886303,0.06260634739886303,0.0,0.0,0,6,0.06944909527214516,0.06944909527214516,0.0,0.0,0,3,0.062438112899989955,0.062438112899989955,0.0,0.0,0,3,0.0,0.0,False
aoi_year,30,0.1,0.02,median,zero,0.06260634739886303,0.06260634739886303,0.0,0.0,0,6,0.06944909527214516,0.06944909527214516,0.0,0.0,0,3,0.062438112899989955,0.062438112899989955,0.0,0.0,0,3,0.0,0.0,False
aoi_year,30,0.1,0.02,median,global,0.06260634739886303,0.06260634739886303,0.0,0.0,0,6,0.06944909527214516,0.06944909527214516,0.0,0.0,0,3,0.062438112899989955,0.062438112899989955,0.0,0.0,0,3,0.0,0.0,False
aoi_year,30,0.1,0.03,median,zero,0.06260634739886303,0.06260634739886303,0.0,0.0,0,6,0.06944909527214516,0.06944909527214516,0.0,0.0,0,3,0.062438112899989955,0.062438112899989955,0.0,0.0,0,3,0.0,0.0,False
