radius,method,policy,pred,pooled_rmse,min_seed_rmse,max_seed_rmse
8,mean,dist503,route_plus_direct_0,0.06679900527076917,0.06300136497280864,0.07041401800425519
16,mean,dist503,bucket_0_0,0.06679900527076917,0.06300136497280864,0.07041401800425519
8,median,dist503,bucket_0_0,0.06679900527076917,0.06300136497280864,0.07041401800425519
2,mean,dist503,route_plus_direct_0,0.06679900527076917,0.06300136497280864,0.07041401800425519
2,median,dist503,bucket_0_0,0.06679900527076917,0.06300136497280864,0.07041401800425519
4,mean,dist503,route_plus_direct_0,0.06679900527076917,0.06300136497280864,0.07041401800425519
1,mean,dist503,route_plus_direct_0,0.06679900527076917,0.06300136497280864,0.07041401800425519
4,mean,dist502,bucket_0.005_0,0.06679906128192858,0.06300606662264349,0.07041140320665108
4,mean,dist502,route_plus_direct_0.015,0.06679922140543976,0.06302327396791892,0.07038492891418618
8,mean,override5525,bucket_0.005_0.03,0.06679934172356783,0.06307808449294618,0.07038612796134931
8,mean,override6035,route_plus_direct_-0.01,0.06679940884264775,0.06305090208069736,0.070422827201622
1,median,dist503,bucket_0.01_0.005,0.0667994207851993,0.0630427313107083,0.07040676861093666
1,mean,dist503,bucket_0.01_0.005,0.0667994207851993,0.0630427313107083,0.07040676861093666
16,median,override5525,bucket_0.005_0.01,0.0667997102918686,0.06306019159560494,0.07040008882000696
2,median,dist502,bucket_0.005_0,0.0667998449210403,0.06300305885266314,0.07040838619595578
2,mean,dist502,bucket_0.005_0,0.06680003032625038,0.06300230889482462,0.07040746129156639
8,mean,override5525,bucket_0.01_0.005,0.06680013395612985,0.06306149557615301,0.07040011459031671
4,median,dist502,bucket_0.01_0.005,0.06680021290446614,0.06302810114707076,0.07040302413111502
2,median,dist502,route_plus_direct_0.015,0.06680023289500393,0.0630098498349201,0.07040268049663809
4,median,dist502,bucket_0.005_0,0.06680030063589378,0.0630133782619166,0.07041346377928286
1,mean,dist503,bucket_0_0.01,0.06680040054960437,0.06302096415844957,0.07041049138766708
1,median,dist503,bucket_0_0.01,0.06680040054960437,0.06302096415844957,0.07041049138766708
1,mean,dist503,bucket_0.01_0,0.06680053667528414,0.06303490213749766,0.07041004970778758
1,median,dist503,bucket_0.01_0,0.06680053667528414,0.06303490213749766,0.07041004970778758
4,mean,dist503,bucket_0.01_0.005,0.06680053999883062,0.06301693978823365,0.07040127678704243
16,mean,override5525,bucket_0.005_0.02,0.06680056923946515,0.06306858466273105,0.07039599080562567
2,median,dist503,bucket_0.01_0.005,0.06680070334100764,0.06300821224570673,0.07040314730622918
4,median,override5525,route_plus_direct_0.015,0.0668007825447102,0.06309810324002181,0.07037623953311782
8,median,override6035,bucket_0.005_0.03,0.06680081345762438,0.0630826635354175,0.07039052630029471
16,mean,override6035,bucket_0.01_0.02,0.06680113330561725,0.06307079367066731,0.07040626516620374
8,median,dist503,bucket_0.005_0.005,0.06680128611054895,0.06301074457239607,0.07041139845555544
8,median,dist503,route_plus_direct_0.005,0.06680128611054895,0.06301074457239607,0.07041139845555544
16,mean,dist502,bucket_0.005_0.01,0.06680135363461111,0.0630087782573343,0.07041201776878554
2,mean,dist503,bucket_0.01_0.005,0.06680146697430422,0.06300682236591636,0.0704021145606273
2,mean,dist502,route_plus_direct_0.015,0.0668015692721573,0.06300740691115572,0.07040227083281156
1,mean,override5525,bucket_0_0.02,0.06680162936633752,0.06309625002704282,0.07039723620653271
1,median,override5525,bucket_0_0.02,0.06680162936633752,0.06309625002704282,0.07039723620653271
8,mean,dist502,bucket_0_0.03,0.0668016599416583,0.06302422407532815,0.07039911836697235
4,median,dist503,bucket_0.01_0.03,0.06680189296693306,0.06304478310841986,0.07036214210371822
1,median,dist503,bucket_0.01_0.01,0.06680193192213321,0.06305449089880477,0.0704065228924301
1,mean,dist503,bucket_0.01_0.01,0.06680193192213321,0.06305449089880477,0.0704065228924301
1,median,dist503,route_plus_direct_0.01,0.06680193192213321,0.06305449089880477,0.0704065228924301
1,mean,dist503,route_plus_direct_0.01,0.06680193192213321,0.06305449089880477,0.0704065228924301
4,mean,override5525,bucket_0.01_0,0.06680200228970022,0.06306955729586353,0.07039980843643452
16,mean,dist502,route_plus_direct_0.005,0.06680215648451912,0.06300709449391027,0.0704155186395581
16,mean,dist502,bucket_0.005_0.005,0.06680215648451912,0.06300709449391027,0.0704155186395581
16,mean,dist503,bucket_0_0.02,0.06680217397872018,0.06301420048600985,0.07040618803963782
16,median,override5525,bucket_0.005_0,0.06680228942238359,0.0630610399608812,0.07040877447806507
2,median,override6035,route_plus_direct_0.02,0.06680241487247845,0.06306712286908045,0.07040298844370772
2,median,override6035,bucket_0.02_0.02,0.06680241487247845,0.06306712286908045,0.07040298844370772
8,mean,dist502,bucket_0.005_0,0.06680248098616229,0.06300499461867838,0.07041660191450076
4,mean,override6035,bucket_0_0.05,0.06680256469511266,0.06307730387783397,0.07035092138220193
2,mean,override6035,bucket_0.02_0.02,0.06680270297722665,0.06306213495725799,0.0704007766768387
2,mean,override6035,route_plus_direct_0.02,0.06680270297722665,0.06306213495725799,0.0704007766768387
4,mean,dist503,route_plus_direct_0.015,0.06680282061114705,0.06302825017326484,0.07038707502774781
8,median,dist502,bucket_0.005_0.02,0.06680292138736516,0.06302152504130017,0.07040137820571443
4,mean,dist503,bucket_0.005_0,0.06680313314688957,0.06301215947523998,0.07041350946678426
16,median,dist502,route_plus_direct_-0.01,0.06680347645294575,0.06299897739526149,0.07042513461255703
8,median,override5525,bucket_0.01_0.01,0.06680365358824383,0.06307375362265935,0.07040034238343634
8,median,override5525,route_plus_direct_0.01,0.06680365358824383,0.06307375362265935,0.07040034238343634
8,mean,dist502,bucket_0.01_0.01,0.06680370687895508,0.06301410492015132,0.07041036492475021
8,mean,dist502,route_plus_direct_0.01,0.06680370687895508,0.06301410492015132,0.07041036492475021
2,median,dist503,route_plus_direct_0.015,0.06680376116022062,0.06301462928876335,0.07040452456863844
2,median,dist503,bucket_0.005_0,0.06680391673823653,0.06300915199610467,0.07041049254633985
4,mean,override6035,bucket_0.02_0.03,0.06680408508108886,0.06309231691136236,0.07036588719487173
2,mean,dist503,bucket_0.005_0,0.06680410213214587,0.06300840211078983,0.07040956766961962
4,median,dist503,bucket_0.01_0.005,0.06680413551287949,0.0630337640668374,0.07040516723125659
2,mean,override5525,bucket_0.01_0,0.06680429076830353,0.0630618680721838,0.07039348085287175
4,median,dist503,bucket_0.005_0,0.06680437242531356,0.0630194704076087,0.07041556997778049
8,median,dist502,bucket_0.005_0,0.06680442021316446,0.06300966714846953,0.07041902581314602
2,median,override5525,bucket_0.01_0,0.06680459256635746,0.06306417875262281,0.07039625221302719
8,mean,dist503,bucket_0_0.03,0.06680465415561165,0.06302772492688315,0.0704013627854373
16,mean,dist503,bucket_0.005_0.01,0.06680504609299906,0.06301393039162219,0.07041421410731918
4,mean,override6035,bucket_0.02_0.01,0.06680508670708799,0.06308710848375682,0.07039284994648555
1,mean,override5525,bucket_0.01_0.02,0.06680512094892448,0.06312829232913185,0.07039608497448832
1,median,override5525,bucket_0.01_0.02,0.06680512094892448,0.06312829232913185,0.07039608497448832
2,mean,dist503,route_plus_direct_0.015,0.06680512527627962,0.06301226024204916,0.07040411726964266
16,mean,override6035,bucket_0.005_0.03,0.06680526725110174,0.06308029442822688,0.07040365442471454
16,median,override6035,bucket_0.01_0.005,0.06680553175858452,0.0630668248622479,0.07041913565466318
4,median,override5525,bucket_0.01_0,0.06680561472627211,0.0630853257089178,0.07040553387896732
8,mean,dist502,bucket_0.01_0.02,0.06680594892223038,0.06302375451367453,0.07040610062523515
16,mean,dist503,bucket_0.005_0.005,0.06680603767503268,0.06301271478714782,0.07041767010345155
16,mean,dist503,route_plus_direct_0.005,0.06680603767503268,0.06301271478714782,0.07041767010345155
8,median,override5525,bucket_0.01_0.005,0.0668063019499268,0.0630736152231911,0.07040633419554568
8,median,dist503,bucket_0.005_0.02,0.06680635494514219,0.06302577793836196,0.07040375022712549
16,median,override6035,bucket_0.01_0.01,0.06680636320297202,0.06306876507913102,0.07041657411130639
16,median,override6035,route_plus_direct_0.01,0.06680636320297202,0.06306876507913102,0.07041657411130639
16,mean,dist502,bucket_0.005_0,0.06680652505821287,0.06300939260091341,0.07042201703746692
8,mean,dist503,bucket_0.005_0,0.06680655264269202,0.0630110875749322,0.0704187080191379
16,median,dist502,bucket_0_0.02,0.0668070570047833,0.0630140037641515,0.07040759937045396
1,median,override6035,bucket_0.02_0.005,0.06680720458109857,0.06313302065240804,0.07041185893086185
1,mean,override6035,bucket_0.02_0.005,0.06680720458109857,0.06313302065240804,0.07041185893086185
8,mean,dist503,bucket_0.01_0.01,0.06680741274378008,0.0630193169044578,0.07041251852004544
8,mean,dist503,route_plus_direct_0.01,0.06680741274378008,0.0630193169044578,0.07041251852004544
4,mean,override6035,bucket_0.005_0.05,0.06680743063395941,0.06308783684705503,0.0703512702223226
4,median,dist502,route_plus_direct_0.015,0.06680782402437185,0.06305388520994624,0.0703911339673154
16,median,dist503,route_plus_direct_-0.01,0.06680787459934763,0.06300604978169215,0.07042701083922732
1,mean,override6035,bucket_0.02_0,0.06680834767806779,0.06312519836841932,0.07041513949682573
1,median,override6035,bucket_0.02_0,0.06680834767806779,0.06312519836841932,0.07041513949682573
8,mean,dist502,bucket_0.01_0.005,0.06680838305341832,0.06301583560890424,0.070417318068184
16,median,dist502,route_plus_direct_0.005,0.06680839759211574,0.0630125231704122,0.07042099450187222
16,median,dist502,bucket_0.005_0.005,0.06680839759211574,0.0630125231704122,0.07042099450187222
8,median,dist503,bucket_0.005_0,0.06680849175150762,0.06301575965293925,0.07042113184529093
8,median,override5525,bucket_0_0.03,0.06680853525331802,0.06308725835942555,0.07038848373701763
8,mean,override5525,bucket_0.01_0,0.06680876457883039,0.06306791152287866,0.07041013046852894
16,median,override6035,bucket_0.01_0,0.06680892082917828,0.06306955438714422,0.07042519687485356
1,mean,dist502,bucket_0.005_0.02,0.06680895197401343,0.06306329536683335,0.07041058251522661
1,median,dist502,bucket_0.005_0.02,0.06680895197401343,0.06306329536683335,0.07041058251522661
8,mean,dist502,bucket_0.005_0.03,0.06680920701368553,0.06303394315157437,0.07040380937440818
8,mean,dist503,bucket_0.01_0.02,0.06680929552150659,0.06302810227809827,0.07040830027667289
16,median,dist502,bucket_0.005_0.01,0.06680931826365329,0.06301487079793561,0.07041816519189278
16,median,override6035,bucket_0_0.03,0.06680940749068438,0.06307618390061469,0.07040193638432257
1,mean,override6035,bucket_0.02_0.01,0.06680968819324308,0.06314476790309492,0.07041161358211882
1,median,override6035,bucket_0.02_0.01,0.06680968819324308,0.06314476790309492,0.07041161358211882
1,mean,override5525,route_plus_direct_0.015,0.06681030741638182,0.06313812437142774,0.07040179305708685
1,median,override5525,route_plus_direct_0.015,0.06681030741638182,0.06313812437142774,0.07040179305708685
4,mean,dist502,bucket_0.01_0,0.06681033991329725,0.06302434927407358,0.07041734176177407
16,mean,dist502,bucket_0.005_0.02,0.06681044504942073,0.06302408936417384,0.07041401001422108
16,median,dist503,bucket_0_0.02,0.06681049229121214,0.06301819309274351,0.07041015020656705
16,mean,dist503,bucket_0.005_0,0.0668105964682836,0.06301548513192712,0.07042412298015932
16,mean,override5525,bucket_0_0.03,0.06681096866437995,0.0630850616102289,0.07039901023051941
2,mean,override6035,bucket_0.02_0.01,0.06681110314785563,0.06306968468834481,0.07040102748154993
16,mean,override5525,bucket_0.01_0.01,0.06681120189646376,0.0630751349476086,0.07041110654518665
16,mean,override5525,route_plus_direct_0.01,0.06681120189646376,0.0630751349476086,0.07041110654518665
1,mean,override6035,bucket_0.005_0.03,0.06681126701049832,0.06314066886948176,0.07040686450470382
1,median,override6035,bucket_0.005_0.03,0.06681126701049832,0.06314066886948176,0.07040686450470382
1,mean,override6035,route_plus_direct_-0.01,0.06681139805421316,0.06302095561452242,0.07043527698237902
1,median,override6035,route_plus_direct_-0.01,0.06681139805421316,0.06302095561452242,0.07043527698237902
4,median,dist503,route_plus_direct_0.015,0.06681145173004731,0.06305870252510375,0.07039334919943357
16,mean,dist502,route_plus_direct_-0.01,0.06681151460384913,0.06300490712652271,0.07043216130559593
4,median,override6035,route_plus_direct_0.02,0.06681163413101038,0.06312524159945876,0.07038458340588545
4,median,override6035,bucket_0.02_0.02,0.06681163413101038,0.06312524159945876,0.07038458340588545
8,median,override5525,bucket_0.01_0.02,0.06681169567186641,0.06308905020840914,0.07039913291251013
16,median,dist502,bucket_0.005_0,0.06681169673064499,0.0630148452856877,0.0704273261263398
2,median,override6035,bucket_0.02_0.03,0.06681190792724583,0.06308034229256289,0.07041685380553078
8,median,dist502,route_plus_direct_0.01,0.06681201366534388,0.06302814081686134,0.07041709211897092
8,median,dist502,bucket_0.01_0.01,0.06681201366534388,0.06302814081686134,0.07041709211897092
2,median,override6035,bucket_0.02_0.01,0.06681211551210806,0.06307532689859875,0.07040584540741453
16,mean,override5525,bucket_0.01_0.005,0.06681212493153757,0.06307382393333492,0.07041445193417063
8,mean,dist503,bucket_0.005_0.03,0.06681220088941402,0.06303744346337012,0.07040605364333223
8,mean,dist503,bucket_0.01_0.005,0.06681227068416314,0.06302148541653983,0.07041944797374906
16,median,dist503,route_plus_direct_0.005,0.06681230774663224,0.06301813288897058,0.07042321343141489
16,median,dist503,bucket_0.005_0.005,0.06681230774663224,0.06301813288897058,0.07042321343141489
8,median,override6035,route_plus_direct_0.015,0.0668123881973928,0.06309037198351641,0.07041315585404483
1,median,dist502,bucket_0_0.02,0.06681258605697842,0.06305101178321863,0.07041661181676692
1,mean,dist502,bucket_0_0.02,0.06681258605697842,0.06305101178321863,0.07041661181676692
1,median,dist503,bucket_0.005_0.02,0.0668126681617497,0.06306856637956171,0.0704130762467598
1,mean,dist503,bucket_0.005_0.02,0.0668126681617497,0.06306856637956171,0.0704130762467598
2,mean,override6035,bucket_0.02_0.03,0.06681300247465717,0.0630754118540189,0.07041713625052873
16,median,dist503,bucket_0.005_0.01,0.06681306863959034,0.06302000235510208,0.07042049593010355
2,mean,dist502,bucket_0.01_0,0.066813255514234,0.06301754032938257,0.07041051566126054
8,median,override5525,bucket_0.01_0,0.06681339617152621,0.06307848386064482,0.07041591635286679
2,median,dist502,bucket_0.01_0,0.0668134509201274,0.06301963208274755,0.0704129212099519
4,median,dist502,bucket_0.01_0,0.06681366905598853,0.0630399273380337,0.07042220326404637
16,mean,dist503,bucket_0.005_0.02,0.0668137646265108,0.06302831776960363,0.0704162941391683
2,median,override6035,bucket_0_0.05,0.06681389935832556,0.06308861523108016,0.07045511615225998
8,median,override5525,route_plus_direct_-0.01,0.06681390232192598,0.06306164060986233,0.07042604762614797
1,mean,override6035,bucket_0_0.03,0.06681397694273081,0.06312842459406545,0.07041165009496787
1,median,override6035,bucket_0_0.03,0.06681397694273081,0.06312842459406545,0.07041165009496787
16,median,override5525,bucket_0.005_0.02,0.06681401412842644,0.06307802290402087,0.0704054076373924
1,mean,dist502,bucket_0.01_0.02,0.06681411715021669,0.06308452255454139,0.07041264366648067
1,median,dist502,bucket_0.01_0.02,0.06681411715021669,0.06308452255454139,0.07041264366648067
4,mean,dist503,bucket_0.01_0,0.06681441109090556,0.06303044035937322,0.07041944784428385
8,median,dist502,bucket_0.01_0.005,0.06681461113379111,0.06302768080055773,0.07042329976041428
8,mean,override5525,bucket_0.01_0.03,0.06681496198710009,0.06309496059817876,0.07039822992674319
4,mean,override6035,bucket_0.02_0.005,0.06681499527620521,0.06309624338360781,0.0704077197152554
8,median,dist503,bucket_0.01_0.01,0.06681576290956534,0.06303330365092462,0.07041933247913039
8,median,dist503,route_plus_direct_0.01,0.06681576290956534,0.06303330365092462,0.07041933247913039
16,median,dist503,bucket_0.005_0,0.06681576782558055,0.06302093728956466,0.0704294319102827
16,mean,dist503,route_plus_direct_-0.01,0.06681597175521733,0.06301195836012338,0.07043417462885213
4,mean,override5525,route_plus_direct_0.02,0.06681617723905085,0.06309935359376728,0.07038025072235447
4,mean,override5525,bucket_0.02_0.02,0.06681617723905085,0.06309935359376728,0.07038025072235447
1,mean,dist503,bucket_0_0.02,0.06681630204259432,0.06305628382275863,0.07041910533478618
1,median,dist503,bucket_0_0.02,0.06681630204259432,0.06305628382275863,0.07041910533478618
8,mean,override5525,route_plus_direct_-0.01,0.06681644788237623,0.06306960252762893,0.0704284945757473
16,mean,override5525,bucket_0.01_0,0.06681661404727411,0.06307649417385006,0.0704207933582212
4,median,override6035,bucket_0.02_0.01,0.06681672425251704,0.06312530655485482,0.07040520464004837
8,mean,dist502,bucket_0.01_0,0.06681692316691865,0.06302193644433242,0.07042748408483279
8,mean,override5525,route_plus_direct_0.015,0.0668169739732016,0.06308586531252909,0.0704080043436821
4,mean,override6035,route_plus_direct_-0.01,0.06681727259884153,0.06306305655542574,0.07045041123188943
2,mean,dist503,bucket_0.01_0,0.06681732651419485,0.06302363207275065,0.07041262194794297
1,median,override6035,bucket_0.01_0.03,0.06681734851943595,0.06316184478507071,0.07041015869594582
1,mean,override6035,bucket_0.01_0.03,0.06681734851943595,0.06316184478507071,0.07041015869594582
2,median,dist503,bucket_0.01_0,0.06681752190818271,0.06302572362393746,0.07041502742467845
4,median,dist503,bucket_0.01_0,0.06681774003075353,0.0630460169182848,0.07042430920116992
1,median,dist503,bucket_0.01_0.02,0.06681783305068288,0.06308979179378513,0.0704151373250188
1,mean,dist503,bucket_0.01_0.02,0.06681783305068288,0.06308979179378513,0.0704151373250188
2,mean,override6035,bucket_0_0.05,0.06681793157618052,0.06308889731080002,0.07046757698986277
4,median,override6035,route_plus_direct_-0.01,0.06681810856996406,0.06305069018991155,0.07045054640468053
1,median,dist502,route_plus_direct_0.015,0.06681822995455317,0.06309487763273519,0.07041706566491844
1,mean,dist502,route_plus_direct_0.015,0.06681822995455317,0.06309487763273519,0.07041706566491844
8,median,dist503,bucket_0.01_0.005,0.06681852043203056,0.06303330543045983,0.07042547318617028
8,median,override6035,bucket_0.01_0.03,0.06681877277697382,0.06310515022781328,0.07040559709305967
8,median,override5525,bucket_0.005_0.03,0.0668191587867522,0.06310173367978979,0.07039691185174146
8,median,dist502,bucket_0_0.03,0.06681936128684567,0.06304310759178999,0.07040699974440365
4,mean,override6035,bucket_0.01_0.05,0.06681944039102557,0.06310584856325573,0.07035806434078654
2,median,override6035,bucket_0.005_0.05,0.06681950801467026,0.06309605088129148,0.07045295012568294
16,mean,dist502,route_plus_direct_0.01,0.06681971964696633,0.06303000583524307,0.07042827926994387
16,mean,dist502,bucket_0.01_0.01,0.06681971964696633,0.06303000583524307,0.07042827926994387
16,mean,override5525,bucket_0.01_0.02,0.06682005408848724,0.0630896989940415,0.07041340519810571
8,median,dist502,bucket_0.01_0.02,0.06682015528707452,0.06304408204148206,0.07041545493918958
4,mean,override5525,bucket_0_0.05,0.06682036692686594,0.06309582083360227,0.07035717226636747
16,mean,dist502,bucket_0.01_0.005,0.06682052227620633,0.06302832263890092,0.07043177933242485
16,median,override6035,bucket_0.01_0.02,0.0668206862067786,0.06308665197785444,0.07042195106091172
16,mean,override6035,route_plus_direct_0.015,0.06682068643106553,0.06308963589427936,0.0704266886258681
2,median,override5525,route_plus_direct_0.02,0.06682096166825556,0.06308428975386797,0.07041017298328459
2,median,override5525,bucket_0.02_0.02,0.06682096166825556,0.06308428975386797,0.07041017298328459
8,mean,dist503,bucket_0.01_0,0.06682099394343155,0.0630280277628101,0.07042958986405287
2,mean,override5525,route_plus_direct_0.02,0.06682119042090223,0.06307921577748614,0.07040773929209423
2,mean,override5525,bucket_0.02_0.02,0.06682119042090223,0.06307921577748614,0.07040773929209423
8,median,dist502,bucket_0.01_0,0.0668216537263133,0.06303222839217108,0.07043309901957685
1,median,dist503,route_plus_direct_0.015,0.06682203333578231,0.06310034732746603,0.07041946395788766
1,mean,dist503,route_plus_direct_0.015,0.06682203333578231,0.06310034732746603,0.07041946395788766
16,mean,dist502,bucket_0_0.03,0.06682220630842663,0.06304120308231188,0.07041788833554599
2,mean,override6035,bucket_0.02_0.005,0.06682231401813044,0.0630812680083167,0.07040738217955614
8,median,dist503,bucket_0_0.03,0.06682248355814283,0.06304646636379296,0.07040949958849337
4,mean,dist502,bucket_0.02_0.02,0.06682267712898947,0.06305592983342204,0.07039533938516765
4,mean,dist502,route_plus_direct_0.02,0.06682267712898947,0.06305592983342204,0.07039533938516765
4,mean,override5525,bucket_0.02_0.03,0.06682336776186079,0.06311024027771595,0.07037326285829713
16,mean,dist503,bucket_0.01_0.01,0.06682341109050434,0.0630351562345098,0.07043047510137089
16,mean,dist503,route_plus_direct_0.01,0.06682341109050434,0.0630351562345098,0.07043047510137089
8,median,dist503,bucket_0.01_0.02,0.06682358795933206,0.06304833341697155,0.07041782648642649
8,mean,dist502,bucket_0.01_0.03,0.06682364774078728,0.06305087719873287,0.0704146935217509
2,mean,override6035,bucket_0.005_0.05,0.06682368684160118,0.06309549556289053,0.07046436017379223
16,mean,override5525,bucket_0.005_0.03,0.0668236868459497,0.06309907115769796,0.07041027728350026
16,median,dist502,bucket_0.005_0.02,0.06682381753984132,0.06303357215648422,0.07042301468136622
4,median,override6035,bucket_0.02_0.03,0.06682407923284844,0.06314441693133448,0.07037801736590282
2,median,override6035,bucket_0.02_0.005,0.06682416150122839,0.0630874609489479,0.07041354459064621
8,mean,dist502,route_plus_direct_0.015,0.06682423199336662,0.06304090101704204,0.07042370197858573
16,mean,override6035,bucket_0.01_0.03,0.06682426502264452,0.06310132620320204,0.07042060128756236
16,median,override5525,bucket_0.01_0.005,0.06682436099084206,0.06308601184649323,0.07042628844115158
16,mean,dist503,bucket_0.01_0.005,0.0668244024000267,0.0630339410393741,0.07043393029962171
4,mean,override5525,bucket_0.02_0.01,0.06682443844496266,0.06310516389076533,0.07040024937776035
16,mean,dist502,bucket_0.01_0,0.06682488964926492,0.06303061997192233,0.07043827623017698
2,mean,override6035,route_plus_direct_-0.01,0.06682509023648718,0.06308308572694372,0.0704481845198632
16,mean,dist503,bucket_0_0.03,0.06682515982323882,0.06304452585938622,0.07042025793286341
16,median,override5525,route_plus_direct_0.01,0.06682518166133931,0.06308792212495243,0.07042369691249024
16,median,override5525,bucket_0.01_0.01,0.06682518166133931,0.06308792212495243,0.07042369691249024
1,median,override5525,bucket_0.02_0.005,0.06682541717314144,0.06314907846779563,0.07041885014247978
1,mean,override5525,bucket_0.02_0.005,0.06682541717314144,0.06314907846779563,0.07041885014247978
1,mean,override6035,route_plus_direct_0.02,0.06682553333692795,0.06318002781569651,0.07042022827072696
1,mean,override6035,bucket_0.02_0.02,0.06682553333692795,0.06318002781569651,0.07042022827072696
1,median,override6035,bucket_0.02_0.02,0.06682553333692795,0.06318002781569651,0.07042022827072696
1,median,override6035,route_plus_direct_0.02,0.06682553333692795,0.06318002781569651,0.07042022827072696
4,mean,override5525,bucket_0.005_0.05,0.06682559225901752,0.06310617043807137,0.07035780135081371
8,median,dist503,bucket_0.01_0,0.06682572421465799,0.06303831871614998,0.070435204630929
4,median,override6035,bucket_0.02_0.005,0.06682584430905793,0.06313255480887037,0.07042078242515826
4,mean,dist503,route_plus_direct_0.02,0.06682612036075884,0.06306053891320215,0.0703974977216197
4,mean,dist503,bucket_0.02_0.02,0.06682612036075884,0.06306053891320215,0.0703974977216197
1,median,override5525,bucket_0.02_0,0.0668265517733915,0.06314126020882131,0.07042212207350258
1,mean,override5525,bucket_0.02_0,0.0668265517733915,0.06314126020882131,0.07042212207350258
8,median,dist502,route_plus_direct_-0.01,0.06682663216424166,0.06301512192208514,0.07044894057522103
8,mean,dist503,bucket_0.01_0.03,0.06682664096956206,0.0630543765704758,0.07041693744378463
16,median,override6035,bucket_0.005_0.03,0.06682684886083928,0.06309566912585665,0.0704181567222077
16,median,dist503,bucket_0.005_0.02,0.06682725196468695,0.06303776018461084,0.0704255649591319
16,median,override5525,bucket_0_0.03,0.06682731710824392,0.06309485093955398,0.0704080696907631
8,mean,override6035,bucket_0.02_0.01,0.06682746099612284,0.06309569991663656,0.07042843385303217
8,mean,dist503,route_plus_direct_0.015,0.06682775637830413,0.06304567712627412,0.07042587829576892
16,median,override5525,bucket_0.01_0,0.06682775980881993,0.0630887701173316,0.07043237965921954
1,median,override5525,bucket_0.02_0.01,0.06682790826669557,0.06316082064822862,0.07041861310826396
1,mean,override5525,bucket_0.02_0.01,0.06682790826669557,0.06316082064822862,0.07041861310826396
16,median,override6035,route_plus_direct_-0.02,0.06682839505967908,0.0630827403044829,0.0704497041646324
4,median,override6035,bucket_0_0.05,0.06682866643405597,0.06311847353192288,0.07035296395590986
4,mean,override6035,bucket_0.02_0,0.06682876467855886,0.063109550703192,0.0704258376726483
16,mean,dist502,bucket_0.01_0.02,0.06682880856325718,0.06304531178677937,0.07043027105539396
8,median,dist502,bucket_0.005_0.03,0.06682884487800926,0.06305749274297208,0.07041411429448452
16,mean,dist503,bucket_0.01_0,0.0668289599405126,0.06303671045129958,0.07044038168677139
2,median,dist502,bucket_0.02_0.02,0.06682897909225824,0.06304298829419225,0.07042408311596217
2,median,dist502,route_plus_direct_0.02,0.06682897909225824,0.06304298829419225,0.07042408311596217
8,mean,dist502,route_plus_direct_-0.01,0.066829200232599,0.06302280567280358,0.07045107817117821
1,mean,override5525,route_plus_direct_-0.01,0.0668292268510753,0.06304123867767386,0.07044122013794633
1,median,override5525,route_plus_direct_-0.01,0.0668292268510753,0.06304123867767386,0.07044122013794633
1,median,override5525,bucket_0.005_0.03,0.06682934705655766,0.06315877754155476,0.07041339635066354
1,mean,override5525,bucket_0.005_0.03,0.06682934705655766,0.06315877754155476,0.07041339635066354
2,median,override6035,route_plus_direct_-0.01,0.06682936879498043,0.06308503438168851,0.07045057285188079
2,mean,dist502,bucket_0.02_0.02,0.06682938144478172,0.06303824979875973,0.0704223695974068
2,mean,dist502,route_plus_direct_0.02,0.06682938144478172,0.06303824979875973,0.0704223695974068
8,mean,override6035,route_plus_direct_0.02,0.06682954782170691,0.06310473442795779,0.07042453546915477
8,mean,override6035,bucket_0.02_0.02,0.06682954782170691,0.06310473442795779,0.07042453546915477
2,mean,override5525,bucket_0.02_0.01,0.06682957203187229,0.06308676778271849,0.07040797354769204
4,mean,dist502,bucket_0.02_0.03,0.06683001945991723,0.06306726866012932,0.07038824285392774
2,median,override5525,bucket_0.02_0.03,0.06683046821716433,0.06309750106858943,0.07042405337310911
2,median,override5525,bucket_0.02_0.01,0.06683064338015839,0.06309249586899818,0.07041301313235453
4,mean,dist502,bucket_0.02_0.01,0.06683078315432153,0.06306129076164142,0.0704154461150351
4,median,override5525,route_plus_direct_0.02,0.06683098604756199,0.06314350013541976,0.0703923304452089
4,median,override5525,bucket_0.02_0.02,0.06683098604756199,0.06314350013541976,0.0703923304452089
8,median,dist503,route_plus_direct_-0.01,0.06683102978676791,0.06302215948005363,0.07045090836677982
2,mean,override5525,bucket_0.02_0.03,0.06683150319761141,0.06309248456731442,0.07042411369087105
8,median,override5525,route_plus_direct_0.015,0.06683154865868435,0.0631096878669683,0.07042026737220214
4,mean,dist502,bucket_0_0.05,0.06683165198249068,0.06305199936099075,0.07037643030274496
2,median,override5525,bucket_0_0.05,0.06683195017753465,0.06310743001913931,0.07046150503093224
8,median,dist503,bucket_0.005_0.03,0.06683196670624982,0.06306085074878744,0.07041661388600222
1,median,override5525,bucket_0_0.03,0.0668319958054273,0.06314723712160368,0.07041801026344974
1,mean,override5525,bucket_0_0.03,0.0668319958054273,0.06314723712160368,0.07041801026344974
16,mean,dist503,bucket_0.01_0.02,0.06683212722822454,0.0630495387689314,0.07043255465299625
1,median,dist502,bucket_0.02_0.005,0.06683216529175727,0.0631061458812267,0.07043295492118791
1,mean,dist502,bucket_0.02_0.005,0.06683216529175727,0.0631061458812267,0.07043295492118791
