radius,method,pred,pooled_rmse,min_seed_rmse,max_seed_rmse
16,mean,bucket_0_0.005,0.06572642826528177,0.06172658173705349,0.06958143521636832
8,median,bucket_0_0.005,0.06572647543309017,0.06172873067959871,0.06958005797427362
4,median,bucket_0.005_0.01,0.06572659237230485,0.06174447817541706,0.06956946551909352
16,median,bucket_0_0.005,0.06572674939227954,0.061727427587870566,0.06958102291171674
4,mean,bucket_0_0.02,0.0657271542761253,0.06173403642248285,0.0695704030887128
4,median,bucket_0_0.02,0.06572719950184464,0.06173422970144826,0.0695704030887128
1,mean,bucket_0.005_0.01,0.06572825572194349,0.06175748429432758,0.06958049332353063
1,median,bucket_0.005_0.005,0.06572825572194349,0.06175748429432758,0.06958049332353063
1,median,bucket_0.005_0.01,0.06572825572194349,0.06175748429432758,0.06958049332353063
1,mean,bucket_0.005_0,0.06572825572194349,0.06175748429432758,0.06958049332353063
1,median,bucket_0.005_0,0.06572825572194349,0.06175748429432758,0.06958049332353063
1,median,bucket_0.005_0.05,0.06572825572194349,0.06175748429432758,0.06958049332353063
1,median,bucket_0.005_0.03,0.06572825572194349,0.06175748429432758,0.06958049332353063
1,median,bucket_0.005_0.02,0.06572825572194349,0.06175748429432758,0.06958049332353063
1,mean,local_plus_direct_0.005,0.06572825572194349,0.06175748429432758,0.06958049332353063
1,mean,bucket_0.005_0.03,0.06572825572194349,0.06175748429432758,0.06958049332353063
1,mean,bucket_0.005_0.05,0.06572825572194349,0.06175748429432758,0.06958049332353063
1,mean,bucket_0.005_0.02,0.06572825572194349,0.06175748429432758,0.06958049332353063
1,median,local_plus_direct_0.005,0.06572825572194349,0.06175748429432758,0.06958049332353063
1,mean,bucket_0.005_0.005,0.06572825572194349,0.06175748429432758,0.06958049332353063
4,median,bucket_0.005_0.02,0.06572954530845555,0.06175066586416347,0.06956345111354637
8,mean,bucket_0.005_0.005,0.06572958130050634,0.061737110871280414,0.06958217799075193
8,mean,local_plus_direct_0.005,0.06572958130050634,0.061737110871280414,0.06958217799075193
4,mean,bucket_0.005_0.03,0.06572973274689878,0.06174724790551178,0.06955505548059185
8,mean,bucket_0_0.01,0.06573023186487867,0.06173322257796237,0.0695779133387025
4,mean,bucket_0.01_0,0.06573046587288174,0.061746633395103626,0.06957281223281349
16,mean,bucket_0_0.01,0.06573083418039602,0.06173057142163032,0.06958006077613278
8,median,bucket_0_0.01,0.06573092880622323,0.061734911015974336,0.06957728375652379
4,mean,bucket_0_0.03,0.0657311165572713,0.061741217394804496,0.06956499630200758
4,median,bucket_0_0.03,0.06573119426858894,0.061741548811726284,0.06956499630200758
4,mean,bucket_0.01_0.005,0.06573128228219331,0.06174898288222705,0.06956942555545376
16,median,bucket_0_0.01,0.06573149850570845,0.06173229843492102,0.06957923999601272
8,median,bucket_0.005_0,0.06573185878723176,0.06174048193546776,0.06959033966616528
8,median,local_plus_direct_-0.01,0.06573202104693569,0.06171663452074544,0.06960634497606769
16,mean,bucket_0.005_0,0.06573202997706812,0.06173953444544739,0.0695919626229259
4,mean,bucket_0.01_0.01,0.0657323574935575,0.06175160790961721,0.06956619059456112
4,mean,local_plus_direct_0.01,0.0657323574935575,0.06175160790961721,0.06956619059456112
4,median,bucket_0.005_0.03,0.06573353993264022,0.06175798302654618,0.06955804378646013
8,mean,bucket_0.005_0.01,0.06573368245272132,0.06174243849863923,0.06957972187253228
4,mean,bucket_0.01_0.02,0.06573528426858924,0.06175768444096669,0.06956017590585306
8,median,bucket_0.005_0.005,0.06573599833614585,0.0617462298428536,0.06958736039468988
8,median,local_plus_direct_0.005,0.06573599833614585,0.0617462298428536,0.06958736039468988
2,mean,bucket_0.01_0.05,0.06573599975676368,0.06173967198296467,0.0695829488356272
2,mean,local_plus_direct_0.01,0.06573599975676368,0.06173967198296467,0.0695829488356272
2,mean,bucket_0.01_0,0.06573599975676368,0.06173967198296467,0.0695829488356272
2,mean,bucket_0.01_0.01,0.06573599975676368,0.06173967198296467,0.0695829488356272
2,mean,bucket_0.01_0.03,0.06573599975676368,0.06173967198296467,0.0695829488356272
2,mean,bucket_0.01_0.02,0.06573599975676368,0.06173967198296467,0.0695829488356272
2,mean,bucket_0.01_0.005,0.06573599975676368,0.06173967198296467,0.0695829488356272
16,mean,bucket_0.005_0.005,0.06573612235434945,0.06174313407456721,0.069590360486387
16,mean,local_plus_direct_0.005,0.06573612235434945,0.06174313407456721,0.069590360486387
2,median,bucket_0.01_0.02,0.06573650420322005,0.06174376228520754,0.06958384014502723
2,median,bucket_0.01_0.05,0.06573650420322005,0.06174376228520754,0.06958384014502723
2,median,bucket_0.01_0.03,0.06573650420322005,0.06174376228520754,0.06958384014502723
2,median,bucket_0.01_0,0.06573650420322005,0.06174376228520754,0.06958384014502723
2,median,bucket_0.01_0.01,0.06573650420322005,0.06174376228520754,0.06958384014502723
2,median,bucket_0.01_0.005,0.06573650420322005,0.06174376228520754,0.06958384014502723
2,median,local_plus_direct_0.01,0.06573650420322005,0.06174376228520754,0.06958384014502723
4,mean,bucket_0.01_0.03,0.06573924605971873,0.061764862663897246,0.0695547683241456
4,median,bucket_0.01_0,0.06573929494535578,0.06176904721299478,0.06957978247066916
8,mean,bucket_0_0.02,0.0657393528300625,0.061745125215506534,0.06957363662916699
8,mean,bucket_0.01_0,0.06573983842189504,0.06175278727896171,0.06959595657793351
4,median,bucket_0.01_0.005,0.06574012008035132,0.061771433760101156,0.0695763961325904
16,median,bucket_0.005_0,0.06574037936295178,0.0617475005315258,0.06959926460409271
8,median,bucket_0.005_0.01,0.06574045106418082,0.06175240842786897,0.06958458646807499
16,mean,bucket_0.005_0.01,0.06574052761976806,0.06174712268964311,0.06958898622243295
8,mean,local_plus_direct_-0.01,0.06574056899980399,0.06173009681894152,0.06961329604155085
16,mean,bucket_0_0.02,0.06574058455709607,0.061739717752125216,0.06957799565286389
4,mean,bucket_0.005_0.05,0.06574076217602445,0.06176491286761694,0.06954606222588527
8,median,bucket_0_0.02,0.06574077496663779,0.06174856356047001,0.06957235151663332
4,median,local_plus_direct_0.01,0.0657412056282448,0.06177410266274693,0.06957316149581046
4,median,bucket_0.01_0.01,0.0657412056282448,0.06177410266274693,0.06957316149581046
16,median,bucket_0_0.02,0.06574200145360495,0.061743312923892554,0.06957636942651485
4,mean,bucket_0_0.05,0.06574214575423787,0.06175888408182335,0.06955600433260112
4,median,bucket_0_0.05,0.06574230816855978,0.06175957468546683,0.06955600433260112
8,mean,bucket_0.005_0.02,0.06574280293918064,0.061754339359891025,0.06957544527416493
8,mean,bucket_0.01_0.005,0.06574363262446668,0.061757697920370315,0.06959328903556906
4,median,bucket_0.01_0.02,0.06574415790803283,0.06178028738441258,0.06956714740979782
4,median,bucket_0.005_0.05,0.06574465343608489,0.061776004104879934,0.06954905091816567
16,median,local_plus_direct_0.005,0.06574479225937917,0.06175194521126307,0.06959725042712736
16,median,bucket_0.005_0.005,0.06574479225937917,0.06175194521126307,0.06959725042712736
1,mean,bucket_0.01_0,0.06574673908908668,0.06180502489502042,0.06958916714891612
1,mean,local_plus_direct_0.01,0.06574673908908668,0.06180502489502042,0.06958916714891612
1,mean,bucket_0.01_0.01,0.06574673908908668,0.06180502489502042,0.06958916714891612
1,mean,bucket_0.01_0.03,0.06574673908908668,0.06180502489502042,0.06958916714891612
1,mean,bucket_0.01_0.02,0.06574673908908668,0.06180502489502042,0.06958916714891612
1,median,bucket_0.01_0.005,0.06574673908908668,0.06180502489502042,0.06958916714891612
1,median,bucket_0.01_0.01,0.06574673908908668,0.06180502489502042,0.06958916714891612
1,mean,bucket_0.01_0.005,0.06574673908908668,0.06180502489502042,0.06958916714891612
1,mean,bucket_0.01_0.05,0.06574673908908668,0.06180502489502042,0.06958916714891612
1,median,bucket_0.01_0,0.06574673908908668,0.06180502489502042,0.06958916714891612
1,median,bucket_0.01_0.03,0.06574673908908668,0.06180502489502042,0.06958916714891612
1,median,bucket_0.01_0.05,0.06574673908908668,0.06180502489502042,0.06958916714891612
1,median,local_plus_direct_0.01,0.06574673908908668,0.06180502489502042,0.06958916714891612
1,median,bucket_0.01_0.02,0.06574673908908668,0.06180502489502042,0.06958916714891612
8,mean,bucket_0.01_0.01,0.06574773290020097,0.06176302377190734,0.06959083330949933
8,mean,local_plus_direct_0.01,0.06574773290020097,0.06176302377190734,0.06959083330949933
4,median,bucket_0.01_0.03,0.06574815164440785,0.061787601038883276,0.06956174037004025
1,mean,local_plus_direct_-0.01,0.06574818957157835,0.061693166418168445,0.0696217698669226
1,median,local_plus_direct_-0.01,0.06574818957157835,0.061693166418168445,0.0696217698669226
16,median,bucket_0.005_0.01,0.06574954006956518,0.06175681412457401,0.06959546792714427
8,mean,bucket_0_0.03,0.06574969767037425,0.06175868809476738,0.06957020758610111
