year,bd,robust,base,alpha,n,rmse,mae,facn
2019,24,median,base,0.2,249,0.06493005916384699,0.045855055820242255,247
2019,24,median,base,0.3,249,0.06790329879953338,0.048191933851951425,247
2019,24,median,base,0.4,249,0.07262285836688087,0.05292385600025766,247
2019,24,median,base,0.5,249,0.07877548661590512,0.05857776123372671,247
2019,24,median,base,0.7,249,0.09419873276219652,0.07196574658569097,247
2019,24,median,base,1.0,249,0.12201314860597998,0.0938074585591328,247
2019,24,median,base,1.5,249,0.17399926347803704,0.1333267283756272,247
2019,24,median,hgb,0.0,249,0.057749371318698485,0.03972701940527716,247
2019,24,median,hgb,0.1,249,0.05866911470586998,0.04024052277319303,247
2019,24,median,hgb,0.2,249,0.061785243527200155,0.043692495197722094,247
2019,24,median,hgb,0.3,249,0.06679104565538416,0.048641429916685526,247
2019,24,median,hgb,0.4,249,0.0733003915845139,0.0547003056274572,247
2019,24,median,hgb,0.5,249,0.08095138786843513,0.06148806939449538,247
2019,24,median,hgb,0.7,249,0.09858151588725533,0.07623454797461672,247
2019,24,median,hgb,1.0,249,0.12836731914677052,0.0995119515324601,247
2019,24,median,hgb,1.5,249,0.18196184811386684,0.13990768579011756,247
2019,24,trimmean,lag,0.0,249,0.06450731545469175,0.045785213056398634,247
2019,24,trimmean,lag,0.1,249,0.06386728706005491,0.04472213541963285,247
2019,24,trimmean,lag,0.2,249,0.0649822129782772,0.0460095889419627,247
2019,24,trimmean,lag,0.3,249,0.0677655272878421,0.04888418742228534,247
2019,24,trimmean,lag,0.4,249,0.0720240682796157,0.05287635411697601,247
2019,24,trimmean,lag,0.5,249,0.07751507706502386,0.05800402832630246,247
2019,24,trimmean,lag,0.7,249,0.09125947516725814,0.06998429231449083,247
2019,24,trimmean,lag,1.0,249,0.11619598334357967,0.09075643686431718,247
2019,24,trimmean,lag,1.5,249,0.1632174986498864,0.1271766864180573,247
2019,24,trimmean,base,0.0,249,0.06504498648921714,0.04715896372924984,247
2019,24,trimmean,base,0.1,249,0.0638768151216069,0.04563778951835138,247
2019,24,trimmean,base,0.2,249,0.06446290243760226,0.045664404424786705,247
2019,24,trimmean,base,0.3,249,0.06675706036953756,0.04736567211950895,247
2019,24,trimmean,base,0.4,249,0.07059295620376521,0.05109423296195382,247
2019,24,trimmean,base,0.5,249,0.07573669427624709,0.05618388820292982,247
2019,24,trimmean,base,0.7,249,0.08898804842345323,0.06819732102880896,247
2019,24,trimmean,base,1.0,249,0.11351990750509083,0.08848889572102114,247
2019,24,trimmean,base,1.5,249,0.16025922091285236,0.12479441982560469,247
2019,24,trimmean,hgb,0.0,249,0.057749371318698485,0.03972701940527716,247
