year,bd,robust,base,alpha,n,rmse,mae,facn
2019,24,trimmean,hgb,0.1,249,0.058470952821284845,0.04009098648456513,247
2019,24,trimmean,hgb,0.2,249,0.06106173759282729,0.04306892097316652,247
2019,24,trimmean,hgb,0.3,249,0.06529961952250604,0.04745388699645039,247
2019,24,trimmean,hgb,0.4,249,0.07088981492157517,0.05275503592549595,247
2019,24,trimmean,hgb,0.5,249,0.0775403923600383,0.05904383879286119,247
2019,24,trimmean,hgb,0.7,249,0.09308205378333044,0.07250813346388103,247
2019,24,trimmean,hgb,1.0,249,0.11973120292785767,0.09387612830742839,247
2019,24,trimmean,hgb,1.5,249,0.16823832919199586,0.13120255911882445,247
2019,24,mean,lag,0.0,249,0.06450731545469175,0.045785213056398634,247
2019,24,mean,lag,0.1,249,0.06373997728777371,0.04458908670245929,247
2019,24,mean,lag,0.2,249,0.0642522492350891,0.04512647851754943,247
2019,24,mean,lag,0.3,249,0.06601434865646569,0.04706005975981249,247
2019,24,mean,lag,0.4,249,0.06893049249029143,0.0500871650353609,247
2019,24,mean,lag,0.5,249,0.07286224832530312,0.054015353894545926,247
2019,24,mean,lag,0.7,249,0.08316143163803812,0.06349707031537437,247
2019,24,mean,lag,1.0,249,0.10274248126285349,0.08113297484917045,247
2019,24,mean,lag,1.5,249,0.14107630709038316,0.11243010501519507,247
2019,24,mean,base,0.0,249,0.06504498648921714,0.04715896372924984,247
2019,24,mean,base,0.1,249,0.06383209171485432,0.04570822798745722,247
2019,24,mean,base,0.2,249,0.06389207672045114,0.04507681163892962,247
2019,24,mean,base,0.3,249,0.06522142954779325,0.04600769743529662,247
2019,24,mean,base,0.4,249,0.06774546587418827,0.0483635957713346,247
2019,24,mean,base,0.5,249,0.07133748867468748,0.05204796422785946,247
2019,24,mean,base,0.7,249,0.08111808175218264,0.06140743346828247,247
2019,24,mean,base,1.0,249,0.10023283421425595,0.07876976942717957,247
2019,24,mean,base,1.5,249,0.13821577898350285,0.10997244557283688,247
2019,24,mean,hgb,0.0,249,0.057749371318698485,0.03972701940527716,247
2019,24,mean,hgb,0.1,249,0.058270600717691044,0.03991110468071785,247
2019,24,mean,hgb,0.2,249,0.060165702837609594,0.04194832673450439,247
2019,24,mean,hgb,0.3,249,0.0633114251737695,0.04541006352692473,247
2019,24,mean,hgb,0.4,249,0.06753323024090728,0.04957120589126357,247
2019,24,mean,hgb,0.5,249,0.07264374498644928,0.0545168832809153,247
2019,24,mean,hgb,0.7,249,0.08486338605292602,0.06566537056593064,247
2019,24,mean,hgb,1.0,249,0.10638907004382674,0.08371998976202903,247
2019,24,mean,hgb,1.5,249,0.14649078983030606,0.11583580593029263,247
2019,30,median,lag,0.0,249,0.06450731545469175,0.045785213056398634,247
2019,30,median,lag,0.1,249,0.06396689754139265,0.04469311820515453,247
2019,30,median,lag,0.2,249,0.06552986666715004,0.04642691159770614,247
2019,30,median,lag,0.3,249,0.06905354502269545,0.04969843831893925,247
2019,30,median,lag,0.4,249,0.0742593424791246,0.054807262349895476,247
2019,30,median,lag,0.5,249,0.08082287436800265,0.06095462908352422,247
2019,30,median,lag,0.7,249,0.09686897750975058,0.07463357105439965,247
2019,30,median,lag,1.0,249,0.12529649059781744,0.09828844126775645,247
2019,30,median,lag,1.5,249,0.1779376698516651,0.13969796812039947,247
2019,30,median,base,0.0,249,0.06504498648921714,0.04715896372924984,247
2019,30,median,base,0.1,249,0.06397095776523025,0.045663376296854824,247
2019,30,median,base,0.2,249,0.06500419846335181,0.04610767540340728,247
2019,30,median,base,0.3,249,0.0680487869749955,0.048709984605958045,247
2019,30,median,base,0.4,249,0.07285299039927827,0.05328530673124107,247
2019,30,median,base,0.5,249,0.07909682814063958,0.05925677532894501,247
2019,30,median,base,0.7,249,0.09470636661188908,0.07270824560273098,247
2019,30,median,base,1.0,249,0.12279045743674666,0.09610599810556048,247
2019,30,median,base,1.5,249,0.1751982160703393,0.13681260462928402,247
2019,30,median,hgb,0.0,249,0.057749371318698485,0.03972701940527716,247
2019,30,median,hgb,0.1,249,0.058750352773793854,0.04046564567190491,247
2019,30,median,hgb,0.2,249,0.06196811458184819,0.044146270164961185,247
2019,30,median,hgb,0.3,249,0.0670844222532805,0.049096102459037644,247
2019,30,median,hgb,0.4,249,0.073704961866399,0.05535065635984866,247
2019,30,median,hgb,0.5,249,0.08146380981050268,0.06242125363007803,247
2019,30,median,hgb,0.7,249,0.09929603088946294,0.07775906125682074,247
2019,30,median,hgb,1.0,249,0.1293578176650595,0.10148154585527341,247
2019,30,median,hgb,1.5,249,0.18337466546494363,0.14246345831109994,247
2019,30,trimmean,lag,0.0,249,0.06450731545469175,0.045785213056398634,247
2019,30,trimmean,lag,0.1,249,0.06386510730624971,0.04467038158636704,247
2019,30,trimmean,lag,0.2,249,0.0649418870620641,0.04595421366887704,247
2019,30,trimmean,lag,0.3,249,0.0676556282876777,0.04871652547872865,247
2019,30,trimmean,lag,0.4,249,0.0718210133783586,0.05266341975446777,247
2019,30,trimmean,lag,0.5,249,0.07720343558588398,0.057664593582272106,247
2019,30,trimmean,lag,0.7,249,0.09070838557172517,0.06978769830647268,247
2019,30,trimmean,lag,1.0,249,0.11527363827971242,0.09054806896889271,247
2019,30,trimmean,lag,1.5,249,0.16169142647371826,0.12735289861010057,247
2019,30,trimmean,base,0.0,249,0.06504498648921714,0.04715896372924984,247
2019,30,trimmean,base,0.1,249,0.06391287053512086,0.045754787108032755,247
2019,30,trimmean,base,0.2,249,0.0644980492152377,0.04583795042999478,247
2019,30,trimmean,base,0.3,249,0.0667553763001809,0.04798159793220283,247
2019,30,trimmean,base,0.4,249,0.07052446920935816,0.05154288962716293,247
2019,30,trimmean,base,0.5,249,0.07557949344511436,0.056222764634214065,247
2019,30,trimmean,base,0.7,249,0.08861599016748116,0.067839433993631,247
2019,30,trimmean,base,1.0,249,0.11279243719480198,0.08819642326664914,247
2019,30,trimmean,base,1.5,249,0.15893543482858766,0.12422726120153998,247
2019,30,trimmean,hgb,0.0,249,0.057749371318698485,0.03972701940527716,247
2019,30,trimmean,hgb,0.1,249,0.05851393050106205,0.040289452408457264,247
2019,30,trimmean,hgb,0.2,249,0.06110571837018815,0.04338042260792592,247
2019,30,trimmean,hgb,0.3,249,0.06530755049966125,0.04775444360030006,247
2019,30,trimmean,hgb,0.4,249,0.0708334812561848,0.05302452387804155,247
2019,30,trimmean,hgb,0.5,249,0.07740042998168802,0.05897284987694352,247
2019,30,trimmean,hgb,0.7,249,0.09274228426093607,0.07251316135803283,247
2019,30,trimmean,hgb,1.0,249,0.11905934542017724,0.09378167375581568,247
2019,30,trimmean,hgb,1.5,249,0.16699668679137794,0.13043778779652537,247
2019,30,mean,lag,0.0,249,0.06450731545469175,0.045785213056398634,247
2019,30,mean,lag,0.1,249,0.06376191561829796,0.0445765791912649,247
2019,30,mean,lag,0.2,249,0.06428757969607492,0.04516294895729803,247
2019,30,mean,lag,0.3,249,0.06605396889486517,0.047100273217005724,247
2019,30,mean,lag,0.4,249,0.06896581467704742,0.05005003811707302,247
2019,30,mean,lag,0.5,249,0.07288596068581576,0.05382489745780438,247
2019,30,mean,lag,0.7,249,0.08314620411243286,0.0635614354822053,247
2019,30,mean,lag,1.0,249,0.10264796576663095,0.08088058357785659,247
2019,30,mean,lag,1.5,249,0.14083294564827714,0.11247499434077302,247
2019,30,mean,base,0.0,249,0.06504498648921714,0.04715896372924984,247
2019,30,mean,base,0.1,249,0.06388727536882254,0.04583139872488518,247
2019,30,mean,base,0.2,249,0.06399406632213236,0.045319209324726495,247
2019,30,mean,base,0.3,249,0.06535916139724861,0.04663420723429427,247
2019,30,mean,base,0.4,249,0.06790671775591947,0.04909030363572649,247
2019,30,mean,base,0.5,249,0.07151047152643468,0.05254346819198245,247
2019,30,mean,base,0.7,249,0.08128570988922994,0.06171206114515902,247
2019,30,mean,base,1.0,249,0.1003479790603358,0.07866037835217925,247
2019,30,mean,base,1.5,249,0.13819825743497693,0.10961919846827702,247
2019,30,mean,hgb,0.0,249,0.057749371318698485,0.03972701940527716,247
2019,30,mean,hgb,0.1,249,0.05831653634271042,0.04010522369768191,247
2019,30,mean,hgb,0.2,249,0.060245911214262614,0.0423163696333342,247
2019,30,mean,hgb,0.3,249,0.06341328022412468,0.045803431275975616,247
2019,30,mean,hgb,0.4,249,0.06764496495120913,0.05012023997890203,247
2019,30,mean,hgb,0.5,249,0.07275549011200226,0.05486725491997895,247
2019,30,mean,hgb,0.7,249,0.0849539293321595,0.06564685157794857,247
2019,30,mean,hgb,1.0,249,0.10641806654971885,0.08377784911230679,247
2019,30,mean,hgb,1.5,249,0.14638756958134494,0.11503125032077671,247
2020,4,median,lag,0.0,222,0.062191369958472235,0.04561255110455665,222
2020,4,median,lag,0.1,222,0.062042453973794265,0.04569764432139272,222
2020,4,median,lag,0.2,222,0.062389698960061135,0.046109631612660816,222
2020,4,median,lag,0.3,222,0.0632249303757749,0.04701310121997439,222
2020,4,median,lag,0.4,222,0.06452920229767271,0.0482242576069464,222
2020,4,median,lag,0.5,222,0.06627482871184362,0.050098876942892556,222
2020,4,median,lag,0.7,222,0.0709517398967655,0.05487461654737121,222
2020,4,median,lag,1.0,222,0.08037201273268743,0.0638560944827949,222
2020,4,median,lag,1.5,222,0.10034784017141941,0.08192461258203028,222
2020,4,median,base,0.0,222,0.0642742645224812,0.046779972198366486,222
2020,4,median,base,0.1,222,0.0642586594132336,0.046949426397134064,222
2020,4,median,base,0.2,222,0.0647215449655204,0.04748606476600103,222
2020,4,median,base,0.3,222,0.06565280115364204,0.04834180725657145,222
2020,4,median,base,0.4,222,0.06703291027080131,0.04959909457855391,222
2020,4,median,base,0.5,222,0.0688348796968862,0.05149396990677605,222
2020,4,median,base,0.7,222,0.07357327232277598,0.05681510511057086,222
2020,4,median,base,1.0,222,0.08299410420210653,0.06607634129064327,222
2020,4,median,base,1.5,222,0.1028616696742856,0.08431632471952744,222
2020,4,median,hgb,0.0,222,0.05596693316851813,0.03761340888680115,222
2020,4,median,hgb,0.1,222,0.05634730772348114,0.03793110217951752,222
2020,4,median,hgb,0.2,222,0.05726647719685432,0.03903408636885887,222
2020,4,median,hgb,0.3,222,0.058699136082644786,0.040722825220349805,222
2020,4,median,hgb,0.4,222,0.06060888207695075,0.04320269669357373,222
2020,4,median,hgb,0.5,222,0.0629523108380022,0.04605286761120586,222
2020,4,median,hgb,0.7,222,0.06875488111160889,0.05218321246338984,222
2020,4,median,hgb,1.0,222,0.0796015725840007,0.06293725131664124,222
2020,4,median,hgb,1.5,222,0.10125486833873137,0.08271515061794538,222
2020,4,trimmean,lag,0.0,222,0.062191369958472235,0.04561255110455665,222
2020,4,trimmean,lag,0.1,222,0.06248305267564531,0.0459578840288198,222
2020,4,trimmean,lag,0.2,222,0.06328346050889652,0.04660099282292646,222
2020,4,trimmean,lag,0.3,222,0.0645736788812002,0.047697880354241426,222
2020,4,trimmean,lag,0.4,222,0.0663251291930996,0.0492480680474936,222
2020,4,trimmean,lag,0.5,222,0.06850244264745632,0.05129875079992767,222
2020,4,trimmean,lag,0.7,222,0.07397706269455762,0.05628675235447101,222
2020,4,trimmean,lag,1.0,222,0.08440901017644342,0.06531460342580674,222
2020,4,trimmean,lag,1.5,222,0.10566293365323634,0.08262487267294458,222
2020,4,trimmean,base,0.0,222,0.0642742645224812,0.046779972198366486,222
2020,4,trimmean,base,0.1,222,0.06470620589776326,0.047257903503187336,222
2020,4,trimmean,base,0.2,222,0.06562700824675216,0.04807572175729339,222
2020,4,trimmean,base,0.3,222,0.06701652385130488,0.04918026081339524,222
2020,4,trimmean,base,0.4,222,0.06884637866121537,0.050729286076169985,222
2020,4,trimmean,base,0.5,222,0.07108257429477415,0.05285184165123022,222
2020,4,trimmean,base,0.7,222,0.07662536642302235,0.05837446040724065,222
2020,4,trimmean,base,1.0,222,0.08707331310901577,0.0676168932959372,222
2020,4,trimmean,base,1.5,222,0.10825095631047199,0.08501760966461751,222
2020,4,trimmean,hgb,0.0,222,0.05596693316851813,0.03761340888680115,222
2020,4,trimmean,hgb,0.1,222,0.05652765888327268,0.038111839023830765,222
2020,4,trimmean,hgb,0.2,222,0.057643334023246735,0.03942908503238997,222
2020,4,trimmean,hgb,0.3,222,0.05928263509464849,0.041371327037141505,222
2020,4,trimmean,hgb,0.4,222,0.06140363847666194,0.0441023599036097,222
2020,4,trimmean,hgb,0.5,222,0.0639584391658962,0.04700567102101836,222
2020,4,trimmean,hgb,0.7,222,0.07017214240096156,0.0532176498065277,222
2020,4,trimmean,hgb,1.0,222,0.08158764901459244,0.06324133434743,222
2020,4,trimmean,hgb,1.5,222,0.10406673436723866,0.08206366489160541,222
2020,4,mean,lag,0.0,222,0.062191369958472235,0.04561255110455665,222
2020,4,mean,lag,0.1,222,0.06232009178204255,0.04578391649982054,222
2020,4,mean,lag,0.2,222,0.06288764635477216,0.04622407944271973,222
2020,4,mean,lag,0.3,222,0.0638823384846986,0.04714564985244497,222
2020,4,mean,lag,0.4,222,0.06528464718763786,0.048335217640530385,222
2020,4,mean,lag,0.5,222,0.06706900944896338,0.05011577374422275,222
2020,4,mean,lag,0.7,222,0.07166373151250786,0.05472875157102526,222
2020,4,mean,lag,1.0,222,0.08065115998774965,0.06305081672878673,222
2020,4,mean,lag,1.5,222,0.09943258637903832,0.07867074857012943,222
2020,4,mean,base,0.0,222,0.0642742645224812,0.046779972198366486,222
2020,4,mean,base,0.1,222,0.06453138221650295,0.04710305041852529,222
2020,4,mean,base,0.2,222,0.06521083026268673,0.04773225147569792,222
2020,4,mean,base,0.3,222,0.06629962562666189,0.04863374779091691,222
2020,4,mean,base,0.4,222,0.06777804375188279,0.04996732578416624,222
2020,4,mean,base,0.5,222,0.06962126796704286,0.05183205454514995,222
2020,4,mean,base,0.7,222,0.07428822972774485,0.05678812318330101,222
2020,4,mean,base,1.0,222,0.0833002573496779,0.06535944335882121,222
2020,4,mean,base,1.5,222,0.10201282685749485,0.08116789385723851,222
2020,4,mean,hgb,0.0,222,0.05596693316851813,0.03761340888680115,222
2020,4,mean,hgb,0.1,222,0.05631889907592323,0.03799241686617333,222
2020,4,mean,hgb,0.2,222,0.05715220083136531,0.03918226274179925,222
2020,4,mean,hgb,0.3,222,0.05844625401617656,0.04093152520531415,222
2020,4,mean,hgb,0.4,222,0.0601713390169123,0.04328015935795454,222
2020,4,mean,hgb,0.5,222,0.0622916555532359,0.045859040460363994,222
2020,4,mean,hgb,0.7,222,0.06756238318948402,0.051442452483574236,222
2020,4,mean,hgb,1.0,222,0.07748596739144108,0.06061992597201679,222
2020,4,mean,hgb,1.5,222,0.09748729138386619,0.07737829636002604,222
2020,8,median,lag,0.0,222,0.062191369958472235,0.04561255110455665,222
2020,8,median,lag,0.1,222,0.061905356850502656,0.045532718704778735,222
2020,8,median,lag,0.2,222,0.062290417251668104,0.0460511074270258,222
2020,8,median,lag,0.3,222,0.06333431235205816,0.047212212503832854,222
2020,8,median,lag,0.4,222,0.06500530998273561,0.048880267238926786,222
2020,8,median,lag,0.5,222,0.06725668513922871,0.05105402901679981,222
2020,8,median,lag,0.7,222,0.0732731392204259,0.05667617035270976,222
2020,8,median,lag,1.0,222,0.08521772716155473,0.06740481506811628,222
2020,8,median,lag,1.5,222,0.10992526769266048,0.09024786067400263,222
2020,8,median,base,0.0,222,0.0642742645224812,0.046779972198366486,222
2020,8,median,base,0.1,222,0.06408565990613858,0.04685652709142888,222
2020,8,median,base,0.2,222,0.06454516787821497,0.047392287020564,222
2020,8,median,base,0.3,222,0.0656391784864114,0.04857721725718272,222
2020,8,median,base,0.4,222,0.06733677281721566,0.0502938842578882,222
2020,8,median,base,0.5,222,0.06959379541040982,0.05278958980956532,222
2020,8,median,base,0.7,222,0.07557351141352549,0.05890307300304504,222
2020,8,median,base,1.0,222,0.0873974585866438,0.0695264242760701,222
2020,8,median,base,1.5,222,0.11187599967481994,0.09203034620273197,222
2020,8,median,hgb,0.0,222,0.05596693316851813,0.03761340888680115,222
2020,8,median,hgb,0.1,222,0.05625874626497476,0.03780028340967355,222
2020,8,median,hgb,0.2,222,0.05728098828971591,0.03895681824358882,222
2020,8,median,hgb,0.3,222,0.05899570215455234,0.0409454893285015,222
2020,8,median,hgb,0.4,222,0.061344847306787346,0.043773383651645036,222
2020,8,median,hgb,0.5,222,0.06425888167872033,0.04707535719453299,222
2020,8,median,hgb,0.7,222,0.07149251385271184,0.05455083876402994,222
2020,8,median,hgb,1.0,222,0.08490591421666828,0.06756029725181967,222
2020,8,median,hgb,1.5,222,0.11122827334538074,0.0910391713266923,222
2020,8,trimmean,lag,0.0,222,0.062191369958472235,0.04561255110455665,222
2020,8,trimmean,lag,0.1,222,0.06234954003742592,0.04582792981501655,222
2020,8,trimmean,lag,0.2,222,0.06312558438388204,0.04660088513611867,222
2020,8,trimmean,lag,0.3,222,0.06449720366105545,0.04794752397620652,222
2020,8,trimmean,lag,0.4,222,0.06642751517064098,0.04988084283255588,222
2020,8,trimmean,lag,0.5,222,0.06886955698098275,0.05225729015879851,222
2020,8,trimmean,lag,0.7,222,0.0750789247316587,0.05788751183431132,222
2020,8,trimmean,lag,1.0,222,0.08694915551187132,0.06820467395919684,222
2020,8,trimmean,lag,1.5,222,0.11099182759880935,0.08862415731130842,222
2020,8,trimmean,base,0.0,222,0.0642742645224812,0.046779972198366486,222
2020,8,trimmean,base,0.1,222,0.06456091153431864,0.047159055545502704,222
2020,8,trimmean,base,0.2,222,0.06544247192564911,0.04802775009272081,222
2020,8,trimmean,base,0.3,222,0.06689543019293355,0.0493978378085467,222
2020,8,trimmean,base,0.4,222,0.06888363844206358,0.051249530452025516,222
2020,8,trimmean,base,0.5,222,0.07136237331183186,0.05382352293537742,222
2020,8,trimmean,base,0.7,222,0.07759433310584563,0.059960527698030175,222
2020,8,trimmean,base,1.0,222,0.08941971792347649,0.07047781134228587,222
2020,8,trimmean,base,1.5,222,0.11331846260145094,0.09059639542848692,222
2020,8,trimmean,hgb,0.0,222,0.05596693316851813,0.03761340888680115,222
2020,8,trimmean,hgb,0.1,222,0.05650568430649645,0.03807123540975353,222
2020,8,trimmean,hgb,0.2,222,0.05771622583782245,0.03945284555988022,222
2020,8,trimmean,hgb,0.3,222,0.0595576082993653,0.04162247181984055,222
2020,8,trimmean,hgb,0.4,222,0.0619736258668133,0.044680465465749254,222
2020,8,trimmean,hgb,0.5,222,0.06490013493961236,0.04802026038907806,222
2020,8,trimmean,hgb,0.7,222,0.07202533433079805,0.05503768558437413,222
2020,8,trimmean,hgb,1.0,222,0.08505085423495695,0.0668637403523392,222
2020,8,trimmean,hgb,1.5,222,0.11044074647084462,0.08867515560770976,222
2020,8,mean,lag,0.0,222,0.062191369958472235,0.04561255110455665,222
2020,8,mean,lag,0.1,222,0.06217950713274375,0.04566256045359688,222
2020,8,mean,lag,0.2,222,0.06268582146301487,0.04619121750586425,222
2020,8,mean,lag,0.3,222,0.06369795768294072,0.04727945125112066,222
2020,8,mean,lag,0.4,222,0.06519236081570537,0.0488285092722422,222
2020,8,mean,lag,0.5,222,0.06713683415037684,0.0509625816085111,222
2020,8,mean,lag,0.7,222,0.07222233150171374,0.05610386295819345,222
2020,8,mean,lag,1.0,222,0.08224569826882058,0.0653640951217071,222
2020,8,mean,lag,1.5,222,0.10314440192896351,0.08339843774427654,222
2020,8,mean,base,0.0,222,0.0642742645224812,0.046779972198366486,222
2020,8,mean,base,0.1,222,0.06437305965653509,0.046993647850567255,222
2020,8,mean,base,0.2,222,0.06497150940561908,0.047629701762019784,222
2020,8,mean,base,0.3,222,0.06605603495978056,0.048712018128244106,222
2020,8,mean,base,0.4,222,0.06760324674180773,0.05030351028115045,222
2020,8,mean,base,0.5,222,0.06958228711908228,0.05258438587517026,222
2020,8,mean,base,0.7,222,0.0746912015426702,0.05809086238493968,222
2020,8,mean,base,1.0,222,0.08467361255495096,0.06767000893739605,222
2020,8,mean,base,1.5,222,0.10542750602692126,0.08560502193566744,222
2020,8,mean,hgb,0.0,222,0.05596693316851813,0.03761340888680115,222
2020,8,mean,hgb,0.1,222,0.05627973661026715,0.03792193045488848,222
2020,8,mean,hgb,0.2,222,0.05715956956464417,0.039168948439941016,222
2020,8,mean,hgb,0.3,222,0.058580888760520096,0.0410278081977735,222
2020,8,mean,hgb,0.4,222,0.06050554650932543,0.043610223515235226,222
2020,8,mean,hgb,0.5,222,0.06288734597734696,0.04661090409412658,222
2020,8,mean,hgb,0.7,222,0.06882370246671832,0.05297845744366522,222
2020,8,mean,hgb,1.0,222,0.07996718915547003,0.06329951206117386,222
2020,8,mean,hgb,1.5,222,0.10223549667481417,0.08272458858435015,222
2020,12,median,lag,0.0,222,0.062191369958472235,0.04561255110455665,222
2020,12,median,lag,0.1,222,0.061605395757559835,0.04544133310166464,222
2020,12,median,lag,0.2,222,0.061944410429509794,0.046086222986991755,222
2020,12,median,lag,0.3,222,0.06319352884871625,0.04754118550169938,222
2020,12,median,lag,0.4,222,0.06530054441677716,0.049729350431693194,222
2020,12,median,lag,0.5,222,0.06818597379066621,0.05240610751594471,222
2020,12,median,lag,0.7,222,0.07591402760181566,0.05915913789373025,222
2020,12,median,lag,1.0,222,0.09105800482797108,0.07275234145549773,222
2020,12,median,lag,1.5,222,0.1216325045443023,0.10024189589403394,222
2020,12,median,base,0.0,222,0.0642742645224812,0.046779972198366486,222
2020,12,median,base,0.1,222,0.06363019814597921,0.046653083423036264,222
2020,12,median,base,0.2,222,0.06388153144819911,0.047216387626213274,222
2020,12,median,base,0.3,222,0.06501788147977375,0.04854725951226711,222
2020,12,median,base,0.4,222,0.06699422864656734,0.05065732485954149,222
2020,12,median,base,0.5,222,0.06973919514633904,0.053578893098150726,222
2020,12,median,base,0.7,222,0.07718480030887132,0.06067769468076099,222
2020,12,median,base,1.0,222,0.09195978630038222,0.07413149105031623,222
2020,12,median,base,1.5,222,0.12210782919274382,0.1012894790450404,222
2020,12,median,hgb,0.0,222,0.05596693316851813,0.03761340888680115,222
2020,12,median,hgb,0.1,222,0.05597559607706752,0.03781024520157285,222
2020,12,median,hgb,0.2,222,0.056997052660261664,0.03924414845292546,222
2020,12,median,hgb,0.3,222,0.05897870442465014,0.04179826331262533,222
2020,12,median,hgb,0.4,222,0.061828294874950514,0.045147531219787984,222
2020,12,median,hgb,0.5,222,0.0654325257540728,0.048963594954737115,222
2020,12,median,hgb,0.7,222,0.07444495220647587,0.05765985022007065,222
2020,12,median,hgb,1.0,222,0.0910560593361307,0.07309696067984554,222
2020,12,median,hgb,1.5,222,0.12313272982473847,0.10127105181614854,222
2020,12,trimmean,lag,0.0,222,0.062191369958472235,0.04561255110455665,222
2020,12,trimmean,lag,0.1,222,0.06206945745895837,0.04579274130104871,222
2020,12,trimmean,lag,0.2,222,0.0627575424454123,0.04669278217740068,222
2020,12,trimmean,lag,0.3,222,0.06422959793526979,0.04831607151289346,222
2020,12,trimmean,lag,0.4,222,0.06643352994283462,0.05052736090554309,222
2020,12,trimmean,lag,0.5,222,0.06929954605194033,0.05314843468196781,222
2020,12,trimmean,lag,0.7,222,0.07670446561631986,0.05961869547451067,222
2020,12,trimmean,lag,1.0,222,0.09090160055636268,0.07203087344856351,222
2020,12,trimmean,lag,1.5,222,0.11937247672483854,0.09784345658073806,222
2020,12,trimmean,base,0.0,222,0.0642742645224812,0.046779972198366486,222
2020,12,trimmean,base,0.1,222,0.0641275254502199,0.04700636335588301,222
2020,12,trimmean,base,0.2,222,0.06476525683907784,0.047922746457033066,222
2020,12,trimmean,base,0.3,222,0.06616477914340256,0.049488665946682484,222
2020,12,trimmean,base,0.4,222,0.06827926506165079,0.051661070444194185,222
2020,12,trimmean,base,0.5,222,0.07104490557544217,0.05452450252967135,222
2020,12,trimmean,base,0.7,222,0.07823772330374498,0.06134571407287042,222
2020,12,trimmean,base,1.0,222,0.09213896814893896,0.07364955802809467,222
2020,12,trimmean,base,1.5,222,0.12024064874196648,0.09851768261629897,222
2020,12,trimmean,hgb,0.0,222,0.05596693316851813,0.03761340888680115,222
2020,12,trimmean,hgb,0.1,222,0.05625813602817278,0.038026675636679115,222
2020,12,trimmean,hgb,0.2,222,0.057434298664124146,0.039604251077237286,222
2020,12,trimmean,hgb,0.3,222,0.05944291370142985,0.04214883643651243,222
2020,12,trimmean,hgb,0.4,222,0.06220339097020244,0.04552979075251842,222
2020,12,trimmean,hgb,0.5,222,0.06562091312735974,0.04927902094129813,222
2020,12,trimmean,hgb,0.7,222,0.07404667865895785,0.05780038654329514,222
2020,12,trimmean,hgb,1.0,222,0.08947583017808607,0.07196328175198137,222
2020,12,trimmean,hgb,1.5,222,0.11929692974866112,0.0980574846322742,222
2020,12,mean,lag,0.0,222,0.062191369958472235,0.04561255110455665,222
2020,12,mean,lag,0.1,222,0.06193156564955521,0.045634906997042375,222
2020,12,mean,lag,0.2,222,0.06234640820277173,0.04630779860989072,222
2020,12,mean,lag,0.3,222,0.06342266056588915,0.04759326774667091,222
2020,12,mean,lag,0.4,222,0.06512754099621151,0.049533525200422215,222
2020,12,mean,lag,0.5,222,0.06741337244685437,0.05187632596049871,222
2020,12,mean,lag,0.7,222,0.07349765681987491,0.057431455167534014,222
2020,12,mean,lag,1.0,222,0.08553622454376773,0.06814400614446252,222
2020,12,mean,lag,1.5,222,0.11037850909910955,0.09075783451053739,222
2020,12,mean,base,0.0,222,0.0642742645224812,0.046779972198366486,222
2020,12,mean,base,0.1,222,0.0639725754763294,0.046849461055239724,222
2020,12,mean,base,0.2,222,0.06432420393391053,0.0475651826386444,222
2020,12,mean,base,0.3,222,0.06531859976971209,0.04880754386567884,222
2020,12,mean,base,0.4,222,0.06692711861053206,0.05061502338595021,222
2020,12,mean,base,0.5,222,0.06910689112258266,0.053164297178798454,222
2020,12,mean,base,0.7,222,0.07496812114047306,0.059090783464258105,222
2020,12,mean,base,1.0,222,0.08669158182054305,0.07000146320621317,222
2020,12,mean,base,1.5,222,0.11113138599722465,0.09159421867735619,222
2020,12,mean,hgb,0.0,222,0.05596693316851813,0.03761340888680115,222
2020,12,mean,hgb,0.1,222,0.05603203258154691,0.037881971704071,222
2020,12,mean,hgb,0.2,222,0.056839099285945466,0.03930916816301205,222
2020,12,mean,hgb,0.3,222,0.05835735776698146,0.04140462274552688,222
2020,12,mean,hgb,0.4,222,0.060533318667798555,0.044309135813638593,222
2020,12,mean,hgb,0.5,222,0.06329919113084224,0.047526479279920056,222
2020,12,mean,hgb,0.7,222,0.07030795013400556,0.054923955762465865,222
2020,12,mean,hgb,1.0,222,0.08352463244184453,0.06772028034792048,222
2020,12,mean,hgb,1.5,222,0.10973161571975676,0.09074449449373045,222
2020,16,median,lag,0.0,222,0.062191369958472235,0.04561255110455665,222
2020,16,median,lag,0.1,222,0.061533023066365086,0.04514697407895132,222
2020,16,median,lag,0.2,222,0.06202553749451283,0.04585963925078348,222
2020,16,median,lag,0.3,222,0.0636421999832168,0.04755021958445407,222
2020,16,median,lag,0.4,222,0.06630082864751727,0.05027664189961811,222
2020,16,median,lag,0.5,222,0.0698826021511383,0.05366759300739289,222
2020,16,median,lag,0.7,222,0.07928466637261816,0.061828252794284125,222
2020,16,median,lag,1.0,222,0.09724756169228915,0.07868963883198075,222
2020,16,median,lag,1.5,222,0.1326208769853204,0.11094430102782,222
2020,16,median,base,0.0,222,0.0642742645224812,0.046779972198366486,222
2020,16,median,base,0.1,222,0.06356258240751013,0.046425593624174,222
2020,16,median,base,0.2,222,0.06396507350218782,0.04716213382376728,222
2020,16,median,base,0.3,222,0.06546118939793417,0.04881835037261256,222
2020,16,median,base,0.4,222,0.06797876102186089,0.05141424564059494,222
2020,16,median,base,0.5,222,0.07140983494005206,0.0548737309703498,222
