private,train,n_target,target_corr,target_mae,target_rmse,target_affine_rmse,crop_a,crop_b,temp_n,temp_rmse,temp_mae,temp_exact,temp_corr,precip_n,precip_rmse,precip_mae,precip_exact,precip_corr
AOI-0044,AOI-0076,244,0.2800273773596469,0.21627391811797936,0.27226914856052253,0.2030307164526855,зерновые,озимая пшеница,0,,,,,0,,,,
AOI-0044,AOI-0077,245,0.20119955190764582,0.2404592253504379,0.2873440274645844,0.20680844953123614,зерновые,озимая пшеница,0,,,,,0,,,,
AOI-0046,AOI-0002,305,0.49221610240970387,0.17040004993612967,0.22860538585577878,0.18806034848980596,зерновые,озимая пшеница,3087,0.9238037120923523,0.7035802230118232,0.0,0.9922125296640025,3087,2.593151918608438,1.003368499115288,0.31713637836086817,0.663428738169767
AOI-0046,AOI-0003,439,0.5291632808836471,0.15821619909598966,0.22389513767014807,0.18748824631442415,зерновые,озимая пшеница,3087,0.9238037120923523,0.7035802230118232,0.0,0.9922125296640025,3087,2.593151918608438,1.003368499115288,0.31713637836086817,0.663428738169767
AOI-0046,AOI-0004,261,0.5088437719012984,0.20139865816523778,0.24199422915682497,0.18530051496352484,зерновые,озимая пшеница,3087,0.9394408609401592,0.7180607858222647,0.0,0.9918453098717432,3087,2.614016924648924,1.0135476758922617,0.3129251700680272,0.6577508923226757
AOI-0046,AOI-0007,479,0.5536681321978919,0.13775530610840334,0.2100410429530361,0.18326546820852377,зерновые,озимая пшеница,3087,0.7230983854165147,0.5569493003674681,0.0,0.9955811940430557,3087,2.0629967378329432,0.7722575252481676,0.32491091674765143,0.7975127467877026
AOI-0046,AOI-0008,459,0.5113064064699999,0.14068432291647173,0.2144584743261188,0.1884962281975066,зерновые,озимая пшеница,0,,,,,0,,,,
AOI-0046,AOI-0011,478,0.6190280734897476,0.13485264545951456,0.2024670041025728,0.1721544357910907,зерновые,озимая пшеница,3087,0.7230983854165147,0.5569493003674681,0.0,0.9955811940430557,3087,2.0629967378329432,0.7722575252481676,0.32491091674765143,0.7975127467877026
AOI-0046,AOI-0015,466,0.48800009519815846,0.1581163230776127,0.23156101774520396,0.19242492685390947,зерновые,озимая пшеница,3087,0.9224339443105833,0.7020766531438962,0.0,0.9922060434029868,3087,2.4789519267865914,0.9618920099399296,0.31810819565921605,0.6910624524334141
AOI-0046,AOI-0019,479,0.6270842865136582,0.1447077489438444,0.19979351977892507,0.1705773856045687,зерновые,подсолнечник,3087,0.7519086501966733,0.569007385010056,0.0,0.994831237552686,3087,2.175172988602463,0.8290819377238055,0.3281503077421445,0.7648703435311807
AOI-0046,AOI-0020,472,0.5095453276569405,0.15829925651834786,0.21938740254202654,0.18990430618338497,зерновые,подсолнечник,3087,0.7519086501966733,0.569007385010056,0.0,0.994831237552686,3087,2.175172988602463,0.8290819377238055,0.3281503077421445,0.7648703435311807
AOI-0046,AOI-0021,472,0.2724568613245209,0.20031935601819506,0.27642502503960503,0.2123318050784685,зерновые,подсолнечник,3087,0.7519086501966733,0.569007385010056,0.0,0.994831237552686,3087,2.175172988602463,0.8290819377238055,0.3281503077421445,0.7648703435311807
AOI-0046,AOI-0022,477,0.6171459508858347,0.12785683742142495,0.20243849189052593,0.17428369844652852,зерновые,подсолнечник,3087,0.7519086501966733,0.569007385010056,0.0,0.994831237552686,3087,2.175172988602463,0.8290819377238055,0.3281503077421445,0.7648703435311807
AOI-0046,AOI-0023,481,0.46991670940547975,0.17948048790986013,0.26275401770034257,0.19411954973069406,зерновые,подсолнечник,3087,0.7754621554467566,0.5934232665040218,0.0,0.9944862154212876,3087,2.2595343915220165,0.8646566861263556,0.3194039520570133,0.7578369648366517
AOI-0046,AOI-0026,230,0.4888089600071638,0.1592154540920779,0.22981723834461612,0.18927591925013865,зерновые,озимая пшеница,3087,0.9937649642270306,0.7628338460260096,0.0,0.9908085682004901,3087,2.692548206183789,1.0701074549438963,0.31648850016196955,0.6401725505462915
AOI-0046,AOI-0027,224,0.4036061312416602,0.20638244377809314,0.25826439667783674,0.19698736780134377,зерновые,озимая пшеница,0,,,,,0,,,,
AOI-0046,AOI-0030,225,0.312541687198037,0.28279726759721874,0.32933239135281933,0.20720776038582467,зерновые,озимая пшеница,3087,0.9548416192987534,0.7325171744665119,0.00032393909944930353,0.9915361699906632,3087,2.616339990016943,1.0362148193197804,0.3177842565597668,0.6578841386904216
AOI-0046,AOI-0033,454,0.5225168936098219,0.14137769493221006,0.21514418994732462,0.19109974611075325,зерновые,пастбища/зерновые,3087,0.8928305699175462,0.6895123082094938,0.0,0.9921607275207073,3087,2.819459189082711,1.0078109614973436,0.329770003239391,0.5688598327169574
AOI-0046,AOI-0035,452,0.43364575603965416,0.15795216689828673,0.23086614927044163,0.20187705651259794,зерновые,пастбища/зерновые,0,,,,,0,,,,
AOI-0046,AOI-0037,451,0.6666762794934791,0.13398035293341717,0.16949817011462204,0.16797142588465724,зерновые,зерновые,3087,0.9365289618418619,0.7026397767688424,0.0,0.992148832371511,3087,2.6939180346885516,0.9212000111487834,0.33754454162617425,0.6006069006665055
AOI-0046,AOI-0038,460,0.6103775228432311,0.13108053906778142,0.1830054805998861,0.1778019031042195,зерновые,зерновые,3087,1.0072809873887478,0.7582072744152228,0.0,0.9910932096310144,3087,2.6963614986493005,0.9342172349931972,0.3339812115322319,0.5937897992714091
AOI-0046,AOI-0040,456,0.5525014283649248,0.12954716837978875,0.20818799947969605,0.18609008048736891,зерновые,зерновые,3087,0.9365289618418619,0.7026397767688424,0.0,0.992148832371511,3087,2.6939180346885516,0.9212000111487834,0.33754454162617425,0.6006069006665055
AOI-0046,AOI-0041,447,0.6107320543633122,0.15056329411442176,0.18232655381472151,0.17819292472305825,зерновые,зерновые,0,,,,,0,,,,
AOI-0046,AOI-0043,539,0.6304788323568341,0.12165869646163371,0.19196186864937584,0.1705567354741574,зерновые,зерновые,3087,0.1490636100415105,0.12148256655092558,0.0,0.9998732475534821,3087,0.40352269919937106,0.1466471036931709,0.37674117265954,0.9921628671193877
AOI-0046,AOI-0045,649,0.4149421872160901,0.15011743786937953,0.23682889613937802,0.19872477628565588,зерновые,зерновые,3087,0.1647151280167224,0.12876120500283503,0.0,0.999810578814003,3087,0.5262812471023538,0.1793640222524724,0.3764172335600907,0.9867796261122549
AOI-0046,AOI-0048,647,0.5770658193818171,0.12516931114386312,0.19666657844614813,0.1782434875047241,зерновые,зерновые,3087,0.11362990200693524,0.08721214025044523,0.00032393909944930353,0.9998741716940076,3087,0.3390739448897257,0.12345318080616646,0.369290573372206,0.994357669438614
AOI-0046,AOI-0050,231,0.38270720462317975,0.2317514048845482,0.2703152800738181,0.20189235028680322,зерновые,озимая пшеница,0,,,,,0,,,,
AOI-0046,AOI-0052,239,0.40894755363563795,0.18518072707124117,0.2536964826964956,0.20163853415972677,зерновые,озимая пшеница,3087,1.3766880323891197,1.0799217618181527,0.0,0.9821543435387952,3087,3.1265006492491976,1.2792672428156953,0.29640427599611274,0.5218876901722997
AOI-0046,AOI-0053,234,0.44349188028334485,0.16995257507262873,0.22277005068401376,0.19635103035116783,зерновые,озимая пшеница,3087,1.2929396374194158,1.0167584705012949,0.0,0.9844505024813937,3087,3.1616583603448167,1.239106230435342,0.3032069970845481,0.5314639859112609
AOI-0046,AOI-0055,225,0.21888213240939117,0.22189972748210474,0.24687910449646264,0.2157169161411103,зерновые,озимая пшеница,0,,,,,0,,,,
AOI-0046,AOI-0056,233,0.506562193189731,0.17478893302962897,0.22865070835989784,0.18951357756200443,зерновые,озимая пшеница,0,,,,,0,,,,
AOI-0046,AOI-0060,236,0.28276400332032886,0.23564697785991298,0.28613711368227385,0.21062707116059112,зерновые,озимая пшеница,3087,1.4634002808915068,1.1463845412296858,0.00032393909944930353,0.9796740499932122,3087,3.252561243113986,1.337326744497112,0.2947845804988662,0.4924729353059345
AOI-0046,AOI-0063,468,0.6155659451875647,0.15478395053767677,0.2187594451121227,0.17212716527117652,зерновые,озимая пшеница,3087,1.5049320234329024,1.1574379612336003,0.0,0.9782907606360601,3087,3.5630955840886833,1.4774024240361243,0.2756721736313573,0.5369943278557954
AOI-0046,AOI-0064,464,0.5608921909610957,0.15715067488734538,0.2193899170319566,0.18080982946812943,зерновые,озимая пшеница,3087,1.4118718645730741,1.082177296761958,0.0,0.9808842266658226,3087,3.3950259493316586,1.3741668244955954,0.2766439909297052,0.5547321451702149
AOI-0046,AOI-0065,464,0.4394136831830575,0.19545741868310212,0.2655912095018758,0.1955558258279947,зерновые,озимая пшеница,3087,1.5049320234329024,1.1574379612336003,0.0,0.9782907606360601,3087,3.5630955840886833,1.4774024240361243,0.2756721736313573,0.5369943278557954
AOI-0046,AOI-0069,629,0.45638979794119755,0.145649993901535,0.2189777180773411,0.19393619134224233,зерновые,зерновые,3087,0.724491986747479,0.5413078992935053,0.0,0.9951759655827243,3087,2.308453995301941,0.74940325663937,0.3242630385487528,0.7261817089329317
AOI-0046,AOI-0070,628,0.5728675157457057,0.12007431879144236,0.18150675735214958,0.1776380306859904,зерновые,зерновые,3087,0.7390999465211983,0.5480801933455263,0.0,0.9950367649853082,3087,2.3760301612421584,0.7743877399127788,0.33592484612892776,0.712266630289445
AOI-0046,AOI-0071,553,0.297162047955303,0.1657609136557766,0.2178211721472337,0.20751512380358142,зерновые,зерновые,0,,,,,0,,,,
AOI-0046,AOI-0075,242,0.024364009133506653,0.24288221048010566,0.3010935955484644,0.220251815259346,зерновые,озимая пшеница,3087,2.848885899944879,2.339901825995775,0.0,0.9649835787984079,3087,3.9572265494797554,1.636774733223342,0.22643343051506318,0.3528748389306425
AOI-0046,AOI-0076,239,0.32476513253769,0.19383484318849584,0.25577966614380615,0.20613759671799528,зерновые,озимая пшеница,0,,,,,0,,,,
AOI-0046,AOI-0077,241,0.26888396656973723,0.22050771058398955,0.272388113005036,0.21096559200391166,зерновые,озимая пшеница,0,,,,,0,,,,
AOI-0047,AOI-0002,0,,,,,зерновые,озимая пшеница,0,,,,,0,,,,
AOI-0047,AOI-0003,0,,,,,зерновые,озимая пшеница,0,,,,,0,,,,
AOI-0047,AOI-0004,0,,,,,зерновые,озимая пшеница,0,,,,,0,,,,
AOI-0047,AOI-0007,0,,,,,зерновые,озимая пшеница,0,,,,,0,,,,
AOI-0047,AOI-0008,0,,,,,зерновые,озимая пшеница,0,,,,,0,,,,
AOI-0047,AOI-0011,0,,,,,зерновые,озимая пшеница,0,,,,,0,,,,
AOI-0047,AOI-0015,0,,,,,зерновые,озимая пшеница,0,,,,,0,,,,
AOI-0047,AOI-0019,0,,,,,зерновые,подсолнечник,0,,,,,0,,,,
AOI-0047,AOI-0020,0,,,,,зерновые,подсолнечник,0,,,,,0,,,,
AOI-0047,AOI-0021,0,,,,,зерновые,подсолнечник,0,,,,,0,,,,
AOI-0047,AOI-0022,0,,,,,зерновые,подсолнечник,0,,,,,0,,,,
AOI-0047,AOI-0023,0,,,,,зерновые,подсолнечник,0,,,,,0,,,,
AOI-0047,AOI-0026,0,,,,,зерновые,озимая пшеница,0,,,,,0,,,,
AOI-0047,AOI-0027,0,,,,,зерновые,озимая пшеница,0,,,,,0,,,,
