scope,seed,config,weight,n,peer_n,coverage,rmse,base_rmse,delta_rmse
seed,2,n12_c40_r100_k1,0.2000000000,2644,1904,0.7201210287,0.0645054187,0.0641796998,0.0003257189
seed,2,n12_c40_r100_k2,0.2500000000,2644,1904,0.7201210287,0.0645131003,0.0641796998,0.0003334005
seed,2,n8_c40_r125_k2,0.2000000000,2644,2187,0.8271558245,0.0645453543,0.0641796998,0.0003656545
seed,2,n16_c60_r100_k1,0.2000000000,2644,1601,0.6055219365,0.0645992186,0.0641796998,0.0004195187
seed,2,n16_c60_r125_k1,0.2000000000,2644,1769,0.6690620272,0.0647951628,0.0641796998,0.0006154630
seed,2,n16_c60_r125_k2,0.2500000000,2644,1769,0.6690620272,0.0648846839,0.0641796998,0.0007049841
seed,2,n8_c40_r125_k1,0.2000000000,2644,2187,0.8271558245,0.0649613148,0.0641796998,0.0007816150
seed,2,n12_c40_r100_k2,0.3000000000,2644,1904,0.7201210287,0.0649844512,0.0641796998,0.0008047514
seed,2,n12_c40_r100_k1,0.2500000000,2644,1904,0.7201210287,0.0650017689,0.0641796998,0.0008220691
seed,2,n16_c60_r100_k1,0.2500000000,2644,1601,0.6055219365,0.0650431632,0.0641796998,0.0008634634
seed,2,n8_c40_r125_k2,0.2500000000,2644,2187,0.8271558245,0.0650559668,0.0641796998,0.0008762670
seed,2,n16_c60_r125_k1,0.2500000000,2644,1769,0.6690620272,0.0653427495,0.0641796998,0.0011630497
seed,2,n16_c60_r125_k2,0.3000000000,2644,1769,0.6690620272,0.0654018371,0.0641796998,0.0012221373
seed,2,n16_c60_r100_k1,0.3000000000,2644,1601,0.6055219365,0.0656184900,0.0641796998,0.0014387902
seed,2,n12_c40_r100_k1,0.3000000000,2644,1904,0.7201210287,0.0656584476,0.0641796998,0.0014787478
seed,2,n8_c40_r125_k1,0.2500000000,2644,2187,0.8271558245,0.0656731111,0.0641796998,0.0014934113
seed,2,n8_c40_r125_k2,0.3000000000,2644,2187,0.8271558245,0.0657283684,0.0641796998,0.0015486686
seed,2,n16_c60_r125_k1,0.3000000000,2644,1769,0.6690620272,0.0660416801,0.0641796998,0.0018619803
seed,2,n8_c40_r125_k1,0.3000000000,2644,2187,0.8271558245,0.0665810995,0.0641796998,0.0024013997
seed,70404,n16_c60_r125_k2,0.0500000000,2644,1825,0.6902420575,0.0670393634,0.0671352518,-0.0000958884
seed,70404,n16_c60_r125_k2,0.0800000000,2644,1825,0.6902420575,0.0670410283,0.0671352518,-0.0000942235
seed,70404,n12_c40_r100_k2,0.0500000000,2644,1867,0.7061270802,0.0670627813,0.0671352518,-0.0000724705
seed,70404,n16_c60_r125_k2,0.0300000000,2644,1825,0.6902420575,0.0670629323,0.0671352518,-0.0000723195
seed,70404,n16_c60_r125_k2,0.1000000000,2644,1825,0.6902420575,0.0670668156,0.0671352518,-0.0000684362
seed,70404,n12_c40_r100_k2,0.0300000000,2644,1867,0.7061270802,0.0670772422,0.0671352518,-0.0000580096
seed,70404,n12_c40_r100_k2,0.0800000000,2644,1867,0.7061270802,0.0670774397,0.0671352518,-0.0000578121
seed,70404,n16_c60_r125_k2,0.0200000000,2644,1825,0.6902420575,0.0670821142,0.0671352518,-0.0000531376
seed,70404,n12_c40_r100_k2,0.0200000000,2644,1867,0.7061270802,0.0670917394,0.0671352518,-0.0000435124
seed,70404,n16_c60_r125_k2,0.0100000000,2644,1825,0.6902420575,0.0671062225,0.0671352518,-0.0000290293
seed,70404,n12_c40_r100_k2,0.0100000000,2644,1867,0.7061270802,0.0671110774,0.0671352518,-0.0000241744
seed,70404,n12_c40_r100_k2,0.1000000000,2644,1867,0.7061270802,0.0671114326,0.0671352518,-0.0000238192
seed,70404,n16_c60_r125_k2,0.1200000000,2644,1825,0.6902420575,0.0671123207,0.0671352518,-0.0000229311
seed,70404,n8_c40_r125_k2,0.0200000000,2644,2210,0.8358547655,0.0671265846,0.0671352518,-0.0000086672
seed,70404,n8_c40_r125_k2,0.0100000000,2644,2210,0.8358547655,0.0671273809,0.0671352518,-0.0000078709
seed,70404,n8_c40_r125_k2,0.0300000000,2644,2210,0.8358547655,0.0671328632,0.0671352518,-0.0000023886
seed,70404,n12_c40_r100_k2,0.0000000000,2644,1867,0.7061270802,0.0671352518,0.0671352518,0.0000000000
seed,70404,n8_c40_r125_k2,0.0000000000,2644,2210,0.8358547655,0.0671352518,0.0671352518,0.0000000000
seed,70404,n16_c60_r125_k2,0.0000000000,2644,1825,0.6902420575,0.0671352518,0.0671352518,0.0000000000
seed,70404,n16_c60_r100_k1,0.0000000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n16_c60_r100_k1,0.0100000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n16_c60_r100_k1,0.0200000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n16_c60_r100_k1,0.0300000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n16_c60_r100_k1,0.0500000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n16_c60_r100_k1,0.0800000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n16_c60_r100_k1,0.1000000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n16_c60_r100_k1,0.1200000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n16_c60_r100_k1,0.1500000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n16_c60_r100_k1,0.2000000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n16_c60_r100_k1,0.2500000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n16_c60_r100_k1,0.3000000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n16_c60_r125_k1,0.0000000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n16_c60_r125_k1,0.0100000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n16_c60_r125_k1,0.0200000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n16_c60_r125_k1,0.0300000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n16_c60_r125_k1,0.0500000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n16_c60_r125_k1,0.0800000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n16_c60_r125_k1,0.1000000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n16_c60_r125_k1,0.1200000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n16_c60_r125_k1,0.1500000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n16_c60_r125_k1,0.2000000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n16_c60_r125_k1,0.2500000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n16_c60_r125_k1,0.3000000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n12_c40_r100_k1,0.0000000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n12_c40_r100_k1,0.0100000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n12_c40_r100_k1,0.0200000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n12_c40_r100_k1,0.0300000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n12_c40_r100_k1,0.0500000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n12_c40_r100_k1,0.0800000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n12_c40_r100_k1,0.1000000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n12_c40_r100_k1,0.1200000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n12_c40_r100_k1,0.1500000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n12_c40_r100_k1,0.2000000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n12_c40_r100_k1,0.2500000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n12_c40_r100_k1,0.3000000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n8_c40_r125_k1,0.0000000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n8_c40_r125_k1,0.0100000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n8_c40_r125_k1,0.0200000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n8_c40_r125_k1,0.0300000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n8_c40_r125_k1,0.0500000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n8_c40_r125_k1,0.0800000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n8_c40_r125_k1,0.1000000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n8_c40_r125_k1,0.1200000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n8_c40_r125_k1,0.1500000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n8_c40_r125_k1,0.2000000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n8_c40_r125_k1,0.2500000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n8_c40_r125_k1,0.3000000000,2644,0,0.0000000000,0.0671352518,0.0671352518,0.0000000000
seed,70404,n12_c40_r100_k2,0.1200000000,2644,1867,0.7061270802,0.0671647703,0.0671352518,0.0000295185
seed,70404,n8_c40_r125_k2,0.0500000000,2644,2210,0.8358547655,0.0671666348,0.0671352518,0.0000313830
seed,70404,n16_c60_r125_k2,0.1500000000,2644,1825,0.6902420575,0.0672174571,0.0671352518,0.0000822053
seed,70404,n8_c40_r125_k2,0.0800000000,2644,2210,0.8358547655,0.0672702318,0.0671352518,0.0001349800
seed,70404,n12_c40_r100_k2,0.1500000000,2644,1867,0.7061270802,0.0672809429,0.0671352518,0.0001456910
seed,70404,n8_c40_r125_k2,0.1000000000,2644,2210,0.8358547655,0.0673744628,0.0671352518,0.0002392110
seed,70404,n16_c60_r125_k2,0.2000000000,2644,1825,0.6902420575,0.0674904632,0.0671352518,0.0003552114
seed,70404,n8_c40_r125_k2,0.1200000000,2644,2210,0.8358547655,0.0675066801,0.0671352518,0.0003714283
seed,70404,n12_c40_r100_k2,0.2000000000,2644,1867,0.7061270802,0.0675704025,0.0671352518,0.0004351507
seed,70404,n8_c40_r125_k2,0.1500000000,2644,2210,0.8358547655,0.0677571123,0.0671352518,0.0006218605
seed,70404,n16_c60_r125_k2,0.2500000000,2644,1825,0.6902420575,0.0678843575,0.0671352518,0.0007491057
seed,70404,n12_c40_r100_k2,0.2500000000,2644,1867,0.7061270802,0.0679782793,0.0671352518,0.0008430275
seed,70404,n8_c40_r125_k2,0.2000000000,2644,2210,0.8358547655,0.0683116456,0.0671352518,0.0011763938
seed,70404,n16_c60_r125_k2,0.3000000000,2644,1825,0.6902420575,0.0683970515,0.0671352518,0.0012617997
seed,70404,n12_c40_r100_k2,0.3000000000,2644,1867,0.7061270802,0.0685024580,0.0671352518,0.0013672062
seed,70404,n8_c40_r125_k2,0.2500000000,2644,2210,0.8358547655,0.0690339206,0.0671352518,0.0018986688
seed,0,n12_c40_r100_k2,0.1000000000,2644,1852,0.7004538578,0.0693656396,0.0695830376,-0.0002173980
seed,0,n12_c40_r100_k2,0.1200000000,2644,1852,0.7004538578,0.0693729885,0.0695830376,-0.0002100491
seed,0,n12_c40_r100_k2,0.0800000000,2644,1852,0.7004538578,0.0693752553,0.0695830376,-0.0002077822
seed,0,n8_c40_r125_k1,0.0800000000,2644,2198,0.8313161876,0.0693983383,0.0695830376,-0.0001846993
seed,0,n12_c40_r100_k1,0.0800000000,2644,1852,0.7004538578,0.0694054875,0.0695830376,-0.0001775501
seed,0,n12_c40_r100_k1,0.1000000000,2644,1852,0.7004538578,0.0694131435,0.0695830376,-0.0001698941
seed,0,n8_c40_r125_k1,0.0500000000,2644,2198,0.8313161876,0.0694133353,0.0695830376,-0.0001697023
seed,0,n12_c40_r100_k2,0.1500000000,2644,1852,0.7004538578,0.0694158053,0.0695830376,-0.0001672322
seed,0,n12_c40_r100_k2,0.0500000000,2644,1852,0.7004538578,0.0694214687,0.0695830376,-0.0001615688
seed,0,n8_c40_r125_k1,0.1000000000,2644,2198,0.8313161876,0.0694245714,0.0695830376,-0.0001584662
seed,0,n12_c40_r100_k1,0.0500000000,2644,1852,0.7004538578,0.0694330729,0.0695830376,-0.0001499647
seed,0,n8_c40_r125_k2,0.0800000000,2644,2198,0.8313161876,0.0694333301,0.0695830376,-0.0001497075
seed,0,n12_c40_r100_k1,0.1200000000,2644,1852,0.7004538578,0.0694416312,0.0695830376,-0.0001414064
seed,0,n8_c40_r125_k2,0.0500000000,2644,2198,0.8313161876,0.0694476954,0.0695830376,-0.0001353421
seed,0,n8_c40_r125_k2,0.1000000000,2644,2198,0.8313161876,0.0694516390,0.0695830376,-0.0001313985
seed,0,n8_c40_r125_k1,0.0300000000,2644,2198,0.8313161876,0.0694595462,0.0695830376,-0.0001234914
seed,0,n12_c40_r100_k2,0.0300000000,2644,1852,0.7004538578,0.0694734380,0.0695830376,-0.0001095996
seed,0,n12_c40_r100_k1,0.0300000000,2644,1852,0.7004538578,0.0694774853,0.0695830376,-0.0001055522
seed,0,n8_c40_r125_k1,0.1200000000,2644,2198,0.8313161876,0.0694797565,0.0695830376,-0.0001032811
seed,0,n8_c40_r125_k2,0.0300000000,2644,2198,0.8313161876,0.0694851448,0.0695830376,-0.0000978927
seed,0,n8_c40_r125_k2,0.1200000000,2644,2198,0.8313161876,0.0694922393,0.0695830376,-0.0000907982
seed,0,n8_c40_r125_k1,0.0200000000,2644,2198,0.8313161876,0.0694934972,0.0695830376,-0.0000895404
seed,0,n12_c40_r100_k2,0.0200000000,2644,1852,0.7004538578,0.0695057576,0.0695830376,-0.0000772799
seed,0,n12_c40_r100_k1,0.0200000000,2644,1852,0.7004538578,0.0695074850,0.0695830376,-0.0000755526
seed,0,n8_c40_r125_k2,0.0200000000,2644,2198,0.8313161876,0.0695122197,0.0695830376,-0.0000708178
seed,0,n16_c60_r100_k1,0.0500000000,2644,1647,0.6229198185,0.0695214042,0.0695830376,-0.0000616333
seed,0,n12_c40_r100_k1,0.1500000000,2644,1852,0.7004538578,0.0695233611,0.0695830376,-0.0000596764
seed,0,n16_c60_r100_k1,0.0300000000,2644,1647,0.6229198185,0.0695333388,0.0695830376,-0.0000496987
seed,0,n8_c40_r125_k1,0.0100000000,2644,2198,0.8313161876,0.0695346653,0.0695830376,-0.0000483723
seed,0,n16_c60_r100_k1,0.0800000000,2644,1647,0.6229198185,0.0695353209,0.0695830376,-0.0000477166
seed,0,n12_c40_r100_k2,0.0100000000,2644,1852,0.7004538578,0.0695422930,0.0695830376,-0.0000407445
seed,0,n12_c40_r100_k1,0.0100000000,2644,1852,0.7004538578,0.0695426717,0.0695830376,-0.0000403659
seed,0,n8_c40_r125_k2,0.0100000000,2644,2198,0.8313161876,0.0695448533,0.0695830376,-0.0000381843
seed,0,n16_c60_r100_k1,0.0200000000,2644,1647,0.6229198185,0.0695456678,0.0695830376,-0.0000373698
seed,0,n16_c60_r125_k2,0.0300000000,2644,1839,0.6955370651,0.0695555671,0.0695830376,-0.0000274704
seed,0,n16_c60_r125_k2,0.0500000000,2644,1839,0.6955370651,0.0695574567,0.0695830376,-0.0000255809
seed,0,n16_c60_r125_k2,0.0200000000,2644,1839,0.6955370651,0.0695606842,0.0695830376,-0.0000223533
seed,0,n16_c60_r100_k1,0.0100000000,2644,1647,0.6229198185,0.0695622350,0.0695830376,-0.0000208025
seed,0,n16_c60_r100_k1,0.1000000000,2644,1647,0.6229198185,0.0695658012,0.0695830376,-0.0000172363
seed,0,n16_c60_r125_k1,0.0200000000,2644,1839,0.6955370651,0.0695680683,0.0695830376,-0.0000149692
seed,0,n16_c60_r125_k1,0.0300000000,2644,1839,0.6955370651,0.0695681696,0.0695830376,-0.0000148679
seed,0,n16_c60_r125_k2,0.0100000000,2644,1839,0.6955370651,0.0695698415,0.0695830376,-0.0000131960
seed,0,n12_c40_r100_k2,0.2000000000,2644,1852,0.7004538578,0.0695717366,0.0695830376,-0.0000113010
seed,0,n16_c60_r125_k1,0.0100000000,2644,1839,0.6955370651,0.0695730247,0.0695830376,-0.0000100129
seed,0,n12_c40_r100_k2,0.0000000000,2644,1852,0.7004538578,0.0695830376,0.0695830376,0.0000000000
seed,0,n8_c40_r125_k2,0.0000000000,2644,2198,0.8313161876,0.0695830376,0.0695830376,0.0000000000
seed,0,n16_c60_r125_k2,0.0000000000,2644,1839,0.6955370651,0.0695830376,0.0695830376,0.0000000000
seed,0,n16_c60_r100_k1,0.0000000000,2644,1647,0.6229198185,0.0695830376,0.0695830376,0.0000000000
seed,0,n16_c60_r125_k1,0.0000000000,2644,1839,0.6955370651,0.0695830376,0.0695830376,0.0000000000
seed,0,n12_c40_r100_k1,0.0000000000,2644,1852,0.7004538578,0.0695830376,0.0695830376,0.0000000000
seed,0,n8_c40_r125_k1,0.0000000000,2644,2198,0.8313161876,0.0695830376,0.0695830376,0.0000000000
seed,0,n16_c60_r125_k1,0.0500000000,2644,1839,0.6955370651,0.0695835439,0.0695830376,0.0000005063
seed,0,n16_c60_r125_k2,0.0800000000,2644,1839,0.6955370651,0.0695905925,0.0695830376,0.0000075549
seed,0,n8_c40_r125_k2,0.1500000000,2644,2198,0.8313161876,0.0695948447,0.0695830376,0.0000118072
seed,0,n16_c60_r100_k1,0.1200000000,2644,1647,0.6229198185,0.0696132194,0.0695830376,0.0000301818
seed,0,n8_c40_r125_k1,0.1500000000,2644,2198,0.8313161876,0.0696166584,0.0695830376,0.0000336208
seed,0,n16_c60_r125_k2,0.1000000000,2644,1839,0.6955370651,0.0696328615,0.0695830376,0.0000498240
seed,0,n16_c60_r125_k1,0.0800000000,2644,1839,0.6955370651,0.0696445010,0.0695830376,0.0000614634
seed,0,n16_c60_r125_k2,0.1200000000,2644,1839,0.6955370651,0.0696912408,0.0695830376,0.0001082032
seed,0,n16_c60_r125_k1,0.1000000000,2644,1839,0.6955370651,0.0697103514,0.0695830376,0.0001273139
seed,0,n16_c60_r100_k1,0.1500000000,2644,1647,0.6229198185,0.0697160261,0.0695830376,0.0001329885
seed,0,n12_c40_r100_k1,0.2000000000,2644,1852,0.7004538578,0.0697631090,0.0695830376,0.0001800715
seed,0,n16_c60_r125_k1,0.1200000000,2644,1839,0.6955370651,0.0697963076,0.0695830376,0.0002132701
seed,0,n16_c60_r125_k2,0.1500000000,2644,1839,0.6955370651,0.0698089248,0.0695830376,0.0002258873
seed,0,n12_c40_r100_k2,0.2500000000,2644,1852,0.7004538578,0.0698327249,0.0695830376,0.0002496873
seed,0,n8_c40_r125_k2,0.2000000000,2644,2198,0.8313161876,0.0698764562,0.0695830376,0.0002934187
seed,70404,n8_c40_r125_k2,0.3000000000,2644,2210,0.8358547655,0.0699187392,0.0671352518,0.0027834874
seed,0,n16_c60_r125_k1,0.1500000000,2644,1839,0.6955370651,0.0699627734,0.0695830376,0.0003797359
seed,0,n16_c60_r100_k1,0.2000000000,2644,1647,0.6229198185,0.0699713971,0.0695830376,0.0003883595
seed,0,n8_c40_r125_k1,0.2000000000,2644,2198,0.8313161876,0.0699881071,0.0695830376,0.0004050695
seed,0,n16_c60_r125_k2,0.2000000000,2644,1839,0.6955370651,0.0700848879,0.0695830376,0.0005018504
seed,0,n12_c40_r100_k1,0.2500000000,2644,1852,0.7004538578,0.0701310588,0.0695830376,0.0005480212
seed,0,n12_c40_r100_k2,0.3000000000,2644,1852,0.7004538578,0.0701975984,0.0695830376,0.0006145609
seed,0,n8_c40_r125_k2,0.2500000000,2644,2198,0.8313161876,0.0702948102,0.0695830376,0.0007117726
seed,0,n16_c60_r100_k1,0.2500000000,2644,1647,0.6229198185,0.0703307689,0.0695830376,0.0007477313
seed,0,n16_c60_r125_k1,0.2000000000,2644,1839,0.6955370651,0.0703394576,0.0695830376,0.0007564201
seed,0,n16_c60_r125_k2,0.2500000000,2644,1839,0.6955370651,0.0704595771,0.0695830376,0.0008765396
seed,0,n8_c40_r125_k1,0.2500000000,2644,2198,0.8313161876,0.0705360840,0.0695830376,0.0009530465
seed,0,n12_c40_r100_k1,0.3000000000,2644,1852,0.7004538578,0.0706252066,0.0695830376,0.0010421691
seed,0,n16_c60_r100_k1,0.3000000000,2644,1647,0.6229198185,0.0707925577,0.0695830376,0.0012095201
seed,0,n16_c60_r125_k1,0.2500000000,2644,1839,0.6955370651,0.0708384217,0.0695830376,0.0012553841
seed,0,n8_c40_r125_k2,0.3000000000,2644,2198,0.8313161876,0.0708474843,0.0695830376,0.0012644467
seed,0,n16_c60_r125_k2,0.3000000000,2644,1839,0.6955370651,0.0709314278,0.0695830376,0.0013483903
seed,0,n8_c40_r125_k1,0.3000000000,2644,2198,0.8313161876,0.0712565167,0.0695830376,0.0016734791
seed,0,n16_c60_r125_k1,0.3000000000,2644,1839,0.6955370651,0.0714571041,0.0695830376,0.0018740665
