year,feat,base,w,sse,n,mae,cov
2021,hist_local,hgb_lag,0.7,1.8013402489051127,130,0.08940101107675946,1.0
2021,hist_local,hgb_lag,1.0,2.8241647394517937,130,0.11281053007548311,1.0
2022,hist_exact,hgb,0.0,0.8837182396680022,192,0.0485109506344624,0.9739583333333334
2022,hist_exact,hgb,0.02,0.8698095064640423,192,0.048588200802993496,0.9739583333333334
2022,hist_exact,hgb,0.05,0.8607920047786469,192,0.048891665891341286,0.9739583333333334
2022,hist_exact,hgb,0.1,0.8773510969577729,192,0.04984403013636799,0.9739583333333334
2022,hist_exact,hgb,0.15,0.9333955162053802,192,0.05184602430978517,0.9739583333333334
2022,hist_exact,hgb,0.2,1.0289252625214682,192,0.05478028810740367,0.9739583333333334
2022,hist_exact,hgb,0.3,1.338440736359089,192,0.06272413762383865,0.9739583333333334
2022,hist_exact,hgb,0.4,1.8058975184706334,192,0.07260413436832869,0.9739583333333334
2022,hist_exact,hgb,0.5,2.4312956088561037,192,0.08304624133290033,0.9739583333333334
2022,hist_exact,hgb,0.7,4.155915714448817,192,0.1058476563935525,0.9739583333333334
2022,hist_exact,hgb,1.0,7.927405684892324,192,0.1435616267528704,0.9739583333333334
2022,hist_exact,hgb_lag,0.0,0.8515785978550121,192,0.04766860741555278,0.9739583333333334
2022,hist_exact,hgb_lag,0.02,0.8408844338225685,192,0.04774125667931808,0.9739583333333334
2022,hist_exact,hgb_lag,0.05,0.8364861320702226,192,0.04815984473960686,0.9739583333333334
2022,hist_exact,hgb_lag,0.1,0.8602034806064992,192,0.04927050561967381,0.9739583333333334
2022,hist_exact,hgb_lag,0.15,0.9227306434638421,192,0.05147992666532856,0.9739583333333334
2022,hist_exact,hgb_lag,0.2,1.024067620642251,192,0.054661738420721855,0.9739583333333334
2022,hist_exact,hgb_lag,0.3,1.3431710179622671,192,0.06291494200676155,0.9739583333333334
2022,hist_exact,hgb_lag,0.4,1.8175136725665473,192,0.07269140810290582,0.9739583333333334
2022,hist_exact,hgb_lag,0.5,2.4470955844550923,192,0.08315003471339,0.9739583333333334
2022,hist_exact,hgb_lag,0.7,4.171977180084975,192,0.10590690290866082,0.9739583333333334
2022,hist_exact,hgb_lag,1.0,7.923594003161782,192,0.14350103892470426,0.9739583333333334
2022,hist_mean,hgb,0.0,0.8837182396680022,192,0.0485109506344624,0.9739583333333334
2022,hist_mean,hgb,0.02,0.871428458907027,192,0.04862128741418831,0.9739583333333334
2022,hist_mean,hgb,0.05,0.8640542157607576,192,0.04894840448412974,0.9739583333333334
2022,hist_mean,hgb,0.1,0.8812582851708236,192,0.0499159060806282,0.9739583333333334
2022,hist_mean,hgb,0.15,0.9353304478982003,192,0.05181838189880897,0.9739583333333334
2022,hist_mean,hgb,0.2,1.026270703942887,192,0.054803541002029506,0.9739583333333334
2022,hist_mean,hgb,0.3,1.3187554959841934,192,0.06304916331157798,0.9739583333333334
2022,hist_mean,hgb,0.4,1.7587126612947412,192,0.07328774261683231,0.9739583333333334
2022,hist_mean,hgb,0.5,2.3461421998745315,192,0.0842008399859772,0.9739583333333334
2022,hist_mean,hgb,0.7,3.9634183968418384,192,0.10710886959073455,0.9739583333333334
2022,hist_mean,hgb,1.0,7.495375491812117,192,0.14347845125343425,0.9739583333333334
2022,hist_mean,hgb_lag,0.0,0.8515785978550121,192,0.04766860741555278,0.9739583333333334
2022,hist_mean,hgb_lag,0.02,0.8422062665823111,192,0.0477721790920391,0.9739583333333334
2022,hist_mean,hgb_lag,0.05,0.8390282825954967,192,0.04821322544767822,0.9739583333333334
2022,hist_mean,hgb_lag,0.1,0.8627463437434384,192,0.04926672479282047,0.9739583333333334
2022,hist_mean,hgb_lag,0.15,0.9227327812988377,192,0.051455244385022636,0.9739583333333334
2022,hist_mean,hgb_lag,0.2,1.0189875952616938,192,0.05470902483457155,0.9739583333333334
2022,hist_mean,hgb_lag,0.3,1.3203023524097781,192,0.06321964196799756,0.9739583333333334
2022,hist_mean,hgb_lag,0.4,1.7666906151876909,192,0.0733046271194131,0.9739583333333334
2022,hist_mean,hgb_lag,0.5,2.3581523835954328,192,0.0842411676222777,0.9739583333333334
2022,hist_mean,hgb_lag,0.7,3.976296437300403,192,0.10711046865814662,0.9739583333333334
2022,hist_mean,hgb_lag,1.0,7.4915638100815745,192,0.14341786342526816,0.9739583333333334
2022,hist_local,hgb,0.0,0.8837182396680022,192,0.0485109506344624,1.0
2022,hist_local,hgb,0.02,0.8716376042598737,192,0.048487415593502836,1.0
2022,hist_local,hgb,0.05,0.8601470531192612,192,0.04848299041242393,1.0
2022,hist_local,hgb,0.1,0.8586772064757868,192,0.04875324330209233,1.0
2022,hist_local,hgb,0.15,0.8793086997375794,192,0.049650409495406306,1.0
2022,hist_local,hgb,0.2,0.9220415329046383,192,0.0514041293436737,1.0
2022,hist_local,hgb,0.3,1.0738112189545574,192,0.05630856351894026,1.0
2022,hist_local,hgb,0.4,1.3139862646255434,192,0.06325728202919607,1.0
2022,hist_local,hgb,0.5,1.642566669917596,192,0.07173154640029977,1.0
2022,hist_local,hgb,0.7,2.5649435593649033,192,0.08993374582378683,1.0
2022,hist_local,hgb,1.0,4.611549090693868,192,0.11993819053856992,1.0
2022,hist_local,hgb_lag,0.0,0.8515785978550121,192,0.04766860741555278,1.0
2022,hist_local,hgb_lag,0.02,0.8418818199572078,192,0.04765681928461709,1.0
2022,hist_local,hgb_lag,0.05,0.8338338103366172,192,0.04772588579702072,1.0
2022,hist_local,hgb_lag,0.1,0.8377462135719422,192,0.048093736139685005,1.0
2022,hist_local,hgb_lag,0.15,0.863315807560987,192,0.049163056837989605,1.0
2022,hist_local,hgb_lag,0.2,0.9105425923037512,192,0.05100293696950922,1.0
2022,hist_local,hgb_lag,0.3,1.0699677340504397,192,0.05606488924649847,1.0
2022,hist_local,hgb_lag,0.4,1.3160216388120065,192,0.06311328353829833,1.0
2022,hist_local,hgb_lag,0.5,1.6487043065884528,192,0.0717192875125648,1.0
2022,hist_local,hgb_lag,0.7,2.5739559311859814,192,0.08994885513243082,1.0
2022,hist_local,hgb_lag,1.0,4.611549090693868,192,0.11993819053856992,1.0
2023,hist_exact,hgb,0.0,0.8891533890129724,169,0.04628249939435155,0.9704142011834319
2023,hist_exact,hgb,0.02,0.8938376200086444,169,0.046830304912552835,0.9704142011834319
2023,hist_exact,hgb,0.05,0.911096887319093,169,0.04809757680538455,0.9704142011834319
2023,hist_exact,hgb,0.1,0.9671501216816816,169,0.0504263726309823,0.9704142011834319
2023,hist_exact,hgb,0.15,1.0573130921007374,169,0.053298021286327074,0.9704142011834319
2023,hist_exact,hgb,0.2,1.1815857985762614,169,0.056878872469116465,0.9704142011834319
2023,hist_exact,hgb,0.3,1.5324604196967124,169,0.0648070596334002,0.9704142011834319
2023,hist_exact,hgb,0.4,2.019773985043034,169,0.07380804623690858,0.9704142011834319
2023,hist_exact,hgb,0.5,2.6435264946152266,169,0.08335755482584034,0.9704142011834319
2023,hist_exact,hgb,0.7,4.300348346437223,169,0.10409140538085275,0.9704142011834319
2023,hist_exact,hgb,1.0,7.808873205864252,169,0.13991331590761583,0.9704142011834319
2023,hist_exact,hgb_lag,0.0,0.8485059074957169,169,0.045073108114780956,0.9704142011834319
2023,hist_exact,hgb_lag,0.02,0.8558011468095084,169,0.04558639467977087,0.9704142011834319
2023,hist_exact,hgb_lag,0.05,0.8768396297465941,169,0.04699266241230951,0.9704142011834319
2023,hist_exact,hgb_lag,0.1,0.9388254318854671,169,0.04947391448197136,0.9704142011834319
2023,hist_exact,hgb_lag,0.15,1.034463313912336,169,0.052717398216714464,0.9704142011834319
2023,hist_exact,hgb_lag,0.2,1.1637532758272,169,0.05640379442625273,0.9704142011834319
2023,hist_exact,hgb_lag,0.3,1.5232894393209166,169,0.0648616066035134,0.9704142011834319
2023,hist_exact,hgb_lag,0.4,2.0174339223666156,169,0.07404108357395398,0.9704142011834319
2023,hist_exact,hgb_lag,0.5,2.6461867249642976,169,0.08360627536499246,0.9704142011834319
2023,hist_exact,hgb_lag,0.7,4.30751728881561,169,0.10413154118445588,0.9704142011834319
2023,hist_exact,hgb_lag,1.0,7.809075531232452,169,0.1398343972104574,0.9704142011834319
2023,hist_mean,hgb,0.0,0.8891533890129724,169,0.04628249939435155,0.9704142011834319
2023,hist_mean,hgb,0.02,0.8921723417261243,169,0.04682033869409934,0.9704142011834319
2023,hist_mean,hgb,0.05,0.9059348311543604,169,0.04799386190649839,0.9704142011834319
2023,hist_mean,hgb,0.1,0.9534964744907773,169,0.05031779460811298,0.9704142011834319
2023,hist_mean,hgb,0.15,1.031838319022223,169,0.05304600351964964,0.9704142011834319
2023,hist_mean,hgb,0.2,1.140960364748697,169,0.05656705938199141,0.9704142011834319
2023,hist_mean,hgb,0.3,1.4515450597867312,169,0.06412100569923447,0.9704142011834319
2023,hist_mean,hgb,0.4,1.8852505596048799,169,0.07236436025033413,0.9704142011834319
2023,hist_mean,hgb,0.5,2.4420768642031434,169,0.08128694466240109,0.9704142011834319
2023,hist_mean,hgb,0.7,3.925091887740013,169,0.10125517447531018,0.9704142011834319
2023,hist_mean,hgb,1.0,7.073020458896178,169,0.13596729055967433,0.9704142011834319
2023,hist_mean,hgb_lag,0.0,0.8485059074957169,169,0.045073108114780956,0.9704142011834319
2023,hist_mean,hgb_lag,0.02,0.8542026975071113,169,0.04558928830671897,0.9704142011834319
2023,hist_mean,hgb_lag,0.05,0.871839531569405,169,0.04691853968441226,0.9704142011834319
2023,hist_mean,hgb_lag,0.1,0.9254786524604345,169,0.04935157339837227,0.9704142011834319
2023,hist_mean,hgb_lag,0.15,1.0094232701688055,169,0.05245980071337056,0.9704142011834319
2023,hist_mean,hgb_lag,0.2,1.1236733846945182,169,0.055992226068216286,0.9704142011834319
