protocol,year,kind,order,alpha,rob,pm,rm,rmse,mae,n,seed
random2025,2025,fourier,3,20,0,0,0.0,,,756,0.0
random2025,2025,fourier,3,20,0,1,0.0,,,756,0.0
random2025,2025,fourier,3,20,1,0,0.0,,,756,0.0
random2025,2025,fourier,3,20,1,1,0.0,,,756,0.0
random2025,2025,fourier,8,1,0,0,0.0,,,756,0.0
random2025,2025,fourier,8,1,0,1,0.0,,,756,0.0
random2025,2025,fourier,8,1,1,0,0.0,,,756,0.0
random2025,2025,fourier,8,1,1,1,0.0,,,756,0.0
random2025,2025,fourier,8,20,0,0,0.0,,,756,0.0
random2025,2025,fourier,8,20,0,1,0.0,,,756,0.0
random2025,2025,fourier,8,20,1,0,0.0,,,756,0.0
random2025,2025,fourier,8,20,1,1,0.0,,,756,0.0
random2025,2025,fourier,12,1,0,0,0.0,,,756,0.0
random2025,2025,fourier,12,1,0,1,0.0,,,756,0.0
random2025,2025,fourier,12,1,1,0,0.0,,,756,0.0
random2025,2025,fourier,12,1,1,1,0.0,,,756,0.0
random2025,2025,fourier,12,20,0,0,0.0,,,756,0.0
random2025,2025,fourier,12,20,0,1,0.0,,,756,0.0
random2025,2025,fourier,12,20,1,0,0.0,,,756,0.0
random2025,2025,fourier,12,20,1,1,0.0,,,756,0.0
random2025,2025,rbf,6,1,0,0,0.0,,,756,0.0
random2025,2025,rbf,6,1,0,1,0.0,,,756,0.0
random2025,2025,rbf,6,1,1,0,0.0,,,756,0.0
random2025,2025,rbf,6,1,1,1,0.0,,,756,0.0
random2025,2025,rbf,6,20,0,0,0.0,,,756,0.0
random2025,2025,rbf,6,20,0,1,0.0,,,756,0.0
random2025,2025,rbf,6,20,1,0,0.0,,,756,0.0
random2025,2025,rbf,6,20,1,1,0.0,,,756,0.0
random2025,2025,rbf,12,1,0,0,0.0,,,756,0.0
random2025,2025,rbf,12,1,0,1,0.0,,,756,0.0
random2025,2025,rbf,12,1,1,0,0.0,,,756,0.0
random2025,2025,rbf,12,1,1,1,0.0,,,756,0.0
random2025,2025,rbf,12,20,0,0,0.0,,,756,0.0
random2025,2025,rbf,12,20,0,1,0.0,,,756,0.0
random2025,2025,rbf,12,20,1,0,0.0,,,756,0.0
random2025,2025,rbf,12,20,1,1,0.0,,,756,0.0
random2025,2025,rbf,20,1,0,0,0.0,,,756,0.0
random2025,2025,rbf,20,1,0,1,0.0,,,756,0.0
random2025,2025,rbf,20,1,1,0,0.0,,,756,0.0
random2025,2025,rbf,20,1,1,1,0.0,,,756,0.0
random2025,2025,rbf,20,20,0,0,0.0,,,756,0.0
random2025,2025,rbf,20,20,0,1,0.0,,,756,0.0
random2025,2025,rbf,20,20,1,0,0.0,,,756,0.0
random2025,2025,rbf,20,20,1,1,0.0,,,756,0.0
random,0,fourier,3,1,0,0,0.0,,,2644,1.0
random,0,fourier,3,1,0,1,0.0,,,2644,1.0
random,0,fourier,3,1,1,0,0.0,,,2644,1.0
random,0,fourier,3,1,1,1,0.0,,,2644,1.0
random,0,fourier,3,20,0,0,0.0,,,2644,1.0
random,0,fourier,3,20,0,1,0.0,,,2644,1.0
random,0,fourier,3,20,1,0,0.0,,,2644,1.0
random,0,fourier,3,20,1,1,0.0,,,2644,1.0
random,0,fourier,8,1,0,0,0.0,,,2644,1.0
random,0,fourier,8,1,0,1,0.0,,,2644,1.0
random,0,fourier,8,1,1,0,0.0,,,2644,1.0
random,0,fourier,8,1,1,1,0.0,,,2644,1.0
random,0,fourier,8,20,0,0,0.0,,,2644,1.0
random,0,fourier,8,20,0,1,0.0,,,2644,1.0
random,0,fourier,8,20,1,0,0.0,,,2644,1.0
random,0,fourier,8,20,1,1,0.0,,,2644,1.0
random,0,fourier,12,1,0,0,0.0,,,2644,1.0
random,0,fourier,12,1,0,1,0.0,,,2644,1.0
random,0,fourier,12,1,1,0,0.0,,,2644,1.0
random,0,fourier,12,1,1,1,0.0,,,2644,1.0
random,0,fourier,12,20,0,0,0.0,,,2644,1.0
random,0,fourier,12,20,0,1,0.0,,,2644,1.0
random,0,fourier,12,20,1,0,0.0,,,2644,1.0
random,0,fourier,12,20,1,1,0.0,,,2644,1.0
random,0,rbf,6,1,0,0,0.0,,,2644,1.0
random,0,rbf,6,1,0,1,0.0,,,2644,1.0
random,0,rbf,6,1,1,0,0.0,,,2644,1.0
random,0,rbf,6,1,1,1,0.0,,,2644,1.0
random,0,rbf,6,20,0,0,0.0,,,2644,1.0
random,0,rbf,6,20,0,1,0.0,,,2644,1.0
random,0,rbf,6,20,1,0,0.0,,,2644,1.0
random,0,rbf,6,20,1,1,0.0,,,2644,1.0
random,0,rbf,12,1,0,0,0.0,,,2644,1.0
random,0,rbf,12,1,0,1,0.0,,,2644,1.0
random,0,rbf,12,1,1,0,0.0,,,2644,1.0
random,0,rbf,12,1,1,1,0.0,,,2644,1.0
random,0,rbf,12,20,0,0,0.0,,,2644,1.0
random,0,rbf,12,20,0,1,0.0,,,2644,1.0
random,0,rbf,12,20,1,0,0.0,,,2644,1.0
random,0,rbf,12,20,1,1,0.0,,,2644,1.0
random,0,rbf,20,1,0,0,0.0,,,2644,1.0
random,0,rbf,20,1,0,1,0.0,,,2644,1.0
random,0,rbf,20,1,1,0,0.0,,,2644,1.0
random,0,rbf,20,1,1,1,0.0,,,2644,1.0
random,0,rbf,20,20,0,0,0.0,,,2644,1.0
random,0,rbf,20,20,0,1,0.0,,,2644,1.0
random,0,rbf,20,20,1,0,0.0,,,2644,1.0
random,0,rbf,20,20,1,1,0.0,,,2644,1.0
random2025,2025,fourier,3,1,0,0,0.0,,,756,1.0
random2025,2025,fourier,3,1,0,1,0.0,,,756,1.0
random2025,2025,fourier,3,1,1,0,0.0,,,756,1.0
random2025,2025,fourier,3,1,1,1,0.0,,,756,1.0
random2025,2025,fourier,3,20,0,0,0.0,,,756,1.0
random2025,2025,fourier,3,20,0,1,0.0,,,756,1.0
random2025,2025,fourier,3,20,1,0,0.0,,,756,1.0
random2025,2025,fourier,3,20,1,1,0.0,,,756,1.0
random2025,2025,fourier,8,1,0,0,0.0,,,756,1.0
random2025,2025,fourier,8,1,0,1,0.0,,,756,1.0
random2025,2025,fourier,8,1,1,0,0.0,,,756,1.0
random2025,2025,fourier,8,1,1,1,0.0,,,756,1.0
random2025,2025,fourier,8,20,0,0,0.0,,,756,1.0
random2025,2025,fourier,8,20,0,1,0.0,,,756,1.0
random2025,2025,fourier,8,20,1,0,0.0,,,756,1.0
random2025,2025,fourier,8,20,1,1,0.0,,,756,1.0
random2025,2025,fourier,12,1,0,0,0.0,,,756,1.0
random2025,2025,fourier,12,1,0,1,0.0,,,756,1.0
random2025,2025,fourier,12,1,1,0,0.0,,,756,1.0
random2025,2025,fourier,12,1,1,1,0.0,,,756,1.0
random2025,2025,fourier,12,20,0,0,0.0,,,756,1.0
random2025,2025,fourier,12,20,0,1,0.0,,,756,1.0
random2025,2025,fourier,12,20,1,0,0.0,,,756,1.0
random2025,2025,fourier,12,20,1,1,0.0,,,756,1.0
random2025,2025,rbf,6,1,0,0,0.0,,,756,1.0
random2025,2025,rbf,6,1,0,1,0.0,,,756,1.0
random2025,2025,rbf,6,1,1,0,0.0,,,756,1.0
random2025,2025,rbf,6,1,1,1,0.0,,,756,1.0
random2025,2025,rbf,6,20,0,0,0.0,,,756,1.0
random2025,2025,rbf,6,20,0,1,0.0,,,756,1.0
random2025,2025,rbf,6,20,1,0,0.0,,,756,1.0
random2025,2025,rbf,6,20,1,1,0.0,,,756,1.0
random2025,2025,rbf,12,1,0,0,0.0,,,756,1.0
random2025,2025,rbf,12,1,0,1,0.0,,,756,1.0
random2025,2025,rbf,12,1,1,0,0.0,,,756,1.0
random2025,2025,rbf,12,1,1,1,0.0,,,756,1.0
random2025,2025,rbf,12,20,0,0,0.0,,,756,1.0
random2025,2025,rbf,12,20,0,1,0.0,,,756,1.0
random2025,2025,rbf,12,20,1,0,0.0,,,756,1.0
random2025,2025,rbf,12,20,1,1,0.0,,,756,1.0
random2025,2025,rbf,20,1,0,0,0.0,,,756,1.0
random2025,2025,rbf,20,1,0,1,0.0,,,756,1.0
random2025,2025,rbf,20,1,1,0,0.0,,,756,1.0
random2025,2025,rbf,20,1,1,1,0.0,,,756,1.0
random2025,2025,rbf,20,20,0,0,0.0,,,756,1.0
random2025,2025,rbf,20,20,0,1,0.0,,,756,1.0
random2025,2025,rbf,20,20,1,0,0.0,,,756,1.0
random2025,2025,rbf,20,20,1,1,0.0,,,756,1.0
random,0,fourier,3,1,0,0,0.0,,,2644,2.0
random,0,fourier,3,1,0,1,0.0,,,2644,2.0
random,0,fourier,3,1,1,0,0.0,,,2644,2.0
random,0,fourier,3,1,1,1,0.0,,,2644,2.0
random,0,fourier,3,20,0,0,0.0,,,2644,2.0
random,0,fourier,3,20,0,1,0.0,,,2644,2.0
random,0,fourier,3,20,1,0,0.0,,,2644,2.0
random,0,fourier,3,20,1,1,0.0,,,2644,2.0
random,0,fourier,8,1,0,0,0.0,,,2644,2.0
random,0,fourier,8,1,0,1,0.0,,,2644,2.0
random,0,fourier,8,1,1,0,0.0,,,2644,2.0
random,0,fourier,8,1,1,1,0.0,,,2644,2.0
random,0,fourier,8,20,0,0,0.0,,,2644,2.0
random,0,fourier,8,20,0,1,0.0,,,2644,2.0
random,0,fourier,8,20,1,0,0.0,,,2644,2.0
random,0,fourier,8,20,1,1,0.0,,,2644,2.0
random,0,fourier,12,1,0,0,0.0,,,2644,2.0
random,0,fourier,12,1,0,1,0.0,,,2644,2.0
random,0,fourier,12,1,1,0,0.0,,,2644,2.0
random,0,fourier,12,1,1,1,0.0,,,2644,2.0
random,0,fourier,12,20,0,0,0.0,,,2644,2.0
random,0,fourier,12,20,0,1,0.0,,,2644,2.0
random,0,fourier,12,20,1,0,0.0,,,2644,2.0
random,0,fourier,12,20,1,1,0.0,,,2644,2.0
random,0,rbf,6,1,0,0,0.0,,,2644,2.0
random,0,rbf,6,1,0,1,0.0,,,2644,2.0
random,0,rbf,6,1,1,0,0.0,,,2644,2.0
random,0,rbf,6,1,1,1,0.0,,,2644,2.0
random,0,rbf,6,20,0,0,0.0,,,2644,2.0
random,0,rbf,6,20,0,1,0.0,,,2644,2.0
random,0,rbf,6,20,1,0,0.0,,,2644,2.0
random,0,rbf,6,20,1,1,0.0,,,2644,2.0
random,0,rbf,12,1,0,0,0.0,,,2644,2.0
random,0,rbf,12,1,0,1,0.0,,,2644,2.0
random,0,rbf,12,1,1,0,0.0,,,2644,2.0
random,0,rbf,12,1,1,1,0.0,,,2644,2.0
random,0,rbf,12,20,0,0,0.0,,,2644,2.0
random,0,rbf,12,20,0,1,0.0,,,2644,2.0
random,0,rbf,12,20,1,0,0.0,,,2644,2.0
random,0,rbf,12,20,1,1,0.0,,,2644,2.0
random,0,rbf,20,1,0,0,0.0,,,2644,2.0
random,0,rbf,20,1,0,1,0.0,,,2644,2.0
random,0,rbf,20,1,1,0,0.0,,,2644,2.0
random,0,rbf,20,1,1,1,0.0,,,2644,2.0
random,0,rbf,20,20,0,0,0.0,,,2644,2.0
random,0,rbf,20,20,0,1,0.0,,,2644,2.0
random,0,rbf,20,20,1,0,0.0,,,2644,2.0
random,0,rbf,20,20,1,1,0.0,,,2644,2.0
random2025,2025,fourier,3,1,0,0,0.0,,,756,2.0
random2025,2025,fourier,3,1,0,1,0.0,,,756,2.0
random2025,2025,fourier,3,1,1,0,0.0,,,756,2.0
random2025,2025,fourier,3,1,1,1,0.0,,,756,2.0
random2025,2025,fourier,3,20,0,0,0.0,,,756,2.0
random2025,2025,fourier,3,20,0,1,0.0,,,756,2.0
random2025,2025,fourier,3,20,1,0,0.0,,,756,2.0
random2025,2025,fourier,3,20,1,1,0.0,,,756,2.0
random2025,2025,fourier,8,1,0,0,0.0,,,756,2.0
random2025,2025,fourier,8,1,0,1,0.0,,,756,2.0
random2025,2025,fourier,8,1,1,0,0.0,,,756,2.0
random2025,2025,fourier,8,1,1,1,0.0,,,756,2.0
random2025,2025,fourier,8,20,0,0,0.0,,,756,2.0
random2025,2025,fourier,8,20,0,1,0.0,,,756,2.0
random2025,2025,fourier,8,20,1,0,0.0,,,756,2.0
random2025,2025,fourier,8,20,1,1,0.0,,,756,2.0
random2025,2025,fourier,12,1,0,0,0.0,,,756,2.0
random2025,2025,fourier,12,1,0,1,0.0,,,756,2.0
random2025,2025,fourier,12,1,1,0,0.0,,,756,2.0
random2025,2025,fourier,12,1,1,1,0.0,,,756,2.0
random2025,2025,fourier,12,20,0,0,0.0,,,756,2.0
random2025,2025,fourier,12,20,0,1,0.0,,,756,2.0
random2025,2025,fourier,12,20,1,0,0.0,,,756,2.0
random2025,2025,fourier,12,20,1,1,0.0,,,756,2.0
random2025,2025,rbf,6,1,0,0,0.0,,,756,2.0
random2025,2025,rbf,6,1,0,1,0.0,,,756,2.0
random2025,2025,rbf,6,1,1,0,0.0,,,756,2.0
random2025,2025,rbf,6,1,1,1,0.0,,,756,2.0
random2025,2025,rbf,6,20,0,0,0.0,,,756,2.0
random2025,2025,rbf,6,20,0,1,0.0,,,756,2.0
random2025,2025,rbf,6,20,1,0,0.0,,,756,2.0
random2025,2025,rbf,6,20,1,1,0.0,,,756,2.0
random2025,2025,rbf,12,1,0,0,0.0,,,756,2.0
random2025,2025,rbf,12,1,0,1,0.0,,,756,2.0
random2025,2025,rbf,12,1,1,0,0.0,,,756,2.0
random2025,2025,rbf,12,1,1,1,0.0,,,756,2.0
random2025,2025,rbf,12,20,0,0,0.0,,,756,2.0
random2025,2025,rbf,12,20,0,1,0.0,,,756,2.0
random2025,2025,rbf,12,20,1,0,0.0,,,756,2.0
random2025,2025,rbf,12,20,1,1,0.0,,,756,2.0
random2025,2025,rbf,20,1,0,0,0.0,,,756,2.0
random2025,2025,rbf,20,1,0,1,0.0,,,756,2.0
random2025,2025,rbf,20,1,1,0,0.0,,,756,2.0
random2025,2025,rbf,20,1,1,1,0.0,,,756,2.0
random2025,2025,rbf,20,20,0,0,0.0,,,756,2.0
random2025,2025,rbf,20,20,0,1,0.0,,,756,2.0
random2025,2025,rbf,20,20,1,0,0.0,,,756,2.0
random2025,2025,rbf,20,20,1,1,0.0,,,756,2.0
