mode,method,weight,n,rmse_pooled,mae_pooled,bias_pooled
all,hgb_seed_mean+lag_k16_d3,0.55,2644,0.07448413505367166,0.04500673547748606,0.000786473597748847
all,hgb_seed42+base_k6,0.4,2644,0.07452000213933137,0.04460877494057498,-0.00029606287363335184
all,hgb_seed42+lag_k16_d3,0.55,2644,0.07460214839457008,0.04509131866050782,0.0005883213469578412
all,hgb_seed_mean+base_k6,0.45,2644,0.07466399861643476,0.044818217016145294,1.9427804133024835e-05
all,hgb_seed42+base_k6,0.45,2644,0.07482286596744156,0.0449422255590448,-0.0002227582801670951
all,hgb_seed_mean+lag_k16_d3,0.6,2644,0.07486482831618539,0.04541252668119304,0.0008981676781143884
all,hgb_seed42+lag_k16_d3,0.6,2644,0.07496439737444148,0.04549333727947601,0.0007220323440779382
all,hgb_seed_mean+base_k6,0.5,2644,0.07503389909535331,0.045195564307713924,7.07154808446836e-05
all,hgb_seed42+base_k6,0.5,2644,0.07517180970143356,0.04530249903194966,-0.0001494536867008789
all,hgb_seed_mean+lag_k16_d3,0.65,2644,0.07529049152455387,0.04585707947690671,0.0010098617584799313
all,hgb_seed42+lag_k16_d3,0.65,2644,0.07537294528102834,0.04592660106147044,0.0008557433411980368
all,hgb_seed_mean+base_k6,0.55,2644,0.07544795262306866,0.045618022831173284,0.00012200315755636312
all,hgb_seed42+base_k6,0.55,2644,0.07556619499132133,0.04570243587093954,-7.614909323464413e-05
all,hgb_seed_mean+lag_k16_d3,0.7,2644,0.07576036668525708,0.04633521701782416,0.0011215558388454725
all,hgb_seed42+lag_k16_d3,0.7,2644,0.07582704375720198,0.046396508460236734,0.000989454338318135
all,hgb_seed_mean+base_k6,0.6,2644,0.07590543665692483,0.046084679249532405,0.0001732908342680428
all,hgb_seed42+base_k6,0.6,2644,0.07600531446297223,0.04614853276379276,-2.844499768408534e-06
all,hgb_seed_mean+lag_k16_d3,0.75,2644,0.07627363671439165,0.0468585276097287,0.0012332499192110149
all,hgb_seed42+lag_k16_d3,0.75,2644,0.07632587980215076,0.046901050572287044,0.0011231653354382334
all,hgb_seed_mean+base_k6,0.65,2644,0.07640557107075703,0.04658457848248568,0.00022457851097972264
all,hgb_seed42+base_k6,0.65,2644,0.0764883976641898,0.04664139847436329,7.046009369782891e-05
all,hgb_seed_mean+lag_k16_d3,0.8,2644,0.07682943189996957,0.047413482307054,0.0013449439995765562
all,hgb_seed42+lag_k16_d3,0.8,2644,0.0768685824520273,0.04744699039605907,0.001256876332558331
all,hgb_seed_mean+base_k6,0.7,2644,0.07694752422737877,0.04711828436218855,0.0002758661876914023
all,hgb_seed42+base_k6,0.7,2644,0.0770146172964991,0.04716225081624261,0.00014376468716406477
all,hgb_seed_mean+lag_k16_d3,0.85,2644,0.07742683646891317,0.04799989937196696,0.0014566380799420975
all,hgb_seed42+lag_k16_d3,0.85,2644,0.0774542296249332,0.04802357036353992,0.001390587329678428
all,hgb_seed_mean+base_k6,0.75,2644,0.07753041916758895,0.04768484606355477,0.0003271538644030819
all,hgb_seed42+base_k6,0.75,2644,0.07758309562584005,0.04772205406679827,0.00021706928063030002
all,hgb_seed_mean+lag_k16_d3,0.9,2644,0.07806489515892703,0.048614510817970975,0.0015683321603076395
all,hgb_seed42+lag_k16_d3,0.9,2644,0.07808185502020078,0.04862957217902958,0.0015242983267985276
all,hgb_seed_mean+base_k6,0.8,2644,0.07815333982233585,0.0482773422491882,0.00037844154111476143
all,hgb_seed42+base_k6,0.8,2644,0.07819291096973757,0.048302362171086625,0.00029037387409653595
all,hgb_seed_mean+lag_k16_d3,0.95,2644,0.07874261970396594,0.04926678667133525,0.0016800262406731804
all,hgb_seed42+lag_k16_d3,0.95,2644,0.07875045497008533,0.0492722816296997,0.0016580093239186243
all,hgb_seed_mean+base_k6,0.85,2644,0.07881533716208688,0.04889318896339267,0.0004297292178264414
all,hgb_seed42+base_k6,0.85,2644,0.07884310416533213,0.04890926292150346,0.00036367846756277114
all,hgb_seed42+lag_k16_d3,1.0,2644,0.07945899515216152,0.0499405790027258,0.0017917203210387235
all,hgb_seed_mean+lag_k16_d3,1.0,2644,0.07945899515216152,0.0499405790027258,0.0017917203210387235
all,lag_k16_d3,,2644,0.07945899515216152,0.0499405790027258,0.0017917203210387235
all,hgb_seed_mean+base_k6,0.9,2644,0.07951543520641652,0.049535012279347666,0.0004810168945381202
all,hgb_seed42+base_k6,0.9,2644,0.07953268493142025,0.049547638392478346,0.0004369830610290082
all,hgb_seed_mean+base_k6,0.95,2644,0.08025263682685244,0.050200583415504645,0.0005323045712497995
all,hgb_seed42+base_k6,0.95,2644,0.08026063804784232,0.05020638791129966,0.0005102876544952433
all,base_k6,,2644,0.08102592928664246,0.0508817648988916,0.0005835922479614799
all,hgb_seed42+base_k6,1.0,2644,0.08102592928664246,0.0508817648988916,0.0005835922479614799
all,hgb_seed_mean+base_k6,1.0,2644,0.08102592928664246,0.0508817648988916,0.0005835922479614799
