exact,n,temp_rmse,precip_rmse,a,b
0.0,193,1.4179566064618234,3.0812696221330143,AOI-0004,AOI-0032
0.0,193,1.3294308866615827,2.5819494284992897,AOI-0022,AOI-0040
0.0,193,1.2622418586702209,2.5191476031107722,AOI-0007,AOI-0038
0.0,193,1.253572654997082,2.234896742961113,AOI-0004,AOI-0070
0.0,193,1.2162386637121538,1.9456853146212407,AOI-0047,AOI-0058
0.0,193,1.216089630227774,3.177247807090818,AOI-0043,AOI-0066
0.0,193,1.2072048710034893,2.008416993983498,AOI-0047,AOI-0060
0.0,193,1.1885357512216692,2.672374733958419,AOI-0022,AOI-0033
0.0,193,1.1790201112751186,2.676314841652785,AOI-0019,AOI-0033
0.0,193,1.1779099894642533,1.8697797450629623,AOI-0045,AOI-0052
0.0,193,1.1277996582864456,3.437580295029994,AOI-0052,AOI-0065
0.0,193,1.0832237338605593,2.4049918019656715,AOI-0011,AOI-0033
0.0,193,1.081496635971888,1.893679264438256,AOI-0046,AOI-0049
0.0,193,1.0804817340658188,2.452520643003387,AOI-0007,AOI-0032
0.0,193,1.0792825988006065,2.485529014967872,AOI-0009,AOI-0033
0.0,193,1.0562440727652542,2.365881714410162,AOI-0011,AOI-0036
0.0,193,1.0198441679023227,3.4741112551344036,AOI-0002,AOI-0065
0.0,193,1.0196935526657227,3.3577019933518595,AOI-0002,AOI-0064
0.0,193,1.00362644757091,2.7398019945061045,AOI-0034,AOI-0044
0.0,193,0.9817910157567268,2.6758984692005914,AOI-0033,AOI-0043
0.0,193,0.9732418665359573,2.651721859573321,AOI-0031,AOI-0044
0.0,193,0.9384456392803451,2.666906550184188,AOI-0033,AOI-0072
0.0,193,0.9370724082487532,2.2088423942424185,AOI-0007,AOI-0060
0.0,193,0.9073401062301462,2.9715809493349195,AOI-0015,AOI-0066
0.0,193,0.9064255221400175,1.7978483337339701,AOI-0026,AOI-0044
0.0,193,0.8780881403788738,1.8746185795086803,AOI-0001,AOI-0044
0.0,193,0.8728378498914505,2.7852192110438487,AOI-0022,AOI-0066
0.0,193,0.867963385597602,2.1194147976428956,AOI-0038,AOI-0045
0.0,193,0.8644021594142105,1.8683020920491116,AOI-0004,AOI-0045
0.0,193,0.8580773811068522,1.786784304540041,AOI-0026,AOI-0046
0.0,193,0.8532318337838767,1.81785384123735,AOI-0028,AOI-0046
0.0,193,0.8449765617215703,1.7961103196021366,AOI-0014,AOI-0045
0.0,193,0.8400206554656007,1.8471707673549729,AOI-0002,AOI-0043
0.0,193,0.8338282317984413,1.850516703537789,AOI-0005,AOI-0043
0.0,193,0.8316910350420257,2.5071578874661986,AOI-0009,AOI-0066
0.0,193,0.8300858304744353,1.7681743876526959,AOI-0029,AOI-0047
0.0,193,0.8240671680752976,1.8252142689274262,AOI-0020,AOI-0060
0.0,193,0.8206302527184629,1.9252777866008188,AOI-0014,AOI-0047
0.0,193,0.8127980101081865,2.502408146094262,AOI-0011,AOI-0066
0.0,193,0.8011472454017554,1.7525985478569621,AOI-0048,AOI-0068
0.0,193,0.7939942717461652,2.64034193719807,AOI-0024,AOI-0066
0.0,193,0.791791914979953,1.808533579521728,AOI-0015,AOI-0046
0.0,193,0.7856600338926979,1.7143710730013682,AOI-0020,AOI-0052
0.0,193,0.7849604439450053,1.6063001613042174,AOI-0048,AOI-0072
0.0,193,0.7762046697109226,1.7159182637662493,AOI-0021,AOI-0052
0.0,193,0.7532928293767684,1.7357078595231688,AOI-0046,AOI-0068
0.0,193,0.7520538309873733,1.6183353832778211,AOI-0015,AOI-0048
0.0,193,0.7498422231436261,1.7123389086202574,AOI-0022,AOI-0044
0.0,193,0.7489769756296071,1.8312008324611946,AOI-0020,AOI-0047
0.0,193,0.7467604047003011,1.831710561154769,AOI-0021,AOI-0047
0.0,193,0.7293005465323186,1.568020442149798,AOI-0046,AOI-0072
0.0,193,0.7265927410614905,1.7789439587791158,AOI-0022,AOI-0047
0.0,193,0.7211035363356605,2.050409702809578,AOI-0007,AOI-0047
0.0,193,0.6926846501710924,1.8303479265121967,AOI-0024,AOI-0046
0.0,193,0.6799007765467883,1.8722383058513261,AOI-0023,AOI-0046
0.0,193,0.6756211700236385,1.8466546332211777,AOI-0011,AOI-0044
0.0,193,0.6696910092292406,1.6971836468982138,AOI-0021,AOI-0054
0.0,193,0.6616930080325014,1.4324823350944504,AOI-0047,AOI-0070
0.0,193,0.6545918803368493,1.2902547139749596,AOI-0004,AOI-0058
0.0,193,0.6516606393632364,1.6975475517179148,AOI-0019,AOI-0046
0.0,193,0.6368224349799313,1.3405060964129083,AOI-0014,AOI-0052
0.0,193,0.6246408870947404,1.806017268552138,AOI-0009,AOI-0046
0.0,193,0.6239222002367579,1.4098734605564343,AOI-0044,AOI-0070
0.0,193,0.6222801371116071,1.7632490960515916,AOI-0011,AOI-0046
0.0,193,0.5809474288790466,1.8844534085679239,AOI-0040,AOI-0070
0.0,193,0.5809139538942754,1.61347236645681,AOI-0009,AOI-0048
0.0,193,0.5245760517168908,1.1843049045877803,AOI-0005,AOI-0049
0.0,193,0.49789225140737264,1.5673139232926734,AOI-0019,AOI-0030
0.0,193,0.4950818614081749,1.2683304410630198,AOI-0007,AOI-0014
0.0,193,0.47759883346533116,1.3384994083565573,AOI-0032,AOI-0040
0.0,193,0.3758804570719077,1.2589885448101477,AOI-0014,AOI-0029
0.0,193,0.3731396158285289,0.8266476038637749,AOI-0029,AOI-0054
0.0,193,0.21785173029750346,0.7383368342862535,AOI-0005,AOI-0028
0.0,193,0.2159014563693038,0.7396012782367997,AOI-0002,AOI-0026
0.0,193,0.18440994906395847,0.6381524328291903,AOI-0004,AOI-0029
0.0,193,0.14422831340664108,0.4370217023800314,AOI-0043,AOI-0047
0.0,193,0.13928414727309374,0.6130688998583423,AOI-0052,AOI-0060
0.0,193,0.11336290046738615,0.34523262486404277,AOI-0052,AOI-0058
0.0,193,0.1060074148215112,0.36440887428194435,AOI-0038,AOI-0040
0.0,193,0.06804867518142195,0.18110420137872804,AOI-0043,AOI-0044
0.0,192,3.0737627952791278,4.143146174510578,AOI-0066,AOI-0078
0.0,192,3.0428259431358695,4.139475919089251,AOI-0066,AOI-0074
0.0,192,2.9191961278775276,2.814436757390759,AOI-0007,AOI-0075
0.0,192,2.7463321127510363,3.2600313309467075,AOI-0032,AOI-0075
0.0,192,2.713553031803636,2.3709203501157896,AOI-0044,AOI-0078
0.0,192,2.691667643983776,2.4210881988768524,AOI-0044,AOI-0074
0.0,192,2.6310334915926594,2.5458547249604857,AOI-0014,AOI-0075
0.0,192,2.6007966517780945,2.3723972713471357,AOI-0005,AOI-0078
0.0,192,2.5583538239585706,2.314182598795859,AOI-0001,AOI-0075
0.0,192,2.4526076767851275,2.595167089801899,AOI-0070,AOI-0075
0.0,192,1.8678510925376843,3.0644263053810032,AOI-0038,AOI-0060
0.0,192,1.8313555461822288,3.098494448345237,AOI-0040,AOI-0060
0.0,192,1.8001218265826036,3.2668740920516575,AOI-0031,AOI-0052
0.0,192,1.73162070038491,3.19348189488829,AOI-0032,AOI-0052
0.0,192,1.6682613071296746,3.046581516699141,AOI-0042,AOI-0054
0.0,192,1.6621318610911977,3.160223989191669,AOI-0033,AOI-0049
0.0,192,1.640187037792204,3.4807018154619107,AOI-0066,AOI-0072
0.0,192,1.634690672219919,3.31239197547503,AOI-0037,AOI-0066
0.0,192,1.5489215835438572,2.8490785971053785,AOI-0028,AOI-0038
0.0,192,1.543289027738985,2.842059092975042,AOI-0029,AOI-0038
0.0,192,1.525126057427587,2.8579679265921163,AOI-0029,AOI-0040
0.0,192,1.5116232157324518,2.9154915881870616,AOI-0036,AOI-0063
0.0,192,1.4873362401042813,2.823040470122048,AOI-0004,AOI-0037
0.0,192,1.4816425187990645,2.841201544026906,AOI-0033,AOI-0065
0.0,192,1.4755544669464302,2.3804023546150304,AOI-0054,AOI-0070
0.0,192,1.4742538749818594,2.818920086816131,AOI-0002,AOI-0037
0.0,192,1.474145705438922,2.81989021646424,AOI-0005,AOI-0037
0.0,192,1.4685021023643392,3.192120345525425,AOI-0002,AOI-0034
0.0,192,1.466665592876981,3.1922298464125425,AOI-0005,AOI-0034
0.0,192,1.46634071802937,2.725696055998308,AOI-0014,AOI-0038
0.0,192,1.4404140956607148,2.724558219785669,AOI-0014,AOI-0040
0.0,192,1.3970455769132226,2.8942602687626184,AOI-0034,AOI-0066
0.0,192,1.3783988792913446,3.159591909348928,AOI-0003,AOI-0033
0.0,192,1.3540884416149126,2.6134261446718288,AOI-0020,AOI-0038
0.0,192,1.3357587408368337,2.781059647968901,AOI-0014,AOI-0032
0.0,192,1.330862399292011,2.829046185501256,AOI-0015,AOI-0033
0.0,192,1.3244679527231549,2.7685857599321677,AOI-0015,AOI-0036
0.0,192,1.32412404372175,2.5864661726517153,AOI-0020,AOI-0040
0.0,192,1.2711183252520424,2.4881423641822775,AOI-0011,AOI-0038
0.0,192,1.2684432637237606,3.1965308398528722,AOI-0046,AOI-0063
0.0,192,1.2673871355472976,2.7157281723719566,AOI-0020,AOI-0031
0.0,192,1.2654361277588535,2.2087625776861093,AOI-0002,AOI-0072
0.0,192,1.256788860797232,2.1638215976161628,AOI-0004,AOI-0067
0.0,192,1.2320971840021935,2.0113476501496095,AOI-0030,AOI-0069
0.0,192,1.2278003946377032,1.9475407165983531,AOI-0045,AOI-0060
0.0,192,1.2121577008016486,2.524331681541421,AOI-0007,AOI-0040
0.0,192,1.211220056928075,3.019069483261561,AOI-0048,AOI-0063
0.0,192,1.1994584951640797,2.6119376142363926,AOI-0022,AOI-0032
0.0,192,1.1551658406585397,2.5738804923091654,AOI-0023,AOI-0033
0.0,192,1.1539171805342707,2.2668539496567224,AOI-0020,AOI-0070
0.0,192,1.1419151125464941,2.5317893151765034,AOI-0023,AOI-0036
0.0,192,1.1407580706752736,3.507855764259707,AOI-0026,AOI-0066
0.0,192,1.1292897074367478,2.898629235255153,AOI-0048,AOI-0064
0.0,192,1.1292139665730965,3.5137064376140996,AOI-0028,AOI-0066
0.0,192,1.1009132955718361,2.837447511216784,AOI-0034,AOI-0047
0.0,192,1.0955796775702962,3.5589141249884664,AOI-0054,AOI-0065
0.0,192,1.0830116711588438,2.782348954478996,AOI-0031,AOI-0047
0.0,192,1.0557004315915657,2.459017882059748,AOI-0009,AOI-0036
0.0,192,1.0384604013336425,1.894165426204421,AOI-0043,AOI-0054
0.0,192,1.0322868124974882,3.2562239973682128,AOI-0049,AOI-0066
0.0,192,0.980433240450542,2.225670281214347,AOI-0007,AOI-0058
0.0,192,0.9325570245029405,2.507090920558666,AOI-0031,AOI-0067
0.0,192,0.9162224258102819,2.646353151015408,AOI-0033,AOI-0068
0.0,192,0.9051824386833871,1.824280110172838,AOI-0028,AOI-0044
0.0,192,0.8969250355418439,2.1213515372779113,AOI-0007,AOI-0052
0.0,192,0.8872662575626814,1.817673582420762,AOI-0029,AOI-0045
0.0,192,0.86028341697086,1.8736714732161737,AOI-0001,AOI-0045
0.0,192,0.8600969558470278,2.4853482274166145,AOI-0036,AOI-0072
0.0,192,0.8576774880941527,2.2329487227746823,AOI-0037,AOI-0044
0.0,192,0.8538594989684268,2.243517249883593,AOI-0042,AOI-0044
0.0,192,0.8505586775782948,1.9796119744592156,AOI-0018,AOI-0044
0.0,192,0.849760704541666,1.8810051905265046,AOI-0003,AOI-0044
0.0,192,0.8396516653986786,2.0608297736125833,AOI-0018,AOI-0047
0.0,192,0.8354908269968399,2.4436932336481476,AOI-0036,AOI-0068
0.0,192,0.8174166560124315,1.8310105557551577,AOI-0021,AOI-0060
0.0,192,0.8105384577697544,1.9065805596186698,AOI-0001,AOI-0047
0.0,192,0.8020402731327235,2.10128846144097,AOI-0011,AOI-0054
0.0,192,0.7878982232618484,2.447950895916292,AOI-0032,AOI-0070
0.0,192,0.7564306235084423,1.9471047541655508,AOI-0023,AOI-0044
0.0,192,0.753804237601074,1.6965073894086924,AOI-0020,AOI-0045
0.0,192,0.7374394281293933,1.764600628059262,AOI-0019,AOI-0044
0.0,192,0.7289674295600627,2.102451112605347,AOI-0007,AOI-0029
0.0,192,0.7135212815627928,1.4904506681908032,AOI-0014,AOI-0058
0.0,192,0.6979126698079428,1.4789508259825908,AOI-0047,AOI-0072
0.0,192,0.6834798591339677,1.8926693406785047,AOI-0009,AOI-0044
0.0,192,0.683087617540262,1.5037639713855053,AOI-0014,AOI-0060
0.0,192,0.6743933278310764,1.7015370185893988,AOI-0022,AOI-0054
0.0,192,0.6726025791895183,1.473541788648122,AOI-0044,AOI-0072
0.0,192,0.668514912799129,1.5046390098258617,AOI-0001,AOI-0060
0.0,192,0.6557929045393658,1.4635859329823198,AOI-0004,AOI-0060
0.0,192,0.6362454605830142,1.7903228776554674,AOI-0004,AOI-0011
0.0,192,0.6343031689835977,1.8746144386738013,AOI-0004,AOI-0007
0.0,192,0.6321892003071806,1.7490663689665933,AOI-0034,AOI-0038
0.0,192,0.6281812298098105,1.87534040811925,AOI-0004,AOI-0009
0.0,192,0.625756011353749,1.7769831468361568,AOI-0005,AOI-0011
0.0,192,0.6195720311050192,1.857659191852771,AOI-0005,AOI-0009
0.0,192,0.6162955813733121,1.2545731467074324,AOI-0001,AOI-0052
0.0,192,0.6018901777575529,1.4300244741154344,AOI-0029,AOI-0060
0.0,192,0.5805446545047791,1.3004041922242555,AOI-0029,AOI-0058
0.0,192,0.5773038134210028,1.713773729139394,AOI-0034,AOI-0040
0.0,192,0.5674749993035483,1.5921813206996915,AOI-0033,AOI-0037
0.0,192,0.5511784409598716,1.6145558694866797,AOI-0018,AOI-0054
0.0,192,0.5413835078137168,1.3626484469248072,AOI-0031,AOI-0038
0.0,192,0.4877316666884546,1.306273453993294,AOI-0031,AOI-0040
0.0,192,0.47654307894893594,1.619190472262266,AOI-0005,AOI-0023
0.0,192,0.46092519576082935,1.500616867254585,AOI-0005,AOI-0024
0.0,192,0.39587204226800726,1.3691611963406205,AOI-0004,AOI-0022
0.0,192,0.3356194723998662,0.7657208975576887,AOI-0011,AOI-0020
0.0,192,0.33100724143368476,0.8116174174238195,AOI-0007,AOI-0020
0.0,192,0.22860697411477085,0.6999652993790524,AOI-0014,AOI-0021
0.0,192,0.22821084582932696,0.6997754147533384,AOI-0014,AOI-0020
0.0,192,0.2207219077713385,0.7241681292206287,AOI-0001,AOI-0029
0.0,192,0.21809749887461985,0.7431882768184302,AOI-0005,AOI-0026
0.0,192,0.218037080764626,0.9551369021724367,AOI-0005,AOI-0015
0.0,192,0.19828967252325302,0.8268491901847246,AOI-0032,AOI-0034
0.0,192,0.12456563974647086,0.46683325409754084,AOI-0014,AOI-0018
0.0,192,0.06725605217973137,0.18115437801904913,AOI-0043,AOI-0045
0.0,191,2.906884210397289,2.751561731238024,AOI-0011,AOI-0075
0.0,191,2.8529591252942947,2.1727996893391976,AOI-0054,AOI-0078
0.0,191,2.697170134998547,2.7467946021514145,AOI-0018,AOI-0075
0.0,191,2.630862431544564,2.2932161955004453,AOI-0047,AOI-0078
0.0,191,2.6071839368529304,2.300468515401288,AOI-0030,AOI-0073
0.0,191,2.595136700009475,2.1903600824028815,AOI-0028,AOI-0075
0.0,191,1.8702707726578698,3.3496308583995478,AOI-0031,AOI-0058
0.0,191,1.8486017388846026,3.085652270680887,AOI-0040,AOI-0058
0.0,191,1.7822918272145722,3.292368193282072,AOI-0038,AOI-0065
0.0,191,1.7787300143981444,3.257130052871885,AOI-0032,AOI-0060
0.0,191,1.7675534346209867,2.9064565777233593,AOI-0038,AOI-0049
0.0,191,1.7172000982561217,3.3487332006727004,AOI-0034,AOI-0054
0.0,191,1.7044731381098348,3.0427429707770255,AOI-0037,AOI-0054
0.0,191,1.6603047970722253,3.4668122421627245,AOI-0066,AOI-0068
0.0,191,1.638074684383493,2.415213767418578,AOI-0060,AOI-0067
0.0,191,1.608608698813889,2.5092004535595684,AOI-0052,AOI-0070
0.0,191,1.5917785708174192,2.3497401181265496,AOI-0052,AOI-0067
0.0,191,1.5529753179761734,2.8471674947970347,AOI-0026,AOI-0038
0.0,191,1.5350224402654151,2.8744868218355553,AOI-0026,AOI-0040
0.0,191,1.5073943273129413,2.8752955923181625,AOI-0029,AOI-0042
0.0,191,1.5048894035628253,2.8450353142442757,AOI-0001,AOI-0038
0.0,191,1.4862899680136439,2.8751888212773697,AOI-0001,AOI-0040
0.0,191,1.4799916935278021,3.139540023635107,AOI-0029,AOI-0032
0.0,191,1.4735789932371166,2.8538797545764574,AOI-0003,AOI-0038
0.0,191,1.47303277234052,2.8867402223767202,AOI-0004,AOI-0042
0.0,191,1.4698343979011255,3.119143563843738,AOI-0001,AOI-0031
0.0,191,1.4627046175058978,2.2606824827788556,AOI-0054,AOI-0067
0.0,191,1.4282836835717014,2.8424979344578305,AOI-0036,AOI-0064
0.0,191,1.4263120797078948,2.764215966475116,AOI-0014,AOI-0042
0.0,191,1.4126832512233964,2.7331982207676666,AOI-0033,AOI-0064
0.0,191,1.399337531019725,2.8694101171428024,AOI-0014,AOI-0031
0.0,191,1.3389995232209444,2.6230287044767726,AOI-0021,AOI-0038
0.0,191,1.3117849675755027,3.4248157221776436,AOI-0047,AOI-0065
0.0,191,1.3074201679702075,2.596046339958931,AOI-0021,AOI-0040
0.0,191,1.3042472494180999,2.2984359145574573,AOI-0002,AOI-0068
0.0,191,1.3016640735184675,2.6345763508323268,AOI-0020,AOI-0042
0.0,191,1.2940873146722651,3.268192258335656,AOI-0044,AOI-0065
0.0,191,1.2720259495295023,2.2333306317659543,AOI-0005,AOI-0072
0.0,191,1.2670455418830562,2.1095147103627667,AOI-0029,AOI-0070
0.0,191,1.2571035079571515,2.2603045990342014,AOI-0014,AOI-0067
0.0,191,1.2445646566608601,2.372562616445196,AOI-0014,AOI-0070
0.0,191,1.2439587642710677,1.9119026992783945,AOI-0045,AOI-0058
0.0,191,1.199762418977284,2.631764599738475,AOI-0020,AOI-0032
0.0,191,1.1908434375374775,3.0852111865811636,AOI-0046,AOI-0064
0.0,191,1.1782398155809606,2.5253583820990047,AOI-0024,AOI-0033
0.0,191,1.1674016087340584,2.635863066142388,AOI-0019,AOI-0036
0.0,191,1.164609792146207,1.9181456693583607,AOI-0043,AOI-0052
0.0,191,1.1514753140224936,2.2954754583776906,AOI-0011,AOI-0067
0.0,191,1.1282424373389097,1.8848100889918147,AOI-0044,AOI-0049
0.0,191,1.1172927645430821,1.883407715311253,AOI-0045,AOI-0049
0.0,191,1.091638393161619,3.492341428386492,AOI-0004,AOI-0063
0.0,191,1.0816487746126722,1.9104821882605754,AOI-0047,AOI-0049
0.0,191,0.9780903308711658,2.6033785482790988,AOI-0031,AOI-0045
0.0,191,0.9618212262695238,2.4007875089263093,AOI-0042,AOI-0047
0.0,191,0.8952363936334238,2.127351646947742,AOI-0009,AOI-0052
0.0,191,0.8836838081685285,1.8236118019531902,AOI-0028,AOI-0045
0.0,191,0.8676641745015914,1.791902829187613,AOI-0029,AOI-0043
0.0,191,0.8661370637026535,2.799012905178924,AOI-0019,AOI-0066
0.0,191,0.8488005229634075,2.214819623014392,AOI-0037,AOI-0045
0.0,191,0.8479585131089128,1.9010308659979154,AOI-0018,AOI-0045
0.0,191,0.836970396018692,2.457772229254261,AOI-0031,AOI-0070
0.0,191,0.8359411691801637,1.9334614248427275,AOI-0015,AOI-0047
0.0,191,0.8310046514381655,1.8508714288293566,AOI-0014,AOI-0043
0.0,191,0.8302006669167582,1.7417214857827796,AOI-0028,AOI-0047
0.0,191,0.8292069104367447,1.713002351815957,AOI-0026,AOI-0047
0.0,191,0.8030502924140996,2.1486641877164114,AOI-0009,AOI-0054
0.0,191,0.7951453979097338,1.919588411871572,AOI-0023,AOI-0052
0.0,191,0.783890294468075,1.7248931999625754,AOI-0022,AOI-0052
0.0,191,0.7526125067455826,1.7023498863472082,AOI-0021,AOI-0045
0.0,191,0.7440988240365674,1.7028198589875385,AOI-0022,AOI-0045
0.0,191,0.7191975978533405,2.0875631593887185,AOI-0007,AOI-0028
0.0,191,0.7090642980060186,1.6701173438821773,AOI-0044,AOI-0068
0.0,191,0.7019878584514038,1.9223150152290556,AOI-0023,AOI-0054
0.0,191,0.6983527073909132,1.9193596220060416,AOI-0024,AOI-0054
0.0,191,0.6853890268159142,1.7064831647650842,AOI-0018,AOI-0060
0.0,191,0.6831390897805794,1.8496606610905637,AOI-0038,AOI-0067
0.0,191,0.6789964034274704,1.3251426745702821,AOI-0001,AOI-0058
0.0,191,0.6608476069388604,1.2768099077180455,AOI-0047,AOI-0067
0.0,191,0.6333203135437248,1.2588868512368192,AOI-0003,AOI-0052
0.0,191,0.6309748984615934,1.8611983220484536,AOI-0001,AOI-0007
0.0,191,0.62256236725386,1.8623613894355626,AOI-0002,AOI-0009
0.0,191,0.6211928254278517,1.3995057641841184,AOI-0045,AOI-0070
0.0,191,0.620890531831933,1.8692332109587249,AOI-0003,AOI-0007
0.0,191,0.5795343103720286,1.8294980974093404,AOI-0038,AOI-0070
0.0,191,0.5312190188936169,1.6242307656509818,AOI-0021,AOI-0029
0.0,191,0.5296600070198312,1.3182457161634558,AOI-0015,AOI-0054
0.0,191,0.5278780509601916,1.593602901146429,AOI-0020,AOI-0026
0.0,191,0.5008303361830339,1.2693467089782873,AOI-0009,AOI-0014
0.0,191,0.49616166652221394,1.1347259813604458,AOI-0004,AOI-0049
0.0,191,0.4923499720592941,1.0464995983548713,AOI-0003,AOI-0054
0.0,191,0.48518331857786673,1.3134933547763388,AOI-0031,AOI-0042
0.0,191,0.47789396624970126,1.526954081635308,AOI-0004,AOI-0024
0.0,191,0.47616160303027655,1.6232718820384033,AOI-0002,AOI-0023
0.0,191,0.46496696692174966,1.5043763387488414,AOI-0002,AOI-0024
0.0,191,0.4583313472262347,1.6077872642477622,AOI-0018,AOI-0029
0.0,191,0.3977435877549207,1.393761353978447,AOI-0004,AOI-0021
0.0,191,0.38430392465717245,1.3845105468341754,AOI-0001,AOI-0021
0.0,191,0.3770431782468414,1.3771961987443728,AOI-0005,AOI-0019
0.0,191,0.37567102767908606,0.832718599512453,AOI-0026,AOI-0054
0.0,191,0.3726234143800016,0.8357167283820258,AOI-0028,AOI-0054
0.0,191,0.22630191622839066,0.701273389437646,AOI-0014,AOI-0022
0.0,191,0.2216702054996945,0.9574267494545868,AOI-0002,AOI-0015
0.0,191,0.2180704626675173,0.9565284001663492,AOI-0001,AOI-0014
0.0,191,0.21663772602185474,0.7304528875780731,AOI-0001,AOI-0028
0.0,191,0.20025114730492183,0.5082533540940805,AOI-0018,AOI-0020
0.0,191,0.18201637460344108,0.6431162217191998,AOI-0004,AOI-0028
0.0,191,0.18155725314365906,0.6455391645691927,AOI-0004,AOI-0026
0.0,191,0.1567672702595264,0.3979954228989424,AOI-0049,AOI-0052
0.0,191,0.13409424190944502,0.6752126297341838,AOI-0063,AOI-0066
0.0,191,0.13038344347115016,0.37574903809266536,AOI-0074,AOI-0075
0.0,191,0.10578507083174936,0.3660030270189096,AOI-0037,AOI-0038
0.0,190,3.0520821108357934,3.914071342724711,AOI-0065,AOI-0075
0.0,190,2.9523657915720407,2.3947992510175244,AOI-0060,AOI-0078
0.0,190,2.8461743404272437,2.197846448229291,AOI-0054,AOI-0074
0.0,190,2.8137003826765414,2.814457772746861,AOI-0024,AOI-0075
0.0,190,2.810543579924616,2.8514539415360476,AOI-0023,AOI-0075
0.0,190,2.7563024157454405,2.919970393860048,AOI-0037,AOI-0075
0.0,190,2.7316642199798817,2.340672873100929,AOI-0043,AOI-0075
0.0,190,2.726733970680313,2.6154591383908907,AOI-0022,AOI-0075
0.0,190,2.7044954536926724,2.3119501082939373,AOI-0045,AOI-0078
0.0,190,2.7001609122515715,2.905477609093873,AOI-0038,AOI-0078
0.0,190,2.69955174621931,3.0220105665670167,AOI-0042,AOI-0075
0.0,190,2.67940631247914,2.9345820731170877,AOI-0038,AOI-0074
0.0,190,2.669450225960275,2.5398527759620886,AOI-0046,AOI-0073
0.0,190,2.645572394518755,2.6247220661241877,AOI-0048,AOI-0073
0.0,190,2.617610163758509,2.333070732609729,AOI-0004,AOI-0078
0.0,190,2.597828190580318,2.377910471015578,AOI-0047,AOI-0074
0.0,190,2.5855485507606915,2.2734426347422114,AOI-0029,AOI-0074
0.0,190,2.5379058231993796,2.4296795640727105,AOI-0067,AOI-0075
0.0,190,1.868004025916625,3.092684220093147,AOI-0037,AOI-0058
0.0,190,1.8449667898903663,3.355620381952917,AOI-0031,AOI-0060
0.0,190,1.8190396708848127,3.1604169502074826,AOI-0042,AOI-0060
0.0,190,1.8044416018512437,3.2688908459743966,AOI-0032,AOI-0058
0.0,190,1.7670307085281225,3.078585163651079,AOI-0042,AOI-0052
0.0,190,1.734371334190831,3.3746198987497453,AOI-0040,AOI-0065
0.0,190,1.7289670013144265,2.9609509215513947,AOI-0040,AOI-0049
0.0,190,1.6548255279689263,2.5622345295375086,AOI-0060,AOI-0070
0.0,190,1.5533693428300113,3.13884598099162,AOI-0029,AOI-0031
0.0,190,1.4919259667997968,3.145082772226846,AOI-0028,AOI-0032
0.0,190,1.491479366558577,2.8358258730030927,AOI-0033,AOI-0063
0.0,190,1.4904987576056026,2.3425319220810885,AOI-0054,AOI-0072
0.0,190,1.4902290858829885,3.210578852697342,AOI-0004,AOI-0034
0.0,190,1.4879119186898349,2.7299999177588705,AOI-0015,AOI-0038
0.0,190,1.4611546271652278,2.728708679332853,AOI-0015,AOI-0040
0.0,190,1.4560236626467606,2.8896954156195953,AOI-0003,AOI-0040
0.0,190,1.4542285542657416,2.7502974328500294,AOI-0018,AOI-0038
0.0,190,1.421631234878593,2.7259889208044523,AOI-0018,AOI-0040
0.0,190,1.4172582352146001,2.7755415778027905,AOI-0018,AOI-0042
0.0,190,1.4063098971801664,3.095948546224596,AOI-0001,AOI-0032
0.0,190,1.3820321854245516,2.8062806684280273,AOI-0018,AOI-0031
0.0,190,1.377717912073472,3.0996810247949025,AOI-0003,AOI-0032
0.0,190,1.3680046607104022,2.5888808612162326,AOI-0022,AOI-0038
0.0,190,1.3427255159546265,2.6282990183365786,AOI-0023,AOI-0038
0.0,190,1.332645706243318,3.2752685548954976,AOI-0044,AOI-0063
0.0,190,1.3303876302538358,2.5969995448498637,AOI-0024,AOI-0040
0.0,190,1.3109843905170324,2.3177265943666083,AOI-0005,AOI-0068
0.0,190,1.3073232207939898,2.707657080738785,AOI-0018,AOI-0032
0.0,190,1.3027536584150048,3.233475196604463,AOI-0045,AOI-0065
0.0,190,1.268323144000936,2.6023180330775673,AOI-0024,AOI-0031
0.0,190,1.252770199707763,2.7326301998500204,AOI-0021,AOI-0031
0.0,190,1.251299249115279,3.158886721625989,AOI-0044,AOI-0064
0.0,190,1.2436061524671291,2.1828379455756597,AOI-0001,AOI-0067
0.0,190,1.2414204975991583,2.261467176475274,AOI-0001,AOI-0070
0.0,190,1.2312387497029194,1.9489069386682918,AOI-0043,AOI-0058
0.0,190,1.2196730580089372,2.0080892097582876,AOI-0043,AOI-0060
0.0,190,1.217812576888259,2.508322383349472,AOI-0007,AOI-0037
0.0,190,1.214942658668567,2.517166827446333,AOI-0011,AOI-0040
0.0,190,1.2097874761007315,2.2327125182433405,AOI-0021,AOI-0072
0.0,190,1.2096017773162377,2.368981762547699,AOI-0023,AOI-0067
0.0,190,1.2073339103868004,2.5773168827070254,AOI-0007,AOI-0042
0.0,190,1.1819371354720034,2.6414344242593453,AOI-0021,AOI-0032
0.0,190,1.180381803802886,2.21966523622517,AOI-0020,AOI-0067
0.0,190,1.1796152305250052,2.221073541837542,AOI-0021,AOI-0067
0.0,190,1.1696121177579797,2.6182866031683134,AOI-0007,AOI-0031
0.0,190,1.1650434891807129,2.5297593702214085,AOI-0011,AOI-0031
