private,train,n,mask_eq,any_eq,temp_rmse,prec_rmse,target_n,target_corr,target_rmse
AOI-0017,AOI-0045,870,0.44022988505747124,0.5735632183908046,,,455,0.14095662607501627,0.3071594911308346
AOI-0017,AOI-0048,870,0.43333333333333335,0.5689655172413793,,,452,0.2634325457005228,0.255909576203931
AOI-0017,AOI-0050,522,0.6973180076628352,0.8639846743295019,,,451,0.5439944948290494,0.14536865790594702
AOI-0017,AOI-0052,870,0.4839080459770115,0.6057471264367816,,,476,0.34514937135518564,0.24650839620295484
AOI-0017,AOI-0053,870,0.49195402298850577,0.6011494252873564,,,472,0.43761957701747706,0.20215046615589266
AOI-0017,AOI-0055,510,0.6784313725490196,0.8686274509803922,,,443,0.5612816904718573,0.11833096999312792
AOI-0017,AOI-0056,533,0.6810506566604128,0.8667917448405253,,,462,0.3856103971594164,0.19684153629949433
AOI-0017,AOI-0060,870,0.47701149425287354,0.5908045977011495,,,461,0.33218632987866953,0.20508069809941964
AOI-0017,AOI-0063,870,0.5793103448275863,0.6655172413793103,,,553,0.33907884842332925,0.254976565046196
AOI-0017,AOI-0064,870,0.5758620689655173,0.6620689655172414,,,550,0.3776952572934797,0.2425918713573377
AOI-0017,AOI-0065,870,0.5816091954022988,0.6655172413793103,,,552,0.5315248703848932,0.20319646879467004
AOI-0017,AOI-0069,870,0.42758620689655175,0.5574712643678161,,,440,0.33248598802548807,0.2816011770080702
AOI-0017,AOI-0070,870,0.42528735632183906,0.5563218390804597,,,439,0.23621250229336613,0.2523720051159728
AOI-0017,AOI-0071,460,0.6326086956521739,0.8565217391304348,,,394,0.38682791809147016,0.21462620038547917
AOI-0017,AOI-0075,870,0.296551724137931,0.4517241379310345,,,320,0.1985850019267801,0.2234718242717199
AOI-0017,AOI-0076,370,0.5,0.8621621621621621,,,319,0.3738317559129463,0.20953484799455369
AOI-0017,AOI-0077,374,0.516042780748663,0.8663101604278075,,,324,0.26624886430396644,0.20611432968477053
AOI-0028,AOI-0002,3195,0.9107981220657277,0.9164319248826291,0.20375010995714585,0.9002259836680594,464,0.4548289771384639,0.2584562348610822
AOI-0028,AOI-0003,3195,0.8403755868544601,0.8572769953051643,0.20375010995714585,0.9002259836680594,468,0.3467147806188159,0.2800855657755499
AOI-0028,AOI-0004,3195,0.9320813771517997,0.9352112676056338,0.1714719228519268,0.764977732050084,469,0.3941218823210557,0.28099954261409416
AOI-0028,AOI-0007,3195,0.7881064162754303,0.8143974960876369,0.7968761349115907,2.6467366404860715,323,0.5173190767995117,0.24128950903831162
AOI-0028,AOI-0008,705,0.3333333333333333,0.4553191489361702,,,321,0.32447849289511405,0.2825764763270207
AOI-0028,AOI-0011,3195,0.7884194053208138,0.8153364632237872,0.7968761349115907,2.6467366404860715,328,0.4634314153467539,0.25453203522692686
AOI-0028,AOI-0015,3195,0.8269170579029734,0.8466353677621283,0.3824120608688509,1.532150031995581,469,0.580296001544361,0.22531452236279992
AOI-0028,AOI-0019,3195,0.8137715179968701,0.8356807511737089,0.5405147940050631,2.0703363355506044,457,0.6423598842091072,0.20729198562443915
AOI-0028,AOI-0020,3195,0.8190923317683881,0.8391236306729265,0.5405147940050631,2.0703363355506044,453,0.5390697192500231,0.23007664866649918
AOI-0028,AOI-0021,3195,0.8165884194053208,0.837245696400626,0.5405147940050631,2.0703363355506044,451,0.6023889051498017,0.2213443281957491
AOI-0028,AOI-0022,3195,0.812206572769953,0.8341158059467919,0.5405147940050631,2.0703363355506044,450,0.297485001795758,0.2914035363724897
AOI-0028,AOI-0023,3195,0.8147104851330204,0.8366197183098592,0.6411724304390122,2.368275657074299,453,0.41819812343474955,0.29173777411374474
AOI-0028,AOI-0026,3195,0.9652582159624413,0.9668231611893584,0.0,0.0,494,0.24267185439297498,0.3111847723807783
AOI-0028,AOI-0027,574,0.7717770034843205,0.794425087108014,,,456,0.48671712073666806,0.2624028715860353
AOI-0028,AOI-0030,3195,0.9549295774647887,0.9571205007824726,0.07111502988718744,0.26765850387416035,467,0.2345831372504626,0.369447857409346
AOI-0028,AOI-0033,3195,0.6707355242566511,0.7082942097026604,1.510711250962646,3.5202025481891015,231,0.7870927269282892,0.19359894686757895
AOI-0028,AOI-0035,879,0.11945392491467577,0.2582480091012514,,,227,0.24444932327322205,0.2956997980077352
AOI-0028,AOI-0037,3195,0.6741784037558686,0.7151799687010955,1.6784261208514162,3.491505739721014,237,0.47925693896774174,0.22917170148994104
AOI-0028,AOI-0038,3195,0.6644757433489827,0.7061032863849765,1.7418723103392693,3.460549046268469,233,0.5088124562258418,0.23773838310251943
AOI-0028,AOI-0040,3195,0.6697965571205008,0.7107981220657277,1.6784261208514162,3.491505739721014,234,0.12191933798610001,0.31300373231092954
AOI-0028,AOI-0041,864,0.11921296296296297,0.26967592592592593,,,233,0.4957003981688369,0.22371933783527767
AOI-0028,AOI-0043,3195,0.7721439749608764,0.8021909233176839,1.0267324816352652,2.7344069898043544,322,0.5093862038345756,0.25093297437670603
AOI-0028,AOI-0045,3195,0.6989045383411581,0.7364632237871674,1.0614891755761504,2.778111570249103,226,0.7064306708805614,0.1917319542251217
AOI-0028,AOI-0048,3195,0.701095461658842,0.7392801251956181,0.9668671957308105,2.7588595237040128,226,0.23054417765197854,0.2886844299292566
AOI-0028,AOI-0050,720,0.5638888888888889,0.6138888888888889,,,442,0.26529710772662324,0.30168340471002575
AOI-0028,AOI-0052,3195,0.8732394366197183,0.8876369327073552,0.6030873043234942,1.6881806429243897,469,0.4191344334581684,0.2756470374552577
AOI-0028,AOI-0053,3195,0.8841940532081377,0.8967136150234741,0.5283580739361281,1.6686188585027444,469,0.4167412537930215,0.2507955622084197
AOI-0028,AOI-0055,702,0.5541310541310541,0.6153846153846154,,,432,0.22500286423138358,0.27885794688137594
AOI-0028,AOI-0056,765,0.5359477124183006,0.5934640522875817,,,454,0.5611996475608687,0.23599325582521283
AOI-0028,AOI-0060,3195,0.8766823161189359,0.8885758998435055,0.7226879883124911,2.0146944569078773,444,0.4473871857233155,0.28229982402494275
AOI-0028,AOI-0063,3195,0.777151799687011,0.8062597809076683,1.2250107936512218,3.7947636141998653,319,0.4595115100856141,0.27493011572897447
AOI-0028,AOI-0064,3195,0.780281690140845,0.8087636932707355,1.1853425742884172,3.669156177953283,319,0.5710764882266618,0.2394025697071944
AOI-0028,AOI-0065,3195,0.7799687010954617,0.8081377151799687,1.2250107936512218,3.7947636141998653,320,0.6965479072617733,0.2101511337587702
AOI-0028,AOI-0069,3195,0.6951486697965571,0.7311424100156495,1.452544537783859,3.3305530945135216,221,0.5524556976508295,0.2341084470635553
AOI-0028,AOI-0070,3195,0.6954616588419406,0.7320813771517997,1.4811368337469148,3.392177035192359,222,0.26482622607642087,0.2682342515362078
AOI-0028,AOI-0071,695,0.15251798561151078,0.3107913669064748,,,216,0.23714477801643186,0.261806791304038
AOI-0028,AOI-0075,3195,0.7868544600938967,0.8131455399061033,2.777462055480958,3.826966382964896,302,0.0025830443389262526,0.32980112141566603
AOI-0028,AOI-0076,701,0.31098430813124106,0.42938659058487877,,,301,0.3043198158808955,0.2880611018791543
AOI-0028,AOI-0077,695,0.3251798561151079,0.437410071942446,,,304,0.0326164811186704,0.3366803891360562
AOI-0031,AOI-0002,3195,0.6435054773082942,0.6888888888888889,1.5102839836970754,3.4585957220957546,246,0.5424197698310474,0.24260513555737742
AOI-0031,AOI-0003,3195,0.6250391236306729,0.6791862284820032,1.5102839836970754,3.4585957220957546,329,0.46870315521637623,0.243474237525641
