mode,lag_weight,scale,exact_rmse,exact_base,exact_delta,exact_n,random_rmse,random_base,random_delta,random_n,random2025_rmse,random2025_base,random2025_delta,random2025_n,exact_wins,exact_folds,random_wins,random_folds,random2025_wins,random2025_folds,worst_delta,mean_delta
global,0.400000000,0.825000000,0.061908440,0.061853690,0.000054750,1114,0.071651028,0.071666238,-0.000015210,5664,0.061493879,0.061472745,0.000021133,2268,2,6,2,3,0,3,0.000054750,0.000020224
global,0.400000000,0.850000000,0.061910331,0.061853690,0.000056641,1114,0.071651001,0.071666238,-0.000015237,5664,0.061495067,0.061472745,0.000022321,2268,2,6,2,3,0,3,0.000056641,0.000021242
global,0.400000000,0.875000000,0.061912235,0.061853690,0.000058545,1114,0.071651000,0.071666238,-0.000015238,5664,0.061496287,0.061472745,0.000023542,2268,2,6,2,3,0,3,0.000058545,0.000022283
global,0.400000000,0.900000000,0.061914153,0.061853690,0.000060463,1114,0.071651024,0.071666238,-0.000015214,5664,0.061497539,0.061472745,0.000024794,2268,2,6,2,3,0,3,0.000060463,0.000023348
global,0.400000000,0.925000000,0.061916084,0.061853690,0.000062394,1114,0.071651074,0.071666238,-0.000015164,5664,0.061498824,0.061472745,0.000026079,2268,2,6,2,3,0,3,0.000062394,0.000024436
global,0.400000000,0.950000000,0.061918029,0.061853690,0.000064339,1114,0.071651150,0.071666238,-0.000015088,5664,0.061500141,0.061472745,0.000027395,2268,2,6,2,3,0,3,0.000064339,0.000025549
global,0.400000000,0.975000000,0.061919988,0.061853690,0.000066298,1114,0.071651251,0.071666238,-0.000014987,5664,0.061501490,0.061472745,0.000028744,2268,2,6,2,3,0,3,0.000066298,0.000026685
global,0.400000000,1.000000000,0.061921960,0.061853690,0.000068270,1114,0.071651377,0.071666238,-0.000014861,5664,0.061502871,0.061472745,0.000030126,2268,2,6,2,3,0,3,0.000068270,0.000027845
doy,0.300000000,-1.000000000,0.061760247,0.061801158,-0.000040911,1114,0.071357142,0.071268305,0.000088837,5664,0.061468838,0.061513373,-0.000044535,2268,2,6,0,3,1,3,0.000088837,0.000001130
doy,0.300000000,-0.975000000,0.061761039,0.061801158,-0.000040118,1114,0.071354134,0.071268305,0.000085829,5664,0.061468675,0.061513373,-0.000044698,2268,2,6,0,3,1,3,0.000085829,0.000000337
doy,0.300000000,-0.950000000,0.061761844,0.061801158,-0.000039314,1114,0.071351167,0.071268305,0.000082862,5664,0.061468577,0.061513373,-0.000044796,2268,2,6,0,3,1,3,0.000082862,-0.000000416
doy,0.300000000,-0.925000000,0.061762660,0.061801158,-0.000038498,1114,0.071348240,0.071268305,0.000079935,5664,0.061468544,0.061513373,-0.000044829,2268,2,6,0,3,1,3,0.000079935,-0.000001131
doy,0.300000000,-0.900000000,0.061763488,0.061801158,-0.000037670,1114,0.071345353,0.071268305,0.000077048,5664,0.061468577,0.061513373,-0.000044796,2268,2,6,0,3,1,3,0.000077048,-0.000001806
doy,0.300000000,-0.875000000,0.061764328,0.061801158,-0.000036830,1114,0.071342507,0.071268305,0.000074202,5664,0.061468676,0.061513373,-0.000044697,2268,3,6,0,3,1,3,0.000074202,-0.000002442
doy,0.300000000,-0.850000000,0.061765180,0.061801158,-0.000035978,1114,0.071339701,0.071268305,0.000071396,5664,0.061468840,0.061513373,-0.000044533,2268,3,6,0,3,1,3,0.000071396,-0.000003039
doy,0.300000000,-0.825000000,0.061766043,0.061801158,-0.000035115,1114,0.071336935,0.071268305,0.000068630,5664,0.061469070,0.061513373,-0.000044304,2268,3,6,0,3,1,3,0.000068630,-0.000003596
doy,0.300000000,-0.800000000,0.061766919,0.061801158,-0.000034239,1114,0.071334210,0.071268305,0.000065904,5664,0.061469365,0.061513373,-0.000044008,2268,3,6,0,3,1,3,0.000065904,-0.000004114
doy,0.300000000,-0.775000000,0.061767806,0.061801158,-0.000033352,1114,0.071331524,0.071268305,0.000063219,5664,0.061469725,0.061513373,-0.000043648,2268,3,6,0,3,1,3,0.000063219,-0.000004594
doy,0.300000000,-0.750000000,0.061768705,0.061801158,-0.000032453,1114,0.071328880,0.071268305,0.000060574,5664,0.061470151,0.061513373,-0.000043222,2268,3,6,0,3,1,3,0.000060574,-0.000005034
doy,0.300000000,-0.725000000,0.061769615,0.061801158,-0.000031543,1114,0.071326275,0.071268305,0.000057970,5664,0.061470643,0.061513373,-0.000042730,2268,3,6,0,3,1,3,0.000057970,-0.000005434
doy,0.300000000,-0.700000000,0.061770538,0.061801158,-0.000030620,1114,0.071323711,0.071268305,0.000055406,5664,0.061471200,0.061513373,-0.000042173,2268,3,6,0,3,2,3,0.000055406,-0.000005796
doy,0.300000000,-0.675000000,0.061771472,0.061801158,-0.000029686,1114,0.071321187,0.071268305,0.000052882,5664,0.061471822,0.061513373,-0.000041551,2268,3,6,0,3,2,3,0.000052882,-0.000006118
doy,0.300000000,-0.650000000,0.061772418,0.061801158,-0.000028740,1114,0.071318704,0.071268305,0.000050398,5664,0.061472510,0.061513373,-0.000040863,2268,3,6,0,3,2,3,0.000050398,-0.000006401
doy,0.300000000,-0.625000000,0.061773376,0.061801158,-0.000027782,1114,0.071316260,0.071268305,0.000047955,5664,0.061473264,0.061513373,-0.000040109,2268,3,6,0,3,2,3,0.000047955,-0.000006645
doy,0.300000000,-0.600000000,0.061774346,0.061801158,-0.000026812,1114,0.071313858,0.071268305,0.000045552,5664,0.061474083,0.061513373,-0.000039290,2268,3,6,0,3,2,3,0.000045552,-0.000006850
doy,0.300000000,-0.575000000,0.061775327,0.061801158,-0.000025830,1114,0.071311495,0.071268305,0.000043190,5664,0.061474967,0.061513373,-0.000038406,2268,3,6,0,3,2,3,0.000043190,-0.000007015
doy,0.300000000,-0.550000000,0.061776321,0.061801158,-0.000024837,1114,0.071309173,0.071268305,0.000040868,5664,0.061475917,0.061513373,-0.000037456,2268,3,6,0,3,2,3,0.000040868,-0.000007142
doy,0.300000000,-0.525000000,0.061777326,0.061801158,-0.000023832,1114,0.071306891,0.071268305,0.000038586,5664,0.061476933,0.061513373,-0.000036441,2268,3,6,0,3,2,3,0.000038586,-0.000007229
doy,0.300000000,-0.500000000,0.061778343,0.061801158,-0.000022815,1114,0.071304650,0.071268305,0.000036345,5664,0.061478013,0.061513373,-0.000035360,2268,3,6,0,3,2,3,0.000036345,-0.000007277
doy,0.300000000,-0.475000000,0.061779372,0.061801158,-0.000021786,1114,0.071302449,0.071268305,0.000034144,5664,0.061479160,0.061513373,-0.000034213,2268,3,6,0,3,2,3,0.000034144,-0.000007285
doy,0.300000000,-0.450000000,0.061780412,0.061801158,-0.000020746,1114,0.071300288,0.071268305,0.000031983,5664,0.061480372,0.061513373,-0.000033002,2268,3,6,0,3,2,3,0.000031983,-0.000007255
doy,0.300000000,-0.425000000,0.061781464,0.061801158,-0.000019694,1114,0.071298168,0.071268305,0.000029863,5664,0.061481649,0.061513373,-0.000031724,2268,3,6,0,3,2,3,0.000029863,-0.000007185
doy,0.300000000,-0.400000000,0.061782528,0.061801158,-0.000018629,1114,0.071296088,0.071268305,0.000027783,5664,0.061482992,0.061513373,-0.000030382,2268,3,6,0,3,2,3,0.000027783,-0.000007076
doy,0.300000000,-0.375000000,0.061783604,0.061801158,-0.000017554,1114,0.071294049,0.071268305,0.000025744,5664,0.061484400,0.061513373,-0.000028973,2268,3,6,0,3,2,3,0.000025744,-0.000006928
doy,0.300000000,-0.350000000,0.061784692,0.061801158,-0.000016466,1114,0.071292050,0.071268305,0.000023745,5664,0.061485873,0.061513373,-0.000027500,2268,3,6,0,3,2,3,0.000023745,-0.000006740
doy,0.300000000,-0.325000000,0.061785792,0.061801158,-0.000015366,1114,0.071290091,0.071268305,0.000021786,5664,0.061487412,0.061513373,-0.000025961,2268,3,6,0,3,2,3,0.000021786,-0.000006514
doy,0.300000000,-0.300000000,0.061786903,0.061801158,-0.000014255,1114,0.071288173,0.071268305,0.000019868,5664,0.061489017,0.061513373,-0.000024356,2268,3,6,0,3,2,3,0.000019868,-0.000006248
doy,0.300000000,-0.275000000,0.061788026,0.061801158,-0.000013132,1114,0.071286295,0.071268305,0.000017990,5664,0.061490687,0.061513373,-0.000022686,2268,3,6,0,3,2,3,0.000017990,-0.000005943
doy,0.300000000,-0.250000000,0.061789161,0.061801158,-0.000011997,1114,0.071284458,0.071268305,0.000016152,5664,0.061492422,0.061513373,-0.000020951,2268,3,6,0,3,2,3,0.000016152,-0.000005599
doy,0.300000000,-0.225000000,0.061790307,0.061801158,-0.000010850,1114,0.071282660,0.071268305,0.000014355,5664,0.061494223,0.061513373,-0.000019150,2268,3,6,0,3,2,3,0.000014355,-0.000005215
doy,0.300000000,-0.200000000,0.061791466,0.061801158,-0.000009692,1114,0.071280904,0.071268305,0.000012598,5664,0.061496089,0.061513373,-0.000017284,2268,3,6,0,3,2,3,0.000012598,-0.000004792
doy,0.300000000,-0.175000000,0.061792636,0.061801158,-0.000008522,1114,0.071279187,0.071268305,0.000010882,5664,0.061498021,0.061513373,-0.000015352,2268,3,6,0,3,2,3,0.000010882,-0.000004331
doy,0.300000000,-0.150000000,0.061793818,0.061801158,-0.000007340,1114,0.071277512,0.071268305,0.000009206,5664,0.061500018,0.061513373,-0.000013355,2268,3,6,0,3,2,3,0.000009206,-0.000003830
doy,0.300000000,-0.125000000,0.061795012,0.061801158,-0.000006146,1114,0.071275876,0.071268305,0.000007571,5664,0.061502080,0.061513373,-0.000011293,2268,3,6,0,3,2,3,0.000007571,-0.000003289
doy,0.300000000,-0.100000000,0.061796218,0.061801158,-0.000004940,1114,0.071274281,0.071268305,0.000005976,5664,0.061504208,0.061513373,-0.000009165,2268,3,6,0,3,2,3,0.000005976,-0.000002710
doy,0.300000000,-0.075000000,0.061797435,0.061801158,-0.000003723,1114,0.071272727,0.071268305,0.000004421,5664,0.061506401,0.061513373,-0.000006972,2268,3,6,0,3,2,3,0.000004421,-0.000002091
doy,0.300000000,-0.050000000,0.061798664,0.061801158,-0.000002494,1114,0.071271212,0.071268305,0.000002907,5664,0.061508660,0.061513373,-0.000004713,2268,3,6,0,3,2,3,0.000002907,-0.000001433
doy,0.300000000,-0.025000000,0.061799905,0.061801158,-0.000001253,1114,0.071269739,0.071268305,0.000001433,5664,0.061510984,0.061513373,-0.000002389,2268,3,6,0,3,2,3,0.000001433,-0.000000736
doy,0.300000000,0.000000000,0.061801158,0.061801158,0.000000000,1114,0.071268305,0.071268305,0.000000000,5664,0.061513373,0.061513373,0.000000000,2268,0,6,0,3,0,3,0.000000000,0.000000000
doy,0.300000000,0.025000000,0.061802422,0.061801158,0.000001265,1114,0.071266912,0.071268305,-0.000001393,5664,0.061515828,0.061513373,0.000002455,2268,3,6,3,3,1,3,0.000002455,0.000000775
doy,0.300000000,0.050000000,0.061803699,0.061801158,0.000002541,1114,0.071265560,0.071268305,-0.000002745,5664,0.061518348,0.061513373,0.000004975,2268,3,6,3,3,1,3,0.000004975,0.000001590
doy,0.300000000,0.075000000,0.061804987,0.061801158,0.000003829,1114,0.071264248,0.071268305,-0.000004057,5664,0.061520933,0.061513373,0.000007560,2268,3,6,3,3,1,3,0.000007560,0.000002444
doy,0.300000000,0.100000000,0.061806287,0.061801158,0.000005129,1114,0.071262976,0.071268305,-0.000005329,5664,0.061523584,0.061513373,0.000010211,2268,3,6,3,3,1,3,0.000010211,0.000003337
doy,0.300000000,0.125000000,0.061807598,0.061801158,0.000006441,1114,0.071261745,0.071268305,-0.000006560,5664,0.061526300,0.061513373,0.000012927,2268,3,6,3,3,1,3,0.000012927,0.000004269
doy,0.300000000,0.150000000,0.061808922,0.061801158,0.000007764,1114,0.071260555,0.071268305,-0.000007751,5664,0.061529081,0.061513373,0.000015708,2268,3,6,3,3,1,3,0.000015708,0.000005240
doy,0.300000000,0.175000000,0.061810257,0.061801158,0.000009099,1114,0.071259404,0.071268305,-0.000008901,5664,0.061531928,0.061513373,0.000018555,2268,3,6,3,3,1,3,0.000018555,0.000006251
doy,0.300000000,0.200000000,0.061811604,0.061801158,0.000010446,1114,0.071258294,0.071268305,-0.000010011,5664,0.061534840,0.061513373,0.000021467,2268,3,6,3,3,1,3,0.000021467,0.000007301
doy,0.300000000,0.225000000,0.061812963,0.061801158,0.000011805,1114,0.071257225,0.071268305,-0.000011080,5664,0.061537817,0.061513373,0.000024444,2268,3,6,3,3,0,3,0.000024444,0.000008390
doy,0.300000000,0.250000000,0.061814333,0.061801158,0.000013176,1114,0.071256196,0.071268305,-0.000012109,5664,0.061540859,0.061513373,0.000027486,2268,3,6,3,3,0,3,0.000027486,0.000009518
doy,0.300000000,0.275000000,0.061815716,0.061801158,0.000014558,1114,0.071255208,0.071268305,-0.000013098,5664,0.061543967,0.061513373,0.000030594,2268,3,6,2,3,0,3,0.000030594,0.000010685
doy,0.300000000,0.300000000,0.061817110,0.061801158,0.000015952,1114,0.071254260,0.071268305,-0.000014046,5664,0.061547140,0.061513373,0.000033767,2268,3,6,2,3,0,3,0.000033767,0.000011891
doy,0.300000000,0.325000000,0.061818516,0.061801158,0.000017358,1114,0.071253352,0.071268305,-0.000014953,5664,0.061550378,0.061513373,0.000037005,2268,3,6,2,3,0,3,0.000037005,0.000013137
doy,0.300000000,0.350000000,0.061819933,0.061801158,0.000018776,1114,0.071252485,0.071268305,-0.000015820,5664,0.061553682,0.061513373,0.000040309,2268,3,6,2,3,0,3,0.000040309,0.000014421
doy,0.300000000,0.375000000,0.061821363,0.061801158,0.000020205,1114,0.071251658,0.071268305,-0.000016647,5664,0.061557051,0.061513373,0.000043677,2268,3,6,2,3,0,3,0.000043677,0.000015745
doy,0.300000000,0.400000000,0.061822804,0.061801158,0.000021646,1114,0.071250872,0.071268305,-0.000017433,5664,0.061560485,0.061513373,0.000047111,2268,3,6,2,3,0,3,0.000047111,0.000017108
doy,0.300000000,0.425000000,0.061824257,0.061801158,0.000023099,1114,0.071250127,0.071268305,-0.000018179,5664,0.061563984,0.061513373,0.000050611,2268,3,6,2,3,0,3,0.000050611,0.000018510
doy,0.300000000,0.450000000,0.061825722,0.061801158,0.000024564,1114,0.071249421,0.071268305,-0.000018884,5664,0.061567548,0.061513373,0.000054175,2268,3,6,2,3,0,3,0.000054175,0.000019952
doy,0.300000000,0.475000000,0.061827198,0.061801158,0.000026041,1114,0.071248757,0.071268305,-0.000019549,5664,0.061571178,0.061513373,0.000057804,2268,3,6,2,3,0,3,0.000057804,0.000021432
doy,0.300000000,0.500000000,0.061828687,0.061801158,0.000027529,1114,0.071248132,0.071268305,-0.000020173,5664,0.061574872,0.061513373,0.000061499,2268,3,6,2,3,0,3,0.000061499,0.000022952
doy,0.300000000,0.525000000,0.061830187,0.061801158,0.000029029,1114,0.071247548,0.071268305,-0.000020757,5664,0.061578632,0.061513373,0.000065259,2268,3,6,2,3,0,3,0.000065259,0.000024510
doy,0.300000000,0.550000000,0.061831699,0.061801158,0.000030541,1114,0.071247005,0.071268305,-0.000021300,5664,0.061582457,0.061513373,0.000069084,2268,3,6,2,3,0,3,0.000069084,0.000026108
doy,0.300000000,0.575000000,0.061833222,0.061801158,0.000032064,1114,0.071246502,0.071268305,-0.000021803,5664,0.061586347,0.061513373,0.000072974,2268,3,6,2,3,0,3,0.000072974,0.000027745
doy,0.300000000,0.600000000,0.061834758,0.061801158,0.000033600,1114,0.071246040,0.071268305,-0.000022266,5664,0.061590303,0.061513373,0.000076929,2268,3,6,2,3,0,3,0.000076929,0.000029421
doy,0.300000000,0.625000000,0.061836305,0.061801158,0.000035147,1114,0.071245618,0.071268305,-0.000022688,5664,0.061594323,0.061513373,0.000080950,2268,3,6,2,3,0,3,0.000080950,0.000031136
doy,0.300000000,0.650000000,0.061837864,0.061801158,0.000036706,1114,0.071245236,0.071268305,-0.000023069,5664,0.061598408,0.061513373,0.000085035,2268,3,6,2,3,0,3,0.000085035,0.000032891
doy,0.300000000,0.675000000,0.061839434,0.061801158,0.000038276,1114,0.071244895,0.071268305,-0.000023410,5664,0.061602559,0.061513373,0.000089186,2268,3,6,2,3,0,3,0.000089186,0.000034684
doy,0.300000000,0.700000000,0.061841017,0.061801158,0.000039859,1114,0.071244595,0.071268305,-0.000023711,5664,0.061606775,0.061513373,0.000093401,2268,3,6,2,3,0,3,0.000093401,0.000036517
doy,0.300000000,0.725000000,0.061842611,0.061801158,0.000041453,1114,0.071244334,0.071268305,-0.000023971,5664,0.061611055,0.061513373,0.000097682,2268,3,6,2,3,0,3,0.000097682,0.000038388
doy,0.300000000,0.750000000,0.061844217,0.061801158,0.000043059,1114,0.071244115,0.071268305,-0.000024190,5664,0.061615401,0.061513373,0.000102028,2268,3,6,2,3,0,3,0.000102028,0.000040299
doy,0.300000000,0.775000000,0.061845835,0.061801158,0.000044677,1114,0.071243936,0.071268305,-0.000024370,5664,0.061619812,0.061513373,0.000106439,2268,3,6,2,3,0,3,0.000106439,0.000042249
doy,0.300000000,0.800000000,0.061847464,0.061801158,0.000046306,1114,0.071243797,0.071268305,-0.000024508,5664,0.061624288,0.061513373,0.000110914,2268,3,6,2,3,0,3,0.000110914,0.000044237
doy,0.300000000,0.825000000,0.061849105,0.061801158,0.000047947,1114,0.071243699,0.071268305,-0.000024607,5664,0.061628828,0.061513373,0.000115455,2268,3,6,2,3,0,3,0.000115455,0.000046265
doy,0.300000000,0.850000000,0.061850758,0.061801158,0.000049600,1114,0.071243641,0.071268305,-0.000024664,5664,0.061633434,0.061513373,0.000120061,2268,3,6,2,3,0,3,0.000120061,0.000048332
doy,0.300000000,0.875000000,0.061852423,0.061801158,0.000051265,1114,0.071243624,0.071268305,-0.000024681,5664,0.061638105,0.061513373,0.000124732,2268,3,6,2,3,0,3,0.000124732,0.000050438
doy,0.300000000,0.900000000,0.061854099,0.061801158,0.000052942,1114,0.071243647,0.071268305,-0.000024658,5664,0.061642841,0.061513373,0.000129467,2268,3,6,2,3,0,3,0.000129467,0.000052584
doy,0.300000000,0.925000000,0.061855788,0.061801158,0.000054630,1114,0.071243711,0.071268305,-0.000024595,5664,0.061647641,0.061513373,0.000134268,2268,3,6,2,3,0,3,0.000134268,0.000054768
doy,0.300000000,0.950000000,0.061857488,0.061801158,0.000056330,1114,0.071243815,0.071268305,-0.000024490,5664,0.061652507,0.061513373,0.000139134,2268,3,6,2,3,0,3,0.000139134,0.000056991
doy,0.300000000,0.975000000,0.061859199,0.061801158,0.000058042,1114,0.071243960,0.071268305,-0.000024346,5664,0.061657437,0.061513373,0.000144064,2268,3,6,2,3,0,3,0.000144064,0.000059253
doy,0.300000000,1.000000000,0.061860923,0.061801158,0.000059765,1114,0.071244145,0.071268305,-0.000024161,5664,0.061662433,0.061513373,0.000149059,2268,3,6,2,3,0,3,0.000149059,0.000061555
doy,0.325000000,-1.000000000,0.061757328,0.061798059,-0.000040731,1114,0.071446310,0.071355396,0.000090914,5664,0.061444389,0.061489887,-0.000045499,2268,3,6,0,3,1,3,0.000090914,0.000001562
doy,0.325000000,-0.975000000,0.061758117,0.061798059,-0.000039943,1114,0.071443259,0.071355396,0.000087863,5664,0.061444244,0.061489887,-0.000045643,2268,3,6,0,3,1,3,0.000087863,0.000000759
doy,0.325000000,-0.950000000,0.061758916,0.061798059,-0.000039143,1114,0.071440247,0.071355396,0.000084851,5664,0.061444165,0.061489887,-0.000045722,2268,3,6,0,3,1,3,0.000084851,-0.000000005
doy,0.325000000,-0.925000000,0.061759728,0.061798059,-0.000038331,1114,0.071437275,0.071355396,0.000081879,5664,0.061444152,0.061489887,-0.000045735,2268,3,6,0,3,1,3,0.000081879,-0.000000729
doy,0.325000000,-0.900000000,0.061760552,0.061798059,-0.000037507,1114,0.071434343,0.071355396,0.000078947,5664,0.061444205,0.061489887,-0.000045682,2268,3,6,0,3,1,3,0.000078947,-0.000001414
doy,0.325000000,-0.875000000,0.061761387,0.061798059,-0.000036672,1114,0.071431450,0.071355396,0.000076054,5664,0.061444324,0.061489887,-0.000045564,2268,3,6,0,3,1,3,0.000076054,-0.000002060
doy,0.325000000,-0.850000000,0.061762234,0.061798059,-0.000035825,1114,0.071428598,0.071355396,0.000073202,5664,0.061444508,0.061489887,-0.000045379,2268,3,6,0,3,1,3,0.000073202,-0.000002667
doy,0.325000000,-0.825000000,0.061763093,0.061798059,-0.000034966,1114,0.071425786,0.071355396,0.000070390,5664,0.061444758,0.061489887,-0.000045129,2268,3,6,0,3,1,3,0.000070390,-0.000003235
doy,0.325000000,-0.800000000,0.061763964,0.061798059,-0.000034095,1114,0.071423013,0.071355396,0.000067617,5664,0.061445074,0.061489887,-0.000044813,2268,3,6,0,3,1,3,0.000067617,-0.000003764
doy,0.325000000,-0.775000000,0.061764846,0.061798059,-0.000033213,1114,0.071420281,0.071355396,0.000064885,5664,0.061445455,0.061489887,-0.000044432,2268,3,6,0,3,1,3,0.000064885,-0.000004253
doy,0.325000000,-0.750000000,0.061765741,0.061798059,-0.000032318,1114,0.071417588,0.071355396,0.000062192,5664,0.061445903,0.061489887,-0.000043984,2268,3,6,0,3,2,3,0.000062192,-0.000004704
doy,0.325000000,-0.725000000,0.061766647,0.061798059,-0.000031412,1114,0.071414935,0.071355396,0.000059539,5664,0.061446416,0.061489887,-0.000043471,2268,3,6,0,3,2,3,0.000059539,-0.000005115
doy,0.325000000,-0.700000000,0.061767565,0.061798059,-0.000030494,1114,0.071412323,0.071355396,0.000056927,5664,0.061446995,0.061489887,-0.000042892,2268,3,6,0,3,2,3,0.000056927,-0.000005487
doy,0.325000000,-0.675000000,0.061768495,0.061798059,-0.000029564,1114,0.071409750,0.071355396,0.000054354,5664,0.061447639,0.061489887,-0.000042248,2268,3,6,0,3,2,3,0.000054354,-0.000005819
doy,0.325000000,-0.650000000,0.061769436,0.061798059,-0.000028623,1114,0.071407217,0.071355396,0.000051821,5664,0.061448350,0.061489887,-0.000041537,2268,3,6,0,3,2,3,0.000051821,-0.000006113
doy,0.325000000,-0.625000000,0.061770390,0.061798059,-0.000027669,1114,0.071404724,0.071355396,0.000049328,5664,0.061449126,0.061489887,-0.000040761,2268,3,6,0,3,2,3,0.000049328,-0.000006368
doy,0.325000000,-0.600000000,0.061771355,0.061798059,-0.000026704,1114,0.071402271,0.071355396,0.000046875,5664,0.061449968,0.061489887,-0.000039919,2268,3,6,0,3,2,3,0.000046875,-0.000006583
doy,0.325000000,-0.575000000,0.061772332,0.061798059,-0.000025727,1114,0.071399858,0.071355396,0.000044462,5664,0.061450875,0.061489887,-0.000039012,2268,3,6,0,3,2,3,0.000044462,-0.000006759
doy,0.325000000,-0.550000000,0.061773321,0.061798059,-0.000024738,1114,0.071397485,0.071355396,0.000042089,5664,0.061451849,0.061489887,-0.000038038,2268,3,6,0,3,2,3,0.000042089,-0.000006896
doy,0.325000000,-0.525000000,0.061774321,0.061798059,-0.000023738,1114,0.071395152,0.071355396,0.000039756,5664,0.061452888,0.061489887,-0.000036999,2268,3,6,0,3,2,3,0.000039756,-0.000006994
doy,0.325000000,-0.500000000,0.061775334,0.061798059,-0.000022725,1114,0.071392859,0.071355396,0.000037463,5664,0.061453993,0.061489887,-0.000035895,2268,3,6,0,3,2,3,0.000037463,-0.000007052
doy,0.325000000,-0.475000000,0.061776358,0.061798059,-0.000021701,1114,0.071390606,0.071355396,0.000035210,5664,0.061455163,0.061489887,-0.000034724,2268,3,6,0,3,2,3,0.000035210,-0.000007072
doy,0.325000000,-0.450000000,0.061777394,0.061798059,-0.000020665,1114,0.071388393,0.071355396,0.000032997,5664,0.061456399,0.061489887,-0.000033488,2268,3,6,0,3,2,3,0.000032997,-0.000007052
doy,0.325000000,-0.425000000,0.061778442,0.061798059,-0.000019617,1114,0.071386220,0.071355396,0.000030824,5664,0.061457702,0.061489887,-0.000032186,2268,3,6,0,3,2,3,0.000030824,-0.000006993
doy,0.325000000,-0.400000000,0.061779501,0.061798059,-0.000018558,1114,0.071384086,0.071355396,0.000028690,5664,0.061459069,0.061489887,-0.000030818,2268,3,6,0,3,2,3,0.000028690,-0.000006895
doy,0.325000000,-0.375000000,0.061780573,0.061798059,-0.000017486,1114,0.071381993,0.071355396,0.000026597,5664,0.061460503,0.061489887,-0.000029384,2268,3,6,0,3,2,3,0.000026597,-0.000006758
doy,0.325000000,-0.350000000,0.061781656,0.061798059,-0.000016403,1114,0.071379940,0.071355396,0.000024544,5664,0.061462002,0.061489887,-0.000027885,2268,3,6,0,3,2,3,0.000024544,-0.000006581
doy,0.325000000,-0.325000000,0.061782751,0.061798059,-0.000015308,1114,0.071377927,0.071355396,0.000022531,5664,0.061463567,0.061489887,-0.000026320,2268,3,6,0,3,2,3,0.000022531,-0.000006366
doy,0.325000000,-0.300000000,0.061783858,0.061798059,-0.000014201,1114,0.071375954,0.071355396,0.000020558,5664,0.061465197,0.061489887,-0.000024690,2268,3,6,0,3,2,3,0.000020558,-0.000006111
doy,0.325000000,-0.275000000,0.061784976,0.061798059,-0.000013083,1114,0.071374020,0.071355396,0.000018624,5664,0.061466894,0.061489887,-0.000022993,2268,3,6,0,3,2,3,0.000018624,-0.000005817
doy,0.325000000,-0.250000000,0.061786107,0.061798059,-0.000011952,1114,0.071372127,0.071355396,0.000016731,5664,0.061468656,0.061489887,-0.000021231,2268,3,6,0,3,2,3,0.000016731,-0.000005484
doy,0.325000000,-0.225000000,0.061787249,0.061798059,-0.000010810,1114,0.071370274,0.071355396,0.000014878,5664,0.061470483,0.061489887,-0.000019404,2268,3,6,0,3,2,3,0.000014878,-0.000005112
doy,0.325000000,-0.200000000,0.061788403,0.061798059,-0.000009656,1114,0.071368461,0.071355396,0.000013065,5664,0.061472377,0.061489887,-0.000017510,2268,3,6,0,3,2,3,0.000013065,-0.000004701
doy,0.325000000,-0.175000000,0.061789569,0.061798059,-0.000008490,1114,0.071366688,0.071355396,0.000011292,5664,0.061474336,0.061489887,-0.000015551,2268,3,6,0,3,2,3,0.000011292,-0.000004250
doy,0.325000000,-0.150000000,0.061790746,0.061798059,-0.000007313,1114,0.071364954,0.071355396,0.000009558,5664,0.061476360,0.061489887,-0.000013527,2268,3,6,0,3,2,3,0.000009558,-0.000003760
doy,0.325000000,-0.125000000,0.061791936,0.061798059,-0.000006124,1114,0.071363261,0.071355396,0.000007865,5664,0.061478451,0.061489887,-0.000011436,2268,3,6,0,3,2,3,0.000007865,-0.000003232
doy,0.325000000,-0.100000000,0.061793137,0.061798059,-0.000004922,1114,0.071361608,0.071355396,0.000006212,5664,0.061480607,0.061489887,-0.000009280,2268,3,6,0,3,2,3,0.000006212,-0.000002664
doy,0.325000000,-0.075000000,0.061794350,0.061798059,-0.000003710,1114,0.071359995,0.071355396,0.000004599,5664,0.061482828,0.061489887,-0.000007059,2268,3,6,0,3,2,3,0.000004599,-0.000002056
doy,0.325000000,-0.050000000,0.061795574,0.061798059,-0.000002485,1114,0.071358422,0.071355396,0.000003026,5664,0.061485116,0.061489887,-0.000004771,2268,3,6,0,3,2,3,0.000003026,-0.000001410
doy,0.325000000,-0.025000000,0.061796811,0.061798059,-0.000001248,1114,0.071356889,0.071355396,0.000001493,5664,0.061487469,0.061489887,-0.000002419,2268,3,6,0,3,2,3,0.000001493,-0.000000725
doy,0.325000000,0.000000000,0.061798059,0.061798059,0.000000000,1114,0.071355396,0.071355396,0.000000000,5664,0.061489887,0.061489887,0.000000000,2268,0,6,0,3,0,3,0.000000000,0.000000000
doy,0.325000000,0.025000000,0.061799319,0.061798059,0.000001260,1114,0.071353943,0.071355396,-0.000001453,5664,0.061492371,0.061489887,0.000002484,2268,3,6,3,3,1,3,0.000002484,0.000000764
doy,0.325000000,0.050000000,0.061800591,0.061798059,0.000002532,1114,0.071352530,0.071355396,-0.000002866,5664,0.061494921,0.061489887,0.000005034,2268,3,6,3,3,1,3,0.000005034,0.000001567
