mode,lag_weight,scale,exact_rmse,exact_base,exact_delta,exact_n,random_rmse,random_base,random_delta,random_n,random2025_rmse,random2025_base,random2025_delta,random2025_n,exact_wins,exact_folds,random_wins,random_folds,random2025_wins,random2025_folds,worst_delta,mean_delta
source_soft,0.400000000,-0.750000000,0.061748969,0.061853690,-0.000104720,1114,0.071737112,0.071666238,0.000070874,5664,0.061452734,0.061472745,-0.000020011,2268,4,6,0,3,2,3,0.000070874,-0.000017952
source_soft,0.400000000,-0.725000000,0.061751160,0.061853690,-0.000102530,1114,0.071733551,0.071666238,0.000067313,5664,0.061452648,0.061472745,-0.000020097,2268,4,6,0,3,2,3,0.000067313,-0.000018438
source_soft,0.400000000,-0.700000000,0.061753440,0.061853690,-0.000100249,1114,0.071730073,0.071666238,0.000063835,5664,0.061452613,0.061472745,-0.000020132,2268,4,6,0,3,2,3,0.000063835,-0.000018849
source_soft,0.400000000,-0.675000000,0.061755810,0.061853690,-0.000097879,1114,0.071726677,0.071666238,0.000060439,5664,0.061452631,0.061472745,-0.000020115,2268,4,6,0,3,2,3,0.000060439,-0.000019185
source_soft,0.400000000,-0.650000000,0.061758270,0.061853690,-0.000095419,1114,0.071723364,0.071666238,0.000057126,5664,0.061452700,0.061472745,-0.000020045,2268,4,6,0,3,2,3,0.000057126,-0.000019446
source_soft,0.400000000,-0.625000000,0.061760820,0.061853690,-0.000092870,1114,0.071720134,0.071666238,0.000053896,5664,0.061452822,0.061472745,-0.000019924,2268,4,6,0,3,2,3,0.000053896,-0.000019633
source_soft,0.400000000,-0.600000000,0.061763459,0.061853690,-0.000090230,1114,0.071716986,0.071666238,0.000050748,5664,0.061452995,0.061472745,-0.000019750,2268,4,6,0,3,2,3,0.000050748,-0.000019744
source_soft,0.400000000,-0.575000000,0.061766188,0.061853690,-0.000087501,1114,0.071713920,0.071666238,0.000047682,5664,0.061453220,0.061472745,-0.000019525,2268,4,6,0,3,2,3,0.000047682,-0.000019781
source_soft,0.400000000,-0.550000000,0.061769007,0.061853690,-0.000084683,1114,0.071710938,0.071666238,0.000044700,5664,0.061453498,0.061472745,-0.000019248,2268,4,6,0,3,2,3,0.000044700,-0.000019744
source_soft,0.400000000,-0.525000000,0.061771916,0.061853690,-0.000081774,1114,0.071708038,0.071666238,0.000041800,5664,0.061453827,0.061472745,-0.000018918,2268,4,6,0,3,2,3,0.000041800,-0.000019631
source_soft,0.400000000,-0.500000000,0.061774914,0.061853690,-0.000078776,1114,0.071705220,0.071666238,0.000038982,5664,0.061454208,0.061472745,-0.000018537,2268,4,6,0,3,2,3,0.000038982,-0.000019444
source_soft,0.400000000,-0.475000000,0.061778002,0.061853690,-0.000075688,1114,0.071702485,0.071666238,0.000036247,5664,0.061454641,0.061472745,-0.000018104,2268,4,6,0,3,2,3,0.000036247,-0.000019181
source_soft,0.400000000,-0.450000000,0.061781179,0.061853690,-0.000072510,1114,0.071699833,0.071666238,0.000033595,5664,0.061455127,0.061472745,-0.000017619,2268,4,6,0,3,2,3,0.000033595,-0.000018845
source_soft,0.400000000,-0.425000000,0.061784447,0.061853690,-0.000069243,1114,0.071697264,0.071666238,0.000031026,5664,0.061455664,0.061472745,-0.000017082,2268,4,6,0,3,2,3,0.000031026,-0.000018433
source_soft,0.400000000,-0.400000000,0.061787803,0.061853690,-0.000065886,1114,0.071694777,0.071666238,0.000028539,5664,0.061456253,0.061472745,-0.000016492,2268,4,6,0,3,2,3,0.000028539,-0.000017947
source_soft,0.400000000,-0.375000000,0.061791250,0.061853690,-0.000062440,1114,0.071692373,0.071666238,0.000026135,5664,0.061456894,0.061472745,-0.000015851,2268,4,6,0,3,2,3,0.000026135,-0.000017385
source_soft,0.400000000,-0.350000000,0.061794786,0.061853690,-0.000058904,1114,0.071690051,0.071666238,0.000023813,5664,0.061457587,0.061472745,-0.000015158,2268,4,6,0,3,2,3,0.000023813,-0.000016750
source_soft,0.400000000,-0.325000000,0.061798412,0.061853690,-0.000055278,1114,0.071687813,0.071666238,0.000021575,5664,0.061458332,0.061472745,-0.000014413,2268,4,6,0,3,2,3,0.000021575,-0.000016039
source_soft,0.400000000,-0.300000000,0.061802127,0.061853690,-0.000051563,1114,0.071685657,0.071666238,0.000019419,5664,0.061459129,0.061472745,-0.000013616,2268,4,6,0,3,2,3,0.000019419,-0.000015254
source_soft,0.400000000,-0.275000000,0.061805931,0.061853690,-0.000047758,1114,0.071683583,0.071666238,0.000017345,5664,0.061459978,0.061472745,-0.000012767,2268,4,6,0,3,2,3,0.000017345,-0.000014393
source_soft,0.400000000,-0.250000000,0.061809826,0.061853690,-0.000043864,1114,0.071681593,0.071666238,0.000015355,5664,0.061460879,0.061472745,-0.000011866,2268,4,6,0,3,2,3,0.000015355,-0.000013458
source_soft,0.400000000,-0.225000000,0.061813810,0.061853690,-0.000039880,1114,0.071679685,0.071666238,0.000013447,5664,0.061461832,0.061472745,-0.000010913,2268,4,6,0,3,2,3,0.000013447,-0.000012449
source_soft,0.400000000,-0.200000000,0.061817883,0.061853690,-0.000035807,1114,0.071677860,0.071666238,0.000011622,5664,0.061462837,0.061472745,-0.000009909,2268,4,6,0,3,2,3,0.000011622,-0.000011365
source_soft,0.400000000,-0.175000000,0.061822046,0.061853690,-0.000031644,1114,0.071676117,0.071666238,0.000009879,5664,0.061463893,0.061472745,-0.000008852,2268,4,6,0,3,2,3,0.000009879,-0.000010205
source_soft,0.400000000,-0.150000000,0.061826298,0.061853690,-0.000027392,1114,0.071674458,0.071666238,0.000008220,5664,0.061465002,0.061472745,-0.000007743,2268,4,6,0,3,2,3,0.000008220,-0.000008972
source_soft,0.400000000,-0.125000000,0.061830640,0.061853690,-0.000023050,1114,0.071672881,0.071666238,0.000006643,5664,0.061466163,0.061472745,-0.000006582,2268,4,6,0,3,2,3,0.000006643,-0.000007663
source_soft,0.400000000,-0.100000000,0.061835071,0.061853690,-0.000018619,1114,0.071671387,0.071666238,0.000005149,5664,0.061467375,0.061472745,-0.000005370,2268,4,6,0,3,2,3,0.000005149,-0.000006280
source_soft,0.400000000,-0.075000000,0.061839592,0.061853690,-0.000014098,1114,0.071669975,0.071666238,0.000003737,5664,0.061468640,0.061472745,-0.000004105,2268,4,6,0,3,2,3,0.000003737,-0.000004822
source_soft,0.400000000,-0.050000000,0.061844202,0.061853690,-0.000009488,1114,0.071668647,0.071666238,0.000002409,5664,0.061469957,0.061472745,-0.000002789,2268,4,6,0,3,2,3,0.000002409,-0.000003289
source_soft,0.400000000,-0.025000000,0.061848901,0.061853690,-0.000004789,1114,0.071667401,0.071666238,0.000001163,5664,0.061471325,0.061472745,-0.000001420,2268,4,6,0,3,2,3,0.000001163,-0.000001682
source_soft,0.400000000,0.000000000,0.061853690,0.061853690,0.000000000,1114,0.071666238,0.071666238,0.000000000,5664,0.061472745,0.061472745,0.000000000,2268,0,6,0,3,0,3,0.000000000,0.000000000
source_soft,0.400000000,0.025000000,0.061858568,0.061853690,0.000004878,1114,0.071665158,0.071666238,-0.000001080,5664,0.061474218,0.061472745,0.000001472,2268,2,6,3,3,1,3,0.000004878,0.000001757
source_soft,0.400000000,0.050000000,0.061863535,0.061853690,0.000009845,1114,0.071664160,0.071666238,-0.000002078,5664,0.061475742,0.061472745,0.000002996,2268,2,6,3,3,1,3,0.000009845,0.000003588
source_soft,0.400000000,0.075000000,0.061868592,0.061853690,0.000014902,1114,0.071663246,0.071666238,-0.000002992,5664,0.061477318,0.061472745,0.000004573,2268,2,6,3,3,1,3,0.000014902,0.000005494
source_soft,0.400000000,0.100000000,0.061873738,0.061853690,0.000020048,1114,0.071662414,0.071666238,-0.000003824,5664,0.061478946,0.061472745,0.000006201,2268,2,6,3,3,1,3,0.000020048,0.000007475
source_soft,0.400000000,0.125000000,0.061878973,0.061853690,0.000025283,1114,0.071661665,0.071666238,-0.000004573,5664,0.061480626,0.061472745,0.000007881,2268,2,6,3,3,1,3,0.000025283,0.000009530
source_soft,0.400000000,0.150000000,0.061884297,0.061853690,0.000030608,1114,0.071660998,0.071666238,-0.000005240,5664,0.061482358,0.061472745,0.000009612,2268,2,6,3,3,1,3,0.000030608,0.000011660
source_soft,0.400000000,0.175000000,0.061889711,0.061853690,0.000036021,1114,0.071660415,0.071666238,-0.000005823,5664,0.061484141,0.061472745,0.000011396,2268,2,6,3,3,1,3,0.000036021,0.000013865
source_soft,0.400000000,0.200000000,0.061895214,0.061853690,0.000041524,1114,0.071659914,0.071666238,-0.000006324,5664,0.061485977,0.061472745,0.000013232,2268,2,6,3,3,1,3,0.000041524,0.000016144
source_soft,0.400000000,0.225000000,0.061900806,0.061853690,0.000047116,1114,0.071659496,0.071666238,-0.000006742,5664,0.061487865,0.061472745,0.000015119,2268,2,6,3,3,1,3,0.000047116,0.000018498
source_soft,0.400000000,0.250000000,0.061906487,0.061853690,0.000052797,1114,0.071659161,0.071666238,-0.000007077,5664,0.061489804,0.061472745,0.000017059,2268,2,6,3,3,1,3,0.000052797,0.000020926
source_soft,0.400000000,0.275000000,0.061912257,0.061853690,0.000058567,1114,0.071658909,0.071666238,-0.000007329,5664,0.061491795,0.061472745,0.000019050,2268,2,6,3,3,1,3,0.000058567,0.000023429
source_soft,0.400000000,0.300000000,0.061918116,0.061853690,0.000064426,1114,0.071658739,0.071666238,-0.000007498,5664,0.061493838,0.061472745,0.000021093,2268,2,6,3,3,1,3,0.000064426,0.000026007
source_soft,0.400000000,0.325000000,0.061924064,0.061853690,0.000070375,1114,0.071658653,0.071666238,-0.000007585,5664,0.061495933,0.061472745,0.000023188,2268,2,6,3,3,1,3,0.000070375,0.000028659
source_soft,0.400000000,0.350000000,0.061930102,0.061853690,0.000076412,1114,0.071658649,0.071666238,-0.000007589,5664,0.061498080,0.061472745,0.000025335,2268,1,6,3,3,1,3,0.000076412,0.000031386
source_soft,0.400000000,0.375000000,0.061936228,0.061853690,0.000082538,1114,0.071658728,0.071666238,-0.000007510,5664,0.061500279,0.061472745,0.000027534,2268,1,6,3,3,1,3,0.000082538,0.000034187
source_soft,0.400000000,0.400000000,0.061942443,0.061853690,0.000088754,1114,0.071658890,0.071666238,-0.000007348,5664,0.061502530,0.061472745,0.000029785,2268,1,6,3,3,1,3,0.000088754,0.000037063
source_soft,0.400000000,0.425000000,0.061948748,0.061853690,0.000095058,1114,0.071659134,0.071666238,-0.000007104,5664,0.061504832,0.061472745,0.000032087,2268,1,6,3,3,1,3,0.000095058,0.000040014
source_soft,0.400000000,0.450000000,0.061955141,0.061853690,0.000101451,1114,0.071659462,0.071666238,-0.000006776,5664,0.061507187,0.061472745,0.000034441,2268,1,6,3,3,1,3,0.000101451,0.000043039
source_soft,0.400000000,0.475000000,0.061961623,0.061853690,0.000107933,1114,0.071659872,0.071666238,-0.000006366,5664,0.061509593,0.061472745,0.000036847,2268,1,6,3,3,1,3,0.000107933,0.000046138
source_soft,0.400000000,0.500000000,0.061968194,0.061853690,0.000114504,1114,0.071660365,0.071666238,-0.000005873,5664,0.061512051,0.061472745,0.000039305,2268,1,6,3,3,1,3,0.000114504,0.000049312
source_soft,0.400000000,0.525000000,0.061974854,0.061853690,0.000121164,1114,0.071660941,0.071666238,-0.000005297,5664,0.061514561,0.061472745,0.000041815,2268,1,6,3,3,1,3,0.000121164,0.000052561
source_soft,0.400000000,0.550000000,0.061981602,0.061853690,0.000127913,1114,0.071661599,0.071666238,-0.000004638,5664,0.061517122,0.061472745,0.000044377,2268,1,6,2,3,1,3,0.000127913,0.000055884
source_soft,0.400000000,0.575000000,0.061988440,0.061853690,0.000134750,1114,0.071662341,0.071666238,-0.000003897,5664,0.061519736,0.061472745,0.000046990,2268,1,6,2,3,1,3,0.000134750,0.000059281
source_soft,0.400000000,0.600000000,0.061995366,0.061853690,0.000141676,1114,0.071663165,0.071666238,-0.000003073,5664,0.061522401,0.061472745,0.000049656,2268,1,6,1,3,1,3,0.000141676,0.000062753
source_soft,0.400000000,0.625000000,0.062002381,0.061853690,0.000148691,1114,0.071664072,0.071666238,-0.000002166,5664,0.061525118,0.061472745,0.000052373,2268,1,6,1,3,1,3,0.000148691,0.000066299
source_soft,0.400000000,0.650000000,0.062009484,0.061853690,0.000155794,1114,0.071665062,0.071666238,-0.000001176,5664,0.061527887,0.061472745,0.000055141,2268,1,6,1,3,1,3,0.000155794,0.000069920
source_soft,0.400000000,0.675000000,0.062016676,0.061853690,0.000162987,1114,0.071666134,0.071666238,-0.000000103,5664,0.061530707,0.061472745,0.000057962,2268,1,6,1,3,1,3,0.000162987,0.000073615
source_soft,0.400000000,0.700000000,0.062023957,0.061853690,0.000170268,1114,0.071667290,0.071666238,0.000001052,5664,0.061533580,0.061472745,0.000060835,2268,1,6,1,3,1,3,0.000170268,0.000077385
source_soft,0.400000000,0.725000000,0.062031327,0.061853690,0.000177637,1114,0.071668528,0.071666238,0.000002290,5664,0.061536504,0.061472745,0.000063759,2268,1,6,1,3,1,3,0.000177637,0.000081229
source_soft,0.400000000,0.750000000,0.062038785,0.061853690,0.000185095,1114,0.071669849,0.071666238,0.000003611,5664,0.061539480,0.061472745,0.000066735,2268,1,6,1,3,1,3,0.000185095,0.000085147
source_soft,0.400000000,0.775000000,0.062046331,0.061853690,0.000192642,1114,0.071671253,0.071666238,0.000005015,5664,0.061542508,0.061472745,0.000069762,2268,1,6,1,3,1,3,0.000192642,0.000089140
source_soft,0.400000000,0.800000000,0.062053966,0.061853690,0.000200277,1114,0.071672739,0.071666238,0.000006501,5664,0.061545587,0.061472745,0.000072842,2268,1,6,1,3,1,3,0.000200277,0.000093206
source_soft,0.400000000,0.825000000,0.062061690,0.061853690,0.000208000,1114,0.071674308,0.071666238,0.000008070,5664,0.061548718,0.061472745,0.000075973,2268,1,6,1,3,1,3,0.000208000,0.000097348
source_soft,0.400000000,0.850000000,0.062069502,0.061853690,0.000215812,1114,0.071675960,0.071666238,0.000009722,5664,0.061551901,0.061472745,0.000079156,2268,1,6,1,3,1,3,0.000215812,0.000101563
source_soft,0.400000000,0.875000000,0.062077402,0.061853690,0.000223712,1114,0.071677695,0.071666238,0.000011457,5664,0.061555136,0.061472745,0.000082391,2268,1,6,1,3,1,3,0.000223712,0.000105853
source_soft,0.400000000,0.900000000,0.062085391,0.061853690,0.000231701,1114,0.071679512,0.071666238,0.000013274,5664,0.061558422,0.061472745,0.000085677,2268,1,6,1,3,1,3,0.000231701,0.000110218
source_soft,0.400000000,0.925000000,0.062093468,0.061853690,0.000239778,1114,0.071681413,0.071666238,0.000015175,5664,0.061561760,0.061472745,0.000089015,2268,1,6,1,3,1,3,0.000239778,0.000114656
source_soft,0.400000000,0.950000000,0.062101633,0.061853690,0.000247944,1114,0.071683395,0.071666238,0.000017158,5664,0.061565150,0.061472745,0.000092405,2268,1,6,1,3,1,3,0.000247944,0.000119169
source_soft,0.400000000,0.975000000,0.062109887,0.061853690,0.000256197,1114,0.071685461,0.071666238,0.000019223,5664,0.061568592,0.061472745,0.000095846,2268,1,6,1,3,1,3,0.000256197,0.000123756
source_soft,0.400000000,1.000000000,0.062118229,0.061853690,0.000264539,1114,0.071687610,0.071666238,0.000021372,5664,0.061572085,0.061472745,0.000099339,2268,1,6,0,3,1,3,0.000264539,0.000128417
source_mode,0.300000000,-1.000000000,0.061732309,0.061801158,-0.000068849,1114,0.071421013,0.071268305,0.000152708,5664,0.061464932,0.061513373,-0.000048441,2268,3,6,0,3,2,3,0.000152708,0.000011806
source_mode,0.300000000,-0.975000000,0.061731030,0.061801158,-0.000070128,1114,0.071414507,0.071268305,0.000146202,5664,0.061464434,0.061513373,-0.000048939,2268,3,6,0,3,2,3,0.000146202,0.000009045
source_mode,0.300000000,-0.950000000,0.061729905,0.061801158,-0.000071253,1114,0.071408139,0.071268305,0.000139833,5664,0.061464023,0.061513373,-0.000049350,2268,3,6,0,3,2,3,0.000139833,0.000006410
source_mode,0.300000000,-0.925000000,0.061728934,0.061801158,-0.000072224,1114,0.071401907,0.071268305,0.000133602,5664,0.061463700,0.061513373,-0.000049673,2268,3,6,0,3,2,3,0.000133602,0.000003902
source_mode,0.300000000,-0.900000000,0.061728117,0.061801158,-0.000073041,1114,0.071395814,0.071268305,0.000127509,5664,0.061463465,0.061513373,-0.000049908,2268,3,6,0,3,2,3,0.000127509,0.000001520
source_mode,0.300000000,-0.875000000,0.061727454,0.061801158,-0.000073704,1114,0.071389858,0.071268305,0.000121553,5664,0.061463318,0.061513373,-0.000050055,2268,3,6,0,3,2,3,0.000121553,-0.000000736
source_mode,0.300000000,-0.850000000,0.061726945,0.061801158,-0.000074213,1114,0.071384040,0.071268305,0.000115734,5664,0.061463258,0.061513373,-0.000050115,2268,3,6,0,3,2,3,0.000115734,-0.000002865
source_mode,0.300000000,-0.825000000,0.061726589,0.061801158,-0.000074569,1114,0.071378359,0.071268305,0.000110054,5664,0.061463286,0.061513373,-0.000050087,2268,3,6,0,3,2,3,0.000110054,-0.000004867
source_mode,0.300000000,-0.800000000,0.061726388,0.061801158,-0.000074770,1114,0.071372816,0.071268305,0.000104511,5664,0.061463402,0.061513373,-0.000049972,2268,3,6,0,3,2,3,0.000104511,-0.000006744
source_mode,0.300000000,-0.775000000,0.061726340,0.061801158,-0.000074818,1114,0.071367411,0.071268305,0.000099105,5664,0.061463605,0.061513373,-0.000049768,2268,3,6,0,3,2,3,0.000099105,-0.000008494
source_mode,0.300000000,-0.750000000,0.061726446,0.061801158,-0.000074711,1114,0.071362143,0.071268305,0.000093838,5664,0.061463896,0.061513373,-0.000049477,2268,3,6,0,3,2,3,0.000093838,-0.000010117
source_mode,0.300000000,-0.725000000,0.061726707,0.061801158,-0.000074451,1114,0.071357014,0.071268305,0.000088708,5664,0.061464274,0.061513373,-0.000049099,2268,3,6,0,3,2,3,0.000088708,-0.000011614
source_mode,0.300000000,-0.700000000,0.061727121,0.061801158,-0.000074037,1114,0.071352022,0.071268305,0.000083717,5664,0.061464741,0.061513373,-0.000048633,2268,3,6,0,3,2,3,0.000083717,-0.000012984
source_mode,0.300000000,-0.675000000,0.061727689,0.061801158,-0.000073469,1114,0.071347168,0.071268305,0.000078863,5664,0.061465295,0.061513373,-0.000048079,2268,3,6,0,3,2,3,0.000078863,-0.000014228
source_mode,0.300000000,-0.650000000,0.061728411,0.061801158,-0.000072747,1114,0.071342452,0.071268305,0.000074147,5664,0.061465936,0.061513373,-0.000047437,2268,3,6,0,3,2,3,0.000074147,-0.000015346
source_mode,0.300000000,-0.625000000,0.061729287,0.061801158,-0.000071871,1114,0.071337874,0.071268305,0.000069568,5664,0.061466665,0.061513373,-0.000046708,2268,3,6,0,3,2,3,0.000069568,-0.000016337
source_mode,0.300000000,-0.600000000,0.061730316,0.061801158,-0.000070842,1114,0.071333433,0.071268305,0.000065128,5664,0.061467482,0.061513373,-0.000045891,2268,3,6,0,3,2,3,0.000065128,-0.000017201
source_mode,0.300000000,-0.575000000,0.061731500,0.061801158,-0.000069658,1114,0.071329131,0.071268305,0.000060826,5664,0.061468387,0.061513373,-0.000044986,2268,3,6,0,3,2,3,0.000060826,-0.000017939
source_mode,0.300000000,-0.550000000,0.061732837,0.061801158,-0.000068321,1114,0.071324967,0.071268305,0.000056662,5664,0.061469379,0.061513373,-0.000043994,2268,3,6,0,3,2,3,0.000056662,-0.000018551
source_mode,0.300000000,-0.525000000,0.061734329,0.061801158,-0.000066829,1114,0.071320941,0.071268305,0.000052635,5664,0.061470459,0.061513373,-0.000042914,2268,4,6,0,3,2,3,0.000052635,-0.000019036
source_mode,0.300000000,-0.500000000,0.061735974,0.061801158,-0.000065184,1114,0.071317053,0.071268305,0.000048747,5664,0.061471627,0.061513373,-0.000041746,2268,4,6,0,3,2,3,0.000048747,-0.000019394
source_mode,0.300000000,-0.475000000,0.061737773,0.061801158,-0.000063385,1114,0.071313302,0.071268305,0.000044997,5664,0.061472882,0.061513373,-0.000040491,2268,4,6,0,3,2,3,0.000044997,-0.000019626
source_mode,0.300000000,-0.450000000,0.061739726,0.061801158,-0.000061432,1114,0.071309690,0.071268305,0.000041385,5664,0.061474225,0.061513373,-0.000039148,2268,4,6,0,3,2,3,0.000041385,-0.000019732
source_mode,0.300000000,-0.425000000,0.061741832,0.061801158,-0.000059326,1114,0.071306216,0.071268305,0.000037911,5664,0.061475655,0.061513373,-0.000037718,2268,4,6,0,3,2,3,0.000037911,-0.000019711
source_mode,0.300000000,-0.400000000,0.061744093,0.061801158,-0.000057065,1114,0.071302881,0.071268305,0.000034575,5664,0.061477173,0.061513373,-0.000036200,2268,4,6,0,3,2,3,0.000034575,-0.000019563
source_mode,0.300000000,-0.375000000,0.061746507,0.061801158,-0.000054651,1114,0.071299683,0.071268305,0.000031378,5664,0.061478779,0.061513373,-0.000034594,2268,4,6,0,3,2,3,0.000031378,-0.000019289
source_mode,0.300000000,-0.350000000,0.061749075,0.061801158,-0.000052083,1114,0.071296623,0.071268305,0.000028318,5664,0.061480472,0.061513373,-0.000032901,2268,4,6,0,3,2,3,0.000028318,-0.000018889
source_mode,0.300000000,-0.325000000,0.061751796,0.061801158,-0.000049361,1114,0.071293702,0.071268305,0.000025397,5664,0.061482253,0.061513373,-0.000031120,2268,4,6,0,3,2,3,0.000025397,-0.000018362
source_mode,0.300000000,-0.300000000,0.061754672,0.061801158,-0.000046486,1114,0.071290919,0.071268305,0.000022613,5664,0.061484122,0.061513373,-0.000029251,2268,4,6,0,3,2,3,0.000022613,-0.000017708
source_mode,0.300000000,-0.275000000,0.061757701,0.061801158,-0.000043457,1114,0.071288274,0.071268305,0.000019969,5664,0.061486078,0.061513373,-0.000027295,2268,4,6,0,3,2,3,0.000019969,-0.000016928
source_mode,0.300000000,-0.250000000,0.061760884,0.061801158,-0.000040274,1114,0.071285767,0.071268305,0.000017462,5664,0.061488122,0.061513373,-0.000025252,2268,4,6,0,3,2,3,0.000017462,-0.000016021
source_mode,0.300000000,-0.225000000,0.061764220,0.061801158,-0.000036938,1114,0.071283399,0.071268305,0.000015093,5664,0.061490253,0.061513373,-0.000023120,2268,4,6,0,3,2,3,0.000015093,-0.000014988
source_mode,0.300000000,-0.200000000,0.061767710,0.061801158,-0.000033448,1114,0.071281168,0.071268305,0.000012863,5664,0.061492472,0.061513373,-0.000020901,2268,4,6,0,3,2,3,0.000012863,-0.000013829
source_mode,0.300000000,-0.175000000,0.061771354,0.061801158,-0.000029804,1114,0.071279076,0.071268305,0.000010771,5664,0.061494778,0.061513373,-0.000018595,2268,4,6,0,3,2,3,0.000010771,-0.000012543
source_mode,0.300000000,-0.150000000,0.061775151,0.061801158,-0.000026007,1114,0.071277123,0.071268305,0.000008818,5664,0.061497172,0.061513373,-0.000016201,2268,4,6,0,3,2,3,0.000008818,-0.000011130
source_mode,0.300000000,-0.125000000,0.061779102,0.061801158,-0.000022056,1114,0.071275307,0.071268305,0.000007002,5664,0.061499653,0.061513373,-0.000013720,2268,4,6,0,3,2,3,0.000007002,-0.000009591
source_mode,0.300000000,-0.100000000,0.061783206,0.061801158,-0.000017952,1114,0.071273630,0.071268305,0.000005325,5664,0.061502222,0.061513373,-0.000011151,2268,4,6,0,3,2,3,0.000005325,-0.000007926
source_mode,0.300000000,-0.075000000,0.061787464,0.061801158,-0.000013694,1114,0.071272092,0.071268305,0.000003786,5664,0.061504879,0.061513373,-0.000008494,2268,4,6,0,3,2,3,0.000003786,-0.000006134
source_mode,0.300000000,-0.050000000,0.061791875,0.061801158,-0.000009283,1114,0.071270691,0.071268305,0.000002386,5664,0.061507623,0.061513373,-0.000005750,2268,4,6,0,3,2,3,0.000002386,-0.000004216
source_mode,0.300000000,-0.025000000,0.061796440,0.061801158,-0.000004718,1114,0.071269429,0.071268305,0.000001124,5664,0.061510454,0.061513373,-0.000002919,2268,4,6,0,3,2,3,0.000001124,-0.000002171
source_mode,0.300000000,0.000000000,0.061801158,0.061801158,0.000000000,1114,0.071268305,0.071268305,0.000000000,5664,0.061513373,0.061513373,0.000000000,2268,0,6,0,3,0,3,0.000000000,0.000000000
source_mode,0.300000000,0.025000000,0.061806029,0.061801158,0.000004871,1114,0.071267320,0.071268305,-0.000000985,5664,0.061516380,0.061513373,0.000003006,2268,2,6,3,3,1,3,0.000004871,0.000002297
source_mode,0.300000000,0.050000000,0.061811054,0.061801158,0.000009896,1114,0.071266473,0.071268305,-0.000001832,5664,0.061519473,0.061513373,0.000006100,2268,2,6,3,3,1,3,0.000009896,0.000004721
source_mode,0.300000000,0.075000000,0.061816232,0.061801158,0.000015074,1114,0.071265764,0.071268305,-0.000002541,5664,0.061522655,0.061513373,0.000009282,2268,2,6,3,3,1,3,0.000015074,0.000007271
source_mode,0.300000000,0.100000000,0.061821563,0.061801158,0.000020405,1114,0.071265194,0.071268305,-0.000003112,5664,0.061525923,0.061513373,0.000012550,2268,2,6,3,3,1,3,0.000020405,0.000009948
source_mode,0.300000000,0.125000000,0.061827047,0.061801158,0.000025890,1114,0.071264762,0.071268305,-0.000003544,5664,0.061529280,0.061513373,0.000015906,2268,2,6,3,3,0,3,0.000025890,0.000012751
source_mode,0.300000000,0.150000000,0.061832685,0.061801158,0.000031527,1114,0.071264468,0.071268305,-0.000003837,5664,0.061532723,0.061513373,0.000019350,2268,2,6,3,3,0,3,0.000031527,0.000015680
source_mode,0.300000000,0.175000000,0.061838476,0.061801158,0.000037318,1114,0.071264313,0.071268305,-0.000003992,5664,0.061536254,0.061513373,0.000022881,2268,2,6,3,3,0,3,0.000037318,0.000018735
source_mode,0.300000000,0.200000000,0.061844419,0.061801158,0.000043262,1114,0.071264296,0.071268305,-0.000004009,5664,0.061539872,0.061513373,0.000026499,2268,2,6,3,3,0,3,0.000043262,0.000021917
source_mode,0.300000000,0.225000000,0.061850516,0.061801158,0.000049358,1114,0.071264417,0.071268305,-0.000003888,5664,0.061543578,0.061513373,0.000030205,2268,2,6,3,3,0,3,0.000049358,0.000025225
source_mode,0.300000000,0.250000000,0.061856766,0.061801158,0.000055608,1114,0.071264677,0.071268305,-0.000003628,5664,0.061547371,0.061513373,0.000033998,2268,2,6,3,3,0,3,0.000055608,0.000028659
source_mode,0.300000000,0.275000000,0.061863169,0.061801158,0.000062011,1114,0.071265075,0.071268305,-0.000003230,5664,0.061551251,0.061513373,0.000037878,2268,1,6,2,3,0,3,0.000062011,0.000032220
source_mode,0.300000000,0.300000000,0.061869724,0.061801158,0.000068566,1114,0.071265612,0.071268305,-0.000002693,5664,0.061555219,0.061513373,0.000041845,2268,1,6,2,3,0,3,0.000068566,0.000035906
source_mode,0.300000000,0.325000000,0.061876433,0.061801158,0.000075275,1114,0.071266287,0.071268305,-0.000002018,5664,0.061559273,0.061513373,0.000045900,2268,1,6,2,3,0,3,0.000075275,0.000039719
source_mode,0.300000000,0.350000000,0.061883294,0.061801158,0.000082136,1114,0.071267100,0.071268305,-0.000001205,5664,0.061563415,0.061513373,0.000050042,2268,1,6,1,3,0,3,0.000082136,0.000043658
source_mode,0.300000000,0.375000000,0.061890308,0.061801158,0.000089150,1114,0.071268052,0.071268305,-0.000000253,5664,0.061567645,0.061513373,0.000054272,2268,1,6,1,3,0,3,0.000089150,0.000047723
source_mode,0.300000000,0.400000000,0.061897474,0.061801158,0.000096317,1114,0.071269142,0.071268305,0.000000836,5664,0.061571961,0.061513373,0.000058588,2268,1,6,1,3,0,3,0.000096317,0.000051914
source_mode,0.300000000,0.425000000,0.061904794,0.061801158,0.000103636,1114,0.071270370,0.071268305,0.000002065,5664,0.061576365,0.061513373,0.000062992,2268,1,6,1,3,0,3,0.000103636,0.000056231
source_mode,0.300000000,0.450000000,0.061912265,0.061801158,0.000111108,1114,0.071271737,0.071268305,0.000003431,5664,0.061580856,0.061513373,0.000067483,2268,1,6,1,3,0,3,0.000111108,0.000060674
