route,features,group,seed,split,model,cap,n,rmse,baseline_rmse,delta_rmse,improved
shared25,compact,group_aoiyear,2,1,ridge30,0.04,66,0.08450732769084546,0.08630807110926468,-0.0018007434184192234,1
shared25,compact,group_aoiyear,2,1,ridge30,0.06,66,0.08489724513439663,0.08630807110926468,-0.0014108259748680518,1
shared25,compact,group_aoiyear,2,2,ridge30,0.01,79,0.0728138672545826,0.07256634540155196,0.0002475218530306328,0
shared25,compact,group_aoiyear,2,2,ridge30,0.02,79,0.07241717620610141,0.07256634540155196,-0.00014916919545054919,1
shared25,compact,group_aoiyear,2,2,ridge30,0.03,79,0.07136332513184926,0.07256634540155196,-0.0012030202697027037,1
shared25,compact,group_aoiyear,2,2,ridge30,0.04,79,0.07045238101333641,0.07256634540155196,-0.002113964388215553,1
shared25,compact,group_aoiyear,2,2,ridge30,0.06,79,0.06951872341336054,0.07256634540155196,-0.003047621988191418,1
shared25,compact,group_aoiyear,2,3,ridge30,0.01,67,0.08864360698851456,0.08899336100924941,-0.00034975402073485207,1
shared25,compact,group_aoiyear,2,3,ridge30,0.02,67,0.08842593174406917,0.08899336100924941,-0.0005674292651802471,1
shared25,compact,group_aoiyear,2,3,ridge30,0.03,67,0.0878890690660231,0.08899336100924941,-0.0011042919432263099,1
shared25,compact,group_aoiyear,2,3,ridge30,0.04,67,0.08778284278045854,0.08899336100924941,-0.001210518228790869,1
shared25,compact,group_aoiyear,2,3,ridge30,0.06,67,0.08778284278045854,0.08899336100924941,-0.001210518228790869,1
shared25,compact,group_aoiyear,2,1,ridge100,0.01,66,0.08536594908156368,0.08630807110926468,-0.0009421220277009978,1
shared25,compact,group_aoiyear,2,1,ridge100,0.02,66,0.08477940093253954,0.08630807110926468,-0.0015286701767251443,1
shared25,compact,group_aoiyear,2,1,ridge100,0.03,66,0.08496429682984673,0.08630807110926468,-0.001343774279417953,1
shared25,compact,group_aoiyear,2,1,ridge100,0.04,66,0.08522738981191992,0.08630807110926468,-0.00108068129734476,1
shared25,compact,group_aoiyear,2,1,ridge100,0.06,66,0.08554291942831736,0.08630807110926468,-0.000765151680947318,1
shared25,compact,group_aoiyear,2,2,ridge100,0.01,79,0.07225970353785537,0.07256634540155196,-0.00030664186369659674,1
shared25,compact,group_aoiyear,2,2,ridge100,0.02,79,0.07110410036037815,0.07256634540155196,-0.0014622450411738153,1
shared25,compact,group_aoiyear,2,2,ridge100,0.03,79,0.07001463812762747,0.07256634540155196,-0.0025517072739244945,1
shared25,compact,group_aoiyear,2,2,ridge100,0.04,79,0.0692462818470036,0.07256634540155196,-0.0033200635545483637,1
shared25,compact,group_aoiyear,2,2,ridge100,0.06,79,0.06832165967993868,0.07256634540155196,-0.004244685721613281,1
shared25,compact,group_aoiyear,2,3,ridge100,0.01,67,0.0882612933224018,0.08899336100924941,-0.0007320676868476095,1
shared25,compact,group_aoiyear,2,3,ridge100,0.02,67,0.08805986825295686,0.08899336100924941,-0.0009334927562925505,1
shared25,compact,group_aoiyear,2,3,ridge100,0.03,67,0.08777390620186463,0.08899336100924941,-0.0012194548073847788,1
shared25,compact,group_aoiyear,2,3,ridge100,0.04,67,0.08773282957185802,0.08899336100924941,-0.0012605314373913962,1
shared25,compact,group_aoiyear,2,3,ridge100,0.06,67,0.08773282957185802,0.08899336100924941,-0.0012605314373913962,1
shared25,compact,group_aoiyear,2,1,hgb8,0.01,66,0.086733189599483,0.08630807110926468,0.0004251184902183125,0
shared25,compact,group_aoiyear,2,1,hgb8,0.02,66,0.08751046296694912,0.08630807110926468,0.0012023918576844345,0
shared25,compact,group_aoiyear,2,1,hgb8,0.03,66,0.08842023826790323,0.08630807110926468,0.002112167158638545,0
shared25,compact,group_aoiyear,2,1,hgb8,0.04,66,0.08842023826790323,0.08630807110926468,0.002112167158638545,0
shared25,compact,group_aoiyear,2,1,hgb8,0.06,66,0.08842023826790323,0.08630807110926468,0.002112167158638545,0
shared25,compact,group_aoiyear,2,2,hgb8,0.01,79,0.07220588879332661,0.07256634540155196,-0.0003604566082253541,1
shared25,compact,group_aoiyear,2,2,hgb8,0.02,79,0.0724087185157497,0.07256634540155196,-0.00015762688580225892,1
shared25,compact,group_aoiyear,2,2,hgb8,0.03,79,0.07246457920110519,0.07256634540155196,-0.00010176620044677342,1
shared25,compact,group_aoiyear,2,2,hgb8,0.04,79,0.07246457920110519,0.07256634540155196,-0.00010176620044677342,1
shared25,compact,group_aoiyear,2,2,hgb8,0.06,79,0.07246457920110519,0.07256634540155196,-0.00010176620044677342,1
shared25,compact,group_aoiyear,2,3,hgb8,0.01,67,0.09019310102067642,0.08899336100924941,0.001199740011427003,0
shared25,compact,group_aoiyear,2,3,hgb8,0.02,67,0.09036036285499068,0.08899336100924941,0.0013670018457412614,0
shared25,compact,group_aoiyear,2,3,hgb8,0.03,67,0.09036036285499068,0.08899336100924941,0.0013670018457412614,0
shared25,compact,group_aoiyear,2,3,hgb8,0.04,67,0.09036036285499068,0.08899336100924941,0.0013670018457412614,0
shared25,compact,group_aoiyear,2,3,hgb8,0.06,67,0.09036036285499068,0.08899336100924941,0.0013670018457412614,0
new25,candidate,group_aoi,0,1,ridge30,0.01,76,0.06359819878482662,0.06263608873178357,0.0009621100530430443,0
new25,candidate,group_aoi,0,1,ridge30,0.02,76,0.06359819878482662,0.06263608873178357,0.0009621100530430443,0
new25,candidate,group_aoi,0,1,ridge30,0.03,76,0.06359819878482662,0.06263608873178357,0.0009621100530430443,0
new25,candidate,group_aoi,0,1,ridge30,0.04,76,0.06359819878482662,0.06263608873178357,0.0009621100530430443,0
new25,candidate,group_aoi,0,1,ridge30,0.06,76,0.06359819878482662,0.06263608873178357,0.0009621100530430443,0
new25,candidate,group_aoi,0,2,ridge30,0.01,73,0.0687482863803402,0.0675532806584208,0.0011950057219193982,0
new25,candidate,group_aoi,0,2,ridge30,0.02,73,0.0688869038707114,0.0675532806584208,0.0013336232122906078,0
new25,candidate,group_aoi,0,2,ridge30,0.03,73,0.0688869038707114,0.0675532806584208,0.0013336232122906078,0
new25,candidate,group_aoi,0,2,ridge30,0.04,73,0.0688869038707114,0.0675532806584208,0.0013336232122906078,0
new25,candidate,group_aoi,0,2,ridge30,0.06,73,0.0688869038707114,0.0675532806584208,0.0013336232122906078,0
new25,candidate,group_aoi,0,3,ridge30,0.01,78,0.0660134705383942,0.06414046354739349,0.0018730069910007086,0
new25,candidate,group_aoi,0,3,ridge30,0.02,78,0.06652049502954312,0.06414046354739349,0.0023800314821496305,0
new25,candidate,group_aoi,0,3,ridge30,0.03,78,0.06652049502954312,0.06414046354739349,0.0023800314821496305,0
new25,candidate,group_aoi,0,3,ridge30,0.04,78,0.06652049502954312,0.06414046354739349,0.0023800314821496305,0
new25,candidate,group_aoi,0,3,ridge30,0.06,78,0.06652049502954312,0.06414046354739349,0.0023800314821496305,0
new25,candidate,group_aoi,0,1,ridge100,0.01,76,0.06360239118092167,0.06263608873178357,0.0009663024491381039,0
new25,candidate,group_aoi,0,1,ridge100,0.02,76,0.06360239118092167,0.06263608873178357,0.0009663024491381039,0
new25,candidate,group_aoi,0,1,ridge100,0.03,76,0.06360239118092167,0.06263608873178357,0.0009663024491381039,0
new25,candidate,group_aoi,0,1,ridge100,0.04,76,0.06360239118092167,0.06263608873178357,0.0009663024491381039,0
new25,candidate,group_aoi,0,1,ridge100,0.06,76,0.06360239118092167,0.06263608873178357,0.0009663024491381039,0
new25,candidate,group_aoi,0,2,ridge100,0.01,73,0.06870211488835035,0.0675532806584208,0.001148834229929549,0
new25,candidate,group_aoi,0,2,ridge100,0.02,73,0.06878911009346338,0.0675532806584208,0.0012358294350425791,0
new25,candidate,group_aoi,0,2,ridge100,0.03,73,0.06878911009346338,0.0675532806584208,0.0012358294350425791,0
new25,candidate,group_aoi,0,2,ridge100,0.04,73,0.06878911009346338,0.0675532806584208,0.0012358294350425791,0
new25,candidate,group_aoi,0,2,ridge100,0.06,73,0.06878911009346338,0.0675532806584208,0.0012358294350425791,0
new25,candidate,group_aoi,0,3,ridge100,0.01,78,0.06593346207106043,0.06414046354739349,0.0017929985236669471,0
new25,candidate,group_aoi,0,3,ridge100,0.02,78,0.06640035753529996,0.06414046354739349,0.0022598939879064778,0
new25,candidate,group_aoi,0,3,ridge100,0.03,78,0.06640035753529996,0.06414046354739349,0.0022598939879064778,0
new25,candidate,group_aoi,0,3,ridge100,0.04,78,0.06640035753529996,0.06414046354739349,0.0022598939879064778,0
new25,candidate,group_aoi,0,3,ridge100,0.06,78,0.06640035753529996,0.06414046354739349,0.0022598939879064778,0
new25,candidate,group_aoi,0,1,hgb8,0.01,76,0.06319541229229944,0.06263608873178357,0.0005593235605158703,0
new25,candidate,group_aoi,0,1,hgb8,0.02,76,0.06443178341732547,0.06263608873178357,0.0017956946855419015,0
new25,candidate,group_aoi,0,1,hgb8,0.03,76,0.06458628013963774,0.06263608873178357,0.001950191407854171,0
new25,candidate,group_aoi,0,1,hgb8,0.04,76,0.06458628013963774,0.06263608873178357,0.001950191407854171,0
new25,candidate,group_aoi,0,1,hgb8,0.06,76,0.06458628013963774,0.06263608873178357,0.001950191407854171,0
new25,candidate,group_aoi,0,2,hgb8,0.01,73,0.06732897922757333,0.0675532806584208,-0.000224301430847465,1
new25,candidate,group_aoi,0,2,hgb8,0.02,73,0.06748268492416182,0.0675532806584208,-7.059573425897969e-05,1
new25,candidate,group_aoi,0,2,hgb8,0.03,73,0.06748268492416182,0.0675532806584208,-7.059573425897969e-05,1
new25,candidate,group_aoi,0,2,hgb8,0.04,73,0.06748268492416182,0.0675532806584208,-7.059573425897969e-05,1
new25,candidate,group_aoi,0,2,hgb8,0.06,73,0.06748268492416182,0.0675532806584208,-7.059573425897969e-05,1
new25,candidate,group_aoi,0,3,hgb8,0.01,78,0.0649736868666185,0.06414046354739349,0.0008332233192250155,0
new25,candidate,group_aoi,0,3,hgb8,0.02,78,0.06550930737174639,0.06414046354739349,0.0013688438243529,0
new25,candidate,group_aoi,0,3,hgb8,0.03,78,0.06550930737174639,0.06414046354739349,0.0013688438243529,0
new25,candidate,group_aoi,0,3,hgb8,0.04,78,0.06550930737174639,0.06414046354739349,0.0013688438243529,0
new25,candidate,group_aoi,0,3,hgb8,0.06,78,0.06550930737174639,0.06414046354739349,0.0013688438243529,0
new25,candidate,group_aoi,1,1,ridge30,0.01,77,0.18824917405684702,0.18813620303148876,0.00011297102535826054,0
new25,candidate,group_aoi,1,1,ridge30,0.02,77,0.18824917405684702,0.18813620303148876,0.00011297102535826054,0
new25,candidate,group_aoi,1,1,ridge30,0.03,77,0.18824917405684702,0.18813620303148876,0.00011297102535826054,0
new25,candidate,group_aoi,1,1,ridge30,0.04,77,0.18824917405684702,0.18813620303148876,0.00011297102535826054,0
new25,candidate,group_aoi,1,1,ridge30,0.06,77,0.18824917405684702,0.18813620303148876,0.00011297102535826054,0
new25,candidate,group_aoi,1,2,ridge30,0.01,77,0.05296934786174996,0.05265886988120396,0.000310477980546002,0
new25,candidate,group_aoi,1,2,ridge30,0.02,77,0.05296934786174996,0.05265886988120396,0.000310477980546002,0
new25,candidate,group_aoi,1,2,ridge30,0.03,77,0.05296934786174996,0.05265886988120396,0.000310477980546002,0
new25,candidate,group_aoi,1,2,ridge30,0.04,77,0.05296934786174996,0.05265886988120396,0.000310477980546002,0
new25,candidate,group_aoi,1,2,ridge30,0.06,77,0.05296934786174996,0.05265886988120396,0.000310477980546002,0
new25,candidate,group_aoi,1,3,ridge30,0.01,77,0.052503485292149384,0.050613936907144275,0.001889548385005109,0
new25,candidate,group_aoi,1,3,ridge30,0.02,77,0.05252096147835195,0.050613936907144275,0.0019070245712076786,0
new25,candidate,group_aoi,1,3,ridge30,0.03,77,0.05252096147835195,0.050613936907144275,0.0019070245712076786,0
new25,candidate,group_aoi,1,3,ridge30,0.04,77,0.05252096147835195,0.050613936907144275,0.0019070245712076786,0
new25,candidate,group_aoi,1,3,ridge30,0.06,77,0.05252096147835195,0.050613936907144275,0.0019070245712076786,0
new25,candidate,group_aoi,1,1,ridge100,0.01,77,0.1882482754528417,0.18813620303148876,0.00011207242135294337,0
new25,candidate,group_aoi,1,1,ridge100,0.02,77,0.1882482754528417,0.18813620303148876,0.00011207242135294337,0
new25,candidate,group_aoi,1,1,ridge100,0.03,77,0.1882482754528417,0.18813620303148876,0.00011207242135294337,0
new25,candidate,group_aoi,1,1,ridge100,0.04,77,0.1882482754528417,0.18813620303148876,0.00011207242135294337,0
new25,candidate,group_aoi,1,1,ridge100,0.06,77,0.1882482754528417,0.18813620303148876,0.00011207242135294337,0
new25,candidate,group_aoi,1,2,ridge100,0.01,77,0.052955357798396205,0.05265886988120396,0.0002964879171922438,0
new25,candidate,group_aoi,1,2,ridge100,0.02,77,0.052955357798396205,0.05265886988120396,0.0002964879171922438,0
new25,candidate,group_aoi,1,2,ridge100,0.03,77,0.052955357798396205,0.05265886988120396,0.0002964879171922438,0
new25,candidate,group_aoi,1,2,ridge100,0.04,77,0.052955357798396205,0.05265886988120396,0.0002964879171922438,0
new25,candidate,group_aoi,1,2,ridge100,0.06,77,0.052955357798396205,0.05265886988120396,0.0002964879171922438,0
new25,candidate,group_aoi,1,3,ridge100,0.01,77,0.05236232317511495,0.050613936907144275,0.001748386267970678,0
new25,candidate,group_aoi,1,3,ridge100,0.02,77,0.052368149677071624,0.050613936907144275,0.001754212769927349,0
new25,candidate,group_aoi,1,3,ridge100,0.03,77,0.052368149677071624,0.050613936907144275,0.001754212769927349,0
new25,candidate,group_aoi,1,3,ridge100,0.04,77,0.052368149677071624,0.050613936907144275,0.001754212769927349,0
new25,candidate,group_aoi,1,3,ridge100,0.06,77,0.052368149677071624,0.050613936907144275,0.001754212769927349,0
new25,candidate,group_aoi,1,1,hgb8,0.01,77,0.18824884241830464,0.18813620303148876,0.00011263938681588259,0
new25,candidate,group_aoi,1,1,hgb8,0.02,77,0.18827125420684257,0.18813620303148876,0.00013505117535381195,0
new25,candidate,group_aoi,1,1,hgb8,0.03,77,0.18827125420684257,0.18813620303148876,0.00013505117535381195,0
new25,candidate,group_aoi,1,1,hgb8,0.04,77,0.18827125420684257,0.18813620303148876,0.00013505117535381195,0
new25,candidate,group_aoi,1,1,hgb8,0.06,77,0.18827125420684257,0.18813620303148876,0.00013505117535381195,0
new25,candidate,group_aoi,1,2,hgb8,0.01,77,0.05347528179224204,0.05265886988120396,0.0008164119110380813,0
new25,candidate,group_aoi,1,2,hgb8,0.02,77,0.05450157926400003,0.05265886988120396,0.0018427093827960705,0
new25,candidate,group_aoi,1,2,hgb8,0.03,77,0.05450157926400003,0.05265886988120396,0.0018427093827960705,0
new25,candidate,group_aoi,1,2,hgb8,0.04,77,0.05450157926400003,0.05265886988120396,0.0018427093827960705,0
new25,candidate,group_aoi,1,2,hgb8,0.06,77,0.05450157926400003,0.05265886988120396,0.0018427093827960705,0
new25,candidate,group_aoi,1,3,hgb8,0.01,77,0.052189531867421264,0.050613936907144275,0.0015755949602769895,0
new25,candidate,group_aoi,1,3,hgb8,0.02,77,0.05298208793982135,0.050613936907144275,0.0023681510326770752,0
new25,candidate,group_aoi,1,3,hgb8,0.03,77,0.053096899422120376,0.050613936907144275,0.0024829625149761017,0
new25,candidate,group_aoi,1,3,hgb8,0.04,77,0.053096899422120376,0.050613936907144275,0.0024829625149761017,0
new25,candidate,group_aoi,1,3,hgb8,0.06,77,0.053096899422120376,0.050613936907144275,0.0024829625149761017,0
new25,candidate,group_aoi,2,1,ridge30,0.01,70,0.19024435828075636,0.1899197862770119,0.00032457200374447215,0
new25,candidate,group_aoi,2,1,ridge30,0.02,70,0.19024435828075636,0.1899197862770119,0.00032457200374447215,0
new25,candidate,group_aoi,2,1,ridge30,0.03,70,0.19024435828075636,0.1899197862770119,0.00032457200374447215,0
new25,candidate,group_aoi,2,1,ridge30,0.04,70,0.19024435828075636,0.1899197862770119,0.00032457200374447215,0
new25,candidate,group_aoi,2,1,ridge30,0.06,70,0.19024435828075636,0.1899197862770119,0.00032457200374447215,0
new25,candidate,group_aoi,2,2,ridge30,0.01,77,0.05589329202730845,0.055600683052175845,0.00029260897513260636,0
new25,candidate,group_aoi,2,2,ridge30,0.02,77,0.05589329202730845,0.055600683052175845,0.00029260897513260636,0
new25,candidate,group_aoi,2,2,ridge30,0.03,77,0.05589329202730845,0.055600683052175845,0.00029260897513260636,0
new25,candidate,group_aoi,2,2,ridge30,0.04,77,0.05589329202730845,0.055600683052175845,0.00029260897513260636,0
new25,candidate,group_aoi,2,2,ridge30,0.06,77,0.05589329202730845,0.055600683052175845,0.00029260897513260636,0
new25,candidate,group_aoi,2,3,ridge30,0.01,69,0.1908048358468985,0.19047806760375363,0.0003267682431448704,0
new25,candidate,group_aoi,2,3,ridge30,0.02,69,0.1908048358468985,0.19047806760375363,0.0003267682431448704,0
new25,candidate,group_aoi,2,3,ridge30,0.03,69,0.1908048358468985,0.19047806760375363,0.0003267682431448704,0
new25,candidate,group_aoi,2,3,ridge30,0.04,69,0.1908048358468985,0.19047806760375363,0.0003267682431448704,0
new25,candidate,group_aoi,2,3,ridge30,0.06,69,0.1908048358468985,0.19047806760375363,0.0003267682431448704,0
new25,candidate,group_aoi,2,1,ridge100,0.01,70,0.190252608430236,0.1899197862770119,0.00033282215322411046,0
new25,candidate,group_aoi,2,1,ridge100,0.02,70,0.190252608430236,0.1899197862770119,0.00033282215322411046,0
new25,candidate,group_aoi,2,1,ridge100,0.03,70,0.190252608430236,0.1899197862770119,0.00033282215322411046,0
new25,candidate,group_aoi,2,1,ridge100,0.04,70,0.190252608430236,0.1899197862770119,0.00033282215322411046,0
new25,candidate,group_aoi,2,1,ridge100,0.06,70,0.190252608430236,0.1899197862770119,0.00033282215322411046,0
new25,candidate,group_aoi,2,2,ridge100,0.01,77,0.05592532826882945,0.055600683052175845,0.0003246452166536032,0
new25,candidate,group_aoi,2,2,ridge100,0.02,77,0.05592532826882945,0.055600683052175845,0.0003246452166536032,0
new25,candidate,group_aoi,2,2,ridge100,0.03,77,0.05592532826882945,0.055600683052175845,0.0003246452166536032,0
new25,candidate,group_aoi,2,2,ridge100,0.04,77,0.05592532826882945,0.055600683052175845,0.0003246452166536032,0
new25,candidate,group_aoi,2,2,ridge100,0.06,77,0.05592532826882945,0.055600683052175845,0.0003246452166536032,0
new25,candidate,group_aoi,2,3,ridge100,0.01,69,0.1908148506081613,0.19047806760375363,0.00033678300440767583,0
new25,candidate,group_aoi,2,3,ridge100,0.02,69,0.1908148506081613,0.19047806760375363,0.00033678300440767583,0
new25,candidate,group_aoi,2,3,ridge100,0.03,69,0.1908148506081613,0.19047806760375363,0.00033678300440767583,0
new25,candidate,group_aoi,2,3,ridge100,0.04,69,0.1908148506081613,0.19047806760375363,0.00033678300440767583,0
new25,candidate,group_aoi,2,3,ridge100,0.06,69,0.1908148506081613,0.19047806760375363,0.00033678300440767583,0
new25,candidate,group_aoi,2,1,hgb8,0.01,70,0.1897412750337636,0.1899197862770119,-0.0001785112432483027,1
new25,candidate,group_aoi,2,1,hgb8,0.02,70,0.18974212587570422,0.1899197862770119,-0.00017766040130767768,1
new25,candidate,group_aoi,2,1,hgb8,0.03,70,0.18974212587570422,0.1899197862770119,-0.00017766040130767768,1
new25,candidate,group_aoi,2,1,hgb8,0.04,70,0.18974212587570422,0.1899197862770119,-0.00017766040130767768,1
new25,candidate,group_aoi,2,1,hgb8,0.06,70,0.18974212587570422,0.1899197862770119,-0.00017766040130767768,1
new25,candidate,group_aoi,2,2,hgb8,0.01,77,0.05560204412826419,0.055600683052175845,1.3610760883422945e-06,0
new25,candidate,group_aoi,2,2,hgb8,0.02,77,0.056023234222569246,0.055600683052175845,0.00042255117039340095,0
new25,candidate,group_aoi,2,2,hgb8,0.03,77,0.056023234222569246,0.055600683052175845,0.00042255117039340095,0
new25,candidate,group_aoi,2,2,hgb8,0.04,77,0.056023234222569246,0.055600683052175845,0.00042255117039340095,0
new25,candidate,group_aoi,2,2,hgb8,0.06,77,0.056023234222569246,0.055600683052175845,0.00042255117039340095,0
new25,candidate,group_aoi,2,3,hgb8,0.01,69,0.19057962128533817,0.19047806760375363,0.00010155368158454303,0
new25,candidate,group_aoi,2,3,hgb8,0.02,69,0.19058044193627077,0.19047806760375363,0.00010237433251714112,0
new25,candidate,group_aoi,2,3,hgb8,0.03,69,0.19058044193627077,0.19047806760375363,0.00010237433251714112,0
new25,candidate,group_aoi,2,3,hgb8,0.04,69,0.19058044193627077,0.19047806760375363,0.00010237433251714112,0
new25,candidate,group_aoi,2,3,hgb8,0.06,69,0.19058044193627077,0.19047806760375363,0.00010237433251714112,0
new25,candidate,group_aoiyear,0,1,ridge30,0.01,76,0.06359819878482662,0.06263608873178357,0.0009621100530430443,0
new25,candidate,group_aoiyear,0,1,ridge30,0.02,76,0.06359819878482662,0.06263608873178357,0.0009621100530430443,0
new25,candidate,group_aoiyear,0,1,ridge30,0.03,76,0.06359819878482662,0.06263608873178357,0.0009621100530430443,0
new25,candidate,group_aoiyear,0,1,ridge30,0.04,76,0.06359819878482662,0.06263608873178357,0.0009621100530430443,0
new25,candidate,group_aoiyear,0,1,ridge30,0.06,76,0.06359819878482662,0.06263608873178357,0.0009621100530430443,0
new25,candidate,group_aoiyear,0,2,ridge30,0.01,73,0.0687482863803402,0.0675532806584208,0.0011950057219193982,0
new25,candidate,group_aoiyear,0,2,ridge30,0.02,73,0.0688869038707114,0.0675532806584208,0.0013336232122906078,0
new25,candidate,group_aoiyear,0,2,ridge30,0.03,73,0.0688869038707114,0.0675532806584208,0.0013336232122906078,0
new25,candidate,group_aoiyear,0,2,ridge30,0.04,73,0.0688869038707114,0.0675532806584208,0.0013336232122906078,0
new25,candidate,group_aoiyear,0,2,ridge30,0.06,73,0.0688869038707114,0.0675532806584208,0.0013336232122906078,0
new25,candidate,group_aoiyear,0,3,ridge30,0.01,78,0.0660134705383942,0.06414046354739349,0.0018730069910007086,0
new25,candidate,group_aoiyear,0,3,ridge30,0.02,78,0.06652049502954312,0.06414046354739349,0.0023800314821496305,0
new25,candidate,group_aoiyear,0,3,ridge30,0.03,78,0.06652049502954312,0.06414046354739349,0.0023800314821496305,0
new25,candidate,group_aoiyear,0,3,ridge30,0.04,78,0.06652049502954312,0.06414046354739349,0.0023800314821496305,0
new25,candidate,group_aoiyear,0,3,ridge30,0.06,78,0.06652049502954312,0.06414046354739349,0.0023800314821496305,0
new25,candidate,group_aoiyear,0,1,ridge100,0.01,76,0.06360239118092167,0.06263608873178357,0.0009663024491381039,0
new25,candidate,group_aoiyear,0,1,ridge100,0.02,76,0.06360239118092167,0.06263608873178357,0.0009663024491381039,0
new25,candidate,group_aoiyear,0,1,ridge100,0.03,76,0.06360239118092167,0.06263608873178357,0.0009663024491381039,0
new25,candidate,group_aoiyear,0,1,ridge100,0.04,76,0.06360239118092167,0.06263608873178357,0.0009663024491381039,0
new25,candidate,group_aoiyear,0,1,ridge100,0.06,76,0.06360239118092167,0.06263608873178357,0.0009663024491381039,0
new25,candidate,group_aoiyear,0,2,ridge100,0.01,73,0.06870211488835035,0.0675532806584208,0.001148834229929549,0
new25,candidate,group_aoiyear,0,2,ridge100,0.02,73,0.06878911009346338,0.0675532806584208,0.0012358294350425791,0
new25,candidate,group_aoiyear,0,2,ridge100,0.03,73,0.06878911009346338,0.0675532806584208,0.0012358294350425791,0
new25,candidate,group_aoiyear,0,2,ridge100,0.04,73,0.06878911009346338,0.0675532806584208,0.0012358294350425791,0
new25,candidate,group_aoiyear,0,2,ridge100,0.06,73,0.06878911009346338,0.0675532806584208,0.0012358294350425791,0
new25,candidate,group_aoiyear,0,3,ridge100,0.01,78,0.06593346207106043,0.06414046354739349,0.0017929985236669471,0
new25,candidate,group_aoiyear,0,3,ridge100,0.02,78,0.06640035753529996,0.06414046354739349,0.0022598939879064778,0
new25,candidate,group_aoiyear,0,3,ridge100,0.03,78,0.06640035753529996,0.06414046354739349,0.0022598939879064778,0
new25,candidate,group_aoiyear,0,3,ridge100,0.04,78,0.06640035753529996,0.06414046354739349,0.0022598939879064778,0
new25,candidate,group_aoiyear,0,3,ridge100,0.06,78,0.06640035753529996,0.06414046354739349,0.0022598939879064778,0
new25,candidate,group_aoiyear,0,1,hgb8,0.01,76,0.06319541229229944,0.06263608873178357,0.0005593235605158703,0
new25,candidate,group_aoiyear,0,1,hgb8,0.02,76,0.06443178341732547,0.06263608873178357,0.0017956946855419015,0
new25,candidate,group_aoiyear,0,1,hgb8,0.03,76,0.06458628013963774,0.06263608873178357,0.001950191407854171,0
new25,candidate,group_aoiyear,0,1,hgb8,0.04,76,0.06458628013963774,0.06263608873178357,0.001950191407854171,0
new25,candidate,group_aoiyear,0,1,hgb8,0.06,76,0.06458628013963774,0.06263608873178357,0.001950191407854171,0
new25,candidate,group_aoiyear,0,2,hgb8,0.01,73,0.06732897922757333,0.0675532806584208,-0.000224301430847465,1
new25,candidate,group_aoiyear,0,2,hgb8,0.02,73,0.06748268492416182,0.0675532806584208,-7.059573425897969e-05,1
new25,candidate,group_aoiyear,0,2,hgb8,0.03,73,0.06748268492416182,0.0675532806584208,-7.059573425897969e-05,1
new25,candidate,group_aoiyear,0,2,hgb8,0.04,73,0.06748268492416182,0.0675532806584208,-7.059573425897969e-05,1
new25,candidate,group_aoiyear,0,2,hgb8,0.06,73,0.06748268492416182,0.0675532806584208,-7.059573425897969e-05,1
new25,candidate,group_aoiyear,0,3,hgb8,0.01,78,0.0649736868666185,0.06414046354739349,0.0008332233192250155,0
new25,candidate,group_aoiyear,0,3,hgb8,0.02,78,0.06550930737174639,0.06414046354739349,0.0013688438243529,0
new25,candidate,group_aoiyear,0,3,hgb8,0.03,78,0.06550930737174639,0.06414046354739349,0.0013688438243529,0
new25,candidate,group_aoiyear,0,3,hgb8,0.04,78,0.06550930737174639,0.06414046354739349,0.0013688438243529,0
new25,candidate,group_aoiyear,0,3,hgb8,0.06,78,0.06550930737174639,0.06414046354739349,0.0013688438243529,0
new25,candidate,group_aoiyear,1,1,ridge30,0.01,77,0.18824917405684702,0.18813620303148876,0.00011297102535826054,0
new25,candidate,group_aoiyear,1,1,ridge30,0.02,77,0.18824917405684702,0.18813620303148876,0.00011297102535826054,0
new25,candidate,group_aoiyear,1,1,ridge30,0.03,77,0.18824917405684702,0.18813620303148876,0.00011297102535826054,0
new25,candidate,group_aoiyear,1,1,ridge30,0.04,77,0.18824917405684702,0.18813620303148876,0.00011297102535826054,0
new25,candidate,group_aoiyear,1,1,ridge30,0.06,77,0.18824917405684702,0.18813620303148876,0.00011297102535826054,0
new25,candidate,group_aoiyear,1,2,ridge30,0.01,77,0.05296934786174996,0.05265886988120396,0.000310477980546002,0
new25,candidate,group_aoiyear,1,2,ridge30,0.02,77,0.05296934786174996,0.05265886988120396,0.000310477980546002,0
new25,candidate,group_aoiyear,1,2,ridge30,0.03,77,0.05296934786174996,0.05265886988120396,0.000310477980546002,0
new25,candidate,group_aoiyear,1,2,ridge30,0.04,77,0.05296934786174996,0.05265886988120396,0.000310477980546002,0
new25,candidate,group_aoiyear,1,2,ridge30,0.06,77,0.05296934786174996,0.05265886988120396,0.000310477980546002,0
new25,candidate,group_aoiyear,1,3,ridge30,0.01,77,0.052503485292149384,0.050613936907144275,0.001889548385005109,0
new25,candidate,group_aoiyear,1,3,ridge30,0.02,77,0.05252096147835195,0.050613936907144275,0.0019070245712076786,0
new25,candidate,group_aoiyear,1,3,ridge30,0.03,77,0.05252096147835195,0.050613936907144275,0.0019070245712076786,0
new25,candidate,group_aoiyear,1,3,ridge30,0.04,77,0.05252096147835195,0.050613936907144275,0.0019070245712076786,0
new25,candidate,group_aoiyear,1,3,ridge30,0.06,77,0.05252096147835195,0.050613936907144275,0.0019070245712076786,0
