protocol,year,kind,bw,deg,rmse,mae,n,seed
exact,2022,epan,3,0,0.0894416206827946,0.06266889976276713,192,
exact,2022,epan,3,1,0.09262415142589252,0.06670598329225236,192,
exact,2022,epan,3,2,0.0958379913252872,0.06885257750356145,192,
exact,2022,epan,4,0,0.08678936141750766,0.06054149355492133,192,
exact,2022,epan,4,1,0.08946557824813337,0.06317320047290871,192,
exact,2022,epan,4,2,0.09575130451936407,0.06796052874929825,192,
exact,2022,epan,5,0,0.08447758234933257,0.05906542923854419,192,
exact,2022,epan,5,1,0.08925407170494416,0.06232606590624946,192,
exact,2022,epan,5,2,0.09624284852039305,0.06805565995165717,192,
exact,2022,epan,6,0,0.0813061986013651,0.05744850105174073,192,
exact,2022,epan,6,1,0.0862856019501338,0.06074280504223475,192,
exact,2022,epan,6,2,0.08842858416123196,0.06424655391485216,192,
exact,2022,epan,8,0,0.07970324476987631,0.057518772611677337,192,
exact,2022,epan,8,1,0.08277009790097703,0.05903183207464117,192,
exact,2022,epan,8,2,0.0870690805788181,0.06275448385149628,192,
exact,2022,epan,10,0,0.07726575900827436,0.05618360191024654,192,
exact,2022,epan,10,1,0.07871538253896283,0.05641492374979251,192,
exact,2022,epan,10,2,0.0915618759797462,0.06313244591909672,192,
exact,2022,epan,12,0,0.07698140987393824,0.056125245154401184,192,
exact,2022,epan,12,1,0.07835413292495157,0.056269517656285316,192,
exact,2022,epan,12,2,0.08765397847478516,0.06181069298147579,192,
exact,2022,epan,16,0,0.07794495015466564,0.057152066109049306,192,
exact,2022,epan,16,1,0.07795553985051572,0.05694132969535204,192,
exact,2022,epan,16,2,0.08185236289475696,0.05786834458672583,192,
exact,2022,epan,20,0,0.07775359479444219,0.05797000327950635,192,
exact,2022,epan,20,1,0.07613895682035476,0.05648212911016731,192,
exact,2022,epan,20,2,0.08177880221790157,0.057796019902527695,192,
exact,2022,epan,30,0,0.08529044443079237,0.06503980676248719,192,
exact,2022,epan,30,1,0.0818930408375128,0.06160095819017577,192,
exact,2022,epan,30,2,0.07618095851543998,0.05579041419825719,192,
exact,2022,median,2,0,0.0879272841923982,0.061081109753061476,192,
exact,2022,median,3,0,0.08712178532757875,0.060155277854059795,192,
exact,2022,median,4,0,0.08186000723464396,0.056186455800789924,192,
exact,2022,median,5,0,0.07784712379880813,0.05443439859312149,192,
exact,2022,median,6,0,0.07929452809118459,0.055121253392367786,192,
exact,2022,median,8,0,0.08348153848955504,0.05857893070627473,192,
exact,2022,median,10,0,0.08458076943118223,0.05966987398114118,192,
exact,2022,median,12,0,0.08671479412645004,0.06121727896971915,192,
exact,2022,median,16,0,0.08782396351491431,0.0620416984424244,192,
exact,2022,median,20,0,0.08735641184523833,0.06244269887050522,192,
exact,2022,median,30,0,0.09978628170755799,0.07331900439647299,192,
exact,2023,gauss,2,0,0.09879973304634608,0.06664006605295623,169,
exact,2023,gauss,2,1,0.10374706836925855,0.07021634156695501,169,
exact,2023,gauss,2,2,0.11491345370870358,0.07751431368716584,169,
exact,2023,gauss,3,0,0.09370348436484613,0.06397875029289815,169,
exact,2023,gauss,3,1,0.0962963515218437,0.0653136584780128,169,
exact,2023,gauss,3,2,0.1050213520362673,0.0711858333623867,169,
exact,2023,gauss,4,0,0.09140927909510102,0.06325793083433559,169,
exact,2023,gauss,4,1,0.09222845179807525,0.06345800783517995,169,
exact,2023,gauss,4,2,0.09805495839193519,0.0667251793884855,169,
exact,2023,gauss,5,0,0.09017498634918723,0.06288414549428162,169,
exact,2023,gauss,5,1,0.09029232160573918,0.06252294538154918,169,
exact,2023,gauss,5,2,0.09473216835580812,0.06487167677397082,169,
exact,2023,gauss,6,0,0.08945658347181605,0.06274365502302369,169,
exact,2023,gauss,6,1,0.08913253649936557,0.06193855772257938,169,
exact,2023,gauss,6,2,0.09308002877987352,0.06403494522045161,169,
exact,2023,gauss,8,0,0.08860433544926667,0.06261784647569736,169,
exact,2023,gauss,8,1,0.08797434187477936,0.06160995408439166,169,
exact,2023,gauss,8,2,0.09133665155759732,0.06338123330677255,169,
exact,2023,gauss,10,0,0.08843144987452822,0.06265558959548545,169,
exact,2023,gauss,10,1,0.08814136905275977,0.06196025697198061,169,
exact,2023,gauss,10,2,0.09034959752451698,0.06288212641762499,169,
exact,2023,gauss,12,0,0.08889190586512699,0.06313638582994754,169,
exact,2023,gauss,12,1,0.08883116084967808,0.06300757847042643,169,
exact,2023,gauss,12,2,0.08938965446675008,0.06250141612980567,169,
exact,2023,gauss,16,0,0.0915188940306852,0.06525921358800363,169,
exact,2023,gauss,16,1,0.09138217980743904,0.06565104667111774,169,
exact,2023,gauss,16,2,0.0885612779458624,0.062935061244608,169,
exact,2023,gauss,20,0,0.09590638532854946,0.06903072529335852,169,
exact,2023,gauss,20,1,0.09519750271948826,0.06895023100795852,169,
exact,2023,gauss,20,2,0.0898734053284413,0.06401573210198595,169,
exact,2023,gauss,30,0,0.11114779423917859,0.08306640775744574,169,
exact,2023,gauss,30,1,0.10609385221786319,0.07901643067060114,169,
exact,2023,gauss,30,2,0.09544438494546145,0.06727034980269117,169,
exact,2023,tricube,2,0,0.11410870590742458,0.07485198931366654,169,
exact,2023,tricube,2,1,0.11410870590742458,0.07485198931366654,169,
exact,2023,tricube,2,2,0.11410870590742458,0.07485198931366654,169,
exact,2023,tricube,3,0,0.10998968801825358,0.07295938584671113,169,
exact,2023,tricube,3,1,0.11076060297298178,0.0741239608544262,169,
exact,2023,tricube,3,2,0.11121658495657369,0.07369358792325044,169,
exact,2023,tricube,4,0,0.10453279227329583,0.06978431903386251,169,
exact,2023,tricube,4,1,0.11418275407520048,0.07479260430828441,169,
exact,2023,tricube,4,2,0.12128428152437981,0.07972101432025357,169,
exact,2023,tricube,5,0,0.09867185635272366,0.06646737766502764,169,
exact,2023,tricube,5,1,0.10796440894322834,0.07256221795289201,169,
exact,2023,tricube,5,2,0.11999559543402123,0.07993181962936101,169,
exact,2023,tricube,6,0,0.09530323615970603,0.06475360882407315,169,
exact,2023,tricube,6,1,0.10081869158301161,0.06792892038922367,169,
exact,2023,tricube,6,2,0.11868186322368642,0.07842852811780564,169,
exact,2023,tricube,8,0,0.09271109876554852,0.06346129428284183,169,
exact,2023,tricube,8,1,0.09803386729011727,0.06561790231780051,169,
exact,2023,tricube,8,2,0.10973734014471002,0.07428231397996325,169,
exact,2023,tricube,10,0,0.09097624413478884,0.06270107554493948,169,
exact,2023,tricube,10,1,0.09341962500067574,0.06335530165713879,169,
exact,2023,tricube,10,2,0.102795745480524,0.06934312457313947,169,
exact,2023,tricube,12,0,0.08972446639384528,0.062349762408486824,169,
exact,2023,tricube,12,1,0.09084982017903992,0.06277085311000803,169,
exact,2023,tricube,12,2,0.0989856085294887,0.06705824504251996,169,
exact,2023,tricube,16,0,0.08938163852638874,0.06302650470535902,169,
exact,2023,tricube,16,1,0.08873769587329554,0.06177176123194324,169,
exact,2023,tricube,16,2,0.09441963989573827,0.06494091065083175,169,
exact,2023,tricube,20,0,0.0893846702170499,0.06327785535791118,169,
exact,2023,tricube,20,1,0.08831477159374788,0.062012309425058795,169,
exact,2023,tricube,20,2,0.09134484581770183,0.06333778454528219,169,
exact,2023,tricube,30,0,0.08950178112810042,0.06364461835837526,169,
exact,2023,tricube,30,1,0.08867249803819294,0.06266802358433377,169,
exact,2023,tricube,30,2,0.09082698136444063,0.06356525884118029,169,
exact,2023,epan,2,0,0.11410870590742458,0.07485198931366654,169,
exact,2023,epan,2,1,0.11410870590742458,0.07485198931366656,169,
exact,2023,epan,2,2,0.11410870590742458,0.07485198931366656,169,
exact,2023,epan,3,0,0.10943581646987235,0.07277888093383633,169,
exact,2023,epan,3,1,0.11074916632651957,0.0742099323481446,169,
exact,2023,epan,3,2,0.11121658495657369,0.07369358792325044,169,
exact,2023,epan,4,0,0.10151804469124703,0.06811718221570501,169,
exact,2023,epan,4,1,0.11314564522158838,0.07395427109975591,169,
exact,2023,epan,4,2,0.12133210664603405,0.0797916934183048,169,
exact,2023,epan,5,0,0.09521322406937725,0.06504631786808049,169,
exact,2023,epan,5,1,0.10610056114631167,0.07135968152585537,169,
exact,2023,epan,5,2,0.11909543969326766,0.07916374831835216,169,
exact,2023,epan,6,0,0.09355381816363441,0.06346560314873734,169,
exact,2023,epan,6,1,0.09818384856657726,0.0662658445927208,169,
exact,2023,epan,6,2,0.11759552197973172,0.07741860313689439,169,
exact,2023,epan,8,0,0.09129965509019226,0.06285900074507488,169,
exact,2023,epan,8,1,0.09735897629110929,0.06524969279306682,169,
exact,2023,epan,8,2,0.10787242246426458,0.07293636586922105,169,
exact,2023,epan,10,0,0.08980983947545378,0.062051552669171256,169,
exact,2023,epan,10,1,0.09309517418522553,0.063246195268863,169,
exact,2023,epan,10,2,0.10101752998740728,0.0687806142557102,169,
exact,2023,epan,12,0,0.08949135142338119,0.06299131055640131,169,
exact,2023,epan,12,1,0.08937665761207103,0.061984947731163524,169,
exact,2023,epan,12,2,0.09769498913448417,0.06593925082082445,169,
exact,2023,epan,16,0,0.090291261674225,0.06390449614330036,169,
exact,2023,epan,16,1,0.08919210478738979,0.06255499323584471,169,
exact,2023,epan,16,2,0.09308631577687478,0.06444117926294157,169,
exact,2023,epan,20,0,0.08919897059440182,0.06308053551150798,169,
exact,2023,epan,20,1,0.08792349879649293,0.06175124413668612,169,
exact,2023,epan,20,2,0.0910540424602924,0.06353269162821534,169,
exact,2023,epan,30,0,0.09052634980868002,0.06445127351482523,169,
exact,2023,epan,30,1,0.0909205653921106,0.0646817578155139,169,
exact,2023,epan,30,2,0.09072424025567073,0.06328996595930744,169,
exact,2023,median,2,0,0.10788708222748242,0.06903343500401873,169,
exact,2023,median,3,0,0.09836725948902039,0.0628804868014016,169,
exact,2023,median,4,0,0.09420541684779653,0.06169781477355861,169,
exact,2023,median,5,0,0.0948566036035377,0.06363863511814638,169,
exact,2023,median,6,0,0.09150055264289317,0.06213881909178139,169,
exact,2023,median,8,0,0.09029718414845689,0.06182087296760513,169,
exact,2023,median,10,0,0.0898486856301466,0.061856551392021474,169,
exact,2023,median,12,0,0.09014644943604608,0.06198751666925141,169,
exact,2023,median,16,0,0.09301220590239842,0.06334811262437987,169,
exact,2023,median,20,0,0.09472089675294529,0.06517548195791285,169,
exact,2023,median,30,0,0.09920570307409118,0.0689952951694385,169,
exact,2024,gauss,2,0,0.06795434169751513,0.04578389053812724,152,
exact,2024,gauss,2,1,0.06836790494108747,0.04590162567909382,152,
exact,2024,gauss,2,2,0.0711075122884873,0.047724335217933116,152,
exact,2024,gauss,3,0,0.0654738426679934,0.04427315810695304,152,
exact,2024,gauss,3,1,0.06148496638593535,0.04217596891845764,152,
exact,2024,gauss,3,2,0.07284575538249499,0.047158092010674064,152,
exact,2024,gauss,4,0,0.06381816065125445,0.04333688754235922,152,
exact,2024,gauss,4,1,0.060635918957083534,0.041443915579497295,152,
exact,2024,gauss,4,2,0.0648395559007907,0.0439403831166346,152,
exact,2024,gauss,5,0,0.06265056846982228,0.04284960533920841,152,
exact,2024,gauss,5,1,0.06091927980720178,0.04154694770988402,152,
exact,2024,gauss,5,2,0.06155364663414495,0.04180265709147239,152,
exact,2024,gauss,6,0,0.06188824831807608,0.04250973721075696,152,
exact,2024,gauss,6,1,0.060963052420040145,0.04139531484712031,152,
exact,2024,gauss,6,2,0.06089609859885057,0.04145055955913833,152,
exact,2024,gauss,8,0,0.061705565081057505,0.0428772335253196,152,
exact,2024,gauss,8,1,0.06126175713964005,0.041693425740077755,152,
exact,2024,gauss,8,2,0.06105014860673063,0.04188005222671549,152,
exact,2024,gauss,10,0,0.06262873017617754,0.043772889576375894,152,
exact,2024,gauss,10,1,0.06219932880571457,0.042863333859110085,152,
exact,2024,gauss,10,2,0.060685467105883864,0.04128278273827982,152,
exact,2024,gauss,12,0,0.064115484563742,0.044973824289390764,152,
exact,2024,gauss,12,1,0.06348594351966036,0.044155860950641695,152,
exact,2024,gauss,12,2,0.06076263050722038,0.04089350503983652,152,
exact,2024,gauss,16,0,0.06812878239339508,0.048119465949940946,152,
exact,2024,gauss,16,1,0.06670931759565929,0.04741132949635655,152,
exact,2024,gauss,16,2,0.061942742401252894,0.04106932224305832,152,
exact,2024,gauss,20,0,0.07289938207479214,0.0521430702649201,152,
exact,2024,gauss,20,1,0.07070803715655649,0.051515557947277045,152,
exact,2024,gauss,20,2,0.06307636175744064,0.04243171573481134,152,
exact,2024,gauss,30,0,0.08586028349688786,0.06322808350525806,152,
exact,2024,gauss,30,1,0.08111905036979229,0.060372075456246725,152,
exact,2024,gauss,30,2,0.06898764446492076,0.04838277698708671,152,
exact,2024,tricube,2,0,0.07018514007460054,0.04824310677709748,152,
exact,2024,tricube,2,1,0.07018514007460054,0.04824310677709748,152,
exact,2024,tricube,2,2,0.07018514007460054,0.04824310677709748,152,
exact,2024,tricube,3,0,0.07071499277206374,0.0479289607425073,152,
exact,2024,tricube,3,1,0.07283762902983093,0.05002779428219351,152,
exact,2024,tricube,3,2,0.07316774930174991,0.05023519480717834,152,
exact,2024,tricube,4,0,0.06957599705069144,0.047090478707399776,152,
exact,2024,tricube,4,1,0.0708999173027787,0.04808020299013236,152,
exact,2024,tricube,4,2,0.07130224002249337,0.04916164239484473,152,
exact,2024,tricube,5,0,0.06871784600701526,0.046185209679068875,152,
exact,2024,tricube,5,1,0.06985534057598931,0.04677449569890674,152,
exact,2024,tricube,5,2,0.07045068615670651,0.04865015002905474,152,
exact,2024,tricube,6,0,0.06785609795779161,0.0454923765119914,152,
exact,2024,tricube,6,1,0.06901452899830897,0.046767515394774375,152,
exact,2024,tricube,6,2,0.06928264192058864,0.04781961659550003,152,
exact,2024,tricube,8,0,0.06719545098604345,0.04497681102898168,152,
exact,2024,tricube,8,1,0.06781970203264749,0.04581761523867033,152,
exact,2024,tricube,8,2,0.06933317429318109,0.04690484350466708,152,
exact,2024,tricube,10,0,0.06559319189809439,0.04423810568572312,152,
exact,2024,tricube,10,1,0.0653861096476248,0.04366026778889093,152,
exact,2024,tricube,10,2,0.07044932218703537,0.04689498417828351,152,
exact,2024,tricube,12,0,0.06455905374080965,0.0439567247976807,152,
exact,2024,tricube,12,1,0.06450935796523757,0.042832235943972875,152,
exact,2024,tricube,12,2,0.06932748030518027,0.04575708185763299,152,
exact,2024,tricube,16,0,0.06252912970818544,0.04297355311858928,152,
exact,2024,tricube,16,1,0.062095685461862046,0.04220780336365353,152,
exact,2024,tricube,16,2,0.06173044389900846,0.04186272239987793,152,
exact,2024,tricube,20,0,0.061471464124577574,0.042718096176409565,152,
exact,2024,tricube,20,1,0.06182859627189711,0.04184018794702659,152,
exact,2024,tricube,20,2,0.06056425020102162,0.041794251448832004,152,
exact,2024,tricube,30,0,0.06444624707063512,0.04492707173383151,152,
exact,2024,tricube,30,1,0.0636426798981886,0.04392429344880266,152,
exact,2024,tricube,30,2,0.06145167761627957,0.04154665236142681,152,
exact,2024,epan,2,0,0.07018514007460054,0.048243106777097484,152,
exact,2024,epan,2,1,0.07018514007460054,0.048243106777097484,152,
exact,2024,epan,2,2,0.07018514007460054,0.048243106777097484,152,
exact,2024,epan,3,0,0.07079046512835376,0.04798138053547602,152,
exact,2024,epan,3,1,0.07287984354579015,0.05007949517201985,152,
exact,2024,epan,3,2,0.07316774930174992,0.05023519480717835,152,
exact,2024,epan,4,0,0.069014271810222,0.046499714040823224,152,
exact,2024,epan,4,1,0.0710247447837369,0.04815808957248388,152,
exact,2024,epan,4,2,0.0713295815977898,0.0492074455504633,152,
exact,2024,epan,5,0,0.06813686194336838,0.04559255346978789,152,
exact,2024,epan,5,1,0.06995591201982584,0.04682559095629251,152,
exact,2024,epan,5,2,0.07043902066785956,0.04869468110918851,152,
exact,2024,epan,6,0,0.06709859602605871,0.04511220307526299,152,
exact,2024,epan,6,1,0.06893702974231095,0.04669599925752629,152,
exact,2024,epan,6,2,0.06924482431980925,0.04773596272814067,152,
exact,2024,epan,8,0,0.06688123895716866,0.04472920037411897,152,
exact,2024,epan,8,1,0.06759144527691209,0.0455504244585674,152,
exact,2024,epan,8,2,0.06937645186947115,0.046836642354935835,152,
exact,2024,epan,10,0,0.0648570351147716,0.04413806487376709,152,
exact,2024,epan,10,1,0.06546612248754435,0.043571510525730474,152,
exact,2024,epan,10,2,0.07010932500999915,0.04622269366496997,152,
exact,2024,epan,12,0,0.06379112661966815,0.04353547667085754,152,
exact,2024,epan,12,1,0.06565608183633977,0.04343679875289258,152,
exact,2024,epan,12,2,0.06770454760789099,0.044741570440618994,152,
exact,2024,epan,16,0,0.06121715638228758,0.04232744496361639,152,
exact,2024,epan,16,1,0.06192026806999509,0.041802234869980553,152,
exact,2024,epan,16,2,0.060864747743915586,0.04166818422636724,152,
exact,2024,epan,20,0,0.0622993863564312,0.043418605620950866,152,
exact,2024,epan,20,1,0.06241197881263115,0.042457629493577474,152,
exact,2024,epan,20,2,0.06055592329510995,0.04176518332590119,152,
exact,2024,epan,30,0,0.0665168988334692,0.04661902251088984,152,
exact,2024,epan,30,1,0.06533003805379835,0.04564269499453044,152,
exact,2024,epan,30,2,0.06129094534735796,0.04082773640806125,152,
exact,2024,median,2,0,0.07026069697988171,0.04808112705935766,152,
exact,2024,median,3,0,0.06952281517593821,0.04681098694518285,152,
exact,2024,median,4,0,0.06650115415044026,0.043876649009790755,152,
exact,2024,median,5,0,0.06444919717970582,0.0428940407799638,152,
exact,2024,median,6,0,0.06563292263491807,0.04408364810886704,152,
exact,2024,median,8,0,0.06247686929646977,0.04203936406202045,152,
exact,2024,median,10,0,0.06158575588770649,0.041500335109869724,152,
exact,2024,median,12,0,0.0665653455135259,0.04391841003875582,152,
exact,2024,median,16,0,0.06728048613557917,0.04456078002775296,152,
exact,2024,median,20,0,0.0724342898141502,0.0464097220439518,152,
exact,2024,median,30,0,0.07715076911906303,0.05046818119984015,152,
random,0,gauss,3,0,0.08444102618382938,0.05532748627618823,2647,0.0
random,0,gauss,5,0,0.08039334627504555,0.05299321598546141,2647,0.0
random,0,gauss,8,0,0.0784474182347023,0.05231372501239207,2647,0.0
random,0,gauss,12,0,0.08004822407998106,0.05416537325313574,2647,0.0
random,0,gauss,8,1,0.07695550582813074,0.05154410926619085,2647,0.0
random,0,tricube,8,1,0.0879140184533909,0.057478963996814215,2647,0.0
random,0,median,8,0,0.0816051505732909,0.05290163112055867,2647,0.0
random,0,gauss,16,1,0.08021224960825442,0.05567515757423084,2647,0.0
random2025,2025,gauss,3,0,0.06727550728041612,0.04278813856040437,756,0.0
random2025,2025,gauss,5,0,0.06357392773262578,0.04128465693641715,756,0.0
random2025,2025,gauss,8,0,0.06288431216395303,0.04169548965120577,756,0.0
random2025,2025,gauss,12,0,0.06735803438584911,0.04551802676826562,756,0.0
random2025,2025,gauss,8,1,0.0629766548543692,0.04154864446595505,756,0.0
random2025,2025,tricube,8,1,0.06975780302921003,0.0449145514602009,756,0.0
random2025,2025,median,8,0,0.0622761430663198,0.03998564503930776,756,0.0
random2025,2025,gauss,16,1,0.07072544942494241,0.04902591626387417,756,0.0
random,0,gauss,3,0,0.08170055310117462,0.053520394574433694,2647,1.0
random,0,gauss,5,0,0.07758389583727815,0.051408195645239935,2647,1.0
random,0,gauss,8,0,0.07468570559471602,0.050317673511122187,2647,1.0
random,0,gauss,12,0,0.07643536419426324,0.05258419287079437,2647,1.0
random,0,gauss,8,1,0.07524077861460844,0.05000676923318698,2647,1.0
random,0,tricube,8,1,0.086384395306306,0.05667651152290309,2647,1.0
random,0,median,8,0,0.08047337114884309,0.05230982212668509,2647,1.0
random,0,gauss,16,1,0.07871068456165879,0.05537914058795568,2647,1.0
random2025,2025,gauss,3,0,0.07110155154706704,0.044535205495871186,756,1.0
random2025,2025,gauss,5,0,0.06872773915422299,0.04379719713357196,756,1.0
random2025,2025,gauss,8,0,0.06792575118350039,0.04410287173571985,756,1.0
random2025,2025,gauss,12,0,0.07009800692919241,0.046384968340533364,756,1.0
random2025,2025,gauss,8,1,0.06645959259786959,0.04320407718923651,756,1.0
random2025,2025,tricube,8,1,0.07188865400622865,0.04530467670134752,756,1.0
random2025,2025,median,8,0,0.06971794714788226,0.04376359630207746,756,1.0
random2025,2025,gauss,16,1,0.07253723580859336,0.04887240158937318,756,1.0
random,0,gauss,3,0,0.08678167049445659,0.05526683812986168,2647,2.0
random,0,gauss,5,0,0.08073234061025013,0.05287887239900829,2647,2.0
random,0,gauss,8,0,0.0772170152095894,0.051904476140831664,2647,2.0
random,0,gauss,12,0,0.07849805266632717,0.05395637789045745,2647,2.0
random,0,gauss,8,1,0.0790185133600808,0.05201245681699846,2647,2.0
random,0,tricube,8,1,0.0931786736121834,0.05877809136273097,2647,2.0
random,0,median,8,0,0.08522526594567255,0.053797441499916665,2647,2.0
random,0,gauss,16,1,0.08189376100191165,0.05681178898444335,2647,2.0
random2025,2025,gauss,3,0,0.07000495147758874,0.044572786010743354,756,2.0
random2025,2025,gauss,5,0,0.06686581274216846,0.043046470020694456,756,2.0
random2025,2025,gauss,8,0,0.06600242926713959,0.043261220415206525,756,2.0
random2025,2025,gauss,12,0,0.06925207011123811,0.04632909677996322,756,2.0
random2025,2025,gauss,8,1,0.06395327438306722,0.04244787882293809,756,2.0
random2025,2025,tricube,8,1,0.07378427372335566,0.0471997284623981,756,2.0
random2025,2025,median,8,0,0.06853669158134824,0.042351630806373296,756,2.0
random2025,2025,gauss,16,1,0.07140389566000667,0.04929016562772607,756,2.0
