file,rmse,score,sha
model_dani_lag40_peer10_extwide20_no2025_submission.csv,0.06610419725579537,10.17,88c2717c4ff8b834386036b79fe64a725e49f64a7c2b6ebc5a69bbe3058ce3c1
model_dani_lag40_peer10_extregular20_no2025_submission.csv,0.06618831176482028,10.14,7db4b8c14d2fca0a152cebf5dd2aaad9ffcdcab0a4ea7359c02f05f04987f3d9
model_dani_peer_lag30_joint_submission.csv,0.06621438586511658,10.14,858868ce18800b749a9526fd7b79ae9a87ca317e883d04db9d747e1ae3e7b3df
model_dani_lag30_peer10_a300_b150_submission.csv,0.06622956853368281,10.13,7e34a1b42446c7f68c8eacd0b27c19f119244c80b5caeea6d41f4240f2b6a0d2
model_dani_joint_stronger_submission.csv,0.06632092451601444,10.1,867506adc789cb7f7d09dafa8e378c3f608097fe7adbf59b6fb37316fd1ab495
model_dani_lag32_peer10_a325_b150_submission.csv,0.06632155277338886,10.1,a8028d367b34f85eeb8d7067f52fd8c8c5e1e3f5cd1107b1a73f5425e0edc040
model_dani_joint_strong_submission.csv,0.06637886740834523,10.09,508286f41b6c82b07108580ce16661477d8840eff411199c17aead7bfcaa3ea3
model_dani_lag35_peer10_a325_b150_submission.csv,0.06643969267723666,10.07,9a2bf1ae01e93687283827c5cb20385e5196cd7268714d2d9d23be3eea423a49
model_dani_joint_submission.csv,0.06654519130510844,10.04,b00f5818d177904d153d098150f7640599ca12239b38988af864c0e44ccab276
model_dani_spatial_dynamic_lag40_submission.csv,0.06663212784484802,10.01,0d429d9b97eafee3f6b9c52a962444bb2e6980728e0885382385925f0640e00e
model_dani_lag40_peer10_a350_b200_submission.csv,0.06669679832335978,9.99,2b84fdd7f49a1703cad523b8c614e37415a8b783d6da077a385be4218d4efbc3
model_dani_tuned_hgb.csv,0.0668258763101768,9.95,97e18187bbc642f85a2f23e5fdd5935bceefb32c232d8c1852c454347fccfc97
model_dani_tuned_submission.csv,0.06692516057828586,9.92,0a2dfe461df0eaa73feacb904f931b61a4998b6550ae42434a24757f6439445e
model_dani_extended_hgb_wide.csv,0.06701116757108071,9.9,975d18385bf9f4e27b2e66701d565b8c824e2894a09c2b23b39e55d36fc0bfdd
model_dani_extended_hgb_regular.csv,0.06724064372815713,9.83,b2e7a08da9aabef5aa074e6f5e4c4befd47bd3422143809a050bb2c67190ec2c
model_dani_lgbm_extended.csv,0.06785583978758618,9.64,8045e11a91e83653a1338b400dbfe6930ca9511c4242e548b02c56f2d3931a71
model_dani_tuned_lag.csv,0.07499167610210111,7.5,8d509647978419022f3c9d3ba0fdaceb847ca279bf40969206daafd107e9f718
