lag_weight,method,alpha,cap,cohort,n,rmse,baseline_rmse,delta_rmse,wins,folds
0.325000000,source,0.010000000,0.040000000,random2025,2268,0.061534545,0.061489887,0.000044658,0,3
0.325000000,source,0.100000000,0.010000000,random,5664,0.071368676,0.071355396,0.000013280,1,3
0.325000000,source,0.100000000,0.010000000,random2025,2268,0.061534499,0.061489887,0.000044612,0,3
0.325000000,source,0.100000000,0.020000000,random,5664,0.071382798,0.071355396,0.000027402,1,3
0.325000000,source,0.100000000,0.020000000,random2025,2268,0.061534499,0.061489887,0.000044612,0,3
0.325000000,source,0.100000000,0.040000000,random,5664,0.071382798,0.071355396,0.000027402,1,3
0.325000000,source,0.100000000,0.040000000,random2025,2268,0.061534499,0.061489887,0.000044612,0,3
0.325000000,source,1.000000000,0.010000000,random,5664,0.071368214,0.071355396,0.000012818,1,3
0.325000000,source,1.000000000,0.010000000,random2025,2268,0.061534103,0.061489887,0.000044216,0,3
0.325000000,source,1.000000000,0.020000000,random,5664,0.071380159,0.071355396,0.000024763,1,3
0.325000000,source,1.000000000,0.020000000,random2025,2268,0.061534103,0.061489887,0.000044216,0,3
0.325000000,source,1.000000000,0.040000000,random,5664,0.071380159,0.071355396,0.000024763,1,3
0.325000000,source,1.000000000,0.040000000,random2025,2268,0.061534103,0.061489887,0.000044216,0,3
0.325000000,source,10.000000000,0.010000000,random,5664,0.071367364,0.071355396,0.000011968,1,3
0.325000000,source,10.000000000,0.010000000,random2025,2268,0.061532965,0.061489887,0.000043077,0,3
0.325000000,source,10.000000000,0.020000000,random,5664,0.071369167,0.071355396,0.000013771,1,3
0.325000000,source,10.000000000,0.020000000,random2025,2268,0.061532965,0.061489887,0.000043077,0,3
0.325000000,source,10.000000000,0.040000000,random,5664,0.071369167,0.071355396,0.000013771,1,3
0.325000000,source,10.000000000,0.040000000,random2025,2268,0.061532965,0.061489887,0.000043077,0,3
0.325000000,source,100.000000000,0.010000000,random,5664,0.071368615,0.071355396,0.000013219,2,3
0.325000000,source,100.000000000,0.010000000,random2025,2268,0.061535015,0.061489887,0.000045128,0,3
0.325000000,source,100.000000000,0.020000000,random,5664,0.071368615,0.071355396,0.000013219,2,3
0.325000000,source,100.000000000,0.020000000,random2025,2268,0.061535015,0.061489887,0.000045128,0,3
0.325000000,source,100.000000000,0.040000000,random,5664,0.071368615,0.071355396,0.000013219,2,3
0.325000000,source,100.000000000,0.040000000,random2025,2268,0.061535015,0.061489887,0.000045128,0,3
0.325000000,source_year,0.010000000,0.010000000,random,5664,0.071413775,0.071355396,0.000058379,1,3
0.325000000,source_year,0.010000000,0.010000000,random2025,2268,0.061583701,0.061489887,0.000093814,0,3
0.325000000,source_year,0.010000000,0.020000000,random,5664,0.071432505,0.071355396,0.000077109,1,3
0.325000000,source_year,0.010000000,0.020000000,random2025,2268,0.061583701,0.061489887,0.000093814,0,3
0.325000000,source_year,0.010000000,0.040000000,random,5664,0.071433246,0.071355396,0.000077850,1,3
0.325000000,source_year,0.010000000,0.040000000,random2025,2268,0.061583701,0.061489887,0.000093814,0,3
0.325000000,source_year,0.100000000,0.010000000,random,5664,0.071413739,0.071355396,0.000058343,1,3
0.325000000,source_year,0.100000000,0.010000000,random2025,2268,0.061583568,0.061489887,0.000093681,0,3
0.325000000,source_year,0.100000000,0.020000000,random,5664,0.071432199,0.071355396,0.000076803,1,3
0.325000000,source_year,0.100000000,0.020000000,random2025,2268,0.061583568,0.061489887,0.000093681,0,3
0.325000000,source_year,0.100000000,0.040000000,random,5664,0.071432849,0.071355396,0.000077452,1,3
0.325000000,source_year,0.100000000,0.040000000,random2025,2268,0.061583568,0.061489887,0.000093681,0,3
0.325000000,source_year,1.000000000,0.010000000,random,5664,0.071413469,0.071355396,0.000058073,1,3
0.325000000,source_year,1.000000000,0.010000000,random2025,2268,0.061582378,0.061489887,0.000092491,0,3
0.325000000,source_year,1.000000000,0.020000000,random,5664,0.071429141,0.071355396,0.000073745,1,3
0.325000000,source_year,1.000000000,0.020000000,random2025,2268,0.061582378,0.061489887,0.000092491,0,3
0.325000000,source_year,1.000000000,0.040000000,random,5664,0.071429290,0.071355396,0.000073894,1,3
0.325000000,source_year,1.000000000,0.040000000,random2025,2268,0.061582378,0.061489887,0.000092491,0,3
0.325000000,source_year,10.000000000,0.010000000,random,5664,0.071410339,0.071355396,0.000054943,0,3
0.325000000,source_year,10.000000000,0.010000000,random2025,2268,0.061577075,0.061489887,0.000087188,0,3
0.325000000,source_year,10.000000000,0.020000000,random,5664,0.071413913,0.071355396,0.000058517,0,3
0.325000000,source_year,10.000000000,0.020000000,random2025,2268,0.061577075,0.061489887,0.000087188,0,3
0.325000000,source_year,10.000000000,0.040000000,random,5664,0.071413913,0.071355396,0.000058517,0,3
0.325000000,source_year,10.000000000,0.040000000,random2025,2268,0.061577075,0.061489887,0.000087188,0,3
0.325000000,source_year,100.000000000,0.010000000,random,5664,0.071400140,0.071355396,0.000044744,1,3
0.325000000,source_year,100.000000000,0.010000000,random2025,2268,0.061568568,0.061489887,0.000078681,0,3
0.325000000,source_year,100.000000000,0.020000000,random,5664,0.071400140,0.071355396,0.000044744,1,3
0.325000000,source_year,100.000000000,0.020000000,random2025,2268,0.061568568,0.061489887,0.000078681,0,3
0.325000000,source_year,100.000000000,0.040000000,random,5664,0.071400140,0.071355396,0.000044744,1,3
0.325000000,source_year,100.000000000,0.040000000,random2025,2268,0.061568568,0.061489887,0.000078681,0,3
0.325000000,source_year_doy,0.010000000,0.010000000,random,5664,0.071431044,0.071355396,0.000075648,0,3
0.325000000,source_year_doy,0.010000000,0.010000000,random2025,2268,0.061603927,0.061489887,0.000114040,1,3
0.325000000,source_year_doy,0.010000000,0.020000000,random,5664,0.071454231,0.071355396,0.000098835,0,3
0.325000000,source_year_doy,0.010000000,0.020000000,random2025,2268,0.061603747,0.061489887,0.000113860,1,3
0.325000000,source_year_doy,0.010000000,0.040000000,random,5664,0.071461809,0.071355396,0.000106413,0,3
0.325000000,source_year_doy,0.010000000,0.040000000,random2025,2268,0.061603747,0.061489887,0.000113860,1,3
0.325000000,source_year_doy,0.100000000,0.010000000,random,5664,0.071431099,0.071355396,0.000075703,0,3
0.325000000,source_year_doy,0.100000000,0.010000000,random2025,2268,0.061602893,0.061489887,0.000113006,1,3
0.325000000,source_year_doy,0.100000000,0.020000000,random,5664,0.071454413,0.071355396,0.000099017,0,3
0.325000000,source_year_doy,0.100000000,0.020000000,random2025,2268,0.061602746,0.061489887,0.000112859,1,3
0.325000000,source_year_doy,0.100000000,0.040000000,random,5664,0.071461773,0.071355396,0.000106377,0,3
0.325000000,source_year_doy,0.100000000,0.040000000,random2025,2268,0.061602746,0.061489887,0.000112859,1,3
0.325000000,source_year_doy,1.000000000,0.010000000,random,5664,0.071431379,0.071355396,0.000075983,0,3
0.325000000,source_year_doy,1.000000000,0.010000000,random2025,2268,0.061597343,0.061489887,0.000107456,1,3
0.325000000,source_year_doy,1.000000000,0.020000000,random,5664,0.071455237,0.071355396,0.000099841,0,3
0.325000000,source_year_doy,1.000000000,0.020000000,random2025,2268,0.061597343,0.061489887,0.000107456,1,3
0.325000000,source_year_doy,1.000000000,0.040000000,random,5664,0.071460647,0.071355396,0.000105251,0,3
0.325000000,source_year_doy,1.000000000,0.040000000,random2025,2268,0.061597343,0.061489887,0.000107456,1,3
0.325000000,source_year_doy,10.000000000,0.010000000,random,5664,0.071433413,0.071355396,0.000078017,0,3
0.325000000,source_year_doy,10.000000000,0.010000000,random2025,2268,0.061598776,0.061489887,0.000108889,1,3
0.325000000,source_year_doy,10.000000000,0.020000000,random,5664,0.071445519,0.071355396,0.000090123,0,3
0.325000000,source_year_doy,10.000000000,0.020000000,random2025,2268,0.061598776,0.061489887,0.000108889,1,3
0.325000000,source_year_doy,10.000000000,0.040000000,random,5664,0.071445519,0.071355396,0.000090123,0,3
0.325000000,source_year_doy,10.000000000,0.040000000,random2025,2268,0.061598776,0.061489887,0.000108889,1,3
0.325000000,source_year_doy,100.000000000,0.010000000,random,5664,0.071420220,0.071355396,0.000064823,0,3
0.325000000,source_year_doy,100.000000000,0.010000000,random2025,2268,0.061598460,0.061489887,0.000108573,0,3
0.325000000,source_year_doy,100.000000000,0.020000000,random,5664,0.071420446,0.071355396,0.000065050,0,3
0.325000000,source_year_doy,100.000000000,0.020000000,random2025,2268,0.061598460,0.061489887,0.000108573,0,3
0.325000000,source_year_doy,100.000000000,0.040000000,random,5664,0.071420446,0.071355396,0.000065050,0,3
0.325000000,source_year_doy,100.000000000,0.040000000,random2025,2268,0.061598460,0.061489887,0.000108573,0,3
0.350000000,source,0.010000000,0.010000000,random,5664,0.071435251,0.071430462,0.000004789,1,3
0.350000000,source,0.010000000,0.010000000,random2025,2268,0.061510482,0.061470550,0.000039932,1,3
0.350000000,source,0.010000000,0.020000000,random,5664,0.071449968,0.071430462,0.000019506,1,3
0.350000000,source,0.010000000,0.020000000,random2025,2268,0.061510482,0.061470550,0.000039932,1,3
0.350000000,source,0.010000000,0.040000000,random,5664,0.071450160,0.071430462,0.000019698,1,3
0.350000000,source,0.010000000,0.040000000,random2025,2268,0.061510482,0.061470550,0.000039932,1,3
0.350000000,source,0.100000000,0.010000000,random,5664,0.071435221,0.071430462,0.000004759,1,3
0.350000000,source,0.100000000,0.010000000,random2025,2268,0.061510434,0.061470550,0.000039884,1,3
0.350000000,source,0.100000000,0.020000000,random,5664,0.071449715,0.071430462,0.000019253,1,3
0.350000000,source,0.100000000,0.020000000,random2025,2268,0.061510434,0.061470550,0.000039884,1,3
0.350000000,source,0.100000000,0.040000000,random,5664,0.071449869,0.071430462,0.000019407,1,3
0.350000000,source,0.100000000,0.040000000,random2025,2268,0.061510434,0.061470550,0.000039884,1,3
0.350000000,source,1.000000000,0.010000000,random,5664,0.071434852,0.071430462,0.000004390,1,3
0.350000000,source,1.000000000,0.010000000,random2025,2268,0.061510015,0.061470550,0.000039466,1,3
0.350000000,source,1.000000000,0.020000000,random,5664,0.071447270,0.071430462,0.000016808,1,3
0.350000000,source,1.000000000,0.020000000,random2025,2268,0.061510015,0.061470550,0.000039466,1,3
0.350000000,source,1.000000000,0.040000000,random,5664,0.071447270,0.071430462,0.000016808,1,3
0.350000000,source,1.000000000,0.040000000,random2025,2268,0.061510015,0.061470550,0.000039466,1,3
0.350000000,source,10.000000000,0.010000000,random,5664,0.071434777,0.071430462,0.000004315,1,3
0.350000000,source,10.000000000,0.010000000,random2025,2268,0.061508860,0.061470550,0.000038310,1,3
0.350000000,source,10.000000000,0.020000000,random,5664,0.071436867,0.071430462,0.000006405,1,3
0.350000000,source,10.000000000,0.020000000,random2025,2268,0.061508860,0.061470550,0.000038310,1,3
0.350000000,source,10.000000000,0.040000000,random,5664,0.071436867,0.071430462,0.000006405,1,3
0.350000000,source,10.000000000,0.040000000,random2025,2268,0.061508860,0.061470550,0.000038310,1,3
0.350000000,source,100.000000000,0.010000000,random,5664,0.071438224,0.071430462,0.000007762,2,3
0.350000000,source,100.000000000,0.010000000,random2025,2268,0.061511623,0.061470550,0.000041073,0,3
0.350000000,source,100.000000000,0.020000000,random,5664,0.071438224,0.071430462,0.000007762,2,3
0.350000000,source,100.000000000,0.020000000,random2025,2268,0.061511623,0.061470550,0.000041073,0,3
0.350000000,source,100.000000000,0.040000000,random,5664,0.071438224,0.071430462,0.000007762,2,3
0.350000000,source,100.000000000,0.040000000,random2025,2268,0.061511623,0.061470550,0.000041073,0,3
0.350000000,source_year,0.010000000,0.010000000,random,5664,0.071482102,0.071430462,0.000051640,1,3
0.350000000,source_year,0.010000000,0.010000000,random2025,2268,0.061561073,0.061470550,0.000090523,0,3
0.350000000,source_year,0.010000000,0.020000000,random,5664,0.071502044,0.071430462,0.000071582,1,3
0.350000000,source_year,0.010000000,0.020000000,random2025,2268,0.061561073,0.061470550,0.000090523,0,3
0.350000000,source_year,0.010000000,0.040000000,random,5664,0.071502927,0.071430462,0.000072465,1,3
0.350000000,source_year,0.010000000,0.040000000,random2025,2268,0.061561073,0.061470550,0.000090523,0,3
0.350000000,source_year,0.100000000,0.010000000,random,5664,0.071482084,0.071430462,0.000051622,1,3
0.350000000,source_year,0.100000000,0.010000000,random2025,2268,0.061560942,0.061470550,0.000090392,0,3
0.350000000,source_year,0.100000000,0.020000000,random,5664,0.071501741,0.071430462,0.000071279,1,3
0.350000000,source_year,0.100000000,0.020000000,random2025,2268,0.061560942,0.061470550,0.000090392,0,3
0.350000000,source_year,0.100000000,0.040000000,random,5664,0.071502532,0.071430462,0.000072070,1,3
0.350000000,source_year,0.100000000,0.040000000,random2025,2268,0.061560942,0.061470550,0.000090392,0,3
0.350000000,source_year,1.000000000,0.010000000,random,5664,0.071482013,0.071430462,0.000051550,1,3
0.350000000,source_year,1.000000000,0.010000000,random2025,2268,0.061559768,0.061470550,0.000089218,0,3
0.350000000,source_year,1.000000000,0.020000000,random,5664,0.071498776,0.071430462,0.000068314,1,3
0.350000000,source_year,1.000000000,0.020000000,random2025,2268,0.061559768,0.061470550,0.000089218,0,3
0.350000000,source_year,1.000000000,0.040000000,random,5664,0.071499001,0.071430462,0.000068538,1,3
0.350000000,source_year,1.000000000,0.040000000,random2025,2268,0.061559768,0.061470550,0.000089218,0,3
0.350000000,source_year,10.000000000,0.010000000,random,5664,0.071479942,0.071430462,0.000049480,1,3
0.350000000,source_year,10.000000000,0.010000000,random2025,2268,0.061554509,0.061470550,0.000083960,0,3
0.350000000,source_year,10.000000000,0.020000000,random,5664,0.071484090,0.071430462,0.000053628,1,3
0.350000000,source_year,10.000000000,0.020000000,random2025,2268,0.061554509,0.061470550,0.000083960,0,3
0.350000000,source_year,10.000000000,0.040000000,random,5664,0.071484090,0.071430462,0.000053628,1,3
0.350000000,source_year,10.000000000,0.040000000,random2025,2268,0.061554509,0.061470550,0.000083960,0,3
0.350000000,source_year,100.000000000,0.010000000,random,5664,0.071471627,0.071430462,0.000041165,1,3
0.350000000,source_year,100.000000000,0.010000000,random2025,2268,0.061545923,0.061470550,0.000075373,0,3
0.350000000,source_year,100.000000000,0.020000000,random,5664,0.071471628,0.071430462,0.000041166,1,3
0.350000000,source_year,100.000000000,0.020000000,random2025,2268,0.061545923,0.061470550,0.000075373,0,3
0.350000000,source_year,100.000000000,0.040000000,random,5664,0.071471628,0.071430462,0.000041166,1,3
0.350000000,source_year,100.000000000,0.040000000,random2025,2268,0.061545923,0.061470550,0.000075373,0,3
0.350000000,source_year_doy,0.010000000,0.010000000,random,5664,0.071498665,0.071430462,0.000068202,0,3
0.350000000,source_year_doy,0.010000000,0.010000000,random2025,2268,0.061581448,0.061470550,0.000110898,1,3
0.350000000,source_year_doy,0.010000000,0.020000000,random,5664,0.071522682,0.071430462,0.000092220,1,3
0.350000000,source_year_doy,0.010000000,0.020000000,random2025,2268,0.061581300,0.061470550,0.000110750,1,3
0.350000000,source_year_doy,0.010000000,0.040000000,random,5664,0.071530350,0.071430462,0.000099888,1,3
0.350000000,source_year_doy,0.010000000,0.040000000,random2025,2268,0.061581300,0.061470550,0.000110750,1,3
0.350000000,source_year_doy,0.100000000,0.010000000,random,5664,0.071498751,0.071430462,0.000068289,0,3
0.350000000,source_year_doy,0.100000000,0.010000000,random2025,2268,0.061580354,0.061470550,0.000109804,1,3
0.350000000,source_year_doy,0.100000000,0.020000000,random,5664,0.071522873,0.071430462,0.000092411,1,3
0.350000000,source_year_doy,0.100000000,0.020000000,random2025,2268,0.061580241,0.061470550,0.000109691,1,3
0.350000000,source_year_doy,0.100000000,0.040000000,random,5664,0.071530336,0.071430462,0.000099873,1,3
0.350000000,source_year_doy,0.100000000,0.040000000,random2025,2268,0.061580241,0.061470550,0.000109691,1,3
0.350000000,source_year_doy,1.000000000,0.010000000,random,5664,0.071499328,0.071430462,0.000068866,0,3
0.350000000,source_year_doy,1.000000000,0.010000000,random2025,2268,0.061574505,0.061470550,0.000103955,1,3
0.350000000,source_year_doy,1.000000000,0.020000000,random,5664,0.071523886,0.071430462,0.000093423,0,3
0.350000000,source_year_doy,1.000000000,0.020000000,random2025,2268,0.061574505,0.061470550,0.000103955,1,3
0.350000000,source_year_doy,1.000000000,0.040000000,random,5664,0.071529416,0.071430462,0.000098954,0,3
0.350000000,source_year_doy,1.000000000,0.040000000,random2025,2268,0.061574505,0.061470550,0.000103955,1,3
0.350000000,source_year_doy,10.000000000,0.010000000,random,5664,0.071502124,0.071430462,0.000071662,0,3
0.350000000,source_year_doy,10.000000000,0.010000000,random2025,2268,0.061575657,0.061470550,0.000105107,1,3
0.350000000,source_year_doy,10.000000000,0.020000000,random,5664,0.071515198,0.071430462,0.000084735,0,3
0.350000000,source_year_doy,10.000000000,0.020000000,random2025,2268,0.061575657,0.061470550,0.000105107,1,3
0.350000000,source_year_doy,10.000000000,0.040000000,random,5664,0.071515198,0.071430462,0.000084735,0,3
0.350000000,source_year_doy,10.000000000,0.040000000,random2025,2268,0.061575657,0.061470550,0.000105107,1,3
0.350000000,source_year_doy,100.000000000,0.010000000,random,5664,0.071491335,0.071430462,0.000060873,0,3
0.350000000,source_year_doy,100.000000000,0.010000000,random2025,2268,0.061575527,0.061470550,0.000104977,1,3
0.350000000,source_year_doy,100.000000000,0.020000000,random,5664,0.071491653,0.071430462,0.000061191,0,3
0.350000000,source_year_doy,100.000000000,0.020000000,random2025,2268,0.061575527,0.061470550,0.000104977,1,3
0.350000000,source_year_doy,100.000000000,0.040000000,random,5664,0.071491653,0.071430462,0.000061191,0,3
0.350000000,source_year_doy,100.000000000,0.040000000,random2025,2268,0.061575527,0.061470550,0.000104977,1,3
0.400000000,source,0.010000000,0.010000000,random,5664,0.071661974,0.071666238,-0.000004264,1,3
0.400000000,source,0.010000000,0.010000000,random2025,2268,0.061516732,0.061472745,0.000043987,1,3
0.400000000,source,0.010000000,0.020000000,random,5664,0.071677489,0.071666238,0.000011251,1,3
0.400000000,source,0.010000000,0.020000000,random2025,2268,0.061516732,0.061472745,0.000043987,1,3
0.400000000,source,0.010000000,0.040000000,random,5664,0.071677982,0.071666238,0.000011744,1,3
0.400000000,source,0.010000000,0.040000000,random2025,2268,0.061516732,0.061472745,0.000043987,1,3
0.400000000,source,0.100000000,0.010000000,random,5664,0.071661953,0.071666238,-0.000004285,1,3
0.400000000,source,0.100000000,0.010000000,random2025,2268,0.061516681,0.061472745,0.000043935,1,3
0.400000000,source,0.100000000,0.020000000,random,5664,0.071677263,0.071666238,0.000011025,1,3
0.400000000,source,0.100000000,0.020000000,random2025,2268,0.061516681,0.061472745,0.000043935,1,3
0.400000000,source,0.100000000,0.040000000,random,5664,0.071677696,0.071666238,0.000011458,1,3
0.400000000,source,0.100000000,0.040000000,random2025,2268,0.061516681,0.061472745,0.000043935,1,3
0.400000000,source,1.000000000,0.010000000,random,5664,0.071661805,0.071666238,-0.000004433,1,3
0.400000000,source,1.000000000,0.010000000,random2025,2268,0.061516230,0.061472745,0.000043485,1,3
0.400000000,source,1.000000000,0.020000000,random,5664,0.071675154,0.071666238,0.000008916,1,3
0.400000000,source,1.000000000,0.020000000,random2025,2268,0.061516230,0.061472745,0.000043485,1,3
0.400000000,source,1.000000000,0.040000000,random,5664,0.071675157,0.071666238,0.000008919,1,3
0.400000000,source,1.000000000,0.040000000,random2025,2268,0.061516230,0.061472745,0.000043485,1,3
0.400000000,source,10.000000000,0.010000000,random,5664,0.071662925,0.071666238,-0.000003313,1,3
0.400000000,source,10.000000000,0.010000000,random2025,2268,0.061514939,0.061472745,0.000042193,1,3
0.400000000,source,10.000000000,0.020000000,random,5664,0.071665501,0.071666238,-0.000000736,1,3
0.400000000,source,10.000000000,0.020000000,random2025,2268,0.061514939,0.061472745,0.000042193,1,3
0.400000000,source,10.000000000,0.040000000,random,5664,0.071665501,0.071666238,-0.000000736,1,3
0.400000000,source,10.000000000,0.040000000,random2025,2268,0.061514939,0.061472745,0.000042193,1,3
0.400000000,source,100.000000000,0.010000000,random,5664,0.071669476,0.071666238,0.000003238,2,3
0.400000000,source,100.000000000,0.010000000,random2025,2268,0.061517082,0.061472745,0.000044337,0,3
0.400000000,source,100.000000000,0.020000000,random,5664,0.071669476,0.071666238,0.000003238,2,3
0.400000000,source,100.000000000,0.020000000,random2025,2268,0.061517082,0.061472745,0.000044337,0,3
0.400000000,source,100.000000000,0.040000000,random,5664,0.071669476,0.071666238,0.000003238,2,3
0.400000000,source,100.000000000,0.040000000,random2025,2268,0.061517082,0.061472745,0.000044337,0,3
0.400000000,source_year,0.010000000,0.010000000,random,5664,0.071707910,0.071666238,0.000041672,1,3
0.400000000,source_year,0.010000000,0.010000000,random2025,2268,0.061570062,0.061472745,0.000097316,0,3
0.400000000,source_year,0.010000000,0.020000000,random,5664,0.071729397,0.071666238,0.000063159,1,3
0.400000000,source_year,0.010000000,0.020000000,random2025,2268,0.061570062,0.061472745,0.000097316,0,3
0.400000000,source_year,0.010000000,0.040000000,random,5664,0.071730724,0.071666238,0.000064486,1,3
0.400000000,source_year,0.010000000,0.040000000,random2025,2268,0.061570062,0.061472745,0.000097316,0,3
0.400000000,source_year,0.100000000,0.010000000,random,5664,0.071707894,0.071666238,0.000041656,1,3
0.400000000,source_year,0.100000000,0.010000000,random2025,2268,0.061569933,0.061472745,0.000097188,0,3
0.400000000,source_year,0.100000000,0.020000000,random,5664,0.071729108,0.071666238,0.000062870,1,3
0.400000000,source_year,0.100000000,0.020000000,random2025,2268,0.061569933,0.061472745,0.000097188,0,3
0.400000000,source_year,0.100000000,0.040000000,random,5664,0.071730330,0.071666238,0.000064092,1,3
0.400000000,source_year,0.100000000,0.040000000,random2025,2268,0.061569933,0.061472745,0.000097188,0,3
0.400000000,source_year,1.000000000,0.010000000,random,5664,0.071707941,0.071666238,0.000041704,1,3
0.400000000,source_year,1.000000000,0.010000000,random2025,2268,0.061568788,0.061472745,0.000096042,0,3
0.400000000,source_year,1.000000000,0.020000000,random,5664,0.071726367,0.071666238,0.000060129,1,3
0.400000000,source_year,1.000000000,0.020000000,random2025,2268,0.061568788,0.061472745,0.000096042,0,3
0.400000000,source_year,1.000000000,0.040000000,random,5664,0.071726822,0.071666238,0.000060584,1,3
0.400000000,source_year,1.000000000,0.040000000,random2025,2268,0.061568788,0.061472745,0.000096042,0,3
0.400000000,source_year,10.000000000,0.010000000,random,5664,0.071707637,0.071666238,0.000041399,1,3
0.400000000,source_year,10.000000000,0.010000000,random2025,2268,0.061563689,0.061472745,0.000090944,0,3
0.400000000,source_year,10.000000000,0.020000000,random,5664,0.071712603,0.071666238,0.000046365,1,3
0.400000000,source_year,10.000000000,0.020000000,random2025,2268,0.061563689,0.061472745,0.000090944,0,3
0.400000000,source_year,10.000000000,0.040000000,random,5664,0.071712603,0.071666238,0.000046365,1,3
0.400000000,source_year,10.000000000,0.040000000,random2025,2268,0.061563689,0.061472745,0.000090944,0,3
0.400000000,source_year,100.000000000,0.010000000,random,5664,0.071702946,0.071666238,0.000036708,2,3
0.400000000,source_year,100.000000000,0.010000000,random2025,2268,0.061554312,0.061472745,0.000081567,0,3
0.400000000,source_year,100.000000000,0.020000000,random,5664,0.071702955,0.071666238,0.000036717,2,3
0.400000000,source_year,100.000000000,0.020000000,random2025,2268,0.061554312,0.061472745,0.000081567,0,3
0.400000000,source_year,100.000000000,0.040000000,random,5664,0.071702955,0.071666238,0.000036717,2,3
0.400000000,source_year,100.000000000,0.040000000,random2025,2268,0.061554312,0.061472745,0.000081567,0,3
0.400000000,source_year_doy,0.010000000,0.010000000,random,5664,0.071725313,0.071666238,0.000059075,1,3
0.400000000,source_year_doy,0.010000000,0.010000000,random2025,2268,0.061593972,0.061472745,0.000121227,1,3
0.400000000,source_year_doy,0.010000000,0.020000000,random,5664,0.071750745,0.071666238,0.000084507,1,3
0.400000000,source_year_doy,0.010000000,0.020000000,random2025,2268,0.061593617,0.061472745,0.000120872,1,3
0.400000000,source_year_doy,0.010000000,0.040000000,random,5664,0.071758614,0.071666238,0.000092376,1,3
0.400000000,source_year_doy,0.010000000,0.040000000,random2025,2268,0.061593617,0.061472745,0.000120872,1,3
0.400000000,source_year_doy,0.100000000,0.010000000,random,5664,0.071725447,0.071666238,0.000059209,1,3
0.400000000,source_year_doy,0.100000000,0.010000000,random2025,2268,0.061592728,0.061472745,0.000119983,1,3
0.400000000,source_year_doy,0.100000000,0.020000000,random,5664,0.071750785,0.071666238,0.000084547,1,3
0.400000000,source_year_doy,0.100000000,0.020000000,random2025,2268,0.061592409,0.061472745,0.000119664,1,3
0.400000000,source_year_doy,0.100000000,0.040000000,random,5664,0.071758616,0.071666238,0.000092378,1,3
0.400000000,source_year_doy,0.100000000,0.040000000,random2025,2268,0.061592409,0.061472745,0.000119664,1,3
0.400000000,source_year_doy,1.000000000,0.010000000,random,5664,0.071726644,0.071666238,0.000060406,1,3
0.400000000,source_year_doy,1.000000000,0.010000000,random2025,2268,0.061585836,0.061472745,0.000113091,1,3
0.400000000,source_year_doy,1.000000000,0.020000000,random,5664,0.071751788,0.071666238,0.000085550,1,3
0.400000000,source_year_doy,1.000000000,0.020000000,random2025,2268,0.061585782,0.061472745,0.000113037,1,3
0.400000000,source_year_doy,1.000000000,0.040000000,random,5664,0.071757881,0.071666238,0.000091643,1,3
0.400000000,source_year_doy,1.000000000,0.040000000,random2025,2268,0.061585782,0.061472745,0.000113037,1,3
0.400000000,source_year_doy,10.000000000,0.010000000,random,5664,0.071730453,0.071666238,0.000064215,0,3
0.400000000,source_year_doy,10.000000000,0.010000000,random2025,2268,0.061585948,0.061472745,0.000113203,1,3
0.400000000,source_year_doy,10.000000000,0.020000000,random,5664,0.071744585,0.071666238,0.000078347,0,3
0.400000000,source_year_doy,10.000000000,0.020000000,random2025,2268,0.061585948,0.061472745,0.000113203,1,3
0.400000000,source_year_doy,10.000000000,0.040000000,random,5664,0.071744585,0.071666238,0.000078347,0,3
0.400000000,source_year_doy,10.000000000,0.040000000,random2025,2268,0.061585948,0.061472745,0.000113203,1,3
0.400000000,source_year_doy,100.000000000,0.010000000,random,5664,0.071723112,0.071666238,0.000056874,0,3
0.400000000,source_year_doy,100.000000000,0.010000000,random2025,2268,0.061585072,0.061472745,0.000112327,1,3
0.400000000,source_year_doy,100.000000000,0.020000000,random,5664,0.071723481,0.071666238,0.000057243,0,3
0.400000000,source_year_doy,100.000000000,0.020000000,random2025,2268,0.061585072,0.061472745,0.000112327,1,3
0.400000000,source_year_doy,100.000000000,0.040000000,random,5664,0.071723481,0.071666238,0.000057243,0,3
0.400000000,source_year_doy,100.000000000,0.040000000,random2025,2268,0.061585072,0.061472745,0.000112327,1,3
