tag,candidate,n,rmse,mae
exact2019,delta_z_interp_w0.175,249,0.06145674378804449,0.043499180125807974
exact2019,delta_z_interp_w0.200,249,0.06238837091746566,0.04440327911760786
exact2019,delta_z_interp_w0.225,249,0.06339096385234945,0.045350310761089356
exact2019,delta_z_interp_w0.250,249,0.06446121139269059,0.046371822380067415
exact2019,delta_z_interp_w0.275,249,0.06559580210642357,0.04741574736190815
exact2019,delta_z_interp_w0.300,249,0.06679145706934152,0.04846358359577752
exact2019,delta_z_interp_w0.325,249,0.06804495737815529,0.04952051670313378
exact2019,delta_z_interp_w0.350,249,0.06935316658547695,0.050604074554548836
exact2019,delta_z_interp_w0.375,249,0.07071304837128388,0.05172711051386238
exact2019,delta_z_interp_w0.400,249,0.07212167987626758,0.052878464375537115
exact2019,delta_z_interp_w0.425,249,0.07357626118578449,0.0541132543986548
exact2019,delta_z_interp_w0.450,249,0.07507412147785282,0.05540570080187241
exact2019,delta_z_interp_w0.475,249,0.07661272234395995,0.056700354670529696
exact2019,delta_z_interp_w0.500,249,0.07818965876586662,0.058026475241516655
exact2019,state_peer_w0.000,247,0.0520096663814321,0.03763875280913
exact2019,state_peer_w0.025,247,0.05240799214312332,0.03796954215545179
exact2019,state_peer_w0.050,247,0.053053088843015864,0.03857289192368749
exact2019,state_peer_w0.075,247,0.05393610277950792,0.039368071967503526
exact2019,state_peer_w0.100,247,0.05504558549278773,0.040459529355436244
exact2019,state_peer_w0.125,247,0.05636816595731507,0.04172804090195018
exact2019,state_peer_w0.150,247,0.05788924024794655,0.04304368540154271
exact2019,state_peer_w0.175,247,0.05959361116363889,0.04444592150001737
exact2019,state_peer_w0.200,247,0.06146603288408118,0.04596183119131227
exact2019,state_peer_w0.225,247,0.0634916392719259,0.04756028304264166
exact2019,state_peer_w0.250,247,0.06565625384006635,0.04921829984816072
exact2019,state_peer_w0.275,247,0.06794659249095236,0.05097541852466114
exact2019,state_peer_w0.300,247,0.07035037701318528,0.05279032349357597
exact2019,state_peer_w0.325,247,0.07285637935423722,0.05466839624267872
exact2019,state_peer_w0.350,247,0.07545441558494236,0.056621427997122144
exact2019,state_peer_w0.375,247,0.07813530573221883,0.05863504471903504
exact2019,state_peer_w0.400,247,0.0808908123609528,0.060717064684007546
exact2019,state_peer_w0.425,247,0.08371356759156724,0.06286548105830014
exact2019,state_peer_w0.450,247,0.08659699547528404,0.06505391638987264
exact2019,state_peer_w0.475,247,0.08953523442606429,0.06726227791678509
exact2019,state_peer_w0.500,247,0.09252306271443707,0.06950525818981589
exact2019,delta_peer_w0.000,247,0.0520096663814321,0.03763875280913
exact2019,delta_peer_w0.025,247,0.05240799214312332,0.03796954215545179
exact2019,delta_peer_w0.050,247,0.05305308884301586,0.038572891923687486
exact2019,delta_peer_w0.075,247,0.05393610277950792,0.039368071967503526
exact2019,delta_peer_w0.100,247,0.05504558549278773,0.040459529355436244
exact2019,delta_peer_w0.125,247,0.05636816595731507,0.04172804090195018
exact2019,delta_peer_w0.150,247,0.05788924024794655,0.0430436854015427
exact2019,delta_peer_w0.175,247,0.0595936111636389,0.04444592150001737
exact2019,delta_peer_w0.200,247,0.06146603288408118,0.04596183119131227
exact2019,delta_peer_w0.225,247,0.0634916392719259,0.04756028304264166
exact2019,delta_peer_w0.250,247,0.06565625384006635,0.04921829984816072
exact2019,delta_peer_w0.275,247,0.06794659249095236,0.05097541852466114
exact2019,delta_peer_w0.300,247,0.07035037701318528,0.05279032349357597
exact2019,delta_peer_w0.325,247,0.07285637935423722,0.05466839624267872
exact2019,delta_peer_w0.350,247,0.07545441558494236,0.056621427997122144
exact2019,delta_peer_w0.375,247,0.07813530573221883,0.05863504471903504
exact2019,delta_peer_w0.400,247,0.0808908123609528,0.060717064684007546
exact2019,delta_peer_w0.425,247,0.08371356759156724,0.06286548105830014
exact2019,delta_peer_w0.450,247,0.08659699547528403,0.06505391638987264
exact2019,delta_peer_w0.475,247,0.08953523442606429,0.06726227791678509
exact2019,delta_peer_w0.500,247,0.09252306271443707,0.06950525818981589
exact2019,state_peer30_w0.000,249,0.05718105612325281,0.039427367948714015
exact2019,state_peer30_w0.025,249,0.057763921580910635,0.0400251383438258
exact2019,state_peer30_w0.050,249,0.058574400556680686,0.04095267215698678
exact2019,state_peer30_w0.075,249,0.059603208570321385,0.042125511481187025
exact2019,state_peer30_w0.100,249,0.060839270626083845,0.04355799939671548
exact2019,state_peer30_w0.125,249,0.06227024599184092,0.045136711264868686
exact2019,state_peer30_w0.150,249,0.06388303787852272,0.04685541792406644
exact2019,state_peer30_w0.175,249,0.06566425076422508,0.04866770538981861
exact2019,state_peer30_w0.200,249,0.067600572744609,0.05052741509806688
exact2019,state_peer30_w0.225,249,0.06967907397135234,0.05243900020881231
exact2019,state_peer30_w0.250,249,0.07188742289681198,0.05439271015715926
exact2019,state_peer30_w0.275,249,0.07421402899128209,0.056376489808590204
exact2019,state_peer30_w0.300,249,0.07664812414290714,0.05846067739353503
exact2019,state_peer30_w0.325,249,0.07917979589054287,0.06067734520171128
exact2019,state_peer30_w0.350,249,0.08179998488412715,0.06297593520545003
exact2019,state_peer30_w0.375,249,0.08450045730025789,0.0653245482635464
exact2019,state_peer30_w0.400,249,0.08727376093646853,0.0677013846522436
exact2019,state_peer30_w0.425,249,0.09011317172962503,0.07012295891347103
exact2019,state_peer30_w0.450,249,0.09301263568722154,0.07254734888966889
exact2019,state_peer30_w0.475,249,0.09596670976400401,0.07497783563205537
exact2019,state_peer30_w0.500,249,0.09897050406816792,0.0774234674072695
exact2019,delta_peer30_w0.000,249,0.05718105612325281,0.039427367948714015
exact2019,delta_peer30_w0.025,249,0.057763921580910635,0.0400251383438258
exact2019,delta_peer30_w0.050,249,0.058574400556680686,0.04095267215698678
exact2019,delta_peer30_w0.075,249,0.059603208570321385,0.042125511481187025
exact2019,delta_peer30_w0.100,249,0.060839270626083845,0.04355799939671548
exact2019,delta_peer30_w0.125,249,0.06227024599184092,0.045136711264868686
exact2019,delta_peer30_w0.150,249,0.06388303787852272,0.04685541792406644
exact2019,delta_peer30_w0.175,249,0.06566425076422508,0.04866770538981861
exact2019,delta_peer30_w0.200,249,0.067600572744609,0.05052741509806688
exact2019,delta_peer30_w0.225,249,0.06967907397135234,0.05243900020881231
exact2019,delta_peer30_w0.250,249,0.07188742289681198,0.05439271015715926
exact2019,delta_peer30_w0.275,249,0.07421402899128209,0.056376489808590204
exact2019,delta_peer30_w0.300,249,0.07664812414290714,0.05846067739353503
exact2019,delta_peer30_w0.325,249,0.07917979589054287,0.06067734520171128
exact2019,delta_peer30_w0.350,249,0.08179998488412715,0.06297593520545003
exact2019,delta_peer30_w0.375,249,0.08450045730025789,0.0653245482635464
exact2019,delta_peer30_w0.400,249,0.08727376093646853,0.0677013846522436
exact2019,delta_peer30_w0.425,249,0.09011317172962503,0.07012295891347103
exact2019,delta_peer30_w0.450,249,0.09301263568722154,0.0725473488896689
exact2019,delta_peer30_w0.475,249,0.09596670976400401,0.07497783563205536
exact2019,delta_peer30_w0.500,249,0.09897050406816792,0.0774234674072695
exact2019,state_local_peer_w0.000,247,0.0520096663814321,0.03763875280913
exact2019,state_local_peer_w0.025,247,0.05230193592104162,0.03792930305041657
exact2019,state_local_peer_w0.050,247,0.05273849495979067,0.03842564525835459
exact2019,state_local_peer_w0.075,247,0.053315799212927825,0.039060310879677616
exact2019,state_local_peer_w0.100,247,0.05402933727482554,0.039911238938356575
exact2019,state_local_peer_w0.125,247,0.054873794953098666,0.04090480765589684
exact2019,state_local_peer_w0.150,247,0.055843233290228014,0.0419677989642861
exact2019,state_local_peer_w0.175,247,0.056931268048526634,0.04311980900723147
exact2019,state_local_peer_w0.200,247,0.05813124034866101,0.04431551341615275
exact2019,state_local_peer_w0.225,247,0.05943637079170168,0.045524369613565326
exact2019,state_local_peer_w0.250,247,0.06083989223246331,0.04676712246684261
exact2019,state_local_peer_w0.275,247,0.0623351589905817,0.04803742262565397
exact2019,state_local_peer_w0.300,247,0.06391573242526986,0.04938003389054763
exact2019,state_local_peer_w0.325,247,0.06557544435297816,0.05076722235944862
exact2019,state_local_peer_w0.350,247,0.06730844076545399,0.052184466291186685
exact2019,state_local_peer_w0.375,247,0.06910920879316276,0.05363957129430414
exact2019,state_local_peer_w0.400,247,0.07097258997184441,0.0551697885478132
exact2019,state_local_peer_w0.425,247,0.07289378272637785,0.056775856198788326
exact2019,state_local_peer_w0.450,247,0.07486833668890647,0.058462837506022824
exact2019,state_local_peer_w0.475,247,0.076892141097259,0.060166838922231326
exact2019,state_local_peer_w0.500,247,0.07896140913150144,0.061873963142096214
exact2019,delta_local_peer_w0.000,247,0.0520096663814321,0.03763875280913
exact2019,delta_local_peer_w0.025,247,0.05230193592104162,0.03792930305041657
exact2019,delta_local_peer_w0.050,247,0.05273849495979067,0.03842564525835459
exact2019,delta_local_peer_w0.075,247,0.053315799212927825,0.039060310879677616
exact2019,delta_local_peer_w0.100,247,0.05402933727482554,0.039911238938356575
exact2019,delta_local_peer_w0.125,247,0.05487379495309867,0.04090480765589684
exact2019,delta_local_peer_w0.150,247,0.05584323329022801,0.0419677989642861
exact2019,delta_local_peer_w0.175,247,0.05693126804852663,0.043119809007231474
exact2019,delta_local_peer_w0.200,247,0.05813124034866101,0.04431551341615275
exact2019,delta_local_peer_w0.225,247,0.05943637079170168,0.045524369613565326
exact2019,delta_local_peer_w0.250,247,0.06083989223246331,0.04676712246684261
exact2019,delta_local_peer_w0.275,247,0.0623351589905817,0.04803742262565397
exact2019,delta_local_peer_w0.300,247,0.06391573242526986,0.04938003389054763
exact2019,delta_local_peer_w0.325,247,0.06557544435297816,0.05076722235944861
exact2019,delta_local_peer_w0.350,247,0.06730844076545399,0.052184466291186685
exact2019,delta_local_peer_w0.375,247,0.06910920879316276,0.053639571294304134
exact2019,delta_local_peer_w0.400,247,0.07097258997184441,0.0551697885478132
exact2019,delta_local_peer_w0.425,247,0.07289378272637785,0.056775856198788326
exact2019,delta_local_peer_w0.450,247,0.07486833668890647,0.058462837506022824
exact2019,delta_local_peer_w0.475,247,0.076892141097259,0.06016683892223132
exact2019,delta_local_peer_w0.500,247,0.07896140913150144,0.06187396314209622
exact2019,gate_w0.000,249,0.05718105612325281,0.039427367948714015
exact2019,gate_w0.025,249,0.05729190796261192,0.03952539542939708
exact2019,gate_w0.050,249,0.057482676003153786,0.03978362713137584
exact2019,gate_w0.075,249,0.05775256831373005,0.04012475182299109
exact2019,gate_w0.100,249,0.05810048224448666,0.04064784818082789
exact2019,gate_w0.125,249,0.05852502636576178,0.0412472510314559
exact2019,gate_w0.150,249,0.059024547173575685,0.04189905711058234
exact2019,gate_w0.175,249,0.05959715941921696,0.042587474173642344
exact2019,gate_w0.200,249,0.06024077885033366,0.043301641552365884
exact2019,gate_w0.225,249,0.060953156161198105,0.044028855082725374
exact2019,gate_w0.250,249,0.061731911029785445,0.04478969300665347
exact2019,gate_w0.275,249,0.06257456525321321,0.04556801374901802
exact2019,gate_w0.300,249,0.06347857416269902,0.046411232839453816
exact2019,gate_w0.325,249,0.06444135568632359,0.04729003150056824
exact2019,gate_w0.350,249,0.0654603166163639,0.048190912334041366
exact2019,gate_w0.375,249,0.06653287581488788,0.04910929535724776
exact2019,gate_w0.400,249,0.0676564842475969,0.05009958426825581
exact2019,gate_w0.425,249,0.06882864186625151,0.05113521330125074
exact2019,gate_w0.450,249,0.07004691146240097,0.05220460454440469
exact2019,gate_w0.475,249,0.07130892969012734,0.053280117629170676
exact2019,gate_w0.500,249,0.07261241550549706,0.054358728434832734
exact2019,tail-2.0_w0.05,249,0.05718105612325281,0.039427367948714015
exact2019,tail-2.0_w0.10,249,0.05718105612325281,0.039427367948714015
exact2019,tail-2.0_w0.20,249,0.05718105612325281,0.039427367948714015
exact2019,tail-2.0_w0.30,249,0.05718105612325281,0.039427367948714015
exact2019,tail-1.5_w0.05,249,0.057216356609487255,0.03945815774418185
exact2019,tail-1.5_w0.10,249,0.05725575829282947,0.03948894753964968
exact2019,tail-1.5_w0.20,249,0.057346830556893866,0.03955052713058535
exact2019,tail-1.5_w0.30,249,0.05745419506940414,0.039612106721521004
exact2019,tail-1.0_w0.05,249,0.057316016630034015,0.03961750735721414
exact2019,tail-1.0_w0.10,249,0.0575075236713061,0.039853829946969774
exact2019,tail-1.0_w0.20,249,0.05805777391764223,0.04040293890075295
exact2019,tail-1.0_w0.30,249,0.05882552744998782,0.04099747696899888
exact2019,tail+1.0_w0.05,249,0.057329688669136354,0.03952919422252782
exact2019,tail+1.0_w0.10,249,0.05753149747132257,0.039683906436864126
exact2019,tail+1.0_w0.20,249,0.05809228109368511,0.04012738331870353
exact2019,tail+1.0_w0.30,249,0.058857394977142645,0.04057086020054296
exact2019,tail+1.5_w0.05,249,0.057210461814875185,0.03944147788959255
exact2019,tail+1.5_w0.10,249,0.05724090971725924,0.03945558783047108
exact2019,tail+1.5_w0.20,249,0.05730492545233758,0.03948380771222814
exact2019,tail+1.5_w0.30,249,0.05737308939639052,0.039512027593985206
