rmse,w,ao_rmse_mean,year_rmse_mean,a,b
0.061867383626873315,0.3748594369634372,0.05130314325203358,0.06176386762617118,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_paired_n12_c40_r100_k2_w010_hgb_sqclip_w016_20260905_submission.csv,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a020_submission.csv
0.06187146943034484,0.43985601524150636,0.051413782693016885,0.061823899725069464,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_submission.csv,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_joint_diag_submission.csv
0.06190912698553137,0.37328861074544467,0.05146199315279914,0.06185018010282933,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_submission.csv,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_r8_a020_submission.csv
0.06191884938032243,0.359935992938831,0.05147017966549168,0.061855838177487216,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_submission.csv,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_r8_a019_submission.csv
0.06192806199235301,0.43135156361994337,0.051337835656193924,0.06178874011180365,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_paired_n12_c40_r100_k2_w010_hgb_sqclip_w016_20260905_submission.csv,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_paired_n12_c40_r100_k2_w010_hgb_sqclip_w016_v2_20260905_submission.csv
0.06194326102033951,0.2409467321710521,0.05139417737039391,0.061990964789402386,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_submission.csv,model_dani_source_expert_route_v2_cohort_year_dist_localpeer_r8_a020_submission.csv
0.061944828112646774,0.04139215622389814,0.05133889211545137,0.06182557958402096,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_paired_n12_c40_r100_k2_w010_hgb_sqclip_w016_20260905_submission.csv,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_shock0175_submission.csv
0.06194619560276772,0.02232866209405571,0.05134450573236515,0.061832369377352085,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_paired_n12_c40_r100_k2_w010_hgb_sqclip_w016_20260905_submission.csv,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_shock015_submission.csv
0.0619466759107675,0.18237608779142492,0.05147870180800655,0.06196229193090122,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_submission.csv,model_dani_source_expert_route_v2_cohort_year_dist_localpeer_r8_a020_shock175_diag_submission.csv
0.0619467267360472,0.0,0.051350294514094674,0.06183892108622065,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_paired_n12_c40_r100_k2_w010_hgb_sqclip_w016_20260905_submission.csv,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_submission.csv
0.0619467267360472,0.0,0.051350294514094674,0.06183892108622065,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_paired_n12_c40_r100_k2_w010_hgb_sqclip_w016_20260905_submission.csv,model_dani_source_expert_route_v2_cohort_year_dist_shock_global15_submission.csv
0.0619467267360472,0.0,0.051350294514094674,0.06183892108622065,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_paired_n12_c40_r100_k2_w010_hgb_sqclip_w016_20260905_submission.csv,model_dani_source_expert_route_v2_cohort_year_dist_shock_trainaug_new25_00_submission.csv
0.0619467267360472,0.0,0.051350294514094674,0.06183892108622065,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_paired_n12_c40_r100_k2_w010_hgb_sqclip_w016_20260905_submission.csv,model_dani_source_expert_route_v2_cohort_year_dist_shock_trainaug_new25_05_submission.csv
0.0619467267360472,0.0,0.051350294514094674,0.06183892108622065,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_paired_n12_c40_r100_k2_w010_hgb_sqclip_w016_20260905_submission.csv,model_dani_source_expert_route_v2_cohort_year_dist_shock_trainaug_global15_submission.csv
0.0619467267360472,0.0,0.051350294514094674,0.06183892108622065,model_dani_source_expert_route_v2_trainaug_r2_cyd_v1_localpeer_w16_r4_mean_a025_paired_n12_c40_r100_k2_w010_hgb_sqclip_w016_20260905_submission.csv,model_dani_source_expert_route_v2_cohort_year_dist_shock_trainaug_global175_submission.csv
