held_seed,feature,alpha,n,coverage,rmse,base_rmse,delta
70404,r1_all_resmed,0.1268818485,2644,0.8430408472,0.0675105140,0.0682773255,-0.0007668114
70404,r1_all_resmean,0.1268818485,2644,0.8430408472,0.0675105140,0.0682773255,-0.0007668114
70404,r1_all_rawmed,0.1263509506,2644,0.8430408472,0.0675119211,0.0682773255,-0.0007654044
70404,r1_all_s2_resmed,0.1317842119,2644,0.3725416036,0.0679921813,0.0682773255,-0.0002851442
70404,r1_all_landsat_resmed,0.1584939588,2644,0.3335854766,0.0679440276,0.0682773255,-0.0003332979
70404,r1_all_modis_resmed,0.0833990034,2644,0.1569591528,0.0681226520,0.0682773255,-0.0001546735
70404,r1_crop_resmed,0.1294053585,2644,0.8309379728,0.0674832869,0.0682773255,-0.0007940386
70404,r1_crop_resmean,0.1294053585,2644,0.8309379728,0.0674832869,0.0682773255,-0.0007940386
70404,r1_crop_rawmed,0.1290504638,2644,0.8309379728,0.0674843366,0.0682773255,-0.0007929888
70404,r1_crop_s2_resmed,0.1387980197,2644,0.3642208775,0.0679846436,0.0682773255,-0.0002926819
70404,r1_crop_landsat_resmed,0.1623272428,2644,0.3279122542,0.0679298174,0.0682773255,-0.0003475081
70404,r1_crop_modis_resmed,0.0860072381,2644,0.1509077156,0.0681107671,0.0682773255,-0.0001665584
70404,r2_all_resmed,0.1462851935,2644,0.9829803328,0.0676911692,0.0682773255,-0.0005861563
70404,r2_all_resmean,0.1464681101,2644,0.9829803328,0.0675319021,0.0682773255,-0.0007454233
70404,r2_all_rawmed,0.1440583312,2644,0.9829803328,0.0676942917,0.0682773255,-0.0005830337
70404,r2_all_s2_resmed,0.1572538102,2644,0.4602874433,0.0680556006,0.0682773255,-0.0002217249
70404,r2_all_landsat_resmed,0.1618483017,2644,0.4050680787,0.0679814397,0.0682773255,-0.0002958858
70404,r2_all_modis_resmed,0.0459387587,2644,0.1966717095,0.0681916719,0.0682773255,-0.0000856536
70404,r2_crop_resmed,0.1416407248,2644,0.9754160363,0.0676684870,0.0682773255,-0.0006088385
70404,r2_crop_resmean,0.1435911460,2644,0.9754160363,0.0675226923,0.0682773255,-0.0007546332
70404,r2_crop_rawmed,0.1396435063,2644,0.9754160363,0.0676715496,0.0682773255,-0.0006057759
70404,r2_crop_s2_resmed,0.1713210040,2644,0.4413767020,0.0679959105,0.0682773255,-0.0002814150
70404,r2_crop_landsat_resmed,0.1638249366,2644,0.3891830560,0.0679848961,0.0682773255,-0.0002924294
70404,r2_crop_modis_resmed,0.0535352579,2644,0.1857034796,0.0681697718,0.0682773255,-0.0001075537
70404,r4_all_resmed,0.1824921341,2644,0.9920574887,0.0675517844,0.0682773255,-0.0007255411
70404,r4_all_resmean,0.1839863565,2644,0.9920574887,0.0673127242,0.0682773255,-0.0009646013
70404,r4_all_rawmed,0.1824120755,2644,0.9920574887,0.0675518138,0.0682773255,-0.0007255116
70404,r4_all_s2_resmed,0.1834979441,2644,0.5000000000,0.0680031681,0.0682773255,-0.0002741574
70404,r4_all_landsat_resmed,0.1885981215,2644,0.4402420575,0.0678694821,0.0682773255,-0.0004078434
70404,r4_all_modis_resmed,0.0429122319,2644,0.2110438729,0.0681699840,0.0682773255,-0.0001073415
70404,r4_crop_resmed,0.1815407144,2644,0.9901664145,0.0675599224,0.0682773255,-0.0007174031
70404,r4_crop_resmean,0.1849288073,2644,0.9901664145,0.0672785102,0.0682773255,-0.0009988152
70404,r4_crop_rawmed,0.1819111673,2644,0.9901664145,0.0675599925,0.0682773255,-0.0007173330
70404,r4_crop_s2_resmed,0.2312404228,2644,0.4697428139,0.0680120994,0.0682773255,-0.0002652261
70404,r4_crop_landsat_resmed,0.1988917730,2644,0.4031770045,0.0678638501,0.0682773255,-0.0004134754
70404,r4_crop_modis_resmed,0.0623620105,2644,0.1940242057,0.0681289702,0.0682773255,-0.0001483553
70404,r8_all_resmed,0.2117255241,2644,0.9962178517,0.0675503976,0.0682773255,-0.0007269279
70404,r8_all_resmean,0.2022878682,2644,0.9962178517,0.0672527819,0.0682773255,-0.0010245436
70404,r8_all_rawmed,0.2117255241,2644,0.9962178517,0.0675503976,0.0682773255,-0.0007269279
70404,r8_all_s2_resmed,0.2378056910,2644,0.5200453858,0.0679197160,0.0682773255,-0.0003576095
70404,r8_all_landsat_resmed,0.1608538964,2644,0.4882753404,0.0680773060,0.0682773255,-0.0002000194
70404,r8_all_modis_resmed,0.0669249196,2644,0.2223903177,0.0681431434,0.0682773255,-0.0001341821
70404,r8_crop_resmed,0.1845269382,2644,0.9916792738,0.0675962952,0.0682773255,-0.0006810302
70404,r8_crop_resmean,0.1933895807,2644,0.9916792738,0.0672476253,0.0682773255,-0.0010297001
70404,r8_crop_rawmed,0.1845269382,2644,0.9916792738,0.0675962952,0.0682773255,-0.0006810302
70404,r8_crop_s2_resmed,0.2178677429,2644,0.4776853253,0.0680162291,0.0682773255,-0.0002610964
70404,r8_crop_landsat_resmed,0.1778215288,2644,0.4133888048,0.0679829908,0.0682773255,-0.0002943346
70404,r8_crop_modis_resmed,0.0834044467,2644,0.2034795764,0.0680979393,0.0682773255,-0.0001793862
70404,r16_all_resmed,0.1965685989,2644,0.9973524962,0.0677123264,0.0682773255,-0.0005649991
70404,r16_all_resmean,0.2013785848,2644,0.9973524962,0.0672915124,0.0682773255,-0.0009858131
70404,r16_all_rawmed,0.1909774162,2644,0.9973524962,0.0677141443,0.0682773255,-0.0005631812
70404,r16_all_s2_resmed,0.2018944316,2644,0.5431164902,0.0680837091,0.0682773255,-0.0001936164
70404,r16_all_landsat_resmed,0.1230475257,2644,0.5370650530,0.0681352765,0.0682773255,-0.0001420490
70404,r16_all_modis_resmed,0.0605070861,2644,0.2284417549,0.0681872239,0.0682773255,-0.0000901016
70404,r16_crop_resmed,0.1957651886,2644,0.9928139183,0.0676619709,0.0682773255,-0.0006153546
70404,r16_crop_resmean,0.1999595337,2644,0.9928139183,0.0672495241,0.0682773255,-0.0010278013
70404,r16_crop_rawmed,0.1957651886,2644,0.9928139183,0.0676891723,0.0682773255,-0.0005881532
70404,r16_crop_s2_resmed,0.2018682394,2644,0.4969742814,0.0680090260,0.0682773255,-0.0002682994
70404,r16_crop_landsat_resmed,0.1852048701,2644,0.4304084720,0.0680143583,0.0682773255,-0.0002629672
70404,r16_crop_modis_resmed,0.0770501117,2644,0.2114220877,0.0681434763,0.0682773255,-0.0001338492
70404,r32_all_resmed,0.1722489319,2644,0.9981089259,0.0678589819,0.0682773255,-0.0004183436
70404,r32_all_resmean,0.1995118233,2644,0.9981089259,0.0673556698,0.0682773255,-0.0009216557
70404,r32_all_rawmed,0.1662458189,2644,0.9981089259,0.0678626291,0.0682773255,-0.0004146964
70404,r32_all_s2_resmed,0.1458396776,2644,0.5888804841,0.0681869727,0.0682773255,-0.0000903528
70404,r32_all_landsat_resmed,0.1006324116,2644,0.6036308623,0.0682064409,0.0682773255,-0.0000708846
70404,r32_all_modis_resmed,0.0378873073,2644,0.2318456884,0.0682341303,0.0682773255,-0.0000431952
70404,r32_crop_resmed,0.1958157061,2644,0.9947049924,0.0677530309,0.0682773255,-0.0005242946
70404,r32_crop_resmean,0.2016982320,2644,0.9947049924,0.0672852929,0.0682773255,-0.0009920326
70404,r32_crop_rawmed,0.1958157061,2644,0.9947049924,0.0677802102,0.0682773255,-0.0004971153
70404,r32_crop_s2_resmed,0.1959911371,2644,0.5189107413,0.0680509276,0.0682773255,-0.0002263979
70404,r32_crop_landsat_resmed,0.1674044933,2644,0.4474281392,0.0680130109,0.0682773255,-0.0002643146
70404,r32_crop_modis_resmed,0.0643208788,2644,0.2174735250,0.0681799049,0.0682773255,-0.0000974206
70404,r64_all_resmed,0.1704621012,2644,0.9984871407,0.0678652038,0.0682773255,-0.0004121217
70404,r64_all_resmean,0.2024809637,2644,0.9984871407,0.0673772645,0.0682773255,-0.0009000610
70404,r64_all_rawmed,0.1704621012,2644,0.9984871407,0.0678652038,0.0682773255,-0.0004121217
70404,r64_all_s2_resmed,0.1174174766,2644,0.6214069592,0.0682138770,0.0682773255,-0.0000634485
70404,r64_all_landsat_resmed,0.0940096952,2644,0.6388048411,0.0682369127,0.0682773255,-0.0000404128
70404,r64_all_modis_resmed,0.0104896567,2644,0.2318456884,0.0682675820,0.0682773255,-0.0000097435
70404,r64_crop_resmed,0.1845778368,2644,0.9950832073,0.0678106221,0.0682773255,-0.0004667034
70404,r64_crop_resmean,0.1990136236,2644,0.9950832073,0.0672975875,0.0682773255,-0.0009797380
70404,r64_crop_rawmed,0.1845778368,2644,0.9950832073,0.0678346535,0.0682773255,-0.0004426720
70404,r64_crop_s2_resmed,0.1602395653,2644,0.5381996974,0.0680947737,0.0682773255,-0.0001825518
70404,r64_crop_landsat_resmed,0.1457551029,2644,0.4754160363,0.0680493475,0.0682773255,-0.0002279780
70404,r64_crop_modis_resmed,0.0340938348,2644,0.2182299546,0.0682380626,0.0682773255,-0.0000392629
70404,date_resmed,0.1697803030,2644,0.9984871407,0.0678597532,0.0682773255,-0.0004175723
70404,crop_resmed,0.1821464679,2644,0.9950832073,0.0678359751,0.0682773255,-0.0004413504
70404,date_resmean,0.1538246657,2644,0.9984871407,0.0678422495,0.0682773255,-0.0004350759
70404,crop_resmean,0.1749754073,2644,0.9950832073,0.0676813192,0.0682773255,-0.0005960062
