seed,radius,method,pred,n,rmse,coverage
1,2,median,r_plus_d_-0.01,2644,0.06316838647207602,0.9670953101361573
1,2,median,r_plus_d_0,2644,0.06310680406119334,0.9670953101361573
1,2,median,r_plus_d_0.01,2644,0.06310167264343887,0.9670953101361573
1,2,median,r_plus_d_0.02,2644,0.06315300597937656,0.9670953101361573
1,2,median,r_plus_d_0.03,2644,0.06326066661292945,0.9670953101361573
1,2,median,r_plus_d_0.05,2644,0.06364367682042744,0.9670953101361573
1,2,median,r_plus_d_0.08,2644,0.06462887399963797,0.9670953101361573
1,2,median,r_plus_d_0.1,2644,0.06554985915978535,0.9670953101361573
1,2,median,r_plus_d_0.15,2644,0.0687114839655781,0.9670953101361573
1,2,median,r_plus_d_0.2,2644,0.07296553691898396,0.9670953101361573
1,2,median,b40_d_-0.1,2644,0.06681475623336999,0.9670953101361573
1,2,median,b40_d_-0.05,2644,0.0645831007621826,0.9670953101361573
1,2,median,b40_d_-0.03,2644,0.06405885432280303,0.9670953101361573
1,2,median,b40_d_-0.02,2644,0.0638787893853775,0.9670953101361573
1,2,median,b40_d_-0.01,2644,0.06375409494792984,0.9670953101361573
1,2,median,b40_d_0,2644,0.06368509625504862,0.9670953101361573
1,2,median,b40_d_0.01,2644,0.06367197437253602,0.9670953101361573
1,2,median,b40_d_0.02,2644,0.06371476382343327,0.9670953101361573
1,2,median,b40_d_0.03,2644,0.06381335213536268,0.9670953101361573
1,2,median,b40_d_0.05,2644,0.06417675119071072,0.9670953101361573
1,2,median,b40_d_0.1,2644,0.06602702953485771,0.9670953101361573
1,4,mean,route,2644,0.06310680406119334,0.9863842662632375
1,4,mean,direct,2644,0.18213136216591738,0.9863842662632375
1,4,mean,r_plus_d_-0.2,2644,0.07210406385445332,0.9863842662632375
1,4,mean,r_plus_d_-0.1,2644,0.06554997353772381,0.9863842662632375
1,4,mean,r_plus_d_-0.05,2644,0.06376637467829754,0.9863842662632375
1,4,mean,r_plus_d_-0.03,2644,0.06336435757465221,0.9863842662632375
1,4,mean,r_plus_d_-0.02,2644,0.06323215516404095,0.9863842662632375
1,4,mean,r_plus_d_-0.01,2644,0.06314624097557857,0.9863842662632375
1,4,mean,r_plus_d_0,2644,0.06310680406119334,0.9863842662632375
1,4,mean,r_plus_d_0.01,2644,0.06311393154530451,0.9863842662632375
1,4,mean,r_plus_d_0.02,2644,0.06316760766570508,0.9863842662632375
1,4,mean,r_plus_d_0.03,2644,0.06326771394737621,0.9863842662632375
1,4,mean,r_plus_d_0.05,2644,0.06360623843940748,0.9863842662632375
1,4,mean,r_plus_d_0.08,2644,0.06445361494868061,0.9863842662632375
1,4,mean,r_plus_d_0.1,2644,0.06523806471985319,0.9863842662632375
1,4,mean,r_plus_d_0.15,2644,0.06792071317912406,0.9863842662632375
1,4,mean,r_plus_d_0.2,2644,0.0715360618116346,0.9863842662632375
1,4,mean,b40_d_-0.1,2644,0.06615238555263084,0.9863842662632375
1,4,mean,b40_d_-0.05,2644,0.0643638333307365,0.9863842662632375
1,4,mean,b40_d_-0.03,2644,0.06395588789587875,0.9863842662632375
1,4,mean,b40_d_-0.02,2644,0.06381985024541978,0.9863842662632375
1,4,mean,b40_d_-0.01,2644,0.06372952153308548,0.9863842662632375
1,4,mean,b40_d_0,2644,0.06368509625504862,0.9863842662632375
1,4,mean,b40_d_0.01,2644,0.0636866704725896,0.9863842662632375
1,4,mean,b40_d_0.02,2644,0.06373424077718524,0.9863842662632375
1,4,mean,b40_d_0.03,2644,0.06382770432731255,0.9863842662632375
1,4,mean,b40_d_0.05,2644,0.06415141032173702,0.9863842662632375
1,4,mean,b40_d_0.1,2644,0.06573841285569647,0.9863842662632375
1,4,median,route,2644,0.06310680406119334,0.9863842662632375
1,4,median,direct,2644,0.19338895506736806,0.9863842662632375
1,4,median,r_plus_d_-0.2,2644,0.07293718767122764,0.9863842662632375
1,4,median,r_plus_d_-0.1,2644,0.06570353120243126,0.9863842662632375
1,4,median,r_plus_d_-0.05,2644,0.06376646540882482,0.9863842662632375
1,4,median,r_plus_d_-0.03,2644,0.0633453465756563,0.9863842662632375
1,4,median,r_plus_d_-0.02,2644,0.06321308610095389,0.9863842662632375
1,4,median,r_plus_d_-0.01,2644,0.06313350549760317,0.9863842662632375
1,4,median,r_plus_d_0,2644,0.06310680406119334,0.9863842662632375
1,4,median,r_plus_d_0.01,2644,0.06313304888576575,0.9863842662632375
1,4,median,r_plus_d_0.02,2644,0.06321217402367846,0.9863842662632375
1,4,median,r_plus_d_0.03,2644,0.06334398131140644,0.9863842662632375
1,4,median,r_plus_d_0.05,2644,0.0637642049798933,0.9863842662632375
1,4,median,r_plus_d_0.08,2644,0.06477749757570149,0.9863842662632375
1,4,median,r_plus_d_0.1,2644,0.06569914355937109,0.9863842662632375
1,4,median,r_plus_d_0.15,2644,0.06880392141418146,0.9863842662632375
1,4,median,r_plus_d_0.2,2644,0.07292928252300217,0.9863842662632375
1,4,median,b40_d_-0.1,2644,0.06629037273221981,0.9863842662632375
1,4,median,b40_d_-0.05,2644,0.06435714374077013,0.9863842662632375
1,4,median,b40_d_-0.03,2644,0.06393308401885424,0.9863842662632375
1,4,median,b40_d_-0.02,2644,0.06379834746347908,0.9863842662632375
1,4,median,b40_d_-0.01,2644,0.06371561731649301,0.9863842662632375
1,4,median,b40_d_0,2644,0.06368509625504862,0.9863842662632375
1,4,median,b40_d_0.01,2644,0.06370685931710869,0.9863842662632375
1,4,median,b40_d_0.02,2644,0.06378085298212148,0.9863842662632375
1,4,median,b40_d_0.03,2644,0.06390689582702445,0.9863842662632375
1,4,median,b40_d_0.05,2644,0.06431377862177447,0.9863842662632375
1,4,median,b40_d_0.1,2644,0.06620614667277931,0.9863842662632375
1,8,mean,route,2644,0.06310680406119334,0.9897881996974282
1,8,mean,direct,2644,0.18201390762309977,0.9897881996974282
1,8,mean,r_plus_d_-0.2,2644,0.07183802757445962,0.9897881996974282
1,8,mean,r_plus_d_-0.1,2644,0.06541868325079445,0.9897881996974282
1,8,mean,r_plus_d_-0.05,2644,0.0637027556902676,0.9897881996974282
1,8,mean,r_plus_d_-0.03,2644,0.06332687625649444,0.9897881996974282
1,8,mean,r_plus_d_-0.02,2644,0.06320742664958086,0.9897881996974282
1,8,mean,r_plus_d_-0.01,2644,0.06313401569518322,0.9897881996974282
1,8,mean,r_plus_d_0,2644,0.06310680406119334,0.9897881996974282
1,8,mean,r_plus_d_0.01,2644,0.06312585149300379,0.9897881996974282
1,8,mean,r_plus_d_0.02,2644,0.06319111615960268,0.9897881996974282
1,8,mean,r_plus_d_0.03,2644,0.06330245511160479,0.9897881996974282
1,8,mean,r_plus_d_0.05,2644,0.06366228889318666,0.9897881996974282
1,8,mean,r_plus_d_0.08,2644,0.06453846554318685,0.9897881996974282
1,8,mean,r_plus_d_0.1,2644,0.06533985007205821,0.9897881996974282
1,8,mean,r_plus_d_0.15,2644,0.06805656220950566,0.9897881996974282
1,8,mean,r_plus_d_0.2,2644,0.07169439297554142,0.9897881996974282
1,8,mean,b40_d_-0.1,2644,0.06600168732581156,0.9897881996974282
1,8,mean,b40_d_-0.05,2644,0.06429098309793208,0.9897881996974282
1,8,mean,b40_d_-0.03,2644,0.06391300739824764,0.9897881996974282
1,8,mean,b40_d_-0.02,2644,0.06379157240695436,0.9897881996974282
1,8,mean,b40_d_-0.01,2644,0.0637155478167913,0.9897881996974282
1,8,mean,b40_d_0,2644,0.06368509625504862,0.9897881996974282
1,8,mean,b40_d_0.01,2644,0.06370028307954896,0.9897881996974282
1,8,mean,b40_d_0.02,2644,0.063761075679394,0.9897881996974282
1,8,mean,b40_d_0.03,2644,0.0638673438241408,0.9897881996974282
1,8,mean,b40_d_0.05,2644,0.06421530706773,0.9897881996974282
1,8,mean,b40_d_0.1,2644,0.06585418011077752,0.9897881996974282
1,8,median,route,2644,0.06310680406119334,0.9897881996974282
1,8,median,direct,2644,0.19305258401264264,0.9897881996974282
1,8,median,r_plus_d_-0.2,2644,0.07275289035516763,0.9897881996974282
1,8,median,r_plus_d_-0.1,2644,0.0656180680957823,0.9897881996974282
1,8,median,r_plus_d_-0.05,2644,0.06372676857604546,0.9897881996974282
1,8,median,r_plus_d_-0.03,2644,0.06332241629814793,0.9897881996974282
1,8,median,r_plus_d_-0.02,2644,0.06319811660936225,0.9897881996974282
1,8,median,r_plus_d_-0.01,2644,0.0631261861720727,0.9897881996974282
1,8,median,r_plus_d_0,2644,0.06310680406119334,0.9897881996974282
1,8,median,r_plus_d_0.01,2644,0.06314001866907033,0.9897881996974282
1,8,median,r_plus_d_0.02,2644,0.0632257471032908,0.9897881996974282
1,8,median,r_plus_d_0.03,2644,0.06336377621744191,0.9897881996974282
1,8,median,r_plus_d_0.05,2644,0.06379524996143288,0.9897881996974282
1,8,median,r_plus_d_0.08,2644,0.06482230976483658,0.9897881996974282
1,8,median,r_plus_d_0.1,2644,0.06575101998917139,0.9897881996974282
1,8,median,r_plus_d_0.15,2644,0.06886622433923607,0.9897881996974282
1,8,median,r_plus_d_0.2,2644,0.07299256532701413,0.9897881996974282
1,8,median,b40_d_-0.1,2644,0.06618999404859847,0.9897881996974282
1,8,median,b40_d_-0.05,2644,0.06431032153104622,0.9897881996974282
1,8,median,b40_d_-0.03,2644,0.06390598126078673,0.9897881996974282
1,8,median,b40_d_-0.02,2644,0.06378063379131378,0.9897881996974282
1,8,median,b40_d_-0.01,2644,0.06370694568249163,0.9897881996974282
1,8,median,b40_d_0,2644,0.06368509625504862,0.9897881996974282
1,8,median,b40_d_0.01,2644,0.0637151388391353,0.9897881996974282
1,8,median,b40_d_0.02,2644,0.06379700012554175,0.9897881996974282
1,8,median,b40_d_0.03,2644,0.06393048105715356,0.9897881996974282
1,8,median,b40_d_0.05,2644,0.06435089277483481,0.9897881996974282
1,8,median,b40_d_0.1,2644,0.06626881018350174,0.9897881996974282
1,16,mean,route,2644,0.06310680406119334,0.9913010590015129
1,16,mean,direct,2644,0.17912168576002344,0.9913010590015129
1,16,mean,r_plus_d_-0.2,2644,0.07119302830213406,0.9913010590015129
1,16,mean,r_plus_d_-0.1,2644,0.0651615273421896,0.9913010590015129
1,16,mean,r_plus_d_-0.05,2644,0.06359550568930425,0.9913010590015129
1,16,mean,r_plus_d_-0.03,2644,0.06326811592468012,0.9913010590015129
1,16,mean,r_plus_d_-0.02,2644,0.06317017150243195,0.9913010590015129
1,16,mean,r_plus_d_-0.01,2644,0.06311636324836607,0.9913010590015129
1,16,mean,r_plus_d_0,2644,0.06310680406119334,0.9913010590015129
1,16,mean,r_plus_d_0.01,2644,0.0631415140379222,0.9913010590015129
1,16,mean,r_plus_d_0.02,2644,0.06322042026315176,0.9913010590015129
1,16,mean,r_plus_d_0.03,2644,0.06334335757254313,0.9913010590015129
1,16,mean,r_plus_d_0.05,2644,0.06372021477039673,0.9913010590015129
1,16,mean,r_plus_d_0.08,2644,0.06460656318136387,0.9913010590015129
1,16,mean,r_plus_d_0.1,2644,0.06540473605620037,0.9913010590015129
1,16,mean,r_plus_d_0.15,2644,0.06808090704011739,0.9913010590015129
1,16,mean,r_plus_d_0.2,2644,0.07163767852783261,0.9913010590015129
1,16,mean,b40_d_-0.1,2644,0.06575383361135537,0.9913010590015129
1,16,mean,b40_d_-0.05,2644,0.06418805558665598,0.9913010590015129
1,16,mean,b40_d_-0.03,2644,0.06385673858607019,0.9913010590015129
1,16,mean,b40_d_-0.02,2644,0.06375594140041806,0.9913010590015129
1,16,mean,b40_d_-0.01,2644,0.06369868814380644,0.9913010590015129
1,16,mean,b40_d_0,2644,0.06368509625504862,0.9913010590015129
1,16,mean,b40_d_0.01,2644,0.06371519367601611,0.9913010590015129
1,16,mean,b40_d_0.02,2644,0.06378891856517252,0.9913010590015129
1,16,mean,b40_d_0.03,2644,0.06390611993104192,0.9913010590015129
1,16,mean,b40_d_0.05,2644,0.06426991247580251,0.9913010590015129
1,16,mean,b40_d_0.1,2644,0.06591355682932881,0.9913010590015129
1,16,median,route,2644,0.06310680406119334,0.9913010590015129
1,16,median,direct,2644,0.19063359774440547,0.9913010590015129
1,16,median,r_plus_d_-0.2,2644,0.07217671183671824,0.9913010590015129
1,16,median,r_plus_d_-0.1,2644,0.0653849525304331,0.9913010590015129
1,16,median,r_plus_d_-0.05,2644,0.06362888547009803,0.9913010590015129
1,16,median,r_plus_d_-0.03,2644,0.06326864669613469,0.9913010590015129
1,16,median,r_plus_d_-0.02,2644,0.06316398012546799,0.9913010590015129
1,16,median,r_plus_d_-0.01,2644,0.06310998922497418,0.9913010590015129
1,16,median,r_plus_d_0,2644,0.06310680406119334,0.9913010590015129
1,16,median,r_plus_d_0.01,2644,0.06315443232121545,0.9913010590015129
1,16,median,r_plus_d_0.02,2644,0.06325275922019342,0.9913010590015129
1,16,median,r_plus_d_0.03,2644,0.06340154887915744,0.9913010590015129
1,16,median,r_plus_d_0.05,2644,0.06384898570345483,0.9913010590015129
1,16,median,r_plus_d_0.08,2644,0.06488616970628641,0.9913010590015129
1,16,median,r_plus_d_0.1,2644,0.06581267230399661,0.9913010590015129
1,16,median,r_plus_d_0.15,2644,0.06889349243664193,0.9913010590015129
1,16,median,r_plus_d_0.2,2644,0.07295004707560626,0.9913010590015129
1,16,median,b40_d_-0.1,2644,0.0659654828852335,0.9913010590015129
1,16,median,b40_d_-0.05,2644,0.06421646754199944,0.9913010590015129
1,16,median,b40_d_-0.03,2644,0.06385453918815281,0.9913010590015129
1,16,median,b40_d_-0.02,2644,0.06374801590025976,0.9913010590015129
1,16,median,b40_d_-0.01,2644,0.06369149054555294,0.9913010590015129
1,16,median,b40_d_0,2644,0.06368509625504862,0.9913010590015129
1,16,median,b40_d_0.01,2644,0.06372884811858298,0.9913010590015129
1,16,median,b40_d_0.02,2644,0.06382264300727515,0.9913010590015129
1,16,median,b40_d_0.03,2644,0.06396626078451685,0.9913010590015129
1,16,median,b40_d_0.05,2644,0.06440151610489041,0.9913010590015129
1,16,median,b40_d_0.1,2644,0.06632530496238685,0.9913010590015129
2,1,mean,route,2644,0.06530032254288147,0.8343419062027232
2,1,mean,direct,2644,0.19496676494036846,0.8343419062027232
2,1,mean,r_plus_d_-0.2,2644,0.07521794336087805,0.8343419062027232
2,1,mean,r_plus_d_-0.1,2644,0.06798261578983439,0.8343419062027232
2,1,mean,r_plus_d_-0.05,2644,0.06601559822017657,0.8343419062027232
2,1,mean,r_plus_d_-0.03,2644,0.06557537955552194,0.8343419062027232
2,1,mean,r_plus_d_-0.02,2644,0.06543198749096714,0.8343419062027232
2,1,mean,r_plus_d_-0.01,2644,0.06534022926550898,0.8343419062027232
2,1,mean,r_plus_d_0,2644,0.06530032254288147,0.8343419062027232
2,1,mean,r_plus_d_0.01,2644,0.06531236236902867,0.8343419062027232
2,1,mean,r_plus_d_0.02,2644,0.0653763200442343,0.8343419062027232
2,1,mean,r_plus_d_0.03,2644,0.06549204346417108,0.8343419062027232
2,1,mean,r_plus_d_0.05,2644,0.06587757431127805,0.8343419062027232
2,1,mean,r_plus_d_0.08,2644,0.06683352664871653,0.8343419062027232
2,1,mean,r_plus_d_0.1,2644,0.0677143059269502,0.8343419062027232
2,1,mean,r_plus_d_0.15,2644,0.07071244172206385,0.8343419062027232
2,1,mean,r_plus_d_0.2,2644,0.07473233141365915,0.8343419062027232
2,1,mean,b40_d_-0.1,2644,0.06879317724598637,0.8343419062027232
2,1,mean,b40_d_-0.05,2644,0.06676373304179033,0.8343419062027232
2,1,mean,b40_d_-0.03,2644,0.0662948820744164,0.8343419062027232
2,1,mean,b40_d_-0.02,2644,0.06613646015658561,0.8343419062027232
2,1,mean,b40_d_-0.01,2644,0.06602923244154786,0.8343419062027232
2,1,mean,b40_d_0,2644,0.06597344855007763,0.8343419062027232
2,1,mean,b40_d_0.01,2644,0.06596923898570442,0.8343419062027232
2,1,mean,b40_d_0.02,2644,0.06601661361437505,0.8343419062027232
2,1,mean,b40_d_0.03,2644,0.06611546154917063,0.8343419062027232
2,1,mean,b40_d_0.05,2644,0.06646653915573295,0.8343419062027232
2,1,mean,b40_d_0.1,2644,0.06821518006227036,0.8343419062027232
2,1,median,route,2644,0.06530032254288147,0.8343419062027232
2,1,median,direct,2644,0.19496676494036846,0.8343419062027232
2,1,median,r_plus_d_-0.2,2644,0.07521794336087805,0.8343419062027232
2,1,median,r_plus_d_-0.1,2644,0.06798261578983439,0.8343419062027232
2,1,median,r_plus_d_-0.05,2644,0.06601559822017657,0.8343419062027232
2,1,median,r_plus_d_-0.03,2644,0.06557537955552194,0.8343419062027232
2,1,median,r_plus_d_-0.02,2644,0.06543198749096714,0.8343419062027232
2,1,median,r_plus_d_-0.01,2644,0.06534022926550898,0.8343419062027232
2,1,median,r_plus_d_0,2644,0.06530032254288147,0.8343419062027232
2,1,median,r_plus_d_0.01,2644,0.06531236236902867,0.8343419062027232
2,1,median,r_plus_d_0.02,2644,0.0653763200442343,0.8343419062027232
2,1,median,r_plus_d_0.03,2644,0.06549204346417108,0.8343419062027232
2,1,median,r_plus_d_0.05,2644,0.06587757431127805,0.8343419062027232
2,1,median,r_plus_d_0.08,2644,0.06683352664871653,0.8343419062027232
2,1,median,r_plus_d_0.1,2644,0.0677143059269502,0.8343419062027232
2,1,median,r_plus_d_0.15,2644,0.07071244172206385,0.8343419062027232
2,1,median,r_plus_d_0.2,2644,0.07473233141365915,0.8343419062027232
2,1,median,b40_d_-0.1,2644,0.06879317724598637,0.8343419062027232
2,1,median,b40_d_-0.05,2644,0.06676373304179033,0.8343419062027232
2,1,median,b40_d_-0.03,2644,0.0662948820744164,0.8343419062027232
2,1,median,b40_d_-0.02,2644,0.06613646015658561,0.8343419062027232
2,1,median,b40_d_-0.01,2644,0.06602923244154786,0.8343419062027232
2,1,median,b40_d_0,2644,0.06597344855007763,0.8343419062027232
2,1,median,b40_d_0.01,2644,0.06596923898570442,0.8343419062027232
2,1,median,b40_d_0.02,2644,0.06601661361437505,0.8343419062027232
2,1,median,b40_d_0.03,2644,0.06611546154917063,0.8343419062027232
2,1,median,b40_d_0.05,2644,0.06646653915573295,0.8343419062027232
2,1,median,b40_d_0.1,2644,0.06821518006227036,0.8343419062027232
2,2,mean,route,2644,0.06530032254288147,0.966338880484115
2,2,mean,direct,2644,0.19825794562716156,0.966338880484115
2,2,mean,r_plus_d_-0.2,2644,0.07546563704339128,0.966338880484115
2,2,mean,r_plus_d_-0.1,2644,0.06802909535529954,0.966338880484115
2,2,mean,r_plus_d_-0.05,2644,0.06601617310119053,0.966338880484115
2,2,mean,r_plus_d_-0.03,2644,0.06557008121218169,0.966338880484115
2,2,mean,r_plus_d_-0.02,2644,0.06542656152380089,0.966338880484115
2,2,mean,r_plus_d_-0.01,2644,0.06533656820014183,0.966338880484115
2,2,mean,r_plus_d_0,2644,0.06530032254288147,0.966338880484115
2,2,mean,r_plus_d_0.01,2644,0.06531791402766475,0.966338880484115
2,2,mean,r_plus_d_0.02,2644,0.06538929920357717,0.966338880484115
2,2,mean,r_plus_d_0.03,2644,0.0655143022280857,0.966338880484115
2,2,mean,r_plus_d_0.05,2644,0.06592381098430551,0.966338880484115
2,2,mean,r_plus_d_0.08,2644,0.0669285615955572,0.966338880484115
2,2,mean,r_plus_d_0.1,2644,0.06784972588298802,0.966338880484115
2,2,mean,r_plus_d_0.15,2644,0.07097211753435906,0.966338880484115
2,2,mean,r_plus_d_0.2,2644,0.07514198127170471,0.966338880484115
2,2,mean,b40_d_-0.1,2644,0.06878319520013569,0.966338880484115
2,2,mean,b40_d_-0.05,2644,0.06673754000801077,0.966338880484115
2,2,mean,b40_d_-0.03,2644,0.06627396826569112,0.966338880484115
2,2,mean,b40_d_-0.02,2644,0.06612078495553131,0.966338880484115
2,2,mean,b40_d_-0.01,2644,0.06602053128463083,0.966338880484115
2,2,mean,b40_d_0,2644,0.06597344855007763,0.966338880484115
2,2,mean,b40_d_0.01,2644,0.06597965057947855,0.966338880484115
2,2,mean,b40_d_0.02,2644,0.06603912236020364,0.966338880484115
2,2,mean,b40_d_0.03,2644,0.06615172022054555,0.966338880484115
2,2,mean,b40_d_0.05,2644,0.06653508806446921,0.966338880484115
2,2,mean,b40_d_0.1,2644,0.06838980433362593,0.966338880484115
2,2,median,route,2644,0.06530032254288147,0.966338880484115
2,2,median,direct,2644,0.20281388129701497,0.966338880484115
2,2,median,r_plus_d_-0.2,2644,0.07616380114652581,0.966338880484115
2,2,median,r_plus_d_-0.1,2644,0.06827335394271945,0.966338880484115
2,2,median,r_plus_d_-0.05,2644,0.06610500824356333,0.966338880484115
2,2,median,r_plus_d_-0.03,2644,0.06561478086717352,0.966338880484115
2,2,median,r_plus_d_-0.02,2644,0.0654534297811181,0.966338880484115
2,2,median,r_plus_d_-0.01,2644,0.06534851966263255,0.966338880484115
2,2,median,r_plus_d_0,2644,0.06530032254288147,0.966338880484115
2,2,median,r_plus_d_0.01,2644,0.06530896398223136,0.966338880484115
2,2,median,r_plus_d_0.02,2644,0.06537442144127623,0.966338880484115
2,2,median,r_plus_d_0.03,2644,0.06549652457384256,0.966338880484115
2,2,median,r_plus_d_0.05,2644,0.0659092625247482,0.966338880484115
2,2,median,r_plus_d_0.08,2644,0.06694084512030912,0.966338880484115
2,2,median,r_plus_d_0.1,2644,0.06789380238237543,0.966338880484115
2,2,median,r_plus_d_0.15,2644,0.07113891108491163,0.966338880484115
2,2,median,r_plus_d_0.2,2644,0.07548218128661842,0.966338880484115
2,2,median,b40_d_-0.1,2644,0.06902430703777386,0.966338880484115
2,2,median,b40_d_-0.05,2644,0.0668251868418737,0.966338880484115
2,2,median,b40_d_-0.03,2644,0.06631805908935257,0.966338880484115
2,2,median,b40_d_-0.02,2644,0.06614728282255093,0.966338880484115
2,2,median,b40_d_-0.01,2644,0.06603231538832711,0.966338880484115
2,2,median,b40_d_0,2644,0.06597344855007763,0.966338880484115
2,2,median,b40_d_0.01,2644,0.06597083248637428,0.966338880484115
2,2,median,b40_d_0.02,2644,0.06602447388362932,0.966338880484115
2,2,median,b40_d_0.03,2644,0.06613423585091253,0.966338880484115
2,2,median,b40_d_0.05,2644,0.0665208682554588,0.966338880484115
2,2,median,b40_d_0.1,2644,0.06843387754659551,0.966338880484115
2,4,mean,route,2644,0.06530032254288147,0.9886535552193646
2,4,mean,direct,2644,0.18387588021226212,0.9886535552193646
2,4,mean,r_plus_d_-0.2,2644,0.07433648175435816,0.9886535552193646
2,4,mean,r_plus_d_-0.1,2644,0.06779549944825089,0.9886535552193646
2,4,mean,r_plus_d_-0.05,2644,0.06599608163143453,0.9886535552193646
2,4,mean,r_plus_d_-0.03,2644,0.0655821238563923,0.9886535552193646
2,4,mean,r_plus_d_-0.02,2644,0.06544268359576536,0.9886535552193646
2,4,mean,r_plus_d_-0.01,2644,0.06534868441250505,0.9886535552193646
2,4,mean,r_plus_d_0,2644,0.06530032254288147,0.9886535552193646
2,4,mean,r_plus_d_0.01,2644,0.06529769938897521,0.9886535552193646
2,4,mean,r_plus_d_0.02,2644,0.06534082045942675,0.9886535552193646
2,4,mean,r_plus_d_0.03,2644,0.06542959531174375,0.9886535552193646
2,4,mean,r_plus_d_0.05,2644,0.06574327148797766,0.9886535552193646
2,4,mean,r_plus_d_0.08,2644,0.06654859380436122,0.9886535552193646
2,4,mean,r_plus_d_0.1,2644,0.0673024491078573,0.9886535552193646
2,4,mean,r_plus_d_0.15,2644,0.06990320346111262,0.9886535552193646
2,4,mean,r_plus_d_0.2,2644,0.07343495312568733,0.9886535552193646
2,4,mean,b40_d_-0.1,2644,0.0685190224665058,0.9886535552193646
2,4,mean,b40_d_-0.05,2644,0.06670185511046137,0.9886535552193646
2,4,mean,b40_d_-0.03,2644,0.06627662907980404,0.9886535552193646
2,4,mean,b40_d_-0.02,2644,0.0661306528764421,0.9886535552193646
2,4,mean,b40_d_-0.01,2644,0.06602952395456962,0.9886535552193646
2,4,mean,b40_d_0,2644,0.06597344855007763,0.9886535552193646
2,4,mean,b40_d_0.01,2644,0.06596254156437915,0.9886535552193646
2,4,mean,b40_d_0.02,2644,0.065996825391796,0.9886535552193646
2,4,mean,b40_d_0.03,2644,0.06607622969024504,0.9886535552193646
2,4,mean,b40_d_0.05,2644,0.06636965989820803,0.9886535552193646
2,4,mean,b40_d_0.1,2644,0.06787079636647246,0.9886535552193646
2,4,median,route,2644,0.06530032254288147,0.9886535552193646
2,4,median,direct,2644,0.19364557256431308,0.9886535552193646
2,4,median,r_plus_d_-0.2,2644,0.07551019405378484,0.9886535552193646
2,4,median,r_plus_d_-0.1,2644,0.06816233868224324,0.9886535552193646
2,4,median,r_plus_d_-0.05,2644,0.06611281405140934,0.9886535552193646
2,4,median,r_plus_d_-0.03,2644,0.06563523427039862,0.9886535552193646
2,4,median,r_plus_d_-0.02,2644,0.06547235726787096,0.9886535552193646
2,4,median,r_plus_d_-0.01,2644,0.06536063250690853,0.9886535552193646
2,4,median,r_plus_d_0,2644,0.06530032254288147,0.9886535552193646
2,4,median,r_plus_d_0.01,2644,0.06529156985182195,0.9886535552193646
2,4,median,r_plus_d_0.02,2644,0.06533439515474318,0.9886535552193646
2,4,median,r_plus_d_0.03,2644,0.06542869717308071,0.9886535552193646
2,4,median,r_plus_d_0.05,2644,0.06577072480866554,0.9886535552193646
2,4,median,r_plus_d_0.08,2644,0.06666053882595308,0.9886535552193646
2,4,median,r_plus_d_0.1,2644,0.06749720390323441,0.9886535552193646
2,4,median,r_plus_d_0.15,2644,0.07038739235756021,0.9886535552193646
2,4,median,r_plus_d_0.2,2644,0.07430562324807038,0.9886535552193646
2,4,median,b40_d_-0.1,2644,0.06889758648127736,0.9886535552193646
2,4,median,b40_d_-0.05,2644,0.06682481102997316,0.9886535552193646
2,4,median,b40_d_-0.03,2644,0.06633355165504617,0.9886535552193646
2,4,median,b40_d_-0.02,2644,0.066162891291511,0.9886535552193646
2,4,median,b40_d_-0.01,2644,0.06604276490924642,0.9886535552193646
2,4,median,b40_d_0,2644,0.06597344855007763,0.9886535552193646
2,4,median,b40_d_0.01,2644,0.06595510241253176,0.9886535552193646
2,4,median,b40_d_0.02,2644,0.06598776900935074,0.9886535552193646
2,4,median,b40_d_0.03,2644,0.0660713726763821,0.9886535552193646
2,4,median,b40_d_0.05,2644,0.0663905042618253,0.9886535552193646
2,4,median,b40_d_0.1,2644,0.06805266193794873,0.9886535552193646
2,8,mean,route,2644,0.06530032254288147,0.9924357034795764
2,8,mean,direct,2644,0.18311436573558268,0.9924357034795764
2,8,mean,r_plus_d_-0.2,2644,0.07376765962424504,0.9924357034795764
2,8,mean,r_plus_d_-0.1,2644,0.06752737516573425,0.9924357034795764
2,8,mean,r_plus_d_-0.05,2644,0.06586957486846404,0.9924357034795764
2,8,mean,r_plus_d_-0.03,2644,0.06550844355943895,0.9924357034795764
2,8,mean,r_plus_d_-0.02,2644,0.06539436079472474,0.9924357034795764
2,8,mean,r_plus_d_-0.01,2644,0.06532493964246747,0.9924357034795764
2,8,mean,r_plus_d_0,2644,0.06530032254288147,0.9924357034795764
2,8,mean,r_plus_d_0.01,2644,0.06532056015136155,0.9924357034795764
2,8,mean,r_plus_d_0.02,2644,0.06538561081875646,0.9924357034795764
2,8,mean,r_plus_d_0.03,2644,0.06549534101878601,0.9924357034795764
2,8,mean,r_plus_d_0.05,2644,0.06584785561679524,0.9924357034795764
2,8,mean,r_plus_d_0.08,2644,0.066703326010457,0.9924357034795764
2,8,mean,r_plus_d_0.1,2644,0.0674849967676525,0.9924357034795764
2,8,mean,r_plus_d_0.15,2644,0.07013548475916895,0.9924357034795764
2,8,mean,r_plus_d_0.2,2644,0.07369005625151175,0.9924357034795764
2,8,mean,b40_d_-0.1,2644,0.06823840805757178,0.9924357034795764
