seed,radius,method,pred,n,rmse,coverage
0,2,mean,r_plus_d_0.2,2644,0.07852206431355022,0.9761724659606656
0,2,mean,b40_d_-0.1,2644,0.073435373249934,0.9761724659606656
0,2,mean,b40_d_-0.05,2644,0.07155005979356774,0.9761724659606656
0,2,mean,b40_d_-0.03,2644,0.07110442305198658,0.9761724659606656
0,2,mean,b40_d_-0.02,2644,0.07094969872189266,0.9761724659606656
0,2,mean,b40_d_-0.01,2644,0.07084079611106052,0.9761724659606656
0,2,mean,b40_d_0,2644,0.07077792673087005,0.9761724659606656
0,2,mean,b40_d_0.01,2644,0.07076121327918299,0.9761724659606656
0,2,mean,b40_d_0.02,2644,0.07079068844780144,0.9761724659606656
0,2,mean,b40_d_0.03,2644,0.07086629460353777,0.9761724659606656
0,2,mean,b40_d_0.05,2644,0.07115522195825823,0.9761724659606656
0,2,mean,b40_d_0.1,2644,0.07266404307006921,0.9761724659606656
0,2,median,route,2644,0.07044685785728165,0.9761724659606656
0,2,median,direct,2644,0.1970474001753861,0.9761724659606656
0,2,median,r_plus_d_-0.2,2644,0.08032602664056823,0.9761724659606656
0,2,median,r_plus_d_-0.1,2644,0.0732341762354457,0.9761724659606656
0,2,median,r_plus_d_-0.05,2644,0.07125261065685311,0.9761724659606656
0,2,median,r_plus_d_-0.03,2644,0.0707856510320713,0.9761724659606656
0,2,median,r_plus_d_-0.02,2644,0.07062417039048009,0.9761724659606656
0,2,median,r_plus_d_-0.01,2644,0.07051116157498415,0.9761724659606656
0,2,median,r_plus_d_0,2644,0.07044685785728165,0.9761724659606656
0,2,median,r_plus_d_0.01,2644,0.07043139264046348,0.9761724659606656
0,2,median,r_plus_d_0.02,2644,0.07046479808093395,0.9761724659606656
0,2,median,r_plus_d_0.03,2644,0.0705470047549789,0.9761724659606656
0,2,median,r_plus_d_0.05,2644,0.07085704155922093,0.9761724659606656
0,2,median,r_plus_d_0.08,2644,0.07168069207582077,0.9761724659606656
0,2,median,r_plus_d_0.1,2644,0.07246251579334277,0.9761724659606656
0,2,median,r_plus_d_0.15,2644,0.0751867498412447,0.9761724659606656
0,2,median,r_plus_d_0.2,2644,0.07891396459622046,0.9761724659606656
0,2,median,b40_d_-0.1,2644,0.07356286854277794,0.9761724659606656
0,2,median,b40_d_-0.05,2644,0.07158674806544665,0.9761724659606656
0,2,median,b40_d_-0.03,2644,0.07111962597534302,0.9761724659606656
0,2,median,b40_d_-0.02,2644,0.07095753435414467,0.9761724659606656
0,2,median,b40_d_-0.01,2644,0.0708435571248522,0.9761724659606656
0,2,median,b40_d_0,2644,0.07077792673087005,0.9761724659606656
0,2,median,b40_d_0.01,2644,0.07076077769692941,0.9761724659606656
0,2,median,b40_d_0.02,2644,0.07079214525612114,0.9761724659606656
