width,radius,source_profile,agg,held_seed,mode,alpha,n,coverage,rmse,base_rmse,delta
45,16,True,median,1,loo,0.1023910877,2644,0.9913010590,0.0624390410,0.0627891573,-0.0003501162
45,16,True,median,1,fixed020,0.2000000000,2644,0.9913010590,0.0626569962,0.0627891573,-0.0001321611
45,16,True,median,2,loo,0.1090256052,2644,0.9931921331,0.0649089664,0.0651086475,-0.0001996811
45,16,True,median,2,fixed020,0.2000000000,2644,0.9931921331,0.0651898634,0.0651086475,0.0000812159
45,16,True,median,70404,loo,0.0949579839,2644,0.9928139183,0.0676898647,0.0680908876,-0.0004010229
45,16,True,median,70404,fixed020,0.2000000000,2644,0.9928139183,0.0677507791,0.0680908876,-0.0003401085
45,16,True,mean,0,loo,0.1157740121,2644,0.9958396369,0.0702023594,0.0703032685,-0.0001009091
45,16,True,mean,0,fixed020,0.2000000000,2644,0.9958396369,0.0705673278,0.0703032685,0.0002640593
45,16,True,mean,1,loo,0.1048437941,2644,0.9913010590,0.0624265124,0.0627891573,-0.0003626448
45,16,True,mean,1,fixed020,0.2000000000,2644,0.9913010590,0.0626934999,0.0627891573,-0.0000956573
45,16,True,mean,2,loo,0.1076505268,2644,0.9931921331,0.0648415226,0.0651086475,-0.0002671249
45,16,True,mean,2,fixed020,0.2000000000,2644,0.9931921331,0.0651186943,0.0651086475,0.0000100468
45,16,True,mean,70404,loo,0.0940552567,2644,0.9928139183,0.0676159753,0.0680908876,-0.0004749123
45,16,True,mean,70404,fixed020,0.2000000000,2644,0.9928139183,0.0676519144,0.0680908876,-0.0004389732
45,16,True,exp,0,loo,0.1307375891,2644,0.9958396369,0.0700557564,0.0703032685,-0.0002475122
45,16,True,exp,0,fixed020,0.2000000000,2644,0.9958396369,0.0703226077,0.0703032685,0.0000193392
45,16,True,exp,1,loo,0.1269123052,2644,0.9913010590,0.0623516346,0.0627891573,-0.0004375226
45,16,True,exp,1,fixed020,0.2000000000,2644,0.9913010590,0.0626221916,0.0627891573,-0.0001669657
45,16,True,exp,2,loo,0.1228035709,2644,0.9931921331,0.0646509909,0.0651086475,-0.0004576566
45,16,True,exp,2,fixed020,0.2000000000,2644,0.9931921331,0.0648331905,0.0651086475,-0.0002754570
45,16,True,exp,70404,loo,0.1108468673,2644,0.9928139183,0.0674106253,0.0680908876,-0.0006802623
45,16,True,exp,70404,fixed020,0.2000000000,2644,0.9928139183,0.0673856477,0.0680908876,-0.0007052399
45,32,False,inv1,0,loo,0.1183424146,2644,0.9977307110,0.0701403242,0.0703032685,-0.0001629443
45,32,False,inv1,0,fixed020,0.2000000000,2644,0.9977307110,0.0706852517,0.0703032685,0.0003819832
45,32,False,inv1,1,loo,0.1081945811,2644,0.9928139183,0.0622638351,0.0627891573,-0.0005253221
45,32,False,inv1,1,fixed020,0.2000000000,2644,0.9928139183,0.0626767331,0.0627891573,-0.0001124242
45,32,False,inv1,2,loo,0.1081994164,2644,0.9943267776,0.0646635747,0.0651086475,-0.0004450728
45,32,False,inv1,2,fixed020,0.2000000000,2644,0.9943267776,0.0650175399,0.0651086475,-0.0000911076
45,32,False,inv1,70404,loo,0.0958192985,2644,0.9947049924,0.0673404340,0.0680908876,-0.0007504536
45,32,False,inv1,70404,fixed020,0.2000000000,2644,0.9947049924,0.0673836373,0.0680908876,-0.0007072503
45,32,False,inv2,0,loo,0.1057190047,2644,0.9977307110,0.0700402013,0.0703032685,-0.0002630672
45,32,False,inv2,0,fixed020,0.2000000000,2644,0.9977307110,0.0707571592,0.0703032685,0.0004538907
45,32,False,inv2,1,loo,0.1020151665,2644,0.9928139183,0.0623180823,0.0627891573,-0.0004710750
45,32,False,inv2,1,fixed020,0.2000000000,2644,0.9928139183,0.0630413263,0.0627891573,0.0002521690
45,32,False,inv2,2,loo,0.0995892715,2644,0.9943267776,0.0646342851,0.0651086475,-0.0004743624
45,32,False,inv2,2,fixed020,0.2000000000,2644,0.9943267776,0.0651935853,0.0651086475,0.0000849378
45,32,False,inv2,70404,loo,0.0874739254,2644,0.9947049924,0.0672584686,0.0680908876,-0.0008324190
45,32,False,inv2,70404,fixed020,0.2000000000,2644,0.9947049924,0.0674108397,0.0680908876,-0.0006800479
45,32,False,median,0,loo,0.1066488272,2644,0.9977307110,0.0703357163,0.0703032685,0.0000324478
45,32,False,median,0,fixed020,0.2000000000,2644,0.9977307110,0.0709776659,0.0703032685,0.0006743974
45,32,False,median,1,loo,0.0882147181,2644,0.9928139183,0.0624181230,0.0627891573,-0.0003710343
45,32,False,median,1,fixed020,0.2000000000,2644,0.9928139183,0.0627883124,0.0627891573,-0.0000008449
45,32,False,median,2,loo,0.0905265754,2644,0.9943267776,0.0648411320,0.0651086475,-0.0002675155
45,32,False,median,2,fixed020,0.2000000000,2644,0.9943267776,0.0651763543,0.0651086475,0.0000677068
45,32,False,median,70404,loo,0.0803960675,2644,0.9947049924,0.0676541701,0.0680908876,-0.0004367175
45,32,False,median,70404,fixed020,0.2000000000,2644,0.9947049924,0.0677727509,0.0680908876,-0.0003181367
45,32,False,mean,0,loo,0.1076275951,2644,0.9977307110,0.0703506658,0.0703032685,0.0000473973
45,32,False,mean,0,fixed020,0.2000000000,2644,0.9977307110,0.0710416783,0.0703032685,0.0007384098
45,32,False,mean,1,loo,0.0874901237,2644,0.9928139183,0.0623629048,0.0627891573,-0.0004262525
45,32,False,mean,1,fixed020,0.2000000000,2644,0.9928139183,0.0627118378,0.0627891573,-0.0000773194
45,32,False,mean,2,loo,0.0917005837,2644,0.9943267776,0.0648174365,0.0651086475,-0.0002912110
45,32,False,mean,2,fixed020,0.2000000000,2644,0.9943267776,0.0652013603,0.0651086475,0.0000927128
45,32,False,mean,70404,loo,0.0813829019,2644,0.9947049924,0.0676118393,0.0680908876,-0.0004790483
45,32,False,mean,70404,fixed020,0.2000000000,2644,0.9947049924,0.0677551840,0.0680908876,-0.0003357036
45,32,False,exp,0,loo,0.1201311918,2644,0.9977307110,0.0701411503,0.0703032685,-0.0001621183
45,32,False,exp,0,fixed020,0.2000000000,2644,0.9977307110,0.0706764053,0.0703032685,0.0003731368
45,32,False,exp,1,loo,0.1110935719,2644,0.9928139183,0.0622723292,0.0627891573,-0.0005168280
45,32,False,exp,1,fixed020,0.2000000000,2644,0.9928139183,0.0627135390,0.0627891573,-0.0000756183
45,32,False,exp,2,loo,0.1083055278,2644,0.9943267776,0.0646033722,0.0651086475,-0.0005052753
45,32,False,exp,2,fixed020,0.2000000000,2644,0.9943267776,0.0649149426,0.0651086475,-0.0001937048
45,32,False,exp,70404,loo,0.0973483291,2644,0.9947049924,0.0673233894,0.0680908876,-0.0007674982
45,32,False,exp,70404,fixed020,0.2000000000,2644,0.9947049924,0.0673508050,0.0680908876,-0.0007400826
45,32,True,inv1,0,loo,0.1246734478,2644,0.9977307110,0.0701702090,0.0703032685,-0.0001330595
45,32,True,inv1,0,fixed020,0.2000000000,2644,0.9977307110,0.0705225048,0.0703032685,0.0002192363
45,32,True,inv1,1,loo,0.1143612323,2644,0.9928139183,0.0623558221,0.0627891573,-0.0004333352
45,32,True,inv1,1,fixed020,0.2000000000,2644,0.9928139183,0.0626226249,0.0627891573,-0.0001665324
45,32,True,inv1,2,loo,0.1160200788,2644,0.9943267776,0.0647746323,0.0651086475,-0.0003340152
45,32,True,inv1,2,fixed020,0.2000000000,2644,0.9943267776,0.0650315348,0.0651086475,-0.0000771127
45,32,True,inv1,70404,loo,0.1000095102,2644,0.9947049924,0.0674680507,0.0680908876,-0.0006228369
45,32,True,inv1,70404,fixed020,0.2000000000,2644,0.9947049924,0.0674334576,0.0680908876,-0.0006574300
45,32,True,inv2,0,loo,0.1140211965,2644,0.9977307110,0.0701027998,0.0703032685,-0.0002004687
45,32,True,inv2,0,fixed020,0.2000000000,2644,0.9977307110,0.0705945822,0.0703032685,0.0002913137
45,32,True,inv2,1,loo,0.1096572455,2644,0.9928139183,0.0624081711,0.0627891573,-0.0003809862
45,32,True,inv2,1,fixed020,0.2000000000,2644,0.9928139183,0.0628887211,0.0627891573,0.0000995639
45,32,True,inv2,2,loo,0.1069592625,2644,0.9943267776,0.0647120812,0.0651086475,-0.0003965663
45,32,True,inv2,2,fixed020,0.2000000000,2644,0.9943267776,0.0650863762,0.0651086475,-0.0000222713
45,32,True,inv2,70404,loo,0.0919756557,2644,0.9947049924,0.0673710387,0.0680908876,-0.0007198489
45,32,True,inv2,70404,fixed020,0.2000000000,2644,0.9947049924,0.0673659741,0.0680908876,-0.0007249135
45,32,True,median,0,loo,0.1135166145,2644,0.9977307110,0.0703373664,0.0703032685,0.0000340979
45,32,True,median,0,fixed020,0.2000000000,2644,0.9977307110,0.0707224404,0.0703032685,0.0004191719
45,32,True,median,1,loo,0.0879380752,2644,0.9928139183,0.0624359985,0.0627891573,-0.0003531587
45,32,True,median,1,fixed020,0.2000000000,2644,0.9928139183,0.0625555999,0.0627891573,-0.0002335574
45,32,True,median,2,loo,0.1013101639,2644,0.9943267776,0.0649638668,0.0651086475,-0.0001447807
45,32,True,median,2,fixed020,0.2000000000,2644,0.9943267776,0.0652349541,0.0651086475,0.0001263066
45,32,True,median,70404,loo,0.0868881762,2644,0.9947049924,0.0677736414,0.0680908876,-0.0003172463
45,32,True,median,70404,fixed020,0.2000000000,2644,0.9947049924,0.0678367858,0.0680908876,-0.0002541018
45,32,True,mean,0,loo,0.1085963025,2644,0.9977307110,0.0703408711,0.0703032685,0.0000376026
45,32,True,mean,0,fixed020,0.2000000000,2644,0.9977307110,0.0708202041,0.0703032685,0.0005169356
45,32,True,mean,1,loo,0.0860416011,2644,0.9928139183,0.0624292310,0.0627891573,-0.0003599262
45,32,True,mean,1,fixed020,0.2000000000,2644,0.9928139183,0.0626306128,0.0627891573,-0.0001585444
45,32,True,mean,2,loo,0.0966235870,2644,0.9943267776,0.0649405595,0.0651086475,-0.0001680880
45,32,True,mean,2,fixed020,0.2000000000,2644,0.9943267776,0.0652823362,0.0651086475,0.0001736887
45,32,True,mean,70404,loo,0.0819136997,2644,0.9947049924,0.0677286603,0.0680908876,-0.0003622273
45,32,True,mean,70404,fixed020,0.2000000000,2644,0.9947049924,0.0678060235,0.0680908876,-0.0002848642
45,32,True,exp,0,loo,0.1286694993,2644,0.9977307110,0.0701764420,0.0703032685,-0.0001268265
45,32,True,exp,0,fixed020,0.2000000000,2644,0.9977307110,0.0705160535,0.0703032685,0.0002127850
45,32,True,exp,1,loo,0.1186809165,2644,0.9928139183,0.0623402999,0.0627891573,-0.0004488573
45,32,True,exp,1,fixed020,0.2000000000,2644,0.9928139183,0.0626108180,0.0627891573,-0.0001783392
45,32,True,exp,2,loo,0.1173967478,2644,0.9943267776,0.0647011487,0.0651086475,-0.0004074988
45,32,True,exp,2,fixed020,0.2000000000,2644,0.9943267776,0.0649163935,0.0651086475,-0.0001922540
45,32,True,exp,70404,loo,0.1034996675,2644,0.9947049924,0.0674396339,0.0680908876,-0.0006512537
45,32,True,exp,70404,fixed020,0.2000000000,2644,0.9947049924,0.0673956969,0.0680908876,-0.0006951907
60,2,False,inv1,0,loo,0.0864169168,2644,0.9761724660,0.0700763509,0.0703032685,-0.0002269176
60,2,False,inv1,0,fixed020,0.2000000000,2644,0.9761724660,0.0712185476,0.0703032685,0.0009152791
60,2,False,inv1,1,loo,0.0751823067,2644,0.9670953101,0.0621194740,0.0627891573,-0.0006696833
60,2,False,inv1,1,fixed020,0.2000000000,2644,0.9670953101,0.0628909895,0.0627891573,0.0001018323
60,2,False,inv1,2,loo,0.0865435375,2644,0.9663388805,0.0649158300,0.0651086475,-0.0001928175
60,2,False,inv1,2,fixed020,0.2000000000,2644,0.9663388805,0.0660728753,0.0651086475,0.0009642278
60,2,False,inv1,70404,loo,0.0746413452,2644,0.9754160363,0.0674573607,0.0680908876,-0.0006335269
60,2,False,inv1,70404,fixed020,0.2000000000,2644,0.9754160363,0.0681466724,0.0680908876,0.0000557848
60,2,False,inv2,0,loo,0.0842984863,2644,0.9761724660,0.0700967057,0.0703032685,-0.0002065628
60,2,False,inv2,0,fixed020,0.2000000000,2644,0.9761724660,0.0713948923,0.0703032685,0.0010916238
60,2,False,inv2,1,loo,0.0725728444,2644,0.9670953101,0.0621102094,0.0627891573,-0.0006789479
60,2,False,inv2,1,fixed020,0.2000000000,2644,0.9670953101,0.0629739616,0.0627891573,0.0001848043
60,2,False,inv2,2,loo,0.0840327483,2644,0.9663388805,0.0649278950,0.0651086475,-0.0001807525
60,2,False,inv2,2,fixed020,0.2000000000,2644,0.9663388805,0.0662153803,0.0651086475,0.0011067328
60,2,False,inv2,70404,loo,0.0715618438,2644,0.9754160363,0.0674314140,0.0680908876,-0.0006594736
60,2,False,inv2,70404,fixed020,0.2000000000,2644,0.9754160363,0.0681910598,0.0680908876,0.0001001721
60,2,False,median,0,loo,0.0779405858,2644,0.9761724660,0.0699854188,0.0703032685,-0.0003178497
60,2,False,median,0,fixed020,0.2000000000,2644,0.9761724660,0.0709928658,0.0703032685,0.0006895973
60,2,False,median,1,loo,0.0718105001,2644,0.9670953101,0.0622202292,0.0627891573,-0.0005689281
60,2,False,median,1,fixed020,0.2000000000,2644,0.9670953101,0.0631006880,0.0627891573,0.0003115307
60,2,False,median,2,loo,0.0825111601,2644,0.9663388805,0.0649558034,0.0651086475,-0.0001528441
60,2,False,median,2,fixed020,0.2000000000,2644,0.9663388805,0.0661859304,0.0651086475,0.0010772829
60,2,False,median,70404,loo,0.0732643724,2644,0.9754160363,0.0676112571,0.0680908876,-0.0004796305
60,2,False,median,70404,fixed020,0.2000000000,2644,0.9754160363,0.0684736092,0.0680908876,0.0003827216
60,2,False,mean,0,loo,0.0842261736,2644,0.9761724660,0.0700690036,0.0703032685,-0.0002342649
60,2,False,mean,0,fixed020,0.2000000000,2644,0.9761724660,0.0711612846,0.0703032685,0.0008580161
60,2,False,mean,1,loo,0.0743048356,2644,0.9670953101,0.0621743606,0.0627891573,-0.0006147967
60,2,False,mean,1,fixed020,0.2000000000,2644,0.9670953101,0.0629744130,0.0627891573,0.0001852557
60,2,False,mean,2,loo,0.0846773959,2644,0.9663388805,0.0649107399,0.0651086475,-0.0001979076
60,2,False,mean,2,fixed020,0.2000000000,2644,0.9663388805,0.0660374851,0.0651086475,0.0009288376
60,2,False,mean,70404,loo,0.0740601002,2644,0.9754160363,0.0675227622,0.0680908876,-0.0005681255
60,2,False,mean,70404,fixed020,0.2000000000,2644,0.9754160363,0.0682348061,0.0680908876,0.0001439185
60,2,False,exp,0,loo,0.0856893547,2644,0.9761724660,0.0700692094,0.0703032685,-0.0002340591
60,2,False,exp,0,fixed020,0.2000000000,2644,0.9761724660,0.0711624537,0.0703032685,0.0008591852
60,2,False,exp,1,loo,0.0751956182,2644,0.9670953101,0.0621484756,0.0627891573,-0.0006406817
60,2,False,exp,1,fixed020,0.2000000000,2644,0.9670953101,0.0629198778,0.0627891573,0.0001307205
60,2,False,exp,2,loo,0.0860501141,2644,0.9663388805,0.0649112934,0.0651086475,-0.0001973541
60,2,False,exp,2,fixed020,0.2000000000,2644,0.9663388805,0.0660331449,0.0651086475,0.0009244974
60,2,False,exp,70404,loo,0.0748772158,2644,0.9754160363,0.0674943513,0.0680908876,-0.0005965363
60,2,False,exp,70404,fixed020,0.2000000000,2644,0.9754160363,0.0681838395,0.0680908876,0.0000929519
60,2,True,inv1,0,loo,0.0862984711,2644,0.9761724660,0.0701119836,0.0703032685,-0.0001912849
60,2,True,inv1,0,fixed020,0.2000000000,2644,0.9761724660,0.0710008286,0.0703032685,0.0006975601
60,2,True,inv1,1,loo,0.0741339194,2644,0.9670953101,0.0622347740,0.0627891573,-0.0005543833
60,2,True,inv1,1,fixed020,0.2000000000,2644,0.9670953101,0.0627763785,0.0627891573,-0.0000127788
60,2,True,inv1,2,loo,0.0848826641,2644,0.9663388805,0.0649097142,0.0651086475,-0.0001989333
60,2,True,inv1,2,fixed020,0.2000000000,2644,0.9663388805,0.0657285074,0.0651086475,0.0006198599
60,2,True,inv1,70404,loo,0.0783962413,2644,0.9754160363,0.0676579777,0.0680908876,-0.0004329100
60,2,True,inv1,70404,fixed020,0.2000000000,2644,0.9754160363,0.0683601582,0.0680908876,0.0002692706
60,2,True,inv2,0,loo,0.0840506998,2644,0.9761724660,0.0701299194,0.0703032685,-0.0001733491
60,2,True,inv2,0,fixed020,0.2000000000,2644,0.9761724660,0.0711622943,0.0703032685,0.0008590258
60,2,True,inv2,1,loo,0.0711075104,2644,0.9670953101,0.0622302253,0.0627891573,-0.0005589320
60,2,True,inv2,1,fixed020,0.2000000000,2644,0.9670953101,0.0628238331,0.0627891573,0.0000346758
60,2,True,inv2,2,loo,0.0822823210,2644,0.9663388805,0.0649219819,0.0651086475,-0.0001866656
60,2,True,inv2,2,fixed020,0.2000000000,2644,0.9663388805,0.0658552578,0.0651086475,0.0007466103
60,2,True,inv2,70404,loo,0.0748024956,2644,0.9754160363,0.0676366661,0.0680908876,-0.0004542216
60,2,True,inv2,70404,fixed020,0.2000000000,2644,0.9754160363,0.0684061042,0.0680908876,0.0003152166
60,2,True,median,0,loo,0.0807817918,2644,0.9761724660,0.0700710108,0.0703032685,-0.0002322577
60,2,True,median,0,fixed020,0.2000000000,2644,0.9761724660,0.0708794403,0.0703032685,0.0005761718
60,2,True,median,1,loo,0.0727437703,2644,0.9670953101,0.0623136268,0.0627891573,-0.0004755305
60,2,True,median,1,fixed020,0.2000000000,2644,0.9670953101,0.0629460160,0.0627891573,0.0001568588
60,2,True,median,2,loo,0.0812648443,2644,0.9663388805,0.0649082114,0.0651086475,-0.0002004361
60,2,True,median,2,fixed020,0.2000000000,2644,0.9663388805,0.0657186137,0.0651086475,0.0006099662
60,2,True,median,70404,loo,0.0774585738,2644,0.9754160363,0.0677489324,0.0680908876,-0.0003419552
60,2,True,median,70404,fixed020,0.2000000000,2644,0.9754160363,0.0685180446,0.0680908876,0.0004271570
60,2,True,mean,0,loo,0.0842400378,2644,0.9761724660,0.0701072139,0.0703032685,-0.0001960546
60,2,True,mean,0,fixed020,0.2000000000,2644,0.9761724660,0.0709452915,0.0703032685,0.0006420230
60,2,True,mean,1,loo,0.0737105497,2644,0.9670953101,0.0622768651,0.0627891573,-0.0005122921
60,2,True,mean,1,fixed020,0.2000000000,2644,0.9670953101,0.0628665381,0.0627891573,0.0000773808
60,2,True,mean,2,loo,0.0830709820,2644,0.9663388805,0.0649058135,0.0651086475,-0.0002028340
60,2,True,mean,2,fixed020,0.2000000000,2644,0.9663388805,0.0656878853,0.0651086475,0.0005792378
60,2,True,mean,70404,loo,0.0779369491,2644,0.9754160363,0.0677044802,0.0680908876,-0.0003864074
60,2,True,mean,70404,fixed020,0.2000000000,2644,0.9754160363,0.0684132279,0.0680908876,0.0003223403
60,2,True,exp,0,loo,0.0856657811,2644,0.9761724660,0.0701065443,0.0703032685,-0.0001967242
60,2,True,exp,0,fixed020,0.2000000000,2644,0.9761724660,0.0709479946,0.0703032685,0.0006447261
60,2,True,exp,1,loo,0.0744568159,2644,0.9670953101,0.0622565708,0.0627891573,-0.0005325864
60,2,True,exp,1,fixed020,0.2000000000,2644,0.9670953101,0.0628139671,0.0627891573,0.0000248098
60,2,True,exp,2,loo,0.0844345526,2644,0.9663388805,0.0649056152,0.0651086475,-0.0002030323
60,2,True,exp,2,fixed020,0.2000000000,2644,0.9663388805,0.0656883218,0.0651086475,0.0005796744
60,2,True,exp,70404,loo,0.0787887675,2644,0.9754160363,0.0676847146,0.0680908876,-0.0004061730
60,2,True,exp,70404,fixed020,0.2000000000,2644,0.9754160363,0.0683793514,0.0680908876,0.0002884637
60,4,False,inv1,0,loo,0.1107777145,2644,0.9931921331,0.0700284717,0.0703032685,-0.0002747968
60,4,False,inv1,0,fixed020,0.2000000000,2644,0.9931921331,0.0707198378,0.0703032685,0.0004165693
60,4,False,inv1,1,loo,0.0983647155,2644,0.9863842663,0.0619579595,0.0627891573,-0.0008311977
60,4,False,inv1,1,fixed020,0.2000000000,2644,0.9863842663,0.0623825308,0.0627891573,-0.0004066264
60,4,False,inv1,2,loo,0.1069102377,2644,0.9886535552,0.0646866657,0.0651086475,-0.0004219818
60,4,False,inv1,2,fixed020,0.2000000000,2644,0.9886535552,0.0653030698,0.0651086475,0.0001944223
60,4,False,inv1,70404,loo,0.0962143552,2644,0.9901664145,0.0672933798,0.0680908876,-0.0007975078
60,4,False,inv1,70404,fixed020,0.2000000000,2644,0.9901664145,0.0675746238,0.0680908876,-0.0005162639
60,4,False,inv2,0,loo,0.0988869436,2644,0.9931921331,0.0700616980,0.0703032685,-0.0002415705
60,4,False,inv2,0,fixed020,0.2000000000,2644,0.9931921331,0.0710450372,0.0703032685,0.0007417687
60,4,False,inv2,1,loo,0.0864930852,2644,0.9863842663,0.0620011963,0.0627891573,-0.0007879609
60,4,False,inv2,1,fixed020,0.2000000000,2644,0.9863842663,0.0626200351,0.0627891573,-0.0001691222
60,4,False,inv2,2,loo,0.0964518100,2644,0.9886535552,0.0647824538,0.0651086475,-0.0003261937
60,4,False,inv2,2,fixed020,0.2000000000,2644,0.9886535552,0.0657109485,0.0651086475,0.0006023010
60,4,False,inv2,70404,loo,0.0842019500,2644,0.9901664145,0.0673105118,0.0680908876,-0.0007803758
60,4,False,inv2,70404,fixed020,0.2000000000,2644,0.9901664145,0.0677521350,0.0680908876,-0.0003387526
60,4,False,median,0,loo,0.1010013068,2644,0.9931921331,0.0699043613,0.0703032685,-0.0003989072
60,4,False,median,0,fixed020,0.2000000000,2644,0.9931921331,0.0704519145,0.0703032685,0.0001486460
60,4,False,median,1,loo,0.0976427984,2644,0.9863842663,0.0621506930,0.0627891573,-0.0006384643
60,4,False,median,1,fixed020,0.2000000000,2644,0.9863842663,0.0627431914,0.0627891573,-0.0000459659
60,4,False,median,2,loo,0.1013765945,2644,0.9886535552,0.0647246218,0.0651086475,-0.0003840257
60,4,False,median,2,fixed020,0.2000000000,2644,0.9886535552,0.0652946458,0.0651086475,0.0001859983
60,4,False,median,70404,loo,0.0952097350,2644,0.9901664145,0.0675047721,0.0680908876,-0.0005861155
60,4,False,median,70404,fixed020,0.2000000000,2644,0.9901664145,0.0678942649,0.0680908876,-0.0001966228
60,4,False,mean,0,loo,0.1161820692,2644,0.9931921331,0.0700234833,0.0703032685,-0.0002797852
60,4,False,mean,0,fixed020,0.2000000000,2644,0.9931921331,0.0705921236,0.0703032685,0.0002888551
60,4,False,mean,1,loo,0.1052306474,2644,0.9863842663,0.0619856146,0.0627891573,-0.0008035426
60,4,False,mean,1,fixed020,0.2000000000,2644,0.9863842663,0.0623882923,0.0627891573,-0.0004008650
60,4,False,mean,2,loo,0.1095966276,2644,0.9886535552,0.0645816367,0.0651086475,-0.0005270108
60,4,False,mean,2,fixed020,0.2000000000,2644,0.9886535552,0.0650170942,0.0651086475,-0.0000915532
60,4,False,mean,70404,loo,0.1026603019,2644,0.9901664145,0.0673378485,0.0680908876,-0.0007530391
60,4,False,mean,70404,fixed020,0.2000000000,2644,0.9901664145,0.0675803657,0.0680908876,-0.0005105219
60,4,False,exp,0,loo,0.1140703460,2644,0.9931921331,0.0700159790,0.0703032685,-0.0002872895
60,4,False,exp,0,fixed020,0.2000000000,2644,0.9931921331,0.0706195678,0.0703032685,0.0003162993
60,4,False,exp,1,loo,0.1024206210,2644,0.9863842663,0.0619713020,0.0627891573,-0.0008178553
60,4,False,exp,1,fixed020,0.2000000000,2644,0.9863842663,0.0623630616,0.0627891573,-0.0004260957
60,4,False,exp,2,loo,0.1093666106,2644,0.9886535552,0.0646431524,0.0651086475,-0.0004654951
60,4,False,exp,2,fixed020,0.2000000000,2644,0.9886535552,0.0651572689,0.0651086475,0.0000486214
60,4,False,exp,70404,loo,0.1002932345,2644,0.9901664145,0.0673186484,0.0680908876,-0.0007722392
60,4,False,exp,70404,fixed020,0.2000000000,2644,0.9901664145,0.0675723374,0.0680908876,-0.0005185503
60,4,True,inv1,0,loo,0.1097194971,2644,0.9931921331,0.0701135559,0.0703032685,-0.0001897126
60,4,True,inv1,0,fixed020,0.2000000000,2644,0.9931921331,0.0706671305,0.0703032685,0.0003638620
60,4,True,inv1,1,loo,0.0954382532,2644,0.9863842663,0.0621324418,0.0627891573,-0.0006567154
60,4,True,inv1,1,fixed020,0.2000000000,2644,0.9863842663,0.0624221186,0.0627891573,-0.0003670387
60,4,True,inv1,2,loo,0.1022456928,2644,0.9886535552,0.0647098013,0.0651086475,-0.0003988462
60,4,True,inv1,2,fixed020,0.2000000000,2644,0.9886535552,0.0651104279,0.0651086475,0.0000017804
60,4,True,inv1,70404,loo,0.0991687022,2644,0.9901664145,0.0675741127,0.0680908876,-0.0005167749
60,4,True,inv1,70404,fixed020,0.2000000000,2644,0.9901664145,0.0679359630,0.0680908876,-0.0001549246
60,4,True,inv2,0,loo,0.0985279090,2644,0.9931921331,0.0701364421,0.0703032685,-0.0001668264
60,4,True,inv2,0,fixed020,0.2000000000,2644,0.9931921331,0.0709421094,0.0703032685,0.0006388409
60,4,True,inv2,1,loo,0.0841109870,2644,0.9863842663,0.0621614130,0.0627891573,-0.0006277442
60,4,True,inv2,1,fixed020,0.2000000000,2644,0.9863842663,0.0625846614,0.0627891573,-0.0002044958
60,4,True,inv2,2,loo,0.0925800915,2644,0.9886535552,0.0647808118,0.0651086475,-0.0003278357
60,4,True,inv2,2,fixed020,0.2000000000,2644,0.9886535552,0.0654161358,0.0651086475,0.0003074883
60,4,True,inv2,70404,loo,0.0868299310,2644,0.9901664145,0.0675633728,0.0680908876,-0.0005275148
60,4,True,inv2,70404,fixed020,0.2000000000,2644,0.9901664145,0.0680720360,0.0680908876,-0.0000188516
60,4,True,median,0,loo,0.1034663213,2644,0.9931921331,0.0699932689,0.0703032685,-0.0003099996
60,4,True,median,0,fixed020,0.2000000000,2644,0.9931921331,0.0703814535,0.0703032685,0.0000781850
60,4,True,median,1,loo,0.0998056584,2644,0.9863842663,0.0622998575,0.0627891573,-0.0004892997
60,4,True,median,1,fixed020,0.2000000000,2644,0.9863842663,0.0627020478,0.0627891573,-0.0000871094
60,4,True,median,2,loo,0.0987868847,2644,0.9886535552,0.0646951426,0.0651086475,-0.0004135049
60,4,True,median,2,fixed020,0.2000000000,2644,0.9886535552,0.0649756663,0.0651086475,-0.0001329812
60,4,True,median,70404,loo,0.1028693290,2644,0.9901664145,0.0677568585,0.0680908876,-0.0003340291
60,4,True,median,70404,fixed020,0.2000000000,2644,0.9901664145,0.0681453204,0.0680908876,0.0000544328
60,4,True,mean,0,loo,0.1133082401,2644,0.9931921331,0.0701202513,0.0703032685,-0.0001830172
60,4,True,mean,0,fixed020,0.2000000000,2644,0.9931921331,0.0705789242,0.0703032685,0.0002756557
60,4,True,mean,1,loo,0.1008263582,2644,0.9863842663,0.0621705524,0.0627891573,-0.0006186048
60,4,True,mean,1,fixed020,0.2000000000,2644,0.9863842663,0.0624710939,0.0627891573,-0.0003180634
60,4,True,mean,2,loo,0.1033885901,2644,0.9886535552,0.0646503923,0.0651086475,-0.0004582552
60,4,True,mean,2,fixed020,0.2000000000,2644,0.9886535552,0.0649293584,0.0651086475,-0.0001792891
60,4,True,mean,70404,loo,0.1039674885,2644,0.9901664145,0.0676277473,0.0680908876,-0.0004631403
60,4,True,mean,70404,fixed020,0.2000000000,2644,0.9901664145,0.0679407450,0.0680908876,-0.0001501426
60,4,True,exp,0,loo,0.1123377574,2644,0.9931921331,0.0701053548,0.0703032685,-0.0001979137
60,4,True,exp,0,fixed020,0.2000000000,2644,0.9931921331,0.0705846811,0.0703032685,0.0002814126
60,4,True,exp,1,loo,0.0991362893,2644,0.9863842663,0.0621484719,0.0627891573,-0.0006406853
